season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,touchesInOppBox_h,touchesInOppBox_a
2014-15,755588,29,2015-03-14 15:00:00,"King Power Stadium, Leicester",31456,Leicester,Hull,0,0,0,0,D,D,0,0,0,0,0,1,1,0,,,14.0,12.0,3.0,5.0,7.0,5.0,4.0,2.0,,2.0,,,,2.0,,,,,11.0,12.0,5.0,7.0,25.0,22.0,79.0,74.0,395.0,385.0,280.0,265.0,51.3,48.7,22.0,17.0,20.0,13.0,12.0,15.0,33.0,35.0,33.0,35.0,17.0,17.0,2.0,3.0,,,,,5.0,10.0,8.0,19.0,169.0,171.0,5.0,3.0,,,1.0,1.0,,,75.0,63.0,63.0,75.0,30.0,34.0,34.0,30.0,7.0,5.0,7.0,5.0,2.0,2.0,10.0,15.0,14.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
2014-15,755589,29,2015-03-15 16:00:00,"Old Trafford, Manchester",75112,Man Utd,Spurs,3,0,0,3,W,L,3,0,0,3,0,0,0,0,3.0,,11.0,5.0,3.0,1.0,5.0,2.0,3.0,2.0,,,1.0,,,,,,1.0,,7.0,2.0,4.0,1.0,18.0,12.0,56.0,45.0,508.0,476.0,421.0,393.0,51.6,48.4,32.0,20.0,18.0,18.0,20.0,15.0,25.0,21.0,25.0,21.0,17.0,18.0,2.0,3.0,,,,1.0,12.0,11.0,15.0,23.0,138.0,154.0,2.0,,,3.0,1.0,,,,64.0,54.0,54.0,64.0,12.0,12.0,12.0,12.0,4.0,2.0,4.0,2.0,,1.0,12.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,5.0,4.0,,
2014-15,755590,29,2015-03-14 15:00:00,"Stadium of Light, Sunderland",45746,Sunderland,Aston Villa,0,4,4,0,L,W,0,4,4,0,0,0,0,0,,4.0,12.0,14.0,2.0,8.0,7.0,4.0,3.0,2.0,,2.0,,1.0,,1.0,1.0,,,4.0,10.0,13.0,4.0,9.0,15.0,11.0,57.0,80.0,368.0,556.0,268.0,463.0,40.4,59.6,30.0,17.0,23.0,11.0,18.0,9.0,11.0,17.0,11.0,17.0,14.0,15.0,2.0,3.0,,,,,14.0,15.0,7.0,22.0,146.0,148.0,4.0,2.0,4.0,,,1.0,,,68.0,56.0,56.0,68.0,14.0,16.0,16.0,14.0,2.0,5.0,2.0,5.0,,1.0,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2014-15,755591,29,2015-03-16 20:00:00,"Swansea.com Stadium, Swansea",20828,Swansea,Liverpool,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,10.0,16.0,3.0,5.0,3.0,8.0,4.0,3.0,,2.0,,,,2.0,,1.0,,,5.0,14.0,3.0,7.0,8.0,16.0,59.0,60.0,483.0,566.0,395.0,479.0,46.3,53.7,19.0,27.0,16.0,18.0,33.0,15.0,15.0,25.0,15.0,25.0,21.0,21.0,3.0,4.0,,1.0,,,11.0,9.0,13.0,10.0,146.0,131.0,4.0,3.0,1.0,,,1.0,,,52.0,57.0,57.0,52.0,11.0,6.0,6.0,11.0,4.0,5.0,4.0,5.0,,,13.0,16.0,14.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2014-15,755592,29,2015-03-14 15:00:00,"The Hawthorns, West Bromwich",24323,West Brom,Stoke,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,14.0,9.0,5.0,2.0,5.0,3.0,4.0,4.0,,,,,,,,,1.0,,12.0,6.0,8.0,5.0,12.0,17.0,59.0,69.0,287.0,386.0,216.0,300.0,43.2,56.8,17.0,28.0,12.0,23.0,18.0,10.0,33.0,33.0,33.0,33.0,11.0,13.0,4.0,4.0,,,,1.0,3.0,8.0,23.0,11.0,142.0,146.0,2.0,4.0,,1.0,1.0,,,,58.0,57.0,57.0,58.0,18.0,20.0,20.0,18.0,7.0,5.0,7.0,5.0,,,7.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2014-15,755593,30,2015-03-21 15:00:00,"Villa Park, Birmingham",35598,Aston Villa,Swansea,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,12.0,9.0,3.0,6.0,5.0,1.0,4.0,2.0,,3.0,,1.0,,2.0,,,,1.0,10.0,7.0,6.0,6.0,24.0,12.0,66.0,52.0,360.0,494.0,260.0,403.0,42.6,57.4,17.0,14.0,15.0,9.0,10.0,14.0,15.0,21.0,15.0,21.0,10.0,10.0,2.0,4.0,,,,,14.0,7.0,7.0,8.0,155.0,156.0,4.0,3.0,1.0,,,1.0,,,53.0,55.0,55.0,53.0,21.0,15.0,15.0,21.0,4.0,9.0,4.0,9.0,,1.0,13.0,9.0,8.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,7.0,,
2014-15,755594,30,2015-03-22 16:00:00,"The MKM Stadium, Hull",24598,Hull,Chelsea,2,3,3,2,L,W,2,2,2,2,0,0,0,0,2.0,3.0,19.0,8.0,8.0,3.0,9.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,3.0,11.0,8.0,4.0,6.0,19.0,15.0,76.0,88.0,407.0,542.0,290.0,427.0,42.9,57.1,26.0,21.0,20.0,14.0,8.0,5.0,25.0,36.0,25.0,36.0,13.0,12.0,3.0,2.0,,,1.0,1.0,5.0,8.0,17.0,16.0,170.0,175.0,,6.0,3.0,2.0,,,,,73.0,66.0,66.0,73.0,30.0,27.0,27.0,30.0,6.0,6.0,6.0,6.0,1.0,,14.0,11.0,10.0,14.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2014-15,755595,30,2015-03-22 13:30:00,"Anfield, Liverpool",44405,Liverpool,Man Utd,1,2,2,1,L,W,0,1,1,0,1,0,0,1,1.0,2.0,7.0,6.0,1.0,4.0,4.0,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,2.0,5.0,5.0,1.0,5.0,19.0,16.0,49.0,72.0,407.0,569.0,306.0,464.0,41.7,58.3,13.0,28.0,11.0,19.0,14.0,21.0,21.0,28.0,21.0,28.0,23.0,23.0,2.0,2.0,,,,,11.0,15.0,21.0,6.0,153.0,154.0,2.0,,2.0,1.0,,,,,62.0,74.0,74.0,62.0,20.0,21.0,21.0,20.0,2.0,3.0,2.0,3.0,,,14.0,17.0,16.0,14.0,0.0,0.0,0.0,0.0,,1.0,,,,3.0,,
2014-15,755596,30,2015-03-21 12:45:00,"Etihad Stadium, Manchester",45018,Man City,West Brom,3,0,0,3,W,L,2,0,0,2,0,1,1,0,3.0,,43.0,3.0,16.0,,15.0,3.0,12.0,,3.0,1.0,3.0,,1.0,1.0,2.0,1.0,2.0,,33.0,3.0,24.0,,33.0,4.0,63.0,38.0,761.0,221.0,707.0,147.0,77.6,22.4,13.0,19.0,12.0,12.0,19.0,18.0,12.0,32.0,12.0,32.0,12.0,12.0,,10.0,,,,1.0,2.0,14.0,14.0,12.0,104.0,113.0,,13.0,,3.0,1.0,,,,43.0,34.0,34.0,43.0,11.0,7.0,7.0,11.0,9.0,2.0,9.0,2.0,,,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2014-15,755597,30,2015-03-21 15:00:00,"St. James' Park, Newcastle",50544,Newcastle,Arsenal,1,2,2,1,L,W,0,2,2,0,0,0,0,0,1.0,2.0,16.0,7.0,4.0,3.0,4.0,1.0,8.0,3.0,2.0,3.0,1.0,,1.0,3.0,,,1.0,2.0,12.0,8.0,8.0,5.0,15.0,22.0,57.0,70.0,450.0,441.0,343.0,340.0,50.9,49.1,26.0,32.0,22.0,28.0,12.0,31.0,21.0,36.0,21.0,36.0,31.0,31.0,2.0,8.0,,,,,18.0,22.0,24.0,19.0,178.0,168.0,1.0,3.0,2.0,1.0,,,,,64.0,86.0,86.0,64.0,10.0,25.0,25.0,10.0,9.0,4.0,9.0,4.0,,3.0,11.0,7.0,6.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,,
2014-15,755598,30,2015-03-22 16:00:00,"MATRADE Loftus Road, London",17706,QPR,Everton,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,14.0,8.0,1.0,3.0,8.0,2.0,5.0,3.0,2.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,10.0,7.0,5.0,5.0,40.0,11.0,93.0,73.0,413.0,391.0,286.0,263.0,52.3,47.7,22.0,21.0,18.0,18.0,19.0,21.0,40.0,71.0,40.0,71.0,21.0,27.0,3.0,4.0,,,,,3.0,7.0,16.0,20.0,209.0,190.0,1.0,,2.0,1.0,,,,,69.0,66.0,66.0,69.0,30.0,31.0,31.0,30.0,1.0,3.0,1.0,3.0,1.0,,11.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,5.0,,
2014-15,755599,30,2015-03-21 15:00:00,"St. Mary's Stadium, Southampton",30864,Southampton,Burnley,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,20.0,15.0,3.0,3.0,9.0,8.0,8.0,4.0,,1.0,,,1.0,1.0,2.0,,,,13.0,12.0,9.0,6.0,17.0,27.0,51.0,67.0,554.0,360.0,449.0,269.0,60.2,39.8,10.0,12.0,8.0,9.0,9.0,14.0,16.0,33.0,16.0,33.0,17.0,17.0,3.0,7.0,,,,,3.0,11.0,6.0,4.0,150.0,131.0,3.0,2.0,,2.0,1.0,,,1.0,45.0,42.0,42.0,45.0,17.0,17.0,17.0,17.0,10.0,5.0,10.0,5.0,1.0,1.0,10.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2014-15,755600,30,2015-03-21 15:00:00,"bet365 Stadium, Stoke",27532,Stoke,Crystal Palace,1,2,2,1,L,W,1,2,2,1,0,0,0,0,1.0,2.0,17.0,12.0,4.0,3.0,8.0,6.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,,1.0,12.0,10.0,6.0,5.0,35.0,14.0,69.0,54.0,426.0,331.0,317.0,225.0,56.9,43.1,16.0,15.0,12.0,11.0,9.0,8.0,21.0,35.0,21.0,35.0,16.0,17.0,2.0,3.0,,,,,7.0,10.0,10.0,12.0,164.0,153.0,1.0,3.0,2.0,1.0,,,,,69.0,60.0,60.0,69.0,32.0,23.0,23.0,32.0,8.0,4.0,8.0,4.0,2.0,,15.0,14.0,13.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,,,
2014-15,755601,30,2015-03-21 15:00:00,"White Hart Lane, London",35950,Spurs,Leicester,4,3,3,4,W,L,2,1,1,2,0,0,0,0,4.0,3.0,10.0,14.0,4.0,5.0,5.0,6.0,1.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,1.0,,,3.0,4.0,13.0,2.0,7.0,13.0,28.0,64.0,89.0,573.0,284.0,460.0,175.0,65.8,34.2,24.0,32.0,21.0,24.0,26.0,28.0,36.0,32.0,36.0,32.0,26.0,25.0,3.0,1.0,,,,1.0,10.0,9.0,22.0,17.0,183.0,171.0,2.0,1.0,3.0,4.0,,,,1.0,65.0,67.0,67.0,65.0,23.0,18.0,18.0,23.0,4.0,4.0,5.0,4.0,,3.0,8.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,
2014-15,755602,30,2015-03-21 17:30:00,"Boleyn Ground, London",34914,West Ham,Sunderland,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,15.0,7.0,4.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,13.0,6.0,9.0,4.0,22.0,19.0,70.0,44.0,365.0,330.0,274.0,212.0,53.9,46.1,10.0,22.0,4.0,18.0,8.0,13.0,46.0,46.0,46.0,46.0,19.0,18.0,1.0,6.0,,,,,5.0,1.0,12.0,5.0,174.0,164.0,3.0,3.0,,1.0,1.0,,,,51.0,59.0,59.0,51.0,29.0,19.0,19.0,29.0,6.0,4.0,6.0,4.0,1.0,,14.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2014-15,755603,31,2015-04-04 12:45:00,"Emirates Stadium, London",60081,Arsenal,Liverpool,4,1,1,4,W,L,3,0,0,3,0,1,1,0,4.0,1.0,16.0,13.0,10.0,2.0,4.0,9.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,3.0,,13.0,12.0,9.0,3.0,30.0,24.0,63.0,51.0,479.0,509.0,400.0,422.0,48.6,51.4,24.0,25.0,17.0,21.0,26.0,9.0,19.0,22.0,19.0,22.0,17.0,17.0,2.0,2.0,1.0,2.0,,,15.0,15.0,13.0,14.0,136.0,149.0,1.0,6.0,1.0,4.0,,,,,57.0,55.0,55.0,57.0,9.0,8.0,8.0,9.0,6.0,5.0,6.0,5.0,,,7.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,,1.0,,1.0,4.0,3.0,,
2014-15,755604,31,2015-04-05 13:30:00,"Turf Moor, Burnley",18829,Burnley,Spurs,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,15.0,12.0,4.0,2.0,6.0,8.0,5.0,2.0,2.0,,,,2.0,,,,,,11.0,11.0,7.0,4.0,21.0,10.0,84.0,45.0,330.0,537.0,214.0,421.0,40.0,60.0,20.0,18.0,16.0,14.0,9.0,20.0,31.0,32.0,31.0,32.0,18.0,18.0,2.0,5.0,,2.0,,,10.0,5.0,8.0,14.0,177.0,168.0,2.0,4.0,,,1.0,1.0,,,62.0,63.0,63.0,62.0,33.0,26.0,26.0,33.0,5.0,3.0,5.0,3.0,2.0,,9.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2014-15,755605,31,2015-04-04 17:30:00,"Stamford Bridge, London",41098,Chelsea,Stoke,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,19.0,7.0,10.0,2.0,6.0,3.0,3.0,2.0,3.0,,2.0,,3.0,,,1.0,1.0,1.0,15.0,5.0,10.0,4.0,24.0,14.0,95.0,47.0,635.0,415.0,546.0,329.0,60.5,39.5,10.0,18.0,7.0,15.0,8.0,15.0,21.0,30.0,21.0,30.0,13.0,15.0,2.0,3.0,1.0,,1.0,1.0,5.0,13.0,14.0,8.0,141.0,128.0,1.0,9.0,1.0,2.0,,,,,60.0,45.0,45.0,60.0,17.0,18.0,18.0,17.0,9.0,,9.0,,1.0,1.0,5.0,22.0,21.0,5.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,1.0,,
2014-15,755606,31,2015-04-06 20:00:00,"Selhurst Park, London",24718,Crystal Palace,Man City,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,5.0,22.0,3.0,4.0,1.0,10.0,1.0,8.0,2.0,,1.0,,2.0,,,1.0,,,3.0,20.0,2.0,11.0,13.0,26.0,46.0,72.0,238.0,667.0,154.0,576.0,25.9,74.1,24.0,23.0,16.0,18.0,11.0,14.0,34.0,14.0,34.0,14.0,25.0,25.0,8.0,1.0,1.0,,,,15.0,8.0,5.0,18.0,136.0,158.0,3.0,1.0,1.0,2.0,,,,,69.0,60.0,60.0,69.0,27.0,14.0,14.0,27.0,4.0,13.0,4.0,13.0,,,11.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2014-15,755607,31,2015-04-04 15:00:00,"Goodison Park, Liverpool",39390,Everton,Southampton,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,10.0,11.0,1.0,2.0,5.0,7.0,4.0,2.0,1.0,,1.0,,,,,,1.0,,8.0,9.0,4.0,4.0,9.0,23.0,67.0,74.0,381.0,455.0,286.0,362.0,45.1,54.9,15.0,23.0,10.0,21.0,13.0,23.0,46.0,25.0,46.0,25.0,20.0,22.0,2.0,4.0,1.0,,,,9.0,9.0,13.0,13.0,148.0,155.0,2.0,,,1.0,1.0,,,,55.0,64.0,64.0,55.0,18.0,21.0,21.0,18.0,4.0,10.0,5.0,10.0,3.0,1.0,12.0,17.0,15.0,11.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2014-15,755608,31,2015-04-04 15:00:00,"King Power Stadium, Leicester",31863,Leicester,West Ham,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,20.0,14.0,7.0,7.0,9.0,7.0,4.0,,4.0,4.0,1.0,1.0,4.0,3.0,,1.0,1.0,1.0,18.0,12.0,9.0,5.0,23.0,20.0,77.0,75.0,358.0,370.0,241.0,270.0,49.6,50.4,14.0,16.0,11.0,11.0,22.0,12.0,36.0,56.0,36.0,56.0,14.0,15.0,,5.0,,,1.0,,9.0,7.0,11.0,12.0,179.0,156.0,6.0,4.0,1.0,2.0,,,,,61.0,73.0,73.0,61.0,32.0,39.0,39.0,32.0,7.0,6.0,7.0,6.0,2.0,1.0,12.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,1.0,,,,3.0,1.0,,
2014-15,755609,31,2015-04-04 15:00:00,"Old Trafford, Manchester",75397,Man Utd,Aston Villa,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,20.0,5.0,7.0,2.0,9.0,2.0,4.0,1.0,1.0,,,,2.0,,,,3.0,1.0,14.0,5.0,8.0,3.0,29.0,15.0,87.0,43.0,736.0,234.0,668.0,166.0,76.4,23.6,16.0,16.0,14.0,11.0,10.0,17.0,19.0,35.0,19.0,35.0,14.0,14.0,1.0,4.0,,1.0,1.0,,6.0,10.0,12.0,11.0,122.0,104.0,1.0,4.0,1.0,3.0,,,,,50.0,49.0,49.0,50.0,15.0,12.0,12.0,15.0,10.0,2.0,10.0,2.0,,2.0,15.0,12.0,11.0,15.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2014-15,755610,31,2015-04-05 16:00:00,"Stadium of Light, Sunderland",47563,Sunderland,Newcastle,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,16.0,10.0,4.0,1.0,5.0,5.0,7.0,4.0,,,,,,1.0,1.0,,1.0,,11.0,6.0,8.0,4.0,19.0,16.0,61.0,55.0,346.0,309.0,245.0,220.0,53.2,46.8,27.0,20.0,22.0,16.0,14.0,26.0,22.0,34.0,22.0,34.0,19.0,19.0,3.0,7.0,,1.0,,,12.0,12.0,8.0,15.0,164.0,146.0,1.0,3.0,,1.0,1.0,,,,85.0,66.0,66.0,85.0,31.0,21.0,21.0,31.0,8.0,4.0,8.0,4.0,2.0,2.0,14.0,18.0,18.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2014-15,755611,31,2015-04-04 15:00:00,"Swansea.com Stadium, Swansea",20333,Swansea,Hull,3,1,1,3,W,L,2,0,0,2,0,1,1,0,3.0,1.0,9.0,10.0,4.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,,,,,1.0,1.0,5.0,8.0,2.0,5.0,13.0,14.0,42.0,56.0,630.0,433.0,545.0,346.0,58.4,41.6,17.0,16.0,13.0,11.0,13.0,14.0,28.0,17.0,28.0,17.0,13.0,13.0,2.0,1.0,,,,1.0,11.0,4.0,9.0,16.0,121.0,142.0,,1.0,1.0,3.0,,,,,50.0,50.0,50.0,50.0,17.0,12.0,12.0,17.0,4.0,7.0,4.0,7.0,,2.0,11.0,14.0,14.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2014-15,755612,31,2015-04-04 15:00:00,"The Hawthorns, West Bromwich",25735,West Brom,QPR,1,4,4,1,L,W,0,3,3,0,1,0,0,1,1.0,4.0,21.0,12.0,6.0,7.0,11.0,2.0,4.0,3.0,2.0,1.0,,2.0,2.0,,,,1.0,3.0,16.0,8.0,9.0,6.0,29.0,15.0,94.0,59.0,455.0,388.0,335.0,270.0,55.0,45.0,13.0,16.0,6.0,10.0,15.0,15.0,12.0,50.0,12.0,50.0,17.0,19.0,3.0,4.0,,,,,8.0,8.0,12.0,10.0,176.0,158.0,3.0,5.0,4.0,1.0,,,,,62.0,46.0,46.0,62.0,28.0,17.0,17.0,28.0,2.0,4.0,2.0,4.0,2.0,,6.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2014-15,755613,32,2015-04-11 17:30:00,"Turf Moor, Burnley",20615,Burnley,Arsenal,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,8.0,17.0,4.0,5.0,1.0,6.0,3.0,6.0,,,,1.0,,,,,,,6.0,9.0,5.0,7.0,18.0,25.0,62.0,59.0,307.0,688.0,201.0,571.0,31.8,68.2,15.0,15.0,12.0,10.0,19.0,25.0,46.0,36.0,46.0,36.0,17.0,18.0,6.0,3.0,,,,,16.0,9.0,7.0,13.0,159.0,177.0,4.0,4.0,1.0,,,1.0,,,57.0,75.0,75.0,57.0,31.0,32.0,32.0,31.0,1.0,6.0,1.0,6.0,,,15.0,7.0,6.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2014-15,755614,32,2015-04-13 20:00:00,"Anfield, Liverpool",44611,Liverpool,Newcastle,2,0,0,2,W,L,1,0,0,1,0,1,1,0,2.0,,14.0,10.0,6.0,3.0,5.0,5.0,3.0,2.0,,,,,1.0,,,,1.0,,8.0,8.0,5.0,4.0,20.0,19.0,62.0,42.0,550.0,329.0,456.0,252.0,61.8,38.2,23.0,21.0,18.0,15.0,11.0,28.0,23.0,26.0,23.0,26.0,12.0,12.0,2.0,3.0,1.0,1.0,,1.0,13.0,16.0,11.0,14.0,147.0,143.0,3.0,4.0,,2.0,1.0,,,,68.0,54.0,54.0,68.0,13.0,13.0,13.0,13.0,6.0,6.0,6.0,6.0,2.0,,8.0,17.0,16.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2014-15,755615,32,2015-04-12 16:00:00,"Old Trafford, Manchester",75313,Man Utd,Man City,4,2,2,4,W,L,2,1,1,2,0,0,0,0,4.0,2.0,11.0,10.0,7.0,3.0,1.0,3.0,3.0,4.0,6.0,2.0,4.0,2.0,3.0,,,,3.0,2.0,8.0,9.0,6.0,6.0,9.0,14.0,67.0,59.0,546.0,385.0,442.0,273.0,58.6,41.4,15.0,22.0,9.0,16.0,29.0,19.0,34.0,25.0,34.0,25.0,14.0,12.0,4.0,3.0,,,,,7.0,12.0,8.0,11.0,155.0,153.0,1.0,3.0,2.0,4.0,,,,,53.0,55.0,55.0,53.0,14.0,17.0,17.0,14.0,1.0,5.0,1.0,5.0,3.0,,9.0,16.0,14.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2014-15,755616,32,2015-04-12 13:30:00,"MATRADE Loftus Road, London",17939,QPR,Chelsea,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,15.0,9.0,4.0,1.0,5.0,6.0,6.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,12.0,6.0,8.0,2.0,23.0,26.0,86.0,83.0,304.0,470.0,171.0,329.0,39.9,60.1,25.0,17.0,18.0,15.0,17.0,7.0,45.0,50.0,45.0,50.0,21.0,21.0,2.0,6.0,,,1.0,,11.0,5.0,13.0,17.0,199.0,208.0,,4.0,1.0,,,1.0,,,56.0,73.0,73.0,56.0,21.0,34.0,34.0,21.0,5.0,6.0,5.0,6.0,1.0,1.0,12.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,,,,,4.0,3.0,,
2014-15,755617,32,2015-04-11 15:00:00,"St. Mary's Stadium, Southampton",30359,Southampton,Hull,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,9.0,15.0,4.0,4.0,3.0,6.0,2.0,5.0,2.0,,2.0,,2.0,,,,1.0,,4.0,12.0,2.0,7.0,18.0,18.0,80.0,77.0,550.0,463.0,446.0,354.0,54.0,46.0,19.0,20.0,16.0,15.0,21.0,18.0,27.0,24.0,27.0,24.0,12.0,13.0,6.0,2.0,,,,,6.0,4.0,15.0,13.0,155.0,161.0,3.0,2.0,,2.0,1.0,,,,53.0,53.0,53.0,53.0,19.0,20.0,20.0,19.0,2.0,5.0,2.0,5.0,,,7.0,11.0,11.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,,,
2014-15,755618,32,2015-04-11 15:00:00,"Stadium of Light, Sunderland",42073,Sunderland,Crystal Palace,1,4,4,1,L,W,0,0,0,0,0,0,0,0,1.0,4.0,12.0,14.0,3.0,5.0,5.0,3.0,4.0,6.0,,3.0,,4.0,,,1.0,,1.0,3.0,9.0,8.0,4.0,8.0,15.0,17.0,50.0,67.0,405.0,355.0,304.0,249.0,53.7,46.3,28.0,17.0,19.0,14.0,19.0,24.0,18.0,22.0,18.0,22.0,16.0,13.0,6.0,4.0,,,,,21.0,10.0,15.0,14.0,156.0,160.0,1.0,2.0,4.0,1.0,,,,,70.0,64.0,64.0,70.0,16.0,12.0,12.0,16.0,8.0,4.0,8.0,5.0,1.0,1.0,15.0,17.0,16.0,15.0,0.0,0.0,0.0,0.0,,,,,,,,
2014-15,755619,32,2015-04-11 12:45:00,"Swansea.com Stadium, Swansea",20468,Swansea,Everton,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,11.0,12.0,3.0,8.0,4.0,2.0,4.0,2.0,,1.0,1.0,1.0,,,,,,1.0,6.0,10.0,3.0,8.0,12.0,12.0,56.0,58.0,449.0,440.0,358.0,355.0,50.9,49.1,18.0,14.0,14.0,12.0,10.0,15.0,18.0,24.0,18.0,24.0,8.0,9.0,2.0,3.0,,,,,4.0,8.0,12.0,13.0,138.0,131.0,7.0,2.0,1.0,1.0,,,,,57.0,46.0,46.0,57.0,24.0,15.0,15.0,24.0,3.0,6.0,3.0,6.0,2.0,,18.0,12.0,11.0,15.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,1.0,,
