season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,saves_h,saves_a,touchesInOppBox_h,touchesInOppBox_a
2010-11,321667,2,2010-08-21 15:00:00,"Emirates Stadium, London",60032.0,Arsenal,Blackpool,6,0,0,6,W,L,3,0,0,3,0,1,1,0,6.0,,30.0,5.0,12.0,1.0,12.0,2.0,6.0,2.0,6.0,1.0,2.0,,5.0,1.0,,,5.0,,25.0,5.0,16.0,3.0,30.0,14.0,77.0,46.0,581.0,505.0,515.0,409.0,53.3,46.7,14.0,18.0,12.0,15.0,26.0,20.0,13.0,21.0,9.0,17.0,2.0,5.0,,,,,8.0,19.0,9.0,9.0,128.0,139.0,,6.0,1.0,,,,48.0,44.0,44.0,48.0,10.0,8.0,8.0,10.0,8.0,2.0,8.0,2.0,,1.0,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,4.0,3.0,,,,
2010-11,321668,2,2010-08-21 15:00:00,"St. Andrew's Stadium, Birmingham",21394.0,Birmingham,Blackburn,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,13.0,15.0,5.0,4.0,3.0,7.0,5.0,4.0,2.0,1.0,1.0,,1.0,2.0,,2.0,2.0,1.0,13.0,13.0,10.0,7.0,33.0,47.0,104.0,91.0,346.0,253.0,240.0,151.0,56.0,44.0,9.0,17.0,8.0,12.0,9.0,10.0,58.0,52.0,33.0,29.0,4.0,5.0,,,,,8.0,1.0,14.0,6.0,195.0,197.0,1.0,2.0,,,,,50.0,68.0,68.0,50.0,26.0,30.0,30.0,26.0,4.0,12.0,4.0,12.0,2.0,2.0,14.0,14.0,14.0,13.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,2.0,,,,
2010-11,321669,2,2010-08-21 15:00:00,"Goodison Park, Liverpool",37767.0,Everton,Wolves,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,14.0,10.0,2.0,2.0,8.0,6.0,4.0,2.0,,,1.0,,,,,,,1.0,9.0,7.0,3.0,3.0,31.0,23.0,87.0,85.0,421.0,298.0,323.0,178.0,59.3,40.7,16.0,20.0,12.0,14.0,11.0,11.0,32.0,39.0,15.0,24.0,2.0,4.0,,,,,2.0,5.0,13.0,10.0,184.0,176.0,1.0,1.0,,,,,58.0,56.0,56.0,58.0,22.0,17.0,17.0,22.0,3.0,3.0,3.0,3.0,3.0,,17.0,16.0,15.0,17.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,
2010-11,321670,2,2010-08-22 16:00:00,"Craven Cottage, London",25643.0,Fulham,Man Utd,2,2,2,2,D,D,0,1,1,0,0,0,0,0,2.0,2.0,20.0,22.0,8.0,8.0,9.0,8.0,3.0,6.0,3.0,2.0,1.0,,3.0,3.0,,,2.0,1.0,17.0,18.0,9.0,12.0,40.0,28.0,71.0,87.0,410.0,564.0,331.0,473.0,42.8,57.2,14.0,6.0,11.0,4.0,22.0,21.0,38.0,25.0,19.0,7.0,5.0,3.0,,,,,3.0,2.0,4.0,8.0,145.0,165.0,2.0,2.0,,,1.0,,36.0,28.0,28.0,36.0,14.0,12.0,12.0,14.0,5.0,10.0,5.0,11.0,2.0,,10.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,,1.0,,,,2.0,,,,
2010-11,321671,2,2010-08-23 20:00:00,"Etihad Stadium, Manchester",47087.0,Man City,Liverpool,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,12.0,17.0,3.0,5.0,5.0,8.0,4.0,4.0,,,2.0,,,,,1.0,2.0,,10.0,10.0,6.0,6.0,18.0,13.0,54.0,75.0,492.0,400.0,406.0,324.0,54.4,45.6,30.0,16.0,27.0,14.0,14.0,22.0,24.0,24.0,12.0,15.0,4.0,2.0,,,,,7.0,8.0,7.0,19.0,150.0,149.0,,3.0,1.0,,,,61.0,43.0,43.0,61.0,10.0,7.0,7.0,10.0,5.0,4.0,5.0,4.0,1.0,,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,,,
2010-11,321672,2,2010-08-22 13:30:00,"St. James' Park, Newcastle",43546.0,Newcastle,Aston Villa,6,0,0,6,W,L,3,0,0,3,0,0,0,0,6.0,,17.0,6.0,11.0,,2.0,4.0,4.0,2.0,4.0,1.0,4.0,,3.0,2.0,,,3.0,,11.0,5.0,10.0,2.0,27.0,15.0,80.0,58.0,380.0,394.0,288.0,315.0,50.1,49.9,19.0,26.0,14.0,16.0,13.0,22.0,18.0,33.0,8.0,18.0,2.0,5.0,,,,1.0,,6.0,14.0,12.0,171.0,153.0,,6.0,1.0,,,,51.0,53.0,53.0,51.0,14.0,12.0,12.0,14.0,9.0,2.0,10.0,2.0,1.0,,15.0,13.0,12.0,15.0,0.0,0.0,0.0,0.0,,1.0,,,1.0,5.0,,,,
2010-11,321673,2,2010-08-21 15:00:00,"bet365 Stadium, Stoke",27243.0,Stoke,Spurs,1,2,2,1,L,W,1,2,2,1,0,0,0,0,1.0,2.0,19.0,9.0,7.0,6.0,6.0,1.0,6.0,2.0,2.0,3.0,1.0,,4.0,4.0,1.0,,,1.0,11.0,5.0,6.0,5.0,37.0,25.0,93.0,79.0,317.0,466.0,208.0,368.0,41.7,58.3,21.0,18.0,16.0,15.0,20.0,15.0,17.0,53.0,11.0,33.0,3.0,7.0,,1.0,,1.0,11.0,4.0,11.0,12.0,178.0,171.0,2.0,1.0,,,,,50.0,58.0,58.0,50.0,20.0,14.0,14.0,20.0,6.0,2.0,6.0,2.0,1.0,1.0,15.0,5.0,5.0,15.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,
2010-11,321674,2,2010-08-21 15:00:00,"The Hawthorns, West Bromwich",23624.0,West Brom,Sunderland,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,12.0,11.0,3.0,2.0,8.0,6.0,1.0,3.0,2.0,,1.0,,1.0,,1.0,,1.0,,7.0,6.0,3.0,3.0,13.0,22.0,82.0,94.0,375.0,303.0,286.0,195.0,54.7,45.3,9.0,17.0,6.0,14.0,19.0,13.0,42.0,28.0,20.0,16.0,3.0,1.0,,,,,4.0,7.0,11.0,4.0,176.0,181.0,,1.0,1.0,,,,47.0,51.0,51.0,47.0,18.0,15.0,15.0,18.0,4.0,6.0,4.0,6.0,,2.0,17.0,14.0,13.0,15.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,
2010-11,321675,2,2010-08-21 15:00:00,"Boleyn Ground, London",32533.0,West Ham,Bolton,1,3,3,1,L,W,0,0,0,0,0,0,0,0,1.0,3.0,22.0,13.0,8.0,5.0,9.0,5.0,5.0,3.0,1.0,,1.0,,2.0,,1.0,,,1.0,13.0,10.0,8.0,6.0,24.0,27.0,93.0,82.0,350.0,360.0,251.0,255.0,50.2,49.8,9.0,29.0,8.0,17.0,12.0,14.0,25.0,43.0,15.0,19.0,3.0,5.0,1.0,3.0,1.0,,3.0,7.0,22.0,8.0,188.0,175.0,3.0,1.0,,,1.0,,49.0,63.0,63.0,49.0,17.0,20.0,20.0,17.0,7.0,5.0,8.0,5.0,1.0,2.0,11.0,17.0,16.0,11.0,0.0,0.0,0.0,0.0,2.0,,1.0,,6.0,,,,,
2010-11,321676,2,2010-08-21 17:15:00,"DW Stadium, Wigan",14476.0,Wigan,Chelsea,0,6,6,0,L,W,0,1,1,0,0,0,0,0,,6.0,15.0,11.0,5.0,8.0,4.0,2.0,6.0,1.0,1.0,5.0,,5.0,1.0,1.0,1.0,,,5.0,11.0,8.0,7.0,7.0,22.0,21.0,75.0,70.0,453.0,430.0,370.0,347.0,51.2,48.8,19.0,35.0,12.0,24.0,25.0,13.0,16.0,21.0,9.0,16.0,1.0,6.0,,1.0,,,9.0,10.0,17.0,15.0,162.0,147.0,6.0,,,1.0,,,44.0,64.0,64.0,44.0,7.0,8.0,8.0,7.0,,,,,,,12.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,,
2010-11,321677,3,2010-08-29 16:00:00,"Villa Park, Birmingham",34725.0,Aston Villa,Everton,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,15.0,23.0,5.0,5.0,5.0,6.0,5.0,12.0,,1.0,,,2.0,1.0,,1.0,1.0,,10.0,17.0,6.0,12.0,12.0,25.0,46.0,95.0,243.0,517.0,146.0,409.0,31.7,68.3,22.0,11.0,17.0,9.0,20.0,11.0,50.0,23.0,28.0,16.0,12.0,5.0,,,,1.0,10.0,5.0,6.0,14.0,169.0,187.0,,1.0,1.0,,,,50.0,49.0,49.0,50.0,14.0,8.0,8.0,14.0,4.0,18.0,4.0,18.0,1.0,1.0,20.0,10.0,9.0,20.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,
2010-11,321678,3,2010-08-28 12:45:00,"Ewood Park, Blackburn",25059.0,Blackburn,Arsenal,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,15.0,14.0,3.0,5.0,7.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,2.0,8.0,13.0,4.0,8.0,30.0,12.0,91.0,67.0,281.0,527.0,181.0,424.0,35.3,64.7,26.0,27.0,23.0,18.0,26.0,19.0,32.0,52.0,19.0,30.0,4.0,6.0,,1.0,,,10.0,6.0,15.0,15.0,190.0,198.0,2.0,1.0,,,,,52.0,62.0,62.0,52.0,14.0,16.0,16.0,14.0,4.0,8.0,4.0,8.0,,,9.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,,,,
2010-11,321679,3,2010-08-28 15:00:00,"Bloomfield Road, Blackpool",15529.0,Blackpool,Fulham,2,2,2,2,D,D,0,1,1,0,0,0,0,0,2.0,2.0,17.0,13.0,5.0,5.0,9.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,,1.0,,,1.0,2.0,8.0,10.0,4.0,6.0,26.0,16.0,110.0,80.0,477.0,402.0,374.0,313.0,54.0,46.0,28.0,17.0,21.0,11.0,13.0,10.0,43.0,50.0,20.0,33.0,4.0,3.0,,1.0,,,5.0,7.0,7.0,18.0,181.0,182.0,2.0,2.0,,,,1.0,58.0,53.0,53.0,58.0,7.0,19.0,19.0,7.0,4.0,5.0,4.0,5.0,2.0,1.0,13.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,,,,,6.0,7.0,,,,
2010-11,321680,3,2010-08-29 13:30:00,"Macron Stadium, Bolton",18139.0,Bolton,Birmingham,2,2,2,2,D,D,0,1,1,0,1,0,0,1,2.0,2.0,15.0,9.0,5.0,4.0,5.0,4.0,5.0,1.0,1.0,2.0,,2.0,1.0,1.0,,,,1.0,7.0,8.0,4.0,4.0,31.0,22.0,89.0,93.0,325.0,318.0,231.0,190.0,50.8,49.2,24.0,17.0,14.0,11.0,15.0,11.0,55.0,33.0,30.0,16.0,1.0,4.0,,2.0,,,5.0,5.0,16.0,15.0,175.0,201.0,2.0,2.0,,,,,68.0,50.0,50.0,68.0,22.0,9.0,9.0,22.0,6.0,1.0,6.0,1.0,1.0,1.0,20.0,18.0,17.0,19.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,2.0,,,,
2010-11,321681,3,2010-08-28 15:00:00,"Stamford Bridge, London",40931.0,Chelsea,Stoke,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,21.0,10.0,7.0,1.0,9.0,7.0,5.0,2.0,5.0,,2.0,,5.0,,1.0,1.0,1.0,,16.0,7.0,8.0,2.0,19.0,22.0,92.0,59.0,641.0,224.0,567.0,154.0,73.0,27.0,13.0,19.0,11.0,12.0,11.0,12.0,24.0,30.0,16.0,19.0,2.0,5.0,,,,,4.0,5.0,11.0,8.0,145.0,128.0,,2.0,1.0,,,,42.0,40.0,40.0,42.0,14.0,11.0,11.0,14.0,6.0,1.0,6.0,1.0,1.0,,6.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,2.0,,1.0,,2.0,1.0,,,,
2010-11,321682,3,2010-08-29 15:00:00,"Anfield, Liverpool",41194.0,Liverpool,West Brom,1,0,0,1,W,L,0,0,0,0,0,1,1,0,1.0,,11.0,16.0,4.0,3.0,4.0,9.0,3.0,4.0,2.0,,,,2.0,,,,1.0,,10.0,11.0,7.0,4.0,27.0,23.0,84.0,74.0,414.0,402.0,323.0,311.0,51.0,49.0,26.0,24.0,15.0,19.0,20.0,19.0,30.0,38.0,20.0,20.0,4.0,3.0,,1.0,,,8.0,3.0,12.0,21.0,178.0,182.0,,1.0,1.0,,,,42.0,54.0,54.0,42.0,6.0,14.0,14.0,6.0,7.0,6.0,7.0,6.0,1.0,1.0,8.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,
2010-11,321683,3,2010-08-28 17:30:00,"Old Trafford, Manchester",75061.0,Man Utd,West Ham,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,21.0,8.0,7.0,1.0,7.0,5.0,7.0,2.0,4.0,,3.0,,2.0,,1.0,1.0,2.0,,15.0,8.0,11.0,3.0,25.0,23.0,83.0,58.0,580.0,382.0,509.0,324.0,60.3,39.7,31.0,24.0,24.0,18.0,22.0,16.0,18.0,28.0,12.0,17.0,2.0,7.0,,,,,9.0,9.0,13.0,15.0,135.0,142.0,,3.0,1.0,,,,55.0,43.0,43.0,55.0,5.0,4.0,4.0,5.0,9.0,3.0,9.0,3.0,1.0,,6.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,,,
2010-11,321684,3,2010-08-29 15:00:00,"Stadium of Light, Sunderland",38610.0,Sunderland,Man City,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,18.0,10.0,3.0,2.0,9.0,2.0,6.0,6.0,,2.0,1.0,,,3.0,,,,,10.0,7.0,4.0,5.0,29.0,19.0,77.0,77.0,392.0,558.0,285.0,455.0,41.7,58.3,33.0,29.0,24.0,17.0,27.0,21.0,26.0,34.0,17.0,17.0,6.0,6.0,1.0,,,,9.0,11.0,9.0,20.0,191.0,200.0,,1.0,1.0,,,,61.0,55.0,55.0,61.0,7.0,12.0,12.0,7.0,3.0,7.0,3.0,8.0,1.0,1.0,5.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,1.0,,,,
2010-11,321685,3,2010-08-28 15:00:00,"White Hart Lane, London",35101.0,Spurs,Wigan,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,15.0,17.0,3.0,3.0,6.0,8.0,6.0,6.0,1.0,2.0,,,1.0,2.0,,1.0,,1.0,9.0,10.0,5.0,4.0,35.0,13.0,93.0,65.0,511.0,304.0,410.0,207.0,63.4,36.6,16.0,23.0,11.0,18.0,14.0,21.0,23.0,49.0,15.0,27.0,6.0,6.0,,,,,4.0,7.0,13.0,6.0,194.0,173.0,1.0,,,1.0,,,52.0,46.0,46.0,52.0,18.0,9.0,9.0,18.0,16.0,7.0,16.0,7.0,1.0,,12.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,
2010-11,321686,3,2010-08-28 15:00:00,"Molineux Stadium, Wolverhampton",27745.0,Wolves,Newcastle,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,6.0,11.0,1.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,,1.0,3.0,1.0,,1.0,1.0,4.0,8.0,1.0,4.0,22.0,28.0,91.0,60.0,286.0,350.0,175.0,257.0,44.9,55.1,23.0,13.0,8.0,11.0,8.0,10.0,35.0,46.0,20.0,25.0,2.0,1.0,1.0,,,,6.0,,7.0,16.0,184.0,183.0,1.0,1.0,,,,,58.0,60.0,60.0,58.0,16.0,21.0,21.0,16.0,5.0,3.0,5.0,3.0,1.0,3.0,20.0,21.0,19.0,20.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,
