season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,totalDistance_h,totalDistance_a
2025-26,2561895,1,2025-08-15 20:00:00,"Anfield, Liverpool",60315.0,Liverpool,Bournemouth,4,2,2,4,W,L,1,0,0,1,0,0,0,0,4.0,2.0,19.0,10.0,10.0,3.0,7.0,4.0,2.0,3.0,2.2098,1.6986,3.0464,0.8149,3.0,3.0,1.0,1.0,2.0,2.0,,,1.06857,0.649442,3.0,2.0,15.0,8.0,10.0,4.0,32.0,30.0,61.0,45.0,489.0,299.0,401.0,209.0,61.2,38.8,36.0,28.0,16.0,20.0,13.0,12.0,4.0,11.0,41.0,45.0,41.0,45.0,11.0,9.0,3.0,2.0,,,1.0,,8.0,8.0,11.0,5.0,145.0,143.0,1.0,6.0,2.0,4.0,0.8149,3.0464,,,0.0,0.0,63.0,52.0,52.0,63.0,29.0,18.0,18.0,29.0,6.0,7.0,6.0,7.0,1.0,,7.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,110620.87,110189.5
2025-26,2561896,1,2025-08-16 12:30:00,"Villa Park, Birmingham",42526.0,Aston Villa,Newcastle,0,0,0,0,D,D,0,0,0,0,1,0,0,1,0.0,0.0,3.0,16.0,3.0,3.0,,6.0,,7.0,0.2036,1.4325,0.2041,0.6442,1.0,2.0,,,1.0,2.0,,,0.233068,0.887939,,,3.0,14.0,3.0,8.0,24.0,36.0,46.0,55.0,310.0,451.0,227.0,376.0,39.9,60.1,14.0,33.0,11.0,10.0,5.0,8.0,10.0,12.0,20.0,22.0,20.0,22.0,6.0,4.0,7.0,,,,,,2.0,9.0,4.0,3.0,129.0,123.0,3.0,3.0,0.0,0.0,0.6442,0.2041,1.0,1.0,0.0,0.0,40.0,43.0,43.0,40.0,10.0,20.0,20.0,10.0,3.0,6.0,3.0,6.0,,3.0,13.0,11.0,11.0,13.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,1.0,103824.63,108530.25
2025-26,2561897,1,2025-08-16 15:00:00,"American Express Stadium, Falmer",31478.0,Brighton,Fulham,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,10.0,7.0,4.0,2.0,5.0,4.0,1.0,1.0,1.4766,0.7603,1.0209,0.7315,1.0,,1.0,1.0,1.0,,,,0.610632,0.505336,,,7.0,5.0,4.0,2.0,21.0,22.0,47.0,49.0,427.0,423.0,374.0,349.0,49.8,50.2,25.0,19.0,19.0,15.0,9.0,8.0,9.0,2.0,27.0,15.0,27.0,15.0,10.0,3.0,1.0,1.0,,1.0,,,5.0,4.0,8.0,11.0,104.0,122.0,1.0,3.0,1.0,1.0,0.7315,1.0209,,,0.0,0.0,51.0,44.0,44.0,51.0,14.0,10.0,10.0,14.0,4.0,3.0,4.0,3.0,1.0,,16.0,15.0,15.0,16.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,3.0,2.0,110291.31,107226.55
2025-26,2561898,1,2025-08-17 14:00:00,"The City Ground, Nottingham",29949.0,Nott'm Forest,Brentford,3,1,1,3,W,L,3,0,0,3,0,0,0,0,3.0,1.0,11.0,10.0,5.0,3.0,4.0,4.0,2.0,3.0,1.8283,1.4922,2.4317,1.4701,4.0,,2.0,1.0,2.0,,,,1.00235,0.264241,2.0,,9.0,7.0,5.0,5.0,39.0,20.0,64.0,47.0,417.0,346.0,343.0,271.0,54.4,45.6,25.0,19.0,12.0,20.0,7.0,6.0,9.0,5.0,24.0,27.0,24.0,27.0,6.0,8.0,3.0,2.0,2.0,,,1.0,7.0,9.0,14.0,5.0,133.0,126.0,2.0,2.0,1.0,3.0,1.4701,2.4317,,,0.0,0.0,53.0,48.0,48.0,53.0,20.0,16.0,16.0,20.0,5.0,5.0,5.0,5.0,,,7.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,2.0,,104833.58,108721.34
2025-26,2561899,1,2025-08-16 15:00:00,"Stadium of Light, Sunderland",46233.0,Sunderland,West Ham,3,0,0,3,W,L,0,0,0,0,0,0,0,0,3.0,0.0,10.0,12.0,5.0,4.0,4.0,2.0,1.0,6.0,0.7534,0.5619,1.6411,0.3685,1.0,,,,2.0,,,,0.315043,0.539709,2.0,,7.0,7.0,4.0,7.0,18.0,32.0,48.0,78.0,323.0,550.0,250.0,468.0,37.2,62.8,15.0,28.0,14.0,12.0,5.0,7.0,9.0,4.0,32.0,16.0,32.0,16.0,6.0,9.0,6.0,1.0,1.0,,,,7.0,1.0,6.0,6.0,113.0,133.0,4.0,2.0,0.0,3.0,0.3685,1.6411,1.0,,0.0,0.0,42.0,46.0,46.0,42.0,18.0,19.0,19.0,18.0,5.0,7.0,5.0,7.0,,2.0,8.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,105329.91,103453.94
2025-26,2561900,1,2025-08-16 15:00:00,"Tottenham Hotspur Stadium, London",61077.0,Spurs,Burnley,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,0.0,16.0,14.0,6.0,4.0,9.0,7.0,1.0,3.0,2.3224,0.9356,2.6075,1.0692,1.0,1.0,1.0,,1.0,1.0,,,1.28058,0.982876,3.0,,12.0,12.0,5.0,7.0,36.0,31.0,58.0,34.0,511.0,246.0,451.0,181.0,67.3,32.7,26.0,25.0,12.0,6.0,9.0,2.0,1.0,7.0,26.0,25.0,26.0,25.0,4.0,7.0,2.0,1.0,1.0,,,,7.0,11.0,3.0,9.0,101.0,108.0,4.0,3.0,0.0,3.0,1.0692,2.6075,1.0,,0.0,0.0,47.0,45.0,45.0,47.0,17.0,18.0,18.0,17.0,6.0,5.0,6.0,5.0,,1.0,14.0,8.0,7.0,14.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,4.0,106453.01,107508.81
2025-26,2561901,1,2025-08-16 17:30:00,"Molineux Stadium, Wolverhampton",31118.0,Wolves,Man City,0,4,4,0,L,W,0,2,2,0,0,0,0,0,0.0,4.0,9.0,15.0,3.0,4.0,3.0,7.0,3.0,4.0,0.5589,2.4666,0.7363,2.2679,,3.0,,1.0,,2.0,,,0.325252,1.46095,,3.0,7.0,9.0,5.0,4.0,26.0,28.0,46.0,48.0,394.0,563.0,326.0,510.0,41.6,58.4,19.0,28.0,25.0,18.0,17.0,11.0,6.0,7.0,20.0,22.0,20.0,22.0,7.0,6.0,4.0,3.0,,2.0,1.0,,14.0,5.0,14.0,14.0,120.0,109.0,,3.0,4.0,0.0,2.2679,0.7363,,1.0,0.0,0.0,42.0,55.0,55.0,42.0,5.0,10.0,10.0,5.0,4.0,5.0,4.0,6.0,1.0,1.0,13.0,7.0,7.0,13.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.0,,107384.53,117073.5
2025-26,2561902,1,2025-08-17 14:00:00,"Stamford Bridge, London",39678.0,Chelsea,Crystal Palace,0,0,0,0,D,D,0,0,0,0,0,0,0,0,0.0,0.0,19.0,11.0,3.0,4.0,7.0,3.0,9.0,4.0,1.6046,0.6573,0.6538,0.2606,1.0,1.0,,,2.0,1.0,,,1.3362,0.093333,,,10.0,5.0,6.0,4.0,34.0,18.0,62.0,28.0,568.0,226.0,510.0,168.0,71.5,28.5,31.0,8.0,13.0,16.0,6.0,13.0,11.0,7.0,19.0,41.0,19.0,41.0,6.0,5.0,4.0,10.0,1.0,1.0,,,5.0,12.0,4.0,11.0,117.0,101.0,4.0,2.0,0.0,0.0,0.2606,0.6538,1.0,1.0,0.0,0.0,52.0,47.0,47.0,52.0,17.0,16.0,16.0,17.0,11.0,2.0,11.0,2.0,,2.0,10.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,101102.05,105191.01
2025-26,2561903,1,2025-08-17 16:30:00,"Old Trafford, Manchester",73475.0,Man Utd,Arsenal,0,1,1,0,L,W,0,1,1,0,0,0,0,0,0.0,1.0,22.0,9.0,7.0,3.0,7.0,3.0,8.0,3.0,1.524,1.3073,0.7494,1.2134,,,,1.0,,,1.0,,0.94507,0.513726,,,17.0,5.0,10.0,4.0,32.0,25.0,54.0,35.0,475.0,294.0,393.0,219.0,61.1,38.9,36.0,20.0,22.0,18.0,11.0,10.0,4.0,4.0,23.0,30.0,23.0,30.0,6.0,4.0,3.0,8.0,,,1.0,,9.0,9.0,14.0,6.0,128.0,129.0,2.0,7.0,1.0,0.0,1.2134,0.7494,,1.0,0.0,0.0,70.0,53.0,53.0,70.0,23.0,16.0,16.0,23.0,3.0,4.0,3.0,4.0,1.0,,10.0,19.0,19.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,2.0,106365.32,112430.48
2025-26,2561904,1,2025-08-18 20:00:00,"Elland Road, Leeds",36820.0,Leeds,Everton,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,0.0,21.0,7.0,3.0,1.0,7.0,3.0,11.0,3.0,2.132,0.8028,1.0712,0.1047,1.0,,1.0,,2.0,1.0,,,0.839977,0.438116,,,12.0,3.0,6.0,1.0,32.0,22.0,57.0,48.0,481.0,411.0,401.0,324.0,54.4,45.6,28.0,14.0,15.0,16.0,7.0,12.0,9.0,2.0,30.0,31.0,30.0,31.0,6.0,7.0,3.0,10.0,,2.0,,,6.0,6.0,7.0,3.0,131.0,136.0,1.0,2.0,0.0,1.0,0.1047,1.0712,1.0,,0.0,0.0,45.0,47.0,47.0,45.0,18.0,19.0,19.0,18.0,7.0,2.0,7.0,2.0,,4.0,6.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,2.0,110507.56,105113.81
