season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,totalDistance_h,totalDistance_a
2025-26,2561976,9,2025-10-26 14:00:00,"Emirates Stadium, London",60103.0,Arsenal,Crystal Palace,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,0.0,10.0,7.0,3.0,1.0,4.0,3.0,3.0,3.0,0.9168,0.4548,1.0192,0.4775,2.0,,,,2.0,,1.0,,0.947257,0.288373,,,7.0,4.0,3.0,2.0,23.0,20.0,87.0,46.0,540.0,360.0,449.0,265.0,59.7,40.3,25.0,15.0,12.0,16.0,7.0,9.0,6.0,12.0,28.0,44.0,28.0,44.0,10.0,6.0,3.0,3.0,1.0,,,,4.0,5.0,10.0,10.0,146.0,133.0,1.0,2.0,0.0,1.0,0.4775,1.0192,1.0,,0.0,0.0,48.0,42.0,42.0,48.0,21.0,16.0,16.0,21.0,4.0,3.0,4.0,3.0,6.0,,6.0,11.0,10.0,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,1.0,118050.88,115418.92
2025-26,2561977,9,2025-10-26 14:00:00,"Villa Park, Birmingham",41988.0,Aston Villa,Man City,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,0.0,9.0,18.0,3.0,4.0,1.0,5.0,5.0,9.0,0.8135,1.1836,0.8061,0.1635,1.0,1.0,,,2.0,2.0,,,0.531955,1.10901,1.0,,6.0,14.0,6.0,9.0,26.0,42.0,48.0,52.0,449.0,504.0,388.0,455.0,47.0,53.0,26.0,33.0,18.0,14.0,11.0,8.0,7.0,11.0,19.0,19.0,19.0,19.0,5.0,4.0,10.0,5.0,,,,,6.0,6.0,7.0,7.0,99.0,95.0,3.0,2.0,0.0,1.0,0.1635,0.8061,1.0,,0.0,0.0,42.0,41.0,41.0,42.0,3.0,13.0,13.0,3.0,5.0,6.0,5.0,6.0,,1.0,8.0,16.0,15.0,8.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,3.0,113542.04,117260.51
2025-26,2561978,9,2025-10-25 20:00:00,"Gtech Community Stadium, Brentford",17214.0,Brentford,Liverpool,3,2,2,3,W,L,2,1,1,2,0,0,0,0,3.0,2.0,17.0,18.0,8.0,5.0,7.0,7.0,2.0,6.0,2.7526,2.2978,2.4917,2.0593,5.0,2.0,3.0,1.0,4.0,2.0,,,1.08898,1.18999,1.0,1.0,11.0,11.0,7.0,6.0,34.0,40.0,50.0,74.0,288.0,586.0,201.0,490.0,33.7,66.3,34.0,37.0,15.0,21.0,9.0,12.0,14.0,4.0,35.0,41.0,35.0,41.0,2.0,3.0,6.0,2.0,,1.0,1.0,,9.0,7.0,8.0,7.0,148.0,146.0,3.0,5.0,2.0,3.0,2.0593,2.4917,,,0.0,0.0,59.0,63.0,63.0,59.0,27.0,26.0,26.0,27.0,5.0,4.0,5.0,4.0,,,7.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,2.0,,120226.54,113594.57
2025-26,2561979,9,2025-10-25 15:00:00,"Stamford Bridge, London",39489.0,Chelsea,Sunderland,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,16.0,10.0,7.0,4.0,5.0,2.0,4.0,4.0,0.895,1.3077,0.9874,1.5775,2.0,1.0,1.0,1.0,1.0,1.0,,,1.17312,0.417485,1.0,1.0,14.0,6.0,9.0,5.0,40.0,23.0,61.0,55.0,629.0,293.0,567.0,230.0,68.4,31.6,26.0,17.0,8.0,14.0,8.0,8.0,3.0,8.0,18.0,33.0,18.0,33.0,4.0,5.0,4.0,4.0,,,,,4.0,9.0,8.0,5.0,118.0,99.0,2.0,6.0,2.0,1.0,1.5775,0.9874,,,0.0,0.0,40.0,48.0,48.0,40.0,10.0,17.0,17.0,10.0,9.0,1.0,9.0,1.0,,1.0,15.0,13.0,13.0,15.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0,2.0,108515.56,112497.35
2025-26,2561980,9,2025-10-26 16:30:00,"Hill Dickinson Stadium, Liverpool",52501.0,Everton,Spurs,0,3,3,0,L,W,0,2,2,0,0,0,0,0,0.0,3.0,12.0,7.0,2.0,4.0,5.0,2.0,5.0,1.0,1.7387,1.7228,1.199,3.2262,2.0,3.0,,3.0,3.0,1.0,,,1.48026,0.737936,1.0,3.0,9.0,4.0,5.0,3.0,47.0,22.0,56.0,37.0,442.0,395.0,374.0,329.0,53.5,46.5,31.0,16.0,19.0,20.0,10.0,11.0,6.0,6.0,27.0,54.0,27.0,54.0,5.0,8.0,1.0,5.0,1.0,1.0,1.0,,8.0,8.0,8.0,11.0,135.0,120.0,1.0,2.0,3.0,0.0,3.2262,1.199,,1.0,0.0,0.0,54.0,48.0,48.0,54.0,19.0,11.0,11.0,19.0,9.0,8.0,9.0,8.0,1.0,,9.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,106271.81,110321.04
2025-26,2561981,9,2025-10-24 20:00:00,"Elland Road, Leeds",36788.0,Leeds,West Ham,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,13.0,9.0,5.0,3.0,5.0,3.0,3.0,3.0,1.4876,0.6499,1.4603,1.0311,2.0,,2.0,,1.0,,1.0,,0.799294,0.939614,1.0,1.0,9.0,7.0,6.0,6.0,15.0,32.0,38.0,62.0,373.0,536.0,302.0,441.0,40.9,59.1,10.0,10.0,21.0,13.0,13.0,6.0,13.0,4.0,39.0,12.0,39.0,12.0,8.0,4.0,3.0,3.0,,,,,6.0,5.0,8.0,10.0,114.0,160.0,2.0,3.0,1.0,2.0,1.0311,1.4603,,,0.0,0.0,52.0,57.0,57.0,52.0,15.0,26.0,26.0,15.0,3.0,4.0,3.0,4.0,,,12.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,123194.39,117094.01
2025-26,2561982,9,2025-10-25 17:30:00,"Old Trafford, Manchester",73987.0,Man Utd,Brighton,4,2,2,4,W,L,2,0,0,2,0,0,0,0,4.0,2.0,13.0,17.0,9.0,5.0,3.0,8.0,1.0,4.0,1.2921,1.1195,3.0443,1.7011,4.0,1.0,1.0,1.0,3.0,,1.0,,0.97899,0.79845,4.0,1.0,12.0,13.0,9.0,6.0,24.0,29.0,46.0,45.0,442.0,568.0,361.0,485.0,43.6,56.4,21.0,20.0,21.0,18.0,13.0,12.0,14.0,12.0,15.0,18.0,15.0,18.0,14.0,4.0,4.0,1.0,1.0,2.0,,,17.0,13.0,9.0,15.0,139.0,139.0,3.0,5.0,2.0,4.0,1.7011,3.0443,,,0.0,0.0,61.0,57.0,57.0,61.0,15.0,18.0,18.0,15.0,1.0,6.0,1.0,6.0,1.0,2.0,4.0,13.0,12.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,115165.41,112654.33
2025-26,2561983,9,2025-10-25 15:00:00,"St. James' Park, Newcastle",52152.0,Newcastle,Fulham,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,18.0,12.0,7.0,5.0,6.0,2.0,5.0,5.0,2.1388,1.5272,2.1465,2.6891,3.0,,1.0,1.0,3.0,1.0,2.0,1.0,1.26243,0.318324,,,14.0,7.0,8.0,6.0,23.0,15.0,51.0,48.0,452.0,444.0,381.0,351.0,50.8,49.2,35.0,25.0,14.0,19.0,9.0,11.0,7.0,9.0,20.0,21.0,20.0,21.0,10.0,7.0,4.0,5.0,2.0,1.0,,2.0,5.0,6.0,10.0,7.0,133.0,140.0,4.0,5.0,1.0,2.0,2.6891,2.1465,,,0.0,0.0,52.0,46.0,46.0,52.0,14.0,11.0,11.0,14.0,4.0,3.0,4.0,3.0,2.0,,11.0,18.0,18.0,11.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,114423.39,110770.79
2025-26,2561984,9,2025-10-26 14:00:00,"Molineux Stadium, Wolverhampton",29116.0,Wolves,Burnley,2,3,3,2,L,W,2,2,2,2,0,0,0,0,2.0,3.0,15.0,11.0,7.0,7.0,6.0,1.0,2.0,3.0,2.2767,1.4332,2.2963,1.8822,1.0,2.0,2.0,2.0,1.0,,1.0,,1.37286,1.15202,1.0,3.0,9.0,7.0,5.0,6.0,44.0,26.0,73.0,56.0,493.0,391.0,414.0,308.0,57.1,42.9,35.0,20.0,14.0,19.0,6.0,8.0,9.0,5.0,24.0,42.0,24.0,42.0,8.0,9.0,3.0,2.0,,1.0,1.0,,3.0,7.0,11.0,8.0,153.0,134.0,4.0,5.0,3.0,2.0,1.8822,2.2963,,,0.0,0.0,49.0,52.0,52.0,49.0,21.0,18.0,18.0,21.0,4.0,3.0,5.0,3.0,,1.0,12.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,2.0,2.0,113899.45,117023.61
2025-26,2561985,10,2025-11-01 15:00:00,"American Express Stadium, Falmer",31512.0,Brighton,Leeds,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,0.0,14.0,5.0,7.0,2.0,5.0,2.0,2.0,1.0,3.0684,0.497,4.4765,0.8837,2.0,1.0,3.0,,,1.0,,,1.11592,0.521134,2.0,,9.0,4.0,5.0,3.0,17.0,19.0,50.0,35.0,491.0,486.0,431.0,423.0,49.8,50.2,26.0,18.0,24.0,12.0,15.0,8.0,3.0,6.0,14.0,19.0,14.0,19.0,5.0,3.0,1.0,2.0,,1.0,,1.0,11.0,9.0,9.0,11.0,104.0,119.0,2.0,4.0,0.0,3.0,0.8837,4.4765,1.0,,0.0,0.0,49.0,43.0,43.0,49.0,10.0,10.0,10.0,10.0,4.0,7.0,4.0,7.0,,1.0,10.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0,1.0,111594.38,113033.34
2025-26,2561986,10,2025-11-01 15:00:00,"Turf Moor, Burnley",21538.0,Burnley,Arsenal,0,2,2,0,L,W,0,2,2,0,0,0,0,0,0.0,2.0,3.0,12.0,,8.0,3.0,3.0,,1.0,0.4208,2.4222,,2.5808,1.0,4.0,,2.0,1.0,2.0,1.0,,0.441981,1.3398,,2.0,1.0,10.0,,9.0,22.0,26.0,57.0,50.0,427.0,494.0,348.0,426.0,46.4,53.6,12.0,23.0,14.0,16.0,9.0,7.0,7.0,6.0,28.0,28.0,28.0,28.0,5.0,13.0,2.0,,2.0,,,,5.0,6.0,8.0,8.0,132.0,118.0,5.0,,2.0,0.0,2.5808,,,1.0,0.0,0.0,49.0,47.0,47.0,49.0,18.0,16.0,16.0,18.0,1.0,6.0,1.0,6.0,1.0,1.0,10.0,13.0,13.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,111326.41,114650.78
2025-26,2561987,10,2025-11-01 15:00:00,"Selhurst Park, London",25083.0,Crystal Palace,Brentford,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,0.0,10.0,6.0,3.0,2.0,3.0,2.0,4.0,2.0,0.6997,0.5368,0.8182,0.7742,,1.0,,,1.0,1.0,1.0,,0.213478,0.454923,1.0,,4.0,3.0,3.0,3.0,35.0,32.0,57.0,66.0,268.0,493.0,178.0,392.0,35.7,64.3,24.0,16.0,13.0,16.0,7.0,11.0,12.0,4.0,31.0,38.0,31.0,38.0,6.0,3.0,2.0,4.0,,1.0,,,6.0,2.0,9.0,6.0,144.0,147.0,2.0,2.0,0.0,2.0,0.7742,0.8182,1.0,,0.0,1.0,42.0,53.0,53.0,42.0,16.0,25.0,25.0,16.0,6.0,5.0,6.0,5.0,1.0,,7.0,11.0,11.0,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,3.0,110240.12,107213.1
2025-26,2561988,10,2025-11-01 15:00:00,"Craven Cottage, London",26413.0,Fulham,Wolves,3,0,0,3,W,L,1,0,0,1,0,1,1,0,3.0,0.0,19.0,5.0,6.0,2.0,5.0,2.0,8.0,1.0,1.3868,0.24,1.9238,0.0973,1.0,1.0,1.0,,1.0,1.0,1.0,,1.09054,0.30831,1.0,,16.0,4.0,12.0,2.0,33.0,28.0,58.0,64.0,549.0,316.0,477.0,243.0,63.3,36.7,37.0,17.0,6.0,17.0,2.0,12.0,4.0,10.0,22.0,31.0,22.0,31.0,4.0,10.0,1.0,8.0,,,,,2.0,7.0,9.0,3.0,129.0,119.0,2.0,4.0,0.0,3.0,0.0973,1.9238,1.0,,0.0,1.0,40.0,46.0,46.0,40.0,14.0,15.0,15.0,14.0,10.0,1.0,10.0,1.0,1.0,,13.0,14.0,13.0,13.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0,,110827.54,103892.95
2025-26,2561989,10,2025-11-01 20:00:00,"Anfield, Liverpool",60407.0,Liverpool,Aston Villa,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,0.0,16.0,10.0,4.0,3.0,7.0,6.0,5.0,1.0,1.1857,0.4076,1.0119,0.3005,2.0,,1.0,,3.0,,,2.0,0.868281,0.431817,1.0,,12.0,10.0,6.0,4.0,25.0,29.0,63.0,51.0,467.0,398.0,408.0,336.0,53.4,46.6,21.0,22.0,12.0,11.0,8.0,7.0,6.0,6.0,25.0,26.0,25.0,26.0,6.0,6.0,1.0,5.0,1.0,2.0,,1.0,6.0,9.0,6.0,8.0,102.0,108.0,3.0,2.0,0.0,2.0,0.3005,1.0119,1.0,,0.0,0.0,42.0,36.0,36.0,42.0,10.0,6.0,6.0,10.0,1.0,4.0,1.0,4.0,1.0,1.0,13.0,11.0,11.0,13.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.0,,106643.32,107660.47
2025-26,2561990,10,2025-11-02 16:30:00,"Etihad Stadium, Manchester",52387.0,Man City,Bournemouth,3,1,1,3,W,L,2,1,1,2,0,0,0,0,3.0,1.0,15.0,8.0,8.0,5.0,4.0,2.0,3.0,1.0,2.2165,0.7241,1.3927,1.5424,4.0,,2.0,1.0,2.0,,,,0.947582,0.506886,3.0,,13.0,5.0,9.0,3.0,26.0,28.0,53.0,55.0,493.0,521.0,425.0,461.0,48.4,51.6,43.0,17.0,10.0,23.0,7.0,10.0,9.0,5.0,23.0,27.0,23.0,27.0,5.0,11.0,1.0,4.0,,,1.0,,4.0,13.0,9.0,5.0,126.0,112.0,4.0,4.0,1.0,3.0,1.5424,1.3927,,,0.0,0.0,42.0,42.0,42.0,42.0,8.0,7.0,7.0,8.0,9.0,4.0,10.0,4.0,,,8.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,3.0,118932.11,110728.99
2025-26,2561991,10,2025-11-01 15:00:00,"The City Ground, Nottingham",30778.0,Nott'm Forest,Man Utd,2,2,2,2,D,D,0,1,1,0,0,0,0,0,2.0,2.0,17.0,18.0,3.0,7.0,8.0,6.0,6.0,5.0,1.9283,1.1168,1.5565,1.4196,,,1.0,,,,,1.0,0.86463,1.13458,1.0,1.0,12.0,15.0,6.0,10.0,36.0,21.0,57.0,63.0,350.0,525.0,263.0,442.0,41.2,58.8,24.0,17.0,17.0,12.0,10.0,10.0,11.0,10.0,17.0,22.0,17.0,22.0,5.0,3.0,6.0,6.0,,1.0,,,8.0,5.0,6.0,6.0,140.0,137.0,4.0,1.0,2.0,2.0,1.4196,1.5565,,,0.0,0.0,45.0,59.0,59.0,45.0,17.0,29.0,29.0,17.0,8.0,5.0,8.0,5.0,,,10.0,7.0,6.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,1.0,109881.22,108023.32
2025-26,2561992,10,2025-11-03 20:00:00,"Stadium of Light, Sunderland",41476.0,Sunderland,Everton,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,17.0,8.0,3.0,2.0,7.0,3.0,7.0,3.0,1.2246,0.8883,1.3733,0.736,1.0,1.0,,,1.0,1.0,,1.0,1.07415,0.72914,1.0,,13.0,4.0,8.0,2.0,39.0,22.0,80.0,47.0,529.0,347.0,449.0,267.0,60.7,39.3,29.0,19.0,14.0,14.0,10.0,6.0,5.0,8.0,21.0,45.0,21.0,45.0,7.0,6.0,3.0,7.0,,,,,6.0,7.0,3.0,6.0,143.0,126.0,1.0,2.0,1.0,1.0,0.736,1.3733,,,0.0,0.0,52.0,50.0,50.0,52.0,19.0,20.0,20.0,19.0,4.0,1.0,4.0,1.0,3.0,,10.0,12.0,12.0,10.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,,109771.03,108770.37
2025-26,2561993,10,2025-11-01 17:30:00,"Tottenham Hotspur Stadium, London",61202.0,Spurs,Chelsea,0,1,1,0,L,W,0,1,1,0,0,0,0,0,0.0,1.0,3.0,15.0,1.0,9.0,1.0,5.0,1.0,1.0,0.1015,3.6847,0.1577,3.1654,,6.0,,1.0,,5.0,,,0.249509,1.78168,,1.0,3.0,14.0,2.0,9.0,27.0,20.0,47.0,53.0,387.0,425.0,294.0,343.0,47.9,52.1,15.0,36.0,30.0,20.0,19.0,12.0,4.0,17.0,20.0,19.0,20.0,19.0,10.0,9.0,1.0,1.0,2.0,1.0,1.0,,8.0,9.0,11.0,11.0,158.0,151.0,8.0,1.0,1.0,0.0,3.1654,0.1577,,1.0,0.0,0.0,69.0,64.0,64.0,69.0,19.0,22.0,22.0,19.0,6.0,5.0,6.0,5.0,,,14.0,12.0,11.0,14.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,107618.35,104898.63
2025-26,2561994,10,2025-11-02 14:00:00,"London Stadium, London",62441.0,West Ham,Newcastle,3,1,1,3,W,L,2,1,1,2,0,0,0,0,3.0,1.0,15.0,12.0,9.0,4.0,3.0,6.0,3.0,2.0,1.7514,0.5201,1.925,0.7865,1.0,,,,2.0,,1.0,,0.342768,0.503252,1.0,1.0,10.0,8.0,8.0,5.0,21.0,38.0,41.0,89.0,320.0,545.0,245.0,467.0,37.4,62.6,21.0,22.0,21.0,8.0,13.0,5.0,7.0,9.0,41.0,19.0,41.0,19.0,7.0,2.0,2.0,3.0,,1.0,,1.0,7.0,7.0,5.0,13.0,127.0,141.0,3.0,7.0,1.0,3.0,0.7865,1.925,,,0.0,1.0,41.0,31.0,31.0,41.0,5.0,11.0,11.0,5.0,7.0,6.0,7.0,6.0,,,5.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,4.0,,113623.27,116171.34
2025-26,2561995,11,2025-11-09 14:00:00,"Villa Park, Birmingham",40792.0,Aston Villa,Bournemouth,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,0.0,16.0,12.0,8.0,3.0,2.0,5.0,6.0,4.0,1.6986,1.6099,2.2751,1.0593,2.0,1.0,,,2.0,2.0,,1.0,0.678551,0.506693,2.0,,11.0,7.0,9.0,5.0,27.0,27.0,54.0,43.0,346.0,316.0,271.0,253.0,51.8,48.2,27.0,12.0,20.0,16.0,12.0,9.0,6.0,11.0,22.0,35.0,22.0,35.0,11.0,8.0,4.0,4.0,,1.0,,,13.0,7.0,10.0,6.0,125.0,126.0,3.0,4.0,0.0,4.0,1.0593,2.2751,1.0,,0.0,0.0,54.0,47.0,47.0,54.0,8.0,11.0,11.0,8.0,6.0,9.0,6.0,9.0,2.0,1.0,8.0,20.0,19.0,7.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,2.0,107631.04,105635.98
2025-26,2561996,11,2025-11-09 14:00:00,"Gtech Community Stadium, Brentford",17207.0,Brentford,Newcastle,3,1,1,3,W,L,0,1,1,0,0,1,1,0,3.0,1.0,15.0,5.0,7.0,1.0,4.0,3.0,4.0,1.0,2.3545,0.4395,2.7499,0.2155,1.0,,3.0,1.0,1.0,,,,0.798006,0.37851,,,9.0,4.0,6.0,1.0,41.0,22.0,64.0,51.0,423.0,440.0,321.0,362.0,48.8,51.2,35.0,16.0,17.0,10.0,12.0,7.0,10.0,5.0,16.0,56.0,16.0,56.0,6.0,11.0,1.0,4.0,,1.0,,1.0,7.0,6.0,5.0,13.0,151.0,123.0,,4.0,1.0,3.0,0.2155,2.7499,,,0.0,0.0,53.0,39.0,39.0,53.0,19.0,14.0,14.0,19.0,6.0,2.0,6.0,2.0,3.0,,10.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,2.0,,113600.24,110554.55
2025-26,2561997,11,2025-11-08 20:00:00,"Stamford Bridge, London",39467.0,Chelsea,Wolves,3,0,0,3,W,L,0,0,0,0,0,0,0,0,3.0,0.0,20.0,3.0,8.0,,6.0,3.0,6.0,,3.3063,0.1675,3.1901,,4.0,,3.0,,3.0,,1.0,,2.76337,0.114962,2.0,,14.0,2.0,11.0,,40.0,12.0,70.0,40.0,614.0,346.0,543.0,279.0,64.1,35.9,36.0,8.0,9.0,10.0,8.0,3.0,7.0,12.0,15.0,30.0,15.0,30.0,3.0,6.0,1.0,5.0,1.0,3.0,,,4.0,9.0,3.0,6.0,118.0,99.0,,5.0,0.0,3.0,,3.1901,1.0,,0.0,0.0,38.0,35.0,35.0,38.0,7.0,9.0,9.0,7.0,10.0,1.0,10.0,1.0,,,12.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,108122.63,109439.96
2025-26,2561998,11,2025-11-09 14:00:00,"Selhurst Park, London",24326.0,Crystal Palace,Brighton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,0.0,0.0,10.0,7.0,2.0,3.0,7.0,1.0,1.0,3.0,0.7475,0.391,0.923,0.3041,,,,,,1.0,,,0.800268,0.570557,,,8.0,6.0,3.0,5.0,29.0,35.0,47.0,48.0,373.0,503.0,272.0,423.0,42.2,57.8,30.0,28.0,21.0,16.0,14.0,11.0,14.0,4.0,32.0,22.0,32.0,22.0,5.0,10.0,3.0,1.0,,1.0,,,4.0,5.0,10.0,13.0,148.0,155.0,3.0,2.0,0.0,0.0,0.3041,0.923,1.0,1.0,0.0,0.0,58.0,49.0,49.0,58.0,21.0,20.0,20.0,21.0,4.0,8.0,4.0,8.0,1.0,,10.0,12.0,11.0,9.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,2.0,1.0,107625.82,106859.66
2025-26,2561999,11,2025-11-08 15:00:00,"Hill Dickinson Stadium, Liverpool",52491.0,Everton,Fulham,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,0.0,14.0,8.0,5.0,4.0,5.0,1.0,4.0,3.0,1.4392,0.3994,1.4565,0.9135,4.0,,2.0,,2.0,,1.0,,1.21879,0.326061,2.0,,10.0,6.0,6.0,6.0,33.0,23.0,53.0,37.0,406.0,411.0,342.0,338.0,50.1,49.9,26.0,19.0,15.0,17.0,10.0,12.0,4.0,13.0,23.0,34.0,23.0,34.0,12.0,7.0,2.0,4.0,,,,,9.0,6.0,4.0,5.0,125.0,115.0,4.0,3.0,0.0,2.0,0.9135,1.4565,1.0,,0.0,0.0,50.0,49.0,49.0,50.0,17.0,12.0,12.0,17.0,7.0,5.0,7.0,5.0,,1.0,11.0,14.0,13.0,11.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.0,1.0,107035.23,105733.07
2025-26,2562000,11,2025-11-09 16:30:00,"Etihad Stadium, Manchester",52511.0,Man City,Liverpool,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,0.0,14.0,7.0,6.0,1.0,3.0,2.0,5.0,4.0,1.5103,0.612,2.1335,0.0609,,2.0,,,1.0,2.0,,,0.395549,0.702186,3.0,,11.0,6.0,8.0,4.0,18.0,26.0,35.0,64.0,452.0,471.0,377.0,410.0,48.5,51.5,28.0,22.0,17.0,8.0,12.0,7.0,9.0,9.0,23.0,13.0,23.0,13.0,5.0,14.0,4.0,5.0,2.0,,,,4.0,9.0,4.0,9.0,109.0,118.0,2.0,3.0,0.0,3.0,0.0609,2.1335,1.0,,0.0,0.0,49.0,31.0,31.0,49.0,8.0,5.0,5.0,8.0,7.0,7.0,7.0,7.0,,,14.0,15.0,15.0,14.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,7.0,118042.78,109232.87
2025-26,2562001,11,2025-11-09 14:00:00,"The City Ground, Nottingham",30708.0,Nott'm Forest,Leeds,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,14.0,10.0,6.0,3.0,2.0,5.0,6.0,2.0,2.5509,0.6871,3.4153,0.926,1.0,1.0,3.0,,,1.0,,,1.41648,0.312567,1.0,1.0,9.0,5.0,7.0,3.0,35.0,20.0,66.0,64.0,348.0,435.0,277.0,353.0,45.5,54.5,24.0,20.0,27.0,15.0,17.0,10.0,6.0,9.0,27.0,28.0,27.0,28.0,11.0,6.0,2.0,5.0,,,,,5.0,7.0,5.0,9.0,140.0,143.0,2.0,3.0,1.0,3.0,0.926,3.4153,,,0.0,0.0,58.0,49.0,49.0,58.0,13.0,19.0,19.0,13.0,6.0,4.0,6.0,4.0,,1.0,10.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,2.0,1.0,110784.32,113130.77
