season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,ownGoals_h,ownGoals_a
2012-13,442009,2,2012-08-25 15:00:00,"Villa Park, Birmingham",36565,Aston Villa,Everton,1,3,3,1,L,W,0,3,3,0,1,0,0,1,1.0,3.0,9.0,21.0,3.0,6.0,4.0,9.0,2.0,6.0,,1.0,,,,1.0,1.0,,1.0,3.0,6.0,17.0,2.0,11.0,21.0,22.0,76.0,77.0,321.0,507.0,233.0,425.0,39.2,60.8,,,18.0,14.0,13.0,10.0,22.0,13.0,22.0,31.0,8.0,14.0,7.0,3.0,,2.0,1.0,1.0,4.0,9.0,14.0,12.0,144.0,156.0,,,3.0,1.0,,,54.0,49.0,49.0,54.0,18.0,19.0,19.0,18.0,1.0,9.0,1.0,9.0,,1.0,12.0,12.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2012-13,442010,2,2012-08-25 17:30:00,"Stamford Bridge, London",41718,Chelsea,Newcastle,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,12.0,11.0,6.0,3.0,5.0,6.0,1.0,2.0,,1.0,1.0,,,1.0,,,1.0,,7.0,8.0,5.0,3.0,20.0,18.0,53.0,58.0,513.0,451.0,440.0,395.0,52.5,47.5,,,17.0,18.0,13.0,11.0,10.0,11.0,22.0,27.0,17.0,12.0,2.0,1.0,2.0,2.0,,,11.0,6.0,12.0,11.0,121.0,128.0,,,,2.0,1.0,,53.0,46.0,46.0,53.0,19.0,9.0,9.0,19.0,2.0,3.0,2.0,3.0,,1.0,8.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,
2012-13,442011,2,2012-08-26 16:00:00,"Anfield, Liverpool",44942,Liverpool,Man City,2,2,2,2,D,D,1,0,0,1,0,0,0,0,2.0,2.0,17.0,11.0,3.0,3.0,9.0,5.0,5.0,3.0,1.0,,,2.0,1.0,,,,1.0,,14.0,6.0,7.0,3.0,19.0,13.0,72.0,68.0,462.0,484.0,372.0,407.0,48.7,51.3,,,18.0,26.0,14.0,20.0,14.0,10.0,20.0,41.0,15.0,22.0,3.0,5.0,1.0,3.0,2.0,,10.0,5.0,18.0,15.0,152.0,155.0,,,2.0,2.0,,,48.0,63.0,63.0,48.0,18.0,17.0,17.0,18.0,4.0,4.0,4.0,4.0,,,10.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2012-13,442012,2,2012-08-25 15:00:00,"Old Trafford, Manchester",75352,Man Utd,Fulham,3,2,2,3,W,L,3,1,1,3,0,0,0,0,3.0,2.0,20.0,16.0,7.0,6.0,9.0,3.0,4.0,7.0,1.0,,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,15.0,8.0,7.0,8.0,44.0,19.0,57.0,24.0,620.0,421.0,576.0,374.0,59.9,40.1,24.0,12.0,25.0,24.0,22.0,20.0,8.0,16.0,20.0,34.0,9.0,19.0,7.0,4.0,,,,,12.0,8.0,19.0,16.0,106.0,94.0,5.0,4.0,2.0,3.0,,,45.0,52.0,52.0,45.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,2.0,1.0,12.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,1.0,0.0
2012-13,442013,2,2012-08-25 15:00:00,"Carrow Road, Norwich",26317,Norwich,QPR,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,15.0,8.0,3.0,3.0,10.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,10.0,5.0,3.0,2.0,27.0,11.0,96.0,64.0,360.0,290.0,250.0,205.0,55.1,44.9,,,22.0,11.0,17.0,9.0,9.0,10.0,23.0,50.0,12.0,35.0,2.0,2.0,,2.0,,,12.0,8.0,5.0,11.0,171.0,171.0,,,1.0,1.0,,,66.0,65.0,65.0,66.0,23.0,26.0,26.0,23.0,6.0,2.0,6.0,2.0,2.0,1.0,17.0,13.0,13.0,16.0,0.0,0.0,0.0,0.0,,1.0,,,2.0,5.0,,
2012-13,442014,2,2012-08-25 15:00:00,"St. Mary's Stadium, Southampton",29604,Southampton,Wigan,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,16.0,13.0,6.0,4.0,6.0,4.0,4.0,5.0,,1.0,,1.0,1.0,1.0,2.0,,,1.0,12.0,12.0,8.0,8.0,25.0,13.0,70.0,65.0,451.0,484.0,383.0,414.0,49.2,50.8,,,12.0,27.0,11.0,24.0,22.0,13.0,21.0,28.0,13.0,14.0,4.0,4.0,,1.0,1.0,,6.0,4.0,17.0,7.0,135.0,134.0,,,2.0,,,1.0,36.0,53.0,53.0,36.0,11.0,10.0,10.0,11.0,10.0,3.0,10.0,3.0,1.0,3.0,11.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2012-13,442015,2,2012-08-26 13:30:00,"bet365 Stadium, Stoke",27072,Stoke,Arsenal,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,6.0,17.0,1.0,2.0,3.0,11.0,2.0,4.0,1.0,,,,1.0,,,,,,5.0,11.0,2.0,4.0,36.0,34.0,70.0,71.0,261.0,525.0,167.0,424.0,33.3,66.7,14.0,26.0,28.0,28.0,21.0,21.0,16.0,12.0,42.0,31.0,31.0,16.0,4.0,1.0,1.0,1.0,,,13.0,2.0,21.0,19.0,155.0,168.0,2.0,1.0,,,1.0,1.0,80.0,80.0,80.0,80.0,41.0,29.0,29.0,41.0,,11.0,,11.0,,3.0,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2012-13,442016,2,2012-12-11 19:45:00,"Stadium of Light, Sunderland",37723,Sunderland,Reading,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,16.0,15.0,8.0,3.0,5.0,7.0,3.0,5.0,1.0,,1.0,,,,,,2.0,,13.0,10.0,9.0,4.0,8.0,25.0,68.0,87.0,384.0,386.0,281.0,263.0,49.3,50.7,,,21.0,19.0,14.0,11.0,14.0,8.0,60.0,26.0,30.0,11.0,5.0,3.0,1.0,,,,7.0,5.0,13.0,17.0,193.0,205.0,,,,3.0,1.0,,72.0,55.0,55.0,72.0,35.0,21.0,21.0,35.0,6.0,8.0,6.0,8.0,,2.0,10.0,12.0,11.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2012-13,442017,2,2012-08-25 12:45:00,"Swansea.com Stadium, Swansea",20424,Swansea,West Ham,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,12.0,9.0,5.0,5.0,4.0,2.0,3.0,2.0,1.0,,2.0,,,,,,2.0,,9.0,6.0,7.0,4.0,17.0,35.0,54.0,78.0,636.0,381.0,559.0,298.0,62.2,37.8,20.0,21.0,20.0,28.0,18.0,16.0,6.0,6.0,35.0,18.0,23.0,6.0,3.0,3.0,,1.0,,2.0,2.0,10.0,20.0,12.0,125.0,124.0,4.0,2.0,,3.0,1.0,,72.0,66.0,66.0,72.0,25.0,23.0,23.0,25.0,5.0,4.0,5.0,4.0,,2.0,14.0,19.0,17.0,13.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,
2012-13,442018,2,2012-08-25 15:00:00,"White Hart Lane, London",36166,Spurs,West Brom,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,22.0,13.0,7.0,6.0,9.0,4.0,6.0,3.0,1.0,1.0,,,2.0,2.0,,,,1.0,16.0,10.0,10.0,7.0,13.0,11.0,74.0,74.0,487.0,343.0,414.0,268.0,59.0,41.0,,,22.0,17.0,18.0,13.0,15.0,16.0,28.0,22.0,21.0,13.0,5.0,5.0,2.0,,,,4.0,6.0,16.0,17.0,134.0,148.0,,,1.0,1.0,,,39.0,45.0,45.0,39.0,5.0,16.0,16.0,5.0,7.0,5.0,7.0,5.0,,1.0,9.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2012-13,442019,3,2012-08-22 19:45:00,"Stamford Bridge, London",41733,Chelsea,Reading,4,2,2,4,W,L,1,2,2,1,0,0,0,0,4.0,2.0,27.0,7.0,6.0,4.0,15.0,2.0,6.0,1.0,3.0,,3.0,,1.0,,,,3.0,1.0,22.0,4.0,10.0,3.0,20.0,11.0,64.0,58.0,651.0,234.0,579.0,158.0,71.6,28.4,,,13.0,10.0,11.0,8.0,22.0,20.0,28.0,38.0,17.0,22.0,1.0,6.0,,,1.0,1.0,3.0,12.0,7.0,9.0,131.0,150.0,,,2.0,4.0,,,66.0,37.0,37.0,66.0,28.0,12.0,12.0,28.0,1.0,5.0,1.0,5.0,1.0,,13.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,,,
2012-13,442020,3,2012-09-02 13:30:00,"Anfield, Liverpool",44932,Liverpool,Arsenal,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,19.0,11.0,4.0,5.0,11.0,4.0,4.0,2.0,1.0,2.0,,,1.0,2.0,1.0,,,2.0,15.0,10.0,7.0,6.0,43.0,19.0,70.0,62.0,552.0,505.0,478.0,422.0,53.0,47.0,36.0,12.0,25.0,32.0,17.0,26.0,14.0,20.0,17.0,36.0,8.0,21.0,2.0,4.0,,1.0,1.0,,9.0,11.0,17.0,15.0,145.0,135.0,3.0,4.0,2.0,,,1.0,53.0,67.0,67.0,53.0,10.0,14.0,14.0,10.0,10.0,2.0,10.0,2.0,,,12.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2012-13,442021,3,2012-09-01 17:30:00,"Etihad Stadium, Manchester",45579,Man City,QPR,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,18.0,11.0,7.0,4.0,5.0,4.0,6.0,3.0,2.0,,1.0,1.0,1.0,,1.0,,2.0,,14.0,8.0,9.0,4.0,25.0,13.0,75.0,67.0,634.0,421.0,565.0,345.0,59.9,40.1,,,19.0,22.0,16.0,17.0,10.0,16.0,31.0,29.0,13.0,16.0,3.0,7.0,1.0,,1.0,,5.0,7.0,17.0,12.0,148.0,138.0,,,1.0,3.0,,,48.0,49.0,49.0,48.0,19.0,11.0,11.0,19.0,8.0,3.0,8.0,3.0,,,12.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,,,
2012-13,442022,3,2012-09-02 16:00:00,"St. James' Park, Newcastle",48245,Newcastle,Aston Villa,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,17.0,13.0,4.0,5.0,10.0,4.0,3.0,4.0,1.0,3.0,,1.0,1.0,2.0,,,,1.0,14.0,11.0,5.0,7.0,30.0,15.0,71.0,72.0,389.0,364.0,326.0,285.0,51.7,48.3,,,11.0,29.0,6.0,19.0,5.0,16.0,31.0,25.0,13.0,12.0,4.0,3.0,,1.0,,,6.0,6.0,21.0,10.0,158.0,143.0,,,1.0,1.0,,,51.0,59.0,59.0,51.0,14.0,18.0,18.0,14.0,10.0,6.0,10.0,6.0,1.0,1.0,6.0,21.0,20.0,6.0,0.0,0.0,0.0,0.0,,,,,3.0,,,
2012-13,442023,3,2012-09-02 16:00:00,"St. Mary's Stadium, Southampton",31609,Southampton,Man Utd,2,3,3,2,L,W,1,1,1,1,0,0,0,0,2.0,3.0,15.0,20.0,4.0,7.0,7.0,9.0,4.0,4.0,1.0,1.0,1.0,1.0,,2.0,,1.0,2.0,2.0,12.0,15.0,7.0,7.0,24.0,14.0,71.0,76.0,487.0,587.0,402.0,518.0,45.1,54.9,,,21.0,16.0,18.0,14.0,23.0,14.0,27.0,33.0,15.0,21.0,4.0,4.0,1.0,2.0,,1.0,4.0,3.0,10.0,19.0,142.0,143.0,,,3.0,2.0,,,35.0,39.0,39.0,35.0,7.0,11.0,11.0,7.0,4.0,7.0,4.0,7.0,,1.0,8.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,,1.0,,,2.0,2.0,,
2012-13,442024,3,2012-09-01 15:00:00,"Swansea.com Stadium, Swansea",20350,Swansea,Sunderland,2,2,2,2,D,D,1,2,2,1,1,0,0,1,2.0,2.0,15.0,4.0,7.0,2.0,5.0,1.0,3.0,1.0,1.0,,1.0,,,,,,2.0,,10.0,2.0,8.0,1.0,18.0,10.0,61.0,52.0,622.0,354.0,578.0,285.0,63.8,36.2,,,21.0,31.0,17.0,25.0,10.0,15.0,28.0,19.0,11.0,15.0,1.0,4.0,1.0,1.0,1.0,,3.0,10.0,16.0,20.0,131.0,113.0,,,2.0,2.0,,,50.0,58.0,58.0,50.0,12.0,12.0,12.0,12.0,8.0,,8.0,,,1.0,13.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
2012-13,442025,3,2012-09-01 15:00:00,"White Hart Lane, London",36142,Spurs,Norwich,1,1,1,1,D,D,0,0,0,0,1,0,0,1,1.0,1.0,15.0,12.0,5.0,4.0,7.0,7.0,3.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,12.0,9.0,6.0,5.0,11.0,15.0,71.0,78.0,510.0,308.0,438.0,230.0,61.6,38.4,,,20.0,17.0,16.0,12.0,11.0,14.0,40.0,32.0,24.0,11.0,1.0,3.0,,,,,3.0,5.0,10.0,10.0,154.0,162.0,,,1.0,1.0,,,64.0,58.0,58.0,64.0,27.0,31.0,31.0,27.0,4.0,2.0,4.0,2.0,,1.0,7.0,12.0,12.0,7.0,0.0,0.0,0.0,0.0,,,,,4.0,,,
2012-13,442026,3,2012-09-01 15:00:00,"The Hawthorns, West Bromwich",25383,West Brom,Everton,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,12.0,13.0,5.0,2.0,5.0,6.0,2.0,5.0,3.0,,2.0,,1.0,1.0,1.0,,2.0,,9.0,11.0,5.0,6.0,17.0,26.0,69.0,84.0,366.0,451.0,284.0,386.0,44.3,55.7,,,10.0,21.0,8.0,14.0,5.0,9.0,22.0,41.0,8.0,19.0,5.0,2.0,2.0,,,1.0,2.0,4.0,18.0,5.0,155.0,136.0,,,,2.0,1.0,,42.0,50.0,50.0,42.0,12.0,15.0,15.0,12.0,6.0,3.0,6.0,3.0,,,12.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,
2012-13,442027,3,2012-09-01 12:45:00,"Boleyn Ground, London",33458,West Ham,Fulham,3,0,0,3,W,L,3,0,0,3,0,0,0,0,3.0,,16.0,15.0,6.0,9.0,4.0,1.0,6.0,5.0,,,,,,,1.0,1.0,2.0,,15.0,11.0,11.0,10.0,20.0,20.0,70.0,64.0,453.0,554.0,379.0,470.0,45.1,54.9,,,26.0,21.0,21.0,20.0,7.0,15.0,33.0,18.0,23.0,6.0,5.0,6.0,,,,1.0,7.0,3.0,14.0,19.0,139.0,152.0,,,,3.0,1.0,,52.0,57.0,57.0,52.0,18.0,17.0,17.0,18.0,6.0,6.0,6.0,6.0,1.0,,12.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2012-13,442028,3,2012-09-01 15:00:00,"DW Stadium, Wigan",16247,Wigan,Stoke,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,13.0,19.0,3.0,7.0,5.0,7.0,5.0,5.0,,1.0,1.0,1.0,,3.0,,1.0,1.0,1.0,9.0,12.0,6.0,6.0,14.0,26.0,61.0,62.0,540.0,228.0,453.0,163.0,68.7,31.3,,,13.0,20.0,12.0,16.0,8.0,18.0,24.0,20.0,15.0,12.0,4.0,4.0,,,,,1.0,7.0,15.0,6.0,148.0,132.0,,,2.0,2.0,,,45.0,55.0,55.0,45.0,15.0,21.0,21.0,15.0,2.0,1.0,2.0,1.0,,3.0,15.0,11.0,10.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,,
