season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,ownGoals_h,ownGoals_a
2012-13,441999,1,2012-08-18 15:00:00,"Emirates Stadium, London",60078,Arsenal,Sunderland,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,23.0,4.0,3.0,2.0,10.0,1.0,10.0,1.0,2.0,1.0,,,2.0,1.0,,,,,18.0,3.0,12.0,2.0,35.0,5.0,85.0,47.0,704.0,308.0,638.0,228.0,70.1,29.9,38.0,2.0,16.0,28.0,12.0,17.0,22.0,22.0,7.0,34.0,6.0,22.0,1.0,9.0,,1.0,,,4.0,23.0,14.0,9.0,127.0,119.0,2.0,3.0,,,1.0,1.0,59.0,58.0,58.0,59.0,12.0,14.0,14.0,12.0,7.0,,7.0,,,,12.0,9.0,8.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2012-13,442000,1,2012-08-20 20:00:00,"Goodison Park, Liverpool",38415,Everton,Man Utd,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,18.0,14.0,7.0,4.0,9.0,6.0,2.0,4.0,1.0,2.0,1.0,,,2.0,2.0,,1.0,,13.0,9.0,6.0,4.0,18.0,17.0,67.0,71.0,275.0,646.0,196.0,571.0,30.8,69.2,,,19.0,15.0,16.0,13.0,14.0,8.0,42.0,33.0,23.0,20.0,5.0,2.0,,,,,7.0,7.0,12.0,14.0,139.0,149.0,,,,1.0,1.0,,65.0,53.0,53.0,65.0,28.0,18.0,18.0,28.0,6.0,8.0,6.0,8.0,1.0,,13.0,11.0,11.0,13.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2012-13,442001,1,2012-08-18 15:00:00,"Craven Cottage, London",25062,Fulham,Norwich,5,0,0,5,W,L,2,0,0,2,0,0,0,0,5.0,,15.0,9.0,9.0,2.0,2.0,4.0,4.0,3.0,3.0,,3.0,,2.0,,,,4.0,,11.0,7.0,11.0,4.0,18.0,18.0,55.0,67.0,568.0,376.0,512.0,313.0,59.8,40.2,,,11.0,16.0,9.0,11.0,16.0,10.0,28.0,24.0,13.0,13.0,3.0,4.0,,1.0,,,1.0,4.0,12.0,10.0,122.0,112.0,,,,5.0,1.0,,40.0,32.0,32.0,40.0,14.0,3.0,3.0,14.0,6.0,3.0,6.0,3.0,,,12.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,1.0,,
2012-13,442002,1,2012-08-19 16:00:00,"Etihad Stadium, Manchester",46190,Man City,Southampton,3,2,2,3,W,L,1,0,0,1,0,0,0,0,3.0,2.0,23.0,10.0,8.0,2.0,6.0,3.0,9.0,5.0,6.0,,3.0,,5.0,,1.0,,2.0,1.0,14.0,6.0,8.0,4.0,26.0,10.0,79.0,36.0,689.0,374.0,630.0,309.0,64.1,35.9,,,19.0,26.0,10.0,14.0,17.0,18.0,16.0,31.0,6.0,13.0,5.0,7.0,,2.0,1.0,1.0,1.0,4.0,16.0,9.0,126.0,129.0,,,2.0,3.0,,,38.0,37.0,37.0,38.0,8.0,7.0,7.0,8.0,7.0,3.0,7.0,3.0,,1.0,4.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,2.0,1.0,,
2012-13,442003,1,2012-08-18 17:30:00,"St. James' Park, Newcastle",52385,Newcastle,Spurs,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,7.0,15.0,3.0,4.0,2.0,7.0,2.0,4.0,,,1.0,1.0,,,,3.0,,,3.0,11.0,2.0,4.0,17.0,17.0,65.0,57.0,405.0,373.0,330.0,310.0,51.9,48.1,,,18.0,17.0,15.0,13.0,7.0,13.0,35.0,31.0,17.0,11.0,3.0,1.0,1.0,,,,9.0,8.0,12.0,9.0,155.0,141.0,,,1.0,2.0,,,44.0,47.0,47.0,44.0,10.0,8.0,8.0,10.0,3.0,5.0,3.0,5.0,,,13.0,9.0,8.0,13.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,2.0,,
2012-13,442004,1,2012-08-18 15:00:00,"MATRADE Loftus Road, London",18072,QPR,Swansea,0,5,5,0,L,W,0,1,1,0,0,0,0,0,,5.0,21.0,13.0,4.0,6.0,8.0,5.0,9.0,2.0,1.0,1.0,,1.0,2.0,1.0,,2.0,,4.0,15.0,7.0,8.0,5.0,25.0,12.0,67.0,45.0,423.0,434.0,368.0,380.0,49.9,50.1,,,19.0,19.0,15.0,14.0,16.0,18.0,15.0,43.0,10.0,17.0,1.0,9.0,1.0,2.0,3.0,,3.0,7.0,8.0,12.0,125.0,136.0,,,5.0,,,1.0,47.0,38.0,38.0,47.0,6.0,4.0,4.0,6.0,5.0,3.0,5.0,3.0,,,12.0,16.0,15.0,12.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2012-13,442005,1,2012-08-18 15:00:00,"Select Car Leasing Stadium, Reading",23973,Reading,Stoke,1,1,1,1,D,D,0,1,1,0,0,1,1,0,1.0,1.0,10.0,11.0,2.0,3.0,6.0,4.0,2.0,4.0,,,1.0,,,,,,,,7.0,7.0,2.0,4.0,31.0,22.0,74.0,82.0,299.0,264.0,203.0,168.0,52.6,47.4,,,13.0,17.0,10.0,14.0,6.0,7.0,57.0,43.0,29.0,32.0,4.0,2.0,1.0,1.0,1.0,,3.0,3.0,9.0,10.0,186.0,173.0,,,1.0,1.0,,,55.0,77.0,77.0,55.0,22.0,46.0,46.0,22.0,4.0,3.0,4.0,3.0,,2.0,11.0,17.0,17.0,11.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,
2012-13,442006,1,2012-08-18 15:00:00,"The Hawthorns, West Bromwich",26039,West Brom,Liverpool,3,0,0,3,W,L,1,0,0,1,0,1,1,0,3.0,,18.0,16.0,6.0,2.0,6.0,7.0,6.0,7.0,2.0,2.0,1.0,,1.0,3.0,,,1.0,,12.0,9.0,6.0,5.0,16.0,17.0,69.0,77.0,349.0,523.0,282.0,465.0,40.5,59.5,,,19.0,15.0,15.0,12.0,15.0,9.0,10.0,29.0,3.0,12.0,7.0,6.0,3.0,2.0,,,6.0,4.0,12.0,14.0,127.0,134.0,,,,3.0,1.0,,48.0,38.0,38.0,48.0,14.0,7.0,7.0,14.0,7.0,3.0,7.0,3.0,1.0,1.0,11.0,12.0,11.0,10.0,0.0,0.0,0.0,0.0,2.0,,1.0,,2.0,4.0,,
2012-13,442007,1,2012-08-18 15:00:00,"Boleyn Ground, London",34172,West Ham,Aston Villa,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,8.0,13.0,2.0,2.0,4.0,5.0,2.0,6.0,1.0,,,,1.0,,,,1.0,,6.0,12.0,4.0,7.0,34.0,20.0,78.0,70.0,277.0,566.0,206.0,458.0,34.2,65.8,12.0,9.0,18.0,24.0,13.0,20.0,13.0,7.0,37.0,37.0,25.0,16.0,6.0,3.0,,2.0,,,5.0,3.0,22.0,14.0,145.0,172.0,2.0,,,1.0,1.0,,48.0,75.0,75.0,48.0,18.0,29.0,29.0,18.0,6.0,4.0,6.0,4.0,2.0,,17.0,9.0,9.0,17.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2012-13,442008,1,2012-08-19 13:30:00,"DW Stadium, Wigan",19738,Wigan,Chelsea,0,2,2,0,L,W,0,2,2,0,0,0,0,0,,2.0,15.0,6.0,4.0,4.0,10.0,2.0,1.0,,2.0,2.0,,2.0,3.0,1.0,,,,1.0,11.0,4.0,2.0,3.0,18.0,10.0,69.0,42.0,473.0,456.0,402.0,389.0,52.0,48.0,,,23.0,17.0,20.0,16.0,14.0,25.0,6.0,29.0,4.0,12.0,1.0,1.0,,1.0,,,9.0,4.0,9.0,13.0,132.0,131.0,,,2.0,,,1.0,48.0,51.0,51.0,48.0,10.0,9.0,9.0,10.0,7.0,1.0,7.0,1.0,,1.0,17.0,11.0,11.0,16.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,2.0,,
