season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attPenTarget,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,goalFastbreak,leftsidePass,overrun,penaltySave,rightsidePass,unsuccessfulTouch,attOneOnOne,contentiousDecision,keeperGoals,ptsGainedLosingPos,subsGoals,winningGoal,attLgRight,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,attLgLeft,secondYellow,attPenMiss,attPenPost,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,successfulFiftyFifty,expectedGoalsFreekick,totalDistance
2024-25,2444634,17,2024-12-22 14:00:00,54,Fulham,Home,246.0,9.0,1.0,8.0,7.0,6.0,1.0,227.0,2.0,,5.0,4.0,6.0,12.0,465.0,,,21.0,15.0,15.0,12.0,,1.0,,,,,,,,,,,14.0,,,,,,3.0,2.0,7.0,8.0,40.0,,4.0,1.0,,6.0,16.0,6.0,,10.0,,43.0,45.0,,12.0,6.0,,,43.0,8.0,15.0,,,1.0,1.0,,,,,,,3.0,,2.0,,6.0,,8.0,8.0,2.0,5.0,60.0,39.0,5.0,,4.0,8.0,5.0,517.0,3.0,,89.0,59.0,36.0,,,,,128.0,128.0,2.0,13.0,20.0,56.8,,,,0.0,1.0,,1.0,,,6.0,,5.0,120.0,446.0,12.0,264.0,21.0,12.0,14.0,5.0,28.0,23.0,,153.0,7.0,302.0,2.0,,10.0,6.0,30.0,1.0,538.0,,0.0,15.0,10.0,,26.0,1.0,731.0,34.0,5.0,6.0,6.0,0.0,,78.0,2.0,2.0,,179.0,,163.0,1.0,,118.0,9.0,,,,,,,,5.0,12.0,19.0,12.0,,,,,,,,,,,,
2024-25,2444643,18,2024-12-26 15:00:00,54,Fulham,Away,321.0,13.0,1.0,7.0,6.0,,,175.0,6.0,,7.0,7.0,3.0,31.0,489.0,,,10.0,7.0,11.0,9.0,1.0,1.0,2.0,,,,1.0,1.0,,,1.0,,12.0,,,,,,7.0,5.0,10.0,4.0,57.0,1.0,,8.0,,1.0,17.0,2.0,,7.0,6.0,40.0,46.0,1.0,20.0,13.0,,,51.0,13.0,12.0,,,2.0,,1.0,2.0,,1.0,2.0,,6.0,2.0,1.0,,13.0,,12.0,12.0,2.0,7.0,66.0,47.0,3.0,,7.0,5.0,7.0,544.0,3.0,,87.0,46.0,22.0,,,,,113.0,113.0,1.0,28.0,20.0,52.9,,,,0.0,5.0,2.0,7.0,,2.0,7.0,,4.0,73.0,466.0,12.0,351.0,30.0,20.0,19.0,1.0,20.0,19.0,3.0,106.0,,236.0,1.0,,14.0,4.0,54.0,1.0,567.0,,0.0,14.0,9.0,2.0,10.0,3.0,742.0,23.0,14.0,1.0,5.0,0.0,,86.0,3.0,1.0,2.0,197.0,1.0,154.0,1.0,,130.0,8.0,,,,3.0,2.0,,,4.0,7.0,14.0,7.0,,,,,,,,,,,,
2024-25,2444654,19,2024-12-29 15:00:00,54,Fulham,Home,219.0,15.0,1.0,6.0,5.0,3.0,,174.0,5.0,2.0,5.0,6.0,9.0,24.0,387.0,,,19.0,26.0,15.0,7.0,,1.0,2.0,,,,,,,,,,10.0,,,,,,12.0,4.0,8.0,3.0,53.0,2.0,2.0,8.0,1.0,1.0,10.0,3.0,,8.0,2.0,52.0,67.0,2.0,31.0,15.0,1.0,1.0,52.0,7.0,16.0,1.0,,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,6.0,1.0,,,15.0,,11.0,11.0,1.0,6.0,59.0,29.0,7.0,1.0,3.0,6.0,6.0,462.0,2.0,,69.0,49.0,26.0,,,,,143.0,143.0,1.0,27.0,19.0,52.0,,2.0,1.0,0.0,5.0,2.0,6.0,1.0,2.0,3.0,1.0,5.0,79.0,366.0,9.0,262.0,34.0,31.0,14.0,1.0,15.0,14.0,2.0,115.0,6.0,238.0,,2.0,23.0,9.0,57.0,,485.0,,0.0,11.0,26.0,2.0,22.0,1.0,709.0,21.0,10.0,1.0,14.0,0.0,,81.0,1.0,,1.0,174.0,,117.0,1.0,,113.0,19.0,,,,,,,,4.0,7.0,14.0,7.0,,,,,,,,,,,,
2024-25,2444664,20,2025-01-05 14:00:00,54,Fulham,Home,252.0,19.0,,4.0,4.0,2.0,1.0,354.0,4.0,1.0,,4.0,14.0,18.0,602.0,,,27.0,20.0,24.0,9.0,1.0,3.0,,,,,,,,,,,6.0,2.0,,,,4.0,5.0,2.0,10.0,5.0,40.0,,7.0,6.0,,9.0,9.0,15.0,,4.0,1.0,46.0,67.0,,13.0,6.0,1.0,,65.0,10.0,14.0,2.0,,4.0,4.0,,,,,,,4.0,,,,6.0,,2.0,2.0,,,54.0,34.0,2.0,,3.0,7.0,4.0,663.0,1.0,,113.0,68.0,50.0,1.0,1.0,1.0,2.0,133.0,133.0,3.0,18.0,19.0,72.6,,,,0.0,,1.0,1.0,1.0,,4.0,,4.0,196.0,586.0,10.0,275.0,33.0,13.0,19.0,7.0,35.0,28.0,,237.0,5.0,441.0,,1.0,14.0,14.0,40.0,,681.0,1.0,0.0,15.0,17.0,,29.0,1.0,862.0,32.0,12.0,9.0,9.0,0.0,,90.0,2.0,2.0,2.0,164.0,,214.0,2.0,,213.0,8.0,,1.0,,1.0,,,,6.0,4.0,11.0,4.0,,,,,,,,,,,,106958.78
2024-25,2444676,21,2025-01-14 19:30:00,54,Fulham,Away,239.0,29.0,,6.0,6.0,1.0,,212.0,3.0,,2.0,2.0,6.0,31.0,445.0,,,25.0,15.0,16.0,14.0,1.0,1.0,2.0,,,,,1.0,,,,,17.0,,1.0,,1.0,1.0,3.0,1.0,12.0,9.0,46.0,,5.0,10.0,,3.0,15.0,6.0,,9.0,,56.0,41.0,,10.0,9.0,2.0,,71.0,18.0,9.0,,,3.0,2.0,1.0,2.0,,,2.0,,3.0,2.0,,,9.0,2.0,10.0,10.0,,2.0,50.0,29.0,,2.0,8.0,9.0,5.0,501.0,,,84.0,66.0,36.0,,,,,119.0,119.0,3.0,20.0,21.0,56.1,2.0,,,0.0,,,,1.0,2.0,11.0,1.0,4.0,128.0,426.0,17.0,258.0,45.0,10.0,8.0,1.0,24.0,23.0,2.0,169.0,2.0,288.0,,,19.0,6.0,56.0,,522.0,,0.0,21.0,13.0,,25.0,3.0,690.0,27.0,4.0,3.0,7.0,0.0,,81.0,2.0,3.0,,160.0,,147.0,,,134.0,11.0,,,,,,,,11.0,6.0,18.0,6.0,,,,,,,,,,,,
2024-25,2444685,22,2025-01-18 15:00:00,54,Fulham,Away,227.0,21.0,2.0,11.0,9.0,1.0,,289.0,3.0,,5.0,5.0,10.0,33.0,505.0,1.0,,19.0,21.0,21.0,9.0,2.0,3.0,,,1.0,,,1.0,,,,,13.0,,,,,,7.0,1.0,14.0,3.0,54.0,3.0,6.0,6.0,,2.0,15.0,5.0,,7.0,3.0,45.0,56.0,3.0,25.0,11.0,,2.0,74.0,8.0,8.0,,,2.0,1.0,1.0,2.0,,1.0,2.0,,4.0,2.0,,,11.0,1.0,7.0,7.0,1.0,5.0,67.0,41.0,5.0,1.0,7.0,6.0,2.0,577.0,1.0,,115.0,80.0,26.0,,,,,125.0,125.0,2.0,21.0,23.0,60.7,,,,0.0,3.0,1.0,5.0,,,9.0,2.0,5.0,150.0,495.0,13.0,261.0,33.0,25.0,11.0,2.0,23.0,21.0,,187.0,3.0,352.0,,,26.0,10.0,66.0,2.0,590.0,1.0,0.0,17.0,21.0,,19.0,1.0,778.0,33.0,7.0,2.0,13.0,0.0,,109.0,4.0,2.0,2.0,171.0,,138.0,1.0,,172.0,14.0,,,,,1.0,,,5.0,5.0,16.0,5.0,,,,,,,,,,,,
2024-25,2444694,23,2025-01-26 19:00:00,54,Fulham,Home,222.0,18.0,2.0,8.0,6.0,,1.0,199.0,4.0,,1.0,4.0,14.0,20.0,413.0,,,15.0,16.0,14.0,6.0,1.0,2.0,1.0,,,,,,,,,,7.0,,,,,,1.0,3.0,8.0,1.0,51.0,2.0,,3.0,,3.0,14.0,5.0,,8.0,,44.0,42.0,2.0,10.0,4.0,,,51.0,7.0,9.0,,,,1.0,,,,,,,4.0,,,,4.0,,7.0,7.0,2.0,1.0,62.0,33.0,,,4.0,3.0,3.0,480.0,1.0,,82.0,53.0,23.0,,,,,126.0,126.0,1.0,18.0,30.0,50.9,,,,0.0,,,,,1.0,6.0,,4.0,86.0,398.0,7.0,245.0,34.0,10.0,14.0,3.0,23.0,20.0,1.0,117.0,1.0,274.0,,,18.0,15.0,46.0,2.0,496.0,,0.0,9.0,16.0,1.0,16.0,0.0,660.0,22.0,4.0,3.0,10.0,0.0,,90.0,,,,158.0,,122.0,,,126.0,7.0,,,,,,,,3.0,10.0,20.0,10.0,,,,,0.413222,0.6709,0.1864,0.1616,,,,112601.68
2024-25,2444707,24,2025-02-01 15:00:00,54,Fulham,Away,163.0,19.0,2.0,8.0,6.0,1.0,1.0,198.0,6.0,,5.0,8.0,8.0,26.0,353.0,,,14.0,14.0,13.0,10.0,1.0,3.0,2.0,,,,,,,,,,11.0,,,,,1.0,9.0,2.0,10.0,5.0,53.0,2.0,7.0,3.0,,7.0,22.0,4.0,,5.0,,38.0,52.0,2.0,26.0,12.0,,,52.0,15.0,10.0,1.0,,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,7.0,1.0,,,12.0,,7.0,7.0,1.0,5.0,64.0,40.0,4.0,,3.0,10.0,4.0,406.0,1.0,,99.0,43.0,34.0,,,,,127.0,127.0,3.0,16.0,26.0,52.2,,,1.0,0.0,3.0,,3.0,2.0,2.0,4.0,1.0,4.0,110.0,331.0,13.0,181.0,32.0,26.0,11.0,5.0,32.0,27.0,3.0,148.0,4.0,282.0,,,28.0,9.0,58.0,,431.0,,0.0,15.0,20.0,,14.0,4.0,622.0,30.0,9.0,7.0,12.0,0.0,,77.0,2.0,1.0,1.0,145.0,1.0,96.0,1.0,,113.0,17.0,,,,3.0,1.0,,,9.0,11.0,22.0,11.0,,,,,1.02762,1.5561,1.5419,1.6833,,,,112033.26
2024-25,2444713,25,2025-02-15 15:00:00,54,Fulham,Home,204.0,13.0,3.0,10.0,7.0,,,245.0,7.0,,5.0,2.0,12.0,28.0,439.0,1.0,,10.0,15.0,16.0,12.0,1.0,6.0,,,,,,,,,,,17.0,,,,,1.0,6.0,2.0,20.0,4.0,50.0,1.0,6.0,7.0,,8.0,18.0,7.0,1.0,4.0,1.0,44.0,37.0,1.0,25.0,17.0,,,61.0,13.0,8.0,,,2.0,1.0,,2.0,,1.0,1.0,1.0,8.0,1.0,,1.0,17.0,,7.0,7.0,,5.0,68.0,44.0,4.0,1.0,5.0,10.0,10.0,480.0,3.0,,68.0,78.0,37.0,,,,,110.0,110.0,2.0,22.0,21.0,55.5,,,1.0,0.0,1.0,,1.0,,,8.0,1.0,5.0,119.0,422.0,15.0,218.0,20.0,25.0,11.0,7.0,33.0,26.0,,152.0,,314.0,,,16.0,14.0,51.0,1.0,499.0,1.0,0.0,24.0,8.0,,11.0,0.0,674.0,37.0,5.0,8.0,8.0,0.0,,92.0,3.0,2.0,2.0,143.0,,123.0,,,141.0,15.0,,,,,,,,5.0,3.0,9.0,3.0,,,,,1.55193,2.1753,3.7715,1.0642,,,,107025.65
2024-25,2444724,26,2025-02-22 15:00:00,54,Fulham,Home,232.0,23.0,4.0,5.0,1.0,2.0,,223.0,6.0,1.0,1.0,3.0,12.0,31.0,450.0,,,15.0,10.0,16.0,3.0,3.0,5.0,,,,,,,1.0,,,,4.0,,,,,1.0,8.0,3.0,4.0,6.0,54.0,,5.0,9.0,,7.0,11.0,8.0,,13.0,2.0,53.0,41.0,,18.0,8.0,,,74.0,10.0,7.0,,,3.0,1.0,,,,,,,6.0,,,,8.0,,8.0,8.0,,1.0,74.0,54.0,7.0,,2.0,4.0,,525.0,2.0,1.0,74.0,59.0,34.0,,,,,152.0,152.0,2.0,25.0,24.0,62.2,,,1.0,0.0,2.0,2.0,4.0,,,5.0,,5.0,100.0,433.0,6.0,260.0,44.0,18.0,15.0,7.0,27.0,20.0,,147.0,2.0,310.0,,1.0,18.0,12.0,64.0,,543.0,,0.0,10.0,15.0,,17.0,1.0,730.0,22.0,3.0,7.0,5.0,0.0,,81.0,,,,165.0,,138.0,,,159.0,10.0,,,,,,,,6.0,6.0,21.0,6.0,,,,,0.410384,0.205,,1.3928,,,,103024.71
2024-25,2444736,27,2025-02-25 19:30:00,54,Fulham,Away,196.0,12.0,1.0,3.0,2.0,,,134.0,8.0,,6.0,14.0,4.0,27.0,327.0,1.0,1.0,7.0,12.0,19.0,7.0,1.0,1.0,,,,,,,,,,,10.0,,,,,,11.0,7.0,10.0,1.0,43.0,3.0,3.0,10.0,,4.0,3.0,3.0,,4.0,,47.0,52.0,3.0,40.0,23.0,,1.0,46.0,15.0,8.0,1.0,,,,,2.0,,2.0,2.0,,11.0,2.0,,,23.0,,6.0,6.0,,6.0,51.0,31.0,7.0,1.0,2.0,8.0,5.0,364.0,5.0,,37.0,52.0,17.0,,,,,95.0,95.0,3.0,18.0,15.0,40.0,,,1.0,0.0,3.0,1.0,4.0,,,3.0,1.0,5.0,74.0,308.0,10.0,213.0,22.0,40.0,12.0,3.0,9.0,6.0,,100.0,2.0,183.0,,,30.0,5.0,51.0,,387.0,1.0,0.0,11.0,20.0,5.0,8.0,3.0,562.0,14.0,6.0,5.0,17.0,0.0,,71.0,4.0,2.0,2.0,136.0,,86.0,1.0,,94.0,17.0,3.0,,,,,,,7.0,4.0,8.0,4.0,,,,,0.754716,1.6932,1.7357,0.4393,,,,110615.39
2024-25,2444741,28,2025-03-08 15:00:00,54,Fulham,Away,244.0,16.0,2.0,3.0,1.0,4.0,,133.0,7.0,,2.0,7.0,11.0,27.0,374.0,,,12.0,19.0,13.0,2.0,2.0,2.0,1.0,,,,,,,,,,4.0,,,,,,8.0,1.0,6.0,,48.0,1.0,3.0,6.0,,7.0,9.0,6.0,,9.0,2.0,54.0,53.0,1.0,41.0,17.0,,,36.0,12.0,6.0,1.0,,,,,1.0,,1.0,1.0,,7.0,1.0,,1.0,17.0,,4.0,4.0,,2.0,52.0,34.0,3.0,,2.0,3.0,1.0,420.0,2.0,,44.0,63.0,24.0,1.0,1.0,1.0,,121.0,121.0,3.0,26.0,15.0,46.7,,3.0,,0.0,2.0,,2.0,,1.0,2.0,1.0,4.0,55.0,355.0,5.0,267.0,30.0,41.0,21.0,7.0,22.0,15.0,2.0,77.0,6.0,196.0,,,25.0,11.0,52.0,1.0,441.0,,0.0,6.0,22.0,,13.0,2.0,635.0,13.0,12.0,7.0,9.0,0.0,,79.0,1.0,,1.0,141.0,1.0,111.0,,,110.0,15.0,,,,,,,,7.0,8.0,16.0,8.0,,,,,0.22646,0.9026,0.7469,1.7506,,,,112146.75
2024-25,2444754,29,2025-03-16 13:30:00,54,Fulham,Home,201.0,11.0,3.0,7.0,4.0,4.0,,253.0,5.0,1.0,5.0,6.0,9.0,24.0,447.0,1.0,,22.0,15.0,18.0,5.0,1.0,3.0,,,,,,,,,,,8.0,,,,,2.0,11.0,1.0,7.0,6.0,60.0,,6.0,8.0,,6.0,15.0,11.0,,16.0,2.0,61.0,68.0,,18.0,9.0,,1.0,64.0,13.0,10.0,,,2.0,1.0,,1.0,,1.0,1.0,,7.0,2.0,1.0,,9.0,,10.0,10.0,,5.0,56.0,33.0,5.0,,1.0,6.0,4.0,506.0,4.0,,97.0,61.0,34.0,,,,,147.0,147.0,5.0,14.0,31.0,56.6,,,,0.0,3.0,1.0,4.0,,,3.0,1.0,4.0,126.0,430.0,7.0,225.0,26.0,18.0,18.0,6.0,33.0,27.0,,163.0,6.0,336.0,1.0,1.0,20.0,9.0,52.0,1.0,528.0,1.0,0.0,13.0,31.0,2.0,23.0,0.0,750.0,27.0,9.0,6.0,20.0,0.0,,91.0,1.0,1.0,1.0,154.0,,135.0,,,148.0,13.0,,,,,2.0,,,4.0,7.0,23.0,7.0,,,,,0.850797,0.972,1.7626,0.4431,,,,109100.21
2024-25,2444761,30,2025-04-01 19:45:00,54,Fulham,Away,196.0,17.0,3.0,4.0,1.0,3.0,,216.0,8.0,,3.0,6.0,8.0,22.0,408.0,,,9.0,9.0,18.0,4.0,2.0,2.0,1.0,,,,,,,,,,7.0,,,,,,15.0,2.0,8.0,1.0,34.0,,2.0,8.0,,4.0,7.0,4.0,,5.0,2.0,42.0,43.0,,29.0,15.0,1.0,2.0,63.0,10.0,2.0,,,,,,1.0,,1.0,1.0,,10.0,1.0,1.0,,15.0,,4.0,4.0,2.0,3.0,52.0,30.0,5.0,,3.0,4.0,3.0,453.0,7.0,,73.0,53.0,20.0,,,,,100.0,100.0,2.0,17.0,9.0,49.1,,,1.0,0.0,2.0,,3.0,,1.0,4.0,,5.0,106.0,390.0,7.0,219.0,26.0,29.0,17.0,4.0,15.0,11.0,1.0,132.0,5.0,269.0,1.0,,22.0,8.0,47.0,,473.0,,0.0,9.0,16.0,,9.0,3.0,619.0,15.0,7.0,4.0,13.0,0.0,,77.0,2.0,2.0,,153.0,,129.0,,,114.0,9.0,,,,,1.0,,,3.0,3.0,10.0,3.0,,,,,0.958185,0.9895,1.0343,1.8231,,,,111146.76
2024-25,2444774,31,2025-04-06 14:00:00,54,Fulham,Home,150.0,9.0,,1.0,1.0,2.0,,112.0,6.0,,3.0,8.0,2.0,25.0,261.0,1.0,1.0,9.0,12.0,21.0,6.0,,2.0,,,,,,,,,,,10.0,,,,,,10.0,4.0,8.0,4.0,62.0,3.0,2.0,4.0,,4.0,6.0,2.0,,9.0,2.0,42.0,61.0,3.0,44.0,19.0,,2.0,42.0,10.0,8.0,1.0,,1.0,1.0,,1.0,,,,1.0,7.0,2.0,,,19.0,,8.0,8.0,1.0,4.0,53.0,26.0,4.0,2.0,3.0,4.0,6.0,316.0,3.0,,55.0,30.0,15.0,,,,,134.0,134.0,5.0,22.0,25.0,37.9,,,2.0,0.0,4.0,,4.0,,,4.0,,5.0,60.0,245.0,7.0,178.0,24.0,44.0,14.0,4.0,13.0,9.0,,87.0,7.0,172.0,,,30.0,2.0,58.0,2.0,337.0,1.0,0.0,12.0,25.0,2.0,11.0,3.0,558.0,22.0,7.0,4.0,19.0,0.0,,58.0,2.0,1.0,2.0,119.0,,77.0,1.0,,83.0,24.0,,,,3.0,,,,5.0,7.0,17.0,7.0,,,,,0.783065,0.7434,1.3425,2.0156,,,,113334.62
2024-25,2444780,32,2025-04-14 20:00:00,54,Fulham,Away,163.0,16.0,2.0,7.0,5.0,2.0,1.0,229.0,6.0,,4.0,5.0,3.0,19.0,385.0,,,23.0,28.0,19.0,6.0,2.0,1.0,3.0,,,,,,,,,,10.0,,,,,1.0,8.0,4.0,7.0,5.0,57.0,1.0,4.0,10.0,,9.0,11.0,11.0,,7.0,1.0,62.0,51.0,1.0,24.0,18.0,1.0,1.0,77.0,10.0,11.0,,,1.0,2.0,,,,,,,6.0,,,,18.0,,9.0,9.0,1.0,4.0,68.0,39.0,6.0,,,8.0,7.0,453.0,4.0,,78.0,65.0,40.0,,,,,148.0,148.0,4.0,20.0,29.0,59.2,,,,0.0,2.0,,2.0,,3.0,1.0,,5.0,119.0,366.0,8.0,184.0,37.0,24.0,17.0,7.0,31.0,24.0,3.0,163.0,6.0,320.0,,,19.0,3.0,45.0,1.0,473.0,1.0,0.0,12.0,12.0,,25.0,2.0,683.0,37.0,9.0,9.0,10.0,0.0,,77.0,1.0,1.0,,155.0,,125.0,1.0,,116.0,17.0,,,,,,,,3.0,9.0,19.0,9.0,,,,,0.876343,1.0658,0.9129,1.5388,,,,112559.05
2024-25,2444794,33,2025-04-20 14:00:00,54,Fulham,Home,170.0,20.0,2.0,5.0,3.0,1.0,,115.0,7.0,1.0,15.0,6.0,5.0,21.0,280.0,,,10.0,10.0,7.0,2.0,1.0,2.0,1.0,,1.0,,,1.0,,,,,3.0,,,,,,9.0,4.0,3.0,3.0,62.0,3.0,3.0,7.0,1.0,5.0,11.0,7.0,,6.0,2.0,38.0,33.0,3.0,33.0,18.0,1.0,,34.0,13.0,8.0,,,3.0,2.0,1.0,1.0,,,1.0,,9.0,1.0,,1.0,18.0,,5.0,5.0,,16.0,47.0,27.0,4.0,1.0,1.0,3.0,1.0,327.0,3.0,,49.0,34.0,26.0,,,,,113.0,113.0,3.0,26.0,13.0,40.7,,3.0,,0.0,3.0,3.0,5.0,1.0,1.0,2.0,,5.0,52.0,265.0,4.0,192.0,38.0,33.0,7.0,5.0,25.0,20.0,1.0,83.0,3.0,178.0,,1.0,17.0,6.0,48.0,1.0,345.0,1.0,0.0,6.0,14.0,,10.0,1.0,523.0,16.0,4.0,6.0,12.0,0.0,,65.0,,,,125.0,,73.0,1.0,,82.0,16.0,,,,,,,,7.0,7.0,14.0,7.0,,,,,0.310326,0.252,0.3582,1.1034,,,0.0378,110398.4
2024-25,2444808,34,2025-04-26 15:00:00,54,Fulham,Away,155.0,13.0,6.0,16.0,10.0,1.0,1.0,341.0,1.0,,6.0,4.0,6.0,10.0,480.0,,1.0,15.0,15.0,21.0,13.0,5.0,12.0,,,,,,,,,,,14.0,,,1.0,,,6.0,1.0,18.0,8.0,52.0,,5.0,8.0,,13.0,28.0,12.0,1.0,1.0,2.0,44.0,52.0,,30.0,22.0,,,59.0,12.0,10.0,,,3.0,2.0,,2.0,,2.0,2.0,,1.0,2.0,,,22.0,1.0,1.0,1.0,,6.0,47.0,35.0,,,12.0,8.0,5.0,530.0,4.0,,126.0,78.0,59.0,,,,,126.0,126.0,1.0,27.0,18.0,64.6,1.0,,,0.0,2.0,,2.0,,,16.0,,5.0,214.0,467.0,20.0,172.0,22.0,30.0,12.0,11.0,53.0,42.0,,249.0,4.0,425.0,,,13.0,7.0,24.0,2.0,544.0,1.0,0.0,26.0,18.0,1.0,17.0,1.0,756.0,39.0,4.0,13.0,11.0,0.0,,73.0,1.0,1.0,,159.0,,164.0,1.0,,148.0,11.0,,,,3.0,1.0,,,6.0,5.0,19.0,5.0,,,,,1.93087,2.4166,2.912,1.4104,,,,107544.71
2024-25,2444811,35,2025-05-03 12:30:00,54,Fulham,Away,163.0,16.0,,9.0,9.0,2.0,,195.0,9.0,2.0,6.0,6.0,6.0,29.0,349.0,,1.0,11.0,11.0,11.0,10.0,,,1.0,,,,,,,,,,11.0,,,,,,7.0,3.0,8.0,3.0,48.0,1.0,3.0,9.0,,3.0,11.0,8.0,,4.0,1.0,48.0,48.0,1.0,19.0,11.0,,,54.0,17.0,6.0,,,3.0,2.0,,,,,,,10.0,,,1.0,11.0,,7.0,7.0,1.0,6.0,52.0,35.0,5.0,,5.0,5.0,3.0,379.0,2.0,,64.0,43.0,27.0,,,,,96.0,96.0,9.0,21.0,10.0,48.0,,,,0.0,2.0,1.0,2.0,,1.0,5.0,1.0,5.0,88.0,333.0,10.0,178.0,33.0,19.0,15.0,3.0,24.0,21.0,1.0,110.0,5.0,242.0,,2.0,8.0,7.0,46.0,2.0,396.0,,0.0,11.0,24.0,1.0,11.0,5.0,574.0,24.0,7.0,3.0,13.0,0.0,,73.0,1.0,1.0,,106.0,,114.0,4.0,,103.0,16.0,,,,,,,,12.0,7.0,12.0,7.0,,,,,0.900712,0.8537,0.9935,1.2363,,,,105370.54
2024-25,2444821,36,2025-05-10 15:00:00,54,Fulham,Home,215.0,16.0,1.0,7.0,6.0,,,268.0,4.0,1.0,8.0,2.0,10.0,23.0,476.0,,,17.0,16.0,11.0,15.0,1.0,1.0,1.0,,,,,,,,,1.0,17.0,,,,,,9.0,2.0,12.0,6.0,52.0,2.0,4.0,2.0,,5.0,13.0,8.0,,6.0,1.0,43.0,43.0,2.0,29.0,12.0,1.0,1.0,69.0,15.0,9.0,1.0,,3.0,2.0,,1.0,,1.0,1.0,,4.0,1.0,1.0,,12.0,,3.0,3.0,,9.0,50.0,31.0,5.0,,8.0,9.0,6.0,536.0,3.0,,117.0,59.0,39.0,,,,,126.0,126.0,3.0,22.0,17.0,64.0,,3.0,1.0,0.0,4.0,1.0,4.0,2.0,1.0,8.0,,5.0,126.0,462.0,17.0,233.0,32.0,29.0,12.0,5.0,28.0,23.0,1.0,165.0,1.0,347.0,1.0,1.0,12.0,10.0,48.0,,552.0,2.0,0.0,18.0,15.0,,18.0,1.0,746.0,34.0,8.0,5.0,8.0,0.0,,102.0,1.0,,1.0,151.0,,145.0,,,154.0,17.0,,1.0,,,,,,7.0,5.0,17.0,5.0,,,,,0.798867,0.7855,1.2805,1.3709,,,,106484.67
