season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a
2016-17,855182,2,2016-08-20 17:30:00,"King Power Stadium, Leicester",32008,Leicester,Arsenal,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,8.0,13.0,1.0,4.0,2.0,4.0,5.0,5.0,,,,,,,,,,,6.0,11.0,5.0,8.0,29.0,37.0,58.0,62.0,362.0,555.0,256.0,450.0,39.5,60.5,19.0,26.0,23.0,20.0,19.0,14.0,29.0,21.0,28.0,27.0,19.0,19.0,24.0,24.0,5.0,4.0,,1.0,,,22.0,6.0,8.0,14.0,167.0,171.0,4.0,1.0,,,1.0,1.0,,,50.0,76.0,76.0,50.0,15.0,23.0,23.0,15.0,2.0,7.0,2.0,7.0,,,11.0,7.0,6.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0
2016-17,855184,2,2016-08-19 20:00:00,"Old Trafford, Manchester",75326,Man Utd,Southampton,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,12.0,13.0,5.0,1.0,6.0,9.0,1.0,3.0,,,1.0,,,,,,1.0,,9.0,12.0,5.0,3.0,30.0,26.0,35.0,67.0,408.0,533.0,340.0,453.0,43.4,56.6,24.0,21.0,11.0,25.0,8.0,20.0,14.0,16.0,20.0,22.0,15.0,15.0,20.0,20.0,3.0,1.0,,,,,3.0,16.0,12.0,6.0,128.0,118.0,1.0,3.0,,2.0,1.0,,,,48.0,44.0,44.0,48.0,13.0,6.0,6.0,13.0,4.0,,4.0,,,3.0,11.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,2.0
2016-17,855185,2,2016-08-20 12:30:00,"bet365 Stadium, Stoke",27455,Stoke,Man City,1,4,4,1,L,W,0,2,2,0,0,0,0,0,1.0,4.0,8.0,12.0,3.0,6.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,,,,,3.0,3.0,10.0,2.0,8.0,26.0,30.0,54.0,55.0,361.0,493.0,263.0,398.0,42.5,57.5,17.0,46.0,22.0,20.0,14.0,14.0,13.0,17.0,25.0,28.0,20.0,22.0,15.0,15.0,4.0,2.0,,,,,12.0,14.0,12.0,15.0,154.0,153.0,2.0,2.0,4.0,1.0,,,,,69.0,65.0,65.0,69.0,21.0,21.0,21.0,21.0,7.0,7.0,7.0,7.0,,1.0,12.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0
2016-17,855186,2,2016-08-21 13:30:00,"Stadium of Light, Sunderland",43515,Sunderland,Boro,1,2,2,1,L,W,0,2,2,0,0,0,0,0,1.0,2.0,18.0,8.0,5.0,3.0,6.0,2.0,7.0,3.0,,2.0,1.0,1.0,,1.0,,,,2.0,13.0,7.0,8.0,5.0,34.0,14.0,66.0,54.0,401.0,476.0,307.0,372.0,46.9,53.1,37.0,13.0,16.0,30.0,11.0,20.0,15.0,17.0,12.0,34.0,11.0,26.0,27.0,27.0,3.0,6.0,,,,1.0,7.0,21.0,19.0,10.0,159.0,144.0,1.0,4.0,2.0,1.0,,,,,68.0,63.0,63.0,68.0,18.0,17.0,17.0,18.0,8.0,1.0,8.0,1.0,2.0,,11.0,14.0,14.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,
2016-17,855187,2,2016-08-20 15:00:00,"Swansea.com Stadium, Swansea",20024,Swansea,Hull,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,23.0,12.0,3.0,4.0,13.0,3.0,7.0,5.0,,3.0,,2.0,,1.0,1.0,,,2.0,18.0,10.0,6.0,7.0,47.0,12.0,72.0,44.0,563.0,460.0,478.0,362.0,56.6,43.4,39.0,13.0,17.0,27.0,15.0,18.0,19.0,25.0,17.0,34.0,15.0,31.0,18.0,18.0,5.0,7.0,,1.0,,,4.0,10.0,18.0,14.0,160.0,139.0,2.0,3.0,2.0,,,1.0,,,60.0,53.0,53.0,60.0,23.0,15.0,15.0,23.0,8.0,3.0,8.0,3.0,1.0,,7.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,,5.0
2016-17,855188,2,2016-08-20 15:00:00,"White Hart Lane, London",31447,Spurs,Crystal Palace,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,20.0,10.0,5.0,2.0,9.0,6.0,6.0,2.0,3.0,,1.0,,4.0,,,,1.0,,14.0,6.0,7.0,3.0,29.0,35.0,66.0,75.0,440.0,325.0,353.0,234.0,56.9,43.1,19.0,15.0,29.0,28.0,22.0,21.0,8.0,27.0,42.0,24.0,31.0,17.0,14.0,14.0,2.0,5.0,,,,,13.0,8.0,13.0,23.0,149.0,161.0,2.0,4.0,,1.0,1.0,,,,59.0,68.0,68.0,59.0,13.0,8.0,8.0,13.0,10.0,4.0,11.0,3.0,,,19.0,9.0,9.0,19.0,0.0,0.0,0.0,0.0,,,,,2.0,
2016-17,855189,2,2016-08-20 15:00:00,"Vicarage Road, Watford",20772,Watford,Chelsea,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,6.0,13.0,2.0,4.0,2.0,6.0,2.0,3.0,,2.0,,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,9.0,3.0,4.0,21.0,43.0,46.0,65.0,330.0,560.0,251.0,488.0,37.6,62.4,10.0,34.0,25.0,17.0,17.0,11.0,15.0,15.0,31.0,18.0,22.0,13.0,16.0,16.0,3.0,2.0,,,,,11.0,9.0,11.0,11.0,122.0,140.0,2.0,1.0,2.0,1.0,,,,,52.0,58.0,58.0,52.0,9.0,12.0,12.0,9.0,,5.0,,5.0,,,20.0,10.0,9.0,19.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0
2016-17,855190,2,2016-08-20 15:00:00,"The Hawthorns, West Bromwich",23654,West Brom,Everton,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,11.0,13.0,4.0,7.0,5.0,5.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,,,1.0,2.0,8.0,12.0,6.0,8.0,26.0,24.0,58.0,69.0,283.0,580.0,174.0,486.0,33.6,66.4,22.0,25.0,23.0,16.0,15.0,13.0,17.0,11.0,17.0,17.0,16.0,15.0,17.0,17.0,1.0,2.0,,,,,16.0,14.0,12.0,15.0,156.0,139.0,5.0,3.0,2.0,1.0,,,,,59.0,60.0,60.0,59.0,14.0,13.0,13.0,14.0,7.0,4.0,7.0,4.0,2.0,1.0,16.0,10.0,9.0,15.0,0.0,0.0,0.0,0.0,,,,,,1.0
2016-17,855191,2,2016-08-21 16:00:00,"London Stadium, London",56977,West Ham,Bournemouth,1,0,0,1,W,L,0,0,0,0,0,1,1,0,1.0,,16.0,8.0,2.0,5.0,9.0,1.0,5.0,2.0,2.0,,1.0,,1.0,,,,1.0,,12.0,8.0,6.0,7.0,27.0,24.0,62.0,56.0,355.0,410.0,277.0,320.0,46.8,53.2,27.0,15.0,16.0,10.0,10.0,8.0,30.0,14.0,17.0,30.0,15.0,27.0,14.0,14.0,2.0,5.0,,,,,4.0,10.0,7.0,14.0,123.0,138.0,5.0,1.0,,1.0,1.0,,,,55.0,51.0,51.0,55.0,17.0,24.0,24.0,17.0,1.0,6.0,1.0,6.0,2.0,,15.0,15.0,13.0,15.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2016-17,855444,2,2016-08-20 15:00:00,"Turf Moor, Burnley",21313,Burnley,Liverpool,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,3.0,26.0,2.0,5.0,1.0,13.0,,8.0,,,,,,,,,2.0,,3.0,22.0,2.0,10.0,7.0,48.0,50.0,94.0,210.0,848.0,130.0,765.0,19.6,80.4,3.0,33.0,13.0,18.0,10.0,12.0,18.0,8.0,34.0,8.0,26.0,6.0,22.0,22.0,8.0,,,,,1.0,16.0,7.0,15.0,3.0,118.0,128.0,5.0,,,2.0,1.0,,,,39.0,58.0,58.0,39.0,15.0,11.0,11.0,15.0,1.0,12.0,1.0,12.0,,1.0,14.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,
2016-17,855192,3,2016-08-27 15:00:00,"Stamford Bridge, London",41607,Chelsea,Burnley,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,22.0,6.0,10.0,,7.0,4.0,5.0,2.0,2.0,,1.0,,2.0,,,,3.0,,17.0,5.0,13.0,1.0,39.0,26.0,70.0,72.0,626.0,410.0,545.0,314.0,60.1,39.9,51.0,8.0,9.0,17.0,8.0,13.0,10.0,17.0,17.0,30.0,14.0,23.0,18.0,18.0,2.0,6.0,,1.0,,,7.0,11.0,5.0,7.0,136.0,132.0,,6.0,,3.0,1.0,,,,44.0,44.0,44.0,44.0,15.0,15.0,15.0,15.0,9.0,5.0,9.0,5.0,,,6.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0
2016-17,855193,3,2016-08-27 15:00:00,"Selhurst Park, London",23503,Crystal Palace,Bournemouth,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,24.0,10.0,5.0,3.0,12.0,4.0,7.0,3.0,,1.0,,,3.0,1.0,,,1.0,1.0,16.0,7.0,7.0,5.0,60.0,21.0,63.0,62.0,447.0,326.0,380.0,246.0,59.4,40.6,36.0,18.0,19.0,17.0,14.0,10.0,21.0,9.0,29.0,52.0,24.0,38.0,7.0,7.0,3.0,8.0,,,,,7.0,14.0,8.0,16.0,133.0,125.0,2.0,3.0,1.0,1.0,,,,,65.0,46.0,46.0,65.0,23.0,8.0,8.0,23.0,10.0,4.0,10.0,4.0,2.0,2.0,15.0,10.0,9.0,14.0,0.0,0.0,0.0,0.0,1.0,,,,5.0,2.0
2016-17,855194,3,2016-08-27 15:00:00,"Goodison Park, Liverpool",39581,Everton,Stoke,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,21.0,8.0,9.0,1.0,7.0,4.0,5.0,3.0,1.0,,,,2.0,,1.0,1.0,,,16.0,3.0,11.0,2.0,37.0,33.0,71.0,53.0,482.0,395.0,400.0,308.0,54.9,45.1,27.0,14.0,21.0,26.0,14.0,17.0,11.0,7.0,30.0,27.0,25.0,23.0,9.0,9.0,3.0,7.0,,,,,13.0,19.0,16.0,12.0,139.0,150.0,1.0,8.0,,1.0,1.0,,,1.0,68.0,72.0,72.0,68.0,17.0,21.0,21.0,17.0,9.0,2.0,9.0,2.0,,,14.0,11.0,11.0,13.0,0.0,0.0,0.0,0.0,1.0,,,,3.0,1.0
2016-17,855195,3,2016-08-27 17:30:00,"The MKM Stadium, Hull",24560,Hull,Man Utd,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,8.0,29.0,2.0,9.0,4.0,12.0,2.0,8.0,,1.0,,1.0,,1.0,,,,1.0,4.0,19.0,3.0,10.0,9.0,58.0,48.0,90.0,394.0,615.0,305.0,542.0,37.9,62.1,6.0,49.0,20.0,14.0,14.0,10.0,17.0,12.0,51.0,7.0,45.0,7.0,16.0,16.0,9.0,2.0,,,,,14.0,5.0,10.0,12.0,120.0,143.0,8.0,2.0,1.0,,,1.0,,,39.0,51.0,51.0,39.0,9.0,15.0,15.0,9.0,1.0,6.0,1.0,7.0,1.0,1.0,9.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0,,,,,,1.0
2016-17,855196,3,2016-08-27 15:00:00,"King Power Stadium, Leicester",31727,Leicester,Swansea,2,1,1,2,W,L,1,0,0,1,0,0,0,0,2.0,1.0,13.0,9.0,6.0,3.0,5.0,5.0,2.0,1.0,3.0,,2.0,,3.0,,,,2.0,1.0,10.0,9.0,6.0,4.0,29.0,31.0,63.0,47.0,408.0,363.0,302.0,260.0,52.2,47.8,29.0,24.0,15.0,21.0,11.0,13.0,20.0,10.0,32.0,37.0,27.0,32.0,19.0,19.0,1.0,2.0,,,,,14.0,11.0,15.0,11.0,169.0,155.0,2.0,4.0,1.0,2.0,,,,,55.0,65.0,65.0,55.0,21.0,17.0,17.0,21.0,4.0,6.0,4.0,6.0,2.0,,14.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,1.0,,,,3.0,1.0
2016-17,855197,3,2016-08-28 16:00:00,"Etihad Stadium, Manchester",54008,Man City,West Ham,3,1,1,3,W,L,2,0,0,2,0,0,0,0,3.0,1.0,22.0,9.0,5.0,2.0,10.0,5.0,7.0,2.0,4.0,1.0,2.0,1.0,2.0,,1.0,,3.0,1.0,18.0,7.0,11.0,4.0,35.0,18.0,68.0,59.0,587.0,274.0,508.0,196.0,67.1,32.9,38.0,11.0,21.0,19.0,15.0,13.0,9.0,18.0,27.0,17.0,23.0,14.0,23.0,23.0,2.0,7.0,3.0,,,,17.0,17.0,8.0,5.0,127.0,137.0,1.0,3.0,1.0,3.0,,,,,64.0,63.0,63.0,64.0,16.0,23.0,23.0,16.0,5.0,4.0,5.0,4.0,3.0,,5.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0
2016-17,855198,3,2016-08-27 15:00:00,"St. Mary's Stadium, Southampton",30152,Southampton,Sunderland,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,16.0,5.0,7.0,2.0,5.0,2.0,4.0,1.0,,1.0,,1.0,,1.0,,,1.0,,9.0,3.0,8.0,1.0,31.0,28.0,66.0,70.0,480.0,270.0,391.0,179.0,63.8,36.2,16.0,16.0,16.0,13.0,12.0,10.0,20.0,16.0,31.0,36.0,24.0,31.0,16.0,16.0,1.0,4.0,,,,1.0,11.0,10.0,12.0,11.0,133.0,130.0,1.0,6.0,1.0,1.0,,,,,45.0,58.0,58.0,45.0,11.0,20.0,20.0,11.0,5.0,5.0,5.0,5.0,,1.0,15.0,8.0,8.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,4.0,2.0
2016-17,855199,3,2016-08-27 12:30:00,"White Hart Lane, London",31211,Spurs,Liverpool,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,11.0,13.0,4.0,3.0,5.0,4.0,2.0,6.0,,1.0,,1.0,,1.0,,1.0,1.0,,8.0,12.0,4.0,8.0,27.0,34.0,70.0,68.0,419.0,433.0,306.0,325.0,49.3,50.7,10.0,20.0,22.0,20.0,17.0,13.0,10.0,14.0,27.0,36.0,19.0,26.0,35.0,35.0,6.0,2.0,,1.0,,,5.0,12.0,14.0,14.0,166.0,165.0,2.0,3.0,1.0,1.0,,,,,67.0,42.0,42.0,67.0,16.0,6.0,6.0,16.0,5.0,5.0,5.0,5.0,,,11.0,17.0,17.0,11.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,6.0
2016-17,855200,3,2016-08-27 15:00:00,"Vicarage Road, Watford",20545,Watford,Arsenal,1,3,3,1,L,W,0,3,3,0,0,0,0,0,1.0,3.0,14.0,10.0,6.0,7.0,6.0,2.0,2.0,1.0,,2.0,1.0,2.0,,1.0,,,,2.0,8.0,7.0,3.0,5.0,33.0,29.0,60.0,68.0,397.0,490.0,311.0,411.0,45.3,54.7,28.0,22.0,14.0,22.0,9.0,17.0,11.0,15.0,17.0,33.0,9.0,25.0,13.0,13.0,1.0,2.0,,,,,22.0,11.0,14.0,6.0,145.0,126.0,4.0,6.0,3.0,1.0,,,,,57.0,75.0,75.0,57.0,19.0,14.0,14.0,19.0,3.0,2.0,3.0,2.0,,,18.0,15.0,13.0,18.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,2.0
