season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a
2022-23,2292897,9,2022-10-02 14:00:00,"Etihad Stadium, Manchester",53475.0,Man City,Man Utd,6,3,3,6,W,L,4,0,0,4,0,0,0,0,6.0,3.0,22.0,12.0,10.0,8.0,6.0,1.0,6.0,3.0,,,,,3.0,,3.0,2.0,,,1.0,,,,6.0,1.0,16.0,9.0,11.0,8.0,23.0,16.0,37.0,42.0,551.0,476.0,485.0,408.0,53.9,46.1,49.0,14.0,14.0,14.0,8.0,5.0,11.0,7.0,9.0,10.0,9.0,10.0,14.0,14.0,3.0,7.0,,,,,4.0,11.0,13.0,7.0,94.0,94.0,5.0,3.0,3.0,6.0,,,,,,,44.0,27.0,27.0,44.0,10.0,6.0,6.0,10.0,5.0,1.0,5.0,1.0,,,3.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,
2022-23,2292898,9,2022-10-01 15:00:00,"St. Mary's Stadium, Southampton",30510.0,Southampton,Everton,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,22.0,12.0,6.0,5.0,9.0,4.0,7.0,3.0,,,,,3.0,4.0,,1.0,3.0,3.0,,,,,1.0,2.0,15.0,9.0,9.0,7.0,35.0,24.0,60.0,67.0,445.0,380.0,362.0,295.0,54.2,45.8,39.0,25.0,22.0,23.0,11.0,13.0,8.0,11.0,17.0,26.0,17.0,26.0,25.0,24.0,3.0,7.0,,,,,7.0,7.0,13.0,17.0,139.0,146.0,3.0,5.0,2.0,1.0,,,,,,,52.0,60.0,60.0,52.0,13.0,19.0,19.0,13.0,7.0,6.0,7.0,6.0,2.0,1.0,11.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,,1.0
2022-23,2292899,9,2022-10-01 17:30:00,"London Stadium, London",62444.0,West Ham,Wolves,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,18.0,15.0,5.0,4.0,5.0,7.0,8.0,4.0,,,,,,1.0,,,,1.0,,,,,,,11.0,9.0,9.0,6.0,18.0,41.0,46.0,83.0,372.0,564.0,301.0,492.0,39.1,60.9,20.0,35.0,22.0,12.0,13.0,7.0,8.0,8.0,27.0,6.0,27.0,6.0,9.0,5.0,4.0,8.0,,1.0,,,13.0,3.0,9.0,11.0,103.0,138.0,4.0,3.0,,2.0,,,1.0,,,,46.0,41.0,41.0,46.0,16.0,9.0,9.0,16.0,1.0,6.0,1.0,6.0,,,8.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0
2022-23,2292900,10,2022-10-08 15:00:00,"Vitality Stadium, Bournemouth",10272.0,Bournemouth,Leicester,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,10.0,9.0,4.0,5.0,2.0,2.0,4.0,2.0,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,5.0,7.0,5.0,5.0,27.0,25.0,47.0,50.0,424.0,551.0,359.0,475.0,44.2,55.8,26.0,25.0,13.0,32.0,11.0,22.0,10.0,6.0,12.0,23.0,12.0,23.0,11.0,7.0,2.0,4.0,,,,,6.0,10.0,15.0,9.0,137.0,119.0,4.0,2.0,1.0,2.0,,,,,,,46.0,64.0,64.0,46.0,7.0,19.0,19.0,7.0,7.0,2.0,7.0,2.0,,,8.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,
2022-23,2292901,10,2022-10-09 16:30:00,"Emirates Stadium, London",59968.0,Arsenal,Liverpool,3,2,2,3,W,L,2,1,1,2,0,0,0,0,3.0,2.0,11.0,8.0,7.0,3.0,1.0,2.0,3.0,3.0,,,,,2.0,1.0,3.0,1.0,,,,,,,2.0,2.0,4.0,5.0,3.0,3.0,28.0,20.0,70.0,47.0,386.0,488.0,302.0,395.0,44.0,56.0,46.0,19.0,16.0,15.0,10.0,7.0,6.0,8.0,31.0,19.0,31.0,19.0,8.0,4.0,3.0,3.0,1.0,1.0,,,4.0,8.0,8.0,11.0,132.0,145.0,2.0,4.0,2.0,3.0,,,,,,,46.0,39.0,39.0,46.0,13.0,10.0,10.0,13.0,4.0,3.0,4.0,3.0,,,11.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,6.0
2022-23,2292902,10,2022-10-08 17:30:00,"American Express Stadium, Falmer",31498.0,Brighton,Spurs,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,14.0,8.0,4.0,3.0,5.0,4.0,5.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,14.0,7.0,9.0,3.0,29.0,17.0,67.0,54.0,694.0,489.0,610.0,398.0,58.9,41.1,30.0,16.0,17.0,15.0,9.0,12.0,10.0,11.0,7.0,19.0,7.0,19.0,10.0,8.0,1.0,5.0,,1.0,,,8.0,9.0,12.0,9.0,132.0,134.0,2.0,4.0,1.0,,,,,1.0,,,51.0,42.0,42.0,51.0,12.0,11.0,11.0,12.0,6.0,2.0,6.0,2.0,1.0,1.0,9.0,14.0,13.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0
2022-23,2292903,10,2022-10-08 15:00:00,"Stamford Bridge, London",39940.0,Chelsea,Wolves,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,20.0,8.0,7.0,2.0,10.0,5.0,3.0,1.0,,,,,4.0,1.0,1.0,,3.0,1.0,,,,,3.0,,17.0,6.0,8.0,1.0,38.0,22.0,60.0,38.0,591.0,431.0,518.0,360.0,57.4,42.6,42.0,19.0,26.0,13.0,15.0,9.0,8.0,5.0,12.0,17.0,12.0,17.0,19.0,19.0,1.0,3.0,,,,,9.0,4.0,9.0,16.0,113.0,127.0,2.0,4.0,,3.0,,,1.0,,,,46.0,43.0,43.0,46.0,9.0,13.0,13.0,9.0,4.0,2.0,4.0,2.0,,1.0,8.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,
2022-23,2292904,10,2022-10-09 14:00:00,"Selhurst Park, London",25042.0,Crystal Palace,Leeds,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,13.0,10.0,5.0,4.0,5.0,2.0,3.0,4.0,,,,,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,2.0,,10.0,8.0,7.0,6.0,21.0,35.0,45.0,51.0,418.0,345.0,321.0,222.0,54.5,45.5,19.0,24.0,18.0,29.0,7.0,13.0,13.0,10.0,19.0,12.0,19.0,12.0,27.0,27.0,4.0,3.0,,,,,8.0,7.0,18.0,10.0,169.0,171.0,3.0,3.0,1.0,2.0,,,,,,,63.0,63.0,62.0,63.0,15.0,13.0,13.0,15.0,5.0,3.0,5.0,3.0,2.0,,13.0,23.0,23.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0
2022-23,2292905,10,2022-10-09 19:00:00,"Goodison Park, Liverpool",39258.0,Everton,Man Utd,1,2,2,1,L,W,1,2,2,1,0,0,0,0,1.0,2.0,11.0,12.0,2.0,4.0,3.0,5.0,6.0,3.0,,,,,,3.0,,2.0,,1.0,,,,,,2.0,7.0,11.0,4.0,6.0,37.0,21.0,42.0,67.0,375.0,609.0,295.0,510.0,39.7,60.3,21.0,16.0,9.0,15.0,6.0,6.0,15.0,5.0,9.0,25.0,9.0,25.0,19.0,20.0,3.0,6.0,,,1.0,,7.0,8.0,3.0,4.0,140.0,132.0,2.0,1.0,2.0,1.0,,,,,,,41.0,46.0,46.0,41.0,13.0,17.0,17.0,13.0,5.0,4.0,5.0,4.0,2.0,,7.0,13.0,11.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0
2022-23,2292906,10,2022-10-08 15:00:00,"Etihad Stadium, Manchester",53365.0,Man City,Southampton,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,21.0,5.0,8.0,,9.0,3.0,4.0,2.0,,,,,6.0,,2.0,,4.0,,1.0,,,,4.0,,17.0,2.0,10.0,,33.0,10.0,57.0,38.0,744.0,393.0,666.0,317.0,65.2,34.8,56.0,3.0,15.0,19.0,8.0,9.0,8.0,11.0,6.0,20.0,6.0,20.0,6.0,14.0,2.0,4.0,,,,1.0,6.0,9.0,12.0,4.0,126.0,119.0,,4.0,,4.0,,,1.0,,,,43.0,38.0,38.0,43.0,11.0,10.0,10.0,11.0,9.0,1.0,9.0,1.0,,,4.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2022-23,2292907,10,2022-10-08 15:00:00,"St. James' Park, Newcastle",52067.0,Newcastle,Brentford,5,1,1,5,W,L,2,0,0,2,0,0,0,0,5.0,1.0,16.0,6.0,6.0,3.0,4.0,1.0,6.0,2.0,,,,,2.0,,2.0,1.0,1.0,,,,,,2.0,,10.0,4.0,8.0,3.0,34.0,32.0,47.0,56.0,389.0,320.0,309.0,239.0,54.4,45.6,31.0,22.0,15.0,10.0,6.0,7.0,6.0,13.0,21.0,15.0,21.0,15.0,8.0,6.0,2.0,6.0,,,,2.0,7.0,10.0,7.0,6.0,126.0,132.0,2.0,2.0,1.0,5.0,,,,,,1.0,48.0,43.0,43.0,48.0,15.0,13.0,13.0,15.0,9.0,5.0,9.0,5.0,1.0,2.0,14.0,9.0,8.0,13.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,3.0
2022-23,2292908,10,2022-10-10 20:00:00,"The City Ground, Nottingham",29208.0,Nott'm Forest,Aston Villa,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,6.0,12.0,3.0,2.0,1.0,2.0,2.0,8.0,,,,,,,,,,,,,,,1.0,,5.0,8.0,4.0,6.0,16.0,32.0,51.0,69.0,333.0,506.0,246.0,436.0,39.9,60.1,9.0,29.0,14.0,20.0,9.0,10.0,7.0,9.0,23.0,8.0,23.0,8.0,4.0,14.0,8.0,2.0,,,,,7.0,9.0,10.0,9.0,141.0,124.0,1.0,2.0,1.0,1.0,,,,,,,62.0,48.0,48.0,62.0,21.0,9.0,9.0,21.0,1.0,4.0,1.0,4.0,1.0,,13.0,19.0,19.0,12.0,0.0,0.0,0.0,0.0,,,,,,3.0
2022-23,2292909,10,2022-10-09 14:00:00,"London Stadium, London",62454.0,West Ham,Fulham,3,1,1,3,W,L,1,1,1,1,0,0,0,0,3.0,1.0,17.0,8.0,8.0,2.0,4.0,4.0,5.0,2.0,,,,,3.0,,3.0,,4.0,,,1.0,,,1.0,1.0,12.0,4.0,8.0,2.0,25.0,26.0,50.0,60.0,485.0,486.0,400.0,400.0,50.3,49.7,31.0,18.0,13.0,16.0,8.0,8.0,12.0,5.0,11.0,17.0,11.0,17.0,7.0,6.0,2.0,5.0,,,,1.0,4.0,12.0,16.0,10.0,134.0,137.0,1.0,5.0,1.0,3.0,,,,,,,39.0,38.0,38.0,39.0,7.0,9.0,9.0,7.0,4.0,2.0,4.0,2.0,,,9.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,2.0
2022-23,2292910,11,2022-10-16 14:00:00,"Villa Park, Birmingham",41754.0,Aston Villa,Chelsea,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,18.0,8.0,7.0,4.0,7.0,3.0,4.0,1.0,,,,,3.0,2.0,,1.0,4.0,2.0,2.0,1.0,,,,,11.0,6.0,5.0,3.0,28.0,11.0,46.0,38.0,353.0,548.0,283.0,468.0,41.1,58.9,25.0,15.0,24.0,9.0,10.0,6.0,8.0,8.0,6.0,22.0,6.0,22.0,14.0,10.0,1.0,4.0,,2.0,1.0,,8.0,5.0,7.0,18.0,127.0,127.0,2.0,7.0,2.0,,,,,1.0,,,51.0,35.0,35.0,51.0,12.0,6.0,6.0,12.0,7.0,1.0,7.0,1.0,3.0,,12.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0
2022-23,2292911,11,2022-10-14 20:00:00,"Gtech Community Stadium, Brentford",17016.0,Brentford,Brighton,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,7.0,21.0,3.0,7.0,4.0,4.0,,10.0,,,,,2.0,2.0,2.0,,1.0,2.0,1.0,,,,1.0,,3.0,19.0,1.0,15.0,26.0,43.0,39.0,78.0,235.0,611.0,157.0,520.0,27.5,72.5,19.0,39.0,12.0,25.0,7.0,15.0,12.0,7.0,29.0,9.0,29.0,9.0,11.0,6.0,10.0,1.0,,,,,2.0,9.0,16.0,5.0,137.0,146.0,7.0,,,2.0,,,1.0,,,,53.0,52.0,52.0,53.0,17.0,15.0,15.0,17.0,2.0,11.0,2.0,11.0,1.0,,12.0,15.0,15.0,11.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,3.0
2022-23,2292912,11,2022-10-15 15:00:00,"Craven Cottage, London",22913.0,Fulham,Bournemouth,2,2,2,2,D,D,1,2,2,1,0,0,0,0,2.0,2.0,19.0,10.0,4.0,6.0,8.0,4.0,7.0,,,,,,,2.0,1.0,1.0,,2.0,,,,,1.0,2.0,12.0,8.0,6.0,5.0,49.0,13.0,79.0,38.0,585.0,268.0,496.0,187.0,68.9,31.1,40.0,18.0,12.0,14.0,9.0,7.0,5.0,5.0,8.0,46.0,8.0,46.0,6.0,13.0,,7.0,,,,,3.0,8.0,9.0,8.0,149.0,119.0,4.0,2.0,2.0,2.0,,,,,,,49.0,44.0,44.0,49.0,19.0,18.0,18.0,19.0,5.0,6.0,5.0,6.0,,,9.0,11.0,11.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,
2022-23,2292913,11,2022-10-16 14:00:00,"Elland Road, Leeds",36700.0,Leeds,Arsenal,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,16.0,9.0,4.0,4.0,5.0,2.0,7.0,3.0,1.8551,0.5496,1.2964,1.0387,1.0,1.0,,,3.0,1.0,,,0.812134,0.562874,,1.0,11.0,7.0,8.0,5.0,32.0,17.0,64.0,47.0,428.0,500.0,334.0,415.0,47.0,53.0,26.0,15.0,25.0,17.0,14.0,10.0,13.0,12.0,5.0,17.0,5.0,17.0,8.0,9.0,2.0,7.0,,1.0,,,16.0,6.0,8.0,11.0,146.0,138.0,3.0,4.0,1.0,,1.0387,1.2964,,1.0,,,53.0,53.0,53.0,53.0,13.0,10.0,10.0,13.0,6.0,3.0,6.0,3.0,,,10.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,,,,4.0,
2022-23,2292914,11,2022-10-15 12:30:00,"King Power Stadium, Leicester",31298.0,Leicester,Crystal Palace,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,14.0,8.0,5.0,1.0,5.0,5.0,4.0,2.0,,,,,1.0,,,,1.0,,,,,,,,10.0,4.0,7.0,1.0,36.0,21.0,64.0,57.0,579.0,514.0,493.0,426.0,53.1,46.9,33.0,8.0,25.0,13.0,12.0,9.0,11.0,7.0,12.0,25.0,12.0,25.0,8.0,10.0,2.0,4.0,,,,,11.0,5.0,5.0,20.0,137.0,133.0,1.0,6.0,,,,,1.0,1.0,,,51.0,53.0,53.0,51.0,9.0,13.0,13.0,9.0,9.0,2.0,9.0,2.0,1.0,2.0,18.0,13.0,12.0,16.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0
2022-23,2292915,11,2022-10-16 16:30:00,"Anfield, Liverpool",53286.0,Liverpool,Man City,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,13.0,16.0,2.0,6.0,8.0,4.0,3.0,6.0,2.0448,0.8132,,,5.0,1.0,1.0,,4.0,1.0,,,1.5871,1.24825,1.0,,10.0,12.0,5.0,9.0,27.0,39.0,39.0,79.0,407.0,702.0,313.0,616.0,36.8,63.2,26.0,37.0,23.0,20.0,12.0,14.0,11.0,7.0,27.0,15.0,27.0,15.0,22.0,24.0,5.0,2.0,,,,1.0,8.0,6.0,15.0,15.0,148.0,144.0,6.0,1.0,,1.0,1.3289,0.7361,1.0,,,,45.0,51.0,51.0,45.0,10.0,15.0,15.0,10.0,5.0,6.0,5.0,6.0,2.0,,10.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,
2022-23,2292916,11,2022-10-16 14:00:00,"Old Trafford, Manchester",73726.0,Man Utd,Newcastle,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,15.0,9.0,2.0,2.0,8.0,5.0,5.0,2.0,,,,,2.0,,,,2.0,1.0,,2.0,,,,,12.0,7.0,6.0,3.0,29.0,26.0,60.0,40.0,512.0,301.0,415.0,217.0,63.0,37.0,29.0,18.0,18.0,13.0,11.0,4.0,10.0,13.0,9.0,19.0,9.0,19.0,22.0,20.0,2.0,5.0,,,,,,4.0,7.0,9.0,142.0,129.0,2.0,2.0,,,,,1.0,1.0,,,39.0,38.0,38.0,39.0,7.0,13.0,13.0,7.0,4.0,4.0,4.0,4.0,,3.0,13.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,
2022-23,2292917,11,2022-10-16 14:00:00,"St. Mary's Stadium, Southampton",29159.0,Southampton,West Ham,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,10.0,25.0,8.0,4.0,1.0,9.0,1.0,12.0,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,7.0,16.0,6.0,8.0,23.0,45.0,53.0,61.0,323.0,488.0,234.0,391.0,39.1,60.9,17.0,25.0,14.0,22.0,5.0,12.0,13.0,7.0,34.0,19.0,34.0,19.0,12.0,10.0,12.0,1.0,1.0,,,,5.0,8.0,15.0,10.0,148.0,158.0,3.0,7.0,1.0,1.0,,,,,,,48.0,57.0,57.0,48.0,23.0,23.0,23.0,23.0,4.0,14.0,4.0,14.0,,,7.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,
2022-23,2292918,11,2022-10-15 17:30:00,"Tottenham Hotspur Stadium, London",61812.0,Spurs,Everton,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,21.0,4.0,7.0,,6.0,3.0,8.0,1.0,,,,,2.0,,1.0,,2.0,1.0,,,,,1.0,,16.0,3.0,13.0,1.0,40.0,12.0,61.0,37.0,583.0,367.0,515.0,300.0,61.5,38.5,37.0,8.0,8.0,15.0,6.0,10.0,3.0,6.0,6.0,25.0,6.0,25.0,14.0,13.0,1.0,8.0,1.0,,,,4.0,3.0,10.0,3.0,115.0,96.0,,5.0,,2.0,,,1.0,,,,37.0,41.0,41.0,37.0,13.0,10.0,10.0,13.0,7.0,1.0,7.0,1.0,2.0,1.0,12.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,
2022-23,2292919,11,2022-10-15 15:00:00,"Molineux Stadium, Wolverhampton",31554.0,Wolves,Nott'm Forest,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,9.0,10.0,2.0,2.0,5.0,6.0,2.0,2.0,,,,,,,1.0,,,1.0,1.0,,,,,,7.0,5.0,2.0,2.0,29.0,25.0,57.0,46.0,435.0,313.0,355.0,225.0,58.0,42.0,22.0,16.0,17.0,16.0,8.0,6.0,5.0,7.0,23.0,21.0,23.0,21.0,13.0,12.0,2.0,1.0,,,,,7.0,3.0,9.0,11.0,130.0,138.0,2.0,1.0,,1.0,,,1.0,,,,40.0,56.0,56.0,40.0,9.0,17.0,17.0,9.0,4.0,5.0,4.0,5.0,,1.0,17.0,13.0,11.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,2.0,1.0
2022-23,2292920,12,2022-10-19 19:30:00,"Vitality Stadium, Bournemouth",10405.0,Bournemouth,Southampton,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,15.0,9.0,3.0,3.0,8.0,2.0,4.0,4.0,,,,,,1.0,,,,1.0,,,,,,1.0,14.0,7.0,7.0,6.0,37.0,20.0,65.0,51.0,529.0,464.0,433.0,376.0,53.5,46.5,32.0,14.0,13.0,23.0,5.0,11.0,8.0,9.0,10.0,24.0,10.0,24.0,24.0,25.0,4.0,4.0,1.0,,,,5.0,4.0,14.0,7.0,156.0,137.0,2.0,3.0,1.0,,,,,1.0,,,44.0,45.0,45.0,44.0,15.0,9.0,9.0,15.0,7.0,3.0,7.0,3.0,,,8.0,13.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,
2022-23,2292921,12,2023-02-15 19:30:00,"Emirates Stadium, London",60276.0,Arsenal,Man City,1,3,3,1,L,W,1,1,1,1,0,0,0,0,1.0,3.0,10.0,9.0,1.0,6.0,4.0,1.0,5.0,2.0,,,,,2.0,4.0,1.0,2.0,2.0,4.0,,1.0,,,,2.0,7.0,6.0,5.0,5.0,27.0,21.0,51.0,41.0,524.0,303.0,435.0,219.0,63.5,36.5,22.0,19.0,13.0,17.0,5.0,12.0,8.0,11.0,7.0,13.0,7.0,13.0,4.0,7.0,2.0,5.0,1.0,,2.0,,9.0,6.0,10.0,6.0,137.0,127.0,2.0,,3.0,1.0,,,,,,,43.0,50.0,50.0,43.0,11.0,14.0,14.0,11.0,1.0,2.0,1.0,3.0,,4.0,11.0,15.0,13.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,3.0
2022-23,2292922,12,2022-10-19 19:30:00,"Gtech Community Stadium, Brentford",17118.0,Brentford,Chelsea,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,8.0,14.0,5.0,5.0,2.0,3.0,1.0,6.0,,,,,2.0,1.0,,,3.0,1.0,,,,,,,7.0,14.0,5.0,10.0,32.0,46.0,54.0,73.0,317.0,656.0,222.0,559.0,33.7,66.3,22.0,37.0,19.0,17.0,9.0,8.0,10.0,6.0,25.0,21.0,25.0,21.0,3.0,8.0,6.0,1.0,1.0,,,,11.0,4.0,8.0,4.0,147.0,148.0,5.0,5.0,,,,,1.0,1.0,,,41.0,46.0,46.0,41.0,12.0,11.0,11.0,12.0,6.0,2.0,6.0,2.0,1.0,,7.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,
2022-23,2292923,12,2022-10-18 19:30:00,"American Express Stadium, Falmer",31463.0,Brighton,Nott'm Forest,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,19.0,3.0,7.0,,7.0,3.0,5.0,,,,,,2.0,,,,3.0,,1.0,,,,,,16.0,3.0,11.0,,45.0,13.0,68.0,38.0,623.0,260.0,541.0,176.0,70.3,29.7,41.0,6.0,11.0,13.0,7.0,8.0,7.0,9.0,8.0,24.0,8.0,24.0,22.0,21.0,,5.0,,,,,4.0,2.0,5.0,6.0,134.0,121.0,,7.0,,,,,1.0,1.0,,,42.0,42.0,42.0,42.0,16.0,15.0,15.0,16.0,9.0,1.0,9.0,1.0,2.0,,10.0,14.0,13.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,
2022-23,2292924,12,2022-10-18 20:15:00,"Selhurst Park, London",25125.0,Crystal Palace,Wolves,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,14.0,10.0,4.0,4.0,5.0,5.0,5.0,1.0,,,,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,13.0,7.0,9.0,5.0,26.0,18.0,61.0,40.0,449.0,428.0,370.0,340.0,51.3,48.7,26.0,20.0,23.0,29.0,12.0,15.0,11.0,9.0,15.0,16.0,15.0,16.0,19.0,18.0,1.0,5.0,,,,,4.0,11.0,21.0,17.0,146.0,141.0,3.0,2.0,1.0,2.0,,,,,,,69.0,58.0,58.0,69.0,17.0,12.0,12.0,17.0,4.0,2.0,4.0,3.0,,,14.0,18.0,18.0,13.0,0.0,0.0,0.0,0.0,,,,,,4.0
2022-23,2292925,12,2022-10-20 19:30:00,"Craven Cottage, London",23508.0,Fulham,Aston Villa,3,0,0,3,W,L,1,0,0,1,0,1,1,0,3.0,,18.0,12.0,8.0,6.0,5.0,3.0,5.0,3.0,,,,,2.0,,1.0,,3.0,,,,,,,,12.0,9.0,8.0,7.0,37.0,23.0,45.0,40.0,482.0,311.0,413.0,241.0,60.4,39.6,23.0,13.0,12.0,14.0,7.0,6.0,2.0,5.0,14.0,12.0,14.0,12.0,23.0,22.0,3.0,5.0,,1.0,,,4.0,1.0,6.0,6.0,119.0,118.0,6.0,5.0,,3.0,,,1.0,,,1.0,40.0,43.0,43.0,40.0,17.0,15.0,15.0,17.0,9.0,7.0,9.0,7.0,1.0,3.0,11.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,3.0
2022-23,2292926,12,2022-10-20 20:15:00,"King Power Stadium, Leicester",30814.0,Leicester,Leeds,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,5.0,14.0,1.0,2.0,1.0,8.0,3.0,4.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,4.0,11.0,3.0,5.0,11.0,26.0,56.0,50.0,461.0,518.0,361.0,406.0,46.8,53.2,13.0,25.0,26.0,30.0,14.0,16.0,5.0,12.0,19.0,14.0,19.0,14.0,22.0,23.0,3.0,3.0,,1.0,,,4.0,5.0,17.0,14.0,160.0,165.0,2.0,,,2.0,,,1.0,,,1.0,48.0,60.0,60.0,48.0,6.0,12.0,12.0,6.0,2.0,9.0,2.0,9.0,,3.0,15.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0
