season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,goalFastbreak,leftsidePass,overrun,rightsidePass,totalFastbreak,unsuccessfulTouch,attOneOnOne,contentiousDecision,ptsDroppedWinningPos,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,attFreekickPost,attPenMiss,attPenPost,fiftyFifty,successfulFiftyFifty,totalDistance
2016-17,855498,33,2017-04-15 15:00:00,21,West Ham,Away,164.0,13.0,1.0,3.0,2.0,1.0,,161.0,4.0,1.0,,9.0,22.0,30.0,322.0,,,17.0,10.0,14.0,4.0,,1.0,,,,1.0,1.0,,,,,,5.0,,,,,,,7.0,7.0,4.0,3.0,61.0,3.0,2.0,7.0,,1.0,4.0,2.0,1.0,12.0,2.0,44.0,49.0,3.0,30.0,15.0,1.0,,,,,,,52.0,10.0,14.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,10.0,1.0,,,15.0,,10.0,10.0,3.0,,,77.0,41.0,7.0,1.0,2.0,3.0,3.0,383.0,4.0,,59.0,41.0,16.0,,,,,,127.0,127.0,1.0,32.0,19.0,52.4,,,,0.0,1.0,1.0,2.0,1.0,,,2.0,,,2.0,66.0,300.0,5.0,189.0,24.0,30.0,14.0,1.0,8.0,7.0,111.0,8.0,235.0,1.0,1.0,33.0,22.0,69.0,,416.0,,1.0,7.0,12.0,,19.0,0.0,584.0,10.0,,9.0,1.0,9.0,0.0,67.0,1.0,,2.0,164.0,,89.0,,96.0,,9.0,,1.0,2.0,4.0,17.0,17.0,6.0,,,,,,
2016-17,855511,34,2017-04-22 15:00:00,21,West Ham,Home,128.0,20.0,3.0,9.0,6.0,5.0,,138.0,2.0,,4.0,8.0,8.0,25.0,257.0,,,11.0,14.0,19.0,8.0,2.0,6.0,,,,,1.0,,,,,,8.0,,,,,,,1.0,3.0,8.0,7.0,66.0,2.0,7.0,8.0,,8.0,12.0,3.0,,12.0,,51.0,64.0,2.0,19.0,12.0,,,,,,,,61.0,9.0,15.0,,,1.0,2.0,1.0,,,,,,4.0,,,,12.0,,17.0,17.0,,,4.0,72.0,33.0,4.0,,4.0,6.0,3.0,322.0,1.0,,50.0,62.0,31.0,,,,,,141.0,141.0,4.0,34.0,21.0,40.6,,,,0.0,,,,,1.0,,5.0,1.0,,2.0,54.0,239.0,10.0,145.0,33.0,19.0,21.0,6.0,23.0,17.0,97.0,12.0,224.0,,,28.0,9.0,63.0,1.0,346.0,,0.0,15.0,17.0,,18.0,2.0,534.0,13.0,,13.0,8.0,15.0,0.0,43.0,,,,150.0,,74.0,,79.0,,10.0,,,,6.0,9.0,14.0,9.0,,,,,,
2016-17,855517,35,2017-04-29 15:00:00,21,West Ham,Away,140.0,14.0,,4.0,4.0,2.0,1.0,156.0,2.0,1.0,4.0,5.0,6.0,19.0,292.0,1.0,,15.0,22.0,21.0,8.0,1.0,1.0,,,,,,,,,,,10.0,,,,,,1.0,9.0,10.0,8.0,4.0,71.0,,4.0,9.0,,3.0,10.0,2.0,,8.0,1.0,53.0,62.0,,38.0,19.0,,,,,,,,44.0,3.0,12.0,,,1.0,2.0,,,,,,,9.0,,,,19.0,,20.0,20.0,5.0,,4.0,70.0,40.0,5.0,,3.0,6.0,4.0,353.0,7.0,,31.0,89.0,28.0,,,,,,139.0,139.0,2.0,32.0,29.0,42.9,,,,0.0,2.0,2.0,4.0,,,,4.0,,,3.0,64.0,282.0,9.0,153.0,26.0,38.0,23.0,3.0,17.0,14.0,101.0,8.0,238.0,,1.0,22.0,7.0,51.0,4.0,374.0,2.0,0.0,12.0,17.0,,18.0,0.0,604.0,21.0,,12.0,3.0,14.0,0.0,59.0,,,,154.0,,90.0,2.0,71.0,,16.0,,,,3.0,25.0,25.0,17.0,,,,,,
2016-17,855531,36,2017-05-05 20:00:00,21,West Ham,Home,79.0,19.0,1.0,2.0,1.0,4.0,,107.0,3.0,,,8.0,9.0,25.0,184.0,1.0,,19.0,17.0,15.0,10.0,,1.0,2.0,,,,,,,,,,11.0,,,,,,1.0,6.0,5.0,6.0,7.0,70.0,3.0,1.0,10.0,,3.0,9.0,1.0,,14.0,2.0,52.0,44.0,3.0,44.0,22.0,,1.0,,,,,,46.0,8.0,9.0,1.0,,1.0,1.0,,1.0,,,1.0,,8.0,1.0,,,22.0,,18.0,18.0,3.0,,,79.0,32.0,7.0,,6.0,5.0,5.0,246.0,2.0,,46.0,68.0,18.0,,,,,,143.0,143.0,7.0,29.0,25.0,32.4,,,,0.0,4.0,1.0,5.0,,,2.0,7.0,,,3.0,60.0,174.0,11.0,94.0,30.0,44.0,9.0,3.0,14.0,11.0,101.0,10.0,192.0,,,33.0,9.0,71.0,3.0,272.0,2.0,0.0,13.0,14.0,2.0,23.0,4.0,483.0,19.0,,6.0,4.0,7.0,0.0,44.0,2.0,2.0,1.0,139.0,,48.0,1.0,41.0,2.0,18.0,,,,6.0,16.0,16.0,11.0,,,,,,
2016-17,855541,37,2017-05-14 14:15:00,21,West Ham,Home,102.0,19.0,1.0,3.0,2.0,4.0,,107.0,5.0,,5.0,5.0,4.0,26.0,206.0,,,9.0,17.0,12.0,4.0,2.0,3.0,,,1.0,,1.0,,,,,,3.0,,,,,2.0,3.0,15.0,11.0,7.0,3.0,57.0,2.0,1.0,9.0,,4.0,7.0,3.0,,14.0,3.0,47.0,46.0,2.0,21.0,11.0,,3.0,,,,,,45.0,5.0,10.0,,,2.0,2.0,1.0,,,,,,11.0,,1.0,,11.0,2.0,10.0,10.0,,,5.0,73.0,33.0,6.0,,3.0,3.0,3.0,261.0,1.0,,37.0,54.0,21.0,,,,,,138.0,138.0,2.0,31.0,13.0,33.3,2.0,,1.0,0.0,3.0,4.0,7.0,,,,6.0,,,3.0,44.0,188.0,6.0,126.0,30.0,21.0,14.0,3.0,15.0,12.0,71.0,9.0,178.0,1.0,,35.0,6.0,71.0,3.0,289.0,,0.0,10.0,14.0,1.0,12.0,2.0,462.0,10.0,,12.0,4.0,14.0,0.0,48.0,,2.0,,123.0,,60.0,1.0,58.0,,20.0,,1.0,,4.0,8.0,8.0,5.0,,,,,,
2016-17,855543,38,2017-05-21 15:00:00,21,West Ham,Away,170.0,21.0,,2.0,2.0,2.0,,206.0,3.0,,1.0,4.0,13.0,21.0,374.0,,,18.0,25.0,22.0,5.0,,,,,1.0,,1.0,,,,,,13.0,,,,,,,4.0,5.0,6.0,8.0,61.0,6.0,5.0,6.0,,5.0,11.0,8.0,,10.0,,55.0,56.0,6.0,24.0,11.0,,,,,,,,65.0,14.0,11.0,2.0,,1.0,,1.0,1.0,,1.0,1.0,,11.0,2.0,,1.0,11.0,1.0,10.0,10.0,2.0,,1.0,92.0,37.0,2.0,,1.0,5.0,4.0,460.0,1.0,,81.0,75.0,26.0,,,,,,165.0,165.0,2.0,22.0,30.0,55.3,,3.0,,0.0,,,,,1.0,,5.0,,,2.0,87.0,361.0,6.0,203.0,38.0,24.0,12.0,2.0,21.0,19.0,133.0,6.0,307.0,1.0,,37.0,13.0,78.0,3.0,489.0,2.0,0.0,14.0,13.0,1.0,22.0,2.0,660.0,17.0,,10.0,5.0,9.0,0.0,79.0,1.0,,2.0,181.0,,133.0,2.0,96.0,,10.0,,,,6.0,12.0,12.0,4.0,,,,,,
2017-18,918898,1,2017-08-13 16:00:00,21,West Ham,Away,170.0,18.0,1.0,1.0,,1.0,,147.0,6.0,2.0,5.0,3.0,16.0,25.0,316.0,,,9.0,23.0,13.0,6.0,1.0,,,,,,,,,,,,8.0,,,1.0,,,,13.0,8.0,6.0,3.0,61.0,3.0,2.0,23.0,,1.0,8.0,1.0,,12.0,1.0,65.0,56.0,3.0,26.0,10.0,,1.0,,,,,,56.0,7.0,19.0,,,5.0,4.0,,,,,,,13.0,,1.0,,10.0,1.0,12.0,12.0,3.0,,5.0,73.0,40.0,11.0,,5.0,2.0,1.0,362.0,8.0,,58.0,46.0,20.0,,,,,,129.0,129.0,2.0,32.0,21.0,44.6,1.0,,2.0,0.0,,1.0,1.0,,,,6.0,,,3.0,74.0,295.0,7.0,188.0,32.0,26.0,5.0,1.0,14.0,13.0,112.0,6.0,223.0,1.0,2.0,13.0,16.0,53.0,4.0,397.0,,0.0,9.0,21.0,1.0,13.0,2.0,584.0,12.0,,3.0,1.0,16.0,0.0,48.0,1.0,1.0,,140.0,,108.0,3.0,101.0,,10.0,,1.0,,3.0,13.0,13.0,6.0,,,,,,
2017-18,919210,2,2017-08-19 15:00:00,21,West Ham,Away,98.0,12.0,2.0,10.0,8.0,3.0,3.0,104.0,6.0,,,5.0,3.0,34.0,192.0,,1.0,11.0,16.0,25.0,6.0,6.0,,,,,,,,,,,,9.0,,,,,,5.0,7.0,7.0,13.0,3.0,44.0,1.0,2.0,3.0,,2.0,4.0,8.0,,8.0,1.0,39.0,61.0,1.0,38.0,21.0,,,,,,,,64.0,10.0,18.0,2.0,,1.0,4.0,,,,,,,12.0,2.0,,,21.0,1.0,12.0,12.0,2.0,,,73.0,36.0,7.0,,5.0,7.0,8.0,250.0,3.0,,34.0,35.0,26.0,2.0,2.0,2.0,,,120.0,120.0,,15.0,20.0,33.9,,,2.0,0.0,1.0,1.0,2.0,,1.0,,6.0,,,3.0,42.0,169.0,12.0,113.0,23.0,38.0,8.0,2.0,18.0,16.0,93.0,11.0,192.0,,,31.0,3.0,79.0,,287.0,,1.0,16.0,12.0,1.0,13.0,1.0,455.0,14.0,,6.0,2.0,9.0,0.0,46.0,,,2.0,118.0,,61.0,1.0,62.0,,4.0,,2.0,,5.0,13.0,13.0,5.0,,,,,,
2017-18,918919,3,2017-08-26 15:00:00,21,West Ham,Away,227.0,17.0,1.0,2.0,1.0,1.0,,133.0,7.0,,6.0,6.0,10.0,51.0,358.0,,,28.0,25.0,16.0,4.0,,,,,1.0,,1.0,,,,,,7.0,,,,,,,10.0,7.0,3.0,5.0,50.0,2.0,,8.0,,5.0,4.0,4.0,,6.0,4.0,56.0,57.0,2.0,22.0,13.0,,,,,,,,64.0,11.0,16.0,,,3.0,2.0,1.0,,,,,,11.0,,,1.0,13.0,,7.0,7.0,,,6.0,95.0,41.0,7.0,,2.0,2.0,3.0,441.0,3.0,,54.0,59.0,17.0,,,,,,160.0,160.0,2.0,23.0,16.0,62.5,,,,0.0,3.0,2.0,5.0,,1.0,,5.0,,,3.0,41.0,337.0,4.0,262.0,34.0,22.0,16.0,5.0,15.0,10.0,83.0,8.0,226.0,,,39.0,12.0,102.0,2.0,473.0,1.0,0.0,8.0,17.0,,32.0,3.0,661.0,10.0,,8.0,5.0,13.0,0.0,74.0,,1.0,,174.0,,116.0,3.0,109.0,,9.0,,,,6.0,17.0,17.0,6.0,,,,,,
2017-18,918932,4,2017-09-11 20:00:00,21,West Ham,Home,92.0,17.0,2.0,7.0,5.0,3.0,2.0,131.0,1.0,,3.0,9.0,1.0,35.0,216.0,,,24.0,26.0,34.0,7.0,4.0,,,,2.0,,2.0,,,,,,12.0,,,1.0,,,1.0,4.0,6.0,10.0,9.0,52.0,5.0,6.0,8.0,,10.0,12.0,8.0,,14.0,2.0,64.0,71.0,5.0,23.0,14.0,,,,,,,,74.0,11.0,12.0,,,5.0,2.0,2.0,1.0,,,1.0,,4.0,1.0,,,14.0,1.0,10.0,10.0,,,3.0,72.0,37.0,3.0,1.0,5.0,7.0,3.0,293.0,7.0,,47.0,54.0,38.0,,,,,,155.0,155.0,5.0,23.0,18.0,43.5,1.0,,,0.0,,2.0,2.0,,,,10.0,1.0,,3.0,61.0,202.0,12.0,110.0,24.0,23.0,9.0,10.0,32.0,22.0,113.0,12.0,233.0,,,30.0,1.0,69.0,,311.0,,0.0,19.0,21.0,,27.0,1.0,535.0,15.0,,4.0,10.0,11.0,0.0,43.0,1.0,1.0,1.0,137.0,,70.0,1.0,61.0,,12.0,,,,8.0,23.0,23.0,10.0,,,,,,
2017-18,918942,5,2017-09-16 15:00:00,21,West Ham,Away,221.0,17.0,2.0,8.0,6.0,3.0,1.0,201.0,5.0,,4.0,11.0,5.0,50.0,414.0,,,19.0,6.0,15.0,5.0,2.0,,,,,,,,1.0,,,,7.0,,,1.0,,,,4.0,2.0,4.0,5.0,51.0,,3.0,9.0,,3.0,9.0,15.0,,3.0,,29.0,45.0,,16.0,8.0,,,,,,,,71.0,7.0,14.0,,,6.0,6.0,,,,,,,7.0,,,,8.0,1.0,7.0,7.0,,,4.0,83.0,58.0,2.0,,4.0,3.0,1.0,465.0,2.0,,83.0,63.0,27.0,,,,,,126.0,126.0,4.0,20.0,21.0,63.2,1.0,,,0.0,1.0,,1.0,,,,5.0,,,3.0,61.0,398.0,7.0,231.0,32.0,16.0,9.0,3.0,33.0,30.0,107.0,10.0,289.0,,,25.0,6.0,80.0,2.0,487.0,2.0,0.0,9.0,11.0,1.0,22.0,2.0,647.0,9.0,,5.0,3.0,6.0,0.0,73.0,,,,127.0,,139.0,5.0,148.0,,11.0,,,,4.0,14.0,14.0,2.0,,,,,,
2017-18,918952,6,2017-09-23 12:30:00,21,West Ham,Home,118.0,21.0,2.0,5.0,3.0,3.0,,148.0,3.0,2.0,2.0,13.0,8.0,49.0,261.0,,,23.0,22.0,16.0,6.0,,,,,,,,,,,,,7.0,,,,,,,7.0,8.0,6.0,4.0,65.0,2.0,1.0,9.0,,4.0,9.0,12.0,,12.0,1.0,60.0,60.0,2.0,23.0,13.0,,,,,,,,63.0,10.0,20.0,1.0,,4.0,2.0,,2.0,,2.0,1.0,1.0,6.0,1.0,,,13.0,,18.0,18.0,1.0,,2.0,85.0,41.0,3.0,1.0,4.0,4.0,4.0,332.0,3.0,,90.0,56.0,30.0,,,,,,173.0,173.0,3.0,28.0,29.0,48.9,,,,0.0,1.0,1.0,2.0,,1.0,,5.0,,,3.0,66.0,239.0,8.0,140.0,39.0,23.0,13.0,3.0,26.0,23.0,111.0,7.0,253.0,,2.0,42.0,10.0,97.0,6.0,367.0,,0.0,10.0,19.0,2.0,28.0,4.0,592.0,18.0,,6.0,4.0,15.0,0.0,58.0,1.0,,1.0,151.0,,90.0,2.0,68.0,,14.0,,1.0,,8.0,25.0,25.0,11.0,,,,,,
2017-18,918962,7,2017-09-30 15:00:00,21,West Ham,Home,133.0,20.0,1.0,9.0,8.0,3.0,,163.0,4.0,,2.0,10.0,4.0,39.0,287.0,,,24.0,19.0,24.0,6.0,2.0,,,,,,,,,,,,7.0,,,1.0,,,1.0,1.0,5.0,7.0,2.0,65.0,1.0,2.0,6.0,,2.0,10.0,14.0,,8.0,1.0,51.0,65.0,1.0,25.0,16.0,,,,,,,,58.0,15.0,13.0,,,,,,1.0,,1.0,1.0,,5.0,1.0,,1.0,16.0,1.0,17.0,17.0,3.0,,2.0,77.0,49.0,1.0,,3.0,6.0,4.0,355.0,2.0,,81.0,60.0,30.0,,,,,,150.0,150.0,2.0,32.0,28.0,43.2,1.0,,,0.0,,1.0,1.0,,,,3.0,,,3.0,56.0,270.0,9.0,157.0,33.0,25.0,12.0,2.0,26.0,24.0,95.0,8.0,244.0,,,32.0,5.0,72.0,1.0,375.0,,0.0,9.0,22.0,,29.0,3.0,585.0,14.0,,6.0,2.0,17.0,0.0,59.0,1.0,,1.0,136.0,,90.0,2.0,90.0,,23.0,,,,9.0,19.0,19.0,7.0,,,,,,
2017-18,918964,8,2017-10-14 15:00:00,21,West Ham,Away,82.0,7.0,,1.0,1.0,2.0,,108.0,5.0,,1.0,9.0,7.0,28.0,189.0,,,12.0,30.0,25.0,5.0,,,,,,,,,,,,,8.0,,,,,,,8.0,12.0,3.0,5.0,50.0,5.0,1.0,9.0,,4.0,3.0,4.0,,5.0,3.0,63.0,48.0,5.0,30.0,19.0,,,,,,,,67.0,14.0,9.0,,,,,,1.0,,,1.0,,17.0,1.0,,,19.0,,13.0,13.0,2.0,,1.0,82.0,33.0,7.0,1.0,1.0,5.0,6.0,243.0,7.0,,19.0,51.0,21.0,,,,,,141.0,141.0,,17.0,20.0,37.9,,,3.0,0.0,2.0,2.0,4.0,1.0,2.0,,1.0,,,3.0,48.0,170.0,6.0,100.0,17.0,30.0,13.0,3.0,10.0,7.0,98.0,7.0,195.0,,,37.0,8.0,80.0,1.0,285.0,,1.0,8.0,9.0,,18.0,2.0,452.0,9.0,,6.0,4.0,6.0,0.0,35.0,1.0,,1.0,142.0,,57.0,5.0,51.0,,12.0,1.0,,2.0,8.0,6.0,6.0,1.0,,,,,,
2017-18,918982,9,2017-10-20 20:00:00,21,West Ham,Home,206.0,16.0,1.0,7.0,6.0,1.0,,307.0,2.0,,3.0,2.0,11.0,33.0,506.0,,,24.0,22.0,15.0,8.0,2.0,,,,1.0,,2.0,,,,,,11.0,,,,,,,5.0,2.0,8.0,8.0,55.0,2.0,9.0,5.0,,10.0,15.0,14.0,,5.0,2.0,41.0,50.0,2.0,3.0,2.0,,,,,,,,95.0,5.0,13.0,,,2.0,,2.0,,,,,,3.0,,,,2.0,,7.0,7.0,,,3.0,69.0,50.0,3.0,,4.0,6.0,2.0,585.0,1.0,,85.0,97.0,54.0,1.0,1.0,1.0,,,163.0,163.0,4.0,20.0,28.0,65.0,,,,0.0,2.0,,2.0,,,,5.0,,,2.0,118.0,489.0,10.0,228.0,32.0,3.0,13.0,10.0,39.0,29.0,170.0,7.0,415.0,,,10.0,11.0,54.0,3.0,604.0,,0.0,16.0,15.0,,25.0,1.0,786.0,26.0,,8.0,10.0,10.0,0.0,83.0,,,,171.0,,192.0,5.0,158.0,,14.0,,,,4.0,16.0,16.0,4.0,,,,,,
2017-18,918987,10,2017-10-28 15:00:00,21,West Ham,Away,110.0,11.0,2.0,2.0,,,,130.0,3.0,,1.0,3.0,4.0,23.0,238.0,,,18.0,19.0,19.0,1.0,2.0,,,,,,,,,,,,3.0,,,,,,1.0,16.0,4.0,4.0,2.0,61.0,4.0,1.0,14.0,,2.0,8.0,3.0,,12.0,4.0,69.0,75.0,4.0,36.0,20.0,,1.0,,,,,,54.0,15.0,18.0,2.0,,5.0,4.0,,1.0,,1.0,1.0,,10.0,2.0,,,20.0,,14.0,14.0,2.0,,1.0,84.0,37.0,11.0,,3.0,1.0,2.0,298.0,3.0,,48.0,64.0,25.0,1.0,1.0,1.0,,,151.0,151.0,6.0,29.0,21.0,44.1,,,1.0,0.0,6.0,1.0,7.0,,,,3.0,,,3.0,52.0,218.0,4.0,129.0,20.0,36.0,24.0,2.0,17.0,15.0,94.0,5.0,219.0,,,23.0,5.0,63.0,1.0,331.0,,0.0,6.0,23.0,,25.0,2.0,554.0,15.0,,15.0,2.0,13.0,0.0,44.0,1.0,,1.0,143.0,,68.0,2.0,76.0,,12.0,,,2.0,7.0,17.0,17.0,4.0,,,,,,
2017-18,919002,11,2017-11-04 17:30:00,21,West Ham,Home,165.0,16.0,,3.0,3.0,2.0,1.0,173.0,1.0,1.0,5.0,9.0,8.0,33.0,335.0,,,19.0,14.0,16.0,3.0,1.0,,,,,,,,,,,,5.0,,,,,1.0,1.0,12.0,3.0,5.0,1.0,70.0,,,10.0,,2.0,6.0,2.0,,17.0,3.0,51.0,48.0,,14.0,8.0,,,,,,,,67.0,9.0,13.0,1.0,1.0,2.0,2.0,,1.0,,1.0,1.0,,9.0,1.0,1.0,,8.0,1.0,6.0,6.0,,,5.0,92.0,42.0,3.0,,4.0,1.0,1.0,416.0,1.0,,74.0,63.0,13.0,,,,,,165.0,165.0,1.0,18.0,42.0,48.0,1.0,,,0.0,3.0,,4.0,,,,5.0,,,3.0,56.0,320.0,5.0,187.0,32.0,14.0,12.0,2.0,12.0,10.0,103.0,3.0,267.0,1.0,1.0,31.0,8.0,76.0,5.0,442.0,,0.0,6.0,10.0,,22.0,3.0,622.0,10.0,,9.0,2.0,5.0,0.0,88.0,2.0,2.0,1.0,167.0,,100.0,1.0,87.0,,19.0,1.0,,,4.0,29.0,29.0,15.0,,,,,,
2017-18,919011,12,2017-11-19 16:00:00,21,West Ham,Away,155.0,18.0,,5.0,5.0,3.0,1.0,186.0,3.0,,1.0,6.0,8.0,36.0,336.0,1.0,1.0,17.0,22.0,23.0,5.0,1.0,,,,1.0,,1.0,,,1.0,,,8.0,,,,,,1.0,12.0,5.0,8.0,2.0,67.0,1.0,,7.0,,1.0,10.0,2.0,,4.0,2.0,51.0,51.0,1.0,26.0,15.0,1.0,,,,,,,55.0,10.0,13.0,,,2.0,3.0,1.0,,,,,,9.0,,,1.0,15.0,,22.0,22.0,2.0,,1.0,75.0,43.0,3.0,,2.0,4.0,6.0,410.0,2.0,,51.0,79.0,21.0,,,,,,146.0,146.0,3.0,31.0,25.0,41.5,,,,0.0,2.0,3.0,5.0,,,,4.0,,,2.0,77.0,323.0,6.0,178.0,39.0,26.0,18.0,1.0,16.0,15.0,113.0,8.0,272.0,,,24.0,8.0,72.0,3.0,434.0,1.0,0.0,10.0,6.0,1.0,24.0,4.0,617.0,12.0,,9.0,1.0,5.0,0.0,64.0,1.0,2.0,,145.0,,114.0,,111.0,,14.0,1.0,1.0,,5.0,17.0,17.0,10.0,,,,,,
2017-18,919022,13,2017-11-24 20:00:00,21,West Ham,Home,97.0,7.0,1.0,5.0,4.0,5.0,1.0,208.0,6.0,,2.0,8.0,6.0,20.0,300.0,,,18.0,23.0,28.0,5.0,1.0,,,,,1.0,1.0,,,,1.0,,4.0,,,,,,1.0,3.0,4.0,7.0,1.0,66.0,3.0,1.0,9.0,,5.0,15.0,9.0,,16.0,,65.0,75.0,3.0,14.0,8.0,,,,,,,,61.0,9.0,12.0,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,8.0,,,,8.0,,4.0,4.0,,,2.0,72.0,40.0,5.0,1.0,3.0,4.0,4.0,360.0,,,92.0,52.0,32.0,,,,,,162.0,162.0,5.0,22.0,32.0,49.3,,1.0,1.0,0.0,,1.0,1.0,,,,3.0,,,2.0,93.0,285.0,7.0,117.0,17.0,14.0,26.0,5.0,31.0,26.0,131.0,11.0,295.0,,,29.0,6.0,49.0,,381.0,,0.0,8.0,19.0,,27.0,1.0,595.0,19.0,,18.0,5.0,12.0,0.0,51.0,1.0,1.0,,160.0,,93.0,2.0,77.0,,19.0,,1.0,,5.0,20.0,20.0,10.0,,,,,,
2017-18,919030,14,2017-11-29 20:00:00,21,West Ham,Away,197.0,23.0,1.0,2.0,1.0,3.0,,211.0,,1.0,4.0,7.0,5.0,25.0,406.0,,,28.0,26.0,22.0,3.0,2.0,,,,,,,,,,,,4.0,,1.0,1.0,,,1.0,6.0,2.0,5.0,2.0,66.0,1.0,1.0,11.0,,6.0,18.0,5.0,,8.0,1.0,62.0,65.0,1.0,13.0,9.0,1.0,,,,,,,73.0,6.0,16.0,,,4.0,2.0,,,,,,,4.0,,,,9.0,1.0,7.0,7.0,1.0,,4.0,76.0,39.0,2.0,,3.0,2.0,3.0,486.0,1.0,,76.0,83.0,43.0,,1.0,1.0,1.0,1.0,168.0,168.0,6.0,30.0,24.0,56.1,1.0,,,0.0,1.0,,1.0,,1.0,,3.0,,,3.0,89.0,389.0,5.0,215.0,40.0,13.0,28.0,6.0,31.0,25.0,146.0,13.0,327.0,,1.0,33.0,6.0,66.0,1.0,511.0,1.0,0.0,7.0,11.0,,30.0,1.0,703.0,24.0,,17.0,6.0,7.0,0.0,64.0,,1.0,,157.0,,154.0,2.0,136.0,,10.0,,,,4.0,14.0,14.0,5.0,,,,,,
2017-18,919039,15,2017-12-03 16:00:00,21,West Ham,Away,77.0,6.0,1.0,3.0,2.0,3.0,,84.0,7.0,,1.0,5.0,4.0,23.0,158.0,1.0,,12.0,17.0,15.0,4.0,1.0,,1.0,,,,,,1.0,,,,3.0,,,,,,1.0,12.0,12.0,5.0,2.0,61.0,4.0,,13.0,,4.0,8.0,1.0,1.0,19.0,5.0,58.0,52.0,4.0,37.0,16.0,,,,,,,,35.0,7.0,5.0,,,1.0,2.0,,1.0,,1.0,,1.0,15.0,,2.0,,16.0,,15.0,15.0,1.0,,1.0,60.0,28.0,10.0,,3.0,3.0,4.0,194.0,9.0,,37.0,28.0,14.0,,,,,,129.0,129.0,5.0,45.0,4.0,23.0,,,1.0,0.0,3.0,3.0,6.0,,,1.0,3.0,,,3.0,35.0,144.0,6.0,99.0,17.0,37.0,15.0,3.0,14.0,11.0,57.0,5.0,135.0,2.0,1.0,20.0,4.0,57.0,4.0,220.0,1.0,0.0,7.0,20.0,,19.0,2.0,446.0,11.0,,12.0,4.0,12.0,0.0,41.0,,,,115.0,,34.0,5.0,30.0,1.0,18.0,,,3.0,4.0,20.0,20.0,11.0,,,,,,
