season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2023-24,2367628,10,2023-10-28 15:00:00,"Vitality Stadium, Bournemouth",11152.0,Bournemouth,Burnley,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,13.0,6.0,6.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,1.0,1.0,,,,1.0,6.0,5.0,5.0,4.0,38.0,15.0,56.0,47.0,366.0,470.0,277.0,373.0,44.3,55.7,28.0,17.0,25.0,12.0,16.0,9.0,7.0,9.0,16.0,26.0,16.0,26.0,7.0,8.0,1.0,3.0,,,,1.0,8.0,10.0,6.0,14.0,148.0,148.0,3.0,4.0,1.0,2.0,,,,,62.0,43.0,43.0,62.0,15.0,14.0,14.0,15.0,10.0,5.0,10.0,5.0,1.0,,9.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,
2023-24,2367629,10,2023-10-28 15:00:00,"Emirates Stadium, London",60153.0,Arsenal,Sheff Utd,5,0,0,5,W,L,1,0,0,1,0,0,0,0,5.0,,13.0,2.0,8.0,,2.0,1.0,3.0,1.0,2.0,,3.0,,1.0,,,,2.0,,8.0,2.0,7.0,1.0,25.0,9.0,69.0,31.0,659.0,323.0,598.0,241.0,67.1,32.9,43.0,7.0,10.0,20.0,4.0,13.0,8.0,8.0,8.0,21.0,8.0,21.0,8.0,8.0,1.0,4.0,,,,1.0,3.0,6.0,15.0,4.0,113.0,112.0,,2.0,,5.0,1.0,,,,40.0,42.0,42.0,40.0,11.0,11.0,11.0,11.0,6.0,1.0,6.0,1.0,,,9.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,,,,,,,,
2023-24,2367630,10,2023-10-29 14:00:00,"Villa Park, Birmingham",41785.0,Aston Villa,Luton,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,17.0,7.0,6.0,1.0,5.0,2.0,6.0,4.0,4.0,1.0,,,5.0,1.0,,1.0,2.0,,16.0,5.0,11.0,3.0,30.0,19.0,56.0,28.0,617.0,243.0,558.0,188.0,70.5,29.5,44.0,15.0,11.0,17.0,8.0,8.0,3.0,7.0,9.0,8.0,9.0,8.0,4.0,5.0,4.0,6.0,1.0,,,,5.0,7.0,8.0,6.0,95.0,94.0,1.0,4.0,1.0,3.0,,,1.0,1.0,40.0,47.0,47.0,40.0,13.0,14.0,14.0,13.0,6.0,4.0,6.0,4.0,4.0,2.0,11.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,,6.0,,,,,,,,
2023-24,2367631,10,2023-10-29 14:00:00,"American Express Stadium, Falmer",31550.0,Brighton,Fulham,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,18.0,10.0,7.0,5.0,8.0,4.0,3.0,1.0,4.0,,,,4.0,,1.0,,1.0,1.0,11.0,7.0,8.0,5.0,22.0,16.0,47.0,43.0,823.0,331.0,746.0,261.0,71.1,28.9,33.0,20.0,21.0,27.0,15.0,17.0,6.0,19.0,10.0,14.0,10.0,14.0,6.0,3.0,1.0,4.0,,1.0,,,9.0,6.0,13.0,13.0,136.0,116.0,4.0,5.0,1.0,1.0,,,,,48.0,57.0,57.0,48.0,13.0,10.0,10.0,13.0,7.0,3.0,7.0,3.0,,,12.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,
2023-24,2367632,10,2023-10-28 12:30:00,"Stamford Bridge, London",39575.0,Chelsea,Brentford,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,17.0,7.0,2.0,5.0,8.0,1.0,7.0,1.0,2.0,4.0,,2.0,2.0,3.0,1.0,,,2.0,13.0,5.0,7.0,4.0,46.0,21.0,86.0,40.0,730.0,333.0,652.0,244.0,68.8,31.2,45.0,15.0,11.0,19.0,8.0,10.0,13.0,7.0,12.0,35.0,12.0,35.0,5.0,11.0,1.0,5.0,,,,,10.0,14.0,13.0,5.0,132.0,121.0,3.0,2.0,2.0,,,1.0,,,45.0,53.0,53.0,45.0,13.0,12.0,12.0,13.0,10.0,1.0,10.0,1.0,,,12.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2023-24,2367633,10,2023-10-27 20:00:00,"Selhurst Park, London",25074.0,Crystal Palace,Spurs,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,13.0,10.0,3.0,1.0,4.0,4.0,6.0,5.0,,1.0,,1.0,,,,,1.0,1.0,10.0,6.0,7.0,4.0,26.0,29.0,37.0,68.0,220.0,732.0,148.0,669.0,24.3,75.7,15.0,19.0,24.0,20.0,14.0,14.0,10.0,6.0,12.0,23.0,12.0,23.0,10.0,8.0,5.0,6.0,,,,,8.0,8.0,10.0,11.0,124.0,118.0,,2.0,2.0,1.0,,,1.0,,46.0,52.0,52.0,46.0,4.0,6.0,6.0,4.0,11.0,2.0,11.0,2.0,1.0,,19.0,11.0,11.0,18.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,
2023-24,2367634,10,2023-10-29 14:00:00,"Anfield, Liverpool",50143.0,Liverpool,Nott'm Forest,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,21.0,9.0,8.0,1.0,9.0,4.0,4.0,4.0,3.0,1.0,3.0,,1.0,1.0,,1.0,2.0,,13.0,5.0,9.0,2.0,42.0,19.0,76.0,42.0,728.0,266.0,654.0,193.0,72.6,27.4,34.0,20.0,12.0,19.0,5.0,10.0,4.0,11.0,11.0,31.0,11.0,31.0,6.0,6.0,4.0,4.0,,,,1.0,10.0,8.0,13.0,7.0,131.0,117.0,1.0,5.0,,3.0,1.0,,,,50.0,51.0,51.0,50.0,18.0,13.0,13.0,18.0,8.0,3.0,8.0,3.0,,2.0,9.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,
2023-24,2367635,10,2023-10-29 15:30:00,"Old Trafford, Manchester",73502.0,Man Utd,Man City,0,3,3,0,L,W,0,1,1,0,0,0,0,0,,3.0,7.0,21.0,3.0,10.0,3.0,6.0,1.0,5.0,1.0,6.0,,3.0,1.0,4.0,,,,2.0,7.0,14.0,4.0,10.0,17.0,39.0,24.0,45.0,391.0,605.0,316.0,542.0,39.5,60.5,16.0,42.0,14.0,12.0,8.0,9.0,6.0,12.0,24.0,9.0,24.0,9.0,3.0,7.0,5.0,1.0,,2.0,,,12.0,4.0,8.0,10.0,117.0,109.0,7.0,3.0,3.0,,,1.0,,,30.0,43.0,43.0,30.0,7.0,11.0,11.0,7.0,7.0,12.0,7.0,12.0,,,9.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,,1.0,,1.0,4.0,,,,,,,,,
2023-24,2367636,10,2023-10-29 13:00:00,"London Stadium, London",62469.0,West Ham,Everton,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,12.0,10.0,2.0,4.0,8.0,4.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,10.0,8.0,4.0,5.0,35.0,17.0,75.0,59.0,649.0,365.0,542.0,275.0,63.7,36.3,30.0,18.0,17.0,29.0,7.0,14.0,8.0,14.0,13.0,28.0,13.0,28.0,8.0,9.0,2.0,2.0,1.0,,,,5.0,18.0,20.0,10.0,167.0,137.0,3.0,2.0,1.0,,,1.0,,,58.0,59.0,59.0,58.0,13.0,18.0,18.0,13.0,4.0,3.0,4.0,3.0,2.0,,7.0,11.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,
2023-24,2367637,10,2023-10-28 17:30:00,"Molineux Stadium, Wolverhampton",31584.0,Wolves,Newcastle,2,2,2,2,D,D,1,2,2,1,0,0,0,0,2.0,2.0,11.0,13.0,6.0,5.0,2.0,3.0,3.0,5.0,,1.0,,2.0,,2.0,,,2.0,,6.0,7.0,5.0,4.0,27.0,27.0,44.0,39.0,393.0,516.0,321.0,445.0,43.2,56.8,27.0,28.0,28.0,16.0,20.0,12.0,12.0,10.0,21.0,21.0,21.0,21.0,7.0,7.0,6.0,3.0,,1.0,1.0,,11.0,22.0,9.0,19.0,124.0,127.0,2.0,4.0,2.0,2.0,,,,,74.0,43.0,43.0,74.0,9.0,4.0,4.0,9.0,8.0,7.0,8.0,7.0,1.0,,13.0,15.0,15.0,13.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,,,,,,,,,
2023-24,2367638,11,2023-11-04 15:00:00,"Gtech Community Stadium, Brentford",17103.0,Brentford,West Ham,3,2,2,3,W,L,1,2,2,1,0,0,0,0,3.0,2.0,16.0,12.0,4.0,2.0,6.0,8.0,6.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,9.0,10.0,4.0,3.0,38.0,38.0,58.0,60.0,560.0,373.0,450.0,265.0,59.4,40.6,37.0,27.0,9.0,13.0,3.0,8.0,5.0,11.0,31.0,25.0,31.0,25.0,9.0,9.0,,4.0,,,,,3.0,5.0,7.0,4.0,153.0,156.0,,2.0,2.0,3.0,,,,1.0,53.0,45.0,45.0,53.0,26.0,17.0,17.0,26.0,4.0,3.0,4.0,3.0,2.0,,12.0,14.0,13.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,,
2023-24,2367639,11,2023-11-04 15:00:00,"Turf Moor, Burnley",21578.0,Burnley,Crystal Palace,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,17.0,4.0,5.0,3.0,10.0,,2.0,1.0,2.0,3.0,,2.0,3.0,1.0,,,,2.0,15.0,4.0,6.0,4.0,39.0,6.0,62.0,40.0,591.0,296.0,500.0,214.0,67.5,32.5,38.0,6.0,15.0,14.0,8.0,10.0,8.0,6.0,7.0,38.0,7.0,38.0,6.0,5.0,1.0,2.0,,,1.0,,3.0,9.0,6.0,7.0,148.0,121.0,1.0,5.0,2.0,,,1.0,,,52.0,44.0,44.0,52.0,17.0,20.0,20.0,17.0,12.0,1.0,12.0,1.0,3.0,1.0,9.0,12.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,,
2023-24,2367640,11,2023-11-04 15:00:00,"Goodison Park, Liverpool",38683.0,Everton,Brighton,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,10.0,7.0,4.0,2.0,4.0,4.0,2.0,1.0,,,,,,,,,,,4.0,5.0,3.0,2.0,19.0,33.0,50.0,105.0,208.0,866.0,129.0,778.0,20.1,79.9,13.0,29.0,16.0,6.0,8.0,4.0,6.0,3.0,24.0,12.0,24.0,12.0,6.0,4.0,1.0,2.0,,,,,9.0,5.0,3.0,8.0,111.0,136.0,2.0,3.0,1.0,1.0,,,1.0,,43.0,43.0,43.0,43.0,17.0,15.0,15.0,17.0,3.0,3.0,3.0,3.0,1.0,,15.0,5.0,5.0,15.0,0.0,0.0,0.0,0.0,,,,,,3.0,,,,,,,,
2023-24,2367641,11,2023-11-04 12:30:00,"Craven Cottage, London",24415.0,Fulham,Man Utd,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,18.0,12.0,3.0,5.0,8.0,5.0,7.0,2.0,1.0,,,,1.0,,,,,1.0,12.0,8.0,7.0,6.0,30.0,21.0,60.0,62.0,363.0,454.0,260.0,357.0,45.0,55.0,20.0,35.0,14.0,13.0,9.0,9.0,9.0,6.0,21.0,27.0,21.0,27.0,9.0,13.0,2.0,8.0,,,,,7.0,10.0,6.0,7.0,160.0,141.0,4.0,2.0,1.0,,,1.0,,,58.0,49.0,49.0,58.0,19.0,20.0,20.0,19.0,9.0,4.0,9.0,4.0,1.0,,9.0,15.0,15.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,,,,,,,
2023-24,2367642,11,2023-11-05 16:30:00,"Kenilworth Road, Luton",11049.0,Luton,Liverpool,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,8.0,24.0,5.0,6.0,2.0,12.0,1.0,6.0,1.0,6.0,1.0,,1.0,6.0,,1.0,1.0,1.0,4.0,20.0,4.0,10.0,21.0,59.0,43.0,89.0,229.0,659.0,135.0,581.0,26.2,73.8,13.0,41.0,20.0,12.0,10.0,5.0,8.0,7.0,43.0,17.0,43.0,17.0,10.0,6.0,5.0,1.0,,,,,6.0,15.0,6.0,9.0,145.0,158.0,5.0,4.0,1.0,1.0,,,,,61.0,44.0,44.0,61.0,13.0,21.0,21.0,13.0,4.0,7.0,4.0,7.0,,2.0,7.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,
2023-24,2367643,11,2023-11-04 15:00:00,"Etihad Stadium, Manchester",53358.0,Man City,Bournemouth,6,1,1,6,W,L,3,0,0,3,0,0,0,0,6.0,1.0,21.0,5.0,8.0,1.0,6.0,3.0,7.0,1.0,3.0,1.0,2.0,1.0,1.0,,1.0,1.0,6.0,1.0,20.0,4.0,14.0,1.0,35.0,9.0,56.0,19.0,731.0,395.0,680.0,339.0,64.8,35.2,45.0,13.0,5.0,7.0,4.0,6.0,4.0,8.0,9.0,21.0,9.0,21.0,8.0,3.0,1.0,6.0,,,,,2.0,9.0,5.0,3.0,83.0,82.0,,2.0,1.0,6.0,,,,,27.0,20.0,20.0,27.0,4.0,3.0,3.0,4.0,12.0,1.0,12.0,1.0,,,8.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,,,2.0,,,,,,,,
2023-24,2367644,11,2023-11-04 17:30:00,"St. James' Park, Newcastle",52194.0,Newcastle,Arsenal,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,9.0,14.0,2.0,1.0,3.0,4.0,4.0,9.0,1.0,,1.0,,,,,,1.0,,9.0,11.0,6.0,9.0,15.0,38.0,38.0,74.0,342.0,484.0,271.0,408.0,40.9,59.1,16.0,31.0,18.0,11.0,11.0,8.0,7.0,7.0,26.0,14.0,26.0,14.0,5.0,14.0,8.0,5.0,,,,,7.0,7.0,9.0,10.0,113.0,122.0,1.0,,,1.0,1.0,,,,47.0,46.0,46.0,47.0,13.0,14.0,14.0,13.0,,11.0,,11.0,,1.0,14.0,9.0,9.0,14.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,
2023-24,2367645,11,2023-11-05 14:00:00,"The City Ground, Nottingham",29313.0,Nott'm Forest,Aston Villa,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,5.0,13.0,3.0,3.0,2.0,6.0,,4.0,,2.0,,,1.0,2.0,,,2.0,,4.0,13.0,2.0,7.0,10.0,51.0,30.0,92.0,240.0,654.0,172.0,598.0,26.5,73.5,13.0,52.0,30.0,10.0,18.0,5.0,8.0,8.0,34.0,10.0,34.0,10.0,6.0,7.0,4.0,,,,,1.0,12.0,2.0,8.0,14.0,107.0,131.0,3.0,1.0,,2.0,1.0,,,,49.0,39.0,39.0,49.0,8.0,11.0,11.0,8.0,,10.0,,10.0,,,6.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,,,,,9.0,1.0,,,,,,,,
2023-24,2367646,11,2023-11-04 15:00:00,"Bramall Lane, Sheffield",29454.0,Sheff Utd,Wolves,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,11.0,10.0,2.0,3.0,6.0,5.0,3.0,2.0,,2.0,1.0,,,2.0,,,1.0,1.0,7.0,8.0,3.0,4.0,25.0,19.0,54.0,34.0,300.0,501.0,201.0,407.0,38.1,61.9,27.0,19.0,24.0,13.0,11.0,7.0,5.0,6.0,14.0,25.0,14.0,25.0,14.0,5.0,2.0,2.0,,,,,8.0,2.0,8.0,11.0,153.0,147.0,2.0,,1.0,2.0,,,,,44.0,57.0,57.0,44.0,11.0,25.0,25.0,11.0,4.0,4.0,4.0,4.0,,,13.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,3.0,,,,,,,,
2023-24,2367647,11,2023-11-06 20:00:00,"Tottenham Hotspur Stadium, London",61726.0,Spurs,Chelsea,1,4,4,1,L,W,1,1,1,1,2,0,0,2,1.0,4.0,8.0,17.0,5.0,8.0,1.0,7.0,2.0,2.0,1.0,4.0,,4.0,1.0,2.0,,,1.0,3.0,5.0,14.0,4.0,8.0,16.0,25.0,37.0,47.0,317.0,502.0,252.0,436.0,38.7,61.3,27.0,39.0,24.0,18.0,17.0,11.0,12.0,9.0,21.0,8.0,21.0,8.0,9.0,4.0,3.0,2.0,1.0,,,,16.0,7.0,4.0,9.0,111.0,122.0,3.0,4.0,4.0,1.0,,,,,55.0,53.0,53.0,55.0,4.0,7.0,7.0,4.0,1.0,6.0,1.0,6.0,1.0,2.0,12.0,21.0,20.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,3.0,7.0,,,,,,,,
2023-24,2367648,12,2023-11-11 17:30:00,"Vitality Stadium, Bournemouth",11201.0,Bournemouth,Newcastle,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,19.0,8.0,10.0,5.0,6.0,3.0,3.0,,1.0,,2.0,,1.0,,1.0,,,,14.0,4.0,9.0,3.0,27.0,16.0,59.0,39.0,422.0,469.0,331.0,377.0,47.6,52.4,27.0,19.0,27.0,23.0,18.0,16.0,9.0,6.0,13.0,18.0,13.0,18.0,8.0,11.0,,3.0,,,,,7.0,11.0,8.0,14.0,146.0,146.0,5.0,8.0,,2.0,1.0,,,,56.0,52.0,52.0,56.0,14.0,12.0,12.0,14.0,6.0,5.0,6.0,5.0,,1.0,10.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,,,,,,2.0,,,,,,,,
2023-24,2367649,12,2023-11-11 15:00:00,"Emirates Stadium, London",60232.0,Arsenal,Burnley,3,1,1,3,W,L,1,0,0,1,1,0,0,1,3.0,1.0,16.0,8.0,6.0,5.0,6.0,3.0,4.0,,3.0,,2.0,,1.0,,2.0,,2.0,,12.0,6.0,7.0,3.0,52.0,15.0,70.0,40.0,561.0,334.0,480.0,265.0,63.5,36.5,48.0,14.0,17.0,13.0,8.0,8.0,3.0,10.0,11.0,32.0,11.0,32.0,9.0,6.0,,4.0,1.0,,,,3.0,5.0,7.0,6.0,125.0,108.0,4.0,3.0,1.0,3.0,,,,,59.0,45.0,45.0,59.0,28.0,22.0,22.0,28.0,13.0,3.0,13.0,3.0,,,8.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,
2023-24,2367650,12,2023-11-12 14:00:00,"Villa Park, Birmingham",41608.0,Aston Villa,Fulham,3,1,1,3,W,L,2,0,0,2,0,0,0,0,3.0,1.0,12.0,9.0,6.0,5.0,5.0,4.0,1.0,,3.0,1.0,1.0,1.0,3.0,,,2.0,1.0,1.0,9.0,8.0,6.0,5.0,16.0,19.0,48.0,45.0,511.0,489.0,425.0,413.0,50.7,49.3,24.0,11.0,7.0,15.0,4.0,6.0,10.0,13.0,13.0,13.0,13.0,13.0,8.0,12.0,,1.0,,,,,12.0,11.0,10.0,5.0,123.0,114.0,4.0,4.0,1.0,3.0,,,,1.0,45.0,37.0,37.0,45.0,10.0,6.0,6.0,10.0,2.0,2.0,2.0,2.0,,,4.0,17.0,17.0,4.0,0.0,0.0,0.0,0.0,,,,,3.0,7.0,,,,,,,,
2023-24,2367651,12,2023-11-12 14:00:00,"American Express Stadium, Falmer",31367.0,Brighton,Sheff Utd,1,1,1,1,D,D,1,0,0,1,1,0,0,1,1.0,1.0,11.0,9.0,6.0,1.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,,1.0,,7.0,6.0,4.0,3.0,25.0,23.0,47.0,39.0,627.0,396.0,544.0,311.0,61.4,38.6,29.0,25.0,13.0,27.0,7.0,15.0,3.0,8.0,13.0,18.0,13.0,18.0,11.0,9.0,2.0,1.0,1.0,1.0,,,6.0,11.0,12.0,6.0,136.0,116.0,1.0,5.0,1.0,1.0,,,1.0,,54.0,57.0,57.0,54.0,14.0,11.0,11.0,14.0,6.0,3.0,6.0,3.0,2.0,,13.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,
2023-24,2367652,12,2023-11-12 16:30:00,"Stamford Bridge, London",39532.0,Chelsea,Man City,4,4,4,4,D,D,2,2,2,2,0,0,0,0,4.0,4.0,17.0,15.0,9.0,10.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,,,2.0,3.0,9.0,13.0,8.0,11.0,18.0,30.0,32.0,55.0,444.0,531.0,377.0,477.0,45.2,54.8,21.0,47.0,21.0,17.0,13.0,9.0,5.0,9.0,18.0,12.0,18.0,12.0,10.0,10.0,2.0,5.0,,,,1.0,14.0,9.0,5.0,10.0,109.0,105.0,6.0,5.0,4.0,4.0,,,,,46.0,48.0,48.0,46.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,,13.0,15.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
2023-24,2367653,12,2023-11-11 15:00:00,"Selhurst Park, London",25103.0,Crystal Palace,Everton,2,3,3,2,L,W,1,1,1,1,0,0,0,0,2.0,3.0,13.0,8.0,4.0,4.0,3.0,3.0,6.0,1.0,1.0,2.0,2.0,3.0,,,,1.0,1.0,2.0,10.0,6.0,8.0,4.0,36.0,27.0,71.0,68.0,658.0,310.0,573.0,227.0,67.2,32.8,48.0,20.0,17.0,22.0,9.0,13.0,12.0,10.0,26.0,36.0,26.0,36.0,7.0,8.0,1.0,6.0,,,,1.0,6.0,13.0,16.0,12.0,153.0,137.0,1.0,3.0,3.0,2.0,,,,,72.0,49.0,49.0,72.0,24.0,14.0,14.0,24.0,9.0,2.0,9.0,2.0,,,9.0,18.0,18.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,,4.0,,,,,,,,,
2023-24,2367654,12,2023-11-12 14:00:00,"Anfield, Liverpool",50151.0,Liverpool,Brentford,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,17.0,16.0,10.0,3.0,4.0,9.0,3.0,4.0,3.0,2.0,2.0,,1.0,2.0,,,3.0,,13.0,12.0,9.0,6.0,46.0,34.0,59.0,39.0,504.0,354.0,415.0,269.0,58.3,41.7,30.0,29.0,10.0,14.0,5.0,8.0,5.0,11.0,20.0,31.0,20.0,31.0,10.0,5.0,4.0,2.0,1.0,,,,11.0,6.0,6.0,8.0,141.0,132.0,3.0,8.0,,3.0,1.0,,,,46.0,60.0,60.0,46.0,21.0,19.0,19.0,21.0,6.0,8.0,6.0,8.0,,1.0,16.0,12.0,10.0,16.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,
2023-24,2367655,12,2023-11-11 15:00:00,"Old Trafford, Manchester",73599.0,Man Utd,Luton,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,15.0,10.0,4.0,4.0,8.0,2.0,3.0,4.0,3.0,,,,4.0,,,,,,10.0,8.0,5.0,6.0,46.0,17.0,90.0,37.0,576.0,321.0,501.0,254.0,64.5,35.5,37.0,20.0,17.0,14.0,10.0,11.0,3.0,15.0,12.0,34.0,12.0,34.0,4.0,8.0,4.0,3.0,1.0,,,,7.0,5.0,5.0,8.0,136.0,112.0,4.0,3.0,,1.0,1.0,,,,43.0,38.0,38.0,43.0,13.0,9.0,9.0,13.0,11.0,3.0,11.0,3.0,1.0,1.0,9.0,11.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,
2023-24,2367656,12,2023-11-12 14:00:00,"London Stadium, London",62470.0,West Ham,Nott'm Forest,3,2,2,3,W,L,1,1,1,1,0,0,0,0,3.0,2.0,16.0,10.0,6.0,5.0,4.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,1.0,11.0,8.0,10.0,7.0,31.0,31.0,68.0,57.0,516.0,438.0,439.0,356.0,54.3,45.7,20.0,19.0,19.0,17.0,12.0,8.0,6.0,8.0,26.0,26.0,26.0,26.0,8.0,10.0,3.0,6.0,,1.0,,,1.0,4.0,6.0,12.0,131.0,130.0,3.0,3.0,2.0,3.0,,,,,52.0,45.0,45.0,52.0,17.0,19.0,19.0,17.0,9.0,4.0,9.0,4.0,2.0,1.0,9.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,
2023-24,2367657,12,2023-11-11 12:30:00,"Molineux Stadium, Wolverhampton",31642.0,Wolves,Spurs,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,17.0,6.0,4.0,2.0,6.0,2.0,7.0,2.0,3.0,1.0,2.0,1.0,2.0,,,,2.0,1.0,11.0,6.0,8.0,4.0,36.0,14.0,45.0,53.0,430.0,628.0,364.0,551.0,41.5,58.5,22.0,14.0,23.0,19.0,13.0,11.0,10.0,7.0,10.0,27.0,10.0,27.0,14.0,4.0,2.0,7.0,,,,,9.0,21.0,9.0,16.0,125.0,130.0,1.0,2.0,1.0,2.0,,,,,69.0,56.0,56.0,69.0,10.0,9.0,9.0,10.0,11.0,3.0,11.0,3.0,2.0,,19.0,15.0,15.0,19.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,,,,,,,
