season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2020-21,2128296,2,2020-09-19 20:00:00,"Emirates Stadium, London",,Arsenal,West Ham,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,7.0,14.0,3.0,3.0,1.0,6.0,3.0,5.0,2.0,2.0,2.0,1.0,,2.0,,1.0,2.0,1.0,6.0,9.0,5.0,5.0,33.0,21.0,53.0,38.0,669.0,383.0,577.0,314.0,62.6,37.4,29.0,19.0,8.0,10.0,5.0,5.0,11.0,10.0,17.0,27.0,17.0,27.0,21.0,20.0,6.0,3.0,1.0,,,,5.0,8.0,6.0,2.0,138.0,115.0,2.0,1.0,1.0,2.0,,,,,44.0,40.0,40.0,44.0,17.0,16.0,16.0,17.0,7.0,5.0,7.0,5.0,,,11.0,13.0,12.0,11.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,,,,,,,,
2020-21,2128297,2,2020-09-21 18:00:00,"Villa Park, Birmingham",,Aston Villa,Sheff Utd,1,0,0,1,W,L,0,0,0,0,0,1,1,0,1.0,,18.0,4.0,2.0,1.0,11.0,2.0,5.0,1.0,,,,,,1.0,,,1.0,,18.0,2.0,7.0,1.0,55.0,21.0,68.0,41.0,553.0,221.0,486.0,131.0,71.9,28.1,45.0,11.0,5.0,9.0,4.0,6.0,7.0,7.0,14.0,36.0,14.0,36.0,11.0,7.0,1.0,5.0,,,,,6.0,4.0,6.0,3.0,127.0,128.0,1.0,1.0,,1.0,1.0,,,,54.0,49.0,49.0,54.0,32.0,22.0,22.0,32.0,10.0,4.0,10.0,4.0,1.0,1.0,12.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,,1.0,,,1.0,,,,,,,,,
2020-21,2128298,2,2020-09-20 16:30:00,"Stamford Bridge, London",,Chelsea,Liverpool,0,2,2,0,L,W,0,0,0,0,1,0,0,1,,2.0,5.0,18.0,3.0,6.0,2.0,9.0,,3.0,,1.0,,2.0,1.0,1.0,,,,1.0,2.0,12.0,1.0,6.0,9.0,51.0,24.0,74.0,488.0,764.0,412.0,681.0,38.7,61.3,13.0,40.0,17.0,14.0,9.0,7.0,11.0,8.0,34.0,3.0,34.0,3.0,18.0,19.0,4.0,,,,1.0,,12.0,16.0,4.0,11.0,113.0,132.0,3.0,3.0,2.0,,,1.0,,,50.0,37.0,37.0,50.0,11.0,3.0,3.0,11.0,1.0,11.0,1.0,11.0,,1.0,10.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,1.0,,,,,,,,
2020-21,2128299,2,2020-09-19 12:30:00,"Goodison Park, Liverpool",,Everton,West Brom,5,2,2,5,W,L,2,1,1,2,0,1,1,0,5.0,2.0,17.0,6.0,7.0,4.0,5.0,1.0,5.0,1.0,2.0,,3.0,,1.0,,1.0,1.0,3.0,1.0,12.0,4.0,7.0,4.0,39.0,12.0,56.0,41.0,799.0,322.0,722.0,253.0,71.3,28.7,38.0,15.0,21.0,18.0,13.0,6.0,6.0,12.0,4.0,20.0,4.0,20.0,19.0,14.0,1.0,5.0,1.0,1.0,,,5.0,7.0,10.0,14.0,137.0,117.0,2.0,2.0,2.0,5.0,,,,,50.0,45.0,45.0,50.0,12.0,14.0,14.0,12.0,11.0,1.0,11.0,1.0,4.0,,9.0,11.0,10.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,
2020-21,2128300,2,2020-09-19 15:00:00,"Elland Road, Leeds",,Leeds,Fulham,4,3,3,4,W,L,2,1,1,2,0,0,0,0,4.0,3.0,10.0,14.0,7.0,6.0,2.0,5.0,1.0,3.0,,2.0,1.0,3.0,,,,1.0,2.0,2.0,7.0,9.0,5.0,6.0,27.0,24.0,52.0,50.0,444.0,438.0,337.0,354.0,50.3,49.7,19.0,14.0,22.0,18.0,17.0,11.0,10.0,16.0,11.0,16.0,11.0,16.0,20.0,22.0,3.0,1.0,,,,,20.0,12.0,13.0,13.0,174.0,153.0,3.0,3.0,3.0,4.0,,,,,69.0,70.0,70.0,69.0,18.0,20.0,20.0,18.0,5.0,3.0,5.0,3.0,1.0,,13.0,18.0,17.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,
2020-21,2128301,2,2020-09-20 19:00:00,"King Power Stadium, Leicester",,Leicester,Burnley,4,2,2,4,W,L,1,1,1,1,0,0,0,0,4.0,2.0,14.0,16.0,6.0,5.0,2.0,8.0,6.0,3.0,,2.0,1.0,,,2.0,,1.0,2.0,1.0,12.0,11.0,10.0,5.0,41.0,27.0,47.0,58.0,621.0,292.0,526.0,199.0,67.8,32.2,36.0,25.0,13.0,12.0,6.0,6.0,11.0,12.0,13.0,28.0,13.0,28.0,12.0,11.0,3.0,6.0,,,,,7.0,4.0,4.0,8.0,147.0,129.0,3.0,3.0,2.0,4.0,,,,1.0,47.0,59.0,59.0,47.0,18.0,30.0,30.0,18.0,15.0,4.0,15.0,4.0,,2.0,11.0,13.0,12.0,11.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,
2020-21,2128302,2,2020-09-19 17:30:00,"Old Trafford, Manchester",,Man Utd,Crystal Palace,1,3,3,1,L,W,0,1,1,0,0,0,0,0,1.0,3.0,17.0,14.0,4.0,5.0,4.0,6.0,9.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,12.0,11.0,8.0,6.0,43.0,13.0,84.0,34.0,705.0,225.0,606.0,138.0,75.8,24.2,38.0,19.0,14.0,24.0,9.0,12.0,9.0,21.0,14.0,33.0,14.0,33.0,33.0,28.0,3.0,9.0,,,,,9.0,13.0,16.0,8.0,166.0,135.0,2.0,3.0,3.0,1.0,,,,,48.0,61.0,61.0,48.0,11.0,16.0,16.0,11.0,9.0,3.0,9.0,3.0,,,13.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,2.0,,,,,,,,
2020-21,2128303,2,2020-09-20 14:00:00,"St. James' Park, Newcastle",,Newcastle,Brighton,0,3,3,0,L,W,0,2,2,0,0,1,1,0,,3.0,6.0,13.0,,6.0,4.0,6.0,2.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,2.0,5.0,8.0,2.0,5.0,27.0,21.0,47.0,55.0,386.0,444.0,296.0,358.0,47.2,52.8,10.0,13.0,10.0,8.0,5.0,3.0,9.0,11.0,14.0,20.0,14.0,20.0,13.0,12.0,1.0,2.0,,,,,2.0,2.0,6.0,5.0,138.0,122.0,4.0,,3.0,,,1.0,,,47.0,40.0,40.0,47.0,21.0,15.0,15.0,21.0,7.0,1.0,7.0,1.0,1.0,1.0,16.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,2.0,,,,,,,,
2020-21,2128304,2,2020-09-20 12:00:00,"St. Mary's Stadium, Southampton",,Southampton,Spurs,2,5,5,2,L,W,1,1,1,1,0,0,0,0,2.0,5.0,14.0,9.0,7.0,6.0,5.0,1.0,2.0,2.0,,3.0,1.0,4.0,2.0,,1.0,1.0,1.0,4.0,7.0,8.0,4.0,7.0,21.0,12.0,72.0,45.0,460.0,419.0,354.0,303.0,52.5,47.5,19.0,8.0,8.0,8.0,6.0,3.0,8.0,5.0,7.0,21.0,7.0,21.0,21.0,20.0,2.0,2.0,,,,,8.0,11.0,5.0,2.0,150.0,157.0,1.0,5.0,5.0,2.0,,,,,52.0,61.0,61.0,52.0,16.0,31.0,31.0,16.0,3.0,2.0,3.0,2.0,3.0,,17.0,18.0,17.0,14.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,6.0,,,,,,,,
2020-21,2128305,2,2020-09-21 20:15:00,"Molineux Stadium, Wolverhampton",,Wolves,Man City,1,3,3,1,L,W,0,2,2,0,0,0,0,0,1.0,3.0,10.0,14.0,1.0,9.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,,1.0,,,1.0,2.0,10.0,10.0,5.0,8.0,20.0,22.0,30.0,63.0,356.0,692.0,273.0,602.0,34.8,65.2,14.0,24.0,25.0,22.0,12.0,9.0,15.0,4.0,9.0,10.0,9.0,10.0,19.0,17.0,2.0,4.0,,,,,12.0,12.0,12.0,16.0,136.0,140.0,6.0,,3.0,1.0,,,,,55.0,54.0,54.0,55.0,11.0,13.0,13.0,11.0,4.0,6.0,4.0,6.0,1.0,,7.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,3.0,,,,,,,,
2020-21,2128306,3,2020-09-26 12:30:00,"American Express Stadium, Falmer",,Brighton,Man Utd,2,3,3,2,L,W,1,1,1,1,0,0,0,0,2.0,3.0,18.0,7.0,5.0,3.0,9.0,1.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,,5.0,,1.0,1.0,14.0,4.0,6.0,4.0,41.0,13.0,56.0,34.0,488.0,445.0,413.0,372.0,53.3,46.7,30.0,18.0,12.0,15.0,7.0,10.0,14.0,11.0,4.0,21.0,4.0,21.0,24.0,21.0,2.0,4.0,1.0,,,,14.0,20.0,9.0,4.0,126.0,113.0,1.0,3.0,3.0,2.0,,,1.0,,58.0,56.0,56.0,58.0,10.0,11.0,11.0,10.0,7.0,1.0,7.0,1.0,1.0,2.0,18.0,16.0,16.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,
2020-21,2128307,3,2020-09-26 20:00:00,"Turf Moor, Burnley",,Burnley,Southampton,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,10.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,,1.0,,1.0,,,,,,1.0,4.0,4.0,3.0,2.0,43.0,16.0,59.0,48.0,522.0,480.0,374.0,341.0,53.4,46.6,24.0,12.0,15.0,12.0,6.0,8.0,15.0,9.0,11.0,37.0,11.0,37.0,23.0,20.0,2.0,4.0,,,,,4.0,3.0,11.0,10.0,205.0,188.0,,2.0,1.0,,,1.0,,,58.0,52.0,52.0,58.0,30.0,30.0,30.0,30.0,8.0,2.0,8.0,2.0,1.0,,8.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,
2020-21,2128308,3,2020-09-26 15:00:00,"Selhurst Park, London",,Crystal Palace,Everton,1,2,2,1,L,W,1,2,2,1,0,0,0,0,1.0,2.0,8.0,10.0,1.0,5.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,5.0,6.0,4.0,4.0,32.0,18.0,51.0,36.0,370.0,524.0,281.0,433.0,42.3,57.7,19.0,15.0,26.0,20.0,12.0,10.0,16.0,10.0,12.0,25.0,12.0,25.0,23.0,22.0,2.0,5.0,,,,,7.0,9.0,12.0,16.0,156.0,150.0,3.0,,2.0,1.0,,,,,64.0,60.0,60.0,64.0,15.0,21.0,21.0,15.0,7.0,6.0,7.0,6.0,2.0,1.0,16.0,15.0,14.0,14.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,,,,,,,,,
2020-21,2128309,3,2020-09-28 17:45:00,"Craven Cottage, London",,Fulham,Aston Villa,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,16.0,12.0,3.0,5.0,9.0,4.0,4.0,3.0,,4.0,,3.0,,1.0,1.0,,,3.0,13.0,11.0,6.0,7.0,47.0,20.0,66.0,49.0,538.0,302.0,461.0,213.0,65.0,35.0,31.0,26.0,9.0,23.0,4.0,16.0,7.0,11.0,7.0,34.0,7.0,34.0,14.0,12.0,3.0,5.0,,1.0,,,10.0,22.0,9.0,7.0,154.0,123.0,2.0,2.0,3.0,,,1.0,,,64.0,71.0,71.0,64.0,19.0,20.0,20.0,19.0,5.0,3.0,5.0,3.0,2.0,3.0,18.0,14.0,14.0,18.0,0.0,0.0,0.0,0.0,,,,,,3.0,,,,,,,,
2020-21,2128310,3,2020-09-28 20:00:00,"Anfield, Liverpool",,Liverpool,Arsenal,3,1,1,3,W,L,2,1,1,2,0,0,0,0,3.0,1.0,21.0,4.0,8.0,3.0,7.0,1.0,6.0,,3.0,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,,15.0,3.0,10.0,2.0,37.0,9.0,67.0,29.0,772.0,395.0,683.0,299.0,66.0,34.0,33.0,11.0,10.0,11.0,6.0,6.0,6.0,7.0,13.0,37.0,13.0,37.0,18.0,18.0,,6.0,,1.0,1.0,,5.0,8.0,7.0,7.0,143.0,138.0,2.0,5.0,1.0,3.0,,,,,31.0,38.0,38.0,31.0,6.0,12.0,12.0,6.0,7.0,3.0,7.0,3.0,,,11.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,,5.0,,,,,,,,
2020-21,2128311,3,2020-09-27 16:30:00,"Etihad Stadium, Manchester",,Man City,Leicester,2,5,5,2,L,W,1,1,1,1,0,0,0,0,2.0,5.0,16.0,7.0,5.0,7.0,7.0,,4.0,,2.0,1.0,1.0,4.0,1.0,,1.0,,1.0,2.0,9.0,4.0,5.0,4.0,31.0,11.0,84.0,30.0,680.0,267.0,614.0,200.0,71.7,28.3,18.0,13.0,12.0,23.0,7.0,9.0,8.0,8.0,7.0,22.0,7.0,22.0,13.0,10.0,,4.0,,,,,6.0,7.0,14.0,11.0,129.0,109.0,2.0,3.0,5.0,2.0,,,,,37.0,56.0,56.0,37.0,10.0,15.0,15.0,10.0,3.0,3.0,3.0,4.0,1.0,,13.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,,3.0,,3.0,2.0,3.0,,,,,,,,
2020-21,2128312,3,2020-09-27 12:00:00,"Bramall Lane, Sheffield",,Sheff Utd,Leeds,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,14.0,17.0,4.0,9.0,5.0,5.0,5.0,3.0,2.0,2.0,,1.0,2.0,1.0,,,,1.0,13.0,16.0,8.0,11.0,28.0,41.0,43.0,50.0,327.0,578.0,232.0,470.0,36.3,63.7,31.0,22.0,23.0,13.0,11.0,7.0,7.0,7.0,30.0,10.0,30.0,10.0,22.0,22.0,4.0,5.0,,1.0,,,7.0,12.0,10.0,16.0,142.0,170.0,7.0,4.0,1.0,,,1.0,,,62.0,60.0,60.0,62.0,23.0,25.0,25.0,23.0,5.0,7.0,5.0,7.0,1.0,1.0,18.0,4.0,4.0,15.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,
2020-21,2128313,3,2020-09-27 14:00:00,"Tottenham Hotspur Stadium, London",,Spurs,Newcastle,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,23.0,6.0,12.0,1.0,7.0,2.0,4.0,3.0,3.0,,1.0,1.0,3.0,,2.0,,1.0,,14.0,4.0,10.0,2.0,30.0,23.0,72.0,29.0,640.0,319.0,564.0,247.0,65.8,34.2,37.0,14.0,10.0,16.0,6.0,11.0,8.0,10.0,17.0,25.0,17.0,25.0,8.0,8.0,3.0,4.0,,,,,6.0,8.0,11.0,7.0,124.0,114.0,,11.0,1.0,1.0,,,,,43.0,60.0,60.0,43.0,17.0,24.0,24.0,17.0,10.0,4.0,10.0,4.0,2.0,1.0,15.0,9.0,8.0,14.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,1.0,,,,,,,,
