season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attPenTarget,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,goalFastbreak,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attLgLeft
2010-11,321724,7,2010-10-02 15:00:00,30,Bolton,Away,81.0,11.0,3.0,5.0,2.0,3.0,,119.0,7.0,2.0,1.0,2.0,14.0,19.0,195.0,,2.0,29.0,18.0,22.0,3.0,3.0,,1.0,,1.0,,,1.0,,,,,,6.0,,,,,,7.0,13.0,,,52.0,2.0,1.0,8.0,,4.0,7.0,3.0,,10.0,1.0,51.0,70.0,2.0,24.0,10.0,,1.0,86.0,12.0,8.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,,12.0,1.0,3.0,2.0,24.0,,23.0,22.0,2.0,2.0,85.0,37.0,8.0,,3.0,4.0,5.0,,6.0,,42.0,49.0,23.0,,,,,,191.0,170.0,3.0,22.0,21.0,43.5,,,1.0,0.0,1.0,3.0,,,1.0,1.0,5.0,,2.0,60.0,,7.0,99.0,47.0,45.0,8.0,4.0,14.0,10.0,1.0,141.0,18.0,230.0,3.0,2.0,10.0,17.0,52.0,3.0,315.0,,0.0,11.0,37.0,3.0,33.0,2.0,553.0,,3.0,4.0,21.0,0.0,,41.0,1.0,1.0,1.0,142.0,,73.0,,59.0,13.0,
2010-11,321731,8,2010-10-16 15:00:00,30,Bolton,Home,120.0,14.0,1.0,7.0,6.0,12.0,1.0,174.0,9.0,,4.0,21.0,18.0,37.0,287.0,,1.0,22.0,25.0,33.0,7.0,2.0,,,,,,,,,,,,,8.0,,,,,2.0,4.0,5.0,,,56.0,2.0,1.0,9.0,,5.0,9.0,10.0,,9.0,,60.0,68.0,2.0,26.0,16.0,,,92.0,13.0,7.0,1.0,,1.0,1.0,,,,,,,13.0,1.0,,1.0,31.0,,16.0,11.0,1.0,4.0,111.0,53.0,6.0,1.0,5.0,4.0,6.0,,1.0,,63.0,52.0,24.0,,,,,,228.0,209.0,1.0,26.0,19.0,59.4,,,1.0,0.0,1.0,1.0,,1.0,5.0,,5.0,,3.0,79.0,,9.0,154.0,43.0,45.0,10.0,5.0,25.0,20.0,,153.0,27.0,311.0,,,49.0,20.0,71.0,1.0,440.0,1.0,1.0,12.0,23.0,3.0,26.0,1.0,660.0,,5.0,5.0,15.0,0.0,,57.0,1.0,2.0,,195.0,,91.0,,97.0,15.0,
2010-11,321746,9,2010-10-23 15:00:00,30,Bolton,Away,78.0,13.0,,9.0,9.0,12.0,,161.0,7.0,,2.0,14.0,8.0,25.0,230.0,,,15.0,18.0,25.0,6.0,,,,,,,,1.0,,,,,1.0,9.0,,,,,,10.0,7.0,,,61.0,,3.0,14.0,,,4.0,12.0,,14.0,1.0,75.0,80.0,,16.0,5.0,,1.0,106.0,14.0,8.0,1.0,,2.0,1.0,1.0,,,,,,14.0,1.0,,,17.0,,25.0,17.0,3.0,3.0,92.0,47.0,5.0,,4.0,2.0,2.0,,3.0,,49.0,70.0,29.0,,,,,,203.0,189.0,5.0,18.0,28.0,49.2,,,,0.0,1.0,4.0,,,,,6.0,,3.0,90.0,,6.0,94.0,32.0,30.0,24.0,,17.0,17.0,,170.0,32.0,279.0,,,31.0,13.0,53.0,3.0,356.0,,0.0,11.0,38.0,4.0,17.0,2.0,596.0,,9.0,,32.0,0.0,,35.0,,,1.0,157.0,,71.0,,93.0,13.0,
2010-11,321751,10,2010-10-31 16:00:00,30,Bolton,Home,74.0,15.0,1.0,5.0,4.0,6.0,1.0,143.0,8.0,2.0,1.0,21.0,11.0,42.0,212.0,,,27.0,22.0,35.0,6.0,2.0,,,,,,2.0,3.0,,,,,1.0,9.0,,,,,1.0,5.0,6.0,,,49.0,4.0,7.0,3.0,,2.0,5.0,11.0,,11.0,,56.0,76.0,4.0,24.0,10.0,,1.0,114.0,16.0,13.0,,,6.0,4.0,3.0,,,,,,10.0,,2.0,,17.0,,13.0,11.0,1.0,1.0,99.0,62.0,4.0,,3.0,5.0,4.0,,3.0,,46.0,61.0,35.0,,,,,,184.0,167.0,3.0,21.0,13.0,41.2,,,,0.0,,1.0,,,,,4.0,,3.0,83.0,,8.0,88.0,34.0,41.0,8.0,2.0,21.0,20.0,,160.0,17.0,257.0,2.0,2.0,34.0,13.0,74.0,1.0,324.0,,0.0,15.0,24.0,,37.0,2.0,550.0,,4.0,1.0,18.0,0.0,,42.0,,,,168.0,,53.0,,61.0,11.0,
2010-11,321761,11,2010-11-06 12:45:00,30,Bolton,Home,72.0,16.0,1.0,5.0,4.0,12.0,,150.0,5.0,2.0,1.0,17.0,8.0,27.0,217.0,1.0,2.0,19.0,25.0,21.0,9.0,2.0,,1.0,,,,,,,,,,,14.0,1.0,,,1.0,2.0,8.0,5.0,,,63.0,2.0,4.0,6.0,,7.0,9.0,8.0,1.0,22.0,1.0,69.0,72.0,2.0,26.0,13.0,,,103.0,14.0,9.0,2.0,1.0,4.0,2.0,,3.0,,3.0,3.0,,10.0,3.0,,2.0,22.0,1.0,12.0,8.0,3.0,1.0,100.0,52.0,6.0,1.0,7.0,7.0,6.0,,2.0,,42.0,78.0,29.0,,,,,1.0,194.0,178.0,7.0,17.0,32.0,43.4,1.0,,,0.0,,2.0,,,,1.0,10.0,,3.0,92.0,,14.0,84.0,34.0,42.0,10.0,6.0,25.0,19.0,2.0,168.0,21.0,267.0,,2.0,37.0,9.0,62.0,2.0,326.0,1.0,0.0,20.0,36.0,3.0,25.0,1.0,569.0,,6.0,7.0,22.0,0.0,,37.0,,,,163.0,1.0,69.0,1.0,57.0,8.0,
2010-11,321774,12,2010-11-10 20:00:00,30,Bolton,Away,46.0,15.0,5.0,8.0,3.0,8.0,,108.0,6.0,,3.0,12.0,10.0,25.0,146.0,1.0,3.0,9.0,12.0,23.0,5.0,4.0,,1.0,,,,,,,1.0,,,,6.0,,1.0,,,1.0,18.0,9.0,,,42.0,8.0,4.0,8.0,1.0,9.0,8.0,3.0,,9.0,1.0,47.0,64.0,7.0,33.0,19.0,,,70.0,12.0,9.0,1.0,,2.0,,,1.0,,1.0,1.0,,14.0,1.0,1.0,,34.0,1.0,14.0,11.0,1.0,3.0,70.0,32.0,15.0,,4.0,6.0,3.0,,9.0,,41.0,39.0,22.0,,,,,,172.0,142.0,1.0,17.0,13.0,35.7,1.0,,2.0,0.0,4.0,2.0,,,,1.0,5.0,1.0,2.0,58.0,,10.0,58.0,31.0,62.0,11.0,9.0,20.0,11.0,2.0,113.0,22.0,196.0,1.0,,32.0,11.0,51.0,2.0,234.0,1.0,0.0,12.0,27.0,4.0,12.0,2.0,477.0,,5.0,10.0,19.0,0.0,,36.0,3.0,2.0,1.0,127.0,1.0,36.0,5.0,35.0,9.0,
2010-11,321786,13,2010-11-13 15:00:00,30,Bolton,Away,77.0,12.0,2.0,6.0,4.0,6.0,1.0,159.0,3.0,,2.0,14.0,12.0,34.0,230.0,1.0,1.0,17.0,21.0,28.0,10.0,2.0,,,,,,,1.0,,,,,,12.0,,,,,1.0,10.0,5.0,,,66.0,6.0,5.0,9.0,,2.0,9.0,7.0,,11.0,2.0,54.0,64.0,6.0,38.0,23.0,1.0,,92.0,11.0,9.0,1.0,,2.0,1.0,1.0,2.0,,1.0,2.0,,6.0,2.0,1.0,1.0,43.0,,13.0,9.0,1.0,2.0,99.0,41.0,12.0,1.0,5.0,9.0,5.0,,4.0,,52.0,52.0,28.0,,,,,,208.0,179.0,3.0,24.0,27.0,44.5,,,2.0,0.0,1.0,2.0,,,1.0,,7.0,,2.0,83.0,,14.0,101.0,36.0,67.0,9.0,2.0,19.0,17.0,,149.0,23.0,270.0,2.0,,38.0,14.0,75.0,2.0,352.0,1.0,0.0,17.0,21.0,4.0,26.0,0.0,610.0,,6.0,3.0,16.0,0.0,,47.0,1.0,,1.0,167.0,,72.0,2.0,66.0,14.0,
2010-11,321791,14,2010-11-20 15:00:00,30,Bolton,Home,112.0,9.0,1.0,9.0,8.0,4.0,,155.0,9.0,3.0,1.0,19.0,12.0,34.0,258.0,,3.0,9.0,14.0,18.0,11.0,1.0,,2.0,,,1.0,,2.0,,,,,,15.0,2.0,1.0,,,1.0,7.0,,,,68.0,3.0,3.0,12.0,,2.0,10.0,9.0,,7.0,1.0,50.0,70.0,3.0,22.0,11.0,,1.0,76.0,13.0,10.0,4.0,,5.0,1.0,2.0,2.0,,1.0,1.0,1.0,11.0,2.0,,,19.0,1.0,20.0,16.0,1.0,1.0,86.0,51.0,3.0,1.0,8.0,6.0,8.0,,,,41.0,52.0,29.0,,,,,2.0,157.0,147.0,5.0,28.0,30.0,49.3,1.0,,1.0,0.0,1.0,,,,,2.0,10.0,,3.0,72.0,,14.0,122.0,17.0,32.0,15.0,2.0,22.0,20.0,2.0,134.0,19.0,255.0,,3.0,42.0,13.0,59.0,4.0,355.0,,0.0,21.0,31.0,5.0,13.0,1.0,569.0,,11.0,2.0,22.0,0.0,,47.0,4.0,3.0,5.0,152.0,,77.0,2.0,79.0,14.0,
2010-11,321798,15,2010-11-27 15:00:00,30,Bolton,Home,90.0,14.0,1.0,9.0,8.0,7.0,,169.0,3.0,2.0,9.0,19.0,14.0,29.0,250.0,,2.0,11.0,23.0,22.0,18.0,1.0,,1.0,,3.0,,1.0,4.0,,,,,,25.0,,,,,1.0,7.0,10.0,,,59.0,,7.0,8.0,,4.0,13.0,8.0,,7.0,2.0,55.0,76.0,,16.0,9.0,,,85.0,8.0,14.0,,,3.0,,4.0,2.0,,1.0,2.0,,9.0,2.0,1.0,,20.0,,16.0,12.0,2.0,9.0,95.0,45.0,4.0,2.0,8.0,13.0,10.0,,4.0,,56.0,42.0,26.0,,,,,,182.0,166.0,3.0,25.0,20.0,48.7,,,,0.0,2.0,2.0,,,1.0,1.0,15.0,1.0,3.0,100.0,,21.0,98.0,28.0,32.0,20.0,4.0,25.0,21.0,1.0,166.0,18.0,282.0,1.0,2.0,47.0,15.0,59.0,,355.0,1.0,0.0,32.0,29.0,3.0,15.0,2.0,597.0,,11.0,4.0,18.0,0.0,,47.0,3.0,3.0,1.0,161.0,,76.0,3.0,71.0,16.0,
2010-11,321813,16,2010-12-04 15:00:00,30,Bolton,Away,71.0,15.0,4.0,6.0,2.0,5.0,,121.0,7.0,1.0,3.0,20.0,11.0,29.0,186.0,,1.0,19.0,12.0,16.0,6.0,1.0,,,,,,,1.0,,,,,,6.0,,,,,,14.0,7.0,,,54.0,3.0,5.0,14.0,,7.0,10.0,8.0,,13.0,6.0,63.0,59.0,3.0,7.0,5.0,1.0,,70.0,20.0,12.0,,,2.0,1.0,1.0,,,,,,12.0,,1.0,1.0,12.0,,25.0,19.0,3.0,3.0,78.0,40.0,8.0,,5.0,2.0,1.0,,5.0,,49.0,36.0,25.0,,,,,,176.0,166.0,2.0,26.0,18.0,41.0,,,,0.0,5.0,1.0,,,,,6.0,,3.0,57.0,,7.0,85.0,22.0,17.0,14.0,7.0,26.0,19.0,,121.0,19.0,233.0,2.0,1.0,42.0,12.0,55.0,1.0,292.0,,0.0,12.0,22.0,1.0,22.0,2.0,503.0,,9.0,8.0,18.0,0.0,,33.0,,,,138.0,,64.0,4.0,57.0,9.0,
2010-11,321818,17,2010-12-12 13:30:00,30,Bolton,Home,77.0,15.0,1.0,6.0,5.0,8.0,2.0,127.0,8.0,,4.0,13.0,12.0,31.0,198.0,,1.0,16.0,25.0,20.0,6.0,,,,,,,2.0,3.0,,,,,,8.0,,,,,2.0,16.0,5.0,,,52.0,8.0,3.0,3.0,1.0,3.0,8.0,5.0,,12.0,2.0,58.0,59.0,8.0,27.0,15.0,,,78.0,14.0,15.0,,,7.0,3.0,3.0,1.0,,1.0,1.0,,12.0,1.0,3.0,1.0,26.0,,12.0,7.0,1.0,4.0,99.0,54.0,10.0,2.0,4.0,3.0,6.0,,9.0,,39.0,52.0,24.0,,,,,,194.0,177.0,,19.0,17.0,49.6,,,2.0,0.0,4.0,1.0,,1.0,,,5.0,,2.0,63.0,,7.0,102.0,28.0,44.0,11.0,3.0,19.0,16.0,,129.0,20.0,234.0,3.0,,33.0,15.0,66.0,,317.0,,1.0,14.0,18.0,2.0,21.0,3.0,547.0,,6.0,3.0,16.0,0.0,,38.0,,,,163.0,,56.0,4.0,60.0,15.0,
2010-11,321834,18,2010-12-18 12:45:00,30,Bolton,Away,76.0,19.0,2.0,9.0,7.0,15.0,,165.0,6.0,2.0,3.0,10.0,21.0,28.0,232.0,1.0,1.0,35.0,21.0,26.0,11.0,1.0,,,,,,,,,,,,,11.0,,,,,,9.0,4.0,,,63.0,,6.0,10.0,,4.0,13.0,12.0,,13.0,1.0,65.0,61.0,,20.0,13.0,,,97.0,13.0,8.0,,,1.0,1.0,,,,,,,8.0,,1.0,,19.0,,12.0,11.0,2.0,3.0,102.0,57.0,2.0,,4.0,8.0,3.0,,1.0,,58.0,55.0,34.0,,,,,,222.0,210.0,3.0,21.0,26.0,52.6,,,,0.0,4.0,,,,1.0,,4.0,1.0,3.0,89.0,,12.0,111.0,36.0,32.0,11.0,4.0,30.0,26.0,,168.0,30.0,295.0,1.0,2.0,39.0,22.0,66.0,,376.0,1.0,0.0,13.0,24.0,1.0,41.0,3.0,610.0,,3.0,5.0,22.0,0.0,,40.0,3.0,3.0,,198.0,,57.0,1.0,81.0,15.0,
2010-11,321841,19,2010-12-26 15:00:00,30,Bolton,Home,111.0,6.0,2.0,5.0,3.0,7.0,1.0,137.0,4.0,1.0,5.0,16.0,13.0,27.0,243.0,1.0,3.0,25.0,13.0,14.0,8.0,3.0,,3.0,,,,1.0,1.0,,,,1.0,,9.0,,,,,1.0,10.0,6.0,,,68.0,3.0,2.0,6.0,,5.0,3.0,4.0,,8.0,1.0,40.0,48.0,3.0,22.0,14.0,,1.0,91.0,8.0,9.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,6.0,2.0,,,24.0,,18.0,10.0,2.0,6.0,92.0,45.0,7.0,1.0,6.0,6.0,6.0,,6.0,,62.0,34.0,17.0,,,,,,195.0,180.0,2.0,29.0,26.0,44.8,,,,0.0,2.0,2.0,,,1.0,3.0,6.0,,3.0,76.0,,12.0,134.0,25.0,37.0,8.0,5.0,13.0,8.0,3.0,148.0,27.0,246.0,,1.0,43.0,15.0,60.0,3.0,367.0,1.0,0.0,14.0,22.0,5.0,29.0,1.0,592.0,,3.0,5.0,16.0,0.0,,48.0,2.0,1.0,2.0,167.0,,72.0,5.0,80.0,20.0,
2010-11,321848,20,2010-12-29 19:45:00,30,Bolton,Away,95.0,13.0,,6.0,6.0,7.0,1.0,108.0,7.0,,3.0,13.0,17.0,27.0,197.0,,,16.0,23.0,14.0,6.0,1.0,,,,,,,,,,,,,7.0,,,,,2.0,6.0,10.0,,,60.0,3.0,3.0,19.0,1.0,3.0,6.0,8.0,,7.0,5.0,77.0,57.0,3.0,10.0,3.0,,,67.0,26.0,12.0,,,1.0,1.0,,,,,,,10.0,,,2.0,9.0,,18.0,13.0,2.0,3.0,100.0,48.0,6.0,,2.0,5.0,3.0,,3.0,,45.0,31.0,29.0,,,,,,165.0,157.0,3.0,28.0,22.0,42.2,,,,0.0,2.0,4.0,,,,,4.0,,3.0,55.0,,7.0,124.0,29.0,18.0,12.0,3.0,18.0,15.0,,108.0,18.0,204.0,,,45.0,18.0,62.0,3.0,310.0,1.0,0.0,10.0,23.0,2.0,26.0,2.0,487.0,,8.0,3.0,16.0,0.0,,38.0,,,,152.0,,59.0,,61.0,5.0,
2010-11,321859,21,2011-01-01 15:00:00,30,Bolton,Away,65.0,11.0,1.0,4.0,3.0,7.0,1.0,101.0,4.0,3.0,4.0,18.0,9.0,28.0,162.0,,,27.0,17.0,14.0,9.0,,,1.0,,1.0,,,1.0,,,,,,9.0,,,,,2.0,19.0,7.0,,,60.0,3.0,4.0,9.0,,4.0,5.0,3.0,,11.0,2.0,59.0,55.0,3.0,25.0,8.0,,,75.0,16.0,12.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,,1.0,14.0,,1.0,,20.0,,27.0,20.0,2.0,4.0,99.0,42.0,7.0,,6.0,4.0,4.0,,11.0,,55.0,47.0,27.0,,,,,,201.0,184.0,3.0,26.0,18.0,37.4,,,,0.0,2.0,1.0,,,1.0,1.0,7.0,,2.0,50.0,,10.0,86.0,37.0,42.0,11.0,4.0,15.0,11.0,1.0,124.0,32.0,219.0,1.0,3.0,41.0,12.0,66.0,,290.0,,0.0,15.0,24.0,,33.0,2.0,542.0,,5.0,4.0,20.0,0.0,,32.0,1.0,,1.0,158.0,,54.0,1.0,46.0,10.0,
2010-11,321869,22,2011-01-05 20:00:00,30,Bolton,Home,125.0,15.0,3.0,12.0,9.0,13.0,1.0,163.0,2.0,1.0,6.0,18.0,11.0,45.0,276.0,,2.0,20.0,14.0,28.0,10.0,4.0,,,,,,,,,,,,,10.0,,,,,1.0,4.0,9.0,,,66.0,1.0,4.0,1.0,,9.0,27.0,9.0,,8.0,1.0,39.0,65.0,1.0,11.0,5.0,,,78.0,12.0,10.0,1.0,,2.0,2.0,,1.0,,1.0,1.0,,4.0,1.0,,1.0,10.0,,25.0,18.0,,6.0,79.0,44.0,5.0,,7.0,8.0,5.0,,5.0,,65.0,55.0,33.0,,,,,,192.0,181.0,2.0,20.0,32.0,52.5,,,,0.0,,3.0,,,1.0,,7.0,,2.0,83.0,,15.0,148.0,30.0,22.0,15.0,9.0,47.0,38.0,,139.0,22.0,280.0,,1.0,35.0,11.0,68.0,,381.0,,0.0,16.0,17.0,3.0,29.0,0.0,613.0,,10.0,9.0,10.0,0.0,,56.0,4.0,4.0,,160.0,,74.0,2.0,91.0,15.0,
2010-11,321881,23,2011-01-15 15:00:00,30,Bolton,Away,95.0,16.0,,7.0,7.0,8.0,,169.0,7.0,1.0,3.0,9.0,20.0,23.0,257.0,,1.0,21.0,23.0,22.0,8.0,,,,,,,1.0,2.0,,,,,,8.0,,,,,,14.0,2.0,,,43.0,4.0,1.0,4.0,1.0,5.0,8.0,9.0,,15.0,1.0,62.0,52.0,4.0,12.0,10.0,,1.0,81.0,13.0,7.0,,,2.0,,2.0,,,,,,13.0,,1.0,,16.0,,16.0,13.0,1.0,3.0,91.0,45.0,5.0,,5.0,3.0,5.0,,4.0,,69.0,51.0,32.0,1.0,1.0,1.0,,,200.0,187.0,,13.0,21.0,63.5,,,,0.0,3.0,1.0,,,2.0,,6.0,,3.0,73.0,,8.0,121.0,38.0,25.0,12.0,4.0,21.0,17.0,,137.0,21.0,279.0,2.0,1.0,31.0,21.0,58.0,,379.0,,0.0,12.0,18.0,3.0,35.0,2.0,587.0,,5.0,5.0,16.0,0.0,,45.0,,,,170.0,,76.0,1.0,88.0,8.0,
2010-11,321891,24,2011-01-24 20:00:00,30,Bolton,Home,131.0,25.0,,3.0,3.0,6.0,,211.0,6.0,1.0,4.0,11.0,20.0,40.0,339.0,1.0,1.0,23.0,11.0,10.0,9.0,,,,,,,,1.0,,,,,,11.0,,,,,,11.0,5.0,,,58.0,3.0,5.0,14.0,,4.0,12.0,8.0,,15.0,3.0,54.0,53.0,3.0,22.0,8.0,,1.0,88.0,8.0,5.0,,1.0,3.0,,1.0,,,,,,9.0,,,1.0,12.0,,15.0,13.0,1.0,4.0,86.0,49.0,3.0,,2.0,7.0,4.0,,4.0,,79.0,75.0,29.0,,,,,,182.0,176.0,1.0,20.0,31.0,47.9,,,1.0,0.0,4.0,1.0,,,1.0,,3.0,,3.0,109.0,,9.0,141.0,50.0,28.0,16.0,4.0,24.0,20.0,,172.0,16.0,327.0,,1.0,26.0,21.0,70.0,4.0,444.0,1.0,0.0,12.0,29.0,4.0,24.0,0.0,680.0,,9.0,4.0,18.0,0.0,,56.0,,,,161.0,,100.0,,127.0,19.0,
2010-11,321900,25,2011-02-02 20:00:00,30,Bolton,Home,83.0,12.0,4.0,7.0,3.0,11.0,,118.0,4.0,,4.0,16.0,14.0,24.0,194.0,,1.0,12.0,9.0,18.0,10.0,2.0,,1.0,,,,,,,,,,,11.0,,,,,,8.0,5.0,,,68.0,2.0,4.0,4.0,,8.0,13.0,9.0,,12.0,,44.0,55.0,2.0,30.0,23.0,,,82.0,15.0,8.0,1.0,,2.0,3.0,,,,,,,12.0,1.0,1.0,,44.0,,8.0,4.0,,4.0,88.0,39.0,3.0,,5.0,7.0,4.0,,5.0,,32.0,45.0,34.0,,,,,,210.0,185.0,5.0,31.0,21.0,42.6,,,,0.0,,1.0,,,2.0,1.0,6.0,1.0,3.0,72.0,,12.0,102.0,25.0,55.0,10.0,8.0,33.0,25.0,1.0,127.0,26.0,223.0,1.0,,43.0,15.0,54.0,4.0,292.0,,0.0,14.0,23.0,3.0,27.0,1.0,545.0,,6.0,8.0,11.0,0.0,,44.0,1.0,2.0,1.0,148.0,,52.0,1.0,48.0,17.0,
2010-11,321913,26,2011-02-05 15:00:00,30,Bolton,Away,68.0,10.0,2.0,5.0,3.0,8.0,,163.0,4.0,,1.0,11.0,8.0,21.0,226.0,,1.0,19.0,14.0,21.0,9.0,2.0,,1.0,,,,,,,,,,,8.0,,1.0,,,1.0,11.0,9.0,,,62.0,6.0,4.0,13.0,,6.0,10.0,10.0,,20.0,3.0,68.0,59.0,6.0,23.0,14.0,,1.0,80.0,18.0,12.0,1.0,,2.0,,,1.0,,1.0,1.0,,10.0,1.0,,2.0,19.0,1.0,13.0,13.0,1.0,1.0,82.0,40.0,6.0,,7.0,5.0,1.0,,5.0,,37.0,75.0,36.0,1.0,2.0,2.0,,,188.0,174.0,6.0,22.0,25.0,46.6,1.0,,,0.0,3.0,2.0,,,2.0,1.0,7.0,,3.0,109.0,,12.0,81.0,25.0,37.0,12.0,6.0,26.0,20.0,1.0,175.0,20.0,269.0,,,31.0,10.0,52.0,,324.0,,0.0,12.0,20.0,3.0,24.0,3.0,560.0,,6.0,7.0,17.0,0.0,,37.0,1.0,1.0,,149.0,,70.0,,68.0,18.0,
2010-11,321921,27,2011-02-13 16:00:00,30,Bolton,Home,91.0,13.0,2.0,7.0,5.0,3.0,2.0,156.0,4.0,2.0,4.0,10.0,19.0,30.0,240.0,,,15.0,20.0,22.0,4.0,,,,,,,1.0,2.0,,,,,,5.0,,,,,2.0,4.0,6.0,,,59.0,,2.0,9.0,,4.0,7.0,9.0,1.0,17.0,1.0,65.0,65.0,,18.0,9.0,,,85.0,15.0,12.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,9.0,1.0,2.0,,22.0,,18.0,17.0,1.0,4.0,82.0,41.0,4.0,,3.0,3.0,3.0,,2.0,,60.0,59.0,25.0,,,,,,192.0,176.0,4.0,25.0,20.0,47.1,,,,0.0,,2.0,,,,,5.0,,3.0,70.0,,6.0,116.0,29.0,34.0,10.0,4.0,23.0,19.0,,130.0,14.0,256.0,2.0,2.0,33.0,20.0,58.0,1.0,349.0,1.0,0.0,10.0,25.0,1.0,22.0,1.0,564.0,,6.0,4.0,21.0,0.0,,46.0,1.0,,1.0,156.0,,80.0,,67.0,16.0,
2010-11,321931,28,2011-02-26 15:00:00,30,Bolton,Away,113.0,14.0,1.0,6.0,5.0,9.0,,179.0,5.0,,7.0,7.0,25.0,17.0,286.0,,,20.0,20.0,19.0,14.0,2.0,,1.0,,,,,,,1.0,,,,16.0,,,,,2.0,9.0,4.0,,,65.0,1.0,6.0,15.0,1.0,5.0,11.0,9.0,,12.0,2.0,67.0,64.0,1.0,15.0,10.0,,,76.0,14.0,10.0,1.0,,1.0,,,1.0,,1.0,1.0,,10.0,1.0,1.0,,19.0,,13.0,11.0,1.0,7.0,80.0,45.0,3.0,,8.0,9.0,5.0,,3.0,,49.0,71.0,21.0,,,,,,184.0,167.0,4.0,24.0,28.0,55.1,,,,0.0,3.0,,,,,1.0,9.0,,2.0,82.0,,17.0,131.0,36.0,32.0,19.0,5.0,25.0,20.0,1.0,132.0,15.0,275.0,2.0,,26.0,26.0,42.0,2.0,381.0,,0.0,20.0,22.0,4.0,26.0,2.0,618.0,,13.0,6.0,17.0,0.0,,26.0,,,,165.0,,103.0,4.0,87.0,18.0,
2010-11,321940,29,2011-03-05 15:00:00,30,Bolton,Home,82.0,26.0,4.0,10.0,6.0,7.0,,165.0,3.0,1.0,3.0,14.0,18.0,34.0,237.0,,,15.0,21.0,30.0,8.0,2.0,,,,,,,2.0,,,,,,9.0,,,,,,11.0,2.0,,,68.0,3.0,8.0,9.0,1.0,8.0,19.0,8.0,2.0,9.0,3.0,63.0,62.0,3.0,19.0,10.0,,,89.0,19.0,13.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,,1.0,7.0,1.0,3.0,1.0,24.0,,14.0,11.0,1.0,3.0,92.0,54.0,5.0,,5.0,6.0,4.0,,4.0,,45.0,79.0,38.0,,1.0,1.0,1.0,,213.0,193.0,4.0,27.0,27.0,52.6,,,1.0,0.0,4.0,,,,,,5.0,2.0,3.0,90.0,,11.0,103.0,43.0,39.0,13.0,6.0,34.0,28.0,,152.0,23.0,281.0,3.0,1.0,31.0,18.0,60.0,2.0,350.0,,0.0,17.0,12.0,4.0,27.0,5.0,587.0,,7.0,8.0,11.0,0.0,,41.0,2.0,2.0,,167.0,,66.0,2.0,76.0,21.0,
