season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
2009-10,284107,11,2009-10-31 15:00:00,47,Portsmouth,Home,91.0,16.0,1.0,9.0,8.0,3.0,,195.0,4.0,,1.0,4.0,20.0,17.0,277.0,,2.0,22.0,15.0,10.0,11.0,4.0,,1.0,,1.0,,3.0,,1.0,,,,,1.0,,,,2.0,4.0,4.0,,,57.0,1.0,6.0,9.0,,7.0,19.0,,,17.0,,58.0,59.0,1.0,19.0,11.0,,,86.0,10.0,10.0,4.0,,,,3.0,3.0,,3.0,3.0,,1.0,7.0,,,,17.0,,32.0,32.0,1.0,2.0,87.0,51.0,4.0,,8.0,10.0,8.0,,3.0,,44.0,67.0,25.0,,,,,1.0,141.0,135.0,3.0,18.0,28.0,48.9,,,0.0,,,,,,1.0,11.0,1.0,3.0,112.0,,18.0,99.0,31.0,25.0,14.0,5.0,26.0,21.0,,165.0,11.0,284.0,,,16.0,22.0,40.0,5.0,357.0,,0.0,25.0,32.0,4.0,27.0,0.0,644.0,,7.0,7.0,23.0,0.0
2009-10,284111,12,2009-11-07 15:00:00,47,Portsmouth,Away,75.0,10.0,,3.0,3.0,1.0,,138.0,4.0,,,3.0,12.0,10.0,210.0,,,16.0,17.0,12.0,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,1.0,8.0,,,,51.0,4.0,1.0,6.0,,5.0,8.0,7.0,,11.0,,59.0,39.0,4.0,25.0,16.0,,,63.0,18.0,10.0,,,,,1.0,1.0,,,1.0,,,6.0,,2.0,,30.0,,18.0,18.0,3.0,,77.0,28.0,8.0,1.0,4.0,1.0,2.0,,2.0,,31.0,54.0,17.0,,,,,,182.0,160.0,3.0,18.0,18.0,47.3,,1.0,0.0,1.0,,,,,,6.0,,2.0,76.0,,5.0,101.0,21.0,47.0,8.0,4.0,23.0,19.0,,127.0,12.0,242.0,2.0,,29.0,12.0,47.0,1.0,320.0,2.0,0.0,9.0,16.0,1.0,25.0,3.0,561.0,,1.0,5.0,11.0,0.0
2009-10,284127,13,2009-11-22 16:00:00,47,Portsmouth,Away,57.0,5.0,,1.0,1.0,2.0,,165.0,6.0,,4.0,4.0,17.0,12.0,221.0,,1.0,24.0,14.0,11.0,9.0,5.0,,,,1.0,,2.0,,,,,,,,1.0,,,3.0,7.0,3.0,,,40.0,3.0,6.0,10.0,,4.0,7.0,4.0,,16.0,,60.0,48.0,3.0,16.0,5.0,,,90.0,14.0,16.0,,,,,2.0,,,,,,,15.0,,2.0,,23.0,,7.0,7.0,,4.0,89.0,38.0,4.0,,5.0,9.0,5.0,,,,45.0,56.0,21.0,,,,,1.0,173.0,150.0,2.0,13.0,14.0,58.1,,,0.0,1.0,1.0,,,1.0,,7.0,,2.0,80.0,,14.0,73.0,23.0,39.0,9.0,4.0,16.0,12.0,,136.0,8.0,260.0,2.0,,27.0,19.0,46.0,2.0,317.0,,0.0,18.0,18.0,3.0,30.0,2.0,563.0,,3.0,4.0,14.0,0.0
2009-10,284136,14,2009-11-28 15:00:00,47,Portsmouth,Home,82.0,5.0,1.0,6.0,6.0,2.0,,174.0,5.0,,1.0,3.0,19.0,12.0,250.0,,2.0,14.0,7.0,13.0,15.0,2.0,,2.0,,1.0,1.0,2.0,,,,,,,1.0,,,,3.0,6.0,8.0,,,41.0,2.0,6.0,10.0,,4.0,11.0,6.0,,14.0,1.0,52.0,46.0,2.0,22.0,17.0,,,70.0,16.0,12.0,,,,,2.0,,,,,,,7.0,,3.0,,24.0,1.0,13.0,12.0,1.0,1.0,73.0,37.0,8.0,1.0,8.0,9.0,8.0,,5.0,,32.0,47.0,24.0,2.0,2.0,2.0,,1.0,129.0,117.0,3.0,16.0,16.0,40.5,,,0.0,1.0,,,,,2.0,10.0,,3.0,99.0,,17.0,92.0,17.0,34.0,9.0,3.0,23.0,21.0,,139.0,9.0,253.0,3.0,,10.0,21.0,36.0,1.0,322.0,,0.0,24.0,17.0,2.0,20.0,5.0,547.0,,4.0,4.0,14.0,0.0
2009-10,284146,15,2009-12-05 12:45:00,47,Portsmouth,Home,96.0,8.0,1.0,5.0,4.0,4.0,2.0,121.0,6.0,,4.0,3.0,3.0,18.0,212.0,,2.0,16.0,12.0,13.0,6.0,1.0,1.0,,,,,,,1.0,,,1.0,7.0,,1.0,,,3.0,8.0,9.0,7.0,5.0,56.0,4.0,1.0,6.0,,5.0,10.0,4.0,1.0,16.0,2.0,56.0,49.0,4.0,21.0,10.0,,,64.0,17.0,15.0,1.0,,3.0,3.0,,2.0,,2.0,2.0,,,14.0,1.0,2.0,1.0,21.0,,19.0,18.0,3.0,4.0,89.0,40.0,5.0,,5.0,4.0,5.0,282.0,4.0,,32.0,52.0,37.0,,,,,1.0,175.0,154.0,2.0,25.0,23.0,46.9,,,0.0,1.0,3.0,4.0,,2.0,,6.0,,2.0,59.0,199.0,9.0,116.0,19.0,42.0,8.0,4.0,21.0,17.0,,110.0,7.0,218.0,2.0,,22.0,3.0,50.0,3.0,313.0,,0.0,12.0,19.0,5.0,28.0,4.0,536.0,13.0,2.0,5.0,15.0,0.0
2009-10,284158,16,2009-12-12 15:00:00,47,Portsmouth,Away,112.0,10.0,,2.0,2.0,4.0,,170.0,5.0,1.0,2.0,8.0,14.0,18.0,280.0,,,29.0,19.0,19.0,4.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,9.0,9.0,,,58.0,1.0,1.0,7.0,1.0,6.0,5.0,3.0,1.0,20.0,1.0,68.0,67.0,1.0,25.0,19.0,,,67.0,14.0,12.0,,1.0,,,1.0,,,,,,,13.0,,1.0,,29.0,,11.0,11.0,,2.0,102.0,50.0,9.0,,2.0,2.0,5.0,,6.0,,38.0,83.0,17.0,,,,,,195.0,179.0,1.0,19.0,30.0,55.0,,,0.0,1.0,2.0,,1.0,,1.0,3.0,,3.0,70.0,,4.0,140.0,27.0,41.0,15.0,5.0,14.0,9.0,,126.0,19.0,277.0,1.0,1.0,37.0,17.0,51.0,2.0,403.0,,1.0,9.0,29.0,,34.0,2.0,694.0,,7.0,6.0,24.0,0.0
2009-10,284168,17,2009-12-16 19:45:00,47,Portsmouth,Away,110.0,10.0,,3.0,3.0,4.0,,139.0,5.0,,3.0,6.0,18.0,18.0,246.0,,,17.0,13.0,13.0,4.0,2.0,,,,,,1.0,,,,,,,,,,,3.0,11.0,16.0,,,54.0,4.0,2.0,7.0,,2.0,2.0,4.0,,14.0,6.0,51.0,52.0,4.0,21.0,12.0,,1.0,74.0,11.0,10.0,1.0,,,,1.0,,,,,,,15.0,,3.0,1.0,26.0,,19.0,19.0,2.0,3.0,82.0,43.0,11.0,,4.0,2.0,2.0,,6.0,,51.0,50.0,18.0,1.0,1.0,1.0,,,164.0,144.0,,28.0,17.0,39.7,,1.0,0.0,1.0,5.0,,,3.0,,4.0,,3.0,57.0,,6.0,143.0,22.0,41.0,14.0,2.0,12.0,10.0,,99.0,8.0,210.0,3.0,,29.0,20.0,44.0,4.0,341.0,,0.0,8.0,22.0,1.0,22.0,0.0,608.0,,7.0,2.0,19.0,0.0
2009-10,284176,18,2009-12-19 12:45:00,47,Portsmouth,Home,117.0,11.0,,3.0,3.0,7.0,,159.0,4.0,,4.0,9.0,13.0,30.0,273.0,,1.0,17.0,6.0,11.0,7.0,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,,,47.0,3.0,5.0,10.0,,8.0,12.0,6.0,1.0,13.0,1.0,45.0,63.0,2.0,23.0,9.0,,,86.0,8.0,11.0,1.0,,,,,1.0,,1.0,1.0,,,6.0,,,1.0,25.0,,18.0,18.0,1.0,4.0,97.0,46.0,10.0,,4.0,4.0,3.0,,1.0,,50.0,72.0,26.0,,,,,,182.0,153.0,4.0,19.0,15.0,45.6,,1.0,0.0,,1.0,,,,,7.0,,2.0,82.0,,8.0,132.0,23.0,51.0,14.0,6.0,28.0,22.0,,140.0,13.0,269.0,,,31.0,16.0,65.0,1.0,373.0,,0.0,15.0,36.0,1.0,20.0,2.0,661.0,,5.0,8.0,30.0,0.0
2009-10,284188,19,2009-12-26 13:00:00,47,Portsmouth,Away,96.0,16.0,1.0,5.0,4.0,7.0,,168.0,6.0,,6.0,8.0,18.0,28.0,259.0,,,21.0,15.0,22.0,9.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,11.0,6.0,,,62.0,3.0,6.0,11.0,,4.0,10.0,8.0,,20.0,2.0,72.0,60.0,3.0,23.0,12.0,,,87.0,21.0,9.0,,,,,1.0,,,,,,,13.0,,2.0,1.0,21.0,,18.0,18.0,3.0,6.0,84.0,46.0,6.0,,3.0,6.0,3.0,,3.0,,52.0,53.0,28.0,1.0,1.0,1.0,,,174.0,158.0,3.0,19.0,28.0,50.0,,,0.0,3.0,1.0,,,,,5.0,1.0,3.0,86.0,,9.0,118.0,27.0,39.0,15.0,4.0,26.0,22.0,,148.0,18.0,261.0,2.0,,23.0,20.0,54.0,4.0,353.0,,0.0,14.0,20.0,1.0,27.0,3.0,651.0,,9.0,4.0,15.0,0.0
2009-10,284196,20,2009-12-30 19:45:00,47,Portsmouth,Home,87.0,15.0,1.0,4.0,3.0,6.0,,141.0,7.0,1.0,2.0,6.0,11.0,19.0,224.0,1.0,2.0,20.0,16.0,13.0,6.0,,,1.0,,,,,1.0,,,,,10.0,,,,,,11.0,9.0,,,69.0,6.0,3.0,10.0,,2.0,8.0,10.0,1.0,13.0,1.0,67.0,42.0,6.0,15.0,8.0,,,67.0,16.0,3.0,,,,,,1.0,,1.0,1.0,,,9.0,1.0,3.0,2.0,18.0,,25.0,23.0,3.0,2.0,83.0,40.0,10.0,,5.0,2.0,4.0,,8.0,1.0,30.0,69.0,24.0,,,,,,181.0,158.0,4.0,31.0,27.0,34.8,,1.0,0.0,1.0,1.0,,,2.0,1.0,5.0,,3.0,71.0,,7.0,104.0,24.0,38.0,19.0,2.0,20.0,18.0,1.0,127.0,11.0,240.0,4.0,1.0,28.0,12.0,46.0,5.0,324.0,1.0,0.0,12.0,21.0,3.0,28.0,2.0,565.0,,5.0,2.0,16.0,0.0
2009-10,284203,21,2010-02-03 20:00:00,47,Portsmouth,Away,155.0,8.0,2.0,8.0,6.0,5.0,,189.0,6.0,,4.0,8.0,23.0,26.0,336.0,,1.0,16.0,26.0,15.0,10.0,1.0,,,,,,,,,,2.0,,,,,,,,9.0,8.0,,,66.0,5.0,4.0,7.0,,5.0,12.0,11.0,,13.0,2.0,65.0,55.0,4.0,11.0,6.0,1.0,1.0,92.0,13.0,12.0,,,,,,,,,,,,14.0,,,,15.0,,18.0,18.0,2.0,5.0,103.0,51.0,5.0,,3.0,8.0,5.0,,6.0,,69.0,58.0,24.0,,,,,,187.0,170.0,2.0,18.0,36.0,51.1,,,0.0,2.0,2.0,,,1.0,,5.0,,2.0,80.0,,11.0,177.0,34.0,27.0,14.0,5.0,32.0,27.0,,139.0,14.0,306.0,,,30.0,25.0,61.0,1.0,451.0,,0.0,14.0,20.0,2.0,18.0,1.0,735.0,,8.0,5.0,15.0,0.0
2009-10,284216,22,2010-03-09 19:45:00,47,Portsmouth,Home,116.0,11.0,,7.0,7.0,2.0,,196.0,3.0,,3.0,13.0,13.0,48.0,305.0,,,23.0,17.0,12.0,9.0,,,1.0,,,,1.0,,,,,,,,,,,,9.0,4.0,,,56.0,1.0,4.0,4.0,,6.0,18.0,15.0,,13.0,1.0,50.0,54.0,1.0,8.0,4.0,,,87.0,12.0,14.0,1.0,,,,1.0,1.0,,1.0,1.0,,,6.0,,1.0,1.0,12.0,,14.0,13.0,3.0,3.0,88.0,48.0,5.0,,5.0,5.0,4.0,,4.0,,68.0,82.0,32.0,,,,,,181.0,164.0,5.0,25.0,19.0,51.0,,,0.0,2.0,,,,,1.0,5.0,,3.0,113.0,,10.0,134.0,32.0,25.0,14.0,4.0,40.0,36.0,,183.0,9.0,317.0,1.0,,37.0,16.0,78.0,2.0,411.0,,0.0,13.0,19.0,,25.0,1.0,673.0,,9.0,6.0,11.0,0.0
2009-10,284222,23,2010-01-26 19:45:00,47,Portsmouth,Home,110.0,22.0,1.0,4.0,3.0,12.0,,193.0,6.0,,2.0,8.0,11.0,34.0,299.0,,1.0,17.0,19.0,23.0,9.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,12.0,4.0,,,60.0,4.0,3.0,10.0,,6.0,14.0,7.0,,19.0,4.0,73.0,57.0,4.0,13.0,4.0,,,97.0,17.0,10.0,1.0,,,,,1.0,,1.0,1.0,,,9.0,,2.0,1.0,10.0,1.0,22.0,21.0,2.0,3.0,106.0,50.0,4.0,,6.0,5.0,8.0,,2.0,,45.0,53.0,33.0,,,,,,187.0,173.0,4.0,25.0,22.0,50.1,,,0.0,4.0,1.0,,,1.0,1.0,6.0,,2.0,96.0,,11.0,129.0,43.0,27.0,14.0,5.0,28.0,23.0,,157.0,20.0,308.0,2.0,,29.0,16.0,69.0,1.0,409.0,,0.0,17.0,19.0,3.0,23.0,3.0,682.0,,5.0,6.0,18.0,0.0
