season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
2009-10,284006,1,2009-08-15 15:00:00,47,Portsmouth,Home,170.0,16.0,2.0,4.0,2.0,2.0,,164.0,5.0,1.0,5.0,11.0,17.0,43.0,330.0,,1.0,17.0,13.0,10.0,10.0,2.0,,,,2.0,,3.0,,,,,,,,,,,1.0,5.0,8.0,,,49.0,1.0,4.0,3.0,,6.0,15.0,5.0,,8.0,,44.0,58.0,1.0,14.0,6.0,,1.0,84.0,11.0,18.0,,,,,3.0,,,,,,,10.0,,1.0,1.0,12.0,,15.0,15.0,2.0,5.0,95.0,45.0,4.0,,6.0,6.0,2.0,,2.0,,68.0,54.0,24.0,,,,,,143.0,135.0,3.0,10.0,26.0,55.1,,1.0,0.0,1.0,,,,2.0,,11.0,,2.0,86.0,,12.0,181.0,36.0,22.0,14.0,6.0,27.0,21.0,,147.0,9.0,261.0,1.0,1.0,32.0,21.0,85.0,1.0,415.0,,0.0,17.0,26.0,3.0,20.0,3.0,648.0,,4.0,6.0,18.0,0.0
2009-10,284011,2,2009-08-19 19:45:00,47,Portsmouth,Away,168.0,11.0,1.0,2.0,1.0,2.0,,121.0,5.0,,4.0,4.0,21.0,25.0,287.0,,1.0,24.0,24.0,20.0,7.0,,,,,,1.0,1.0,,,,,,,,,,,,4.0,10.0,,,71.0,3.0,2.0,8.0,,5.0,4.0,2.0,,16.0,3.0,72.0,58.0,3.0,28.0,15.0,,3.0,70.0,20.0,11.0,,,,,1.0,,,,,,,12.0,,4.0,,25.0,,22.0,20.0,2.0,6.0,89.0,41.0,4.0,,4.0,3.0,3.0,,5.0,,41.0,48.0,19.0,1.0,1.0,1.0,,,172.0,153.0,4.0,36.0,17.0,52.2,,3.0,0.0,,4.0,,,4.0,,5.0,,3.0,59.0,,7.0,191.0,27.0,47.0,12.0,4.0,13.0,9.0,,124.0,11.0,211.0,4.0,,23.0,25.0,61.0,4.0,389.0,,0.0,10.0,19.0,2.0,31.0,5.0,683.0,,8.0,5.0,13.0,0.0
2009-10,284020,3,2009-08-22 15:00:00,47,Portsmouth,Away,190.0,11.0,2.0,3.0,1.0,4.0,,135.0,5.0,2.0,14.0,6.0,16.0,26.0,322.0,1.0,1.0,8.0,9.0,10.0,8.0,,,2.0,,,,,,,,,,,,,,,1.0,12.0,11.0,,,55.0,1.0,2.0,16.0,,4.0,9.0,,1.0,9.0,4.0,55.0,49.0,1.0,9.0,4.0,,1.0,57.0,12.0,9.0,,,,,,1.0,,1.0,1.0,,,10.0,,3.0,,7.0,,22.0,21.0,4.0,14.0,82.0,45.0,8.0,,5.0,4.0,3.0,,7.0,,35.0,45.0,15.0,,,,,,119.0,110.0,2.0,30.0,6.0,40.5,,,0.0,2.0,6.0,,,1.0,2.0,5.0,,3.0,66.0,,9.0,206.0,28.0,18.0,18.0,3.0,13.0,10.0,,102.0,7.0,200.0,3.0,2.0,10.0,17.0,50.0,2.0,393.0,1.0,0.0,10.0,21.0,3.0,12.0,0.0,618.0,,9.0,4.0,16.0,0.0
2009-10,284036,4,2009-08-30 13:30:00,47,Portsmouth,Home,136.0,13.0,1.0,4.0,3.0,1.0,,164.0,3.0,1.0,8.0,2.0,17.0,16.0,296.0,,1.0,21.0,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,1.0,6.0,8.0,,,61.0,1.0,5.0,14.0,,3.0,12.0,4.0,,12.0,2.0,57.0,63.0,1.0,24.0,16.0,,,87.0,13.0,9.0,,,,,,,,,,,,8.0,,1.0,1.0,23.0,,26.0,25.0,3.0,8.0,88.0,41.0,11.0,,5.0,4.0,1.0,,2.0,,64.0,35.0,24.0,,,,,,163.0,150.0,4.0,26.0,20.0,50.0,,1.0,0.0,3.0,3.0,,,,,6.0,,3.0,81.0,,9.0,152.0,28.0,37.0,14.0,3.0,21.0,18.0,,146.0,6.0,266.0,2.0,1.0,18.0,20.0,46.0,3.0,397.0,,0.0,12.0,41.0,2.0,23.0,2.0,681.0,,4.0,3.0,30.0,0.0
2009-10,284045,5,2009-09-12 15:00:00,47,Portsmouth,Home,93.0,10.0,4.0,9.0,5.0,2.0,,180.0,7.0,,7.0,6.0,16.0,28.0,264.0,,2.0,33.0,13.0,12.0,11.0,2.0,,,,1.0,,1.0,,,,,,,,,,,2.0,12.0,5.0,,,42.0,4.0,7.0,3.0,,7.0,22.0,13.0,1.0,18.0,,58.0,48.0,3.0,15.0,10.0,,1.0,84.0,17.0,16.0,,,,,1.0,1.0,1.0,1.0,,1.0,,11.0,,3.0,,18.0,,10.0,10.0,,7.0,75.0,42.0,5.0,1.0,9.0,5.0,3.0,,4.0,,66.0,48.0,30.0,1.0,1.0,1.0,,,166.0,144.0,3.0,12.0,16.0,62.2,,1.0,0.0,2.0,,,,,,12.0,2.0,2.0,104.0,,14.0,102.0,20.0,36.0,14.0,7.0,44.0,37.0,,156.0,8.0,282.0,3.0,,25.0,16.0,64.0,3.0,340.0,,0.0,22.0,13.0,2.0,34.0,2.0,618.0,,7.0,7.0,9.0,0.0
2009-10,284051,6,2009-09-19 15:00:00,47,Portsmouth,Away,86.0,8.0,1.0,4.0,3.0,7.0,,175.0,5.0,,7.0,9.0,16.0,23.0,257.0,,1.0,16.0,14.0,16.0,13.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,2.0,4.0,,,48.0,1.0,6.0,5.0,,5.0,10.0,9.0,,7.0,1.0,44.0,63.0,1.0,13.0,8.0,,1.0,67.0,13.0,17.0,,1.0,,,1.0,,,,,,,10.0,,2.0,,19.0,,18.0,17.0,2.0,7.0,73.0,45.0,7.0,,3.0,11.0,6.0,,2.0,,52.0,45.0,17.0,1.0,1.0,1.0,,,127.0,110.0,4.0,18.0,12.0,51.0,,1.0,0.0,1.0,,,,1.0,,5.0,,2.0,76.0,,14.0,97.0,18.0,30.0,16.0,4.0,23.0,19.0,,114.0,17.0,249.0,2.0,,21.0,20.0,45.0,2.0,323.0,,0.0,17.0,19.0,1.0,21.0,0.0,565.0,,11.0,5.0,15.0,0.0
2009-10,284065,7,2009-09-26 12:45:00,47,Portsmouth,Home,102.0,9.0,3.0,6.0,3.0,4.0,,158.0,2.0,,3.0,9.0,12.0,27.0,254.0,,2.0,22.0,16.0,11.0,9.0,3.0,,,,,,1.0,,,,,,,,,1.0,,1.0,7.0,6.0,,,40.0,6.0,11.0,5.0,1.0,5.0,13.0,5.0,,11.0,2.0,58.0,60.0,6.0,19.0,15.0,1.0,,81.0,15.0,16.0,,,,,1.0,,,,,,,6.0,,1.0,,23.0,1.0,21.0,21.0,,3.0,84.0,46.0,6.0,,3.0,9.0,3.0,,3.0,,48.0,47.0,29.0,,,,,,154.0,138.0,1.0,14.0,17.0,51.4,1.0,1.0,0.0,3.0,2.0,,,,,5.0,2.0,3.0,90.0,,12.0,117.0,17.0,35.0,18.0,5.0,26.0,21.0,,143.0,11.0,251.0,2.0,,31.0,15.0,56.0,,342.0,,0.0,19.0,26.0,4.0,26.0,0.0,618.0,,7.0,5.0,15.0,0.0
2009-10,284079,8,2009-10-03 15:00:00,47,Portsmouth,Away,56.0,5.0,1.0,5.0,4.0,5.0,,122.0,,,4.0,3.0,12.0,15.0,173.0,,4.0,26.0,15.0,27.0,8.0,1.0,,,,,,,,,,,,,,,,,,9.0,5.0,,,51.0,5.0,5.0,6.0,,6.0,9.0,2.0,,9.0,2.0,48.0,64.0,5.0,44.0,26.0,,,69.0,13.0,10.0,,,,,,1.0,,1.0,1.0,,,10.0,,3.0,,45.0,,12.0,12.0,1.0,5.0,87.0,36.0,8.0,1.0,3.0,7.0,4.0,,4.0,,35.0,65.0,15.0,,,,,,165.0,131.0,2.0,15.0,21.0,39.9,,1.0,0.0,3.0,1.0,,,2.0,,4.0,1.0,3.0,62.0,,10.0,67.0,12.0,78.0,12.0,4.0,16.0,12.0,,114.0,7.0,207.0,4.0,,23.0,14.0,45.0,3.0,258.0,,0.0,13.0,20.0,7.0,33.0,2.0,564.0,,7.0,6.0,16.0,0.0
2009-10,284086,9,2009-10-17 15:00:00,47,Portsmouth,Home,71.0,10.0,2.0,13.0,11.0,,,167.0,2.0,,1.0,8.0,11.0,28.0,225.0,,,27.0,12.0,10.0,17.0,2.0,,,,1.0,1.0,2.0,,1.0,,,,,,,,,1.0,10.0,3.0,,,48.0,4.0,5.0,10.0,,10.0,15.0,11.0,,19.0,1.0,70.0,56.0,4.0,26.0,22.0,,,71.0,18.0,13.0,,1.0,,,2.0,1.0,,1.0,1.0,,,7.0,,3.0,2.0,27.0,,14.0,14.0,,1.0,77.0,48.0,9.0,1.0,9.0,11.0,8.0,,2.0,,38.0,68.0,30.0,,,,,,152.0,144.0,1.0,10.0,31.0,49.9,,,0.0,,1.0,,1.0,,,11.0,,3.0,88.0,,20.0,78.0,22.0,34.0,18.0,9.0,40.0,31.0,,133.0,9.0,254.0,3.0,,20.0,13.0,46.0,6.0,292.0,,1.0,24.0,28.0,,33.0,2.0,602.0,,5.0,10.0,21.0,0.0
2009-10,284094,10,2009-10-24 15:00:00,47,Portsmouth,Away,117.0,11.0,,5.0,5.0,2.0,,141.0,2.0,,3.0,8.0,16.0,13.0,253.0,1.0,,25.0,17.0,14.0,6.0,,,,,1.0,,1.0,,,,,,,,,,,2.0,1.0,7.0,,,44.0,2.0,2.0,4.0,,6.0,12.0,7.0,,11.0,,59.0,49.0,2.0,29.0,13.0,,,60.0,25.0,16.0,,,,,1.0,,,,,,,11.0,,2.0,2.0,30.0,,18.0,18.0,1.0,3.0,101.0,41.0,6.0,,4.0,2.0,2.0,,3.0,,46.0,62.0,18.0,,,,,,180.0,157.0,2.0,11.0,23.0,56.2,,2.0,0.0,1.0,,,,1.0,,7.0,1.0,1.0,60.0,,6.0,140.0,18.0,52.0,7.0,6.0,29.0,23.0,,101.0,12.0,243.0,2.0,,39.0,17.0,48.0,1.0,354.0,1.0,0.0,11.0,15.0,1.0,32.0,1.0,614.0,,3.0,6.0,7.0,0.0
