season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a
2021-22,2210362,10,2021-10-30 15:00:00,"Turf Moor, Burnley",18821.0,Burnley,Brentford,3,1,1,3,W,L,3,0,0,3,0,0,0,0,3.0,1.0,15.0,12.0,6.0,5.0,9.0,3.0,,4.0,,,4.0,,1.0,,4.0,,,,,,2.0,1.0,8.0,5.0,3.0,3.0,26.0,34.0,63.0,62.0,356.0,521.0,245.0,398.0,40.6,59.4,13.0,13.0,8.0,12.0,5.0,10.0,21.0,15.0,29.0,16.0,29.0,16.0,16.0,16.0,5.0,1.0,1.0,1.0,,,2.0,7.0,4.0,3.0,159.0,176.0,3.0,2.0,1.0,3.0,,,,,,,45.0,38.0,38.0,45.0,20.0,17.0,17.0,20.0,4.0,2.0,4.0,2.0,1.0,1.0,7.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,,
2021-22,2210363,10,2021-10-30 12:30:00,"King Power Stadium, Leicester",32209.0,Leicester,Arsenal,0,2,2,0,L,W,0,2,2,0,0,0,0,0,,2.0,16.0,9.0,8.0,5.0,5.0,1.0,3.0,3.0,,,3.0,1.0,,,4.0,1.0,3.0,,,,,1.0,10.0,7.0,6.0,6.0,33.0,23.0,71.0,52.0,621.0,342.0,541.0,262.0,64.3,35.7,25.0,19.0,11.0,7.0,6.0,3.0,7.0,8.0,15.0,26.0,15.0,26.0,16.0,16.0,3.0,3.0,1.0,,,,10.0,4.0,1.0,5.0,130.0,120.0,4.0,8.0,2.0,,,,,1.0,,,41.0,34.0,34.0,41.0,15.0,10.0,10.0,15.0,7.0,6.0,7.0,6.0,2.0,,8.0,11.0,11.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,
2021-22,2210364,10,2021-10-30 15:00:00,"Anfield, Liverpool",53197.0,Liverpool,Brighton,2,2,2,2,D,D,2,1,1,2,0,0,0,0,2.0,2.0,14.0,9.0,3.0,6.0,5.0,2.0,6.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,2.0,10.0,8.0,7.0,6.0,31.0,25.0,63.0,53.0,641.0,464.0,552.0,361.0,58.4,41.6,33.0,21.0,10.0,20.0,5.0,10.0,16.0,16.0,18.0,17.0,18.0,17.0,17.0,19.0,,5.0,,,,,11.0,10.0,16.0,8.0,141.0,144.0,4.0,1.0,2.0,2.0,,,,,,,36.0,49.0,49.0,36.0,11.0,11.0,11.0,11.0,5.0,3.0,5.0,3.0,2.0,,8.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,5.0,,
2021-22,2210365,10,2021-10-30 15:00:00,"Etihad Stadium, Manchester",53014.0,Man City,Crystal Palace,0,2,2,0,L,W,0,1,1,0,1,0,0,1,,2.0,14.0,8.0,3.0,3.0,4.0,4.0,7.0,1.0,,,,1.0,,1.0,,,,,,,,2.0,11.0,8.0,7.0,4.0,51.0,10.0,77.0,38.0,654.0,319.0,562.0,231.0,67.6,32.4,44.0,10.0,16.0,21.0,10.0,13.0,6.0,11.0,4.0,29.0,4.0,29.0,24.0,20.0,1.0,7.0,,,1.0,,6.0,9.0,12.0,9.0,156.0,127.0,1.0,3.0,2.0,,,,,1.0,,,48.0,52.0,52.0,48.0,13.0,14.0,14.0,13.0,7.0,1.0,7.0,1.0,1.0,1.0,11.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,
2021-22,2210366,10,2021-10-30 15:00:00,"St. James' Park, Newcastle",52208.0,Newcastle,Chelsea,0,3,3,0,L,W,0,0,0,0,0,0,0,0,,3.0,6.0,19.0,1.0,6.0,2.0,6.0,3.0,7.0,,,,2.0,,1.0,,2.0,,1.0,,,,,4.0,12.0,2.0,8.0,11.0,49.0,45.0,91.0,198.0,773.0,123.0,698.0,20.8,79.2,10.0,30.0,10.0,12.0,4.0,4.0,6.0,3.0,24.0,10.0,24.0,10.0,15.0,15.0,7.0,2.0,,,,,9.0,10.0,8.0,1.0,112.0,119.0,3.0,1.0,3.0,,,,,1.0,,,52.0,50.0,50.0,52.0,21.0,17.0,17.0,21.0,,2.0,,2.0,3.0,,14.0,12.0,11.0,13.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,4.0,,
2021-22,2210367,10,2021-10-31 14:00:00,"Carrow Road, Norwich",26913.0,Norwich,Leeds,1,2,2,1,L,W,0,0,0,0,0,0,0,0,1.0,2.0,14.0,13.0,3.0,6.0,6.0,2.0,5.0,5.0,,,,1.0,,,,1.0,,,,,1.0,2.0,6.0,12.0,5.0,10.0,24.0,19.0,70.0,44.0,310.0,345.0,210.0,252.0,47.9,52.1,10.0,21.0,17.0,21.0,8.0,10.0,7.0,7.0,7.0,20.0,7.0,20.0,16.0,14.0,6.0,4.0,,,1.0,,13.0,14.0,12.0,8.0,153.0,141.0,3.0,2.0,2.0,1.0,,,,,,,74.0,68.0,68.0,74.0,20.0,23.0,23.0,20.0,5.0,,5.0,,2.0,2.0,14.0,23.0,23.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-22,2210368,10,2021-10-30 17:30:00,"Tottenham Hotspur Stadium, London",60356.0,Spurs,Man Utd,0,3,3,0,L,W,0,1,1,0,0,0,0,0,,3.0,9.0,10.0,,4.0,6.0,2.0,3.0,4.0,,,2.0,2.0,,2.0,2.0,,,,,,,3.0,5.0,9.0,,7.0,37.0,16.0,47.0,47.0,570.0,421.0,486.0,339.0,58.2,41.8,22.0,20.0,19.0,17.0,10.0,12.0,10.0,7.0,6.0,27.0,6.0,27.0,29.0,23.0,4.0,3.0,,,,,8.0,19.0,5.0,15.0,146.0,125.0,1.0,,3.0,,,,,1.0,,,69.0,49.0,49.0,69.0,17.0,13.0,13.0,17.0,10.0,1.0,10.0,2.0,1.0,,12.0,14.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2021-22,2210369,10,2021-10-30 15:00:00,"Vicarage Road, Watford",20869.0,Watford,Southampton,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,10.0,12.0,4.0,1.0,6.0,6.0,,5.0,,,1.0,2.0,,,1.0,2.0,1.0,,,,,1.0,8.0,11.0,3.0,5.0,36.0,39.0,76.0,59.0,297.0,482.0,198.0,364.0,38.7,61.3,9.0,33.0,15.0,15.0,7.0,10.0,12.0,12.0,27.0,25.0,27.0,25.0,16.0,13.0,5.0,1.0,,,,,7.0,10.0,9.0,8.0,165.0,162.0,,3.0,1.0,,,,,1.0,,,52.0,73.0,73.0,52.0,21.0,35.0,35.0,21.0,5.0,8.0,5.0,8.0,,,16.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2021-22,2210370,10,2021-11-01 20:00:00,"Molineux Stadium, Wolverhampton",30617.0,Wolves,Everton,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,10.0,14.0,4.0,5.0,3.0,5.0,3.0,4.0,,,1.0,1.0,1.0,,3.0,2.0,1.0,,,,1.0,1.0,5.0,10.0,4.0,7.0,16.0,27.0,70.0,53.0,617.0,373.0,523.0,280.0,62.0,38.0,20.0,26.0,15.0,26.0,9.0,15.0,11.0,13.0,18.0,13.0,18.0,13.0,18.0,18.0,4.0,3.0,2.0,,,1.0,13.0,18.0,13.0,10.0,155.0,145.0,4.0,2.0,1.0,2.0,,,,,,,64.0,68.0,68.0,64.0,24.0,19.0,19.0,24.0,4.0,3.0,4.0,3.0,,2.0,10.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2021-22,2210371,11,2021-11-07 14:00:00,"Emirates Stadium, London",59833.0,Arsenal,Watford,1,0,0,1,W,L,0,0,0,0,0,1,1,0,1.0,,14.0,7.0,6.0,1.0,5.0,2.0,3.0,4.0,1.6381,0.501,,1.0,,,1.0,1.0,,,1.16875,0.181612,,,8.0,6.0,5.0,4.0,35.0,24.0,59.0,50.0,488.0,317.0,409.0,228.0,60.6,39.4,29.0,14.0,22.0,15.0,12.0,10.0,7.0,11.0,22.0,22.0,22.0,22.0,5.0,4.0,4.0,3.0,2.0,,,,8.0,15.0,6.0,13.0,142.0,149.0,1.0,5.0,,1.0,0.0769,1.7067,1.0,,,,73.0,38.0,38.0,73.0,18.0,9.0,9.0,18.0,4.0,2.0,4.0,2.0,2.0,,6.0,19.0,19.0,6.0,0.0,0.0,0.0,0.0,1.0,,,,3.0,3.0,,
2021-22,2210372,11,2021-11-06 15:00:00,"Gtech Community Stadium, Brentford",16837.0,Brentford,Norwich,1,2,2,1,L,W,0,2,2,0,0,0,0,0,1.0,2.0,19.0,9.0,7.0,5.0,5.0,3.0,7.0,1.0,,,3.0,,1.0,1.0,2.0,,,,,,1.0,,15.0,6.0,11.0,3.0,51.0,12.0,88.0,51.0,559.0,313.0,435.0,211.0,64.5,35.5,44.0,15.0,19.0,16.0,14.0,7.0,3.0,8.0,10.0,36.0,10.0,36.0,15.0,7.0,1.0,7.0,,,,,10.0,10.0,11.0,8.0,190.0,160.0,4.0,6.0,2.0,1.0,,,,,,,77.0,60.0,60.0,77.0,35.0,23.0,23.0,35.0,6.0,2.0,6.0,2.0,1.0,,12.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,2.0,3.0,,
2021-22,2210373,11,2021-11-06 17:30:00,"American Express Stadium, Falmer",31267.0,Brighton,Newcastle,1,1,1,1,D,D,1,0,0,1,1,0,0,1,1.0,1.0,14.0,6.0,5.0,1.0,6.0,4.0,3.0,1.0,,,,,1.0,,,,,,,,,1.0,12.0,4.0,6.0,2.0,21.0,25.0,70.0,36.0,654.0,326.0,591.0,259.0,65.7,34.3,26.0,17.0,15.0,23.0,12.0,15.0,6.0,9.0,23.0,9.0,23.0,9.0,13.0,14.0,1.0,3.0,,,,,4.0,1.0,16.0,10.0,107.0,117.0,1.0,4.0,1.0,1.0,,,,,,,36.0,51.0,51.0,36.0,11.0,9.0,9.0,11.0,2.0,5.0,2.0,5.0,,3.0,16.0,10.0,9.0,15.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,,
2021-22,2210374,11,2021-11-06 15:00:00,"Stamford Bridge, London",39798.0,Chelsea,Burnley,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,25.0,5.0,4.0,2.0,10.0,2.0,11.0,1.0,,,5.0,1.0,1.0,1.0,4.0,,1.0,,,,1.0,1.0,22.0,5.0,13.0,3.0,56.0,12.0,64.0,55.0,660.0,285.0,570.0,197.0,69.9,30.1,54.0,10.0,8.0,17.0,5.0,9.0,4.0,15.0,3.0,25.0,3.0,25.0,19.0,20.0,1.0,10.0,,,,,1.0,11.0,13.0,6.0,143.0,114.0,1.0,4.0,1.0,1.0,,,,,,,51.0,39.0,39.0,51.0,23.0,15.0,15.0,23.0,14.0,2.0,14.0,2.0,,,6.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,,
2021-22,2210375,11,2021-11-06 15:00:00,"Selhurst Park, London",24390.0,Crystal Palace,Wolves,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,13.0,4.0,6.0,2.0,5.0,2.0,2.0,,,,3.0,,1.0,,2.0,,,,,,1.0,,11.0,2.0,7.0,1.0,25.0,14.0,54.0,47.0,547.0,360.0,459.0,268.0,59.7,40.3,25.0,19.0,28.0,32.0,14.0,20.0,13.0,6.0,12.0,11.0,12.0,11.0,14.0,13.0,,2.0,,,,,9.0,14.0,26.0,15.0,150.0,154.0,2.0,4.0,,2.0,,,1.0,,,,70.0,65.0,65.0,70.0,16.0,11.0,11.0,16.0,4.0,6.0,4.0,6.0,1.0,1.0,14.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2021-22,2210376,11,2021-11-07 14:00:00,"Goodison Park, Liverpool",39059.0,Everton,Spurs,0,0,0,0,D,D,0,0,0,0,1,0,0,1,,,12.0,8.0,2.0,,4.0,4.0,6.0,4.0,,,,1.0,,,,1.0,,1.0,,,,,8.0,7.0,4.0,3.0,23.0,19.0,79.0,48.0,428.0,534.0,346.0,453.0,44.8,55.2,21.0,16.0,22.0,16.0,13.0,10.0,15.0,8.0,13.0,18.0,13.0,18.0,14.0,16.0,4.0,6.0,,1.0,,,11.0,13.0,8.0,15.0,127.0,132.0,,2.0,,,,,1.0,1.0,,,57.0,60.0,60.0,57.0,5.0,19.0,19.0,5.0,4.0,2.0,4.0,2.0,2.0,,13.0,17.0,17.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2021-22,2210377,11,2021-11-07 14:00:00,"Elland Road, Leeds",36478.0,Leeds,Leicester,1,1,1,1,D,D,1,1,1,1,0,0,0,0,1.0,1.0,18.0,9.0,5.0,3.0,9.0,6.0,4.0,,,,3.0,,,,3.0,1.0,1.0,1.0,,,,1.0,11.0,5.0,6.0,2.0,44.0,23.0,53.0,48.0,431.0,356.0,334.0,253.0,55.8,44.2,27.0,18.0,12.0,33.0,9.0,18.0,18.0,9.0,14.0,32.0,14.0,32.0,25.0,22.0,,4.0,1.0,,,,5.0,11.0,14.0,5.0,180.0,151.0,2.0,4.0,1.0,1.0,,,,,,,35.0,65.0,65.0,35.0,7.0,15.0,15.0,7.0,10.0,5.0,10.0,5.0,,,12.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2021-22,2210378,11,2021-11-06 12:30:00,"Old Trafford, Manchester",73086.0,Man Utd,Man City,0,2,2,0,L,W,0,2,2,0,0,0,0,0,,2.0,5.0,16.0,1.0,5.0,3.0,7.0,1.0,4.0,,,,1.0,,,1.0,1.0,,2.0,,,,1.0,3.0,13.0,1.0,8.0,9.0,24.0,31.0,92.0,400.0,832.0,326.0,762.0,32.6,67.4,4.0,32.0,18.0,12.0,11.0,6.0,6.0,6.0,22.0,5.0,22.0,5.0,20.0,19.0,3.0,1.0,,,1.0,,11.0,4.0,6.0,10.0,110.0,119.0,5.0,1.0,2.0,,,,,1.0,1.0,,43.0,42.0,42.0,43.0,9.0,10.0,10.0,9.0,1.0,9.0,1.0,9.0,1.0,,9.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2021-22,2210379,11,2021-11-05 20:00:00,"St. Mary's Stadium, Southampton",30178.0,Southampton,Aston Villa,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,9.0,14.0,3.0,3.0,4.0,7.0,2.0,4.0,,,,,,,1.0,,,,,,,,7.0,11.0,4.0,6.0,35.0,35.0,35.0,53.0,431.0,327.0,347.0,234.0,56.4,43.6,24.0,25.0,14.0,22.0,11.0,10.0,14.0,11.0,26.0,20.0,26.0,20.0,12.0,13.0,4.0,2.0,,,,,9.0,12.0,15.0,9.0,149.0,150.0,3.0,2.0,,1.0,,,1.0,,,,58.0,67.0,67.0,58.0,20.0,24.0,24.0,20.0,10.0,8.0,10.0,8.0,1.0,2.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2021-22,2210380,11,2021-11-07 16:30:00,"London Stadium, London",59909.0,West Ham,Liverpool,3,2,2,3,W,L,1,1,1,1,0,0,0,0,3.0,2.0,7.0,16.0,3.0,5.0,2.0,5.0,2.0,6.0,,,2.0,2.0,2.0,,,2.0,1.0,,,,2.0,2.0,6.0,13.0,5.0,9.0,17.0,46.0,52.0,93.0,299.0,683.0,211.0,590.0,30.9,69.1,12.0,45.0,8.0,6.0,3.0,4.0,14.0,12.0,35.0,13.0,35.0,13.0,18.0,18.0,6.0,2.0,,,,,10.0,9.0,3.0,3.0,130.0,143.0,3.0,1.0,2.0,3.0,,,,,,1.0,40.0,44.0,44.0,40.0,17.0,19.0,19.0,17.0,3.0,2.0,3.0,2.0,1.0,2.0,11.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,,,
2021-22,2210381,12,2021-11-20 15:00:00,"Villa Park, Birmingham",41925.0,Aston Villa,Brighton,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,9.0,6.0,5.0,2.0,1.0,,3.0,4.0,,,,1.0,1.0,,,1.0,,,,,1.0,,6.0,4.0,6.0,4.0,31.0,24.0,41.0,68.0,352.0,608.0,290.0,543.0,37.0,63.0,23.0,12.0,16.0,16.0,10.0,11.0,9.0,3.0,15.0,21.0,15.0,21.0,17.0,20.0,4.0,3.0,,,,,17.0,8.0,10.0,6.0,112.0,115.0,2.0,3.0,,2.0,,,1.0,,,,46.0,56.0,56.0,46.0,9.0,16.0,16.0,9.0,5.0,6.0,5.0,7.0,1.0,,7.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2021-22,2210382,12,2021-11-20 15:00:00,"Turf Moor, Burnley",18028.0,Burnley,Crystal Palace,3,3,3,3,D,D,2,3,3,2,0,0,0,0,3.0,3.0,15.0,18.0,9.0,8.0,4.0,6.0,2.0,4.0,,,1.0,2.0,,1.0,1.0,1.0,,1.0,,,3.0,2.0,9.0,14.0,7.0,10.0,39.0,30.0,55.0,48.0,311.0,488.0,213.0,392.0,39.5,60.5,19.0,28.0,15.0,6.0,11.0,2.0,6.0,3.0,16.0,26.0,16.0,26.0,15.0,14.0,4.0,2.0,1.0,,,,6.0,5.0,2.0,7.0,142.0,140.0,5.0,6.0,3.0,3.0,,,,,,,66.0,42.0,42.0,66.0,31.0,16.0,16.0,31.0,3.0,6.0,3.0,6.0,6.0,,14.0,15.0,15.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2021-22,2210383,12,2021-11-20 12:30:00,"King Power Stadium, Leicester",32192.0,Leicester,Chelsea,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,4.0,16.0,3.0,7.0,1.0,7.0,,2.0,,,1.0,5.0,,2.0,1.0,3.0,,1.0,,,,3.0,3.0,12.0,2.0,7.0,12.0,20.0,43.0,52.0,374.0,607.0,274.0,516.0,38.3,61.7,4.0,22.0,20.0,15.0,9.0,13.0,13.0,4.0,11.0,10.0,11.0,10.0,23.0,24.0,2.0,,,,,,13.0,8.0,7.0,13.0,142.0,147.0,4.0,3.0,3.0,,,,,1.0,,,44.0,56.0,56.0,44.0,8.0,13.0,13.0,8.0,3.0,5.0,3.0,5.0,,2.0,15.0,8.0,8.0,15.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,,
2021-22,2210384,12,2021-11-20 17:30:00,"Anfield, Liverpool",53092.0,Liverpool,Arsenal,4,0,0,4,W,L,1,0,0,1,0,0,0,0,4.0,,19.0,5.0,9.0,3.0,3.0,,7.0,2.0,,,4.0,,4.0,,1.0,,,,,,3.0,,13.0,5.0,10.0,5.0,27.0,15.0,52.0,48.0,639.0,384.0,565.0,311.0,62.5,37.5,41.0,5.0,14.0,18.0,8.0,6.0,4.0,8.0,9.0,18.0,9.0,18.0,7.0,7.0,2.0,6.0,,2.0,,1.0,9.0,9.0,3.0,8.0,125.0,119.0,3.0,5.0,,4.0,,,1.0,,,,44.0,52.0,52.0,44.0,11.0,11.0,11.0,11.0,6.0,1.0,6.0,1.0,2.0,,15.0,12.0,11.0,15.0,0.0,0.0,0.0,0.0,,,,,2.0,8.0,,
2021-22,2210385,12,2021-11-21 14:00:00,"Etihad Stadium, Manchester",52571.0,Man City,Everton,3,0,0,3,W,L,1,0,0,1,0,0,0,0,3.0,,17.0,4.0,7.0,1.0,6.0,,4.0,3.0,,,4.0,,2.0,,3.0,,1.0,,,,1.0,,12.0,2.0,6.0,2.0,48.0,16.0,93.0,25.0,861.0,247.0,807.0,172.0,77.3,22.7,35.0,11.0,15.0,18.0,7.0,7.0,8.0,6.0,7.0,17.0,7.0,17.0,18.0,16.0,3.0,4.0,,,,1.0,10.0,8.0,11.0,7.0,118.0,117.0,1.0,4.0,,3.0,,,1.0,,,,45.0,38.0,38.0,45.0,15.0,5.0,5.0,15.0,7.0,1.0,7.0,1.0,,,5.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2021-22,2210386,12,2021-11-20 15:00:00,"St. James' Park, Newcastle",52131.0,Newcastle,Brentford,3,3,3,3,D,D,2,2,2,2,0,0,0,0,3.0,3.0,23.0,10.0,9.0,4.0,9.0,4.0,5.0,2.0,,,3.0,1.0,2.0,1.0,2.0,1.0,,1.0,,,2.0,2.0,20.0,7.0,11.0,4.0,41.0,29.0,51.0,40.0,354.0,335.0,256.0,226.0,52.2,47.8,37.0,21.0,13.0,21.0,6.0,13.0,10.0,7.0,18.0,35.0,18.0,35.0,18.0,14.0,3.0,6.0,,,1.0,,2.0,12.0,9.0,7.0,167.0,153.0,1.0,6.0,3.0,3.0,,,,,1.0,,62.0,50.0,50.0,62.0,26.0,15.0,15.0,26.0,8.0,2.0,8.0,2.0,3.0,,13.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,,2.0,,
2021-22,2210387,12,2021-11-20 15:00:00,"Carrow Road, Norwich",26885.0,Norwich,Southampton,2,1,1,2,W,L,1,1,1,1,0,0,0,0,2.0,1.0,8.0,17.0,4.0,5.0,2.0,4.0,2.0,8.0,,,,,,,,,,,,,2.0,1.0,7.0,13.0,5.0,11.0,19.0,39.0,58.0,71.0,333.0,568.0,225.0,471.0,37.0,63.0,15.0,38.0,16.0,10.0,8.0,8.0,13.0,14.0,24.0,14.0,24.0,14.0,13.0,10.0,7.0,2.0,1.0,,,,19.0,4.0,6.0,8.0,156.0,156.0,4.0,2.0,1.0,2.0,,,,,,,52.0,61.0,61.0,52.0,23.0,24.0,24.0,23.0,5.0,7.0,5.0,7.0,,,8.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2021-22,2210388,12,2021-11-21 16:30:00,"Tottenham Hotspur Stadium, London",58989.0,Spurs,Leeds,2,1,1,2,W,L,0,1,1,0,0,0,0,0,2.0,1.0,13.0,18.0,4.0,7.0,3.0,7.0,6.0,4.0,,,3.0,1.0,2.0,1.0,2.0,,3.0,1.0,,,1.0,1.0,7.0,12.0,5.0,7.0,29.0,22.0,44.0,43.0,392.0,521.0,314.0,430.0,43.2,56.8,23.0,24.0,18.0,20.0,12.0,13.0,13.0,14.0,22.0,19.0,22.0,19.0,9.0,13.0,4.0,6.0,,,,,13.0,12.0,4.0,7.0,150.0,149.0,6.0,2.0,1.0,2.0,,,,,,,63.0,56.0,56.0,63.0,21.0,12.0,12.0,21.0,4.0,8.0,4.0,8.0,1.0,,11.0,12.0,12.0,11.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2021-22,2210389,12,2021-11-20 15:00:00,"Vicarage Road, Watford",21087.0,Watford,Man Utd,4,1,1,4,W,L,2,0,0,2,0,1,1,0,4.0,1.0,20.0,9.0,7.0,3.0,6.0,5.0,7.0,1.0,,,2.0,3.0,1.0,1.0,2.0,2.0,,,,,4.0,1.0,13.0,8.0,10.0,3.0,31.0,20.0,68.0,43.0,335.0,553.0,224.0,442.0,38.7,61.3,35.0,20.0,22.0,13.0,13.0,8.0,12.0,7.0,13.0,18.0,13.0,18.0,12.0,12.0,1.0,7.0,,1.0,,1.0,11.0,4.0,6.0,13.0,155.0,160.0,2.0,3.0,1.0,4.0,,,,,,,46.0,51.0,51.0,46.0,15.0,20.0,20.0,15.0,8.0,3.0,9.0,3.0,,,7.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,4.0,,
2021-22,2210390,12,2021-11-20 15:00:00,"Molineux Stadium, Wolverhampton",30667.0,Wolves,West Ham,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,15.0,8.0,5.0,3.0,7.0,3.0,3.0,2.0,,,2.0,,,,2.0,,,,,,1.0,,12.0,5.0,6.0,3.0,26.0,25.0,51.0,55.0,530.0,482.0,452.0,416.0,52.4,47.6,20.0,16.0,17.0,12.0,13.0,7.0,14.0,12.0,20.0,22.0,20.0,22.0,8.0,12.0,2.0,3.0,,,,,9.0,14.0,5.0,5.0,122.0,118.0,3.0,4.0,,1.0,,,1.0,,,,50.0,38.0,38.0,50.0,11.0,11.0,11.0,11.0,7.0,3.0,7.0,3.0,1.0,,6.0,9.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2021-22,2210391,13,2021-11-27 12:30:00,"Emirates Stadium, London",59886.0,Arsenal,Newcastle,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,24.0,9.0,6.0,5.0,12.0,2.0,6.0,2.0,,,4.0,,1.0,,4.0,,1.0,1.0,,,2.0,,19.0,5.0,10.0,4.0,34.0,23.0,78.0,29.0,646.0,328.0,563.0,262.0,65.6,34.4,34.0,15.0,14.0,13.0,8.0,9.0,3.0,11.0,12.0,20.0,12.0,20.0,16.0,14.0,2.0,6.0,,,,,9.0,15.0,8.0,7.0,123.0,114.0,5.0,4.0,,2.0,,,1.0,,,,52.0,32.0,32.0,52.0,12.0,5.0,5.0,12.0,4.0,4.0,4.0,4.0,1.0,,6.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0,,,,,,3.0,,
