season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attOneOnOne,attPenPost,attPenTarget,attemptedTackleFoul,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,contentiousDecision,leftsidePass,overrun,putThrough,rightsidePass,successfulPutThrough,unsuccessfulTouch,attOboxOwnGoal,fiftyFifty,successfulFiftyFifty,attLgLeft,attPenMiss,attLgRight,totalDistance
2014-15,755575,28.0,2015-03-04 20:00:00,90,Burnley,Away,151.0,22.0,1.0,1.0,,4.0,,130.0,8.0,1.0,4.0,5.0,5.0,25.0,280.0,,,21.0,17.0,17.0,2.0,3.0,,,,1.0,,,1.0,,,,,4.0,,,,,1.0,8.0,12.0,,,,62.0,2.0,4.0,16.0,,5.0,8.0,3.0,,3.0,4.0,56.0,59.0,2.0,31.0,15.0,,,,,,,,71.0,14.0,8.0,,,3.0,1.0,1.0,162.0,,,,,,,10.0,,,,2.0,,,,,15.0,,16.0,16.0,3.0,,4.0,84.0,38.0,6.0,,2.0,3.0,1.0,365.0,,,3.0,,51.0,69.0,15.0,,,,,,152.0,152.0,2.0,24.0,24.0,36.9,,,,1.0,0.0,,,,3.0,3.0,6.0,,1.0,,4.0,,,3.0,46.0,264.0,5.0,167.0,36.0,31.0,13.0,5.0,17.0,12.0,,107.0,14.0,237.0,2.0,1.0,28.0,7.0,64.0,1.0,387.0,,0.0,9.0,27.0,,27.0,1.0,580.0,,,7.0,5.0,15.0,0.0,,,,9.0,60.0,,,,12.0,,79.0,3.0,12.0,86.0,6.0,10.0,,,,,,,
2014-15,755584,29.0,2015-03-14 17:30:00,90,Burnley,Home,75.0,23.0,1.0,2.0,1.0,6.0,,117.0,3.0,,1.0,8.0,3.0,27.0,190.0,,1.0,15.0,31.0,33.0,7.0,,,,,,,,,,1.0,,,8.0,,,,,1.0,11.0,11.0,,,,66.0,9.0,1.0,19.0,,2.0,7.0,2.0,,11.0,1.0,77.0,59.0,9.0,58.0,43.0,,,,,,,,60.0,6.0,8.0,,,1.0,1.0,,142.0,,,,,,,10.0,,,,,,,,1.0,43.0,,10.0,10.0,1.0,,1.0,79.0,37.0,6.0,1.0,3.0,4.0,4.0,268.0,,,8.0,,28.0,60.0,17.0,,,,,,156.0,156.0,4.0,22.0,32.0,29.8,,,,,0.0,,,,4.0,1.0,5.0,,,,5.0,,,2.0,42.0,180.0,7.0,89.0,42.0,58.0,19.0,2.0,12.0,10.0,1.0,91.0,21.0,213.0,,,28.0,3.0,65.0,2.0,290.0,1.0,0.0,10.0,13.0,1.0,22.0,2.0,516.0,,,7.0,2.0,7.0,0.0,,,,3.0,42.0,,,,24.0,,42.0,3.0,24.0,64.0,13.0,11.0,,,,,,,
2014-15,755599,30.0,2015-03-21 15:00:00,90,Burnley,Away,104.0,18.0,,6.0,6.0,5.0,1.0,171.0,5.0,2.0,4.0,16.0,10.0,45.0,269.0,,,12.0,17.0,17.0,11.0,1.0,,,,1.0,,,1.0,1.0,,,,11.0,,,,,1.0,14.0,7.0,,,,59.0,1.0,4.0,11.0,,5.0,9.0,7.0,,4.0,1.0,45.0,42.0,1.0,33.0,14.0,,,,,,,,67.0,8.0,10.0,,,4.0,2.0,1.0,163.0,,,,,,,9.0,,,,3.0,,,,1.0,14.0,,14.0,14.0,,,4.0,86.0,52.0,10.0,,6.0,6.0,3.0,334.0,,,7.0,1.0,51.0,59.0,27.0,,,,,,131.0,131.0,1.0,28.0,18.0,39.8,,,,2.0,0.0,,,,2.0,,2.0,,1.0,,8.0,,,3.0,72.0,254.0,12.0,115.0,32.0,33.0,9.0,4.0,22.0,18.0,,128.0,18.0,267.0,4.0,2.0,34.0,11.0,80.0,,360.0,,0.0,15.0,12.0,,14.0,0.0,541.0,,,3.0,5.0,9.0,0.0,,,,1.0,55.0,1.0,1.0,,17.0,1.0,62.0,1.0,17.0,80.0,11.0,11.0,,,,,,,
2014-15,755604,31.0,2015-04-05 13:30:00,90,Burnley,Home,89.0,26.0,,8.0,8.0,7.0,2.0,133.0,3.0,1.0,5.0,12.0,7.0,43.0,214.0,,,30.0,26.0,33.0,10.0,1.0,,,,,,,,,,,,11.0,,,,,2.0,2.0,10.0,,,,63.0,3.0,5.0,10.0,,5.0,12.0,12.0,,8.0,2.0,63.0,62.0,3.0,31.0,24.0,,,,,,,,84.0,9.0,5.0,,,2.0,2.0,,157.0,,,,,,,7.0,,,,,,,,,24.0,,9.0,9.0,,,5.0,73.0,36.0,3.0,,4.0,7.0,4.0,316.0,,,2.0,,48.0,61.0,21.0,,,,,,177.0,177.0,4.0,18.0,32.0,40.0,,,,1.0,0.0,,,,,2.0,2.0,,,,6.0,1.0,,1.0,62.0,206.0,11.0,105.0,55.0,31.0,15.0,5.0,31.0,26.0,,127.0,23.0,256.0,,1.0,34.0,9.0,84.0,4.0,330.0,,0.0,15.0,20.0,,36.0,2.0,541.0,,,5.0,5.0,16.0,0.0,,,,7.0,48.0,2.0,2.0,,18.0,,55.0,2.0,18.0,70.0,8.0,8.0,,,,,,,
2014-15,755613,32.0,2015-04-11 17:30:00,90,Burnley,Home,71.0,23.0,1.0,3.0,2.0,7.0,,133.0,7.0,,3.0,7.0,7.0,29.0,201.0,,,18.0,32.0,31.0,6.0,,,,,,,1.0,2.0,,,,,5.0,,,,,,7.0,10.0,,,,71.0,5.0,3.0,16.0,,1.0,11.0,7.0,,7.0,2.0,75.0,57.0,5.0,46.0,33.0,,,,,,,,62.0,15.0,6.0,,,2.0,,2.0,136.0,,,,,,,10.0,,,,1.0,,,,2.0,33.0,,19.0,19.0,4.0,,4.0,77.0,33.0,6.0,,1.0,5.0,4.0,284.0,,,6.0,,42.0,57.0,18.0,,,,,,159.0,159.0,4.0,25.0,30.0,31.8,,,,,0.0,,,,2.0,2.0,4.0,,,,1.0,,,1.0,73.0,187.0,6.0,87.0,39.0,46.0,17.0,1.0,19.0,18.0,,124.0,25.0,239.0,1.0,,37.0,9.0,75.0,3.0,307.0,,0.0,8.0,15.0,,25.0,2.0,529.0,,,9.0,1.0,12.0,0.0,1.0,,,6.0,43.0,,,,17.0,,59.0,1.0,17.0,69.0,12.0,10.0,,,,,,,
2014-15,755627,33.0,2015-04-18 15:00:00,90,Burnley,Away,79.0,7.0,1.0,3.0,2.0,7.0,,88.0,6.0,,1.0,14.0,4.0,25.0,164.0,,,17.0,20.0,29.0,7.0,1.0,,1.0,,,,,,,,,,9.0,,,,,,10.0,11.0,,,,55.0,8.0,4.0,9.0,,6.0,8.0,8.0,,9.0,5.0,57.0,53.0,8.0,36.0,29.0,,,,,,,,71.0,15.0,12.0,,,,,,134.0,,,,,,,10.0,,,,3.0,,,,,29.0,,11.0,11.0,1.0,,1.0,80.0,32.0,5.0,,5.0,3.0,1.0,233.0,,,4.0,,30.0,26.0,32.0,,1.0,1.0,1.0,,143.0,143.0,2.0,28.0,14.0,34.4,,,,1.0,0.0,,,,5.0,2.0,7.0,1.0,2.0,1.0,5.0,,,3.0,49.0,149.0,8.0,95.0,20.0,36.0,12.0,5.0,21.0,16.0,2.0,115.0,22.0,189.0,3.0,,47.0,4.0,75.0,,263.0,,1.0,10.0,8.0,1.0,21.0,2.0,447.0,,,7.0,6.0,5.0,0.0,,,,10.0,38.0,2.0,2.0,,12.0,,37.0,1.0,12.0,54.0,8.0,7.0,,,,,,,
2014-15,755634,34.0,2015-04-25 15:00:00,90,Burnley,Home,104.0,20.0,2.0,9.0,7.0,5.0,,195.0,3.0,1.0,7.0,18.0,8.0,46.0,290.0,,1.0,30.0,37.0,54.0,9.0,1.0,,,,,,,1.0,,,,,8.0,,,,1.0,,5.0,3.0,,,,62.0,2.0,6.0,4.0,,6.0,11.0,8.0,,7.0,2.0,76.0,82.0,2.0,64.0,51.0,,1.0,,,,,,95.0,16.0,14.0,,,4.0,1.0,1.0,162.0,,,,,,,6.0,,,,2.0,,,,,51.0,1.0,14.0,14.0,2.0,,7.0,79.0,38.0,4.0,,1.0,9.0,4.0,381.0,,,,,53.0,88.0,31.0,,,,,1.0,180.0,180.0,,30.0,22.0,59.9,1.0,,,1.0,0.0,,,,2.0,1.0,3.0,,,,2.0,1.0,,3.0,89.0,274.0,10.0,119.0,36.0,64.0,19.0,6.0,26.0,20.0,,165.0,15.0,313.0,2.0,1.0,56.0,9.0,99.0,1.0,406.0,,0.0,12.0,9.0,1.0,38.0,3.0,656.0,,,7.0,6.0,6.0,0.0,,1.0,,8.0,45.0,1.0,2.0,,11.0,,96.0,2.0,11.0,103.0,6.0,17.0,,,,,,,
2014-15,755652,35.0,2015-05-02 15:00:00,90,Burnley,Away,111.0,15.0,2.0,6.0,4.0,5.0,,111.0,3.0,1.0,5.0,10.0,3.0,32.0,216.0,,,19.0,18.0,19.0,6.0,2.0,,,,1.0,,,1.0,,,,,6.0,,,,,1.0,17.0,12.0,,,,44.0,7.0,2.0,5.0,1.0,3.0,12.0,6.0,,1.0,2.0,32.0,43.0,7.0,43.0,36.0,,,,,,,,58.0,7.0,9.0,,,2.0,,1.0,139.0,,,,,,,11.0,,,,4.0,,,,2.0,36.0,,19.0,19.0,2.0,,5.0,82.0,34.0,13.0,,4.0,4.0,2.0,279.0,,,15.0,,29.0,61.0,19.0,1.0,1.0,1.0,,,130.0,130.0,3.0,16.0,15.0,39.8,,,,1.0,0.0,,,,4.0,2.0,5.0,,,,5.0,,,3.0,51.0,202.0,8.0,128.0,27.0,43.0,11.0,3.0,21.0,18.0,,92.0,15.0,200.0,4.0,1.0,44.0,5.0,84.0,2.0,307.0,,1.0,9.0,10.0,,22.0,2.0,524.0,,,7.0,3.0,7.0,0.0,,,,4.0,45.0,1.0,1.0,,21.0,,61.0,,21.0,62.0,13.0,14.0,,,,,,,
2014-15,755658,36.0,2015-05-09 15:00:00,90,Burnley,Away,143.0,15.0,1.0,3.0,2.0,12.0,,130.0,7.0,,3.0,6.0,13.0,29.0,270.0,,,18.0,25.0,33.0,5.0,1.0,,,,,,,,,,,,6.0,,,,,1.0,9.0,12.0,,,,64.0,3.0,1.0,6.0,,3.0,6.0,5.0,,10.0,1.0,57.0,67.0,3.0,52.0,37.0,,,,,,,,67.0,12.0,16.0,1.0,,3.0,1.0,,163.0,,,,,,,11.0,,,1.0,,,,,,37.0,,15.0,15.0,3.0,,4.0,94.0,36.0,9.0,,4.0,2.0,2.0,351.0,,,10.0,,52.0,55.0,18.0,,,,,,155.0,155.0,2.0,24.0,28.0,45.5,,,,1.0,0.0,,,,1.0,2.0,3.0,,,,5.0,,,2.0,61.0,254.0,6.0,163.0,35.0,52.0,15.0,3.0,15.0,12.0,,120.0,23.0,231.0,,,51.0,16.0,90.0,,379.0,,0.0,8.0,13.0,,20.0,1.0,589.0,,,9.0,3.0,11.0,0.0,,,,7.0,55.0,,,1.0,11.0,,82.0,2.0,11.0,79.0,7.0,13.0,,,,,,,
2014-15,755663,37.0,2015-05-16 15:00:00,90,Burnley,Home,119.0,15.0,,5.0,5.0,2.0,,136.0,6.0,,2.0,9.0,8.0,29.0,250.0,1.0,,23.0,28.0,16.0,7.0,,,,,,,,,,,,,9.0,,,,,,5.0,6.0,,,,65.0,3.0,6.0,8.0,,7.0,13.0,10.0,,9.0,2.0,68.0,48.0,3.0,28.0,21.0,,1.0,,,,,,56.0,14.0,9.0,,,2.0,,,161.0,,,,,,,10.0,,,,,,,,1.0,21.0,,11.0,11.0,1.0,,2.0,84.0,35.0,6.0,,,7.0,4.0,343.0,,,3.0,,51.0,53.0,29.0,,,,,,198.0,198.0,1.0,28.0,28.0,45.7,,,,,0.0,,,,2.0,1.0,3.0,,,,1.0,1.0,,3.0,71.0,235.0,7.0,146.0,33.0,28.0,28.0,6.0,29.0,23.0,,126.0,10.0,251.0,,,48.0,8.0,86.0,1.0,368.0,1.0,0.0,11.0,11.0,,30.0,1.0,591.0,,,13.0,7.0,7.0,0.0,,,,5.0,52.0,,,,18.0,,76.0,2.0,18.0,79.0,11.0,22.0,,,,,,,
2014-15,755674,38.0,2015-05-24 15:00:00,90,Burnley,Away,134.0,12.0,,2.0,2.0,3.0,,81.0,8.0,,3.0,11.0,11.0,39.0,213.0,,1.0,22.0,22.0,24.0,4.0,,,,,,,1.0,1.0,,,,,5.0,,,,,,11.0,6.0,,,,64.0,3.0,2.0,14.0,,2.0,4.0,3.0,,7.0,5.0,51.0,51.0,3.0,32.0,22.0,,,,,,,,70.0,6.0,10.0,1.0,,1.0,,1.0,141.0,1.0,,1.0,1.0,,,14.0,,,1.0,6.0,,,,,22.0,,11.0,11.0,5.0,,3.0,82.0,29.0,7.0,,1.0,4.0,3.0,287.0,,,2.0,,40.0,44.0,21.0,,,,,,135.0,135.0,1.0,26.0,25.0,36.7,,,,,0.0,,,,3.0,2.0,5.0,,1.0,,1.0,,,3.0,38.0,197.0,5.0,156.0,20.0,32.0,5.0,2.0,9.0,7.0,,94.0,11.0,172.0,6.0,,50.0,12.0,98.0,1.0,319.0,,0.0,6.0,16.0,3.0,25.0,2.0,486.0,,,3.0,2.0,10.0,0.0,1.0,,,3.0,48.0,1.0,1.0,,13.0,,63.0,1.0,13.0,67.0,6.0,8.0,,,,,,,
2016-17,855174,1.0,2016-08-13 15:00:00,90,Burnley,Home,114.0,21.0,1.0,5.0,4.0,5.0,,140.0,5.0,,,13.0,11.0,43.0,249.0,,,29.0,32.0,20.0,5.0,,,1.0,,,,,1.0,,,,,8.0,,,,,1.0,11.0,6.0,6.0,4.0,,59.0,4.0,2.0,8.0,1.0,7.0,9.0,5.0,,14.0,2.0,69.0,53.0,4.0,14.0,8.0,,,,,,,,92.0,10.0,14.0,,,3.0,2.0,1.0,166.0,,,,,,,9.0,,,,1.0,,,,,10.0,,18.0,18.0,1.0,,,83.0,41.0,4.0,,4.0,1.0,3.0,326.0,,,3.0,,52.0,45.0,40.0,,,,,,170.0,170.0,2.0,21.0,25.0,47.5,,,,,0.0,,,,5.0,3.0,7.0,,,1.0,5.0,,,2.0,76.0,237.0,5.0,124.0,42.0,16.0,11.0,7.0,23.0,16.0,1.0,146.0,18.0,252.0,1.0,,31.0,13.0,84.0,3.0,353.0,,0.0,10.0,14.0,,41.0,3.0,558.0,25.0,,6.0,7.0,9.0,0.0,,,,8.0,67.0,1.0,1.0,,17.0,,55.0,4.0,17.0,65.0,6.0,10.0,,,,,,,
2016-17,855444,2.0,2016-08-20 15:00:00,90,Burnley,Home,69.0,4.0,,,,3.0,,61.0,7.0,,2.0,10.0,4.0,23.0,130.0,,,8.0,11.0,15.0,1.0,,,,,,,,,,,,,3.0,,,,,,9.0,17.0,,3.0,,45.0,4.0,,16.0,,1.0,,3.0,,15.0,3.0,58.0,39.0,4.0,26.0,15.0,,,,,,,,50.0,14.0,5.0,2.0,,,,,109.0,2.0,,2.0,2.0,,,16.0,,,2.0,,,,,1.0,18.0,,18.0,18.0,4.0,,2.0,58.0,19.0,12.0,,1.0,2.0,2.0,186.0,,,8.0,,34.0,21.0,7.0,,,,,,118.0,118.0,4.0,17.0,15.0,19.6,,,,1.0,0.0,,,,1.0,4.0,5.0,,,,1.0,,,3.0,29.0,118.0,3.0,88.0,15.0,34.0,10.0,,3.0,3.0,,68.0,13.0,125.0,,,30.0,4.0,65.0,3.0,210.0,,0.0,3.0,13.0,1.0,11.0,0.0,380.0,3.0,,7.0,1.0,10.0,0.0,,,,10.0,35.0,,,,22.0,,32.0,1.0,22.0,34.0,14.0,10.0,,,,,,,
2016-17,855192,3.0,2016-08-27 15:00:00,90,Burnley,Away,167.0,14.0,2.0,5.0,3.0,2.0,,152.0,6.0,,7.0,2.0,15.0,18.0,314.0,,,12.0,15.0,15.0,3.0,2.0,2.0,,,,,,,,,,,4.0,,,,,,14.0,8.0,4.0,2.0,,57.0,6.0,2.0,11.0,1.0,5.0,7.0,8.0,,7.0,4.0,44.0,44.0,6.0,23.0,14.0,,1.0,,,,,,72.0,9.0,6.0,,,,,,147.0,,,,,,,9.0,,,,,,,,,15.0,,17.0,17.0,3.0,,7.0,69.0,36.0,9.0,,4.0,1.0,,389.0,,,6.0,,49.0,45.0,26.0,,,,,,132.0,132.0,,21.0,28.0,39.9,,,,,0.0,,,,6.0,1.0,6.0,,,,4.0,1.0,,3.0,54.0,300.0,5.0,186.0,30.0,30.0,9.0,5.0,20.0,15.0,,103.0,6.0,244.0,,,20.0,18.0,54.0,2.0,410.0,,0.0,6.0,17.0,,15.0,2.0,584.0,8.0,,7.0,5.0,13.0,0.0,,,,8.0,72.0,,,,18.0,,99.0,1.0,18.0,92.0,8.0,6.0,,,,,,,
2016-17,855204,4.0,2016-09-10 15:00:00,90,Burnley,Home,153.0,20.0,2.0,7.0,5.0,6.0,,168.0,7.0,,3.0,9.0,9.0,44.0,314.0,,,22.0,12.0,16.0,7.0,1.0,4.0,,,,,,,,,,,10.0,,,,,,5.0,6.0,6.0,8.0,,48.0,2.0,6.0,5.0,,5.0,6.0,7.0,,12.0,1.0,43.0,35.0,2.0,28.0,25.0,,,,,,,,67.0,13.0,3.0,,,,,,145.0,1.0,,,1.0,,,13.0,,,1.0,1.0,,,,,28.0,,21.0,21.0,,,3.0,90.0,54.0,9.0,1.0,3.0,6.0,2.0,374.0,,,,,56.0,54.0,23.0,,,,,,121.0,121.0,3.0,17.0,22.0,38.8,,2.0,,,0.0,,,,1.0,1.0,2.0,,,,6.0,1.0,,3.0,58.0,300.0,9.0,162.0,42.0,33.0,9.0,5.0,18.0,13.0,,102.0,14.0,251.0,1.0,,20.0,10.0,81.0,,395.0,,0.0,14.0,10.0,,27.0,2.0,578.0,18.0,,7.0,5.0,9.0,0.0,,,,9.0,53.0,,,,16.0,,92.0,1.0,16.0,105.0,5.0,9.0,,,,,,,
2016-17,855216,5.0,2016-09-17 15:00:00,90,Burnley,Away,147.0,11.0,,3.0,3.0,3.0,,107.0,4.0,,2.0,9.0,17.0,33.0,251.0,,,23.0,18.0,28.0,4.0,1.0,,,,,,1.0,1.0,1.0,,,,4.0,,,,,1.0,8.0,7.0,3.0,4.0,,62.0,4.0,1.0,8.0,,1.0,8.0,3.0,,10.0,1.0,45.0,58.0,4.0,34.0,21.0,,,,,,,,59.0,9.0,10.0,,,1.0,1.0,1.0,142.0,,,,,,,9.0,,,,,,,,,25.0,,15.0,15.0,3.0,,2.0,77.0,28.0,7.0,,4.0,1.0,2.0,334.0,,,5.0,1.0,51.0,46.0,16.0,,,,,,148.0,148.0,4.0,29.0,22.0,41.0,,,,,0.0,,,,2.0,2.0,4.0,,,,4.0,,,3.0,49.0,238.0,5.0,171.0,21.0,40.0,8.0,1.0,13.0,12.0,,94.0,8.0,203.0,,,45.0,17.0,85.0,4.0,361.0,,0.0,7.0,14.0,,25.0,1.0,550.0,6.0,,7.0,1.0,13.0,0.0,,,,5.0,53.0,1.0,1.0,,22.0,,84.0,1.0,22.0,82.0,12.0,10.0,,,,,,,
2016-17,855224,6.0,2016-09-26 20:00:00,90,Burnley,Home,110.0,9.0,4.0,7.0,3.0,6.0,,138.0,,,2.0,19.0,7.0,32.0,241.0,,,13.0,34.0,31.0,6.0,2.0,6.0,,,,,,,,,,,5.0,,,,,2.0,5.0,7.0,10.0,3.0,,62.0,2.0,6.0,10.0,,7.0,9.0,6.0,1.0,7.0,2.0,69.0,66.0,2.0,31.0,17.0,,,,,,,,65.0,11.0,15.0,,,3.0,2.0,,159.0,2.0,1.0,2.0,,2.0,,4.0,,,,1.0,,,,1.0,18.0,,15.0,15.0,,,2.0,95.0,43.0,6.0,1.0,3.0,7.0,4.0,328.0,,,6.0,,54.0,53.0,37.0,,,,,,164.0,164.0,8.0,16.0,30.0,43.5,,,,1.0,0.0,,,,2.0,,2.0,,,,3.0,,,2.0,60.0,235.0,10.0,127.0,26.0,34.0,11.0,7.0,24.0,17.0,,112.0,15.0,246.0,1.0,,44.0,8.0,78.0,5.0,349.0,1.0,0.0,13.0,18.0,,18.0,1.0,555.0,19.0,,3.0,7.0,13.0,0.0,,,,5.0,60.0,,,,10.0,,66.0,,10.0,64.0,5.0,14.0,,,,,,,
2016-17,855232,7.0,2016-10-02 16:30:00,90,Burnley,Home,145.0,12.0,2.0,7.0,5.0,4.0,,108.0,6.0,3.0,3.0,10.0,6.0,31.0,246.0,,,21.0,14.0,20.0,8.0,2.0,3.0,,,,,,,,,,,5.0,,1.0,,,2.0,13.0,5.0,5.0,5.0,,57.0,2.0,3.0,14.0,,2.0,10.0,8.0,,11.0,1.0,46.0,54.0,2.0,24.0,11.0,,,,,,,,64.0,2.0,3.0,,1.0,,,,152.0,,,,,,,11.0,,,,1.0,,,,,13.0,1.0,21.0,21.0,6.0,,3.0,77.0,32.0,6.0,,6.0,4.0,1.0,332.0,,,6.0,,41.0,47.0,24.0,,,,,,155.0,155.0,1.0,36.0,11.0,32.8,1.0,,,,0.0,,,,2.0,,2.0,,,,6.0,,,1.0,50.0,237.0,10.0,173.0,32.0,31.0,11.0,2.0,20.0,18.0,,100.0,17.0,198.0,1.0,3.0,28.0,6.0,76.0,4.0,351.0,,0.0,10.0,26.0,1.0,24.0,0.0,556.0,11.0,,6.0,2.0,18.0,0.0,,,,2.0,60.0,1.0,1.0,,15.0,1.0,67.0,,15.0,72.0,6.0,13.0,,,,,,,
2016-17,855249,8.0,2016-10-16 16:00:00,90,Burnley,Away,103.0,11.0,2.0,4.0,2.0,4.0,,112.0,2.0,2.0,6.0,6.0,10.0,26.0,211.0,,,15.0,20.0,25.0,4.0,,,,,,,,,,,,,2.0,1.0,,,,3.0,24.0,10.0,4.0,2.0,,45.0,2.0,1.0,10.0,,4.0,3.0,5.0,,4.0,3.0,47.0,49.0,2.0,33.0,20.0,,1.0,,,,,,55.0,10.0,11.0,1.0,,4.0,1.0,,141.0,,,,,,,13.0,,,,2.0,,,,,22.0,,16.0,16.0,1.0,,6.0,84.0,37.0,8.0,,3.0,1.0,1.0,278.0,,,10.0,,50.0,33.0,19.0,1.0,1.0,1.0,,1.0,128.0,128.0,1.0,13.0,18.0,35.4,,,,,0.0,,,,7.0,4.0,11.0,,,,4.0,,,3.0,44.0,200.0,4.0,119.0,29.0,40.0,6.0,4.0,13.0,9.0,,92.0,10.0,201.0,2.0,2.0,24.0,10.0,74.0,1.0,307.0,,0.0,6.0,12.0,,17.0,2.0,488.0,13.0,,2.0,4.0,4.0,0.0,,,,6.0,55.0,,,1.0,13.0,1.0,48.0,2.0,13.0,63.0,5.0,10.0,,,,,,,
2016-17,855254,9.0,2016-10-22 15:00:00,90,Burnley,Home,107.0,9.0,,,,5.0,,90.0,2.0,,5.0,12.0,12.0,25.0,197.0,,,17.0,23.0,15.0,5.0,,1.0,1.0,,,,,,,1.0,,,6.0,,1.0,,,3.0,9.0,12.0,4.0,6.0,,49.0,4.0,3.0,14.0,,2.0,6.0,10.0,,4.0,3.0,59.0,44.0,4.0,43.0,19.0,,1.0,,,,,,56.0,16.0,15.0,2.0,,1.0,2.0,,136.0,,,,,,1.0,5.0,,,1.0,,,,,,21.0,1.0,23.0,23.0,4.0,,5.0,71.0,30.0,8.0,,2.0,3.0,3.0,269.0,,,10.0,,31.0,41.0,25.0,,,,,,135.0,135.0,1.0,18.0,20.0,34.9,1.0,,,,0.0,,,,3.0,4.0,7.0,,,1.0,4.0,,,3.0,41.0,181.0,5.0,129.0,21.0,53.0,3.0,1.0,19.0,18.0,1.0,80.0,15.0,184.0,,,38.0,14.0,66.0,1.0,294.0,,0.0,10.0,13.0,,19.0,2.0,502.0,7.0,,1.0,2.0,11.0,0.0,,,,11.0,51.0,,,1.0,18.0,,51.0,,18.0,56.0,8.0,10.0,,,,,,,
2016-17,855264,10.0,2016-10-29 15:00:00,90,Burnley,Away,72.0,9.0,1.0,8.0,7.0,5.0,3.0,98.0,2.0,,4.0,9.0,8.0,37.0,162.0,,,8.0,24.0,23.0,5.0,1.0,1.0,,,,,,,,,,,5.0,,,,,1.0,21.0,17.0,4.0,3.0,,62.0,3.0,1.0,13.0,,1.0,6.0,5.0,,6.0,5.0,51.0,51.0,3.0,41.0,23.0,,1.0,,,,,,68.0,9.0,12.0,,,2.0,4.0,,116.0,,,,,,,10.0,,,,4.0,,,,2.0,23.0,,19.0,19.0,5.0,,4.0,75.0,28.0,19.0,,5.0,1.0,1.0,219.0,,,19.0,,38.0,26.0,29.0,,,,,,117.0,117.0,2.0,30.0,13.0,28.1,,,,,0.0,,,,8.0,3.0,11.0,,,,5.0,,,3.0,48.0,151.0,6.0,90.0,17.0,41.0,2.0,1.0,16.0,15.0,,94.0,11.0,174.0,4.0,,41.0,9.0,88.0,2.0,248.0,,0.0,7.0,17.0,,10.0,3.0,452.0,17.0,,1.0,1.0,13.0,0.0,,,,3.0,36.0,,,,11.0,,48.0,,11.0,48.0,8.0,12.0,,,,,,,
