playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,goalAssists,successfulLayoffs,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,goalsConcededOutsideBox,penaltiesConceded,throwInsToOppositionPlayer,oboxTarget,leftFootGoals,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,ownGoalScored,rightFootGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,setPiecesGoals,clearancesOffTheLine,secondGoalAssists,penaltiesTaken,penaltyGoals,foulWonPenalty
492373,Charlie Cresswell,Defender,Leeds,2,England,2020-21,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433590,Cody Drameh,Defender,Leeds,2,England,2020-21,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149915,Diego Llorente,Defender,Leeds,2,Spain,2020-21,0.0,0.0,1.0,61.0,0.2881,51.0,3.0,3.0,0.6537,34.0,5.0,1.0,79.0,15.0,23.0,14.0,120.0,2.0,718.0,1.0,0.0,1.0,57.0,4.0,2.0,1205.0,2.0,24.0,82.0,11.0,49.0,558.0,9.0,1.0,16.299,4.0,6.0,38.0,12.0,3.0,37.0,166.0,9.0,0.0,143.0,5.0,1.0,218.0,103.0,15.0,13.0,2.0,107.0,12.0,1.0,2.0,9.0,3.0,86.0,33.0,703.0,2.0,3.0,143.0,21.0,6.0,13.0,281.0,15.0,20.0,40.0,53.0,898.0,3.0,19.0,491.0,7.0,0.8175,41.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105377,Ezgjan Alioski,Defender,Leeds,2,North Macedonia,2020-21,0.0,0.0,7.0,154.0,2.3217,79.0,7.0,8.0,2.6928,74.0,18.0,1.0,219.0,36.0,37.0,29.0,282.0,48.0,1377.0,2.0,1.0,7.0,84.0,10.0,4.0,2463.0,4.0,44.0,168.0,59.0,128.0,1065.0,41.0,5.0,33.3613,25.0,5.0,40.0,35.0,3.0,110.0,528.0,44.0,0.0,322.0,15.0,1.0,540.0,146.0,36.0,43.0,15.0,541.0,31.0,,48.0,30.0,3.0,238.0,40.0,1348.0,10.0,9.0,418.0,31.0,11.0,2.0,73.0,39.0,23.0,30.0,236.0,2031.0,10.0,26.0,568.0,31.0,1.5567,63.0,91.0,14.0,3.0,3.0,6.0,4.0,2.0,14.0,1.0,4.0,2.0,14.0,2.0,2.0,212.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38588,Gaetano Berardi,Defender,Leeds,2,Switzerland,2020-21,0.0,0.0,0.0,4.0,0.0161,2.0,1.0,,,2.0,,,6.0,2.0,2.0,1.0,9.0,1.0,55.0,,0.0,1.0,7.0,,,114.0,,3.0,6.0,1.0,2.0,44.0,1.0,,0.6267,,1.0,2.0,,1.0,1.0,5.0,,0.0,10.0,1.0,0.0,26.0,7.0,2.0,,,13.0,,,1.0,,1.0,3.0,4.0,55.0,,,13.0,2.0,,1.0,19.0,1.0,1.0,2.0,5.0,72.0,1.0,2.0,33.0,1.0,0.1103,3.0,4.0,,,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221610,Jamie Shackleton,Defender,Leeds,2,England,2020-21,0.0,0.0,0.0,17.0,0.282,19.0,,,,10.0,,,17.0,13.0,10.0,3.0,20.0,1.0,192.0,,0.0,10.0,6.0,,,455.0,,6.0,15.0,7.0,15.0,169.0,9.0,3.0,9.8453,2.0,,2.0,11.0,,11.0,50.0,2.0,0.0,32.0,2.0,0.0,43.0,25.0,13.0,4.0,,90.0,11.0,,1.0,1.0,,26.0,,191.0,,1.0,33.0,6.0,3.0,1.0,56.0,3.0,9.0,3.0,43.0,263.0,2.0,1.0,83.0,2.0,,3.0,6.0,1.0,,6.0,1.0,,,1.0,,,,1.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455084,Leif Davis,Defender,Leeds,2,England,2020-21,0.0,0.0,0.0,6.0,0.0055,1.0,,,,,,,1.0,2.0,1.0,,2.0,,19.0,,0.0,2.0,1.0,,,31.0,,1.0,,1.0,,16.0,,,0.8308,,,,,,5.0,5.0,,0.0,6.0,1.0,0.0,9.0,3.0,2.0,,,4.0,,,,1.0,,5.0,,19.0,,,4.0,,,,4.0,1.0,1.0,1.0,1.0,26.0,,,13.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55914,Liam Cooper,Defender,Leeds,2,Scotland,2020-21,1.0,1.0,4.0,108.0,0.6896,62.0,,9.0,2.024,68.0,15.0,,115.0,25.0,38.0,25.0,238.0,,1650.0,1.0,1.0,,157.0,6.0,8.0,2187.0,8.0,61.0,192.0,13.0,96.0,1317.0,24.0,4.0,35.8199,,11.0,67.0,40.0,,47.0,624.0,27.0,0.0,300.0,7.0,0.0,540.0,156.0,25.0,23.0,1.0,317.0,36.0,1.0,,2.0,,143.0,96.0,1604.0,6.0,3.0,256.0,45.0,3.0,32.0,373.0,23.0,61.0,95.0,113.0,1991.0,1.0,46.0,1095.0,14.0,1.8459,123.0,88.0,,,,1.0,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66588,Luke Ayling,Defender,Leeds,2,England,2020-21,0.0,0.0,7.0,171.0,3.1726,127.0,10.0,6.0,1.351,108.0,14.0,4.0,323.0,38.0,61.0,38.0,500.0,68.0,2381.0,,0.0,,131.0,11.0,2.0,3401.0,2.0,65.0,268.0,63.0,202.0,1706.0,70.0,8.0,50.7876,27.0,11.0,77.0,54.0,7.0,106.0,242.0,54.0,0.0,439.0,17.0,0.0,990.0,279.0,38.0,47.0,18.0,787.0,49.0,,68.0,39.0,7.0,308.0,66.0,2325.0,8.0,23.0,705.0,61.0,41.0,36.0,941.0,29.0,36.0,175.0,208.0,3352.0,1.0,31.0,1108.0,19.0,1.7039,177.0,161.0,14.0,,3.0,2.0,3.0,4.0,14.0,1.0,5.0,1.0,33.0,4.0,,266.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
492066,Niall Huggins,Defender,Leeds,2,Wales,2020-21,0.0,0.0,0.0,1.0,0.0105,,,,,,,,,1.0,,,2.0,1.0,17.0,,0.0,1.0,,,,37.0,,,,,,15.0,1.0,,0.2176,,,1.0,,,1.0,3.0,,0.0,1.0,,0.0,5.0,3.0,1.0,,,7.0,,,1.0,,,1.0,,17.0,,,3.0,,,,6.0,,,,3.0,21.0,,1.0,8.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
