playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,overruns,totalTackles,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,awayGoals,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,rightFootGoals,freekickTotal,shotsOffTargetIncWoodwork,attemptsFromSetPieces,hitWoodwork,handballsConceded,secondGoalAssists,expectedGoalsFreekick,totalShots,goalAssists,cleanSheets,shotsOnTargetOutsideBox,unsuccessfulLayoffs,throwInsToOppositionPlayer,homeGoals,oboxTarget,iboxBlocked,foulWonPenalty,leftFootGoals,goalKicks,gkSuccessfulDistribution,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,lastPlayerTackle,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,redCards2ndYellow,headedGoals,clearancesOffTheLine,penaltiesTaken,ownGoalScored,penaltyGoals
433590,Cody Drameh,Defender,Leeds,2,England,2022-23,3.0,,0.0104,1.0,0.0,,,5.0,6.0,1.0,,1.0,1.0,7.0,1.0,31.0,,,,1.0,,70.0,,7.0,2.0,1.0,6.0,23.0,,,1.0,2.1258,,,1.0,3.0,3.0,,,0.0,10.0,,13.0,5.0,1.0,1.0,,16.0,1.0,1.0,1.0,9.0,1.0,0.0,30.0,,10.0,4.0,1.0,,10.0,1.0,1.0,,1.0,8.0,48.0,6.0,1.0,,1.0,8.0,1.0,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149915,Diego Llorente,Defender,Leeds,2,Spain,2022-23,19.0,,0.039,15.0,0.0,1.0,,13.0,39.0,8.0,,6.0,7.0,71.0,1.0,427.0,,1.0,,25.0,,648.0,7.0,35.0,2.0,6.0,17.0,333.0,,6.0,1.0,11.3932,,4.0,24.0,12.0,12.0,157.0,2.0,0.0,54.0,4.0,140.0,57.0,8.0,3.0,1.0,104.0,10.0,1.0,2.0,29.0,18.0,0.0,416.0,,81.0,10.0,2.0,2.0,98.0,6.0,15.0,,23.0,32.0,513.0,,,,12.0,252.0,2.0,0.7203,1.0,32.0,33.0,,,,,,,,,1.0,,,5.0,,,,,,5.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
491008,Diogo Monteiro,Defender,Leeds,2,Portugal,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470296,Jeremiah Chilokoa-Mullen,Defender,Leeds,2,Scotland,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443967,Junior Firpo,Defender,Leeds,2,Dominican Republic,2022-23,79.0,5.0,0.7464,28.0,1.0,1.0,1.0,47.0,105.0,19.0,1.0,15.0,14.0,136.0,7.0,502.0,,5.0,,33.0,5.0,1367.0,16.0,78.0,4.0,34.0,61.0,357.0,,14.0,3.0,26.1677,7.0,3.0,29.0,33.0,63.0,130.0,8.0,1.0,157.0,16.0,270.0,87.0,19.0,22.0,9.0,178.0,29.0,7.0,18.0,124.0,17.0,0.0,494.0,2.0,196.0,25.0,6.0,7.0,37.0,24.0,24.0,,9.0,65.0,829.0,83.0,3.0,,12.0,193.0,14.0,0.1114,5.0,31.0,52.0,1.0,0.0321,1.0,1.0,,0.0,,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,23.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
477547,Leo Hjelde,Defender,Leeds,2,Norway,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55914,Liam Cooper,Defender,Leeds,2,Scotland,2022-23,59.0,1.0,0.3254,37.0,0.0,2.0,1.0,38.0,97.0,18.0,,22.0,16.0,167.0,,784.0,1.0,2.0,,88.0,1.0,1427.0,32.0,105.0,2.0,11.0,49.0,580.0,,21.0,1.0,25.1545,5.0,7.0,56.0,32.0,27.0,207.0,10.0,0.0,164.0,8.0,349.0,107.0,18.0,15.0,1.0,201.0,30.0,,2.0,76.0,56.0,0.0,755.0,,181.0,23.0,1.0,8.0,185.0,12.0,34.0,,37.0,43.0,994.0,2.0,2.0,1.0,25.0,417.0,8.0,0.9965,5.0,70.0,61.0,3.0,0.1203,,1.0,,0.0,2.0,2.0,1.0,,,5.0,,,,,,8.0,,2.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,
66588,Luke Ayling,Defender,Leeds,2,England,2022-23,142.0,13.0,2.2455,37.0,0.0,9.0,1.0,66.0,189.0,29.0,1.0,25.0,22.0,269.0,49.0,872.0,3.0,7.0,,104.0,13.0,2049.0,57.0,161.0,3.0,69.0,114.0,562.0,,56.0,4.0,39.4927,11.0,6.0,47.0,48.0,85.0,26.0,35.0,0.0,303.0,23.0,447.0,152.0,29.0,29.0,17.0,327.0,45.0,49.0,29.0,199.0,47.0,0.0,850.0,18.0,399.0,37.0,13.0,11.0,301.0,15.0,26.0,,41.0,98.0,1486.0,170.0,1.0,3.0,21.0,289.0,11.0,3.2351,3.0,80.0,77.0,5.0,0.1801,,2.0,1.0,1.0,3.0,3.0,6.0,,,10.0,,,2.0,,,15.0,1.0,2.0,,,20.0,1.0,,6.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,
220087,Max Wöber,Defender,Leeds,2,Austria,2022-23,47.0,2.0,0.3785,34.0,0.0,4.0,,25.0,113.0,16.0,,22.0,14.0,185.0,5.0,644.0,1.0,2.0,,49.0,2.0,1263.0,22.0,53.0,2.0,28.0,26.0,418.0,,17.0,2.0,21.9667,6.0,8.0,64.0,23.0,25.0,186.0,1.0,0.0,100.0,18.0,321.0,75.0,16.0,7.0,1.0,182.0,21.0,5.0,3.0,51.0,27.0,0.0,631.0,7.0,210.0,18.0,,14.0,90.0,15.0,27.0,,41.0,47.0,873.0,22.0,2.0,1.0,27.0,279.0,12.0,0.7577,3.0,72.0,62.0,2.0,0.3958,,,1.0,,2.0,2.0,3.0,,1.0,3.0,1.0,,,,0.1042,5.0,,2.0,,,8.0,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,
222694,Pascal Struijk,Defender,Leeds,2,Netherlands,2022-23,120.0,5.0,1.2094,58.0,0.0,6.0,1.0,84.0,176.0,29.0,1.0,38.0,26.0,220.0,16.0,1072.0,2.0,3.0,,103.0,5.0,2205.0,43.0,165.0,6.0,46.0,105.0,827.0,,31.0,3.0,43.6337,13.0,3.0,64.0,52.0,77.0,319.0,12.0,0.0,285.0,20.0,534.0,139.0,29.0,27.0,7.0,419.0,46.0,16.0,19.0,182.0,60.0,0.0,1044.0,9.0,319.0,57.0,9.0,12.0,83.0,29.0,32.0,,25.0,136.0,1678.0,189.0,6.0,2.0,19.0,438.0,17.0,1.3871,5.0,44.0,75.0,7.0,1.7948,,2.0,,1.0,5.0,5.0,4.0,,,3.0,,,1.0,,,10.0,1.0,4.0,,,33.0,1.0,,4.0,,1.0,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,
