playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,setPiecesGoals,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,penaltiesConceded,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,throwInsToOwnPlayer,handballsConceded,offsides,hitWoodwork,otherGoals,clearancesOffTheLine,foulWonPenalty,penaltiesTaken,headedGoals,penaltyGoals,throwInsToOppositionPlayer,secondGoalAssists,ownGoalScored,redCards2ndYellow,goalKicks,gkSuccessfulDistribution,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
592740,Alfie Cresswell,Defender,Leeds,2,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199598,Ethan Ampadu,Defender,Leeds,2,Wales,2025-26,0.0,0.0,10.0,111.0,11.0,6.0,2.0811,81.0,6.0,35.0,,1731.0,1.0,0.0,7.0,,2.0,2.0,32.0,7.0,127.0,,4.0,48.2506,18.0,16.0,4.0,36.0,0.0,182.0,35.0,1.0,,5.0,16.0,17.0,,1672.0,9.0,434.0,46.0,,475.0,50.0,,83.0,284.0,2370.0,783.0,75.0,73.0,10.0,2.2521,,,15.0,174.0,1.0,50.0,35.0,249.0,16.0,,89.0,6.0,3.0,10.0,3123.0,,184.0,1.0,58.0,1399.0,26.0,83.0,49.0,79.0,486.0,295.0,33.0,1.0,486.0,3.0,35.0,,709.0,42.0,4.0,206.0,57.0,9.0,12.0,18.0,50.0,4.0,7.0,39.0,23.0,2.4957,39.0,5.0,,,,1.0,1.0,,,,112.0,1.0,,,,,,,,,,,,,,,
243526,Gabriel Gudmundsson,Defender,Leeds,2,Sweden,2025-26,0.0,1.0,4.0,154.0,5.0,3.0,0.1215,65.0,1.0,32.0,,957.0,,,2.0,1.0,3.0,3.0,32.0,5.0,160.0,1.0,5.0,40.6822,21.0,15.0,3.0,56.0,0.0,112.0,32.0,,,35.0,67.0,61.0,,949.0,10.0,475.0,44.0,,45.0,31.0,2.0,30.0,219.0,1730.0,388.0,75.0,77.0,23.0,2.7493,,5.0,13.0,152.0,,,31.0,227.0,64.0,3.0,50.0,3.0,,24.0,2637.0,,178.0,,76.0,700.0,51.0,83.0,45.0,122.0,288.0,332.0,28.0,,405.0,,21.0,1.0,366.0,40.0,3.0,282.0,18.0,15.0,39.0,7.0,27.0,9.0,2.0,49.0,19.0,1.1039,122.0,,3.0,,,,,,,,68.0,,1.0,1.0,,,,,,,,,,,,,
434752,Jaka Bijol,Defender,Leeds,2,Slovenia,2025-26,0.0,0.0,4.0,85.0,4.0,6.0,0.8213,26.0,,25.0,,1010.0,1.0,0.0,,4.0,5.0,5.0,60.0,1.0,38.0,,3.0,28.3224,5.0,14.0,4.0,10.0,0.0,63.0,25.0,,,1.0,1.0,1.0,,971.0,5.0,167.0,14.0,,319.0,19.0,,68.0,90.0,1319.0,613.0,68.0,37.0,,0.7815,,,11.0,85.0,2.0,1.0,21.0,153.0,1.0,,126.0,5.0,,,1893.0,,104.0,1.0,12.0,789.0,48.0,160.0,26.0,25.0,254.0,189.0,7.0,1.0,347.0,,12.0,2.0,244.0,25.0,4.0,63.0,66.0,3.0,2.0,14.0,24.0,5.0,,28.0,6.0,0.8808,1.0,1.0,,1.0,,,,,1.0,,,,,,17.0,17.0,,,,,,,,,,,
220627,James Justin,Defender,Leeds,2,England,2025-26,0.0,0.0,4.0,81.0,8.0,6.0,1.008,56.0,1.0,29.0,,709.0,2.0,1.0,4.0,8.0,2.0,2.0,34.0,3.0,87.0,4.0,4.0,27.6324,11.0,9.0,4.0,30.0,1.0,70.0,29.0,1.0,1.0,13.0,32.0,23.0,,691.0,10.0,287.0,37.0,,156.0,13.0,5.0,34.0,158.0,1227.0,306.0,52.0,50.0,2.0,1.1725,,1.0,16.0,118.0,1.0,7.0,21.0,170.0,26.0,9.0,74.0,6.0,2.0,6.0,1896.0,,127.0,,43.0,505.0,40.0,90.0,26.0,47.0,104.0,208.0,21.0,1.0,291.0,2.0,19.0,2.0,239.0,23.0,4.0,134.0,40.0,12.0,3.0,11.0,28.0,4.0,4.0,29.0,8.0,1.6742,87.0,,2.0,1.0,,1.0,,,,,37.0,,,,,,,,,,,,,,,,
226182,Jayden Bogle,Defender,Leeds,2,England,2025-26,0.0,0.0,6.0,165.0,7.0,4.0,1.0198,66.0,2.0,34.0,,884.0,1.0,0.0,3.0,2.0,1.0,1.0,29.0,5.0,114.0,,3.0,42.015,19.0,8.0,4.0,29.0,0.0,134.0,34.0,,1.0,38.0,51.0,72.0,,871.0,7.0,414.0,43.0,,307.0,39.0,,33.0,219.0,1547.0,327.0,57.0,52.0,16.0,3.158,,4.0,11.0,153.0,2.0,6.0,32.0,210.0,51.0,,53.0,4.0,2.0,16.0,2802.0,,138.0,,75.0,641.0,70.0,73.0,44.0,136.0,38.0,303.0,29.0,1.0,320.0,2.0,23.0,,363.0,39.0,4.0,250.0,24.0,15.0,19.0,5.0,34.0,14.0,3.0,34.0,18.0,2.1127,95.0,,10.0,,,,1.0,,,,25.0,,,,,,,,,,,,,,,,
643970,Jayden Lienou,Defender,Leeds,2,Wales,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214225,Joe Rodon,Defender,Leeds,2,Wales,2025-26,0.0,0.0,3.0,112.0,4.0,7.0,2.4963,37.0,,35.0,,1450.0,2.0,0.0,,2.0,5.0,5.0,81.0,7.0,55.0,,6.0,48.4458,9.0,9.0,4.0,19.0,1.0,85.0,35.0,,,1.0,3.0,7.0,,1428.0,7.0,239.0,20.0,,607.0,17.0,,38.0,117.0,1921.0,848.0,57.0,61.0,3.0,0.5692,,,14.0,126.0,,1.0,33.0,183.0,3.0,,166.0,6.0,,3.0,2953.0,,140.0,,27.0,1229.0,46.0,185.0,53.0,31.0,254.0,252.0,14.0,2.0,472.0,,17.0,,422.0,46.0,4.0,86.0,85.0,6.0,1.0,22.0,29.0,3.0,,26.0,7.0,1.4142,40.0,,1.0,2.0,,,,,2.0,,30.0,,,,2.0,2.0,,,,,,,,,,,
222694,Pascal Struijk,Defender,Leeds,2,Netherlands,2025-26,0.0,0.0,5.0,139.0,8.0,5.0,1.6046,39.0,1.0,34.0,,1839.0,,,1.0,1.0,5.0,5.0,87.0,7.0,64.0,,5.0,42.0717,11.0,14.0,7.0,22.0,0.0,118.0,34.0,,,2.0,2.0,10.0,,1717.0,18.0,249.0,23.0,,388.0,27.0,,71.0,125.0,2295.0,1111.0,82.0,76.0,,0.7803,,,23.0,130.0,1.0,,33.0,212.0,2.0,,197.0,6.0,,,2937.0,1.0,174.0,,34.0,1556.0,58.0,207.0,48.0,52.0,690.0,313.0,15.0,,636.0,,16.0,1.0,516.0,41.0,7.0,116.0,110.0,6.0,4.0,19.0,31.0,2.0,1.0,36.0,11.0,3.0214,7.0,1.0,5.0,,,2.0,,,,,,,,,70.0,70.0,,,,,,,,,,,
577978,Rhys Chadwick,Defender,Leeds,2,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113564,Sam Byram,Defender,Leeds,2,England,2025-26,0.0,0.0,0.0,1.0,,,,1.0,,2.0,,6.0,,,,2.0,,,,,1.0,,1.0,0.6105,,,,,0.0,1.0,2.0,,,,,,,6.0,,3.0,1.0,,2.0,1.0,,,,10.0,1.0,2.0,2.0,,0.0002,,,,1.0,,,,3.0,,,,,,,8.0,,1.0,,,3.0,,2.0,1.0,1.0,,2.0,,,4.0,,1.0,,2.0,1.0,,2.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
437738,Sebastiaan Bornauw,Defender,Leeds,2,Belgium,2025-26,0.0,0.0,1.0,28.0,,,,8.0,,12.0,,146.0,,,,7.0,,,16.0,1.0,9.0,,,4.378,,4.0,,,0.0,13.0,12.0,,,1.0,,2.0,,140.0,1.0,32.0,4.0,,38.0,7.0,,11.0,21.0,224.0,87.0,9.0,10.0,1.0,0.0163,,,1.0,16.0,,,5.0,25.0,,,27.0,,,1.0,432.0,,20.0,,6.0,110.0,7.0,30.0,5.0,12.0,25.0,48.0,1.0,,62.0,,4.0,,35.0,4.0,,21.0,11.0,1.0,1.0,6.0,5.0,5.0,,6.0,3.0,0.2003,8.0,,1.0,,,,,,,,2.0,,,,3.0,3.0,,,,,,,,,1.0,,
