season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896967,1,54,Fulham,Home,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,True,,,,1.0,2.0,3.0,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,27.0,1.0,,,,,,,4.0,,6.8,,,,,,1.0,1.0,,,,3.0,2.0,4.0,1,,10.0,2.0,1.0,1.0,
2020-21,8896967,1,54,Fulham,Home,603736,197030,Aboubakar Kamara,aboubakar-kamara,F,False,,,,8.0,4.0,12.0,1.0,2.0,1.0,,,,1.0,,2.0,9.0,3.0,,,2.0,,,,,,,,63.0,,,,,,,,12.0,,6.0,,,1.0,,,3.0,,,,,10.0,6.0,16.0,1,,28.0,3.0,1.0,,
2020-21,8896915,2,54,Fulham,Away,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,,15.0,8.0,23.0,7.0,9.0,1.0,,,1.0,,,1.0,11.0,11.0,,,2.0,,2.0,,,,,,90.0,4.0,1.0,,,,,,23.0,,8.4,,,1.0,,1.0,1.0,,,1.0,,26.0,10.0,36.0,6,,57.0,8.0,2.0,,
2020-21,8896915,2,54,Fulham,Away,603736,197030,Aboubakar Kamara,aboubakar-kamara,F,False,,,,9.0,5.0,14.0,1.0,,4.0,,,,1.0,,2.0,4.0,1.0,,,,,,,,,,,58.0,,,,,,,,11.0,,5.9,,,,,,1.0,2.0,,,,15.0,7.0,20.0,0,,28.0,,,1.0,
2020-21,8896937,3,54,Fulham,Home,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,,7.0,6.0,13.0,5.0,5.0,2.0,,,,,,,8.0,7.0,,,2.0,,,,,,1.0,,90.0,1.0,,,,,,,7.0,,7.2,,,5.0,,,1.0,,,,,10.0,6.0,16.0,6,,33.0,3.0,2.0,,
2020-21,8896937,3,54,Fulham,Home,603736,197030,Aboubakar Kamara,aboubakar-kamara,F,True,1.0,,1.0,18.0,7.0,24.0,2.0,1.0,5.0,,,,,,1.0,6.0,3.0,,,3.0,,,,,1.0,3.0,,51.0,,,,,,,,11.0,,7.0,,,,,,,6.0,,1.0,,24.0,8.0,26.0,0,,44.0,2.0,2.0,,
2020-21,8896910,4,54,Fulham,Away,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,,9.0,5.0,14.0,3.0,1.0,2.0,1.0,,1.0,1.0,,,5.0,3.0,,,2.0,,,,,,2.0,,90.0,,1.0,,,,,,5.0,,7.1,,,2.0,,1.0,,,,1.0,,12.0,5.0,17.0,3,,28.0,2.0,2.0,,
2020-21,8896910,4,54,Fulham,Away,603736,197030,Aboubakar Kamara,aboubakar-kamara,F,True,,,,6.0,1.0,7.0,1.0,,,,1.0,1.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,23.0,1.0,,,,,,,8.0,,6.2,,,,,,1.0,4.0,,,,12.0,1.0,9.0,2,,19.0,1.0,,1.0,
2020-21,8896910,4,54,Fulham,Away,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,1.0,13.0,4.0,17.0,,,4.0,,,,,,,,7.0,,,,,,,,,1.0,,23.0,,,,,,,,3.0,,7.3,,,,,,4.0,1.0,,1.0,,16.0,4.0,19.0,0,2.0,27.0,,1.0,4.0,1.0
2020-21,8896879,5,54,Fulham,Away,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,,,,11.0,6.0,17.0,10.0,6.0,,,2.0,,,,1.0,12.0,7.0,,,2.0,,,,1.0,,,,90.0,2.0,,,1.0,,1.0,,11.0,,5.8,,,3.0,,,1.0,,,2.0,,17.0,7.0,24.0,5,,35.0,2.0,,1.0,
2020-21,8896879,5,54,Fulham,Away,603736,197030,Aboubakar Kamara,aboubakar-kamara,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896879,5,54,Fulham,Away,824200,219352,Ademola Lookman,ademola-lookman,F,False,1.0,,,27.0,9.0,35.0,,,6.0,1.0,,1.0,,,3.0,7.0,7.0,,,1.0,,1.0,,,1.0,3.0,,90.0,2.0,,,,,,,17.0,,7.7,,,,,1.0,6.0,1.0,,1.0,,34.0,11.0,44.0,3,3.0,68.0,1.0,1.0,3.0,1.0
2020-21,8896887,6,54,Fulham,Home,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,False,1.0,,1.0,13.0,4.0,16.0,,3.0,2.0,,1.0,3.0,,,1.0,1.0,6.0,,,,,,,,,2.0,,90.0,,,,,,,,10.0,,6.7,,,2.0,,,1.0,1.0,,1.0,,17.0,5.0,21.0,5,1.0,35.0,4.0,1.0,1.0,
