season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025020,1,54,Fulham,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,1.0,2.0,5.0,7.0,4.0,,,,,,,1.0,,,1.0,8.0,,,,0.00028653,0.2902,,2.0,0.0,,,,,,,,0.42,2.41,0.99,0.12,2.53,66.0,,,,,,,9.0,,,5.7,,,2.0,,,,,,,1.0,1.0,6.0,7.0,13.0,,,2,,20.0,2.0,,,
2025-26,14025020,1,54,Fulham,Away,286165,159533,Adama Traoré,adama-traore,F,True,,,,4.0,,4.0,,,,,,,,,,,,2.0,,,,0.00335667,,,1.0,0.0,,,,,,,,0.11,1.3,0.25,0.05,1.13,24.0,,,,,,,4.0,,,6.4,,,,,,,1.0,2.0,,,,4.0,,4.0,,,0,,9.0,1.0,,,
2025-26,14025020,1,54,Fulham,Away,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,True,,,,,,,4.0,,,,,,,,,,,5.0,,,,,0.1535,0.5015,1.0,0.0,1.0,,,,,,,0.15,1.49,0.36,0.04,1.1,24.0,1.0,,,,,,5.0,,,7.2,,,,,,,,,,2.0,,4.0,,4.0,,,1,,7.0,1.0,,,
2025-26,14025080,2,54,Fulham,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,True,,,,1.0,3.0,4.0,3.0,1.0,2.0,1.0,,,,,,,1.0,4.0,1.0,,,0.00113711,,,1.0,0.0,,,,,,,,,,,,,19.0,,,,,,,4.0,1.0,,6.1,,,,,12.772482385101,1.0,,,,,1.0,2.0,3.0,5.0,8.8330847492128,9.6963118761723,0,,11.0,2.0,,,
2025-26,14025080,2,54,Fulham,Home,286165,159533,Adama Traoré,adama-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025080,2,54,Fulham,Home,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,False,,,,1.0,,1.0,8.0,5.0,4.0,3.0,,1.0,1.0,,,,,11.0,6.0,,,0.00050809,0.3738,,,0.0,,,,,,1.0,,,,,,,71.0,,,1.0,,,,10.0,0.0,,5.7,,,2.0,,21.261377978691,2.0,3.0,,,,,4.0,,4.0,8.6352934328712,,3,1.0,22.0,4.0,,,1.0
2025-26,14025097,3,54,Fulham,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,True,,,,4.0,2.0,6.0,1.0,1.0,,,,,,,,,1.0,6.0,2.0,,,0.00460117,0.1101,,2.0,0.0,,,,,,,,,,,,,31.0,,,,,,,7.0,,,6.2,,,2.0,,,1.0,2.0,,,,,6.0,2.0,8.0,,,2,1.0,18.0,2.0,,,1.0
2025-26,14025097,3,54,Fulham,Away,286165,159533,Adama Traoré,adama-traore,F,True,1.0,,,4.0,1.0,5.0,,,,1.0,,,,,,,,,,,,0.0744689,,,,0.0,,,,,,1.0,,,,,,,15.0,,,,,,,3.0,,,6.6,,,,,,,,2.0,,1.0,,4.0,2.0,6.0,,,0,,10.0,1.0,,,
2025-26,14025097,3,54,Fulham,Away,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,False,,,,2.0,,2.0,7.0,6.0,,,,,,,,,2.0,12.0,8.0,,,0.00116392,0.0382,,2.0,0.0,,,,,,1.0,,,,,,,59.0,,,,,,,13.0,,,6.3,,,1.0,,,1.0,1.0,,,1.0,1.0,8.0,2.0,10.0,,,1,,23.0,2.0,2.0,,
2025-26,14025139,4,54,Fulham,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,True,,,,,,,4.0,,,,,,,,,,,4.0,2.0,,,,,,1.0,0.0,,,,,,,,,,,,,13.0,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,0,2.0,2.0,,,,1.0
2025-26,14025139,4,54,Fulham,Home,286165,159533,Adama Traoré,adama-traore,F,True,,,,3.0,,3.0,,1.0,,1.0,,,,,,,1.0,3.0,2.0,,,0.00762688,0.035,,1.0,0.0,,,,,,,,,,,,,30.0,,,,,,,7.0,,,6.5,,,1.0,,,,1.0,2.0,,,,6.0,,6.0,,,1,,13.0,,1.0,,
2025-26,14025139,4,54,Fulham,Home,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,False,,,1.0,2.0,1.0,3.0,4.0,3.0,,2.0,,1.0,,,,,,7.0,8.0,,,0.0114853,0.178,0.1373,3.0,0.0,,,,,,,,,,,,,84.0,1.0,,,,,,10.0,,,6.7,,,,,,1.0,2.0,,,2.0,1.0,7.0,2.0,9.0,,,1,1.0,22.0,3.0,3.0,1.0,
2025-26,14025163,5,54,Fulham,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,True,,,,2.0,,2.0,1.0,,,,,,,,,,,2.0,,,,0.00138997,,,1.0,0.0,,,,,,,,,,,,,10.0,,,,,,,1.0,,,6.4,,,,,,1.0,,,,,,2.0,,2.0,,,0,,4.0,1.0,,,
2025-26,14025163,5,54,Fulham,Home,286165,159533,Adama Traoré,adama-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025163,5,54,Fulham,Home,822470,218328,Samuel Chukwueze,samuel-chukwueze,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025163,5,54,Fulham,Home,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,False,,,,5.0,,5.0,2.0,5.0,,1.0,1.0,1.0,,,,,2.0,6.0,8.0,,,0.0036721,0.1191,,3.0,1.0,,,,,,2.0,,,,,,,80.0,,,,,,,14.0,,,6.9,,,2.0,,,4.0,2.0,,,,1.0,9.0,,9.0,,,2,1.0,33.0,8.0,,2.0,
2025-26,14025181,6,54,Fulham,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,,,,,1.0,2.0,,,,,,,,,,1.0,2.0,,,,0.0588,0.7088,,0.0,1.0,,,,,,,,,,,,11.0,1.0,,,,,,1.0,,,7.6,,,,,,,,,,,,1.0,,1.0,,,1,,2.0,,,,
2025-26,14025181,6,54,Fulham,Away,286165,159533,Adama Traoré,adama-traore,F,True,2.0,,1.0,6.0,3.0,9.0,5.0,,,3.0,1.0,,,,,,1.0,7.0,1.0,,,0.407392,,,2.0,0.0,,,,,,2.0,,,,,,,79.0,,,,,,,7.0,,,6.7,,,,,,,2.0,2.0,,2.0,3.0,9.0,3.0,12.0,,,0,,22.0,2.0,,1.0,
