season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436870,1,54,Fulham,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,True,,,1.0,2.0,,2.0,2.0,1.0,,,,,,,,2.0,1.0,,,0.00358494,,,,0.0,,,,,,,,12.0,,,,,,,,,3.0,,6.5,,,,,,,,,1.0,,4.0,,4.0,0,,5.0,1.0,,,
2024-25,12436870,1,54,Fulham,Away,286165,159533,Adama Traoré,adama-traore,F,False,,,,13.0,1.0,14.0,1.0,3.0,6.0,,,2.0,1.0,,,10.0,10.0,,,0.0211305,0.103,,3.0,0.0,,,,,,,,78.0,,,,,,,,,15.0,,6.6,,,1.0,,,9.0,1.0,,1.0,,19.0,2.0,20.0,3,1.0,41.0,3.0,2.0,4.0,
2024-25,12436870,1,54,Fulham,Away,1013987,490146,Jay Stansfield,jay-stansfield,F,True,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436870,1,54,Fulham,Away,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,False,,,,3.0,2.0,5.0,6.0,4.0,2.0,,,1.0,,,3.0,9.0,6.0,,,0.00468298,0.1102,0.6326,,0.0,,,,,1.0,2.0,,78.0,1.0,,,,,,,,7.0,,7.0,,,,,1.0,1.0,,,,,4.0,2.0,6.0,2,,22.0,3.0,1.0,1.0,
2024-25,12436894,2,54,Fulham,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,True,,,,2.0,,2.0,,1.0,,,,,1.0,,,2.0,1.0,,,0.00294989,,,1.0,0.0,,,,,,,,10.0,,,,,,,,,3.0,,6.5,,,,,1.0,,,,,,3.0,,3.0,0,,6.0,2.0,,,
2024-25,12436894,2,54,Fulham,Home,286165,159533,Adama Traoré,adama-traore,F,False,,,1.0,23.0,1.0,24.0,1.0,4.0,2.0,1.0,,2.0,1.0,,1.0,4.0,6.0,,,0.504914,0.2091,0.1931,,1.0,,,,,1.0,4.0,,69.0,1.0,,,,,,,,14.0,,7.6,,,,,,3.0,2.0,,1.0,,32.0,2.0,32.0,3,,46.0,2.0,,2.0,
2024-25,12436894,2,54,Fulham,Home,1013987,490146,Jay Stansfield,jay-stansfield,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436894,2,54,Fulham,Home,1015256,244042,Rodrigo Muniz,rodrigo-muniz,F,False,,,,4.0,1.0,5.0,3.0,5.0,1.0,,,,,,2.0,5.0,7.0,,,0.0126316,0.5773,1.0204,,0.0,,,,,,2.0,,80.0,2.0,1.0,,,,,,,5.0,,7.9,,,5.0,,1.0,,,,,,7.0,1.0,8.0,7,,25.0,,2.0,,
2024-25,12436915,3,54,Fulham,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,True,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,0.00069859,0.0436,0.0602,,0.0,,,,,,,,11.0,1.0,,,,,,,,,,6.8,,,,,1.0,,,,,,1.0,,1.0,1,,4.0,,1.0,,
2024-25,12436915,3,54,Fulham,Away,286165,159533,Adama Traoré,adama-traore,F,False,2.0,,,20.0,1.0,19.0,2.0,1.0,7.0,1.0,,,,,2.0,7.0,8.0,,,0.25296,0.1511,0.4852,2.0,0.0,1.0,,,,,1.0,,90.0,1.0,,,,,,,,11.0,,7.9,,,,,,6.0,5.0,,1.0,,26.0,1.0,22.0,1,,42.0,1.0,2.0,5.0,
