season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827862,1,97,Cardiff_City,Away,9649,38716,Lee Peltier,lee-peltier,D,False,,,,9.0,3.0,12.0,2.0,,4.0,,,,,,,,3.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,14.0,,6.3,,,,,2.0,,1.0,,4.0,,17.0,7.0,23.0,0,4.0,39.0,,,,3.0
2018-19,7827862,1,97,Cardiff_City,Away,16336,19523,Sol Bamba,sol-bamba,D,False,,,4.0,11.0,6.0,17.0,1.0,6.0,8.0,,,,2.0,,,2.0,8.0,7.0,,,3.0,,,,,1.0,,,90.0,,,,,,,,10.0,,6.3,,,,,4.0,,,,6.0,,16.0,7.0,23.0,0,1.0,38.0,1.0,,,1.0
2018-19,7827862,1,97,Cardiff_City,Away,31993,49382,Bruno Ecuele Manga,bruno-ecuele-manga,D,False,,,4.0,2.0,12.0,14.0,,2.0,7.0,,,,,,,,1.0,6.0,,,1.0,,,,,1.0,,,90.0,,,1.0,,,,,5.0,,6.4,,,,,8.0,,,,9.0,,5.0,14.0,19.0,0,4.0,34.0,,,,1.0
2018-19,7827862,1,97,Cardiff_City,Away,35211,49982,Sean Morrison,sean-morrison,D,False,,,1.0,4.0,14.0,18.0,4.0,6.0,7.0,,1.0,,1.0,,,,5.0,7.0,,,,,,,,2.0,1.0,,90.0,1.0,1.0,,,,,,15.0,,6.8,,,,,8.0,,1.0,,3.0,,11.0,17.0,27.0,1,1.0,48.0,1.0,,,
2018-19,7827862,1,97,Cardiff_City,Away,42690,56981,Joe Bennett,joe-bennett,D,False,,,1.0,14.0,10.0,24.0,1.0,,6.0,,,,1.0,,,,3.0,8.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,7.0,,6.9,,,,,4.0,,2.0,,3.0,,18.0,10.0,26.0,0,4.0,52.0,,4.0,,3.0
2018-19,7827862,1,97,Cardiff_City,Away,73420,73459,Jazz Richards,jazz-richards,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827862,1,97,Cardiff_City,Away,100564,80792,Greg Cunningham,greg-cunningham,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827898,2,97,Cardiff_City,Home,16336,19523,Sol Bamba,sol-bamba,D,False,,,3.0,4.0,13.0,17.0,3.0,9.0,4.0,,1.0,1.0,,,,,5.0,11.0,,,2.0,,,,,1.0,,,90.0,,2.0,,,,,,7.0,,7.7,,,,,15.0,,,,6.0,,8.0,16.0,24.0,1,2.0,49.0,,,,
2018-19,7827898,2,97,Cardiff_City,Home,31993,49382,Bruno Ecuele Manga,bruno-ecuele-manga,D,False,,,2.0,12.0,4.0,16.0,2.0,3.0,3.0,,,,1.0,,,,4.0,7.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,19.0,,7.0,,,,,6.0,,,,7.0,,24.0,7.0,31.0,0,4.0,52.0,,,,2.0
2018-19,7827898,2,97,Cardiff_City,Home,35211,49982,Sean Morrison,sean-morrison,D,False,,,,3.0,9.0,12.0,2.0,5.0,5.0,,,,,,,2.0,4.0,8.0,,,1.0,,,,,2.0,,,90.0,,,1.0,,,,,19.0,,6.4,,,,,4.0,1.0,,,2.0,,9.0,15.0,24.0,0,,45.0,,2.0,1.0,
