season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767937,1,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,True,,,2.0,19.0,7.0,26.0,,,,,,,2.0,,,,2.0,1.0,,,,,,,,,,,10.0,,,,,,,,6.4,,,,,,,,,2.0,,19.0,8.0,27.0,0,1.0,28.0,,,
2015-16,6767937,1,43,Manchester_City,Away,1053,37748,Bacary Sagna,bacary-sagna,D,False,,,3.0,34.0,25.0,59.0,1.0,1.0,4.0,,,,,,,1.0,2.0,4.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,7.3,,,,,1.0,,3.0,,4.0,,40.0,25.0,62.0,0,2.0,80.0,,1.0,
2015-16,6767937,1,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,2.0,21.0,36.0,57.0,,1.0,5.0,,,,1.0,,,1.0,3.0,1.0,,,1.0,,1.0,,,2.0,,,90.0,1.0,,,,,,,7.4,,,,,2.0,,,,6.0,,24.0,40.0,64.0,1,,70.0,,,
2015-16,6767937,1,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767937,1,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,1.0,,1.0,48.0,5.0,52.0,1.0,,7.0,,,2.0,1.0,,,1.0,3.0,3.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,7.1,,,,,,1.0,4.0,,3.0,,53.0,7.0,56.0,2,1.0,69.0,1.0,1.0,1.0
2015-16,6767937,1,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,2.0,,4.0,51.0,23.0,72.0,1.0,3.0,7.0,,,1.0,1.0,,,,2.0,7.0,,,,,,,,2.0,3.0,,90.0,1.0,1.0,,,,,,8.1,,,1.0,,4.0,2.0,3.0,,8.0,,63.0,25.0,85.0,3,,111.0,1.0,3.0,2.0
2015-16,6767937,1,43,Manchester_City,Away,42892,57112,Eliaquim Mangala,eliaquim-mangala,D,False,,,3.0,16.0,33.0,49.0,1.0,2.0,5.0,,,,,,,,3.0,5.0,,,2.0,,,,,4.0,,,90.0,,,,,,,,7.6,,,,,8.0,,,,3.0,,18.0,37.0,55.0,0,2.0,72.0,2.0,1.0,
2015-16,6767937,1,43,Manchester_City,Away,352664,160729,Jason Denayer,jason-denayer,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767944,2,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,True,,,1.0,,2.0,2.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,11.0,,,,,,,,6.5,,,,,1.0,,,,1.0,,,2.0,2.0,0,,3.0,,,
2015-16,6767944,2,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
