season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385514,1,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,4.0,43.0,39.0,82.0,,1.0,4.0,,,,,,,1.0,1.0,2.0,,,0.0358296,0.0,0.0,,,,,,,,,,90.0,,,,,,,,10.0,,7.0,,,,,1.0,,1.0,,6.0,,49.0,40.0,88.0,0,,99.0,,1.0,,
2022-23,10385514,1,43,Manchester_City,Away,138892,121145,João Cancelo,joao-cancelo,D,False,,,5.0,56.0,50.0,106.0,1.0,2.0,8.0,,,,,,,,3.0,7.0,,,0.0522894,0.0226,0.0,1.0,,,,,,1.0,1.0,,90.0,,,,,,,,8.0,,7.6,,,1.0,,,5.0,2.0,,7.0,,61.0,52.0,111.0,1,1.0,129.0,,,4.0,1.0
2022-23,10385514,1,43,Manchester_City,Away,149663,126184,Nathan Aké,nathan-ake,D,False,,,4.0,24.0,75.0,99.0,,3.0,4.0,,,,,,,,,4.0,,,0.00583222,0.0373,0.0,,,,,,,1.0,,,90.0,,2.0,,,,,,7.0,,7.6,,,1.0,,2.0,,,,9.0,,28.0,78.0,106.0,1,1.0,114.0,,,,
2022-23,10385514,1,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385514,1,43,Manchester_City,Away,318941,171314,Rúben Dias,ruben-dias,D,False,,,5.0,29.0,65.0,94.0,2.0,1.0,1.0,,,,,,,,4.0,3.0,,,0.00760888,0.0,0.0,2.0,,,,,,,,,90.0,,,,,,,,1.0,,7.3,,,,,5.0,1.0,,,5.0,,30.0,65.0,95.0,0,,104.0,,1.0,1.0,
2022-23,10385514,1,43,Manchester_City,Away,1017915,447880,Josh Wilson-Esbrand,josh-wilson-esbrand,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385514,1,43,Manchester_City,Away,1136731,477064,Rico Lewis,rico-lewis,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385530,2,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,3.0,53.0,22.0,75.0,,1.0,2.0,,,,1.0,,,,1.0,1.0,,,0.0465718,0.0,0.0,,,,,,,1.0,1.0,,82.0,,,,,,,,8.0,,7.0,,,,,,,1.0,,7.0,,59.0,22.0,80.0,0,,88.0,1.0,,,
2022-23,10385530,2,43,Manchester_City,Home,138892,121145,João Cancelo,joao-cancelo,D,False,,,1.0,57.0,27.0,84.0,1.0,3.0,5.0,,,1.0,2.0,,,1.0,7.0,8.0,,,0.0703767,0.0378,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,18.0,,7.2,,,,,,4.0,3.0,,2.0,,67.0,29.0,93.0,1,2.0,114.0,2.0,1.0,2.0,2.0
2022-23,10385530,2,43,Manchester_City,Home,149663,126184,Nathan Aké,nathan-ake,D,False,,,,47.0,39.0,86.0,1.0,,5.0,,,2.0,1.0,,,,2.0,1.0,,,0.0199882,0.0728,0.0,,,,,,,,,,90.0,,,,,,,,4.0,,6.9,,,,,1.0,,,,,,50.0,39.0,89.0,2,1.0,99.0,1.0,,,
2022-23,10385530,2,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,True,,,1.0,8.0,11.0,19.0,,,1.0,,,,,,,,,,,,0.00187994,0.0,0.0,,,,,,,,,,26.0,,,,,,,,,,6.6,,,,,,,,,1.0,,8.0,11.0,19.0,0,,19.0,,,,
2022-23,10385530,2,43,Manchester_City,Home,318941,171314,Rúben Dias,ruben-dias,D,False,,,1.0,35.0,21.0,56.0,2.0,2.0,3.0,,,1.0,,,,,3.0,2.0,,,0.00979184,0.0053,0.0,1.0,,,,,,2.0,,,64.0,,,,,,,,6.0,,6.9,,,,,2.0,,,,3.0,,41.0,21.0,62.0,1,,73.0,,,,
2022-23,10385530,2,43,Manchester_City,Home,1017915,447880,Josh Wilson-Esbrand,josh-wilson-esbrand,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385530,2,43,Manchester_City,Home,1065217,439510,Luke Mbete,luke-mbete,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385530,2,43,Manchester_City,Home,1136731,477064,Rico Lewis,rico-lewis,D,True,,,,8.0,4.0,12.0,,,,,,,,,,,,,,,0.00266777,0.0,0.0,,,,,,,,,,8.0,,,,,,,,,,6.6,,,,,,,,,,,8.0,4.0,12.0,0,,12.0,,,,
