season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827947,6,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,True,,,,3.0,10.0,13.0,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,6.5,,,,,,,,,,,3.0,10.0,13.0,0,,13.0,,,,
2018-19,7827977,7,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827977,7,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,2.0,,2.0,75.0,19.0,92.0,1.0,,5.0,,,,,,,2.0,3.0,4.0,,,,,,,,1.0,3.0,90.0,,,,,,,12.0,,7.4,,,1.0,,,,5.0,,6.0,,81.0,23.0,99.0,1,4.0,122.0,,,,3.0
2018-19,7827977,7,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,5.0,59.0,24.0,83.0,,2.0,3.0,,,1.0,,,,,,2.0,,,,,,,,1.0,,90.0,,,,,,,6.0,,7.2,,,1.0,,1.0,,1.0,,8.0,,63.0,26.0,88.0,2,,95.0,,,,
2018-19,7827977,7,43,Manchester_City,Home,124992,100180,Danilo,danilo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827977,7,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,4.0,44.0,35.0,79.0,,7.0,5.0,,,,,,,,1.0,8.0,,,,,,,,3.0,,90.0,,2.0,,,,,10.0,,7.7,,,1.0,,3.0,1.0,,,7.0,,50.0,38.0,88.0,1,,100.0,,1.0,,
2018-19,7827977,7,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827977,7,43,Manchester_City,Home,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,False,,,7.0,98.0,24.0,122.0,,,8.0,,,1.0,,,,,,5.0,,,,,,,,3.0,2.0,90.0,1.0,,,,,,9.0,,8.2,,,1.0,,,1.0,3.0,,10.0,,106.0,25.0,128.0,3,3.0,154.0,,1.0,1.0,2.0
2018-19,7827991,8,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827991,8,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,1.0,13.0,31.0,44.0,,1.0,4.0,,,,1.0,,,,1.0,4.0,,,,,,,,,,90.0,,,,,,,8.0,,7.0,,,,,3.0,1.0,1.0,,3.0,,16.0,32.0,47.0,0,2.0,61.0,1.0,,1.0,1.0
2018-19,7827991,8,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827991,8,43,Manchester_City,Away,124992,100180,Danilo,danilo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827991,8,43,Manchester_City,Away,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,1.0,,2.0,26.0,16.0,41.0,,2.0,9.0,,,,,,,,1.0,5.0,,,1.0,,,,,2.0,,90.0,,1.0,,,,,24.0,,7.5,,,,,3.0,,3.0,,7.0,,43.0,18.0,58.0,0,2.0,85.0,1.0,1.0,,1.0
2018-19,7827991,8,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,3.0,12.0,40.0,52.0,,5.0,3.0,,,,,,,,,7.0,,,,,,,,3.0,,90.0,,,,,,,10.0,,7.4,,,,,5.0,,,,4.0,,18.0,44.0,62.0,0,1.0,72.0,,1.0,,
2018-19,7827991,8,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,False,,,9.0,16.0,62.0,78.0,1.0,5.0,1.0,,,,,,,,2.0,6.0,,,1.0,,,,,1.0,,90.0,,,,,,,2.0,,7.6,,,,,7.0,,,,9.0,,18.0,62.0,80.0,0,1.0,92.0,,,,1.0
2018-19,7828009,9,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,1.0,24.0,54.0,78.0,2.0,1.0,3.0,,,,,,,,3.0,2.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,7.0,,7.2,,,,,2.0,,,,4.0,,26.0,59.0,85.0,0,1.0,94.0,,,,1.0
2018-19,7828009,9,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828009,9,43,Manchester_City,Home,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,4.0,,,29.0,17.0,42.0,4.0,1.0,3.0,1.0,,,,,,2.0,7.0,2.0,,,2.0,1.0,,,,,3.0,90.0,,,,,,,10.0,,7.4,,,,,2.0,1.0,6.0,,2.0,,35.0,18.0,47.0,0,,69.0,,,1.0,
2018-19,7828009,9,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,3.0,21.0,56.0,77.0,2.0,3.0,8.0,,,,1.0,,,,4.0,7.0,,,1.0,,,,,1.0,,90.0,,,,,,,5.0,,7.2,,,,,2.0,,,,5.0,,23.0,59.0,82.0,0,3.0,89.0,,1.0,,3.0
2018-19,7828009,9,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,,,2.0,38.0,34.0,72.0,1.0,1.0,6.0,,,,,,,,1.0,2.0,,,,,,,,,1.0,90.0,,1.0,,,,,6.0,,7.2,,,,,2.0,,,,4.0,,43.0,35.0,78.0,0,1.0,88.0,,,,
2018-19,7828009,9,43,Manchester_City,Home,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827937,10,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,1.0,1.0,0,,3.0,1.0,,,
2018-19,7827937,10,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,1.0,16.0,18.0,34.0,,2.0,3.0,,,,1.0,,,,4.0,6.0,,,2.0,,,,,1.0,,90.0,,,,,,,13.0,,6.9,,,1.0,,3.0,4.0,1.0,,5.0,,23.0,21.0,43.0,1,,64.0,1.0,1.0,3.0,
2018-19,7827937,10,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827937,10,43,Manchester_City,Away,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,,,1.0,23.0,19.0,42.0,4.0,1.0,5.0,,,,,,,2.0,7.0,1.0,,,,,,,,1.0,,90.0,,,,,,,10.0,,6.5,,,,,2.0,1.0,1.0,,1.0,,25.0,20.0,44.0,0,,58.0,4.0,,,
2018-19,7827937,10,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,3.0,12.0,27.0,39.0,1.0,2.0,6.0,,,,,,,,3.0,2.0,,,2.0,,,,,3.0,,90.0,,,,,,,12.0,,6.9,,,,,7.0,,,,13.0,,21.0,29.0,50.0,0,,61.0,,,,
2018-19,7827937,10,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,False,,,3.0,9.0,39.0,48.0,1.0,3.0,3.0,,,,,,,,2.0,5.0,,,,,,,,,,90.0,,,,,,,9.0,,7.0,,,,,4.0,1.0,,,5.0,,12.0,44.0,56.0,0,1.0,65.0,,1.0,,
2018-19,7827958,11,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,1.0,6.0,22.0,28.0,,,1.0,,,,,,,,,,,,,,,,,,,22.0,,1.0,,,,,2.0,,6.8,,,,,1.0,,,,2.0,,7.0,22.0,29.0,0,,32.0,1.0,,,
2018-19,7827958,11,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,3.0,40.0,35.0,75.0,,3.0,3.0,,,1.0,,,,1.0,2.0,4.0,,,1.0,,,,,2.0,2.0,90.0,,,,,,,9.0,,7.0,,,,,4.0,,1.0,,5.0,,47.0,36.0,82.0,1,,97.0,,1.0,,
2018-19,7827958,11,43,Manchester_City,Home,124992,100180,Danilo,danilo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827958,11,43,Manchester_City,Home,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,2.0,,3.0,43.0,30.0,71.0,3.0,1.0,12.0,1.0,,,2.0,,,,9.0,5.0,,,2.0,,,,,2.0,2.0,90.0,,,,,,,13.0,,7.2,,,,,2.0,3.0,4.0,,3.0,,52.0,30.0,78.0,0,3.0,102.0,2.0,,1.0,2.0
2018-19,7827958,11,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,2.0,35.0,57.0,92.0,3.0,1.0,7.0,,,,,,,,3.0,2.0,,1.0,,,,,,,,90.0,,,,,,,9.0,,6.3,,,,,1.0,,,,7.0,,38.0,63.0,101.0,0,,104.0,,1.0,,
2018-19,7827958,11,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,,,1.0,14.0,51.0,65.0,2.0,3.0,5.0,,,,,,,,2.0,4.0,,,,,,,,1.0,,68.0,,,,,,,3.0,,7.0,,,1.0,,6.0,,,,3.0,,15.0,53.0,68.0,1,,78.0,,1.0,,
2018-19,7827981,12,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827981,12,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,2.0,42.0,25.0,67.0,4.0,,8.0,,,,1.0,,,,5.0,4.0,,,,,,,,1.0,1.0,90.0,,,,,,,9.0,,7.1,,,,,1.0,1.0,2.0,,5.0,,44.0,30.0,72.0,0,3.0,90.0,1.0,,1.0,3.0
2018-19,7827981,12,43,Manchester_City,Home,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,,,,42.0,20.0,62.0,,,6.0,,,,1.0,,,1.0,5.0,3.0,,,3.0,,,,,,,90.0,,,,,,,16.0,,6.3,,,,,,1.0,6.0,,1.0,,52.0,23.0,69.0,0,1.0,92.0,,1.0,1.0,1.0
2018-19,7827981,12,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,4.0,51.0,38.0,89.0,2.0,3.0,2.0,,,,,,,,3.0,5.0,,,1.0,,,,,2.0,,90.0,,,,,,,2.0,,6.9,,,1.0,,2.0,,,,4.0,,52.0,38.0,90.0,1,1.0,98.0,,1.0,,
2018-19,7827981,12,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,,,6.0,33.0,51.0,84.0,1.0,1.0,5.0,,,,,,,,1.0,3.0,,,,,,,,1.0,,90.0,,2.0,,,,,3.0,,7.2,,,,,2.0,1.0,,,8.0,,35.0,52.0,87.0,0,,95.0,,1.0,1.0,
2018-19,7828002,13,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828002,13,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,,31.0,34.0,65.0,,,7.0,,,,1.0,,,,3.0,2.0,,,,,,,,3.0,,90.0,,1.0,,,,,16.0,,7.1,,,,,1.0,2.0,,,6.0,,38.0,38.0,76.0,0,1.0,101.0,2.0,1.0,,1.0
2018-19,7828002,13,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,3.0,12.0,63.0,75.0,1.0,1.0,5.0,,,,,,,,1.0,2.0,,,,,,,,5.0,,90.0,,,,,,,8.0,,7.5,,,,,5.0,,,,5.0,,16.0,67.0,83.0,0,1.0,95.0,,,,1.0
2018-19,7828002,13,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,6.0,28.0,54.0,82.0,,1.0,9.0,,,,,,,1.0,1.0,2.0,,1.0,,,,,,1.0,,90.0,,1.0,,,,,6.0,,7.3,,,,,5.0,,,,8.0,,31.0,55.0,86.0,0,1.0,98.0,1.0,,,1.0
2018-19,7828002,13,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828002,13,43,Manchester_City,Away,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828021,14,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828021,14,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828021,14,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,2.0,45.0,63.0,108.0,2.0,,4.0,,,,,,,,3.0,,,,1.0,,,,,3.0,1.0,90.0,,1.0,,,,,8.0,,7.0,,,,,3.0,,,,5.0,,49.0,67.0,116.0,0,,124.0,,,,
2018-19,7828021,14,43,Manchester_City,Home,124992,100180,Danilo,danilo,D,False,,,5.0,36.0,41.0,77.0,3.0,1.0,5.0,,,2.0,,,,1.0,7.0,2.0,,,3.0,,,,,4.0,,90.0,1.0,,,,,,11.0,,7.2,,,,,5.0,,,,6.0,,43.0,44.0,87.0,3,1.0,110.0,,,,1.0
2018-19,7828021,14,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,7.0,48.0,56.0,104.0,,1.0,6.0,,,,,,,,1.0,2.0,,,1.0,,,,,,1.0,90.0,,,,,,,13.0,,6.9,,,,,3.0,,,,14.0,,55.0,60.0,115.0,0,1.0,123.0,1.0,,,1.0
2018-19,7828021,14,43,Manchester_City,Home,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,False,1.0,,2.0,42.0,11.0,52.0,6.0,3.0,,1.0,,,1.0,,,,8.0,5.0,,,1.0,,,,,,1.0,54.0,,,,,,,4.0,,6.9,,,,,,,1.0,,2.0,,44.0,13.0,56.0,0,2.0,68.0,,,,2.0
2018-19,7828042,15,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,3.0,33.0,50.0,83.0,,3.0,9.0,,,,,,,,,5.0,,,,,,,,1.0,,83.0,,1.0,,,,,9.0,,7.6,,,,,6.0,,,,3.0,1.0,36.0,55.0,91.0,0,2.0,102.0,1.0,,,2.0
