season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827866,1,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827866,1,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,2.0,15.0,44.0,59.0,1.0,3.0,4.0,,,,,,,1.0,4.0,5.0,,,1.0,,,,,4.0,,90.0,,,,,,,12.0,,7.2,,,,,1.0,3.0,1.0,,3.0,,21.0,45.0,65.0,0,,86.0,,,2.0,
2018-19,7827866,1,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827866,1,43,Manchester_City,Away,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,,,3.0,30.0,13.0,43.0,3.0,,6.0,,,1.0,1.0,,,2.0,6.0,2.0,,,,2.0,,,,1.0,2.0,90.0,1.0,2.0,,,,,23.0,,7.9,,,,,1.0,,4.0,,7.0,,43.0,17.0,56.0,2,2.0,84.0,1.0,,,2.0
2018-19,7827866,1,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,5.0,20.0,35.0,55.0,1.0,,2.0,,1.0,,1.0,,,,4.0,1.0,,,2.0,,,,,2.0,,90.0,1.0,,,,,,5.0,,7.0,,,1.0,,4.0,,1.0,,9.0,,23.0,37.0,59.0,2,,72.0,,1.0,,
2018-19,7827866,1,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,False,,,4.0,13.0,54.0,67.0,,3.0,6.0,,,,,,,,1.0,5.0,,,1.0,,,,,1.0,,90.0,,,,,,,5.0,,7.3,,,,,1.0,,,,6.0,,17.0,55.0,72.0,0,2.0,76.0,,,,2.0
2018-19,7827902,2,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,6.0,84.0,25.0,109.0,2.0,6.0,6.0,,,,,,,,3.0,7.0,,,1.0,,,,,1.0,,90.0,,1.0,,,,,6.0,,7.4,,,,,7.0,1.0,,,8.0,,87.0,27.0,114.0,0,,128.0,,,1.0,
2018-19,7827902,2,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827902,2,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827902,2,43,Manchester_City,Home,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,1.0,,1.0,51.0,17.0,67.0,3.0,1.0,8.0,1.0,,,1.0,,,1.0,8.0,5.0,,,,1.0,,,,1.0,3.0,90.0,1.0,,,,,,22.0,,7.6,,,2.0,,1.0,6.0,12.0,,1.0,,68.0,18.0,74.0,3,1.0,112.0,,,3.0,
2018-19,7827902,2,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,7.0,62.0,26.0,88.0,4.0,3.0,5.0,,,1.0,1.0,,,,5.0,3.0,,,1.0,,,,,,1.0,90.0,,,,,,,3.0,,6.8,,,1.0,,5.0,,,,8.0,,65.0,26.0,91.0,2,,101.0,,,,
2018-19,7827902,2,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,1.0,,8.0,83.0,19.0,101.0,2.0,3.0,9.0,,,,,,,1.0,4.0,4.0,,,1.0,,,,,,1.0,90.0,,,,,,,6.0,,7.0,,,1.0,,4.0,1.0,2.0,,9.0,,87.0,20.0,105.0,1,,119.0,,,1.0,
2018-19,7827920,3,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,5.0,29.0,60.0,89.0,,2.0,5.0,,,,,,,,2.0,3.0,,,2.0,,,,,1.0,,90.0,,1.0,,,,,8.0,,7.0,,,1.0,,2.0,,,,8.0,,34.0,63.0,97.0,1,1.0,103.0,,,,
2018-19,7827920,3,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,3.0,31.0,23.0,54.0,1.0,,2.0,,,1.0,,,,1.0,2.0,3.0,,,,,,,,,,90.0,,,,,,,14.0,,6.7,,,,,1.0,,4.0,,5.0,1.0,41.0,25.0,62.0,1,1.0,79.0,,2.0,,1.0
2018-19,7827920,3,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827920,3,43,Manchester_City,Away,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,2.0,,1.0,33.0,15.0,46.0,5.0,2.0,5.0,1.0,,1.0,3.0,,,,9.0,7.0,,,1.0,,,,,2.0,1.0,90.0,,1.0,,,,,17.0,,7.2,,,,,2.0,1.0,9.0,,3.0,,44.0,17.0,52.0,1,4.0,93.0,,,1.0,4.0
2018-19,7827920,3,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,2.0,53.0,39.0,92.0,3.0,2.0,6.0,,,,1.0,,,,5.0,3.0,,,1.0,,1.0,,,,,90.0,1.0,1.0,,,,,8.0,,7.3,,,,,2.0,,,,6.0,1.0,60.0,40.0,100.0,1,,107.0,,1.0,,
2018-19,7827920,3,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827922,4,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2018-19,7827922,4,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,1.0,45.0,23.0,68.0,1.0,,6.0,,,,,,,1.0,2.0,2.0,,,,,1.0,,,1.0,,90.0,2.0,,,,,,13.0,,7.6,,,,,1.0,,3.0,,3.0,,56.0,24.0,77.0,2,2.0,98.0,,,,1.0
2018-19,7827922,4,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827922,4,43,Manchester_City,Home,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,1.0,,5.0,57.0,24.0,80.0,,,5.0,,,,,,,1.0,2.0,,,,1.0,1.0,,,,,1.0,90.0,,,,,,,10.0,,7.0,,,,,1.0,,2.0,,6.0,,65.0,24.0,87.0,0,,112.0,1.0,,,
2018-19,7827922,4,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,8.0,78.0,38.0,116.0,3.0,1.0,2.0,,,,,,,,4.0,2.0,,,1.0,,,,,,,90.0,,,,,,,6.0,,6.8,,,1.0,,,,,,10.0,,81.0,38.0,119.0,1,1.0,127.0,2.0,,,
2018-19,7827922,4,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,,,6.0,59.0,46.0,105.0,2.0,3.0,6.0,,,,,,,1.0,3.0,5.0,,,,,,,,3.0,,90.0,,,,,,,6.0,,7.3,,,,,3.0,1.0,,,6.0,,61.0,49.0,110.0,0,1.0,121.0,,,1.0,1.0
2018-19,7827939,5,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,10.0,47.0,34.0,81.0,2.0,2.0,11.0,,,1.0,,,,,2.0,4.0,,1.0,,,,,,4.0,,90.0,,,,,,,13.0,,7.7,,,,,,,1.0,,11.0,,53.0,35.0,87.0,1,2.0,109.0,5.0,,,
2018-19,7827939,5,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,5.0,30.0,55.0,85.0,2.0,4.0,4.0,,,,1.0,,,,4.0,8.0,,,2.0,,,,,1.0,,90.0,,,,,,,10.0,,7.5,,,2.0,,5.0,,,,8.0,,40.0,55.0,95.0,2,4.0,107.0,,,,3.0
2018-19,7827939,5,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,6.0,43.0,49.0,92.0,,1.0,5.0,,,1.0,,,,,1.0,3.0,,,1.0,,,,,,1.0,90.0,,,,,,,6.0,,7.4,,,,,2.0,,,,7.0,,44.0,52.0,96.0,1,1.0,105.0,1.0,1.0,,1.0
2018-19,7827939,5,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827939,5,43,Manchester_City,Home,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827947,6,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827947,6,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,6.0,50.0,54.0,104.0,,,7.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,90.0,,,,,,,20.0,,7.3,,,,,,,2.0,,9.0,,63.0,58.0,119.0,0,,132.0,1.0,1.0,,
2018-19,7827947,6,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,2.0,38.0,86.0,124.0,1.0,2.0,4.0,,,,,,,,1.0,5.0,,,,,,,,3.0,,90.0,,,,,,,5.0,,7.7,,,,,5.0,,,,4.0,,42.0,87.0,129.0,0,2.0,140.0,,1.0,,2.0
2018-19,7827947,6,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,7.0,46.0,71.0,117.0,1.0,,5.0,,,1.0,,,,,1.0,2.0,,,,,,,,2.0,,90.0,,,,,,,11.0,,7.3,,,,,,,1.0,,11.0,,54.0,74.0,127.0,1,2.0,135.0,,,,2.0
