season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896925,2,43,Manchester_City,Away,149663,126184,Nathan Aké,nathan-ake,D,False,,,1.0,12.0,36.0,48.0,1.0,3.0,1.0,,,,,,1.0,4.0,,,,,,,,,,,90.0,,,,,,,,,6.0,,6.6,,,,,,,,,2.0,,18.0,36.0,54.0,0,1.0,55.0,,,,1.0
2020-21,8896925,2,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,False,,,4.0,9.0,59.0,68.0,,1.0,5.0,,,,,,,3.0,,,,,,,,,,,90.0,,1.0,,,,,,,7.0,,7.0,,,,,2.0,,,,7.0,,14.0,61.0,75.0,0,2.0,81.0,,,,
2020-21,8896934,3,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,2.0,56.0,20.0,76.0,,4.0,5.0,,,1.0,,1.0,3.0,6.0,,,2.0,,,,,1.0,,,90.0,1.0,,,1.0,,,,,12.0,,5.9,,,,,1.0,2.0,3.0,,5.0,1.0,66.0,21.0,84.0,2,,108.0,,,2.0,
2020-21,8896934,3,43,Manchester_City,Home,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,1.0,,1.0,35.0,19.0,53.0,3.0,1.0,1.0,,,,,,4.0,2.0,,,1.0,,,,,,1.0,,90.0,,,,1.0,,,,,15.0,,5.7,,,,,,,6.0,,3.0,,47.0,20.0,61.0,0,1.0,76.0,2.0,,,1.0
2020-21,8896934,3,43,Manchester_City,Home,149663,126184,Nathan Aké,nathan-ake,D,False,,,1.0,71.0,30.0,101.0,1.0,2.0,,,,,,,2.0,2.0,,,1.0,,1.0,,,2.0,,,90.0,1.0,,,,,,,,6.0,,6.7,,,,,1.0,,,,2.0,,75.0,32.0,107.0,1,,111.0,,,,
2020-21,8896934,3,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896934,3,43,Manchester_City,Home,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896934,3,43,Manchester_City,Home,876214,432656,Eric García,eric-garcia,D,False,,,3.0,63.0,31.0,94.0,3.0,,6.0,,,,,,4.0,3.0,,,1.0,,,,,3.0,1.0,,90.0,,,,1.0,,,,,4.0,,6.1,,,,,1.0,,,,5.0,,64.0,32.0,96.0,0,2.0,106.0,1.0,1.0,,2.0
2020-21,8896898,4,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,1.0,15.0,12.0,27.0,3.0,1.0,5.0,,,1.0,1.0,,7.0,3.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,,12.0,,6.4,,,,,1.0,4.0,,,2.0,,20.0,13.0,33.0,1,,65.0,,,2.0,
2020-21,8896898,4,43,Manchester_City,Away,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,,,1.0,10.0,3.0,13.0,,2.0,2.0,,,,,1.0,4.0,5.0,,1.0,3.0,,,,,,,,71.0,,,,,,,,,17.0,,6.2,,,,,1.0,2.0,,,1.0,,20.0,4.0,24.0,0,1.0,42.0,2.0,,2.0,1.0
2020-21,8896898,4,43,Manchester_City,Away,149663,126184,Nathan Aké,nathan-ake,D,True,,,,5.0,5.0,10.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,19.0,,,,,,,,,,,6.7,,,,,1.0,,,,,,5.0,5.0,10.0,0,,11.0,,,,
2020-21,8896898,4,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,1.0,9.0,19.0,28.0,2.0,2.0,,,,,1.0,,3.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,,,8.0,,6.6,,,1.0,,3.0,,,,5.0,,14.0,22.0,36.0,1,1.0,46.0,,2.0,,
2020-21,8896898,4,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896898,4,43,Manchester_City,Away,318941,171314,Rúben Dias,ruben-dias,D,False,,,2.0,11.0,17.0,28.0,,2.0,3.0,,,,,,,3.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,,7.0,,7.2,,,1.0,,4.0,,,,2.0,,14.0,20.0,34.0,1,,44.0,1.0,1.0,,
2020-21,8896916,5,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,3.0,29.0,29.0,58.0,1.0,,4.0,,,,,1.0,3.0,2.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,10.0,,7.1,,,,,1.0,,1.0,,6.0,,36.0,30.0,65.0,0,2.0,74.0,,,,2.0
2020-21,8896916,5,43,Manchester_City,Home,138892,121145,João Cancelo,joao-cancelo,D,False,1.0,,,28.0,10.0,37.0,1.0,,5.0,,,,1.0,,5.0,7.0,,,2.0,,,,,3.0,3.0,,90.0,,1.0,,,,,,,8.0,,7.6,,,,,,4.0,1.0,,,,30.0,12.0,41.0,0,4.0,66.0,3.0,,3.0,1.0
2020-21,8896916,5,43,Manchester_City,Home,149663,126184,Nathan Aké,nathan-ake,D,False,,,,45.0,20.0,65.0,3.0,1.0,2.0,,,,,,4.0,3.0,,,,,,,,,,,90.0,,,,,,,,,5.0,,6.8,,,,,1.0,1.0,,,1.0,,46.0,22.0,68.0,0,1.0,78.0,,1.0,,
2020-21,8896916,5,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896916,5,43,Manchester_City,Home,318941,171314,Rúben Dias,ruben-dias,D,False,,,3.0,40.0,49.0,89.0,,4.0,7.0,,,,,,1.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,8.0,,7.2,,,,,4.0,,,,6.0,,45.0,51.0,96.0,0,,102.0,1.0,,,
2020-21,8896916,5,43,Manchester_City,Home,876214,432656,Eric García,eric-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896890,6,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,1.0,,4.0,40.0,24.0,63.0,,,5.0,,,,,1.0,1.0,1.0,,,,,,,,,2.0,,78.0,1.0,,,,,,,,13.0,,7.2,,,,,2.0,,4.0,,4.0,,51.0,24.0,71.0,1,1.0,87.0,1.0,,,1.0
2020-21,8896890,6,43,Manchester_City,Away,138892,121145,João Cancelo,joao-cancelo,D,False,,,3.0,41.0,18.0,59.0,,2.0,7.0,,,,,,1.0,10.0,,,1.0,1.0,,,,3.0,2.0,,90.0,,,,,,,,,24.0,,7.9,,,2.0,,,3.0,5.0,,8.0,,58.0,23.0,76.0,2,2.0,113.0,2.0,3.0,3.0,
2020-21,8896890,6,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896890,6,43,Manchester_City,Away,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,5.0,2.0,7.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,12.0,,,,,,,,,1.0,,6.5,,,,,,,1.0,,,,6.0,2.0,7.0,0,,9.0,,,,
2020-21,8896890,6,43,Manchester_City,Away,318941,171314,Rúben Dias,ruben-dias,D,False,,,,38.0,51.0,89.0,2.0,3.0,13.0,,,,,,3.0,6.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,7.0,,7.1,,,,,3.0,1.0,,,,,42.0,51.0,93.0,0,,106.0,3.0,3.0,1.0,
2020-21,8896890,6,43,Manchester_City,Away,876214,432656,Eric García,eric-garcia,D,False,,,1.0,52.0,44.0,96.0,4.0,2.0,4.0,,,,,,4.0,5.0,,,,,,,,,,,90.0,,,,,,,,,7.0,,7.1,,,1.0,,4.0,,,,2.0,,57.0,46.0,103.0,1,3.0,114.0,,,,2.0
2020-21,8896861,7,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,7.0,34.0,41.0,75.0,,3.0,4.0,,,,,,4.0,8.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,,,,,,,,22.0,,7.9,,,,,3.0,5.0,,,12.0,,45.0,47.0,92.0,1,2.0,118.0,,1.0,2.0,1.0
2020-21,8896861,7,43,Manchester_City,Away,138892,121145,João Cancelo,joao-cancelo,D,False,2.0,,2.0,32.0,31.0,61.0,4.0,2.0,6.0,,,,2.0,,9.0,10.0,,,1.0,,,,,,4.0,,90.0,,,,,,,,,15.0,,7.6,,,,,3.0,3.0,2.0,,6.0,,38.0,35.0,71.0,0,5.0,102.0,1.0,2.0,1.0,2.0
2020-21,8896861,7,43,Manchester_City,Away,149663,126184,Nathan Aké,nathan-ake,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896861,7,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,3.0,29.0,54.0,83.0,3.0,4.0,4.0,1.0,,,,,3.0,7.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,10.0,,7.7,,,1.0,,1.0,,,,6.0,,35.0,57.0,92.0,1,2.0,103.0,1.0,1.0,,
2020-21,8896861,7,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896861,7,43,Manchester_City,Away,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896861,7,43,Manchester_City,Away,318941,171314,Rúben Dias,ruben-dias,D,False,,,3.0,12.0,80.0,92.0,,1.0,3.0,,,,,,,3.0,,,,,,,,,,,90.0,,,,,,,,,6.0,,7.2,,,,,4.0,,,,6.0,,14.0,83.0,97.0,0,,104.0,,2.0,,
2020-21,8896861,7,43,Manchester_City,Away,876214,432656,Eric García,eric-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896883,8,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,2.0,16.0,25.0,41.0,,,5.0,,,,1.0,,7.0,2.0,,,5.0,,,,,2.0,,,90.0,,,,1.0,,,,,13.0,,5.9,,,,,2.0,1.0,1.0,,4.0,,24.0,26.0,49.0,0,,66.0,2.0,2.0,,
2020-21,8896883,8,43,Manchester_City,Home,138892,121145,João Cancelo,joao-cancelo,D,False,,,2.0,24.0,21.0,45.0,,1.0,5.0,1.0,,,1.0,1.0,6.0,5.0,,,3.0,,,,,2.0,2.0,,90.0,,1.0,,,,,,,17.0,,7.1,,,,,2.0,2.0,,,5.0,,32.0,24.0,56.0,0,4.0,84.0,3.0,,,3.0
2020-21,8896883,8,43,Manchester_City,Home,149663,126184,Nathan Aké,nathan-ake,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896883,8,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,2.0,24.0,50.0,74.0,,2.0,5.0,,,,,,1.0,2.0,,,1.0,,,,,,,,90.0,,,,,,,,,11.0,,6.6,,,,,4.0,,,,7.0,,34.0,51.0,85.0,0,,89.0,,,,
2020-21,8896883,8,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896883,8,43,Manchester_City,Home,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896883,8,43,Manchester_City,Home,318941,171314,Rúben Dias,ruben-dias,D,False,,,2.0,15.0,59.0,74.0,,2.0,3.0,,,,1.0,,3.0,5.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,,7.0,,6.9,,,,,4.0,,,,5.0,,18.0,61.0,79.0,0,3.0,93.0,,,,1.0
2020-21,8896883,8,43,Manchester_City,Home,876214,432656,Eric García,eric-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896862,9,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,4.0,49.0,18.0,67.0,,,11.0,,,,1.0,1.0,5.0,8.0,,,3.0,,,,,,,,90.0,,,,,,,,,17.0,,6.9,,,,,,4.0,2.0,,6.0,,61.0,19.0,78.0,0,4.0,100.0,2.0,,4.0,3.0
2020-21,8896862,9,43,Manchester_City,Away,138892,121145,João Cancelo,joao-cancelo,D,False,1.0,,9.0,54.0,25.0,78.0,,1.0,9.0,,,,,3.0,6.0,2.0,,,3.0,,,,,1.0,4.0,,90.0,,,,,,,,,12.0,,7.1,,,1.0,,2.0,,3.0,,11.0,,60.0,27.0,84.0,1,1.0,103.0,1.0,,,1.0
2020-21,8896862,9,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,False,,,2.0,34.0,32.0,66.0,3.0,1.0,8.0,,,,,,5.0,3.0,,,2.0,,,,,3.0,1.0,,90.0,,,,,,,,,5.0,,6.9,,,,,2.0,,,,2.0,,38.0,33.0,71.0,0,2.0,79.0,,,,1.0
2020-21,8896862,9,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896862,9,43,Manchester_City,Away,318941,171314,Rúben Dias,ruben-dias,D,False,,,1.0,35.0,43.0,78.0,,2.0,8.0,,1.0,,,,3.0,4.0,,,3.0,,,,,1.0,,,90.0,2.0,1.0,,,,,,,2.0,,6.8,,,,,,,,,2.0,,36.0,44.0,80.0,2,,86.0,,2.0,,
2020-21,8896862,9,43,Manchester_City,Away,876214,432656,Eric García,eric-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896975,10,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,6.0,35.0,46.0,81.0,1.0,3.0,6.0,,,,,,3.0,3.0,,,1.0,1.0,,,,1.0,1.0,,90.0,,,,,,,,,17.0,,7.3,,,1.0,,1.0,1.0,2.0,,7.0,,43.0,51.0,92.0,1,,109.0,2.0,,,
2020-21,8896975,10,43,Manchester_City,Home,138892,121145,João Cancelo,joao-cancelo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896975,10,43,Manchester_City,Home,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,,,1.0,25.0,31.0,56.0,3.0,1.0,8.0,,,,,,5.0,3.0,,,1.0,,1.0,,,,,,90.0,1.0,1.0,,,,,,,20.0,,7.7,,,,,3.0,3.0,4.0,,6.0,,36.0,37.0,69.0,1,,93.0,2.0,,2.0,
2020-21,8896975,10,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,,,6.0,27.0,67.0,94.0,,5.0,5.0,,,1.0,,,1.0,5.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,,3.0,,7.7,,,,,8.0,,,,6.0,,27.0,70.0,97.0,1,,110.0,,,,
2020-21,8896975,10,43,Manchester_City,Home,318941,171314,Rúben Dias,ruben-dias,D,False,,,6.0,24.0,37.0,61.0,3.0,1.0,2.0,,,,,,4.0,2.0,,,1.0,,,,,,,,70.0,,1.0,,,,,,,9.0,,7.1,,,1.0,,4.0,,,,9.0,,24.0,45.0,69.0,1,1.0,78.0,1.0,,,1.0
2020-21,8896975,10,43,Manchester_City,Home,876214,432656,Eric García,eric-garcia,D,True,,,,5.0,15.0,20.0,,,3.0,,,,,,2.0,1.0,,,2.0,,,,,,,,20.0,,,,,,,,,3.0,,6.5,,,,,,,,,1.0,,6.0,16.0,22.0,0,,27.0,1.0,1.0,,
2020-21,8896966,11,43,Manchester_City,Home,138892,121145,João Cancelo,joao-cancelo,D,False,,,2.0,39.0,36.0,75.0,,2.0,10.0,,,,3.0,1.0,6.0,4.0,,,2.0,,,,,4.0,1.0,,90.0,,,,,,,,,18.0,,7.2,,,1.0,,1.0,1.0,4.0,,4.0,,50.0,39.0,85.0,1,1.0,113.0,1.0,,1.0,
2020-21,8896966,11,43,Manchester_City,Home,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,,,2.0,30.0,23.0,53.0,,,4.0,,,,5.0,,7.0,,,,2.0,,,,,1.0,,,90.0,,,,,,,,,8.0,,6.2,,,,,,,2.0,,3.0,,36.0,25.0,59.0,0,,73.0,,,,
2020-21,8896966,11,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896966,11,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,,,4.0,42.0,65.0,107.0,1.0,,5.0,,,,1.0,,2.0,2.0,,,,,,,,1.0,,,90.0,,,,,,,,,2.0,,7.3,,,,,2.0,,,,5.0,,43.0,66.0,109.0,0,2.0,117.0,,,,1.0
2020-21,8896966,11,43,Manchester_City,Home,318941,171314,Rúben Dias,ruben-dias,D,False,,,2.0,44.0,49.0,93.0,1.0,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,90.0,,1.0,,,,,,,7.0,,7.0,,,2.0,,1.0,,,,3.0,1.0,50.0,49.0,99.0,2,,105.0,1.0,,,
2020-21,8896966,11,43,Manchester_City,Home,876214,432656,Eric García,eric-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896973,12,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,4.0,24.0,28.0,52.0,,1.0,7.0,,,,,,,4.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,16.0,,7.3,,,,,,2.0,1.0,,7.0,,30.0,32.0,61.0,0,1.0,82.0,2.0,,2.0,1.0
2020-21,8896973,12,43,Manchester_City,Away,138892,121145,João Cancelo,joao-cancelo,D,False,1.0,,2.0,23.0,30.0,52.0,,,3.0,,,,1.0,2.0,7.0,5.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,21.0,,6.6,,,,,,8.0,2.0,,6.0,,29.0,36.0,63.0,0,,89.0,1.0,1.0,4.0,
2020-21,8896973,12,43,Manchester_City,Away,139225,102826,Benjamin Mendy,benjamin-mendy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896973,12,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896973,12,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,False,,,3.0,17.0,66.0,83.0,1.0,1.0,10.0,,,,,,1.0,3.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,,3.0,,7.4,,,,,,2.0,,,4.0,,17.0,69.0,86.0,0,,91.0,,,2.0,
2020-21,8896973,12,43,Manchester_City,Away,318941,171314,Rúben Dias,ruben-dias,D,False,,,4.0,17.0,53.0,70.0,2.0,1.0,4.0,,,,,,2.0,1.0,,,,,,,,,,,90.0,,1.0,,,,,,,7.0,,7.1,,,,,,,,,6.0,,21.0,56.0,77.0,0,,79.0,,,,
2020-21,8896943,13,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,True,,,,13.0,1.0,14.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,15.0,,,,,,,,,3.0,,6.4,,,,,,,1.0,,,,15.0,1.0,15.0,1,,18.0,1.0,,,
2020-21,8896943,13,43,Manchester_City,Home,138892,121145,João Cancelo,joao-cancelo,D,False,,,2.0,61.0,13.0,74.0,1.0,2.0,5.0,,,1.0,1.0,1.0,7.0,4.0,,,1.0,,,,,2.0,2.0,,90.0,1.0,,,,,,,,23.0,,7.0,,,1.0,,2.0,4.0,4.0,,3.0,,74.0,16.0,86.0,3,1.0,116.0,3.0,,1.0,
2020-21,8896943,13,43,Manchester_City,Home,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,,,3.0,29.0,13.0,42.0,1.0,1.0,3.0,,,,,,1.0,4.0,,,,,,,,1.0,,,75.0,,,,,,,,,12.0,,7.1,,,1.0,,1.0,1.0,1.0,,4.0,,35.0,17.0,51.0,1,2.0,73.0,2.0,,1.0,1.0
2020-21,8896943,13,43,Manchester_City,Home,149663,126184,Nathan Aké,nathan-ake,D,False,,,3.0,58.0,37.0,95.0,2.0,6.0,3.0,,,,,1.0,5.0,6.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,,8.0,,6.8,,,,,1.0,,,,3.0,,60.0,42.0,102.0,0,,109.0,,,,
2020-21,8896943,13,43,Manchester_City,Home,149734,146941,Aymeric Laporte,aymeric-laporte,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896943,13,43,Manchester_City,Home,318941,171314,Rúben Dias,ruben-dias,D,False,,,4.0,56.0,33.0,89.0,,3.0,4.0,,,1.0,,,,4.0,,,,,,,,,,,90.0,,,1.0,,,,,,5.0,,6.8,,,,,2.0,,,,7.0,,60.0,34.0,94.0,1,,101.0,,1.0,,
2020-21,8896972,14,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,3.0,22.0,36.0,58.0,,2.0,6.0,,,,,1.0,2.0,9.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,13.0,,7.5,,,,,3.0,3.0,1.0,,6.0,,29.0,39.0,67.0,0,2.0,95.0,,2.0,3.0,1.0
