season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025056,1,3,Arsenal,Away,135666,116216,Leandro Trossard,leandro-trossard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025056,1,3,Arsenal,Away,232422,109745,Kepa Arrizabalaga,kepa-arrizabalaga,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025056,1,3,Arsenal,Away,547410,184029,Martin Ødegaard,martin-degaard,M,False,,,5.0,24.0,7.0,31.0,,,,7.0,,,,,,,,3.0,5.0,,,0.292678,0.0907,0.195,1.0,0.0,,,,,1.0,1.0,,0.88,5.32,1.75,0.38,2.89,90.0,1.0,,,,18.0,,,7.6,,,1.0,,,5.0,5.0,,,7.0,,35.0,9.0,44.0,,,2,1.0,63.0,2.0,1.0,3.0,
2025-26,14025056,1,3,Arsenal,Away,581310,154561,David Raya,david-raya,G,False,,,5.0,5.0,8.0,13.0,,1.0,,13.0,,,,,,,,,1.0,,,0.00065292,,,,0.0,,0.7494,2.0,,,,,0.01,1.92,0.11,0.0,4.07,90.0,,,,,15.0,,1.0,8.1,5.0,7.0,,,,1.0,,,,20.0,,19.0,9.0,28.0,,,0,,47.0,,,,
2025-26,14025056,1,3,Arsenal,Away,592010,195384,Mikel Merino,mikel-merino,M,True,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,3.0,1.0,,,1.263e-05,,,1.0,0.0,,,,,,,,0.15,0.74,0.33,0.05,0.41,8.0,,,,,2.0,,,6.4,,,,,,1.0,,,,1.0,,1.0,3.0,4.0,,,0,,6.0,,,,
2025-26,14025056,1,3,Arsenal,Away,804508,224117,Viktor Gyökeres,viktor-gyokeres,F,False,1.0,,,4.0,,4.0,5.0,1.0,,1.0,,,,,,,1.0,10.0,3.0,,,0.0581071,,,3.0,0.0,,,,,,,,0.42,4.22,1.13,0.37,1.54,60.0,,,,,11.0,,,6.0,,,,,,1.0,1.0,2.0,,,1.0,9.0,,9.0,,,0,,22.0,3.0,2.0,,
2025-26,14025056,1,3,Arsenal,Away,836705,219847,Kai Havertz,kai-havertz,F,True,,,,4.0,1.0,5.0,2.0,2.0,,2.0,,,,1.0,,,1.0,5.0,5.0,,,0.0102289,,,,0.0,,,,,,,,0.28,1.77,0.6,0.15,1.21,30.0,,,,,7.0,,,6.7,,,,,,1.0,2.0,,,,,8.0,1.0,9.0,,,0,,19.0,1.0,2.0,1.0,
2025-26,14025056,1,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,1.0,10.0,7.0,17.0,1.0,2.0,,4.0,,,,1.0,,,,4.0,5.0,,,0.00890589,0.0121,,2.0,0.0,,,,,1.0,1.0,,0.64,3.77,1.34,0.27,2.11,71.0,,1.0,,,6.0,,,7.2,,,1.0,,,4.0,1.0,1.0,,3.0,,14.0,7.0,21.0,,,1,2.0,40.0,,,1.0,1.0
2025-26,14025056,1,3,Arsenal,Away,856714,204480,Declan Rice,declan-rice,M,False,,,1.0,11.0,9.0,20.0,2.0,,,3.0,,,2.0,,,,,3.0,,,,0.0103579,0.126,,1.0,0.0,,,,,,,,0.61,4.84,1.65,0.23,2.48,83.0,,1.0,,,7.0,,,6.5,,,1.0,,,,,2.0,,2.0,,15.0,10.0,25.0,,,3,,32.0,,,,
2025-26,14025056,1,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,2.0,5.0,14.0,19.0,3.0,3.0,,1.0,,,,1.0,,,,5.0,6.0,,,0.00067323,,,1.0,0.0,,,,,,,,0.48,4.98,1.35,0.15,2.86,90.0,,3.0,,,10.0,,,7.0,,,,,,3.0,1.0,,,5.0,,11.0,16.0,27.0,,,0,1.0,40.0,1.0,2.0,,1.0
