season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385741,1,3,Arsenal,Away,44760,58822,Cédric Soares,cedric-soares,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385741,1,3,Arsenal,Away,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,1.0,25.0,15.0,40.0,,4.0,5.0,,,,1.0,,1.0,2.0,9.0,,,0.0632469,0.0,0.0,1.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,,9.0,,7.1,,,,,3.0,,,,3.0,,30.0,17.0,47.0,0,1.0,66.0,1.0,4.0,,1.0
2022-23,10385741,1,3,Arsenal,Away,159675,153256,Mohamed Elneny,mohamed-elneny,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385741,1,3,Arsenal,Away,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,False,,,1.0,22.0,17.0,39.0,2.0,2.0,6.0,1.0,,,3.0,,2.0,7.0,7.0,,,0.353522,0.0308,0.0614,,1.0,,,,,3.0,2.0,,83.0,1.0,,,,,,,15.0,,7.5,,,,,1.0,,1.0,,3.0,,29.0,20.0,48.0,1,5.0,70.0,1.0,,,1.0
2022-23,10385741,1,3,Arsenal,Away,316148,167199,Thomas Partey,thomas-partey,M,False,,,3.0,16.0,22.0,38.0,1.0,,8.0,,,1.0,4.0,,1.0,8.0,7.0,,,0.0165031,0.0957,0.0,2.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,,13.0,,7.0,,,,,1.0,,,,5.0,,25.0,22.0,47.0,1,6.0,66.0,3.0,1.0,,5.0
2022-23,10385741,1,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,True,,,,1.0,1.0,2.0,,,,,,,,,,,2.0,,,5.48e-05,0.0,0.0,,,,,,,,,,11.0,,,,,,,,2.0,,6.8,,,,,1.0,,,,,,1.0,3.0,4.0,0,2.0,7.0,,,,1.0
2022-23,10385741,1,3,Arsenal,Away,547410,184029,Martin Ødegaard,martin-degaard,M,False,1.0,,1.0,15.0,14.0,28.0,,1.0,7.0,,,1.0,,,,1.0,3.0,,,0.0563182,0.0893,0.0,,,,,,,,,,89.0,,,,,,,,13.0,,7.1,,,1.0,,1.0,1.0,1.0,,1.0,,20.0,20.0,39.0,2,2.0,51.0,,,,1.0
2022-23,10385741,1,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385741,1,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385741,1,3,Arsenal,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,,12.0,8.0,20.0,3.0,2.0,4.0,,,1.0,2.0,,4.0,11.0,10.0,,,0.0810062,0.1454,0.0,2.0,,,,,,1.0,,,83.0,,,,,,,,17.0,,7.0,,,,,,6.0,,,,2.0,19.0,9.0,28.0,1,1.0,49.0,4.0,1.0,6.0,1.0
