season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089871,1,3,Arsenal,Home,1185,11334,Petr Čech,petr-cech,G,False,,,9.0,5.0,14.0,19.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,12.0,,5.7,2.0,3.0,,,,,,21.0,,16.0,15.0,31.0,0.0,,40.0,,,,
2016-17,7089871,1,3,Arsenal,Home,10501,20467,Theo Walcott,theo-walcott,M,False,1.0,,,13.0,1.0,13.0,,,2.0,,1.0,,2.0,,,2.0,7.0,8.0,,,2.0,,1.0,,,,1.0,,90.0,2.0,,,,,1.0,1.0,13.0,,6.9,,,,1.0,2.0,5.0,,,,20.0,2.0,17.0,2.0,4.0,39.0,2.0,3.0,1.0,4.0
2016-17,7089871,1,3,Arsenal,Home,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,1.0,,1.0,7.0,1.0,7.0,3.0,,,,,,,,,1.0,4.0,4.0,,,,,1.0,,,,,,31.0,1.0,,,,,,,6.0,,7.3,,,,1.0,3.0,1.0,,1.0,,11.0,1.0,11.0,1.0,,20.0,1.0,1.0,3.0,
2016-17,7089871,1,3,Arsenal,Home,17088,38411,Nacho Monreal,nacho-monreal,D,False,,,,26.0,30.0,56.0,,2.0,7.0,,,,1.0,,,3.0,5.0,6.0,,,,,,,,6.0,,,90.0,,1.0,,,,,,20.0,,6.6,,,,2.0,2.0,2.0,,2.0,,36.0,32.0,66.0,0.0,3.0,111.0,,,1.0,2.0
2016-17,7089871,1,3,Arsenal,Home,17651,19524,Santi Cazorla,santi-cazorla,M,True,2.0,,1.0,16.0,2.0,16.0,,,,,,,,,,2.0,3.0,4.0,,,,2.0,,,,1.0,2.0,,29.0,,,,,,,,8.0,,7.8,,,1.0,1.0,1.0,5.0,,1.0,,20.0,2.0,17.0,1.0,4.0,36.0,,,,
2016-17,7089871,1,3,Arsenal,Home,23571,41792,Aaron Ramsey,aaron-ramsey,M,False,,,,15.0,7.0,22.0,,,2.0,,,,1.0,,,2.0,3.0,4.0,,,,,,,,1.0,,,61.0,1.0,,,,,,,9.0,,6.5,,,1.0,,1.0,2.0,,,,21.0,7.0,26.0,2.0,,40.0,,3.0,1.0,
2016-17,7089871,1,3,Arsenal,Home,24814,42427,Kieran Gibbs,kieran-gibbs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089871,1,3,Arsenal,Home,33596,48844,David Ospina,david-ospina,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089871,1,3,Arsenal,Home,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,,5.0,7.0,12.0,7.0,1.0,,,,1.0,,,,3.0,10.0,4.0,,,,,,,,,1.0,,90.0,,,,,,,,11.0,,6.5,,,,,1.0,1.0,,,4.0,10.0,7.0,16.0,1.0,1.0,27.0,3.0,1.0,1.0,1.0
2016-17,7089871,1,3,Arsenal,Home,38094,54102,Jack Wilshere,jack-wilshere,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089871,1,3,Arsenal,Home,40672,56864,Francis Coquelin,francis-coquelin,M,False,,,3.0,17.0,11.0,28.0,,2.0,6.0,,,,4.0,,,2.0,10.0,8.0,,,4.0,,,,,1.0,1.0,,90.0,,,,,,,,11.0,,6.3,,,,1.0,,,,3.0,,23.0,14.0,37.0,0.0,3.0,48.0,,3.0,,1.0
2016-17,7089871,1,3,Arsenal,Home,117777,84450,Granit Xhaka,granit-xhaka,M,True,,,1.0,13.0,11.0,24.0,,1.0,1.0,,,,1.0,,,,6.0,3.0,,,4.0,,,,,1.0,,,23.0,,,,,,,,3.0,,6.4,,,,,1.0,,,1.0,,14.0,11.0,25.0,0.0,1.0,33.0,1.0,1.0,,
2016-17,7089871,1,3,Arsenal,Home,159675,153256,Mohamed Elneny,mohamed-elneny,M,False,1.0,,1.0,6.0,26.0,31.0,1.0,,3.0,,,,,,,,1.0,2.0,,,,,,,,2.0,,,67.0,,,,,,,,5.0,,6.6,,,,,1.0,1.0,,2.0,,10.0,27.0,36.0,0.0,,41.0,,1.0,1.0,
2016-17,7089871,1,3,Arsenal,Home,188365,98745,Héctor Bellerín,hector-bellerin,D,False,1.0,,1.0,18.0,8.0,25.0,,1.0,2.0,,,,,,,,1.0,3.0,,,1.0,,,,,2.0,,,90.0,,2.0,,,,,,11.0,,6.5,,,,1.0,1.0,2.0,,3.0,,26.0,8.0,32.0,0.0,1.0,53.0,3.0,,1.0,
2016-17,7089871,1,3,Arsenal,Home,190867,147675,Chuba Akpom,chuba-akpom,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2016-17,7089871,1,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,8.0,17.0,53.0,70.0,2.0,8.0,9.0,,,,1.0,,,,3.0,12.0,,,,,1.0,,,1.0,,,90.0,1.0,1.0,,,,,,15.0,,7.4,,,1.0,1.0,,,,13.0,,27.0,58.0,85.0,2.0,2.0,96.0,,2.0,,1.0
2016-17,7089871,1,3,Arsenal,Home,352770,153133,Alex Iwobi,alex-iwobi,M,False,,,,13.0,7.0,20.0,1.0,,7.0,,,,1.0,,,1.0,4.0,2.0,,,1.0,1.0,,,,,1.0,,59.0,,,,,,,,12.0,,6.5,,,,,,,,1.0,,17.0,11.0,28.0,0.0,1.0,34.0,3.0,1.0,,1.0
