season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2009-10,1062468,1,3,Arsenal,Away,1,12297,Robin van Persie,robin-van-persie,F,False,2.0,0.0,72.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,518,17878,Cesc Fàbregas,cesc-fabregas,M,False,2.0,2.0,72.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,521,14422,Manuel Almunia,manuel-almunia,G,False,1.0,0.0,90.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,533,19701,Emmanuel Eboué,emmanuel-eboue,D,True,0.0,0.0,27.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,769,1851,Mikaël Silvestre,mikael-silvestre,D,True,,,,,,
2009-10,1062468,1,3,Arsenal,Away,1053,37748,Bacary Sagna,bacary-sagna,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,1954,15943,Thomas Vermaelen,thomas-vermaelen,D,False,0.0,1.0,90.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,10906,13227,Andrey Arshavin,andrey-arshavin,M,False,1.0,0.0,90.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,12987,21091,Alex Song,alex-song,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,14049,27697,Nicklas Bendtner,nicklas-bendtner,F,False,0.0,0.0,63.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,17053,20487,Vito Mannone,vito-mannone,G,True,,,,,,
2009-10,1062468,1,3,Arsenal,Away,18883,28440,Denilson,denilson,M,False,0.0,1.0,90.0,0.0,,0.0
2009-10,1062468,1,3,Arsenal,Away,23571,41792,Aaron Ramsey,aaron-ramsey,M,True,0.0,0.0,18.0,0.0,,0.0
