matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918999,11.0,2017-11-04 12:30:00,13,Leicester,Away,187.0,8.0,3.0,6.0,3.0,2.0,,156.0,1.0,,3.0,6.0,11.0,18.0,337.0,,,16.0,27.0,26.0,9.0,,,,,,1.0,,,,,,9.0,,,,,,,5.0,9.0,2.0,10.0,4.0,,57.0,60.0,1.0,1.0,,2.0,17.0,5.0,6.0,,,10.0,10.0,4.0,,12.0,4.0,56.0,58.0,2.0,24.0,14.0,,,53.0,8.0,12.0,,,1.0,,1.0,158.0,2.0,,,1.0,1.0,,5.0,,,1.0,2.0,,,,,14.0,,4.0,4.0,,4.0,97.0,67.0,28.0,4.0,2.0,4.0,7.0,4.0,402.0,,,1.0,1.0,,41.0,82.0,19.0,,,,,,144.0,144.0,4.0,26.0,24.0,52.8,,2.0,,,17.0,0.0,,,,112.0,4.0,1.0,5.0,,,,5.0,2.0,3.0,64.0,324.0,11.0,11.0,211.0,27.0,24.0,9.0,7.0,21.0,14.0,,101.0,8.0,234.0,2.0,,21.0,11.0,47.0,5.0,424.0,,0.0,14.0,14.0,,24.0,0.0,613.0,25.0,12.0,6.0,10.0,11.0,0.0
919008,12.0,2017-11-18 15:00:00,13,Leicester,Home,112.0,17.0,,1.0,1.0,3.0,,64.0,3.0,1.0,1.0,3.0,4.0,26.0,175.0,,,22.0,13.0,12.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,3.0,7.0,5.0,1.0,1.0,,38.0,45.0,,,,1.0,23.0,1.0,13.0,,1.0,1.0,4.0,,,8.0,1.0,47.0,41.0,1.0,24.0,10.0,,,42.0,8.0,9.0,,,2.0,,,118.0,,,,,,,12.0,,,,,,,,,10.0,1.0,11.0,11.0,2.0,1.0,50.0,64.0,29.0,7.0,,,1.0,,237.0,,,2.0,1.0,,35.0,40.0,14.0,,,,,,128.0,128.0,2.0,20.0,19.0,25.3,,,,,23.0,0.0,,,,60.0,2.0,,2.0,,,,1.0,,3.0,25.0,161.0,14.0,1.0,132.0,39.0,24.0,15.0,,4.0,4.0,,68.0,11.0,138.0,,1.0,16.0,5.0,65.0,3.0,266.0,,0.0,2.0,11.0,1.0,26.0,1.0,423.0,6.0,13.0,10.0,1.0,7.0,0.0
919022,13.0,2017-11-24 20:00:00,13,Leicester,Away,181.0,13.0,,1.0,1.0,3.0,,133.0,3.0,1.0,4.0,10.0,2.0,28.0,313.0,,,13.0,28.0,23.0,2.0,1.0,1.0,,,,,,,,,,4.0,,,,,,,4.0,7.0,1.0,3.0,4.0,,69.0,63.0,,,,7.0,16.0,,18.0,,,5.0,11.0,2.0,,12.0,3.0,75.0,65.0,7.0,35.0,15.0,,,39.0,12.0,9.0,,1.0,1.0,2.0,,157.0,,,,,,,9.0,,,1.0,,,,,,15.0,,9.0,9.0,,4.0,91.0,79.0,43.0,5.0,1.0,2.0,1.0,2.0,382.0,,,1.0,2.0,,61.0,64.0,21.0,,,,,,155.0,155.0,4.0,27.0,25.0,50.7,,2.0,,1.0,16.0,0.0,,,,87.0,2.0,1.0,3.0,,,1.0,5.0,,2.0,45.0,300.0,3.0,3.0,208.0,18.0,35.0,16.0,3.0,18.0,15.0,1.0,72.0,10.0,214.0,,1.0,29.0,3.0,61.0,1.0,404.0,,0.0,7.0,24.0,1.0,21.0,1.0,605.0,10.0,16.0,9.0,5.0,16.0,0.0
919026,14.0,2017-11-28 19:45:00,13,Leicester,Home,150.0,25.0,1.0,2.0,1.0,2.0,,92.0,4.0,,4.0,2.0,7.0,25.0,240.0,,1.0,18.0,18.0,16.0,2.0,2.0,,,,,,,,,,,5.0,,,,,,1.0,4.0,13.0,5.0,4.0,3.0,,48.0,74.0,2.0,2.0,,4.0,17.0,,10.0,1.0,1.0,4.0,8.0,3.0,,9.0,2.0,54.0,56.0,4.0,45.0,20.0,,,41.0,7.0,8.0,1.0,1.0,1.0,,,139.0,2.0,,1.0,2.0,,,11.0,,,2.0,1.0,,,,,20.0,,14.0,14.0,2.0,4.0,77.0,66.0,29.0,9.0,1.0,2.0,4.0,4.0,303.0,,,4.0,2.0,,72.0,34.0,21.0,,,,,,150.0,150.0,3.0,37.0,22.0,37.4,,,,1.0,17.0,0.0,,,,72.0,4.0,1.0,4.0,,1.0,,3.0,,3.0,47.0,226.0,5.0,6.0,178.0,45.0,45.0,19.0,3.0,14.0,11.0,,84.0,9.0,172.0,1.0,,21.0,8.0,69.0,2.0,336.0,,0.0,7.0,23.0,3.0,22.0,1.0,558.0,9.0,14.0,9.0,4.0,14.0,0.0
919038,15.0,2017-12-02 15:00:00,13,Leicester,Home,141.0,24.0,1.0,2.0,1.0,4.0,1.0,163.0,3.0,1.0,2.0,7.0,5.0,31.0,302.0,1.0,,28.0,21.0,25.0,12.0,1.0,,,,,,,,,,,14.0,,,,1.0,,,2.0,9.0,5.0,8.0,8.0,,66.0,52.0,,,1.0,3.0,20.0,7.0,3.0,,,10.0,11.0,3.0,,10.0,3.0,50.0,52.0,3.0,24.0,13.0,,1.0,62.0,3.0,11.0,1.0,,2.0,2.0,,181.0,,,,,,,9.0,,,1.0,,,,,,13.0,1.0,4.0,4.0,,2.0,83.0,69.0,29.0,7.0,,5.0,8.0,3.0,385.0,,,3.0,1.0,,79.0,72.0,39.0,,,,,,177.0,177.0,2.0,20.0,23.0,51.6,1.0,,,1.0,20.0,0.0,,,,85.0,2.0,2.0,5.0,,1.0,,6.0,,1.0,92.0,288.0,5.0,13.0,172.0,41.0,24.0,22.0,9.0,25.0,16.0,,143.0,18.0,268.0,1.0,1.0,30.0,5.0,80.0,1.0,415.0,2.0,0.0,16.0,7.0,1.0,30.0,0.0,610.0,25.0,14.0,9.0,10.0,7.0,0.0
919048,16.0,2017-12-09 17:30:00,13,Leicester,Away,207.0,23.0,1.0,5.0,4.0,7.0,,244.0,2.0,,,10.0,13.0,33.0,446.0,,,17.0,33.0,24.0,9.0,,,,,,,,,,,,10.0,,,,,,3.0,3.0,5.0,5.0,6.0,7.0,,89.0,67.0,,,,1.0,24.0,1.0,9.0,,2.0,5.0,5.0,6.0,,16.0,1.0,71.0,76.0,1.0,16.0,12.0,,1.0,54.0,8.0,10.0,1.0,,3.0,2.0,,215.0,2.0,,,2.0,,,7.0,,,2.0,,,,,,12.0,,6.0,6.0,1.0,,129.0,87.0,52.0,6.0,1.0,6.0,5.0,5.0,539.0,,,2.0,4.0,,125.0,68.0,24.0,,,,,,167.0,167.0,2.0,40.0,22.0,62.2,,,3.0,1.0,24.0,0.0,,,,129.0,,2.0,2.0,,,,7.0,,3.0,93.0,435.0,8.0,11.0,246.0,37.0,16.0,27.0,3.0,16.0,13.0,,129.0,16.0,332.0,,,40.0,13.0,79.0,2.0,562.0,,0.0,13.0,20.0,1.0,21.0,1.0,751.0,18.0,9.0,22.0,5.0,13.0,0.0
919061,17.0,2017-12-13 19:45:00,13,Leicester,Away,155.0,10.0,2.0,4.0,2.0,3.0,,127.0,3.0,,4.0,2.0,6.0,34.0,278.0,,,19.0,21.0,16.0,5.0,2.0,1.0,,,1.0,2.0,,,,,,7.0,,,,,,2.0,4.0,6.0,5.0,9.0,7.0,,61.0,55.0,2.0,,3.0,4.0,17.0,3.0,9.0,,,9.0,3.0,3.0,,11.0,1.0,56.0,61.0,4.0,17.0,7.0,,,65.0,9.0,13.0,,,3.0,,2.0,136.0,3.0,,2.0,2.0,1.0,,7.0,,,2.0,2.0,,,,1.0,7.0,,11.0,11.0,2.0,4.0,85.0,69.0,31.0,9.0,4.0,1.0,9.0,11.0,339.0,,,2.0,4.0,,82.0,26.0,19.0,,,,,,141.0,141.0,4.0,19.0,22.0,46.6,,,,,17.0,0.0,,,,87.0,1.0,2.0,3.0,,1.0,1.0,2.0,1.0,3.0,63.0,260.0,6.0,10.0,172.0,27.0,17.0,17.0,7.0,13.0,6.0,1.0,104.0,13.0,210.0,2.0,,14.0,6.0,68.0,1.0,369.0,,0.0,16.0,23.0,2.0,25.0,0.0,573.0,16.0,11.0,9.0,9.0,15.0,0.0
919068,18.0,2017-12-16 12:30:00,13,Leicester,Home,179.0,27.0,3.0,6.0,3.0,4.0,,184.0,4.0,1.0,3.0,5.0,7.0,35.0,357.0,,,25.0,22.0,23.0,5.0,2.0,,,1.0,,1.0,,,,,,6.0,,,,,,,8.0,10.0,3.0,8.0,3.0,,63.0,62.0,,,,,22.0,4.0,20.0,,,6.0,17.0,4.0,,10.0,2.0,78.0,73.0,,12.0,5.0,,,52.0,12.0,13.0,,,5.0,4.0,1.0,158.0,,,,,,,5.0,,,,2.0,,,,,5.0,,12.0,12.0,1.0,3.0,119.0,76.0,49.0,4.0,,2.0,5.0,2.0,432.0,,,4.0,4.0,,93.0,59.0,30.0,,,,,,166.0,166.0,6.0,27.0,23.0,56.1,,,,,22.0,0.0,,,,112.0,3.0,,3.0,1.0,2.0,,5.0,,3.0,94.0,340.0,13.0,7.0,203.0,43.0,12.0,36.0,6.0,31.0,25.0,,133.0,15.0,280.0,2.0,1.0,18.0,8.0,57.0,,452.0,,1.0,11.0,16.0,1.0,27.0,2.0,678.0,25.0,15.0,21.0,6.0,13.0,0.0
919077,19.0,2017-12-23 19:45:00,13,Leicester,Home,163.0,29.0,,1.0,1.0,3.0,,192.0,4.0,1.0,4.0,,9.0,25.0,354.0,,1.0,16.0,14.0,7.0,5.0,,1.0,,,,,,,,,,9.0,,,,,,,13.0,9.0,10.0,6.0,5.0,,59.0,63.0,5.0,3.0,2.0,5.0,13.0,5.0,12.0,,1.0,4.0,8.0,3.0,1.0,9.0,1.0,61.0,28.0,5.0,16.0,8.0,,,62.0,19.0,8.0,1.0,,1.0,,,160.0,2.0,,2.0,2.0,,1.0,10.0,,,2.0,,,,,,8.0,,16.0,16.0,2.0,4.0,111.0,71.0,40.0,6.0,,1.0,6.0,3.0,419.0,,,4.0,4.0,,80.0,67.0,28.0,,,,,,140.0,140.0,4.0,32.0,19.0,49.7,,2.0,1.0,1.0,13.0,0.0,,,,118.0,1.0,3.0,4.0,1.0,,1.0,3.0,1.0,3.0,82.0,339.0,6.0,9.0,182.0,51.0,16.0,13.0,4.0,15.0,11.0,2.0,131.0,8.0,281.0,,1.0,17.0,10.0,70.0,,448.0,,1.0,11.0,8.0,1.0,19.0,2.0,610.0,19.0,8.0,5.0,4.0,3.0,0.0
919091,20.0,2017-12-26 15:00:00,13,Leicester,Away,137.0,17.0,4.0,9.0,5.0,2.0,,116.0,5.0,,1.0,8.0,9.0,32.0,244.0,,2.0,29.0,22.0,30.0,5.0,3.0,,,,,,1.0,,,,1.0,6.0,,,,,,,6.0,11.0,1.0,8.0,3.0,,46.0,73.0,3.0,2.0,1.0,5.0,14.0,3.0,13.0,,,8.0,9.0,6.0,,9.0,,68.0,66.0,5.0,22.0,14.0,,1.0,52.0,13.0,6.0,,,1.0,1.0,,150.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,14.0,,7.0,7.0,1.0,1.0,84.0,83.0,41.0,8.0,1.0,3.0,6.0,5.0,339.0,,,3.0,4.0,1.0,69.0,54.0,32.0,,,,,,188.0,188.0,1.0,31.0,38.0,50.2,,3.0,,,14.0,0.0,,,,79.0,,,,,,,3.0,,3.0,44.0,231.0,10.0,9.0,164.0,43.0,22.0,26.0,7.0,23.0,16.0,,95.0,13.0,218.0,,,25.0,11.0,72.0,6.0,359.0,,0.0,11.0,15.0,3.0,43.0,3.0,577.0,23.0,15.0,15.0,8.0,8.0,0.0
919097,21.0,2017-12-30 15:00:00,13,Leicester,Away,144.0,18.0,,,,2.0,,114.0,3.0,2.0,2.0,1.0,7.0,22.0,258.0,,1.0,13.0,17.0,17.0,5.0,,,,,,,,,,,,6.0,,,,,,,2.0,13.0,5.0,4.0,3.0,,52.0,72.0,1.0,,1.0,5.0,25.0,5.0,10.0,,,1.0,7.0,4.0,,7.0,1.0,45.0,50.0,5.0,32.0,14.0,,1.0,55.0,3.0,7.0,1.0,,1.0,,,167.0,1.0,,1.0,1.0,,,13.0,,,1.0,2.0,,,,,14.0,,12.0,12.0,2.0,2.0,84.0,93.0,40.0,7.0,,,6.0,1.0,338.0,,,5.0,1.0,,60.0,41.0,25.0,,,,,,171.0,171.0,4.0,33.0,24.0,39.4,,3.0,,3.0,25.0,0.0,,,,68.0,1.0,3.0,4.0,,,,1.0,,3.0,45.0,245.0,12.0,6.0,177.0,46.0,32.0,18.0,1.0,12.0,11.0,,87.0,8.0,206.0,3.0,2.0,16.0,9.0,73.0,3.0,371.0,,0.0,7.0,16.0,1.0,25.0,2.0,570.0,18.0,15.0,10.0,1.0,9.0,0.0
919107,22.0,2018-01-01 15:00:00,13,Leicester,Home,183.0,29.0,1.0,3.0,2.0,9.0,,207.0,4.0,,2.0,6.0,20.0,37.0,387.0,,1.0,28.0,26.0,25.0,3.0,2.0,1.0,,,,,,,,,1.0,7.0,,,1.0,,,,3.0,2.0,4.0,8.0,3.0,,71.0,74.0,1.0,,2.0,2.0,20.0,,11.0,,,4.0,11.0,4.0,,13.0,,73.0,64.0,2.0,19.0,14.0,,,61.0,7.0,9.0,1.0,1.0,,1.0,,192.0,2.0,,2.0,2.0,,1.0,6.0,,,3.0,,,,,,14.0,1.0,8.0,8.0,,2.0,106.0,84.0,52.0,1.0,2.0,3.0,4.0,5.0,463.0,,,2.0,1.0,,84.0,69.0,36.0,,,,,,169.0,169.0,7.0,30.0,30.0,51.4,1.0,,,,20.0,0.0,,,,113.0,,1.0,1.0,,1.0,1.0,6.0,,3.0,90.0,376.0,10.0,7.0,203.0,44.0,19.0,32.0,4.0,20.0,16.0,2.0,131.0,21.0,299.0,,,19.0,22.0,71.0,4.0,482.0,,0.0,11.0,14.0,2.0,32.0,1.0,689.0,17.0,18.0,16.0,4.0,9.0,0.0
919114,23.0,2018-01-13 15:00:00,13,Leicester,Away,156.0,31.0,1.0,3.0,2.0,1.0,,176.0,2.0,,7.0,7.0,4.0,42.0,329.0,1.0,2.0,12.0,11.0,17.0,10.0,1.0,,,,,,,,,,,10.0,,,,,,2.0,6.0,6.0,11.0,8.0,6.0,,64.0,72.0,1.0,1.0,,3.0,11.0,7.0,16.0,,,3.0,4.0,2.0,,8.0,3.0,53.0,63.0,3.0,24.0,10.0,,,66.0,13.0,12.0,,,4.0,1.0,,145.0,,,,,,,4.0,,,,3.0,,,,,10.0,,12.0,12.0,,8.0,112.0,70.0,46.0,6.0,,5.0,6.0,1.0,388.0,,,5.0,2.0,,80.0,56.0,22.0,,,,,,135.0,135.0,9.0,24.0,27.0,44.5,,,,1.0,11.0,0.0,,,,94.0,4.0,3.0,7.0,1.0,1.0,,6.0,2.0,3.0,83.0,311.0,5.0,11.0,173.0,54.0,24.0,26.0,3.0,10.0,7.0,,132.0,9.0,252.0,3.0,,16.0,5.0,74.0,3.0,415.0,1.0,1.0,14.0,14.0,3.0,17.0,2.0,615.0,23.0,18.0,21.0,3.0,11.0,0.0
919127,24.0,2018-01-20 15:00:00,13,Leicester,Home,173.0,19.0,1.0,2.0,1.0,4.0,1.0,160.0,1.0,,3.0,4.0,5.0,37.0,331.0,1.0,1.0,17.0,22.0,14.0,4.0,1.0,3.0,,,,,,,,,,6.0,1.0,,,,,1.0,5.0,5.0,6.0,8.0,1.0,,57.0,65.0,,,1.0,2.0,19.0,1.0,9.0,,,4.0,6.0,1.0,,12.0,3.0,68.0,57.0,2.0,26.0,14.0,,,60.0,11.0,10.0,1.0,,5.0,3.0,,166.0,1.0,,,1.0,,1.0,7.0,,,1.0,2.0,,,,,14.0,,9.0,9.0,1.0,3.0,99.0,76.0,41.0,5.0,1.0,1.0,5.0,5.0,397.0,,,4.0,4.0,,87.0,46.0,25.0,,,,,1.0,166.0,166.0,6.0,19.0,30.0,53.4,,,,1.0,19.0,0.0,,,,100.0,1.0,2.0,3.0,,,3.0,3.0,1.0,2.0,80.0,318.0,8.0,6.0,196.0,37.0,26.0,34.0,2.0,12.0,10.0,4.0,116.0,8.0,238.0,2.0,,15.0,6.0,72.0,5.0,422.0,1.0,0.0,9.0,15.0,1.0,24.0,0.0,642.0,24.0,22.0,19.0,4.0,5.0,0.0
919137,25.0,2018-01-31 19:45:00,13,Leicester,Away,195.0,20.0,1.0,5.0,4.0,6.0,,129.0,3.0,1.0,6.0,5.0,12.0,35.0,319.0,,,28.0,13.0,23.0,3.0,1.0,,,,,,,,,,,3.0,1.0,,2.0,1.0,,,4.0,5.0,4.0,8.0,,,59.0,53.0,1.0,3.0,1.0,,19.0,2.0,7.0,1.0,,5.0,8.0,8.0,,15.0,1.0,53.0,59.0,,33.0,19.0,1.0,2.0,74.0,10.0,9.0,1.0,,2.0,,,162.0,,,,,,,9.0,,,,,,,,1.0,19.0,3.0,14.0,14.0,2.0,6.0,110.0,92.0,41.0,5.0,,2.0,2.0,2.0,415.0,,,2.0,2.0,,66.0,62.0,30.0,,,,,1.0,180.0,180.0,1.0,23.0,20.0,55.7,3.0,,,3.0,19.0,0.0,,,,109.0,,2.0,1.0,,1.0,,4.0,1.0,3.0,61.0,301.0,6.0,4.0,217.0,46.0,33.0,19.0,4.0,20.0,16.0,,122.0,15.0,243.0,,1.0,26.0,13.0,79.0,,440.0,,0.0,8.0,17.0,2.0,38.0,2.0,642.0,14.0,8.0,10.0,5.0,9.0,0.0
919148,26.0,2018-02-03 15:00:00,13,Leicester,Home,192.0,18.0,,3.0,3.0,1.0,1.0,238.0,1.0,,1.0,3.0,11.0,38.0,427.0,1.0,1.0,27.0,20.0,20.0,5.0,1.0,1.0,,,,,,,,1.0,1.0,9.0,,,,,,2.0,8.0,3.0,,9.0,4.0,,83.0,76.0,1.0,1.0,1.0,3.0,21.0,3.0,11.0,,,3.0,6.0,12.0,,8.0,,53.0,51.0,3.0,19.0,13.0,,,88.0,9.0,8.0,1.0,,1.0,2.0,,164.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,,13.0,,11.0,11.0,,1.0,148.0,82.0,57.0,3.0,,4.0,3.0,5.0,508.0,,,1.0,3.0,,100.0,69.0,43.0,,,,,,155.0,155.0,6.0,32.0,35.0,60.1,,2.0,,,21.0,0.0,,,,126.0,,,,,2.0,1.0,5.0,,3.0,108.0,418.0,11.0,7.0,209.0,39.0,19.0,13.0,2.0,22.0,20.0,1.0,166.0,3.0,334.0,,,9.0,12.0,65.0,5.0,521.0,1.0,0.0,13.0,16.0,4.0,34.0,1.0,718.0,21.0,13.0,7.0,3.0,14.0,0.0
919156,27.0,2018-02-10 17:30:00,13,Leicester,Away,127.0,20.0,,1.0,1.0,3.0,,67.0,3.0,,7.0,2.0,5.0,21.0,193.0,,1.0,6.0,11.0,17.0,1.0,,,,,,,,,,,,2.0,,,,,,,10.0,14.0,5.0,2.0,,,37.0,77.0,,,,2.0,21.0,,18.0,1.0,,2.0,2.0,4.0,,8.0,3.0,52.0,56.0,2.0,29.0,17.0,1.0,1.0,40.0,12.0,10.0,1.0,,3.0,,,121.0,,,,,,,10.0,,,1.0,,,,,,17.0,,14.0,14.0,2.0,7.0,65.0,60.0,21.0,8.0,,,1.0,2.0,254.0,,,3.0,4.0,,46.0,25.0,12.0,,,,,,142.0,142.0,5.0,45.0,13.0,29.5,,,,,21.0,0.0,,,,65.0,4.0,2.0,5.0,,,,,,3.0,30.0,174.0,12.0,1.0,158.0,40.0,29.0,15.0,2.0,8.0,6.0,,71.0,12.0,138.0,,,20.0,6.0,63.0,2.0,288.0,1.0,0.0,2.0,18.0,2.0,11.0,3.0,461.0,7.0,17.0,11.0,2.0,11.0,0.0
919168,28.0,2018-02-24 12:30:00,13,Leicester,Home,160.0,23.0,,1.0,1.0,4.0,,199.0,5.0,1.0,3.0,5.0,10.0,40.0,358.0,,,22.0,35.0,30.0,10.0,,1.0,,,,,,,,,,10.0,,,,,1.0,1.0,6.0,,6.0,9.0,10.0,,64.0,80.0,,1.0,,2.0,26.0,2.0,8.0,,1.0,13.0,20.0,7.0,,11.0,1.0,72.0,75.0,2.0,10.0,4.0,,1.0,55.0,10.0,16.0,,,2.0,3.0,,202.0,,,,,,,8.0,,,,,,,,,4.0,2.0,8.0,8.0,,4.0,109.0,85.0,38.0,1.0,,5.0,5.0,9.0,448.0,,,2.0,2.0,,93.0,79.0,52.0,,,,,,205.0,205.0,3.0,35.0,32.0,66.2,1.0,,1.0,,26.0,0.0,,,,108.0,,1.0,1.0,,,1.0,8.0,,2.0,107.0,334.0,9.0,10.0,196.0,51.0,10.0,19.0,8.0,38.0,30.0,1.0,155.0,13.0,325.0,,1.0,32.0,11.0,89.0,,483.0,,0.0,19.0,19.0,2.0,25.0,1.0,713.0,26.0,18.0,11.0,13.0,13.0,0.0
919176,29.0,2018-03-03 15:00:00,13,Leicester,Home,128.0,24.0,5.0,11.0,6.0,2.0,,178.0,7.0,,5.0,5.0,12.0,31.0,295.0,,,16.0,35.0,31.0,11.0,3.0,,1.0,,,1.0,,,,,,12.0,,,,,,3.0,6.0,5.0,3.0,17.0,6.0,,62.0,69.0,2.0,3.0,,3.0,31.0,10.0,9.0,,1.0,13.0,14.0,7.0,,4.0,1.0,66.0,67.0,3.0,13.0,5.0,,1.0,72.0,11.0,6.0,1.0,,2.0,2.0,1.0,186.0,,,,,,,11.0,,,,,,,,1.0,5.0,,15.0,15.0,,5.0,103.0,77.0,32.0,1.0,,6.0,8.0,4.0,415.0,,,1.0,3.0,,73.0,56.0,55.0,1.0,1.0,1.0,,,215.0,215.0,4.0,32.0,23.0,55.4,,,1.0,,31.0,0.0,,,,87.0,1.0,1.0,2.0,,3.0,,9.0,3.0,3.0,103.0,283.0,14.0,14.0,163.0,52.0,13.0,17.0,13.0,36.0,23.0,,168.0,11.0,311.0,,,29.0,14.0,75.0,3.0,438.0,,0.0,23.0,21.0,3.0,26.0,2.0,658.0,36.0,19.0,9.0,13.0,14.0,0.0
919191,30.0,2018-03-10 15:00:00,13,Leicester,Away,128.0,31.0,3.0,6.0,3.0,2.0,,241.0,1.0,1.0,3.0,3.0,18.0,35.0,363.0,1.0,3.0,28.0,18.0,30.0,8.0,1.0,,,,,,,,,,1.0,12.0,,,,,,,1.0,2.0,4.0,9.0,5.0,,66.0,67.0,4.0,1.0,3.0,2.0,19.0,3.0,8.0,,,6.0,10.0,4.0,,7.0,1.0,50.0,64.0,2.0,24.0,15.0,,,79.0,7.0,5.0,1.0,,,,,179.0,4.0,1.0,4.0,3.0,1.0,,8.0,,,3.0,1.0,,,,,15.0,,11.0,11.0,,3.0,121.0,79.0,37.0,7.0,2.0,4.0,9.0,6.0,454.0,,,1.0,1.0,,108.0,65.0,24.0,,,,,,159.0,159.0,3.0,34.0,25.0,56.2,,,3.0,,19.0,0.0,,,,108.0,,1.0,1.0,,,,5.0,,3.0,114.0,353.0,4.0,13.0,158.0,48.0,24.0,22.0,5.0,19.0,14.0,,166.0,10.0,335.0,2.0,1.0,23.0,19.0,82.0,2.0,474.0,2.0,0.0,14.0,17.0,6.0,32.0,3.0,663.0,22.0,11.0,12.0,6.0,8.0,0.0
919196,31.0,2018-05-09 19:45:00,13,Leicester,Home,81.0,17.0,2.0,3.0,2.0,2.0,,163.0,3.0,1.0,8.0,8.0,6.0,27.0,241.0,,,15.0,12.0,14.0,12.0,1.0,2.0,,,2.0,2.0,,1.0,,,,11.0,1.0,,,,,1.0,6.0,12.0,2.0,9.0,10.0,,41.0,71.0,3.0,2.0,2.0,1.0,22.0,3.0,14.0,,,6.0,11.0,6.0,,13.0,5.0,50.0,52.0,1.0,20.0,10.0,,,52.0,7.0,12.0,2.0,,4.0,1.0,2.0,118.0,2.0,,2.0,1.0,1.0,,5.0,,,1.0,,,,,1.0,10.0,,18.0,18.0,1.0,8.0,79.0,61.0,35.0,6.0,1.0,5.0,10.0,10.0,289.0,,,3.0,3.0,,63.0,28.0,33.0,,,,,1.0,126.0,126.0,8.0,30.0,19.0,40.4,,,,1.0,22.0,0.0,,,,72.0,6.0,,6.0,,,2.0,6.0,,3.0,91.0,227.0,13.0,15.0,93.0,25.0,20.0,15.0,5.0,22.0,18.0,2.0,124.0,5.0,239.0,,1.0,17.0,8.0,44.0,6.0,310.0,,0.0,19.0,16.0,5.0,18.0,2.0,525.0,28.0,8.0,10.0,6.0,13.0,0.0
