matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128392,11.0,2020-12-06 14:15:00,13,Leicester,Away,236.0,19.0,,2.0,2.0,1.0,,340.0,3.0,,5.0,1.0,7.0,31.0,574.0,,1.0,18.0,23.0,19.0,6.0,,,,,1.0,,1.0,,,,,,,9.0,,,,,2.0,3.0,4.0,3.0,1.0,9.0,4.0,,83.0,60.0,1.0,,2.0,3.0,21.0,5.0,8.0,,1.0,5.0,11.0,8.0,,9.0,,53.0,64.0,3.0,17.0,7.0,,,,,,,,44.0,69.0,6.0,13.0,2.0,,4.0,3.0,1.0,169.0,1.0,,1.0,1.0,,,3.0,,,2.0,2.0,,,,,7.0,2.0,7.0,7.0,2.0,,5.0,209.0,78.0,50.0,6.0,,3.0,4.0,4.0,654.0,,,1.0,,,76.0,108.0,38.0,,,,,160.0,160.0,4.0,22.0,27.0,70.3,2.0,,,,21.0,0.0,,,,213.0,,,,,,4.0,,,3.0,24.0,143.0,557.0,5.0,7.0,265.0,44.0,17.0,23.0,5.0,27.0,22.0,,188.0,2.0,436.0,2.0,,9.0,7.0,55.0,4.0,674.0,1.0,0.0,13.0,18.0,1.0,19.0,3.0,875.0,25.0,14.0,,16.0,5.0,12.0,0.0
2128401,12.0,2020-12-13 19:15:00,13,Leicester,Home,214.0,22.0,,3.0,3.0,3.0,,258.0,4.0,,7.0,4.0,8.0,40.0,469.0,2.0,,12.0,10.0,15.0,10.0,,4.0,,0.0,,,,,,,,,,11.0,0.0,,,1.0,,,6.0,6.0,6.0,13.0,2.0,,105.0,60.0,1.0,1.0,1.0,,19.0,4.0,10.0,,1.0,9.0,9.0,7.0,0.0,15.0,1.0,53.0,45.0,,20.0,16.0,,,,,,,,24.0,53.0,9.0,10.0,3.0,,1.0,1.0,,152.0,3.0,,1.0,3.0,,,4.0,,,3.0,,,,,1.0,16.0,1.0,14.0,14.0,,0.0,7.0,139.0,57.0,42.0,5.0,0.0,4.0,9.0,6.0,515.0,,,4.0,,0.0,72.0,106.0,27.0,,,,,128.0,128.0,3.0,25.0,25.0,54.1,1.0,,,,19.0,0.0,,,,143.0,4.0,,4.0,,,5.0,,0.0,3.0,10.0,128.0,447.0,8.0,13.0,234.0,33.0,20.0,19.0,,17.0,17.0,,158.0,4.0,322.0,,,12.0,8.0,54.0,4.0,539.0,2.0,0.0,15.0,12.0,,15.0,2.0,727.0,30.0,12.0,0.0,9.0,9.0,6.0,0.0
2128410,13.0,2020-12-16 18:00:00,13,Leicester,Home,273.0,11.0,2.0,4.0,2.0,2.0,,195.0,2.0,,3.0,2.0,6.0,17.0,464.0,1.0,,19.0,12.0,9.0,9.0,2.0,4.0,,,,,,,,,,,,10.0,,,,,,,8.0,9.0,2.0,5.0,9.0,,79.0,64.0,1.0,1.0,,2.0,12.0,8.0,11.0,,1.0,4.0,11.0,,,8.0,3.0,48.0,50.0,2.0,13.0,8.0,,,,,,,,32.0,51.0,12.0,9.0,,,1.0,1.0,,156.0,,,,,,,2.0,,,,,,,,,8.0,,10.0,10.0,,,3.0,159.0,53.0,30.0,6.0,,3.0,8.0,2.0,532.0,,,4.0,,,59.0,75.0,25.0,,,,,125.0,125.0,1.0,28.0,32.0,61.0,,,,,12.0,0.0,,,,153.0,4.0,,4.0,,,4.0,,,2.0,14.0,76.0,449.0,3.0,11.0,293.0,33.0,13.0,16.0,4.0,16.0,12.0,,118.0,4.0,270.0,,,9.0,7.0,37.0,2.0,547.0,1.0,0.0,14.0,21.0,1.0,22.0,2.0,730.0,20.0,12.0,,11.0,4.0,11.0,0.0
2128424,14.0,2020-12-20 14:15:00,13,Leicester,Away,153.0,21.0,,3.0,3.0,2.0,2.0,171.0,2.0,,4.0,5.0,1.0,28.0,321.0,,,13.0,30.0,24.0,13.0,2.0,,,,,,,,,,,,,13.0,1.0,,,,,3.0,9.0,5.0,3.0,12.0,5.0,,50.0,73.0,,,1.0,1.0,8.0,7.0,12.0,,2.0,3.0,4.0,2.0,,9.0,3.0,76.0,66.0,1.0,26.0,13.0,,,,,,,,32.0,56.0,14.0,15.0,1.0,,4.0,3.0,,139.0,,,,,,,6.0,,,,,,,,,13.0,,10.0,10.0,1.0,,4.0,109.0,65.0,27.0,5.0,,6.0,9.0,4.0,381.0,,,1.0,2.0,,56.0,64.0,24.0,,,,1.0,144.0,144.0,9.0,33.0,22.0,43.6,,,,,8.0,0.0,,,,108.0,1.0,2.0,3.0,,,6.0,1.0,,3.0,15.0,99.0,311.0,5.0,15.0,172.0,39.0,26.0,20.0,3.0,12.0,9.0,,140.0,5.0,246.0,,,25.0,1.0,72.0,4.0,406.0,1.0,0.0,17.0,19.0,,16.0,2.0,615.0,29.0,21.0,,9.0,3.0,14.0,0.0
2128430,15.0,2020-12-26 12:30:00,13,Leicester,Home,230.0,23.0,1.0,4.0,3.0,,,179.0,2.0,,6.0,3.0,2.0,34.0,405.0,,,19.0,10.0,12.0,4.0,1.0,1.0,,,,,1.0,,,,,,,5.0,,,,,,3.0,7.0,8.0,1.0,5.0,5.0,,78.0,68.0,,1.0,,,23.0,4.0,11.0,,,5.0,9.0,6.0,,12.0,1.0,51.0,55.0,,7.0,2.0,,,,,,,,35.0,64.0,10.0,16.0,,,3.0,3.0,1.0,166.0,1.0,,,1.0,,,3.0,,,1.0,,,,,,2.0,,14.0,14.0,,,6.0,128.0,60.0,32.0,,1.0,3.0,3.0,2.0,485.0,,,1.0,2.0,,81.0,52.0,28.0,,,,,156.0,156.0,8.0,35.0,19.0,54.4,,,1.0,,23.0,0.0,,,,135.0,1.0,1.0,2.0,,,4.0,,,1.0,21.0,84.0,390.0,12.0,6.0,263.0,44.0,7.0,18.0,4.0,22.0,18.0,,138.0,3.0,266.0,,,19.0,3.0,69.0,1.0,507.0,1.0,0.0,10.0,17.0,,20.0,2.0,701.0,17.0,12.0,,10.0,5.0,12.0,0.0
2128439,16.0,2020-12-28 15:00:00,13,Leicester,Away,261.0,23.0,1.0,5.0,4.0,2.0,1.0,238.0,3.0,,3.0,3.0,3.0,38.0,494.0,,,21.0,23.0,21.0,8.0,1.0,,,,1.0,1.0,2.0,,,,,,,10.0,,1.0,,,,4.0,4.0,4.0,,9.0,8.0,,83.0,70.0,1.0,2.0,,,25.0,4.0,6.0,,,5.0,11.0,5.0,,8.0,,54.0,64.0,,11.0,5.0,,,,,,,,41.0,60.0,7.0,9.0,,,5.0,5.0,2.0,166.0,1.0,,,1.0,,,4.0,,,1.0,,,,,,5.0,1.0,9.0,9.0,1.0,,3.0,182.0,88.0,55.0,2.0,1.0,7.0,3.0,3.0,594.0,,,,1.0,,85.0,127.0,31.0,,,,1.0,174.0,174.0,6.0,18.0,41.0,66.9,,,1.0,,25.0,0.0,,,,176.0,,,,,,10.0,,,3.0,22.0,106.0,484.0,8.0,10.0,291.0,44.0,11.0,22.0,5.0,26.0,21.0,,163.0,5.0,342.0,,,18.0,4.0,72.0,2.0,607.0,,0.0,17.0,22.0,,24.0,1.0,809.0,18.0,16.0,,12.0,5.0,16.0,0.0
2128452,17.0,2021-01-03 14:15:00,13,Leicester,Away,252.0,13.0,3.0,5.0,2.0,,,149.0,4.0,1.0,2.0,3.0,6.0,19.0,396.0,1.0,1.0,11.0,24.0,19.0,4.0,1.0,2.0,,,,,,,,,,,,7.0,,,,,,,4.0,5.0,3.0,4.0,5.0,,70.0,75.0,1.0,1.0,,3.0,20.0,1.0,11.0,,,6.0,11.0,4.0,,8.0,,62.0,52.0,3.0,22.0,12.0,,,,,,,,34.0,54.0,11.0,10.0,,,1.0,,,179.0,2.0,,2.0,2.0,,,4.0,,,2.0,,,,,,12.0,,20.0,20.0,,,2.0,115.0,70.0,40.0,3.0,2.0,3.0,4.0,3.0,472.0,,,3.0,1.0,,56.0,50.0,24.0,,,,,147.0,147.0,3.0,34.0,34.0,56.7,,,,,20.0,0.0,,,,128.0,1.0,,1.0,,,5.0,,,1.0,15.0,65.0,379.0,6.0,7.0,283.0,38.0,22.0,18.0,6.0,21.0,15.0,,104.0,2.0,230.0,,1.0,13.0,6.0,51.0,3.0,492.0,1.0,0.0,9.0,14.0,1.0,13.0,2.0,684.0,19.0,13.0,,10.0,6.0,5.0,0.0
2128460,18.0,2021-01-19 20:15:00,13,Leicester,Home,154.0,15.0,,2.0,2.0,2.0,1.0,126.0,3.0,1.0,5.0,3.0,4.0,20.0,278.0,,1.0,16.0,10.0,13.0,5.0,1.0,1.0,1.0,,,,,,,,,,1.0,6.0,,,1.0,,,1.0,5.0,8.0,1.0,5.0,3.0,,45.0,53.0,4.0,3.0,1.0,1.0,23.0,,11.0,,,6.0,6.0,5.0,,12.0,1.0,53.0,53.0,1.0,15.0,4.0,,,,,,,,30.0,38.0,7.0,16.0,,,3.0,3.0,,135.0,2.0,,1.0,1.0,1.0,,4.0,,,1.0,1.0,,,,,4.0,1.0,11.0,11.0,2.0,,5.0,84.0,47.0,30.0,3.0,2.0,2.0,6.0,6.0,316.0,,,1.0,3.0,,50.0,41.0,30.0,,,,,123.0,123.0,7.0,19.0,20.0,35.6,1.0,,,,23.0,0.0,,,,76.0,5.0,,5.0,,1.0,2.0,,,3.0,14.0,72.0,262.0,10.0,8.0,171.0,32.0,15.0,19.0,4.0,18.0,14.0,1.0,99.0,7.0,187.0,1.0,1.0,9.0,4.0,39.0,1.0,340.0,,0.0,8.0,19.0,1.0,21.0,1.0,526.0,19.0,11.0,,6.0,6.0,11.0,0.0
2128470,19.0,2021-01-16 20:00:00,13,Leicester,Home,174.0,20.0,1.0,4.0,3.0,,,149.0,7.0,1.0,5.0,3.0,2.0,23.0,319.0,,,19.0,16.0,24.0,10.0,1.0,1.0,2.0,,,,,,,,,,1.0,15.0,,,,,,,8.0,5.0,3.0,13.0,3.0,,59.0,61.0,2.0,2.0,1.0,2.0,24.0,2.0,16.0,,,2.0,10.0,1.0,,8.0,3.0,54.0,71.0,2.0,21.0,15.0,,,,,,,,37.0,54.0,10.0,10.0,,,2.0,2.0,,161.0,2.0,,2.0,2.0,,1.0,8.0,,,2.0,,,,,1.0,15.0,,10.0,10.0,2.0,,5.0,113.0,68.0,25.0,5.0,2.0,7.0,6.0,5.0,425.0,,,,1.0,,54.0,62.0,24.0,,,,,172.0,172.0,6.0,19.0,30.0,47.4,,,,,24.0,0.0,,,,112.0,2.0,1.0,3.0,1.0,2.0,9.0,,,3.0,17.0,75.0,304.0,10.0,13.0,217.0,48.0,21.0,20.0,2.0,15.0,13.0,3.0,119.0,4.0,243.0,,1.0,16.0,2.0,57.0,5.0,445.0,1.0,0.0,16.0,22.0,,19.0,2.0,644.0,28.0,16.0,,15.0,2.0,12.0,0.0
2128478,20.0,2021-01-27 20:15:00,13,Leicester,Away,255.0,13.0,,,,,,239.0,5.0,,4.0,3.0,2.0,24.0,494.0,,,21.0,15.0,19.0,12.0,,4.0,,,,,2.0,,,,,,,13.0,,,,,,,6.0,5.0,3.0,7.0,12.0,,77.0,55.0,,,,3.0,22.0,10.0,12.0,,,11.0,12.0,4.0,,8.0,,51.0,59.0,3.0,20.0,11.0,,,,,,,,28.0,59.0,10.0,12.0,,1.0,5.0,3.0,2.0,155.0,1.0,,,,1.0,,5.0,,,,,,,,,11.0,,8.0,8.0,1.0,,4.0,165.0,50.0,39.0,5.0,1.0,1.0,12.0,6.0,548.0,,,2.0,2.0,,63.0,82.0,29.0,,,,,135.0,135.0,3.0,23.0,25.0,65.0,,,1.0,1.0,22.0,0.0,,,,176.0,1.0,,1.0,,,3.0,,,3.0,11.0,123.0,471.0,8.0,13.0,284.0,29.0,20.0,15.0,2.0,21.0,19.0,,165.0,1.0,310.0,,,8.0,2.0,39.0,1.0,573.0,1.0,0.0,19.0,19.0,1.0,24.0,1.0,769.0,27.0,14.0,,9.0,11.0,12.0,0.0
2128491,21.0,2021-01-31 14:00:00,13,Leicester,Home,143.0,14.0,2.0,2.0,,2.0,,162.0,2.0,,7.0,2.0,6.0,17.0,303.0,1.0,,16.0,12.0,22.0,11.0,2.0,3.0,,,1.0,,1.0,,,,,1.0,,13.0,,,,,,1.0,10.0,7.0,1.0,7.0,11.0,,68.0,82.0,2.0,3.0,,,20.0,6.0,4.0,1.0,1.0,5.0,3.0,3.0,,8.0,3.0,59.0,65.0,,7.0,4.0,,,,,,,,40.0,54.0,17.0,16.0,,,6.0,3.0,1.0,177.0,1.0,,1.0,1.0,,,4.0,,,1.0,1.0,,,,,4.0,,14.0,14.0,1.0,,7.0,75.0,64.0,33.0,4.0,1.0,3.0,11.0,8.0,380.0,,,2.0,,,55.0,38.0,25.0,,,,,171.0,171.0,6.0,26.0,41.0,50.8,,3.0,,,20.0,0.0,,,,84.0,4.0,,3.0,,,4.0,1.0,,3.0,17.0,65.0,287.0,9.0,14.0,175.0,39.0,7.0,31.0,5.0,14.0,9.0,,104.0,4.0,243.0,1.0,,13.0,9.0,46.0,2.0,404.0,1.0,0.0,18.0,15.0,1.0,21.0,0.0,621.0,14.0,24.0,,12.0,6.0,11.0,0.0
2128498,22.0,2021-02-03 18:00:00,13,Leicester,Away,207.0,13.0,,2.0,2.0,1.0,,138.0,5.0,1.0,8.0,2.0,5.0,22.0,343.0,,1.0,20.0,16.0,15.0,5.0,1.0,1.0,1.0,,,,,,,,,,1.0,7.0,,,,,,1.0,5.0,4.0,4.0,7.0,2.0,,64.0,63.0,2.0,,2.0,3.0,18.0,2.0,18.0,,,2.0,5.0,3.0,1.0,12.0,1.0,66.0,57.0,3.0,23.0,14.0,,,,,,,,37.0,53.0,10.0,16.0,1.0,,,,,160.0,2.0,,2.0,2.0,,,10.0,,,2.0,2.0,,,,,14.0,,9.0,9.0,,,8.0,114.0,66.0,39.0,5.0,,2.0,6.0,5.0,415.0,,,3.0,1.0,,55.0,57.0,14.0,,,,,150.0,150.0,2.0,37.0,15.0,42.5,,,,,18.0,0.0,,,,109.0,1.0,,1.0,,1.0,2.0,,,3.0,20.0,59.0,323.0,7.0,8.0,251.0,46.0,23.0,19.0,,8.0,8.0,1.0,104.0,4.0,204.0,2.0,1.0,19.0,6.0,61.0,3.0,447.0,,0.0,9.0,18.0,1.0,26.0,1.0,651.0,20.0,8.0,,9.0,2.0,12.0,0.0
2128515,23.0,2021-02-07 14:00:00,13,Leicester,Away,258.0,18.0,1.0,4.0,3.0,1.0,,239.0,9.0,,1.0,3.0,7.0,20.0,493.0,,,21.0,11.0,9.0,8.0,1.0,2.0,,,,1.0,1.0,,,,,,,10.0,,,,,,,11.0,7.0,6.0,6.0,7.0,,74.0,55.0,1.0,1.0,,5.0,26.0,5.0,17.0,,,2.0,5.0,2.0,,10.0,,61.0,46.0,5.0,22.0,12.0,,1.0,,,,,,30.0,46.0,15.0,10.0,,,5.0,3.0,1.0,143.0,,,,,,,9.0,,,,1.0,,,,1.0,12.0,,5.0,5.0,,,1.0,171.0,69.0,52.0,8.0,,4.0,5.0,3.0,550.0,,,5.0,1.0,,55.0,53.0,26.0,,,,,123.0,123.0,6.0,18.0,30.0,56.1,,,,,26.0,0.0,,,,179.0,1.0,,1.0,2.0,,5.0,,,2.0,11.0,97.0,477.0,16.0,9.0,274.0,36.0,22.0,17.0,2.0,12.0,10.0,,135.0,5.0,305.0,1.0,,7.0,8.0,34.0,1.0,567.0,,0.0,13.0,19.0,,23.0,3.0,761.0,25.0,18.0,,8.0,2.0,12.0,0.0
2128521,24.0,2021-02-13 12:30:00,13,Leicester,Home,180.0,26.0,1.0,2.0,1.0,2.0,,69.0,2.0,,6.0,3.0,3.0,18.0,247.0,,,8.0,12.0,11.0,4.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,9.0,,,1.0,,,,6.0,11.0,4.0,8.0,3.0,,44.0,86.0,2.0,2.0,2.0,4.0,17.0,1.0,22.0,,2.0,2.0,1.0,,,11.0,2.0,63.0,53.0,4.0,38.0,23.0,,,,,,,,,33.0,7.0,6.0,1.0,,4.0,3.0,1.0,149.0,1.0,,1.0,1.0,,1.0,5.0,,,2.0,,,,,1.0,23.0,2.0,17.0,17.0,1.0,,6.0,88.0,54.0,21.0,12.0,2.0,3.0,3.0,6.0,347.0,,,8.0,1.0,,36.0,16.0,11.0,,,,,161.0,161.0,4.0,45.0,31.0,38.0,1.0,,3.0,,17.0,0.0,,,,76.0,3.0,,3.0,,1.0,4.0,,,3.0,,17.0,241.0,8.0,6.0,237.0,50.0,38.0,25.0,2.0,6.0,4.0,2.0,43.0,3.0,126.0,,,29.0,4.0,65.0,2.0,357.0,,0.0,11.0,23.0,,12.0,1.0,585.0,12.0,17.0,,13.0,2.0,15.0,0.0
2128527,25.0,2021-02-21 14:05:00,13,Leicester,Away,180.0,14.0,,1.0,1.0,,,195.0,3.0,,2.0,2.0,5.0,12.0,374.0,,,14.0,22.0,21.0,11.0,,2.0,1.0,,,1.0,1.0,,,,,,,13.0,,,,,,,8.0,6.0,5.0,8.0,8.0,,81.0,48.0,,,1.0,6.0,14.0,7.0,9.0,,,8.0,4.0,3.0,,7.0,,59.0,50.0,6.0,23.0,14.0,,,,,,,,32.0,60.0,12.0,10.0,,,2.0,2.0,1.0,159.0,1.0,,,1.0,,,7.0,,,2.0,,,,,,14.0,,12.0,12.0,1.0,,2.0,105.0,62.0,30.0,7.0,2.0,1.0,11.0,7.0,424.0,,,4.0,,,62.0,64.0,20.0,,,,,123.0,123.0,4.0,21.0,20.0,50.1,,,,1.0,14.0,0.0,,,,105.0,,1.0,1.0,1.0,1.0,2.0,,,3.0,20.0,93.0,357.0,8.0,12.0,201.0,36.0,23.0,14.0,4.0,13.0,9.0,1.0,130.0,1.0,262.0,,,10.0,5.0,43.0,1.0,450.0,,0.0,16.0,16.0,1.0,16.0,1.0,627.0,19.0,15.0,,4.0,8.0,13.0,0.0
2128540,26.0,2021-02-28 12:00:00,13,Leicester,Home,195.0,23.0,,1.0,1.0,1.0,,122.0,5.0,,6.0,1.0,7.0,22.0,316.0,,,13.0,13.0,14.0,5.0,,2.0,,,,,,,,,,,,6.0,,,,,,,7.0,6.0,6.0,6.0,2.0,,66.0,60.0,,1.0,,1.0,14.0,3.0,9.0,,,2.0,3.0,3.0,,4.0,,45.0,44.0,1.0,15.0,8.0,,,,,,,,31.0,60.0,15.0,3.0,,,1.0,1.0,,148.0,,,,,,,5.0,,,1.0,1.0,,,,1.0,8.0,,12.0,12.0,2.0,,6.0,90.0,56.0,29.0,7.0,1.0,1.0,4.0,3.0,395.0,,,4.0,,,40.0,53.0,13.0,1.0,1.0,1.0,,122.0,122.0,3.0,31.0,18.0,44.2,,3.0,,2.0,14.0,0.0,,,,104.0,,1.0,1.0,,,2.0,,,3.0,12.0,45.0,304.0,8.0,5.0,231.0,52.0,15.0,11.0,2.0,9.0,7.0,,82.0,3.0,186.0,1.0,,5.0,7.0,51.0,,408.0,1.0,0.0,8.0,21.0,,14.0,2.0,563.0,16.0,12.0,,6.0,2.0,12.0,0.0
2128547,27.0,2021-03-06 20:00:00,13,Leicester,Away,305.0,25.0,2.0,3.0,1.0,1.0,,218.0,8.0,,4.0,4.0,6.0,30.0,520.0,,2.0,22.0,9.0,13.0,4.0,1.0,2.0,,,,,,,,,,,,6.0,,,,,,,5.0,6.0,1.0,5.0,3.0,,80.0,65.0,2.0,,2.0,2.0,21.0,,7.0,,1.0,6.0,3.0,3.0,1.0,21.0,1.0,53.0,57.0,2.0,16.0,8.0,,,,,,,,38.0,60.0,8.0,10.0,1.0,,2.0,1.0,,169.0,2.0,1.0,2.0,1.0,1.0,,9.0,,,1.0,1.0,,,,1.0,8.0,,21.0,21.0,4.0,,4.0,182.0,64.0,45.0,6.0,,3.0,4.0,4.0,587.0,,,2.0,,,72.0,62.0,31.0,,,,,165.0,165.0,9.0,26.0,25.0,63.4,,,3.0,,21.0,0.0,,,,185.0,1.0,,1.0,,,4.0,,,2.0,20.0,70.0,495.0,8.0,7.0,345.0,45.0,16.0,20.0,6.0,13.0,7.0,,104.0,6.0,284.0,1.0,,14.0,8.0,59.0,1.0,616.0,1.0,0.0,8.0,23.0,2.0,24.0,1.0,829.0,14.0,26.0,,11.0,6.0,12.0,0.0
2128561,28.0,2021-03-14 14:00:00,13,Leicester,Home,372.0,19.0,3.0,3.0,2.0,1.0,1.0,299.0,,,3.0,,7.0,28.0,668.0,1.0,1.0,21.0,9.0,9.0,10.0,2.0,3.0,2.0,,,,,,,,,,,16.0,,,,,,,5.0,1.0,,14.0,5.0,,125.0,61.0,6.0,6.0,2.0,1.0,23.0,5.0,8.0,,,9.0,3.0,3.0,,8.0,,41.0,50.0,1.0,10.0,6.0,,,,,,,,28.0,72.0,10.0,9.0,4.0,,3.0,3.0,,188.0,4.0,,2.0,4.0,,2.0,,,,4.0,,,,,,6.0,1.0,10.0,10.0,,,3.0,219.0,78.0,52.0,1.0,,3.0,13.0,10.0,740.0,,,,,,62.0,105.0,31.0,,,,,124.0,124.0,5.0,26.0,27.0,71.7,,,,,23.0,0.0,,,,218.0,,,,,2.0,4.0,1.0,,2.0,9.0,104.0,658.0,14.0,16.0,390.0,40.0,10.0,19.0,8.0,15.0,9.0,4.0,151.0,2.0,375.0,,,6.0,7.0,52.0,2.0,750.0,1.0,0.0,19.0,19.0,2.0,22.0,0.0,928.0,25.0,13.0,,13.0,9.0,12.0,0.0
2128567,29.0,2021-03-03 18:00:00,13,Leicester,Away,292.0,20.0,1.0,4.0,3.0,2.0,,181.0,3.0,,9.0,3.0,4.0,32.0,469.0,,2.0,17.0,27.0,20.0,12.0,1.0,4.0,,,,,,,,,,,,12.0,,,,,,,3.0,6.0,6.0,8.0,8.0,,86.0,58.0,2.0,1.0,1.0,1.0,15.0,6.0,8.0,,,8.0,5.0,7.0,,4.0,4.0,51.0,36.0,1.0,31.0,17.0,1.0,,,,,,,25.0,40.0,12.0,5.0,1.0,,,1.0,,141.0,1.0,,1.0,1.0,,,5.0,,,1.0,2.0,,,,1.0,17.0,1.0,7.0,7.0,,,9.0,172.0,71.0,36.0,5.0,,6.0,8.0,4.0,551.0,,,,1.0,,68.0,63.0,27.0,,,,,146.0,146.0,1.0,28.0,17.0,61.1,,,1.0,1.0,15.0,0.0,,,,172.0,4.0,2.0,6.0,2.0,,6.0,,,3.0,9.0,88.0,456.0,7.0,14.0,329.0,42.0,31.0,6.0,6.0,19.0,13.0,,114.0,6.0,261.0,3.0,,15.0,4.0,64.0,2.0,571.0,,0.0,16.0,9.0,4.0,23.0,2.0,746.0,24.0,12.0,,2.0,8.0,8.0,0.0
2128581,30.0,2021-04-03 17:30:00,13,Leicester,Home,295.0,21.0,,1.0,1.0,,,80.0,7.0,,4.0,1.0,3.0,25.0,374.0,,,14.0,11.0,13.0,4.0,1.0,,1.0,,,,,,,,,,,4.0,,,,,,1.0,9.0,9.0,2.0,3.0,2.0,,73.0,59.0,,,,,19.0,1.0,11.0,,,1.0,4.0,,,5.0,1.0,49.0,63.0,,12.0,6.0,,1.0,,,,,,24.0,26.0,13.0,12.0,,,1.0,1.0,,145.0,,,,,,,9.0,,,,,,,,,6.0,,10.0,10.0,3.0,,5.0,117.0,39.0,22.0,1.0,,2.0,3.0,2.0,425.0,,,1.0,1.0,,25.0,22.0,11.0,,,,,118.0,118.0,2.0,38.0,11.0,43.8,,,,,19.0,0.0,,,,117.0,2.0,,2.0,1.0,1.0,2.0,,,3.0,7.0,36.0,353.0,11.0,5.0,342.0,44.0,12.0,28.0,1.0,6.0,5.0,1.0,52.0,1.0,116.0,,,10.0,5.0,51.0,3.0,452.0,,0.0,5.0,19.0,,15.0,2.0,619.0,6.0,15.0,,19.0,1.0,13.0,0.0
2128595,31.0,2021-04-11 14:05:00,13,Leicester,Away,258.0,17.0,2.0,6.0,4.0,1.0,,275.0,2.0,,7.0,4.0,6.0,30.0,527.0,,1.0,17.0,17.0,29.0,9.0,1.0,3.0,,,,,,,,,,,,12.0,,,,,,,8.0,4.0,,10.0,5.0,,100.0,67.0,,,,,19.0,5.0,12.0,,,9.0,19.0,3.0,,4.0,,52.0,59.0,,8.0,5.0,1.0,,,,,,,39.0,76.0,13.0,7.0,2.0,,3.0,1.0,,206.0,1.0,,,1.0,,,2.0,,,2.0,,,,,,5.0,,12.0,12.0,,,7.0,160.0,70.0,48.0,1.0,,3.0,8.0,5.0,613.0,,,,3.0,,76.0,100.0,45.0,,,,,160.0,160.0,8.0,27.0,25.0,63.7,,,,,19.0,0.0,,,,163.0,1.0,,1.0,,,5.0,,,2.0,19.0,136.0,512.0,6.0,11.0,289.0,45.0,8.0,17.0,8.0,31.0,23.0,,188.0,3.0,371.0,1.0,,12.0,6.0,62.0,1.0,629.0,,0.0,15.0,13.0,4.0,18.0,3.0,812.0,47.0,18.0,,11.0,9.0,8.0,0.0
