matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2444575,11,2024-11-10 14:00:00,13,Leicester,Away,213.0,8.0,,3.0,3.0,2.0,3.0,178.0,3.0,,6.0,3.0,11.0,15.0,388.0,,1.0,24.0,12.0,19.0,3.0,2.0,,1.0,0.0,,,,1.0,1.0,,1.0,4.0,0.0,,,,,2.0,5.0,7.0,7.0,4.0,2.0,76.0,57.0,1.0,1.0,,2.0,8.0,,11.0,,,5.0,5.0,3.0,0.0,18.0,1.0,61.0,68.0,2.0,18.0,8.0,,,0.52669,0.6343,,0.7154,0.8507,50.0,5.0,9.0,,,6.0,4.0,,166.0,,,,,,,3.0,0.0,,,8.0,,7.0,7.0,,0.0,6.0,115.0,54.0,34.0,1.0,0.0,1.0,4.0,5.0,452.0,6.0,4.0,1.0,55.0,49.0,19.0,,,,,,148.0,148.0,3.0,18.0,29.0,48.8,,,,,16.0,0.0,109.0,1.0,,1.0,3.0,1.0,1.0,,0.0,3.0,68.0,376.0,8.0,5.0,243.0,18.0,18.0,34.0,4.0,16.0,12.0,,1.0,99.0,6.0,239.0,,,22.0,12.0,42.0,2.0,466.0,,0.0,6.0,22.0,1.0,26.0,1.0,680.0,11.0,16.0,0.0,19.0,5.0,14.0,0.0
2444586,12,2024-11-23 12:30:00,13,Leicester,Home,169.0,11.0,,1.0,1.0,,,96.0,8.0,1.0,4.0,4.0,10.0,16.0,264.0,1.0,1.0,17.0,8.0,7.0,3.0,,,,,,,,,,,,3.0,1.0,,,,,,10.0,11.0,5.0,4.0,,55.0,41.0,,,1.0,1.0,12.0,1.0,10.0,,1.0,2.0,4.0,,,7.0,3.0,51.0,42.0,1.0,19.0,11.0,1.0,1.0,,,,,,44.0,15.0,11.0,,,3.0,2.0,,134.0,,,,,,,12.0,,1.0,,11.0,,8.0,8.0,2.0,,4.0,77.0,57.0,19.0,9.0,,2.0,1.0,1.0,328.0,3.0,1.0,,35.0,44.0,9.0,,,,,1.0,132.0,132.0,2.0,17.0,16.0,36.7,,,,,20.0,0.0,87.0,5.0,,4.0,,,2.0,,1.0,5.0,40.0,245.0,12.0,3.0,199.0,23.0,19.0,17.0,1.0,7.0,6.0,,,71.0,,161.0,1.0,1.0,31.0,10.0,61.0,3.0,353.0,1.0,0.0,4.0,18.0,1.0,19.0,4.0,526.0,9.0,13.0,,6.0,2.0,9.0,0.0
2444590,13,2024-11-30 15:00:00,13,Leicester,Away,157.0,12.0,1.0,2.0,1.0,4.0,,133.0,3.0,1.0,6.0,2.0,10.0,18.0,288.0,1.0,1.0,14.0,19.0,17.0,2.0,2.0,2.0,,,,,,,,,,4.0,,,,,,1.0,7.0,10.0,3.0,3.0,4.0,67.0,48.0,1.0,,1.0,1.0,7.0,3.0,16.0,,,4.0,8.0,5.0,,5.0,,65.0,47.0,1.0,26.0,12.0,,,,,,,,49.0,10.0,9.0,1.0,,2.0,,,137.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,12.0,,10.0,10.0,2.0,,6.0,89.0,47.0,23.0,5.0,,1.0,4.0,3.0,354.0,3.0,1.0,,43.0,29.0,32.0,,,,,,142.0,142.0,2.0,22.0,16.0,40.1,,3.0,,1.0,16.0,0.0,85.0,1.0,1.0,2.0,1.0,,1.0,1.0,,5.0,54.0,275.0,7.0,5.0,196.0,32.0,26.0,22.0,4.0,17.0,13.0,,,87.0,6.0,199.0,1.0,1.0,29.0,11.0,64.0,1.0,378.0,1.0,0.0,7.0,15.0,1.0,17.0,1.0,559.0,15.0,12.0,,7.0,4.0,9.0,0.0
2444606,14,2024-12-03 20:15:00,13,Leicester,Home,194.0,14.0,1.0,2.0,2.0,2.0,,95.0,9.0,,4.0,9.0,8.0,23.0,287.0,1.0,2.0,11.0,29.0,20.0,4.0,,1.0,3.0,,,,,,,,1.0,7.0,,,,,,,8.0,24.0,7.0,8.0,,61.0,55.0,6.0,5.0,2.0,3.0,9.0,,20.0,2.0,2.0,3.0,5.0,4.0,,8.0,2.0,72.0,68.0,3.0,32.0,16.0,,1.0,,,,,,38.0,9.0,7.0,1.0,,1.0,1.0,,140.0,3.0,,3.0,3.0,,,14.0,3.0,3.0,,16.0,,12.0,12.0,2.0,,5.0,78.0,53.0,27.0,9.0,1.0,1.0,6.0,6.0,351.0,13.0,1.0,,35.0,41.0,15.0,,,,,,133.0,133.0,2.0,22.0,23.0,38.9,,,,1.0,20.0,0.0,100.0,8.0,1.0,7.0,3.0,3.0,2.0,,1.0,5.0,42.0,267.0,9.0,7.0,226.0,25.0,32.0,12.0,2.0,11.0,10.0,,3.0,71.0,7.0,164.0,4.0,,35.0,9.0,66.0,1.0,379.0,3.0,0.0,8.0,35.0,5.0,13.0,2.0,589.0,20.0,13.0,,6.0,3.0,24.0,0.0
2444616,15,2024-12-08 14:00:00,13,Leicester,Home,288.0,13.0,,5.0,5.0,1.0,,156.0,10.0,,4.0,2.0,13.0,16.0,439.0,,,24.0,11.0,14.0,5.0,1.0,1.0,,,,,1.0,,,,,6.0,,,,,,1.0,4.0,7.0,9.0,7.0,3.0,74.0,40.0,2.0,1.0,2.0,1.0,10.0,5.0,11.0,,,4.0,9.0,5.0,,10.0,2.0,50.0,50.0,1.0,10.0,4.0,,2.0,,,,,,48.0,9.0,9.0,1.0,,3.0,2.0,1.0,162.0,1.0,,1.0,1.0,,,12.0,2.0,1.0,,4.0,,6.0,6.0,1.0,,4.0,139.0,53.0,29.0,5.0,,2.0,5.0,3.0,498.0,3.0,,,59.0,52.0,23.0,,,,,,128.0,128.0,3.0,15.0,17.0,54.9,,,1.0,,22.0,0.0,145.0,1.0,4.0,5.0,,,2.0,,1.0,5.0,66.0,420.0,10.0,7.0,313.0,26.0,10.0,21.0,4.0,20.0,16.0,113848.25,,98.0,4.0,227.0,1.0,,22.0,13.0,41.0,1.0,520.0,,0.0,10.0,15.0,1.0,25.0,1.0,697.0,18.0,11.0,,12.0,5.0,7.0,0.0
2444626,16,2024-12-14 15:00:00,13,Leicester,Away,180.0,14.0,1.0,1.0,,3.0,,152.0,8.0,,10.0,5.0,13.0,18.0,331.0,,,19.0,11.0,13.0,3.0,,1.0,,,,,,,,,,3.0,,,,,,,11.0,20.0,7.0,2.0,2.0,68.0,43.0,,,,,3.0,3.0,11.0,,,2.0,5.0,2.0,,4.0,2.0,45.0,50.0,,25.0,9.0,1.0,1.0,,,,,,40.0,16.0,6.0,,,1.0,1.0,,162.0,,,,,,,13.0,,,1.0,9.0,,13.0,13.0,1.0,,10.0,83.0,53.0,26.0,5.0,,,3.0,1.0,400.0,7.0,,,45.0,50.0,15.0,,,,,,125.0,125.0,5.0,11.0,16.0,40.6,,,,,19.0,0.0,111.0,4.0,3.0,7.0,,,,,,5.0,57.0,315.0,3.0,3.0,207.0,25.0,25.0,12.0,2.0,10.0,8.0,,,94.0,12.0,227.0,,,26.0,13.0,52.0,2.0,424.0,1.0,0.0,4.0,23.0,,20.0,3.0,601.0,10.0,12.0,,8.0,2.0,6.0,0.0
2444636,17,2024-12-22 14:00:00,13,Leicester,Home,231.0,14.0,1.0,4.0,3.0,1.0,1.0,246.0,6.0,1.0,4.0,8.0,6.0,20.0,473.0,,3.0,19.0,8.0,11.0,6.0,2.0,,,,,,,,,,,8.0,,,,,,1.0,13.0,6.0,2.0,7.0,2.0,96.0,45.0,1.0,1.0,,,11.0,2.0,2.0,,,6.0,11.0,6.0,,7.0,1.0,45.0,52.0,,8.0,5.0,1.0,,,,,,,66.0,15.0,15.0,,,2.0,1.0,,154.0,,,,,,,6.0,,,,5.0,,9.0,9.0,,,4.0,140.0,59.0,48.0,1.0,,2.0,6.0,5.0,520.0,1.0,1.0,,67.0,70.0,36.0,,,,,,125.0,125.0,6.0,17.0,18.0,53.6,,,,,20.0,0.0,156.0,1.0,,1.0,1.0,,2.0,,,5.0,85.0,449.0,11.0,8.0,247.0,25.0,8.0,21.0,6.0,24.0,18.0,,,125.0,3.0,323.0,,1.0,16.0,7.0,37.0,1.0,546.0,1.0,0.0,9.0,18.0,6.0,20.0,2.0,720.0,17.0,9.0,,8.0,6.0,8.0,0.0
2444644,18,2024-12-26 20:00:00,13,Leicester,Away,168.0,15.0,1.0,4.0,3.0,,,73.0,9.0,,6.0,5.0,10.0,22.0,237.0,,,9.0,11.0,16.0,1.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,2.0,14.0,5.0,2.0,2.0,53.0,38.0,,,,1.0,7.0,1.0,5.0,,,1.0,1.0,4.0,,9.0,,39.0,46.0,1.0,52.0,26.0,,,,,,,,25.0,5.0,17.0,,,,,,134.0,1.0,,1.0,1.0,,,13.0,1.0,3.0,,26.0,,15.0,15.0,2.0,,7.0,62.0,53.0,26.0,14.0,1.0,1.0,2.0,1.0,273.0,6.0,1.0,,32.0,25.0,13.0,,,,,,110.0,110.0,,25.0,5.0,31.5,,3.0,,4.0,14.0,0.0,61.0,4.0,,4.0,1.0,,2.0,,,4.0,16.0,207.0,7.0,3.0,200.0,31.0,52.0,10.0,1.0,6.0,5.0,108916.5,,33.0,5.0,116.0,3.0,,25.0,10.0,59.0,2.0,310.0,,0.0,4.0,13.0,2.0,13.0,2.0,499.0,4.0,9.0,,1.0,1.0,5.0,0.0
2444656,19,2024-12-29 14:30:00,13,Leicester,Home,298.0,17.0,2.0,5.0,3.0,,,245.0,8.0,,4.0,,15.0,19.0,538.0,,,14.0,6.0,5.0,6.0,1.0,1.0,,,,,,,,,1.0,9.0,,,1.0,1.0,,1.0,7.0,8.0,6.0,10.0,1.0,93.0,35.0,2.0,3.0,,2.0,7.0,2.0,5.0,,,4.0,10.0,4.0,,4.0,1.0,32.0,34.0,2.0,10.0,3.0,,,,,,,,53.0,11.0,6.0,,,2.0,1.0,,168.0,,,,,,,8.0,,,,3.0,2.0,9.0,9.0,,,4.0,160.0,49.0,43.0,4.0,,3.0,4.0,4.0,560.0,3.0,,,101.0,47.0,22.0,,,,,,75.0,75.0,,18.0,13.0,53.6,2.0,,,,11.0,0.0,157.0,2.0,1.0,3.0,,,5.0,,,4.0,93.0,520.0,7.0,7.0,312.0,22.0,10.0,15.0,4.0,19.0,15.0,,,111.0,1.0,285.0,,,6.0,15.0,30.0,3.0,578.0,1.0,0.0,11.0,14.0,,14.0,2.0,723.0,26.0,8.0,,9.0,4.0,8.0,0.0
2444661,20,2025-01-04 15:00:00,13,Leicester,Away,208.0,14.0,,2.0,2.0,,,129.0,6.0,,4.0,5.0,16.0,12.0,335.0,,1.0,11.0,12.0,6.0,2.0,,,,,,,,,,,,4.0,,,,,,,8.0,8.0,5.0,3.0,1.0,79.0,42.0,2.0,2.0,1.0,4.0,6.0,,6.0,,,2.0,6.0,2.0,,9.0,2.0,48.0,43.0,4.0,16.0,8.0,1.0,,,,,,,40.0,11.0,10.0,,,1.0,1.0,,135.0,,,,,,,6.0,1.0,1.0,,8.0,,11.0,11.0,2.0,,4.0,87.0,56.0,30.0,7.0,1.0,1.0,1.0,2.0,377.0,5.0,,,40.0,48.0,18.0,,,,,,112.0,112.0,1.0,18.0,18.0,39.2,,,,,12.0,0.0,96.0,1.0,2.0,3.0,,,2.0,,,5.0,42.0,320.0,6.0,2.0,226.0,35.0,16.0,15.0,2.0,11.0,9.0,110306.19,,72.0,4.0,182.0,1.0,,14.0,16.0,34.0,1.0,397.0,,0.0,4.0,22.0,2.0,17.0,1.0,567.0,9.0,15.0,,5.0,2.0,12.0,0.0
2444674,21,2025-01-15 19:30:00,13,Leicester,Home,289.0,23.0,1.0,6.0,5.0,3.0,,240.0,6.0,,2.0,5.0,15.0,24.0,523.0,1.0,3.0,18.0,15.0,14.0,15.0,2.0,1.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,17.0,,,1.0,,,,5.0,8.0,1.0,13.0,8.0,89.0,57.0,3.0,3.0,,3.0,3.0,6.0,12.0,,,4.0,12.0,6.0,,10.0,1.0,50.0,47.0,3.0,16.0,8.0,,1.0,,,,,,62.0,7.0,5.0,,,1.0,,2.0,204.0,,,,,,,6.0,,1.0,,8.0,1.0,9.0,9.0,1.0,,2.0,156.0,65.0,39.0,3.0,,10.0,7.0,4.0,593.0,1.0,2.0,,70.0,65.0,29.0,,,,,,139.0,139.0,6.0,22.0,25.0,57.2,1.0,,,,10.0,0.0,160.0,2.0,,2.0,1.0,1.0,11.0,1.0,,4.0,104.0,507.0,3.0,17.0,315.0,41.0,16.0,17.0,4.0,22.0,18.0,,1.0,139.0,7.0,316.0,1.0,,17.0,15.0,47.0,1.0,609.0,3.0,0.0,21.0,18.0,4.0,22.0,0.0,796.0,29.0,13.0,,10.0,4.0,11.0,0.0
2444685,22,2025-01-18 15:00:00,13,Leicester,Home,164.0,13.0,2.0,4.0,2.0,,,134.0,7.0,3.0,3.0,5.0,4.0,16.0,294.0,,,16.0,21.0,21.0,5.0,,1.0,,,,,,,,,,7.0,,,,,,,3.0,14.0,3.0,7.0,1.0,57.0,43.0,,1.0,,1.0,11.0,1.0,7.0,,,5.0,7.0,5.0,,14.0,,56.0,45.0,1.0,18.0,10.0,,,,,,,,45.0,8.0,8.0,,,,1.0,,138.0,,,,,,,10.0,,,,10.0,,8.0,8.0,1.0,,3.0,92.0,55.0,31.0,2.0,,2.0,3.0,4.0,356.0,6.0,1.0,,53.0,43.0,28.0,,,,,,135.0,135.0,4.0,22.0,13.0,39.3,,,,,19.0,0.0,93.0,,,,,,3.0,,,4.0,59.0,277.0,11.0,5.0,186.0,29.0,18.0,13.0,4.0,17.0,13.0,,,99.0,5.0,211.0,,3.0,19.0,5.0,47.0,2.0,380.0,,0.0,8.0,11.0,1.0,18.0,3.0,551.0,29.0,10.0,,6.0,5.0,8.0,0.0
2444698,23,2025-01-26 14:00:00,13,Leicester,Away,118.0,13.0,,3.0,3.0,1.0,,148.0,2.0,1.0,3.0,8.0,6.0,27.0,263.0,,,11.0,19.0,19.0,7.0,,1.0,1.0,,,,,,,,,11.0,,,,,,,8.0,8.0,7.0,6.0,6.0,57.0,62.0,1.0,,1.0,4.0,10.0,7.0,6.0,,,4.0,6.0,6.0,,6.0,3.0,51.0,60.0,4.0,32.0,10.0,,,0.296423,1.5568,,1.5389,1.7745,53.0,16.0,5.0,1.0,,,1.0,,138.0,2.0,,1.0,2.0,,,7.0,2.0,1.0,,10.0,,16.0,16.0,,,3.0,75.0,62.0,28.0,6.0,1.0,1.0,8.0,3.0,331.0,4.0,,,53.0,64.0,17.0,,,,,,130.0,130.0,3.0,24.0,26.0,39.4,,,3.0,3.0,18.0,0.0,84.0,1.0,4.0,5.0,,1.0,2.0,,,5.0,67.0,251.0,10.0,9.0,139.0,22.0,32.0,14.0,3.0,16.0,13.0,110346.25,1.0,101.0,8.0,231.0,1.0,1.0,35.0,8.0,65.0,2.0,354.0,,0.0,12.0,26.0,,12.0,5.0,552.0,15.0,13.0,,10.0,4.0,17.0,0.0
2444704,24,2025-02-01 15:00:00,13,Leicester,Away,250.0,14.0,1.0,3.0,2.0,1.0,,151.0,4.0,,6.0,3.0,6.0,20.0,398.0,,,11.0,17.0,13.0,6.0,1.0,4.0,,,,,1.0,,,,,4.0,,,,,,,8.0,11.0,2.0,5.0,4.0,81.0,47.0,,,,1.0,9.0,6.0,9.0,,,6.0,12.0,3.0,,7.0,1.0,51.0,38.0,1.0,19.0,7.0,1.0,,0.271677,0.3272,0.0406,0.0552,2.5057,51.0,13.0,6.0,,,1.0,1.0,1.0,166.0,,,,,,,5.0,,,,7.0,,5.0,5.0,,,6.0,122.0,83.0,53.0,5.0,,1.0,6.0,1.0,469.0,2.0,,,70.0,61.0,26.0,,,,,,139.0,139.0,5.0,16.0,19.0,53.0,,,,,17.0,0.0,120.0,2.0,1.0,3.0,,,2.0,1.0,,4.0,56.0,382.0,9.0,7.0,274.0,32.0,19.0,10.0,6.0,22.0,16.0,110147.13,,99.0,4.0,237.0,,,21.0,6.0,59.0,1.0,489.0,,0.0,9.0,15.0,1.0,13.0,0.0,659.0,17.0,13.0,,4.0,6.0,10.0,0.0
2444714,25,2025-02-15 12:30:00,13,Leicester,Home,152.0,12.0,1.0,7.0,6.0,1.0,1.0,85.0,3.0,1.0,2.0,3.0,5.0,13.0,230.0,,,19.0,15.0,12.0,4.0,,,,,,,,,,,,6.0,,,,,,,7.0,6.0,5.0,4.0,2.0,63.0,47.0,1.0,1.0,,,4.0,2.0,14.0,,,3.0,5.0,6.0,,9.0,2.0,53.0,53.0,,27.0,10.0,,2.0,0.35662,0.2201,,0.1452,1.9706,51.0,9.0,10.0,,,,2.0,,128.0,,,,,,,7.0,,,,10.0,,7.0,7.0,4.0,,2.0,66.0,54.0,16.0,7.0,,2.0,2.0,2.0,297.0,3.0,,,50.0,25.0,20.0,,,,,,134.0,134.0,2.0,27.0,13.0,39.7,,,,1.0,13.0,0.0,64.0,3.0,,3.0,,,2.0,,,4.0,45.0,219.0,4.0,4.0,177.0,17.0,27.0,15.0,3.0,16.0,13.0,108970.51,,88.0,7.0,160.0,,1.0,38.0,5.0,55.0,1.0,321.0,1.0,0.0,6.0,23.0,,22.0,2.0,491.0,23.0,15.0,,9.0,3.0,13.0,0.0
2444726,26,2025-02-21 20:00:00,13,Leicester,Home,151.0,13.0,,3.0,3.0,,,166.0,6.0,,,2.0,8.0,11.0,314.0,,1.0,16.0,22.0,10.0,6.0,,,2.0,,,,,,,,,8.0,,,,,,,6.0,12.0,2.0,5.0,3.0,53.0,39.0,1.0,1.0,,,7.0,2.0,9.0,,,5.0,16.0,7.0,,5.0,2.0,50.0,34.0,,32.0,15.0,,,0.554331,0.5116,,0.3505,2.4308,38.0,10.0,9.0,,,1.0,1.0,,129.0,,,,,,,6.0,,,,15.0,,13.0,13.0,3.0,,,90.0,43.0,27.0,6.0,,3.0,3.0,3.0,359.0,5.0,,,36.0,53.0,35.0,,,,,,118.0,118.0,1.0,24.0,12.0,47.8,,,,3.0,14.0,0.0,110.0,2.0,,3.0,,2.0,3.0,,,5.0,87.0,295.0,7.0,6.0,170.0,31.0,32.0,10.0,3.0,27.0,24.0,106802.37,2.0,124.0,2.0,239.0,,,18.0,10.0,38.0,1.0,382.0,1.0,0.0,8.0,11.0,1.0,19.0,4.0,556.0,22.0,12.0,,5.0,5.0,5.0,0.0
2444735,27,2025-02-27 20:00:00,13,Leicester,Away,206.0,10.0,,4.0,4.0,2.0,1.0,189.0,1.0,,1.0,1.0,17.0,11.0,391.0,,,15.0,16.0,16.0,4.0,1.0,1.0,,0.0,,,1.0,1.0,,,,6.0,0.0,,,,,1.0,2.0,8.0,1.0,5.0,5.0,91.0,44.0,,,,2.0,7.0,5.0,9.0,,,3.0,13.0,7.0,0.0,10.0,1.0,43.0,53.0,2.0,26.0,12.0,,,0.224249,0.3895,0.0343,0.2473,1.6357,50.0,6.0,11.0,,,3.0,2.0,1.0,159.0,,,,,,,4.0,0.0,,1.0,12.0,,9.0,9.0,1.0,0.0,2.0,121.0,52.0,33.0,3.0,0.0,3.0,2.0,2.0,444.0,3.0,1.0,1.0,85.0,62.0,25.0,,,,,,119.0,119.0,1.0,19.0,21.0,42.2,,,,1.0,17.0,0.0,91.0,1.0,,1.0,1.0,,3.0,,0.0,4.0,64.0,376.0,7.0,5.0,233.0,18.0,26.0,5.0,2.0,24.0,22.0,109146.76,,90.0,3.0,253.0,,,15.0,18.0,39.0,,462.0,1.0,0.0,10.0,25.0,1.0,16.0,0.0,644.0,10.0,12.0,0.0,2.0,3.0,11.0,0.0
2444742,28,2025-03-09 14:00:00,13,Leicester,Away,203.0,10.0,,1.0,1.0,4.0,,137.0,1.0,2.0,4.0,2.0,23.0,17.0,339.0,,,20.0,21.0,13.0,2.0,,,,,,,,,,,,3.0,,,,,,,10.0,11.0,9.0,1.0,2.0,69.0,44.0,,,,2.0,4.0,,13.0,,,2.0,9.0,7.0,,4.0,3.0,58.0,44.0,2.0,36.0,24.0,,2.0,0.128366,0.1014,,0.1508,1.5244,50.0,13.0,12.0,,,,,,171.0,,,,,,,6.0,,,,24.0,1.0,5.0,5.0,,,4.0,84.0,59.0,31.0,12.0,,,2.0,3.0,398.0,7.0,,,28.0,64.0,20.0,,1.0,1.0,1.0,,123.0,123.0,2.0,21.0,13.0,43.4,,,,,11.0,0.0,93.0,5.0,1.0,7.0,1.0,,,,,5.0,50.0,331.0,4.0,2.0,224.0,25.0,36.0,9.0,2.0,18.0,16.0,109763.19,,86.0,6.0,211.0,,2.0,19.0,23.0,48.0,2.0,417.0,,0.0,3.0,18.0,,21.0,0.0,600.0,4.0,14.0,,2.0,2.0,12.0,0.0
2444756,29,2025-03-16 19:00:00,13,Leicester,Home,230.0,15.0,1.0,3.0,2.0,3.0,1.0,207.0,3.0,,5.0,5.0,19.0,18.0,434.0,,1.0,13.0,24.0,17.0,8.0,,,1.0,,,,,,,,,10.0,,,,,,1.0,4.0,7.0,11.0,7.0,4.0,96.0,56.0,2.0,3.0,,2.0,10.0,6.0,6.0,,,6.0,9.0,14.0,,12.0,1.0,56.0,51.0,2.0,23.0,10.0,,1.0,0.705733,1.0527,,0.3835,1.6577,49.0,6.0,6.0,,1.0,1.0,2.0,,159.0,,,,,,,5.0,,1.0,,10.0,,14.0,14.0,1.0,,5.0,128.0,78.0,51.0,4.0,,2.0,6.0,3.0,504.0,5.0,2.0,,54.0,88.0,32.0,,,,,,166.0,166.0,7.0,11.0,32.0,53.8,,,,,24.0,0.0,137.0,1.0,1.0,2.0,2.0,1.0,2.0,,,5.0,64.0,421.0,10.0,8.0,247.0,29.0,23.0,15.0,5.0,30.0,25.0,112686.74,1.0,103.0,6.0,303.0,1.0,,11.0,20.0,36.0,4.0,520.0,,0.0,11.0,21.0,2.0,16.0,2.0,747.0,23.0,23.0,,7.0,6.0,13.0,0.0
2444767,30,2025-04-02 19:45:00,13,Leicester,Away,170.0,11.0,,1.0,1.0,1.0,,73.0,7.0,,4.0,5.0,8.0,17.0,242.0,,,6.0,10.0,8.0,2.0,,,,,,,,,,,,2.0,,,,,,,6.0,11.0,7.0,1.0,1.0,61.0,30.0,,,,,4.0,,12.0,,,,4.0,2.0,,4.0,,39.0,41.0,,26.0,7.0,1.0,,0.1082,0.0729,,,2.717,26.0,8.0,11.0,,,,,,103.0,,,,,,,11.0,,1.0,,7.0,,6.0,6.0,2.0,,4.0,66.0,45.0,25.0,5.0,,2.0,,,272.0,8.0,,,25.0,29.0,11.0,,,,,,89.0,89.0,1.0,18.0,5.0,28.0,,,,2.0,8.0,0.0,70.0,2.0,1.0,3.0,,,2.0,,,5.0,31.0,220.0,4.0,2.0,191.0,28.0,26.0,9.0,,6.0,6.0,108500.83,,48.0,4.0,115.0,1.0,,13.0,9.0,45.0,1.0,300.0,,0.0,2.0,19.0,1.0,9.0,4.0,436.0,4.0,13.0,,4.0,,9.0,0.0
2444776,31,2025-04-07 20:00:00,13,Leicester,Home,264.0,10.0,2.0,7.0,5.0,2.0,,201.0,3.0,,1.0,8.0,16.0,26.0,458.0,,,16.0,13.0,14.0,4.0,2.0,2.0,1.0,,,,,,,,,5.0,,,,,,,7.0,10.0,6.0,6.0,1.0,107.0,58.0,,,,1.0,3.0,1.0,8.0,,,12.0,12.0,9.0,,12.0,1.0,47.0,48.0,1.0,11.0,5.0,,3.0,0.575632,0.4756,,0.38,2.939,61.0,8.0,9.0,,,,,,178.0,,,,,,,7.0,,1.0,1.0,5.0,,15.0,15.0,2.0,,1.0,132.0,73.0,40.0,2.0,,4.0,2.0,2.0,523.0,3.0,,,89.0,31.0,37.0,,,,,,158.0,158.0,6.0,17.0,32.0,57.6,,,,,17.0,0.0,130.0,1.0,1.0,2.0,,1.0,4.0,,,4.0,80.0,441.0,3.0,6.0,289.0,28.0,11.0,16.0,10.0,31.0,21.0,110652.48,1.0,119.0,4.0,289.0,1.0,,25.0,16.0,59.0,3.0,547.0,,0.0,7.0,16.0,,20.0,2.0,729.0,16.0,19.0,,9.0,12.0,10.0,0.0
