matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987597,1,2018-08-10 20:00:00,13,Leicester,Away,184.0,36.0,1.0,2.0,1.0,2.0,,268.0,2.0,1.0,7.0,3.0,6.0,33.0,450.0,,1.0,16.0,10.0,13.0,7.0,2.0,2.0,,,,,1.0,,,10.0,,,,,,1.0,5.0,3.0,5.0,8.0,93.0,72.0,1.0,1.0,1.0,,18.0,6.0,11.0,,,5.0,11.0,7.0,,17.0,2.0,53.0,47.0,,14.0,8.0,,,61.0,8.0,11.0,,,7.0,4.0,1.0,151.0,,,,,,,4.0,1.0,,1.0,8.0,1.0,12.0,12.0,,8.0,155.0,61.0,40.0,2.0,,2.0,7.0,4.0,523.0,1.0,1.0,92.0,78.0,37.0,1.0,1.0,1.0,,164.0,164.0,5.0,24.0,33.0,53.7,,,,,18.0,0.0,144.0,2.0,2.0,4.0,,,,3.0,,3.0,124.0,434.0,7.0,9.0,210.0,46.0,14.0,18.0,5.0,27.0,22.0,,167.0,4.0,360.0,,1.0,11.0,9.0,54.0,2.0,543.0,1.0,0.0,13.0,14.0,1.0,18.0,1.0,744.0,29.0,14.0,9.0,5.0,11.0,0.0
987608,2,2018-08-18 15:00:00,13,Leicester,Home,135.0,15.0,,1.0,1.0,3.0,,182.0,7.0,,6.0,1.0,9.0,22.0,316.0,,,10.0,19.0,18.0,3.0,,,,,,,,,,4.0,,,,,2.0,8.0,6.0,5.0,1.0,5.0,51.0,64.0,,,,5.0,16.0,2.0,10.0,1.0,,1.0,6.0,4.0,,8.0,1.0,56.0,71.0,5.0,33.0,21.0,,1.0,38.0,10.0,8.0,,,1.0,2.0,,144.0,1.0,,,1.0,,,12.0,1.0,2.0,,21.0,,13.0,13.0,1.0,6.0,89.0,67.0,41.0,9.0,1.0,2.0,2.0,2.0,358.0,2.0,4.0,66.0,45.0,21.0,,,,,125.0,125.0,3.0,31.0,20.0,42.8,,,,,16.0,0.0,98.0,2.0,1.0,2.0,,1.0,,2.0,,3.0,66.0,301.0,10.0,4.0,154.0,24.0,33.0,31.0,1.0,13.0,12.0,,86.0,10.0,241.0,2.0,,10.0,9.0,45.0,,382.0,,1.0,6.0,24.0,,17.0,2.0,610.0,15.0,18.0,21.0,1.0,16.0,0.0
987619,3,2018-08-25 15:00:00,13,Leicester,Away,178.0,14.0,1.0,1.0,,,,175.0,4.0,1.0,4.0,4.0,6.0,29.0,352.0,,,10.0,21.0,20.0,3.0,1.0,,,,,,,,,7.0,,,,,,6.0,5.0,6.0,5.0,3.0,62.0,46.0,1.0,1.0,,4.0,16.0,,10.0,,,3.0,7.0,4.0,1.0,13.0,3.0,60.0,48.0,4.0,37.0,23.0,,,54.0,11.0,11.0,,1.0,1.0,1.0,,147.0,1.0,,,1.0,,,7.0,2.0,,,23.0,,8.0,8.0,4.0,4.0,111.0,69.0,38.0,11.0,1.0,2.0,3.0,5.0,402.0,2.0,1.0,76.0,49.0,21.0,,,,,128.0,128.0,1.0,24.0,16.0,48.3,,,3.0,1.0,16.0,0.0,105.0,3.0,1.0,4.0,,1.0,,3.0,,3.0,83.0,335.0,8.0,5.0,198.0,24.0,37.0,8.0,3.0,15.0,12.0,,114.0,1.0,242.0,,1.0,21.0,6.0,59.0,,425.0,1.0,0.0,8.0,14.0,1.0,14.0,1.0,608.0,15.0,17.0,3.0,3.0,6.0,0.0
987628,4,2018-09-01 12:30:00,13,Leicester,Home,190.0,29.0,,4.0,4.0,4.0,1.0,215.0,5.0,1.0,1.0,2.0,8.0,29.0,401.0,,,20.0,17.0,17.0,8.0,,,,,,,1.0,,,11.0,,,,,,4.0,7.0,3.0,3.0,9.0,87.0,56.0,2.0,1.0,1.0,1.0,16.0,4.0,8.0,,,4.0,6.0,7.0,,13.0,1.0,52.0,63.0,1.0,27.0,11.0,,,71.0,9.0,11.0,,,2.0,1.0,1.0,163.0,1.0,,1.0,1.0,,,7.0,1.0,,,11.0,,6.0,6.0,,1.0,133.0,68.0,40.0,4.0,1.0,2.0,7.0,5.0,474.0,1.0,1.0,84.0,73.0,24.0,,,,,153.0,153.0,4.0,20.0,30.0,51.2,,,,,16.0,0.0,113.0,1.0,1.0,2.0,,,,3.0,,3.0,98.0,383.0,8.0,10.0,208.0,53.0,27.0,17.0,3.0,17.0,14.0,,148.0,9.0,305.0,,1.0,15.0,8.0,59.0,3.0,496.0,,0.0,12.0,23.0,2.0,25.0,3.0,694.0,16.0,18.0,12.0,4.0,16.0,0.0
987632,5,2018-09-15 15:00:00,13,Leicester,Away,123.0,24.0,1.0,5.0,4.0,3.0,,185.0,3.0,,3.0,5.0,6.0,32.0,303.0,,1.0,21.0,15.0,22.0,6.0,1.0,,1.0,,,,1.0,,1.0,9.0,1.0,,,,1.0,8.0,7.0,3.0,11.0,3.0,58.0,59.0,2.0,1.0,2.0,4.0,22.0,2.0,5.0,,1.0,6.0,12.0,9.0,,11.0,1.0,46.0,62.0,4.0,26.0,12.0,,1.0,71.0,15.0,12.0,,,4.0,2.0,1.0,149.0,1.0,,1.0,1.0,,1.0,8.0,1.0,,1.0,12.0,1.0,16.0,16.0,,3.0,102.0,76.0,48.0,4.0,1.0,2.0,6.0,8.0,371.0,3.0,4.0,82.0,65.0,37.0,1.0,1.0,1.0,1.0,154.0,154.0,5.0,21.0,27.0,53.3,,,,,22.0,0.0,89.0,1.0,,1.0,1.0,1.0,1.0,4.0,,3.0,78.0,284.0,10.0,8.0,139.0,47.0,26.0,9.0,5.0,28.0,23.0,2.0,135.0,6.0,287.0,1.0,,18.0,8.0,68.0,3.0,398.0,,1.0,14.0,20.0,2.0,23.0,2.0,616.0,26.0,15.0,8.0,6.0,12.0,0.0
987648,6,2018-09-22 15:00:00,13,Leicester,Home,213.0,25.0,1.0,4.0,3.0,4.0,,296.0,2.0,,4.0,4.0,5.0,34.0,505.0,,4.0,14.0,20.0,25.0,11.0,2.0,,2.0,1.0,1.0,,2.0,,1.0,13.0,,,,,2.0,9.0,5.0,4.0,11.0,7.0,79.0,63.0,3.0,1.0,2.0,4.0,19.0,3.0,5.0,,,3.0,9.0,3.0,,5.0,,46.0,67.0,4.0,27.0,17.0,,,79.0,10.0,14.0,1.0,1.0,4.0,,2.0,169.0,2.0,,2.0,2.0,,2.0,6.0,2.0,,,17.0,,11.0,11.0,,4.0,174.0,73.0,51.0,1.0,2.0,6.0,9.0,8.0,567.0,2.0,1.0,81.0,74.0,26.0,,,,,124.0,124.0,5.0,28.0,26.0,62.0,,,3.0,,19.0,0.0,167.0,1.0,,1.0,,,2.0,7.0,,3.0,121.0,490.0,12.0,15.0,233.0,39.0,27.0,11.0,3.0,15.0,12.0,4.0,163.0,8.0,371.0,,,18.0,5.0,59.0,1.0,589.0,,0.0,18.0,23.0,4.0,15.0,2.0,778.0,13.0,14.0,5.0,3.0,13.0,0.0
987659,7,2018-09-29 15:00:00,13,Leicester,Away,222.0,20.0,5.0,7.0,2.0,1.0,,201.0,6.0,,4.0,5.0,9.0,40.0,416.0,,,32.0,21.0,31.0,2.0,4.0,,1.0,,,,1.0,,,4.0,1.0,,,,,2.0,4.0,2.0,9.0,3.0,91.0,63.0,,,1.0,2.0,23.0,3.0,4.0,,,9.0,9.0,6.0,1.0,17.0,,54.0,67.0,2.0,12.0,8.0,,,59.0,5.0,9.0,1.0,,3.0,,1.0,183.0,1.0,1.0,1.0,,1.0,,8.0,,,,8.0,,9.0,9.0,,4.0,133.0,93.0,54.0,5.0,,2.0,5.0,5.0,502.0,1.0,2.0,89.0,89.0,28.0,,,,1.0,181.0,181.0,2.0,27.0,27.0,58.5,,,,1.0,23.0,0.0,118.0,,1.0,1.0,,1.0,1.0,4.0,,2.0,74.0,400.0,13.0,7.0,248.0,36.0,12.0,12.0,8.0,23.0,15.0,1.0,119.0,13.0,300.0,,,27.0,12.0,74.0,,525.0,,0.0,12.0,22.0,1.0,44.0,0.0,740.0,16.0,18.0,5.0,9.0,17.0,0.0
987666,8,2018-10-06 15:00:00,13,Leicester,Home,199.0,23.0,1.0,4.0,3.0,3.0,1.0,152.0,4.0,,4.0,3.0,12.0,34.0,347.0,,2.0,21.0,26.0,21.0,5.0,1.0,,1.0,,,,,,,6.0,,,,,,6.0,9.0,8.0,5.0,3.0,74.0,60.0,2.0,2.0,,4.0,24.0,1.0,11.0,,,2.0,4.0,3.0,,9.0,5.0,58.0,52.0,4.0,33.0,19.0,,1.0,57.0,10.0,11.0,,,,2.0,,157.0,1.0,,,1.0,,1.0,7.0,1.0,,,19.0,,6.0,6.0,,4.0,119.0,90.0,47.0,10.0,1.0,4.0,3.0,2.0,442.0,4.0,1.0,71.0,62.0,16.0,,,,,163.0,163.0,3.0,31.0,21.0,51.3,,,,,24.0,0.0,111.0,3.0,3.0,6.0,1.0,,1.0,5.0,,3.0,66.0,336.0,9.0,7.0,234.0,51.0,33.0,9.0,2.0,11.0,9.0,2.0,110.0,9.0,238.0,,,20.0,14.0,75.0,5.0,461.0,,1.0,8.0,13.0,3.0,32.0,2.0,655.0,13.0,14.0,7.0,2.0,8.0,0.0
987673,9,2018-10-22 20:00:00,13,Leicester,Away,117.0,22.0,1.0,2.0,1.0,,1.0,113.0,6.0,,3.0,1.0,3.0,28.0,228.0,,,17.0,16.0,17.0,4.0,2.0,,1.0,,1.0,,1.0,,,4.0,,,1.0,,1.0,5.0,12.0,7.0,5.0,3.0,47.0,62.0,2.0,2.0,,2.0,23.0,3.0,12.0,,1.0,4.0,4.0,3.0,,13.0,2.0,57.0,51.0,2.0,18.0,8.0,,2.0,40.0,10.0,10.0,,,2.0,1.0,1.0,131.0,,,,,,,12.0,,,1.0,8.0,1.0,20.0,20.0,4.0,3.0,70.0,48.0,27.0,6.0,,2.0,4.0,2.0,280.0,1.0,4.0,59.0,31.0,23.0,,,,,134.0,134.0,3.0,32.0,21.0,30.9,1.0,3.0,,,23.0,0.0,61.0,2.0,1.0,3.0,,,1.0,3.0,,3.0,49.0,209.0,14.0,6.0,146.0,42.0,18.0,17.0,4.0,12.0,8.0,1.0,80.0,2.0,175.0,,,8.0,3.0,55.0,1.0,309.0,,0.0,8.0,14.0,2.0,19.0,2.0,505.0,22.0,16.0,10.0,4.0,5.0,0.0
987686,10,2018-10-27 17:30:00,13,Leicester,Home,170.0,29.0,3.0,9.0,7.0,,1.0,296.0,5.0,,3.0,,4.0,36.0,457.0,,,24.0,9.0,23.0,11.0,3.0,4.0,,,,,,,,16.0,,,1.0,,1.0,9.0,8.0,3.0,13.0,8.0,68.0,76.0,3.0,3.0,,1.0,24.0,3.0,10.0,,,8.0,23.0,16.0,,14.0,2.0,56.0,57.0,1.0,6.0,2.0,,,82.0,17.0,4.0,,,1.0,1.0,,184.0,1.0,,,1.0,,,5.0,1.0,,1.0,2.0,1.0,14.0,14.0,,3.0,164.0,64.0,45.0,,1.0,9.0,6.0,7.0,536.0,2.0,4.0,98.0,84.0,55.0,,,,,180.0,180.0,7.0,31.0,34.0,64.2,1.0,,1.0,,24.0,0.0,136.0,2.0,,2.0,,,,11.0,,3.0,165.0,441.0,5.0,15.0,195.0,49.0,6.0,21.0,6.0,45.0,40.0,,215.0,3.0,402.0,,,9.0,5.0,59.0,7.0,552.0,,0.0,21.0,16.0,2.0,28.0,1.0,769.0,31.0,13.0,14.0,8.0,10.0,0.0
