matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987694,11,2018-11-03 15:00:00,13,Leicester,Away,147.0,13.0,4.0,7.0,3.0,1.0,,165.0,6.0,1.0,3.0,10.0,3.0,24.0,305.0,,1.0,16.0,32.0,35.0,4.0,3.0,,1.0,,,,,,1.0,8.0,,,,,,6.0,8.0,3.0,10.0,3.0,58.0,42.0,3.0,4.0,1.0,3.0,14.0,4.0,4.0,,1.0,12.0,12.0,4.0,,5.0,,60.0,63.0,3.0,38.0,18.0,,,49.0,12.0,12.0,,,3.0,1.0,,163.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,1.0,18.0,1.0,10.0,10.0,2.0,3.0,91.0,69.0,33.0,6.0,1.0,4.0,4.0,5.0,373.0,1.0,,81.0,55.0,33.0,,,,,153.0,153.0,2.0,11.0,23.0,59.9,,,,,14.0,0.0,91.0,1.0,1.0,2.0,,1.0,1.0,4.0,1.0,3.0,76.0,286.0,6.0,8.0,172.0,26.0,38.0,13.0,10.0,27.0,17.0,1.0,118.0,8.0,258.0,1.0,1.0,27.0,3.0,55.0,3.0,403.0,1.0,0.0,13.0,11.0,1.0,20.0,2.0,616.0,29.0,15.0,5.0,12.0,6.0,0.0
987707,12,2018-11-10 15:00:00,13,Leicester,Home,191.0,21.0,3.0,10.0,8.0,1.0,,196.0,2.0,,6.0,3.0,12.0,29.0,377.0,,,30.0,26.0,30.0,13.0,3.0,,1.0,,,,1.0,,1.0,14.0,,,1.0,,,5.0,3.0,3.0,13.0,9.0,69.0,66.0,2.0,2.0,,1.0,19.0,8.0,4.0,,,12.0,19.0,13.0,,3.0,2.0,51.0,61.0,1.0,17.0,11.0,,1.0,54.0,13.0,9.0,,,1.0,,1.0,165.0,,,,,,,4.0,,,1.0,11.0,1.0,7.0,7.0,,6.0,115.0,65.0,31.0,1.0,,6.0,10.0,5.0,458.0,2.0,,87.0,72.0,45.0,,,,,165.0,165.0,3.0,30.0,24.0,63.0,1.0,,,,19.0,0.0,130.0,1.0,,1.0,,1.0,1.0,9.0,1.0,3.0,104.0,363.0,4.0,16.0,226.0,37.0,17.0,15.0,11.0,42.0,32.0,1.0,143.0,6.0,295.0,1.0,,22.0,15.0,65.0,1.0,479.0,,0.0,22.0,13.0,,34.0,2.0,690.0,31.0,17.0,9.0,12.0,7.0,0.0
987713,13,2018-11-24 15:00:00,13,Leicester,Away,145.0,18.0,,3.0,3.0,1.0,1.0,132.0,4.0,,1.0,5.0,5.0,28.0,274.0,,,29.0,10.0,23.0,2.0,3.0,,,,,,,,,4.0,1.0,,,,2.0,2.0,9.0,5.0,6.0,2.0,60.0,50.0,,,1.0,4.0,24.0,2.0,8.0,,,1.0,9.0,1.0,,8.0,1.0,43.0,55.0,4.0,20.0,12.0,,1.0,50.0,7.0,9.0,,,4.0,1.0,,147.0,,,,,,,6.0,,,,12.0,,15.0,15.0,1.0,1.0,77.0,67.0,33.0,6.0,,3.0,2.0,3.0,347.0,3.0,6.0,37.0,69.0,24.0,,,,1.0,152.0,152.0,3.0,18.0,26.0,45.4,,,1.0,,24.0,0.0,85.0,2.0,,2.0,1.0,1.0,,3.0,,3.0,63.0,258.0,14.0,5.0,162.0,33.0,20.0,17.0,1.0,12.0,11.0,,106.0,6.0,219.0,,,22.0,5.0,59.0,1.0,369.0,1.0,1.0,8.0,17.0,,34.0,1.0,579.0,20.0,17.0,6.0,1.0,12.0,0.0
987727,14,2018-12-01 15:00:00,13,Leicester,Home,102.0,12.0,,1.0,1.0,1.0,,107.0,5.0,,4.0,5.0,3.0,24.0,208.0,,1.0,18.0,11.0,24.0,3.0,,,1.0,,,,,,,6.0,1.0,,,1.0,,3.0,5.0,3.0,4.0,3.0,43.0,53.0,1.0,1.0,1.0,3.0,17.0,1.0,6.0,,,4.0,4.0,5.0,,8.0,,36.0,69.0,3.0,48.0,21.0,,,48.0,7.0,6.0,1.0,,2.0,,,128.0,1.0,,,1.0,,1.0,12.0,1.0,,1.0,21.0,1.0,16.0,16.0,3.0,4.0,70.0,61.0,27.0,8.0,1.0,2.0,2.0,3.0,279.0,2.0,2.0,57.0,34.0,22.0,,,,1.0,137.0,137.0,,19.0,26.0,37.7,1.0,,,3.0,17.0,0.0,62.0,,,,,,1.0,3.0,,3.0,51.0,197.0,7.0,4.0,126.0,30.0,48.0,18.0,2.0,11.0,9.0,2.0,99.0,5.0,188.0,,,24.0,3.0,67.0,1.0,303.0,,0.0,7.0,27.0,6.0,20.0,2.0,512.0,9.0,13.0,12.0,4.0,16.0,0.0
987735,15,2018-12-05 19:45:00,13,Leicester,Away,159.0,14.0,3.0,5.0,2.0,2.0,,104.0,3.0,,3.0,6.0,4.0,34.0,258.0,,1.0,21.0,31.0,20.0,7.0,3.0,,1.0,,,,,,1.0,7.0,,,,,,4.0,15.0,10.0,11.0,2.0,55.0,56.0,1.0,1.0,,5.0,22.0,2.0,9.0,,,8.0,10.0,3.0,,5.0,2.0,54.0,49.0,5.0,25.0,12.0,1.0,,68.0,7.0,12.0,,,1.0,1.0,,155.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,,12.0,,15.0,15.0,2.0,3.0,87.0,87.0,32.0,10.0,1.0,4.0,7.0,5.0,352.0,7.0,1.0,67.0,59.0,33.0,,,,,178.0,178.0,1.0,22.0,22.0,54.5,,,1.0,1.0,22.0,0.0,88.0,3.0,3.0,6.0,,1.0,1.0,6.0,,3.0,52.0,237.0,5.0,11.0,189.0,40.0,25.0,6.0,7.0,21.0,14.0,1.0,108.0,8.0,217.0,1.0,,29.0,4.0,87.0,2.0,385.0,,0.0,13.0,14.0,2.0,32.0,0.0,591.0,16.0,14.0,4.0,8.0,5.0,0.0
987748,16,2018-12-08 19:45:00,13,Leicester,Home,177.0,34.0,,1.0,1.0,1.0,,151.0,6.0,,3.0,6.0,8.0,47.0,327.0,,1.0,24.0,17.0,9.0,6.0,1.0,,,,,,,,,8.0,,,,,2.0,10.0,4.0,3.0,3.0,8.0,72.0,67.0,1.0,1.0,,2.0,22.0,3.0,12.0,,1.0,6.0,14.0,3.0,,7.0,,63.0,46.0,2.0,18.0,8.0,,1.0,49.0,12.0,7.0,,,1.0,1.0,,151.0,,,,,,,8.0,,1.0,1.0,8.0,,13.0,13.0,2.0,3.0,94.0,55.0,34.0,5.0,,3.0,4.0,3.0,388.0,1.0,4.0,71.0,50.0,32.0,,,,,156.0,156.0,7.0,26.0,27.0,42.2,,,,,22.0,0.0,93.0,,,,,1.0,,5.0,,3.0,86.0,310.0,16.0,8.0,200.0,56.0,18.0,27.0,5.0,23.0,18.0,,124.0,6.0,233.0,1.0,,12.0,8.0,65.0,3.0,410.0,,0.0,11.0,20.0,6.0,27.0,3.0,629.0,17.0,18.0,11.0,6.0,13.0,0.0
987753,17,2018-12-15 15:00:00,13,Leicester,Away,190.0,36.0,2.0,5.0,3.0,2.0,,203.0,10.0,,2.0,4.0,1.0,47.0,388.0,,1.0,22.0,18.0,20.0,6.0,1.0,,,,,,,,,10.0,,,,,,7.0,4.0,4.0,8.0,4.0,73.0,73.0,1.0,1.0,,3.0,25.0,3.0,9.0,,,4.0,9.0,12.0,,17.0,,62.0,62.0,3.0,9.0,6.0,,,64.0,8.0,9.0,,,,,,174.0,,,,,,,10.0,,,,6.0,1.0,13.0,13.0,,2.0,117.0,87.0,60.0,4.0,,4.0,3.0,2.0,469.0,2.0,1.0,90.0,84.0,35.0,,,,,185.0,185.0,3.0,31.0,37.0,56.7,,,,1.0,25.0,0.0,131.0,,,,,1.0,,7.0,,3.0,78.0,366.0,8.0,7.0,222.0,67.0,9.0,19.0,4.0,25.0,21.0,,118.0,10.0,298.0,,,17.0,1.0,77.0,3.0,495.0,,0.0,12.0,24.0,1.0,28.0,1.0,717.0,16.0,21.0,9.0,4.0,9.0,0.0
987765,18,2018-12-22 15:00:00,13,Leicester,Away,73.0,23.0,1.0,5.0,4.0,1.0,1.0,111.0,11.0,,2.0,3.0,2.0,37.0,179.0,,1.0,12.0,12.0,19.0,5.0,,,,,,,,,,7.0,,,,,1.0,8.0,11.0,6.0,3.0,5.0,38.0,65.0,,,,8.0,24.0,3.0,13.0,,,5.0,9.0,4.0,,6.0,2.0,52.0,59.0,8.0,37.0,17.0,,2.0,49.0,9.0,9.0,1.0,,4.0,2.0,,127.0,1.0,,1.0,1.0,,,15.0,1.0,1.0,,17.0,,17.0,17.0,1.0,2.0,56.0,63.0,33.0,9.0,,2.0,4.0,3.0,227.0,4.0,3.0,49.0,46.0,28.0,,,,,145.0,145.0,6.0,33.0,15.0,27.9,,,,1.0,24.0,0.0,41.0,2.0,3.0,5.0,,,,2.0,,2.0,59.0,157.0,14.0,6.0,99.0,39.0,37.0,20.0,5.0,20.0,15.0,,88.0,7.0,183.0,1.0,,18.0,2.0,70.0,2.0,262.0,,0.0,8.0,23.0,1.0,16.0,2.0,499.0,16.0,20.0,8.0,5.0,14.0,0.0
987776,19,2018-12-26 15:00:00,13,Leicester,Home,120.0,22.0,,2.0,2.0,3.0,,110.0,4.0,,4.0,6.0,3.0,27.0,228.0,,2.0,15.0,15.0,26.0,7.0,,,,,,,,,1.0,8.0,,,,,1.0,3.0,6.0,5.0,8.0,2.0,45.0,57.0,2.0,2.0,1.0,5.0,11.0,1.0,11.0,,,3.0,4.0,4.0,1.0,10.0,,49.0,61.0,5.0,47.0,22.0,,,47.0,5.0,8.0,1.0,,,,,140.0,1.0,,1.0,1.0,,,11.0,1.0,,,22.0,,8.0,8.0,1.0,4.0,74.0,54.0,26.0,7.0,,4.0,4.0,5.0,291.0,3.0,3.0,58.0,44.0,19.0,,,,,138.0,138.0,2.0,33.0,10.0,33.9,,,3.0,1.0,11.0,0.0,61.0,1.0,2.0,3.0,,,,4.0,,3.0,55.0,215.0,5.0,8.0,149.0,46.0,47.0,13.0,3.0,11.0,8.0,,94.0,7.0,182.0,1.0,,21.0,3.0,66.0,1.0,320.0,,0.0,10.0,22.0,3.0,17.0,2.0,522.0,18.0,13.0,5.0,3.0,10.0,0.0
987786,20,2018-12-29 15:00:00,13,Leicester,Home,176.0,15.0,1.0,1.0,,,,166.0,5.0,,3.0,5.0,12.0,26.0,341.0,,1.0,24.0,23.0,31.0,8.0,3.0,,,,,1.0,1.0,,1.0,11.0,,1.0,,,,7.0,4.0,8.0,6.0,10.0,66.0,53.0,1.0,2.0,,1.0,17.0,6.0,5.0,,,10.0,10.0,5.0,,6.0,1.0,55.0,75.0,1.0,27.0,15.0,,2.0,60.0,14.0,16.0,,,5.0,2.0,1.0,173.0,,,,,,,9.0,,,1.0,15.0,,6.0,6.0,1.0,3.0,105.0,66.0,35.0,5.0,,2.0,9.0,7.0,420.0,6.0,3.0,44.0,60.0,39.0,,,,1.0,174.0,174.0,2.0,33.0,13.0,62.2,,,,1.0,17.0,0.0,104.0,1.0,1.0,2.0,,,,3.0,,3.0,75.0,323.0,5.0,11.0,212.0,40.0,27.0,18.0,8.0,25.0,17.0,,122.0,8.0,261.0,,,20.0,12.0,61.0,,448.0,,0.0,16.0,19.0,2.0,29.0,0.0,671.0,20.0,20.0,9.0,10.0,8.0,0.0
