matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292815,1.0,2022-08-07 14:00:00,13,Leicester,Home,214.0,17.0,1.0,3.0,2.0,2.0,,299.0,2.0,,9.0,2.0,5.0,16.0,510.0,,,16.0,15.0,14.0,8.0,1.0,2.0,,,,,,,,,10.0,,,,1.0,1.0,1.0,4.0,5.0,3.0,5.0,9.0,,73.0,60.0,,,,1.0,4.0,3.0,4.0,,,5.0,3.0,2.0,,4.0,,35.0,40.0,1.0,12.0,8.0,,,16.0,71.0,6.0,5.0,,,1.0,,,163.0,2.0,1.0,1.0,1.0,1.0,,3.0,,,1.0,4.0,,,,,8.0,2.0,10.0,10.0,,9.0,179.0,53.0,37.0,6.0,2.0,4.0,7.0,5.0,568.0,,,1.0,,,82.0,74.0,24.0,,,,,,117.0,117.0,3.0,20.0,28.0,55.4,2.0,2.0,,,13.0,0.0,,,,165.0,1.0,,1.0,,,,6.0,,,1.0,9.0,98.0,501.0,4.0,11.0,233.0,31.0,12.0,14.0,5.0,10.0,5.0,,130.0,5.0,357.0,4.0,,10.0,5.0,33.0,2.0,580.0,,0.0,14.0,13.0,1.0,20.0,0.0,750.0,13.0,24.0,8.0,5.0,9.0,0.0
2292820,2.0,2022-08-13 15:00:00,13,Leicester,Away,234.0,16.0,,1.0,1.0,1.0,,150.0,6.0,1.0,3.0,2.0,4.0,28.0,383.0,1.0,1.0,14.0,19.0,14.0,4.0,,1.0,1.0,,,,,,,,5.0,,,,,,,4.0,15.0,4.0,5.0,1.0,,70.0,48.0,1.0,1.0,,3.0,7.0,1.0,11.0,,1.0,2.0,3.0,3.0,,3.0,1.0,47.0,44.0,3.0,16.0,10.0,1.0,,16.0,60.0,9.0,15.0,1.0,,1.0,1.0,,162.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,,10.0,,8.0,8.0,3.0,3.0,122.0,68.0,35.0,6.0,,2.0,3.0,2.0,439.0,,,4.0,1.0,,45.0,63.0,14.0,,,,,,119.0,119.0,2.0,23.0,20.0,50.1,,,,,16.0,0.0,,,,118.0,3.0,,4.0,,,1.0,3.0,,,3.0,10.0,61.0,362.0,7.0,5.0,262.0,36.0,16.0,8.0,2.0,9.0,7.0,1.0,100.0,3.0,219.0,1.0,1.0,16.0,4.0,63.0,3.0,472.0,1.0,0.0,6.0,12.0,3.0,16.0,1.0,611.0,12.0,8.0,3.0,2.0,7.0,0.0
2292835,3.0,2022-08-20 15:00:00,13,Leicester,Home,242.0,20.0,,2.0,2.0,2.0,,214.0,5.0,,9.0,2.0,2.0,29.0,454.0,,,30.0,20.0,17.0,3.0,,,,1.0,,,1.0,,,,5.0,,,,,,,7.0,6.0,3.0,4.0,2.0,,90.0,63.0,,,,3.0,17.0,2.0,13.0,,,2.0,6.0,4.0,,14.0,,63.0,55.0,3.0,20.0,11.0,,,23.0,67.0,11.0,14.0,,,3.0,2.0,1.0,196.0,,,,,,,5.0,,,,1.0,,,,,11.0,,6.0,6.0,1.0,9.0,145.0,74.0,44.0,5.0,1.0,2.0,1.0,1.0,535.0,,,1.0,1.0,,65.0,91.0,21.0,,,,,,155.0,155.0,4.0,22.0,28.0,62.0,,3.0,,,17.0,0.0,,,,125.0,,1.0,1.0,,1.0,,3.0,,,3.0,8.0,99.0,435.0,7.0,3.0,271.0,44.0,20.0,14.0,2.0,14.0,12.0,,145.0,7.0,299.0,1.0,,11.0,2.0,57.0,,556.0,,0.0,6.0,15.0,,33.0,2.0,758.0,20.0,18.0,9.0,2.0,11.0,0.0
2292844,4.0,2022-08-27 15:00:00,13,Leicester,Away,230.0,13.0,1.0,5.0,4.0,,,231.0,2.0,1.0,2.0,2.0,5.0,25.0,456.0,,4.0,15.0,18.0,17.0,15.0,,3.0,1.0,,,,,,,1.0,14.0,,,1.0,,,,3.0,5.0,2.0,11.0,6.0,,88.0,58.0,4.0,4.0,,2.0,18.0,5.0,6.0,,,11.0,15.0,7.0,,11.0,,48.0,48.0,2.0,14.0,8.0,,,16.0,54.0,7.0,9.0,,,2.0,2.0,,169.0,1.0,,1.0,1.0,,,2.0,,,1.0,,,,,,8.0,1.0,7.0,7.0,,2.0,135.0,60.0,45.0,3.0,1.0,7.0,9.0,5.0,507.0,,,2.0,,,68.0,75.0,39.0,,,,,,133.0,133.0,4.0,37.0,15.0,54.9,1.0,,,,18.0,0.0,,,,132.0,2.0,,2.0,,1.0,1.0,7.0,,,3.0,10.0,129.0,442.0,9.0,16.0,251.0,24.0,14.0,12.0,10.0,34.0,24.0,1.0,162.0,2.0,307.0,,1.0,10.0,5.0,41.0,1.0,524.0,,0.0,17.0,17.0,4.0,17.0,2.0,710.0,28.0,15.0,5.0,11.0,10.0,0.0
2292855,5.0,2022-09-01 20:00:00,13,Leicester,Home,309.0,23.0,,1.0,1.0,,,179.0,1.0,1.0,7.0,2.0,3.0,27.0,487.0,,,16.0,16.0,18.0,6.0,1.0,1.0,,,,1.0,2.0,,1.0,,6.0,,,,,,1.0,7.0,7.0,2.0,2.0,8.0,,88.0,79.0,1.0,1.0,,2.0,8.0,3.0,8.0,,,1.0,5.0,5.0,,9.0,1.0,46.0,59.0,2.0,16.0,9.0,,,32.0,77.0,7.0,15.0,,,6.0,3.0,2.0,199.0,,,,,,,4.0,,,,,,,,,9.0,,17.0,17.0,4.0,7.0,159.0,81.0,45.0,3.0,,4.0,3.0,2.0,576.0,,,2.0,,,79.0,58.0,19.0,,,,,,150.0,150.0,4.0,34.0,33.0,53.9,,,,,20.0,0.0,,,,149.0,,1.0,1.0,,1.0,,5.0,,,2.0,19.0,84.0,474.0,8.0,7.0,337.0,44.0,16.0,11.0,,13.0,13.0,,129.0,4.0,271.0,,1.0,17.0,6.0,58.0,,595.0,,0.0,10.0,21.0,1.0,18.0,1.0,782.0,10.0,13.0,5.0,1.0,13.0,0.0
2292862,6.0,2022-09-04 14:00:00,13,Leicester,Away,246.0,16.0,,2.0,2.0,1.0,,116.0,5.0,1.0,9.0,3.0,7.0,17.0,360.0,1.0,1.0,19.0,10.0,11.0,3.0,,,,,,,,1.0,,1.0,6.0,,,,,,,5.0,13.0,11.0,5.0,1.0,,70.0,44.0,2.0,,2.0,2.0,3.0,1.0,11.0,,,1.0,5.0,1.0,,13.0,2.0,46.0,36.0,2.0,27.0,15.0,,1.0,22.0,43.0,8.0,6.0,2.0,,,,,149.0,2.0,,2.0,2.0,,,10.0,,,2.0,,,,,,15.0,,12.0,12.0,1.0,9.0,110.0,56.0,27.0,10.0,,1.0,4.0,4.0,412.0,,,5.0,1.0,1.0,36.0,48.0,12.0,1.0,1.0,1.0,,,117.0,117.0,1.0,22.0,12.0,46.5,,3.0,,1.0,11.0,0.0,,,,107.0,5.0,2.0,7.0,,,,1.0,,,4.0,14.0,43.0,342.0,3.0,5.0,270.0,37.0,27.0,10.0,1.0,7.0,6.0,,74.0,2.0,173.0,1.0,1.0,13.0,8.0,48.0,3.0,436.0,2.0,0.0,6.0,13.0,1.0,19.0,1.0,610.0,10.0,15.0,6.0,1.0,8.0,0.0
2292875,7.0,2023-04-04 19:45:00,13,Leicester,Home,145.0,13.0,2.0,3.0,1.0,1.0,1.0,74.0,2.0,,3.0,,1.0,14.0,216.0,,,7.0,10.0,6.0,2.0,3.0,2.0,,,,1.0,1.0,,,,5.0,,,,,1.0,1.0,7.0,7.0,8.0,6.0,3.0,,39.0,46.0,2.0,1.0,1.0,1.0,8.0,1.0,11.0,,1.0,4.0,7.0,3.0,,2.0,1.0,38.0,42.0,1.0,10.0,5.0,1.0,,16.0,29.0,10.0,14.0,1.0,,3.0,2.0,1.0,113.0,1.0,,,1.0,,,7.0,,,1.0,1.0,,,,,5.0,1.0,15.0,15.0,5.0,3.0,76.0,43.0,16.0,8.0,,2.0,4.0,4.0,263.0,,,5.0,,,42.0,34.0,22.0,,,,,,106.0,106.0,5.0,23.0,8.0,35.9,1.0,,,,14.0,0.0,,,,62.0,2.0,1.0,3.0,1.0,,,4.0,,,2.0,12.0,37.0,203.0,8.0,6.0,172.0,42.0,10.0,8.0,4.0,16.0,12.0,,63.0,3.0,134.0,2.0,,4.0,2.0,44.0,2.0,290.0,,1.0,9.0,19.0,2.0,8.0,2.0,439.0,14.0,9.0,3.0,4.0,13.0,0.0
2292888,8.0,2022-09-17 17:30:00,13,Leicester,Away,191.0,17.0,,3.0,3.0,2.0,,364.0,1.0,1.0,5.0,5.0,5.0,39.0,552.0,,,10.0,12.0,10.0,14.0,,,,,,,,,,,18.0,1.0,,,,,,4.0,10.0,6.0,8.0,11.0,,96.0,61.0,1.0,1.0,1.0,2.0,9.0,5.0,9.0,,1.0,1.0,3.0,7.0,,9.0,3.0,43.0,37.0,2.0,11.0,5.0,1.0,,20.0,94.0,9.0,8.0,,,3.0,,,154.0,1.0,,1.0,1.0,,,2.0,,,1.0,,,,,1.0,5.0,,8.0,8.0,1.0,5.0,199.0,47.0,36.0,6.0,2.0,5.0,10.0,7.0,614.0,,,3.0,,,102.0,86.0,18.0,,,,,1.0,117.0,117.0,11.0,13.0,32.0,56.3,,3.0,,,15.0,0.0,,,,183.0,4.0,1.0,5.0,,1.0,,7.0,,,3.0,7.0,143.0,537.0,9.0,15.0,206.0,38.0,11.0,9.0,1.0,11.0,10.0,,192.0,6.0,437.0,,1.0,8.0,5.0,55.0,,632.0,,0.0,19.0,16.0,,10.0,2.0,795.0,23.0,15.0,4.0,1.0,12.0,0.0
2292895,9.0,2022-10-03 20:00:00,13,Leicester,Home,230.0,14.0,1.0,4.0,3.0,,1.0,190.0,6.0,,3.0,1.0,3.0,15.0,416.0,,1.0,13.0,11.0,12.0,9.0,1.0,1.0,,1.0,,,1.0,,,,14.0,,,,,,1.0,6.0,8.0,2.0,10.0,7.0,,67.0,52.0,2.0,2.0,,1.0,10.0,3.0,11.0,,,6.0,9.0,1.0,,6.0,1.0,46.0,39.0,1.0,17.0,11.0,,,26.0,59.0,13.0,11.0,,,3.0,2.0,1.0,159.0,2.0,,1.0,2.0,,,6.0,,,3.0,,,,,2.0,11.0,,14.0,14.0,2.0,3.0,138.0,54.0,32.0,6.0,3.0,4.0,8.0,7.0,471.0,,,2.0,1.0,,68.0,74.0,21.0,,,,,,121.0,121.0,6.0,16.0,27.0,51.6,,,,1.0,17.0,0.0,,,,128.0,2.0,1.0,3.0,,1.0,,7.0,,,4.0,15.0,104.0,397.0,10.0,12.0,251.0,35.0,17.0,12.0,5.0,17.0,12.0,,136.0,1.0,258.0,,,5.0,4.0,35.0,3.0,492.0,,0.0,17.0,11.0,1.0,13.0,2.0,664.0,23.0,15.0,5.0,6.0,7.0,0.0
2292900,10.0,2022-10-08 15:00:00,13,Leicester,Away,279.0,12.0,1.0,2.0,1.0,,,198.0,5.0,,8.0,2.0,3.0,13.0,475.0,,,13.0,7.0,19.0,6.0,1.0,2.0,,,,1.0,1.0,,,,6.0,,,,,,,10.0,8.0,2.0,8.0,1.0,,91.0,57.0,1.0,1.0,,4.0,7.0,2.0,10.0,,1.0,2.0,6.0,1.0,,9.0,1.0,46.0,64.0,4.0,23.0,12.0,,,29.0,50.0,16.0,7.0,1.0,,3.0,1.0,1.0,169.0,,,,,,,5.0,,,1.0,1.0,,,,,12.0,,6.0,6.0,1.0,8.0,149.0,64.0,45.0,7.0,,2.0,5.0,5.0,534.0,,,4.0,,,55.0,57.0,25.0,,,,,,119.0,119.0,4.0,22.0,23.0,55.8,,3.0,,,18.0,0.0,,,,142.0,2.0,,2.0,,,,2.0,,,4.0,19.0,86.0,460.0,7.0,7.0,303.0,25.0,23.0,10.0,2.0,10.0,8.0,,122.0,2.0,258.0,1.0,,13.0,3.0,34.0,,551.0,1.0,0.0,9.0,32.0,,15.0,2.0,734.0,25.0,20.0,6.0,2.0,22.0,0.0
