matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855178,1.0,2016-08-13 12:30:00,13,Leicester,Away,178.0,13.0,,,,3.0,,174.0,3.0,2.0,3.0,6.0,19.0,26.0,352.0,2.0,1.0,9.0,19.0,18.0,10.0,1.0,,,,,1.0,1.0,,,,,,,13.0,1.0,,,,,,,12.0,7.0,7.0,9.0,9.0,,52.0,78.0,2.0,3.0,1.0,1.0,14.0,4.0,10.0,,,3.0,4.0,5.0,,10.0,3.0,66.0,50.0,1.0,8.0,5.0,,2.0,68.0,17.0,8.0,,,5.0,1.0,1.0,178.0,,,,,,,9.0,,,,,,,,,9.0,,9.0,9.0,,4.0,111.0,84.0,42.0,5.0,1.0,6.0,5.0,5.0,430.0,,,2.0,3.0,,71.0,62.0,28.0,,,,1.0,162.0,162.0,7.0,24.0,39.0,50.3,,,,,14.0,0.0,,,,112.0,2.0,1.0,3.0,,,9.0,,3.0,75.0,341.0,7.0,11.0,198.0,24.0,15.0,20.0,2.0,12.0,10.0,,129.0,8.0,267.0,,2.0,24.0,20.0,61.0,,453.0,2.0,0.0,18.0,14.0,1.0,16.0,2.0,619.0,21.0,18.0,10.0,3.0,10.0,0.0
855182,2.0,2016-08-20 17:30:00,13,Leicester,Home,93.0,15.0,,2.0,2.0,4.0,,165.0,3.0,1.0,2.0,10.0,10.0,30.0,256.0,,1.0,18.0,23.0,15.0,6.0,,,,,1.0,,2.0,,,,,,,6.0,,,,,,,,5.0,5.0,8.0,3.0,5.0,,56.0,66.0,,,,2.0,24.0,5.0,22.0,,2.0,2.0,9.0,6.0,,8.0,,76.0,50.0,2.0,19.0,10.0,,,58.0,11.0,6.0,,,2.0,,2.0,154.0,,,,,,,7.0,,,,1.0,,,,,13.0,,29.0,29.0,5.0,2.0,75.0,72.0,33.0,7.0,,1.0,5.0,1.0,341.0,,,5.0,2.0,,57.0,88.0,29.0,,,,,167.0,167.0,2.0,27.0,29.0,39.5,,,,1.0,24.0,0.0,,,,77.0,1.0,3.0,4.0,,,2.0,,3.0,97.0,248.0,13.0,6.0,113.0,29.0,28.0,19.0,1.0,16.0,15.0,,144.0,16.0,265.0,1.0,1.0,32.0,10.0,69.0,1.0,362.0,,0.0,8.0,23.0,1.0,27.0,1.0,586.0,19.0,14.0,6.0,2.0,19.0,0.0
855196,3.0,2016-08-27 15:00:00,13,Leicester,Home,142.0,17.0,,4.0,4.0,8.0,,164.0,,2.0,2.0,11.0,22.0,33.0,302.0,,1.0,22.0,17.0,21.0,8.0,,1.0,2.0,,1.0,,1.0,,,,,,,8.0,,,1.0,,,,2.0,9.0,4.0,5.0,8.0,5.0,,65.0,65.0,3.0,3.0,2.0,1.0,19.0,2.0,14.0,,,4.0,11.0,4.0,1.0,15.0,,65.0,55.0,1.0,27.0,18.0,,,63.0,14.0,9.0,1.0,,3.0,,1.0,184.0,2.0,,1.0,2.0,,,8.0,,,1.0,1.0,,,,1.0,20.0,,20.0,20.0,3.0,2.0,76.0,90.0,39.0,6.0,,4.0,6.0,6.0,384.0,,,1.0,3.0,,79.0,77.0,29.0,,,,1.0,169.0,169.0,4.0,19.0,35.0,52.2,,,,,19.0,0.0,,,,83.0,1.0,1.0,2.0,,2.0,5.0,,3.0,87.0,294.0,9.0,10.0,155.0,30.0,32.0,17.0,3.0,18.0,15.0,2.0,140.0,18.0,271.0,1.0,2.0,32.0,24.0,76.0,3.0,408.0,2.0,0.0,13.0,15.0,1.0,28.0,2.0,623.0,29.0,16.0,11.0,4.0,11.0,0.0
855205,4.0,2016-09-10 17:30:00,13,Leicester,Away,92.0,13.0,1.0,5.0,4.0,7.0,,152.0,1.0,,3.0,5.0,15.0,28.0,239.0,,1.0,13.0,17.0,25.0,6.0,2.0,2.0,,,,,,,,,,,,8.0,,,,1.0,,,1.0,4.0,9.0,8.0,7.0,5.0,,47.0,67.0,1.0,1.0,1.0,2.0,21.0,5.0,17.0,,,7.0,11.0,4.0,,9.0,3.0,57.0,52.0,2.0,10.0,5.0,1.0,,72.0,8.0,3.0,1.0,,,,,152.0,,,,,,,4.0,,,1.0,1.0,,,,,6.0,1.0,5.0,5.0,1.0,4.0,80.0,78.0,33.0,1.0,,2.0,6.0,3.0,327.0,,,4.0,3.0,,46.0,83.0,45.0,,,,,174.0,174.0,2.0,27.0,27.0,37.9,1.0,,,,21.0,0.0,,,,72.0,4.0,3.0,7.0,,,4.0,,3.0,64.0,222.0,14.0,8.0,114.0,33.0,16.0,12.0,6.0,21.0,15.0,,122.0,19.0,258.0,1.0,2.0,24.0,17.0,71.0,1.0,351.0,1.0,0.0,12.0,19.0,1.0,27.0,2.0,530.0,15.0,11.0,5.0,7.0,17.0,0.0
855216,5.0,2016-09-17 15:00:00,13,Leicester,Home,181.0,14.0,2.0,6.0,4.0,6.0,1.0,216.0,,1.0,,11.0,16.0,31.0,391.0,,1.0,26.0,28.0,18.0,6.0,2.0,6.0,,,,,,,,,,,,6.0,,,,,,,2.0,6.0,3.0,4.0,7.0,7.0,,82.0,65.0,4.0,2.0,2.0,3.0,22.0,5.0,7.0,,,7.0,13.0,7.0,,7.0,1.0,58.0,45.0,3.0,8.0,6.0,,,87.0,10.0,9.0,2.0,1.0,2.0,1.0,,201.0,2.0,1.0,2.0,1.0,1.0,,8.0,,,1.0,1.0,,,,,7.0,,8.0,8.0,,,115.0,107.0,51.0,1.0,,2.0,8.0,6.0,488.0,,,1.0,,,103.0,96.0,33.0,,,,,180.0,180.0,4.0,25.0,31.0,59.0,,,,,22.0,0.0,,,,117.0,1.0,1.0,2.0,,,3.0,,2.0,92.0,377.0,10.0,11.0,206.0,36.0,11.0,15.0,5.0,26.0,21.0,,154.0,15.0,335.0,1.0,1.0,37.0,18.0,82.0,2.0,515.0,1.0,0.0,14.0,11.0,2.0,34.0,0.0,693.0,26.0,11.0,8.0,7.0,8.0,0.0
855226,6.0,2016-09-24 12:30:00,13,Leicester,Away,115.0,16.0,,1.0,1.0,3.0,,115.0,3.0,,5.0,8.0,15.0,30.0,229.0,1.0,,9.0,16.0,13.0,4.0,,5.0,,,,,,,,,,,,5.0,,,,,,,,4.0,12.0,4.0,2.0,8.0,,52.0,55.0,,,,5.0,11.0,6.0,4.0,,,6.0,10.0,1.0,,8.0,2.0,46.0,39.0,5.0,11.0,6.0,,,54.0,12.0,9.0,,,1.0,,,151.0,1.0,,,1.0,,,11.0,,,1.0,1.0,,,,1.0,9.0,,14.0,14.0,2.0,5.0,71.0,83.0,29.0,8.0,,1.0,4.0,3.0,303.0,,,1.0,1.0,,70.0,35.0,25.0,,,,,153.0,153.0,3.0,19.0,24.0,32.7,,,,1.0,11.0,0.0,,,,62.0,1.0,2.0,3.0,,,1.0,,3.0,59.0,212.0,7.0,5.0,131.0,29.0,19.0,10.0,5.0,16.0,11.0,,104.0,8.0,221.0,1.0,,31.0,17.0,77.0,1.0,336.0,1.0,0.0,10.0,14.0,,15.0,2.0,494.0,21.0,8.0,3.0,6.0,9.0,0.0
855235,7.0,2016-10-02 14:15:00,13,Leicester,Home,165.0,16.0,1.0,3.0,2.0,3.0,,124.0,1.0,,3.0,11.0,9.0,26.0,286.0,,,9.0,22.0,19.0,5.0,2.0,2.0,,,,,,,,,,,,6.0,,,,,1.0,,,3.0,8.0,3.0,5.0,4.0,,55.0,76.0,,,,3.0,13.0,3.0,5.0,,,3.0,5.0,3.0,,10.0,2.0,54.0,49.0,3.0,20.0,12.0,,1.0,48.0,9.0,9.0,,,,,,168.0,,,,,,,6.0,,,,2.0,,,,1.0,16.0,1.0,13.0,13.0,1.0,3.0,89.0,89.0,38.0,6.0,,5.0,2.0,1.0,366.0,,,3.0,2.0,,61.0,37.0,22.0,,,,,155.0,155.0,3.0,31.0,32.0,38.1,1.0,,,,13.0,0.0,,,,78.0,4.0,1.0,5.0,,,5.0,,3.0,45.0,275.0,9.0,7.0,187.0,28.0,26.0,14.0,3.0,11.0,8.0,,83.0,18.0,214.0,2.0,,38.0,9.0,72.0,1.0,390.0,,0.0,9.0,16.0,,20.0,1.0,564.0,10.0,10.0,5.0,3.0,12.0,0.0
855244,8.0,2016-10-15 12:30:00,13,Leicester,Away,153.0,12.0,,2.0,2.0,4.0,,200.0,3.0,5.0,5.0,2.0,6.0,29.0,351.0,,,12.0,22.0,16.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,2.0,6.0,10.0,6.0,2.0,3.0,,60.0,74.0,,,,4.0,12.0,2.0,17.0,,,5.0,10.0,8.0,,14.0,4.0,68.0,47.0,4.0,15.0,10.0,,,58.0,12.0,6.0,,,3.0,,,153.0,,,,,,,7.0,,,,,,,,2.0,13.0,,18.0,18.0,4.0,5.0,120.0,84.0,46.0,8.0,,2.0,1.0,,424.0,,,4.0,1.0,,78.0,82.0,31.0,,,,,157.0,157.0,1.0,35.0,25.0,45.1,,,,,12.0,0.0,,,,116.0,1.0,2.0,4.0,1.0,,3.0,,3.0,68.0,332.0,6.0,3.0,174.0,25.0,21.0,10.0,4.0,22.0,18.0,,104.0,13.0,297.0,,6.0,23.0,7.0,65.0,1.0,449.0,,0.0,5.0,20.0,,20.0,1.0,627.0,11.0,10.0,5.0,5.0,17.0,0.0
855257,9.0,2016-10-22 15:00:00,13,Leicester,Home,113.0,14.0,2.0,6.0,4.0,4.0,,190.0,4.0,,3.0,7.0,13.0,27.0,297.0,,,8.0,21.0,20.0,10.0,1.0,3.0,,,,,,,,,,,,13.0,,,,,,,,8.0,13.0,10.0,10.0,6.0,,65.0,63.0,1.0,2.0,,4.0,18.0,5.0,22.0,1.0,,8.0,7.0,4.0,1.0,9.0,2.0,70.0,56.0,4.0,34.0,21.0,,,72.0,10.0,7.0,1.0,,3.0,1.0,,164.0,1.0,,,1.0,,,12.0,,,2.0,2.0,,,,,23.0,,10.0,10.0,,3.0,89.0,78.0,34.0,8.0,1.0,6.0,6.0,4.0,376.0,,,10.0,1.0,,60.0,59.0,29.0,,,,,159.0,159.0,4.0,14.0,39.0,44.6,,,,,18.0,0.0,,,,85.0,4.0,2.0,5.0,1.0,,7.0,,3.0,110.0,282.0,10.0,12.0,130.0,37.0,42.0,19.0,6.0,18.0,12.0,,167.0,12.0,291.0,2.0,,23.0,13.0,72.0,1.0,403.0,,0.0,16.0,18.0,,16.0,0.0,617.0,30.0,14.0,11.0,8.0,12.0,0.0
855269,10.0,2016-10-29 15:00:00,13,Leicester,Away,71.0,15.0,1.0,2.0,2.0,6.0,1.0,112.0,2.0,,2.0,10.0,11.0,29.0,181.0,,,10.0,30.0,12.0,2.0,2.0,1.0,,,,,,,,,,,,4.0,,,,,,,1.0,9.0,10.0,12.0,4.0,2.0,,40.0,61.0,1.0,,1.0,6.0,7.0,1.0,14.0,,,1.0,9.0,4.0,,5.0,3.0,72.0,46.0,6.0,23.0,12.0,,,64.0,20.0,10.0,,,3.0,2.0,,136.0,1.0,,1.0,1.0,,,10.0,,,1.0,2.0,,,,,12.0,,26.0,26.0,3.0,2.0,52.0,76.0,30.0,8.0,1.0,3.0,2.0,1.0,243.0,,,6.0,,,34.0,42.0,28.0,1.0,1.0,1.0,,142.0,142.0,8.0,24.0,15.0,35.9,,,1.0,,7.0,0.0,,,,47.0,,4.0,5.0,,,4.0,,3.0,72.0,166.0,4.0,5.0,89.0,35.0,23.0,11.0,1.0,15.0,15.0,,125.0,12.0,201.0,2.0,,27.0,12.0,70.0,1.0,275.0,1.0,0.0,6.0,19.0,1.0,17.0,4.0,469.0,13.0,16.0,5.0,1.0,16.0,0.0
