matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755508,21,2015-01-10 15:00:00,13,Leicester,Home,81.0,20.0,,3.0,3.0,3.0,,117.0,4.0,,1.0,11.0,6.0,24.0,195.0,,1.0,18.0,33.0,20.0,7.0,,2.0,,,,,,1.0,11.0,,,1.0,,,,11.0,8.0,4.0,41.0,66.0,2.0,4.0,,4.0,20.0,3.0,8.0,,1.0,6.0,13.0,7.0,1.0,10.0,1.0,76.0,53.0,4.0,36.0,24.0,,,85.0,18.0,6.0,,,1.0,1.0,,169.0,,,,,,,11.0,1.0,1.0,2.0,24.0,1.0,29.0,29.0,2.0,1.0,45.0,87.0,34.0,6.0,,2.0,5.0,3.0,278.0,5.0,2.0,,60.0,55.0,17.0,,,,,179.0,179.0,1.0,29.0,25.0,37.6,1.0,,20.0,0.0,53.0,1.0,,1.0,,,2.0,5.0,,3.0,68.0,185.0,6.0,7.0,101.0,42.0,36.0,17.0,6.0,27.0,21.0,3.0,133.0,11.0,234.0,1.0,,39.0,6.0,77.0,2.0,308.0,,1.0,11.0,21.0,1.0,24.0,1.0,533.0,12.0,7.0,6.0,18.0,0.0
755516,22,2015-01-17 15:00:00,13,Leicester,Home,119.0,14.0,,7.0,7.0,1.0,1.0,138.0,2.0,,3.0,8.0,4.0,22.0,250.0,,,18.0,30.0,11.0,5.0,,1.0,,,,,,,6.0,,,,,,,3.0,5.0,8.0,55.0,64.0,,,,3.0,11.0,1.0,17.0,,,6.0,13.0,7.0,,8.0,1.0,71.0,51.0,3.0,35.0,23.0,,1.0,73.0,9.0,6.0,,,3.0,4.0,,157.0,,,,,,,8.0,,,1.0,23.0,,10.0,10.0,3.0,3.0,61.0,83.0,40.0,5.0,,2.0,3.0,3.0,316.0,4.0,,,80.0,47.0,21.0,,,,,149.0,149.0,1.0,33.0,21.0,43.2,,,11.0,0.0,63.0,1.0,1.0,2.0,,,1.0,3.0,,3.0,62.0,243.0,5.0,5.0,132.0,28.0,35.0,17.0,5.0,29.0,24.0,1.0,108.0,10.0,233.0,,,32.0,5.0,66.0,,336.0,,0.0,7.0,27.0,,26.0,1.0,542.0,16.0,8.0,6.0,19.0,0.0
755528,23,2015-01-31 15:00:00,13,Leicester,Away,63.0,11.0,1.0,3.0,2.0,5.0,,95.0,4.0,4.0,4.0,7.0,5.0,20.0,155.0,,1.0,14.0,20.0,19.0,2.0,,,,,,,1.0,,3.0,,,,,,,8.0,8.0,5.0,40.0,61.0,1.0,,1.0,5.0,14.0,,9.0,,1.0,3.0,10.0,2.0,1.0,8.0,1.0,55.0,58.0,5.0,20.0,14.0,1.0,,62.0,12.0,8.0,,,2.0,2.0,,144.0,1.0,,1.0,1.0,,,8.0,,2.0,,14.0,,26.0,26.0,2.0,4.0,35.0,83.0,31.0,4.0,,2.0,1.0,1.0,236.0,3.0,3.0,1.0,32.0,49.0,14.0,,,,,156.0,156.0,2.0,25.0,20.0,28.6,,,14.0,0.0,42.0,3.0,,3.0,,,,3.0,,3.0,48.0,141.0,7.0,3.0,83.0,37.0,20.0,12.0,3.0,17.0,14.0,,98.0,13.0,195.0,2.0,4.0,27.0,5.0,65.0,1.0,261.0,,0.0,4.0,27.0,1.0,23.0,1.0,451.0,8.0,5.0,3.0,19.0,0.0
755536,24,2015-02-07 15:00:00,13,Leicester,Home,122.0,41.0,2.0,8.0,6.0,10.0,2.0,259.0,8.0,,5.0,11.0,22.0,48.0,373.0,2.0,,20.0,52.0,33.0,9.0,4.0,,,,,,,,14.0,,,1.0,,,2.0,9.0,10.0,4.0,63.0,67.0,,1.0,,3.0,16.0,6.0,9.0,,,8.0,9.0,11.0,,11.0,,98.0,70.0,3.0,17.0,12.0,,2.0,114.0,15.0,6.0,,,2.0,3.0,,194.0,,,,,,,10.0,,3.0,1.0,12.0,1.0,13.0,13.0,2.0,5.0,109.0,94.0,53.0,6.0,,5.0,8.0,5.0,464.0,4.0,2.0,,62.0,87.0,27.0,,,,,192.0,192.0,4.0,26.0,28.0,62.2,1.0,,16.0,0.0,120.0,,1.0,1.0,,,,8.0,,3.0,124.0,360.0,10.0,13.0,138.0,65.0,17.0,27.0,7.0,30.0,23.0,,198.0,25.0,378.0,3.0,,35.0,26.0,91.0,,486.0,2.0,0.0,19.0,17.0,,30.0,4.0,717.0,21.0,14.0,8.0,15.0,0.0
755543,25,2015-02-10 19:45:00,13,Leicester,Away,180.0,15.0,,4.0,4.0,3.0,,137.0,4.0,,3.0,7.0,8.0,21.0,313.0,,,12.0,38.0,20.0,6.0,,1.0,,,,,,,8.0,,,,,,,6.0,9.0,8.0,67.0,67.0,1.0,2.0,,,16.0,2.0,8.0,,,6.0,16.0,4.0,,6.0,2.0,73.0,65.0,,12.0,5.0,1.0,1.0,60.0,14.0,10.0,1.0,,1.0,1.0,,178.0,,,,,,,11.0,,2.0,1.0,5.0,,22.0,22.0,2.0,3.0,85.0,72.0,34.0,6.0,,2.0,4.0,4.0,376.0,7.0,1.0,,40.0,50.0,14.0,,,,,151.0,151.0,5.0,37.0,20.0,42.9,,,16.0,0.0,75.0,4.0,1.0,5.0,,1.0,1.0,5.0,,3.0,61.0,297.0,7.0,6.0,205.0,34.0,12.0,23.0,5.0,26.0,21.0,1.0,102.0,11.0,226.0,2.0,1.0,26.0,8.0,64.0,2.0,405.0,,0.0,11.0,22.0,,15.0,2.0,604.0,16.0,14.0,6.0,17.0,0.0
755556,26,2015-02-22 14:05:00,13,Leicester,Away,137.0,21.0,3.0,4.0,1.0,3.0,,154.0,5.0,1.0,,5.0,7.0,29.0,287.0,1.0,,21.0,24.0,14.0,6.0,3.0,,,,,,1.0,,12.0,,,,,,,,13.0,6.0,52.0,61.0,2.0,2.0,2.0,4.0,15.0,4.0,6.0,,1.0,7.0,12.0,3.0,,5.0,1.0,57.0,49.0,4.0,19.0,,,,68.0,6.0,7.0,,,3.0,2.0,,173.0,1.0,,1.0,1.0,,,15.0,2.0,2.0,,,,10.0,10.0,,,87.0,87.0,47.0,4.0,1.0,5.0,5.0,4.0,361.0,4.0,3.0,1.0,62.0,48.0,15.0,,,,,165.0,165.0,6.0,30.0,22.0,42.0,,1.0,15.0,0.0,76.0,1.0,1.0,2.0,,,,7.0,1.0,3.0,82.0,273.0,8.0,11.0,161.0,40.0,19.0,25.0,7.0,24.0,17.0,2.0,130.0,13.0,251.0,2.0,1.0,23.0,9.0,69.0,1.0,388.0,1.0,0.0,15.0,20.0,,27.0,1.0,583.0,13.0,9.0,8.0,14.0,0.0
755565,27,2015-04-29 19:45:00,13,Leicester,Home,87.0,19.0,1.0,4.0,3.0,7.0,,157.0,4.0,1.0,2.0,5.0,9.0,21.0,240.0,1.0,,14.0,29.0,20.0,4.0,1.0,,,,,,,,7.0,,,,,,,6.0,6.0,5.0,48.0,61.0,2.0,1.0,1.0,2.0,24.0,2.0,14.0,,,2.0,10.0,8.0,1.0,6.0,1.0,59.0,47.0,2.0,34.0,15.0,,,78.0,10.0,1.0,,,,,,164.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,1.0,15.0,1.0,24.0,24.0,2.0,3.0,64.0,76.0,35.0,6.0,,3.0,3.0,2.0,330.0,2.0,1.0,,25.0,83.0,22.0,,,,,154.0,154.0,1.0,23.0,27.0,37.1,,1.0,24.0,0.0,73.0,1.0,,1.0,,,,4.0,1.0,3.0,74.0,230.0,16.0,7.0,103.0,34.0,34.0,5.0,2.0,20.0,18.0,,131.0,20.0,266.0,1.0,1.0,31.0,10.0,58.0,4.0,349.0,1.0,0.0,8.0,23.0,,20.0,1.0,540.0,9.0,3.0,2.0,17.0,0.0
755579,28,2015-03-04 19:45:00,13,Leicester,Away,95.0,15.0,1.0,1.0,,5.0,,118.0,3.0,2.0,2.0,6.0,11.0,17.0,212.0,,1.0,13.0,28.0,20.0,4.0,,,,,,1.0,,,4.0,,,,,,,1.0,16.0,6.0,52.0,65.0,,,,2.0,19.0,3.0,13.0,,2.0,3.0,4.0,,,10.0,5.0,63.0,55.0,2.0,32.0,11.0,,1.0,63.0,3.0,9.0,,,3.0,1.0,1.0,170.0,,,,,,,10.0,,1.0,,11.0,1.0,30.0,30.0,9.0,2.0,41.0,69.0,26.0,10.0,,1.0,3.0,2.0,282.0,6.0,1.0,,42.0,37.0,11.0,,,,,146.0,146.0,3.0,38.0,18.0,30.5,,3.0,19.0,0.0,48.0,4.0,3.0,7.0,,,,1.0,,3.0,57.0,202.0,12.0,4.0,120.0,31.0,32.0,17.0,3.0,8.0,5.0,1.0,99.0,12.0,199.0,1.0,2.0,27.0,12.0,63.0,3.0,311.0,,0.0,6.0,18.0,3.0,19.0,1.0,513.0,11.0,8.0,3.0,11.0,0.0
755588,29,2015-03-14 15:00:00,13,Leicester,Home,104.0,11.0,2.0,4.0,2.0,8.0,,180.0,4.0,1.0,5.0,8.0,15.0,24.0,280.0,,,22.0,34.0,30.0,8.0,3.0,1.0,,,1.0,1.0,,,7.0,,,,,,2.0,3.0,8.0,4.0,51.0,53.0,,,,4.0,17.0,4.0,5.0,,,7.0,13.0,4.0,,8.0,3.0,63.0,75.0,4.0,33.0,22.0,,,79.0,10.0,14.0,,,4.0,3.0,1.0,173.0,,,,,,,11.0,,1.0,2.0,22.0,,12.0,12.0,1.0,5.0,85.0,87.0,30.0,5.0,,6.0,5.0,3.0,368.0,2.0,1.0,,40.0,60.0,25.0,,,,,169.0,169.0,4.0,21.0,17.0,51.3,,1.0,17.0,0.0,86.0,4.0,1.0,5.0,,1.0,1.0,7.0,1.0,3.0,98.0,271.0,11.0,11.0,123.0,34.0,33.0,19.0,7.0,27.0,20.0,4.0,159.0,15.0,299.0,1.0,1.0,34.0,15.0,81.0,,395.0,,0.0,14.0,22.0,1.0,28.0,0.0,611.0,7.0,10.0,7.0,20.0,0.0
755601,30,2015-03-21 15:00:00,13,Leicester,Away,60.0,12.0,2.0,7.0,5.0,1.0,2.0,122.0,2.0,1.0,1.0,7.0,7.0,25.0,175.0,,,30.0,23.0,18.0,7.0,3.0,2.0,,,,,1.0,,9.0,,,,,,3.0,4.0,10.0,1.0,43.0,58.0,5.0,3.0,2.0,6.0,25.0,3.0,9.0,,,4.0,11.0,8.0,1.0,17.0,,65.0,67.0,6.0,32.0,9.0,1.0,,89.0,9.0,7.0,,,3.0,4.0,,134.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,,,9.0,,28.0,28.0,2.0,1.0,47.0,80.0,39.0,5.0,2.0,6.0,7.0,5.0,264.0,1.0,1.0,1.0,45.0,45.0,28.0,1.0,1.0,1.0,,171.0,171.0,3.0,22.0,28.0,34.2,,1.0,25.0,0.0,60.0,1.0,,1.0,,,2.0,6.0,3.0,3.0,69.0,166.0,10.0,13.0,77.0,37.0,32.0,17.0,4.0,27.0,23.0,4.0,138.0,11.0,234.0,,1.0,34.0,8.0,75.0,3.0,284.0,,0.0,14.0,32.0,,37.0,1.0,536.0,7.0,10.0,4.0,24.0,0.0
755608,31,2015-04-04 15:00:00,13,Leicester,Home,88.0,19.0,2.0,9.0,7.0,7.0,2.0,162.0,3.0,,3.0,12.0,7.0,30.0,241.0,,2.0,9.0,39.0,32.0,14.0,3.0,,,,,,,1.0,15.0,,1.0,,,,2.0,6.0,10.0,4.0,48.0,74.0,4.0,4.0,1.0,6.0,14.0,4.0,9.0,,,7.0,17.0,8.0,,11.0,2.0,73.0,61.0,6.0,36.0,20.0,1.0,,77.0,12.0,9.0,,,3.0,2.0,,185.0,1.0,,,1.0,,,9.0,2.0,1.0,1.0,20.0,,22.0,22.0,4.0,3.0,59.0,95.0,44.0,6.0,1.0,9.0,9.0,7.0,337.0,,1.0,,41.0,68.0,23.0,,,,1.0,179.0,179.0,4.0,36.0,25.0,49.6,,,14.0,0.0,66.0,4.0,2.0,6.0,,,,9.0,1.0,3.0,90.0,230.0,6.0,18.0,112.0,32.0,36.0,12.0,6.0,33.0,27.0,,152.0,18.0,279.0,1.0,,40.0,7.0,73.0,3.0,358.0,,0.0,20.0,14.0,2.0,18.0,0.0,574.0,9.0,7.0,7.0,11.0,0.0
755621,32,2015-04-11 15:00:00,13,Leicester,Away,105.0,11.0,2.0,9.0,7.0,11.0,1.0,151.0,3.0,3.0,3.0,7.0,10.0,29.0,247.0,,,14.0,26.0,31.0,5.0,3.0,1.0,1.0,,,1.0,,,6.0,,,,,,2.0,4.0,4.0,4.0,37.0,67.0,3.0,1.0,2.0,1.0,16.0,2.0,3.0,,2.0,6.0,20.0,11.0,1.0,8.0,,56.0,79.0,1.0,26.0,17.0,,,90.0,14.0,15.0,1.0,1.0,5.0,3.0,1.0,157.0,3.0,,2.0,1.0,2.0,1.0,5.0,1.0,1.0,,17.0,,15.0,15.0,1.0,3.0,73.0,86.0,35.0,4.0,1.0,5.0,6.0,4.0,329.0,1.0,1.0,,48.0,61.0,23.0,,,,,179.0,179.0,1.0,27.0,29.0,54.1,,2.0,16.0,0.0,88.0,,3.0,3.0,,,1.0,6.0,,3.0,74.0,234.0,7.0,11.0,131.0,33.0,26.0,20.0,5.0,39.0,34.0,1.0,137.0,16.0,263.0,1.0,3.0,34.0,11.0,79.0,3.0,355.0,,0.0,12.0,23.0,,23.0,2.0,577.0,11.0,12.0,6.0,19.0,0.0
755629,33,2015-04-18 15:00:00,13,Leicester,Home,89.0,21.0,5.0,11.0,6.0,8.0,1.0,169.0,3.0,,1.0,6.0,7.0,26.0,247.0,,,17.0,11.0,19.0,9.0,5.0,2.0,,,1.0,1.0,,,10.0,,,,,,2.0,3.0,3.0,7.0,49.0,66.0,3.0,2.0,2.0,2.0,12.0,2.0,13.0,,,6.0,18.0,7.0,,6.0,2.0,44.0,69.0,2.0,18.0,9.0,,,90.0,6.0,5.0,1.0,,3.0,1.0,1.0,169.0,1.0,,,1.0,,,9.0,1.0,1.0,,9.0,,21.0,21.0,2.0,2.0,61.0,78.0,30.0,3.0,1.0,10.0,5.0,6.0,334.0,2.0,1.0,,69.0,61.0,19.0,,,,,166.0,166.0,6.0,23.0,28.0,41.1,,,12.0,0.0,76.0,1.0,5.0,6.0,,1.0,2.0,10.0,1.0,3.0,93.0,240.0,6.0,15.0,102.0,39.0,18.0,21.0,6.0,32.0,26.0,3.0,162.0,11.0,285.0,1.0,,30.0,8.0,72.0,,355.0,,0.0,18.0,32.0,,25.0,0.0,572.0,13.0,13.0,6.0,26.0,0.0
755634,34,2015-04-25 15:00:00,13,Leicester,Away,57.0,16.0,1.0,1.0,,3.0,,91.0,2.0,,1.0,10.0,2.0,21.0,147.0,,,13.0,54.0,37.0,3.0,1.0,1.0,1.0,,,1.0,,,4.0,,,,,,2.0,8.0,11.0,1.0,37.0,65.0,,,1.0,5.0,11.0,,7.0,,1.0,4.0,7.0,6.0,,4.0,2.0,82.0,76.0,5.0,45.0,26.0,,1.0,76.0,16.0,16.0,1.0,,5.0,3.0,1.0,152.0,,,,,,,9.0,1.0,3.0,2.0,26.0,,21.0,21.0,3.0,1.0,47.0,83.0,28.0,6.0,,2.0,2.0,4.0,242.0,6.0,1.0,,56.0,34.0,23.0,,1.0,1.0,,182.0,182.0,2.0,29.0,22.0,40.1,,,11.0,0.0,37.0,4.0,,5.0,,1.0,1.0,4.0,,3.0,50.0,140.0,5.0,4.0,94.0,32.0,45.0,9.0,4.0,20.0,16.0,1.0,105.0,18.0,199.0,3.0,,47.0,2.0,83.0,2.0,273.0,,0.0,8.0,19.0,,26.0,0.0,486.0,12.0,4.0,4.0,16.0,0.0
755646,35,2015-05-02 12:45:00,13,Leicester,Home,74.0,19.0,4.0,12.0,8.0,12.0,1.0,150.0,6.0,,4.0,10.0,6.0,37.0,212.0,1.0,1.0,16.0,14.0,38.0,7.0,3.0,,,,,,,,9.0,1.0,,,,,4.0,5.0,5.0,7.0,43.0,58.0,5.0,4.0,2.0,6.0,19.0,4.0,10.0,,,10.0,16.0,4.0,1.0,7.0,2.0,52.0,89.0,6.0,29.0,17.0,,,65.0,10.0,13.0,2.0,,10.0,4.0,,151.0,2.0,2.0,2.0,,2.0,,13.0,,,1.0,17.0,,18.0,18.0,1.0,4.0,55.0,65.0,36.0,7.0,,5.0,7.0,7.0,276.0,1.0,4.0,,51.0,60.0,19.0,,,,1.0,153.0,153.0,5.0,28.0,20.0,47.9,,,19.0,0.0,52.0,1.0,2.0,3.0,,1.0,,8.0,,3.0,87.0,198.0,5.0,12.0,101.0,31.0,29.0,21.0,9.0,33.0,24.0,,125.0,25.0,233.0,,,23.0,7.0,67.0,3.0,301.0,2.0,0.0,19.0,29.0,1.0,21.0,1.0,538.0,12.0,9.0,10.0,21.0,0.0
755659,36,2015-05-09 15:00:00,13,Leicester,Home,48.0,10.0,2.0,3.0,1.0,5.0,1.0,103.0,4.0,4.0,1.0,6.0,2.0,20.0,148.0,,1.0,14.0,23.0,21.0,3.0,3.0,,,,,,,1.0,7.0,,,,,,1.0,6.0,4.0,6.0,37.0,65.0,2.0,1.0,1.0,3.0,16.0,1.0,14.0,,,4.0,8.0,4.0,,11.0,1.0,66.0,60.0,3.0,36.0,20.0,,,85.0,12.0,9.0,2.0,,1.0,3.0,,135.0,2.0,,1.0,2.0,,,7.0,2.0,3.0,,20.0,,28.0,28.0,4.0,1.0,43.0,82.0,24.0,8.0,,4.0,4.0,3.0,233.0,4.0,3.0,,37.0,54.0,15.0,,,,,171.0,171.0,2.0,38.0,18.0,30.8,,3.0,16.0,0.0,40.0,,3.0,3.0,,,,6.0,,3.0,48.0,140.0,13.0,8.0,66.0,24.0,36.0,16.0,4.0,19.0,15.0,,105.0,13.0,208.0,3.0,4.0,39.0,5.0,72.0,,255.0,1.0,0.0,10.0,21.0,1.0,28.0,1.0,487.0,13.0,9.0,4.0,18.0,0.0
755668,37,2015-05-16 15:00:00,13,Leicester,Away,44.0,16.0,3.0,7.0,4.0,4.0,,135.0,,,1.0,11.0,7.0,18.0,172.0,,,15.0,34.0,21.0,4.0,2.0,1.0,2.0,,,2.0,,,6.0,,,,,,,3.0,5.0,8.0,27.0,72.0,,,,3.0,21.0,7.0,7.0,,,9.0,10.0,10.0,,11.0,2.0,77.0,64.0,3.0,33.0,17.0,,,99.0,15.0,14.0,,,5.0,2.0,2.0,164.0,,,,,,,4.0,,2.0,,17.0,,25.0,25.0,4.0,1.0,44.0,84.0,31.0,8.0,,1.0,5.0,,268.0,5.0,1.0,,49.0,78.0,22.0,,,,,184.0,184.0,5.0,23.0,37.0,49.4,,,21.0,0.0,55.0,2.0,1.0,3.0,,,1.0,4.0,2.0,2.0,84.0,164.0,9.0,6.0,61.0,35.0,33.0,21.0,9.0,31.0,22.0,1.0,156.0,10.0,260.0,2.0,,37.0,7.0,62.0,,290.0,,0.0,11.0,21.0,,21.0,1.0,524.0,11.0,8.0,9.0,14.0,0.0
755679,38,2015-05-24 15:00:00,13,Leicester,Home,131.0,13.0,2.0,10.0,8.0,2.0,,128.0,3.0,1.0,1.0,9.0,7.0,25.0,249.0,,,13.0,22.0,30.0,12.0,2.0,,,,,,,,15.0,,,,,,1.0,3.0,5.0,13.0,47.0,66.0,,,2.0,1.0,13.0,2.0,6.0,,,5.0,17.0,5.0,,10.0,,52.0,64.0,1.0,25.0,16.0,,,77.0,7.0,5.0,2.0,,2.0,2.0,,162.0,2.0,,1.0,,2.0,,9.0,3.0,1.0,1.0,16.0,,25.0,25.0,1.0,1.0,77.0,85.0,36.0,6.0,2.0,10.0,6.0,7.0,329.0,7.0,5.0,,55.0,40.0,30.0,,,,,161.0,161.0,2.0,32.0,24.0,45.7,,2.0,13.0,0.0,64.0,,1.0,1.0,,1.0,,13.0,,3.0,65.0,239.0,10.0,16.0,156.0,21.0,25.0,21.0,5.0,29.0,24.0,,110.0,7.0,223.0,1.0,1.0,36.0,7.0,68.0,3.0,350.0,,0.0,22.0,16.0,,20.0,0.0,565.0,8.0,13.0,5.0,14.0,0.0
