season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576193,1,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,4.0,7.0,11.0,3.0,1.0,,,,,,,,1.0,4.0,3.0,,,1.0,,,,,,,,,77.0,1.0,,,,,,,5.0,,6.6,,,,,,,,,,1.0,5.0,8.0,13.0,1,1.0,20.0,2.0,1.0,,
2021-22,9576193,1,45,Norwich_City,Home,879850,432735,Adam Idah,adam-idah,F,True,,,,2.0,1.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,13.0,1.0,,,,,,,2.0,,6.7,,,,,,,,,,,3.0,1.0,4.0,1,,6.0,,,,
2021-22,9576193,1,45,Norwich_City,Home,880796,215476,Josh Sargent,josh-sargent,F,True,,,,2.0,2.0,4.0,,,3.0,,,,1.0,,,,1.0,2.0,,,,,,,,,1.0,,,13.0,,,,,,,,2.0,,6.8,,,1.0,,1.0,,,,,,3.0,2.0,5.0,1,1.0,12.0,1.0,1.0,,1.0
2021-22,9576187,2,45,Norwich_City,Away,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,3.0,8.0,11.0,2.0,,4.0,,,,,,,,5.0,2.0,,,1.0,,,,,,1.0,,,77.0,,,,,,,,6.0,,6.4,,,,,1.0,2.0,,,,,5.0,10.0,15.0,0,1.0,21.0,,1.0,,
2021-22,9576187,2,45,Norwich_City,Away,879850,432735,Adam Idah,adam-idah,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576187,2,45,Norwich_City,Away,880796,215476,Josh Sargent,josh-sargent,F,True,,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,1.0,,6.5,,,,,,,,,,,2.0,3.0,5.0,0,,6.0,,,,
2021-22,9576240,3,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,5.0,2.0,7.0,2.0,1.0,,,1.0,,1.0,,,1.0,5.0,1.0,,,1.0,,1.0,,,,,1.0,,73.0,2.0,,,,,,,7.0,,6.7,,,,,,,2.0,,,,9.0,3.0,10.0,2,,16.0,1.0,,,
2021-22,9576240,3,45,Norwich_City,Home,879850,432735,Adam Idah,adam-idah,F,True,,,,3.0,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,11.0,,,,,,,,2.0,,6.5,,,1.0,,,1.0,,,,,4.0,,4.0,1,,7.0,,1.0,,
2021-22,9576240,3,45,Norwich_City,Home,880796,215476,Josh Sargent,josh-sargent,F,True,,,,1.0,3.0,4.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,17.0,,,,,,,,2.0,,6.6,,,1.0,,,,1.0,,,1.0,3.0,3.0,5.0,1,,7.0,,,,
2021-22,9576408,4,45,Norwich_City,Away,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,6.0,3.0,9.0,1.0,1.0,2.0,,,3.0,1.0,,,,6.0,5.0,,,1.0,,,,,,,,,90.0,,,,,,,,9.0,,6.4,,,,,,3.0,,,,,8.0,4.0,12.0,3,1.0,27.0,3.0,3.0,,1.0
