season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243703,27,45,Norwich_City,Away,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,7.0,6.0,13.0,1.0,,,1.0,,,,2.0,,2.0,7.0,2.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,11.0,,,6.5,,,1.0,,,1.0,1.0,,,,,13.0,6.0,19.0,,,2,2.0,31.0,2.0,,,
2019-20,8243703,27,45,Norwich_City,Away,107025,81048,Josip Drmić,josip-drmic,F,True,,,,6.0,1.0,7.0,2.0,,,1.0,,,,1.0,,1.0,4.0,1.0,,,,,,,,,1.0,,31.0,,,,,,,,3.0,,,6.6,,,,,,,1.0,,,,,8.0,1.0,9.0,,,0,,11.0,,,1.0,
2019-20,8243703,27,45,Norwich_City,Away,879850,432735,Adam Idah,adam-idah,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243697,28,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,5.0,5.0,10.0,1.0,,,4.0,,,1.0,2.0,,,5.0,2.0,,,2.0,,,,,,,,81.0,,,,,,,,5.0,,,6.6,,,1.0,,,,1.0,,,,1.0,7.0,7.0,14.0,,,2,1.0,19.0,1.0,,1.0,
2019-20,8243697,28,45,Norwich_City,Home,107025,81048,Josip Drmić,josip-drmic,F,True,,,,1.0,,1.0,1.0,1.0,,,,,,,,,3.0,3.0,,,2.0,,,,,,,,9.0,2.0,,,,,,,2.0,,,7.0,,,,,,,1.0,,,,,3.0,,3.0,,,2,,8.0,,1.0,1.0,
2019-20,8243697,28,45,Norwich_City,Home,879850,432735,Adam Idah,adam-idah,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243685,29,45,Norwich_City,Away,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,7.0,5.0,12.0,,2.0,,2.0,,1.0,1.0,,,,2.0,7.0,,,2.0,,,,1.0,,1.0,,90.0,,,,,,,,11.0,,,6.8,,,2.0,,,,2.0,2.0,,,,13.0,7.0,18.0,,,3,1.0,33.0,3.0,2.0,2.0,1.0
2019-20,8243685,29,45,Norwich_City,Away,107025,81048,Josip Drmić,josip-drmic,F,True,,,1.0,9.0,2.0,11.0,2.0,2.0,,,,2.0,1.0,,,2.0,4.0,2.0,,,,,,,1.0,,,,45.0,2.0,,,,,,,3.0,,,6.9,,,1.0,,,,,,,2.0,2.0,10.0,2.0,12.0,,,4,,19.0,,,,
2019-20,8243685,29,45,Norwich_City,Away,879850,432735,Adam Idah,adam-idah,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8684143,30,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,2.0,1.0,3.0,1.0,,,,,,1.0,,,,1.0,4.0,,,,,,,,,1.0,,80.0,,,,,,,,7.0,,,6.8,,,,,,,1.0,,,,,7.0,3.0,10.0,,,1,,16.0,,3.0,1.0,
2019-20,8684143,30,45,Norwich_City,Home,107025,81048,Josip Drmić,josip-drmic,F,False,,,,11.0,6.0,17.0,4.0,2.0,,5.0,,,1.0,1.0,,3.0,9.0,4.0,,,1.0,,,,,,1.0,,89.0,,,,,,,,9.0,,,6.7,,,,,,2.0,2.0,1.0,,,1.0,14.0,7.0,20.0,,,1,,34.0,2.0,,2.0,
2019-20,8684143,30,45,Norwich_City,Home,137017,89470,Onel Hernández,onel-hernandez,F,True,,,,5.0,,5.0,3.0,,,3.0,,,1.0,2.0,,1.0,6.0,3.0,,,,,,,,1.0,,,28.0,,,,,,,,2.0,,,6.4,,,,,,,,,,,,6.0,,6.0,,,1,1.0,14.0,,2.0,,1.0
2019-20,8684143,30,45,Norwich_City,Home,879850,432735,Adam Idah,adam-idah,F,True,,,,2.0,1.0,3.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,10.0,,,,,,,,2.0,,,6.4,,,1.0,,,,1.0,,,,,2.0,1.0,3.0,,,1,,7.0,,,,
2019-20,8684143,30,45,Norwich_City,Home,1018847,439485,Josh Martin,josh-martin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8684159,31,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,True,,,,4.0,1.0,5.0,2.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,19.0,,,,,,,,2.0,,,6.7,,,,,,,,,,,,6.0,1.0,7.0,,,0,,9.0,,,,
2019-20,8684159,31,45,Norwich_City,Home,107025,81048,Josip Drmić,josip-drmic,F,False,,,,4.0,9.0,13.0,8.0,3.0,,4.0,,,,1.0,,1.0,13.0,6.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,11.0,,,6.5,,,1.0,,,,5.0,,,,,7.0,9.0,16.0,,,1,,32.0,3.0,1.0,2.0,
2019-20,8684159,31,45,Norwich_City,Home,137017,89470,Onel Hernández,onel-hernandez,F,False,,,,9.0,3.0,12.0,2.0,,,4.0,,,2.0,2.0,,1.0,7.0,2.0,,,1.0,,,,1.0,1.0,1.0,,79.0,,,,,,,,8.0,,,6.5,,,,,,2.0,3.0,2.0,,,,12.0,3.0,13.0,,,2,,29.0,2.0,,2.0,
2019-20,8684159,31,45,Norwich_City,Home,879850,432735,Adam Idah,adam-idah,F,True,,,,1.0,1.0,2.0,1.0,,,1.0,,,1.0,,,1.0,4.0,1.0,,,,,,,,,,,11.0,,,,,,,,4.0,,,6.2,,,,,,,2.0,,,,,1.0,1.0,2.0,,,1,1.0,9.0,1.0,,,1.0
2019-20,8684171,32,45,Norwich_City,Away,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,3.0,7.0,10.0,2.0,,,,,,,1.0,,,3.0,,,,,,,,,,1.0,,45.0,,,,,,,,,,,6.4,,,,,,,,,,,1.0,3.0,7.0,10.0,,,0,,12.0,,,,
2019-20,8684171,32,45,Norwich_City,Away,107025,81048,Josip Drmić,josip-drmic,F,True,,,,7.0,3.0,10.0,2.0,3.0,,1.0,,,1.0,1.0,,,4.0,3.0,1.0,,,,,,,,,,45.0,,,,,,,,8.0,,,5.8,,,,,,1.0,1.0,,,1.0,,12.0,4.0,16.0,,,1,,23.0,1.0,,,
2019-20,8684171,32,45,Norwich_City,Away,137017,89470,Onel Hernández,onel-hernandez,F,True,,,,6.0,2.0,8.0,,,,,,,,,,2.0,2.0,6.0,,,,,,,,,1.0,,45.0,,,,,,,,5.0,,,6.8,,,1.0,,,1.0,2.0,,,,,6.0,2.0,8.0,,,1,2.0,25.0,3.0,2.0,2.0,2.0
2019-20,8684171,32,45,Norwich_City,Away,879850,432735,Adam Idah,adam-idah,F,True,,,,7.0,2.0,9.0,1.0,,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,1.0,,45.0,1.0,,,,,,,5.0,,,6.7,,,,,,,,,,,,8.0,4.0,12.0,,,1,,19.0,1.0,1.0,,
2019-20,8684171,32,45,Norwich_City,Away,1018847,439485,Josh Martin,josh-martin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692237,33,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,True,,,,4.0,,4.0,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,23.0,,,,,,,,4.0,,,6.4,,,,,,,1.0,,,,,5.0,1.0,6.0,,,1,,10.0,,,,
2019-20,8692237,33,45,Norwich_City,Home,107025,81048,Josip Drmić,josip-drmic,F,False,,,,5.0,8.0,13.0,,2.0,,1.0,,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,67.0,1.0,,,,,,,5.0,,,6.6,,,,,,,,,,,2.0,8.0,8.0,16.0,,,1,,21.0,1.0,,,
2019-20,8692237,33,45,Norwich_City,Home,137017,89470,Onel Hernández,onel-hernandez,F,False,,,,15.0,5.0,20.0,1.0,,,3.0,,,2.0,,,,3.0,4.0,,,2.0,,,,,1.0,2.0,,67.0,,,,,,,,6.0,,,7.1,,,2.0,,,,2.0,1.0,,,,19.0,6.0,24.0,,,4,1.0,36.0,1.0,1.0,2.0,1.0
2019-20,8692237,33,45,Norwich_City,Home,879850,432735,Adam Idah,adam-idah,F,True,,,,2.0,2.0,4.0,1.0,1.0,,1.0,,,,1.0,,1.0,4.0,1.0,,,1.0,,,,1.0,,,,23.0,,,,,,,,3.0,,,6.6,,,1.0,,,,,,,,,3.0,2.0,5.0,,,1,,8.0,1.0,,,
2019-20,8692237,33,45,Norwich_City,Home,1018847,439485,Josh Martin,josh-martin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692246,34,45,Norwich_City,Away,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,6.0,6.0,12.0,1.0,,,2.0,,,,1.0,,3.0,6.0,2.0,,,,,,,,,,,83.0,,,,,,,,8.0,,,6.4,,,1.0,,,,2.0,,,,,7.0,7.0,14.0,,,1,1.0,23.0,2.0,,1.0,
2019-20,8692246,34,45,Norwich_City,Away,107025,81048,Josip Drmić,josip-drmic,F,True,,,,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,12.0,,,,,,,,,,,6.9,,,1.0,,,,,,,,,1.0,1.0,2.0,,,1,,5.0,,,,
2019-20,8692246,34,45,Norwich_City,Away,137017,89470,Onel Hernández,onel-hernandez,F,False,,,,9.0,2.0,11.0,1.0,,,3.0,,,1.0,,,3.0,6.0,6.0,,,1.0,1.0,,,,,2.0,,83.0,,,,,,,,13.0,,,6.8,,,1.0,,,,3.0,2.0,,1.0,,14.0,3.0,15.0,,,2,2.0,40.0,2.0,2.0,2.0,1.0
2019-20,8692246,34,45,Norwich_City,Away,879850,432735,Adam Idah,adam-idah,F,True,,,,3.0,2.0,5.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,14.0,,,,,,,,3.0,,,6.1,,,1.0,,,,,,,,,4.0,2.0,6.0,,,1,,9.0,2.0,,,
2019-20,8692246,34,45,Norwich_City,Away,1018847,439485,Josh Martin,josh-martin,F,True,,,,2.0,3.0,5.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,12.0,,,,,,,,,,,6.6,,,,,,,,,,,,2.0,3.0,5.0,,,0,1.0,7.0,,,,
2019-20,8692260,35,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,8.0,6.0,14.0,4.0,,,1.0,,,1.0,1.0,,1.0,6.0,,,,,,,,,,,,69.0,,,,,,,,5.0,,,6.3,,,1.0,,,,,1.0,,,,10.0,6.0,15.0,,,2,,21.0,2.0,,,
2019-20,8692260,35,45,Norwich_City,Home,107025,81048,Josip Drmić,josip-drmic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692260,35,45,Norwich_City,Home,137017,89470,Onel Hernández,onel-hernandez,F,False,,,,11.0,6.0,17.0,,1.0,,4.0,,,,1.0,,1.0,2.0,5.0,,,,,,,,1.0,1.0,,70.0,1.0,,,,,,,4.0,,,6.8,,,1.0,,,,1.0,,,1.0,,13.0,6.0,19.0,,,2,2.0,30.0,1.0,1.0,1.0,1.0
2019-20,8692260,35,45,Norwich_City,Home,879850,432735,Adam Idah,adam-idah,F,True,,,,1.0,1.0,2.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,21.0,,,,,,,,3.0,,,6.4,,,,,,,,,,,1.0,2.0,2.0,4.0,,,0,,7.0,,,,
2019-20,8692260,35,45,Norwich_City,Home,1018847,439485,Josh Martin,josh-martin,F,True,,,1.0,1.0,5.0,6.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,20.0,,,,,,,,3.0,,,6.6,,,,,,,,,,1.0,,3.0,6.0,9.0,,,0,,11.0,,,,
2019-20,8692270,36,45,Norwich_City,Away,15242,57127,Teemu Pukki,teemu-pukki,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,1.0,,,6.5,,,,,,,,,,,,1.0,,1.0,,,0,,1.0,,,,
2019-20,8692270,36,45,Norwich_City,Away,107025,81048,Josip Drmić,josip-drmic,F,False,,,1.0,4.0,12.0,16.0,4.0,1.0,,4.0,,,,,,,4.0,2.0,,,,,,,,1.0,,,79.0,,,,,,,,16.0,,,6.6,,,,,,1.0,,1.0,,1.0,1.0,9.0,14.0,22.0,,,0,1.0,35.0,8.0,,,1.0
2019-20,8692270,36,45,Norwich_City,Away,137017,89470,Onel Hernández,onel-hernandez,F,False,,,,5.0,5.0,10.0,3.0,2.0,,2.0,,,,1.0,,2.0,8.0,9.0,,,1.0,,,,,2.0,1.0,,79.0,,,,,,,,9.0,,,6.7,,,,,,,5.0,1.0,,,,9.0,6.0,14.0,,,0,1.0,31.0,1.0,2.0,4.0,1.0
2019-20,8692270,36,45,Norwich_City,Away,879850,432735,Adam Idah,adam-idah,F,True,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,11.0,,,,,,,,3.0,,,6.6,,,,,,,,,,,,3.0,1.0,4.0,,,0,,6.0,1.0,1.0,,
2019-20,8692270,36,45,Norwich_City,Away,1018847,439485,Josh Martin,josh-martin,F,True,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,0,,1.0,,,,
2019-20,8692272,37,45,Norwich_City,Home,15242,57127,Teemu Pukki,teemu-pukki,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692272,37,45,Norwich_City,Home,107025,81048,Josip Drmić,josip-drmic,F,False,,,,1.0,3.0,4.0,2.0,3.0,,2.0,,,,,,,5.0,3.0,,,2.0,,,,,,,,48.0,,,,,,,,8.0,,,5.5,,,,,,,1.0,,,,,4.0,4.0,8.0,,,0,,13.0,3.0,,,
2019-20,8692272,37,45,Norwich_City,Home,137017,89470,Onel Hernández,onel-hernandez,F,False,,,,11.0,9.0,20.0,1.0,1.0,,2.0,,,,,,1.0,3.0,3.0,,,2.0,,,,,1.0,,,86.0,1.0,,,,,,,8.0,,,6.5,,,,,,1.0,1.0,,,1.0,,14.0,10.0,24.0,,,1,2.0,34.0,1.0,,,1.0
2019-20,8692272,37,45,Norwich_City,Home,879850,432735,Adam Idah,adam-idah,F,True,,,,1.0,,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,9.0,,,,,,,,,,,6.5,,,,,,,,,,,,1.0,,1.0,,,0,,1.0,,,,
2019-20,8692272,37,45,Norwich_City,Home,1018847,439485,Josh Martin,josh-martin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692284,38,45,Norwich_City,Away,15242,57127,Teemu Pukki,teemu-pukki,F,False,,,,2.0,5.0,7.0,1.0,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,77.0,1.0,,,,,,,6.0,,,6.2,,,,,,,,,,,1.0,2.0,9.0,11.0,,,1,,14.0,1.0,,,
2019-20,8692284,38,45,Norwich_City,Away,137017,89470,Onel Hernández,onel-hernandez,F,False,,,,4.0,6.0,10.0,1.0,,,3.0,,1.0,,5.0,,,8.0,5.0,,,,,,,,3.0,,,87.0,1.0,,,,,,,9.0,,,5.9,,,,,,1.0,5.0,,,,1.0,7.0,8.0,15.0,,,1,2.0,29.0,2.0,,3.0,1.0
2019-20,8692284,38,45,Norwich_City,Away,879850,432735,Adam Idah,adam-idah,F,True,,,,2.0,3.0,5.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,13.0,1.0,,,,,,,1.0,,,6.6,,,,,,,,,,,,3.0,3.0,6.0,,,1,,7.0,,,,
2019-20,8692284,38,45,Norwich_City,Away,1018847,439485,Josh Martin,josh-martin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.0,,,,
