season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6767933,1,45,Norwich_City,Home,11803,21246,Lewis Grabban,lewis-grabban,F,False,,,2.0,11.0,4.0,15.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,2.0,,54.0,1.0,,,,,,,6.6,,,1.0,,,,1.0,,2.0,1.0,13.0,4.0,16.0,2,,25.0,,1.0,,
2015-16,6767933,1,45,Norwich_City,Home,16303,18804,Cameron Jerome,cameron-jerome,F,True,,,,5.0,2.0,7.0,,,,,,,,,,,3.0,1.0,,,3.0,,,,,,1.0,,36.0,,,,,,,,6.6,,,1.0,,,,,,,2.0,7.0,2.0,9.0,1,1.0,14.0,2.0,,,
2015-16,6767933,1,45,Norwich_City,Home,17944,28221,Gary Hooper,gary-hooper,F,True,,,1.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,6.5,,,,,,,,,1.0,,5.0,,5.0,0,,5.0,,,,
2015-16,6767952,2,45,Norwich_City,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,1.0,,,9.0,1.0,9.0,,,2.0,,,1.0,1.0,,,2.0,4.0,1.0,,,,,,,,,2.0,,22.0,,,,,,,,6.6,,,,,,2.0,3.0,,,,13.0,1.0,11.0,1,,19.0,,,1.0,
2015-16,6767952,2,45,Norwich_City,Away,16303,18804,Cameron Jerome,cameron-jerome,F,False,1.0,,,11.0,1.0,11.0,,5.0,1.0,,,,,,,4.0,5.0,10.0,,,,,,,,,,,68.0,,,,,,,,6.9,,,2.0,,,2.0,1.0,,,1.0,18.0,2.0,19.0,2,2.0,38.0,4.0,2.0,1.0,
2015-16,6767952,2,45,Norwich_City,Away,17944,28221,Gary Hooper,gary-hooper,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767963,3,45,Norwich_City,Home,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767963,3,45,Norwich_City,Home,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,,7.0,1.0,8.0,3.0,2.0,,,2.0,1.0,,,,,4.0,5.0,,,,,,,,,,,90.0,1.0,,,,,,,6.3,,,1.0,,,2.0,2.0,,,1.0,10.0,3.0,11.0,3,1.0,22.0,2.0,1.0,1.0,
2015-16,6767963,3,45,Norwich_City,Home,17944,28221,Gary Hooper,gary-hooper,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768036,4,45,Norwich_City,Away,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,,12.0,2.0,14.0,7.0,2.0,1.0,,1.0,,,,,2.0,13.0,4.0,,,2.0,,,,,,,,89.0,,,,,,,,6.0,,,1.0,,,4.0,,,,,16.0,2.0,18.0,1,1.0,27.0,,,1.0,
2015-16,6768036,4,45,Norwich_City,Away,17944,28221,Gary Hooper,gary-hooper,F,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1,,2.0,,1.0,,
2015-16,6768036,4,45,Norwich_City,Away,35193,50165,Ricky van Wolfswinkel,ricky-van-wolfswinkel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768046,5,45,Norwich_City,Home,14901,20490,Kyle Lafferty,kyle-lafferty,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768046,5,45,Norwich_City,Home,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,,12.0,1.0,13.0,5.0,2.0,2.0,,,,,,,,7.0,3.0,,,1.0,,1.0,,,,,,82.0,1.0,,,,,,,7.2,,,2.0,,,1.0,1.0,,,,22.0,1.0,22.0,3,1.0,33.0,1.0,,,
2015-16,6768046,5,45,Norwich_City,Home,17801,39472,Dieumerci Mbokani,dieumerci-mbokani,F,True,,,,3.0,1.0,4.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,8.0,,,,,,,,6.6,,,1.0,,,,,,,,3.0,1.0,4.0,1,,8.0,1.0,1.0,,
2015-16,6768047,6,45,Norwich_City,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,3.0,2.0,5.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,19.0,,,,,,,,6.4,,,,,,,,,,,5.0,3.0,8.0,0,,10.0,,,,
2015-16,6768047,6,45,Norwich_City,Away,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,1.0,11.0,5.0,16.0,4.0,1.0,3.0,,,,,,,,5.0,2.0,,,2.0,,,,,,,,71.0,,,,,,,,6.4,,,,,,1.0,1.0,,1.0,,15.0,5.0,19.0,0,,24.0,1.0,1.0,,
2015-16,6768047,6,45,Norwich_City,Away,17801,39472,Dieumerci Mbokani,dieumerci-mbokani,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768079,7,45,Norwich_City,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768079,7,45,Norwich_City,Away,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,,10.0,2.0,12.0,4.0,3.0,3.0,,1.0,,,,,2.0,11.0,4.0,,,4.0,,,,,,,,64.0,2.0,,,,,,,6.5,,,2.0,,2.0,2.0,1.0,,,,17.0,3.0,19.0,4,,30.0,,,1.0,
2015-16,6768079,7,45,Norwich_City,Away,17801,39472,Dieumerci Mbokani,dieumerci-mbokani,F,True,,,,9.0,1.0,10.0,4.0,,4.0,,,,,,,1.0,5.0,1.0,,,1.0,,,,,1.0,1.0,,26.0,,,,,,,,6.7,,,,,2.0,1.0,,,,,10.0,2.0,12.0,0,,18.0,1.0,,1.0,
2015-16,6768084,8,45,Norwich_City,Home,14901,20490,Kyle Lafferty,kyle-lafferty,F,True,,,,3.0,1.0,4.0,2.0,,1.0,,,,,,,1.0,3.0,,,,,,,,,,,,13.0,,,,,,,,6.4,,,,,1.0,,,,,,3.0,1.0,4.0,0,,8.0,1.0,,,
2015-16,6768084,8,45,Norwich_City,Home,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,,8.0,,8.0,1.0,5.0,2.0,,,,,,,2.0,4.0,8.0,,,,,,,,,,,77.0,,,,,,,,6.7,,,2.0,,,2.0,2.0,,,,22.0,1.0,21.0,2,,33.0,2.0,2.0,1.0,
2015-16,6768084,8,45,Norwich_City,Home,17801,39472,Dieumerci Mbokani,dieumerci-mbokani,F,True,,,,7.0,1.0,8.0,2.0,2.0,1.0,,,,1.0,,,3.0,6.0,2.0,,,,,1.0,,1.0,,2.0,,31.0,1.0,,,,,,,7.4,,,2.0,,2.0,,,,,1.0,8.0,1.0,9.0,3,,17.0,,,,
2015-16,6768086,9,45,Norwich_City,Away,16303,18804,Cameron Jerome,cameron-jerome,F,True,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,6.0,,,,,,,,6.6,,,1.0,,,,,,1.0,,1.0,,1.0,1,,4.0,,1.0,,
2015-16,6768086,9,45,Norwich_City,Away,17801,39472,Dieumerci Mbokani,dieumerci-mbokani,F,False,,,,17.0,3.0,20.0,3.0,5.0,2.0,,,1.0,,,,4.0,9.0,13.0,,,,,1.0,,,,,,90.0,2.0,,,,,,,7.6,,,,,,6.0,,,,,23.0,5.0,28.0,3,2.0,49.0,3.0,2.0,4.0,
2015-16,6768105,10,45,Norwich_City,Home,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768105,10,45,Norwich_City,Home,16303,18804,Cameron Jerome,cameron-jerome,F,True,,,,1.0,1.0,2.0,,2.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,12.0,,,,,,,,6.5,,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2015-16,6768105,10,45,Norwich_City,Home,17801,39472,Dieumerci Mbokani,dieumerci-mbokani,F,False,,,,12.0,2.0,14.0,9.0,5.0,2.0,,,,,,,1.0,10.0,8.0,,,,,,,,,1.0,,90.0,1.0,,,,,,,6.9,,,1.0,,,,,,,2.0,14.0,3.0,17.0,2,1.0,26.0,3.0,2.0,,
2015-16,6768112,11,45,Norwich_City,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,6.5,,,,,,,,,,,3.0,,3.0,0,,4.0,,,,
2015-16,6768112,11,45,Norwich_City,Away,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,,5.0,3.0,8.0,7.0,3.0,1.0,,,,,,,3.0,14.0,4.0,,,2.0,,1.0,,,,,,87.0,1.0,,,,,,,6.8,,,,,2.0,3.0,,,,,9.0,4.0,13.0,1,,27.0,1.0,,1.0,
2015-16,6768125,12,45,Norwich_City,Home,14901,20490,Kyle Lafferty,kyle-lafferty,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768125,12,45,Norwich_City,Home,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,,1.0,5.0,6.0,2.0,2.0,,,1.0,,,,,1.0,4.0,2.0,,,1.0,,,,,,,,68.0,,,,,,,,6.2,,,1.0,,,,,,,2.0,5.0,5.0,10.0,1,,14.0,1.0,,,
2015-16,6768125,12,45,Norwich_City,Home,17801,39472,Dieumerci Mbokani,dieumerci-mbokani,F,True,,,,6.0,1.0,7.0,2.0,1.0,4.0,1.0,,,,,,2.0,5.0,4.0,,,1.0,1.0,,,,,1.0,,22.0,,,,,,,,7.0,,,,,1.0,,,,,,7.0,1.0,8.0,0,,18.0,2.0,3.0,,
2015-16,6768130,13,45,Norwich_City,Away,14901,20490,Kyle Lafferty,kyle-lafferty,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768130,13,45,Norwich_City,Away,16303,18804,Cameron Jerome,cameron-jerome,F,True,,,,3.0,,3.0,2.0,2.0,,,,,,,,1.0,3.0,2.0,,,1.0,,,,,,,,17.0,,,,,,,,6.4,,,,,,,,,,1.0,4.0,,4.0,0,,6.0,1.0,,,
2015-16,6768130,13,45,Norwich_City,Away,17801,39472,Dieumerci Mbokani,dieumerci-mbokani,F,False,,,,9.0,1.0,10.0,11.0,3.0,2.0,,,,1.0,,,4.0,17.0,3.0,,,1.0,,,,,,1.0,,73.0,,,,,,,,6.3,,,1.0,,2.0,,,,1.0,1.0,14.0,3.0,17.0,1,,27.0,1.0,,,
2015-16,6768138,14,45,Norwich_City,Home,11803,21246,Lewis Grabban,lewis-grabban,F,False,,,,14.0,3.0,17.0,,,4.0,,,,1.0,,,,2.0,,,,1.0,,1.0,,,,,,85.0,1.0,,,,,,,7.0,,,,,,,,,,3.0,16.0,3.0,19.0,1,,20.0,,,,
