season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385491,1,94,Brentford,Away,135256,128295,Christian Nørgaard,christian-nrgaard,M,False,,,2.0,19.0,17.0,36.0,,,8.0,,,,1.0,,,,2.0,3.0,,,0.00735739,0.0,0.0,1.0,,,,,,1.0,,,73.0,,1.0,,,,,,4.0,,6.9,,,,,,,,,2.0,,23.0,17.0,40.0,0,2.0,48.0,,1.0,,1.0
2022-23,10385491,1,94,Brentford,Away,799251,207283,Mathias Jensen,mathias-jensen,M,False,,,7.0,12.0,22.0,34.0,,1.0,2.0,,,,4.0,,,,5.0,2.0,,,0.00831844,0.0,0.0,1.0,,,,,,,1.0,,59.0,,,,,,,,7.0,,6.7,,,,,,,3.0,,8.0,,16.0,24.0,37.0,0,1.0,45.0,,,,
2022-23,10385491,1,94,Brentford,Away,814873,204580,Vitaly Janelt,vitaly-janelt,M,False,,,3.0,26.0,19.0,45.0,1.0,1.0,7.0,,,,,,,2.0,3.0,7.0,,,0.0547362,0.0,0.0,,,,,,,,2.0,,90.0,,,,,,,,9.0,,7.0,,,,,1.0,1.0,1.0,,4.0,,30.0,20.0,49.0,0,3.0,65.0,1.0,2.0,1.0,1.0
2022-23,10385491,1,94,Brentford,Away,856260,183656,Josh Dasilva,josh-dasilva,M,True,,,3.0,10.0,6.0,16.0,,,,,,,,,,,1.0,1.0,,,0.0197945,0.0505,0.4906,1.0,,1.0,,,,,,,31.0,1.0,1.0,,,,,,4.0,,7.4,,,,,,,3.0,,3.0,,14.0,6.0,17.0,1,,23.0,,1.0,,
2022-23,10385491,1,94,Brentford,Away,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385491,1,94,Brentford,Away,892111,432160,Shandon Baptiste,shandon-baptiste,M,True,,,1.0,2.0,3.0,5.0,,1.0,,,,,1.0,,,,1.0,3.0,,,0.00031541,0.0,0.0,,,,,,,,,,17.0,,,,,,,,2.0,,6.7,,,,,1.0,,,,1.0,,2.0,3.0,5.0,0,1.0,12.0,1.0,1.0,,1.0
2022-23,10385510,2,94,Brentford,Home,135256,128295,Christian Nørgaard,christian-nrgaard,M,False,,,1.0,9.0,6.0,15.0,,,9.0,,,,3.0,,,1.0,6.0,,,,0.0105311,0.0,0.0,2.0,,,,,,1.0,1.0,,80.0,,,,,,,,10.0,,6.3,,,,,3.0,,,,3.0,,14.0,10.0,24.0,0,,31.0,,,,
2022-23,10385510,2,94,Brentford,Home,548050,205836,Saman Ghoddos,saman-ghoddos,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385510,2,94,Brentford,Home,799251,207283,Mathias Jensen,mathias-jensen,M,False,2.0,,3.0,18.0,4.0,20.0,,,6.0,,,,1.0,,,,2.0,3.0,,,0.346108,0.3101,0.2448,,1.0,1.0,,,,,1.0,,74.0,1.0,,,,,,,15.0,,8.5,,,1.0,,1.0,1.0,7.0,,3.0,,26.0,8.0,27.0,2,2.0,49.0,1.0,1.0,,2.0
2022-23,10385510,2,94,Brentford,Home,814873,204580,Vitaly Janelt,vitaly-janelt,M,True,,,2.0,6.0,6.0,12.0,,,1.0,,,1.0,1.0,,,,1.0,5.0,,,0.00587062,0.1368,0.0,,,,,,,,,,28.0,,,,,,,,2.0,,7.0,,,,,1.0,3.0,1.0,,3.0,,8.0,6.0,13.0,1,1.0,21.0,,1.0,3.0,
2022-23,10385510,2,94,Brentford,Home,856260,183656,Josh Dasilva,josh-dasilva,M,False,,,1.0,8.0,3.0,11.0,,,3.0,,,,,,,1.0,1.0,2.0,,,0.0237835,0.0236,0.3226,,,1.0,,,,1.0,,,62.0,1.0,,,,,,,8.0,,7.3,,,,,,1.0,1.0,,1.0,,14.0,3.0,16.0,1,,26.0,1.0,1.0,1.0,
2022-23,10385510,2,94,Brentford,Home,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,3.0,1.0,4.0,1.0,,,,,,,,,,1.0,1.0,,,0.00060088,0.0,0.0,,,,,,,,,,10.0,,,,,,,,1.0,,6.5,,,,,,,,,,,3.0,2.0,5.0,0,,7.0,,1.0,,
2022-23,10385510,2,94,Brentford,Home,892111,432160,Shandon Baptiste,shandon-baptiste,M,True,,,,3.0,2.0,5.0,,1.0,1.0,,,,,,,,1.0,6.0,,,0.00190692,0.0,0.0,1.0,,,,,,,,,16.0,,,,,,,,,,6.9,,,,,,1.0,,,,,3.0,2.0,5.0,0,1.0,10.0,,3.0,1.0,1.0
2022-23,10385510,2,94,Brentford,Home,907072,440089,Mikkel Damsgaard,mikkel-damsgaard,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385539,3,94,Brentford,Away,135256,128295,Christian Nørgaard,christian-nrgaard,M,False,,,4.0,10.0,21.0,31.0,,1.0,10.0,,,,,,,1.0,6.0,4.0,,1.0,0.262643,0.1642,0.3754,3.0,,1.0,,,,2.0,,,90.0,2.0,,,,,,,16.0,,7.2,,,,,,3.0,2.0,,7.0,,19.0,23.0,40.0,2,2.0,59.0,1.0,,1.0,1.0
2022-23,10385539,3,94,Brentford,Away,548050,205836,Saman Ghoddos,saman-ghoddos,M,True,,,,,,,,,1.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,12.0,,,,,,,,2.0,,6.4,,,,,,,,,1.0,,2.0,,2.0,0,,3.0,,,,
2022-23,10385539,3,94,Brentford,Away,799251,207283,Mathias Jensen,mathias-jensen,M,False,1.0,,4.0,12.0,7.0,18.0,,,2.0,1.0,,,,,,1.0,2.0,1.0,,,0.0650165,0.0,0.0,,1.0,,,,,,2.0,,60.0,,,,,,,,10.0,,7.0,,,,,,1.0,1.0,,5.0,,15.0,8.0,22.0,0,1.0,34.0,1.0,,,
2022-23,10385539,3,94,Brentford,Away,814873,204580,Vitaly Janelt,vitaly-janelt,M,True,,,2.0,2.0,12.0,14.0,2.0,,4.0,,,,,,,1.0,3.0,1.0,,,0.00081992,0.0,0.0,,,,,,,,,,30.0,,,,,,,,3.0,,6.4,,,,,,,,,3.0,,4.0,12.0,16.0,0,1.0,20.0,,,,
2022-23,10385539,3,94,Brentford,Away,856260,183656,Josh Dasilva,josh-dasilva,M,False,,,,10.0,17.0,27.0,1.0,1.0,2.0,,,,,,,,3.0,4.0,,,0.0263313,0.0,0.0,1.0,,,,,,,,,74.0,,,,,,,,5.0,,6.5,,,,,,2.0,1.0,,,,13.0,17.0,29.0,0,1.0,35.0,1.0,1.0,1.0,
2022-23,10385539,3,94,Brentford,Away,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385539,3,94,Brentford,Away,892111,432160,Shandon Baptiste,shandon-baptiste,M,True,,,,4.0,1.0,5.0,1.0,,,,,1.0,1.0,,,,2.0,2.0,,,0.00838251,0.0837,0.0,,,,,,,1.0,1.0,,16.0,,,,,,,,1.0,,6.7,,,,,1.0,,,,,,4.0,1.0,5.0,1,1.0,12.0,1.0,1.0,,1.0
2022-23,10385556,4,94,Brentford,Home,135256,128295,Christian Nørgaard,christian-nrgaard,M,False,,,2.0,24.0,24.0,48.0,,2.0,7.0,,,1.0,3.0,,,1.0,4.0,7.0,,,0.0307834,0.2316,0.2853,,,,,,1.0,2.0,1.0,,69.0,1.0,,,,,,,12.0,,7.5,,,1.0,,,1.0,,,6.0,,32.0,26.0,58.0,3,4.0,70.0,1.0,,1.0,1.0
2022-23,10385556,4,94,Brentford,Home,548050,205836,Saman Ghoddos,saman-ghoddos,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385556,4,94,Brentford,Home,799251,207283,Mathias Jensen,mathias-jensen,M,False,3.0,,3.0,31.0,13.0,41.0,,1.0,5.0,,,1.0,1.0,,,,2.0,5.0,,,0.123098,0.0322,0.0,,,,,,1.0,,4.0,,90.0,,,,,,,,33.0,,7.5,,,1.0,,,1.0,10.0,,11.0,,53.0,18.0,61.0,2,3.0,88.0,2.0,1.0,,1.0
2022-23,10385556,4,94,Brentford,Home,814873,204580,Vitaly Janelt,vitaly-janelt,M,True,,,,12.0,9.0,21.0,1.0,1.0,1.0,,,,,,,,2.0,2.0,,,0.0673752,0.7737,0.5367,1.0,,1.0,,,,,,,21.0,2.0,,,,,,,3.0,,7.5,,,1.0,,,1.0,1.0,,1.0,,15.0,9.0,23.0,3,,30.0,,,1.0,
2022-23,10385556,4,94,Brentford,Home,856260,183656,Josh Dasilva,josh-dasilva,M,False,1.0,,1.0,41.0,13.0,53.0,,1.0,7.0,,,,1.0,,,5.0,9.0,6.0,,,0.0932697,0.071,0.3632,,,,,,,,1.0,,89.0,1.0,,,,,,,15.0,,6.5,,,,,,6.0,2.0,,2.0,,47.0,14.0,59.0,1,2.0,79.0,,,3.0,1.0
2022-23,10385556,4,94,Brentford,Home,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
