playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,hitWoodwork,foulWonPenalty,cornersTakenInclShortCorners,cleanSheets,throwInsToOppositionPlayer,penaltiesTaken,headedGoals,blocks,penaltyGoals,unsuccessfulLaunches,ownGoalScored,successfulLaunches,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,setPiecesGoals,redCards2ndYellow,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalkeeperSmother
432927,Daniel Langley,Goalkeeper,Newcastle,4,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59735,Karl Darlow,Goalkeeper,Newcastle,4,Wales,2020-21,,,0.0326,4.0,0.0,,,,,,,,25.0,,,3.0,25.0,341.0,,628.0,,,0.0,,,17.0,,,,2250.0,,,,18.0,5.0,,,1.0,101.0,,3.0,37.4287,,42.0,43.0,,,47.0,3.0,0.0,18.0,,0.0,518.0,188.0,25.0,,,,,,155.0,38.0,,,,1.0,17.0,0.0,242.0,,,353.0,,,63.0,,,186.0,,889.0,,,,132.0,,,,3.0,341.0,47.0,,,,4.0,,,,,,167.0,,72.0,,,,,,,,,1.0,13.0,26.0,5.0,4.0,1.0,25.0,88.0,5.0,194.0,114.0,25.0,59.0,
81441,Mark Gillespie,Goalkeeper,Newcastle,4,England,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67089,Martin Dúbravka,Goalkeeper,Newcastle,4,Slovakia,2020-21,,,0.0069,,0.0,,,,,,,3.0,13.0,,,,13.0,111.0,,371.0,,,0.0,,,5.0,,,,1170.0,,,,10.0,2.0,,1.0,5.0,187.0,,1.0,16.6005,,12.0,19.0,,,64.0,5.0,0.0,10.0,,0.0,196.0,115.0,13.0,,,,,,53.0,17.0,,,,5.0,5.0,0.0,200.0,,,117.0,,,111.0,,,73.0,,515.0,,,,207.0,,,,0.0,108.0,24.0,,,,3.0,,,,,,41.0,,18.0,,,,,,,,,,9.0,14.0,1.0,1.0,,9.0,45.0,,145.0,44.0,7.0,30.0,2.0
