playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLayoffs,unsuccessfulLayoffs,rightFootGoals,handballsConceded,ownGoalScored,headedGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,clearancesOffTheLine,penaltiesConceded,penaltyGoals
42593,Aleksandar Kolarov,Defender,Man City,43,Serbia,2015-16,0.0,0.0,3.0,103.0,16.0,2.7462,0.5731,13.0,10.0,2.8217,34.0,26.0,1.0,175.0,29.0,3.0,1.0,25.0,290.0,73.0,1361.0,3.0,3.0,10.0,4.0,43.0,72.0,10.0,3.0,40.0,4.0,2281.0,4.0,25.0,132.0,4.0,64.0,85.0,1008.0,16.0,4.0,51.0,26.7561,35.0,6.0,71.0,29.0,3.0,78.0,604.0,31.0,235.0,15.0,509.0,153.0,29.0,1.0,3.0,9.0,3.0,23.0,724.0,25.0,109.0,9.0,3.0,163.0,47.0,1326.0,16.0,34.0,534.0,25.0,24.0,8.0,9.0,41.0,20.0,46.0,26.0,63.0,207.0,2164.0,219.0,2.0,3.0,10.0,60.0,387.0,8.0,2.4805,115.0,62.0,,,,,,,,,,,,,,,,,,,,,,,
145235,Angeliño,Defender,Man City,43,Spain,2015-16,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37748,Bacary Sagna,Defender,Man City,43,France,2015-16,0.0,0.0,4.0,112.0,19.0,2.7636,,1.0,2.0,0.2031,50.0,4.0,2.0,205.0,28.0,3.0,,27.0,274.0,55.0,1587.0,,,,1.0,,143.0,11.0,,19.0,2.0,2448.0,2.0,57.0,155.0,6.0,57.0,69.0,1261.0,,2.0,57.0,22.4772,24.0,12.0,99.0,26.0,1.0,55.0,96.0,14.0,267.0,20.0,672.0,126.0,28.0,,,17.0,,6.0,830.0,20.0,55.0,,1.0,124.0,86.0,1573.0,2.0,19.0,440.0,33.0,5.0,7.0,,601.0,17.0,50.0,,52.0,218.0,2296.0,266.0,1.0,,,49.0,502.0,9.0,0.2066,69.0,80.0,4.0,,,,,,,,,,,,,,,,,,,,,,
113037,Cameron Humphreys,Defender,Man City,43,England,2015-16,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57112,Eliaquim Mangala,Defender,Man City,43,France,2015-16,0.0,0.0,8.0,76.0,,0.082,,,1.0,0.423,32.0,7.0,,95.0,23.0,,,23.0,126.0,2.0,1003.0,,,,,,62.0,9.0,,,1.0,2010.0,1.0,21.0,84.0,5.0,17.0,43.0,836.0,,,,18.5955,,4.0,120.0,23.0,,55.0,354.0,6.0,160.0,11.0,324.0,122.0,23.0,,,5.0,,1.0,243.0,18.0,2.0,,,98.0,41.0,988.0,6.0,,176.0,27.0,5.0,7.0,,269.0,36.0,66.0,,41.0,56.0,1296.0,1.0,2.0,,,16.0,634.0,15.0,0.887,31.0,65.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
17336,Gaël Clichy,Defender,Man City,43,France,2015-16,0.0,0.0,0.0,46.0,9.0,0.8886,,,,,28.0,2.0,1.0,83.0,14.0,1.0,,12.0,129.0,18.0,693.0,,,,2.0,,21.0,5.0,,9.0,,1088.0,,9.0,59.0,2.0,31.0,47.0,535.0,,,28.0,9.2273,11.0,5.0,40.0,11.0,,37.0,309.0,6.0,105.0,13.0,293.0,77.0,14.0,,,3.0,,7.0,384.0,9.0,18.0,,,84.0,12.0,675.0,2.0,2.0,214.0,25.0,15.0,3.0,,16.0,10.0,50.0,,29.0,75.0,1026.0,86.0,2.0,1.0,,22.0,189.0,4.0,0.0534,46.0,34.0,3.0,,,,,,,,,,,,,,,,,,,,,,
109006,James Horsfield,Defender,Man City,43,England,2015-16,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160729,Jason Denayer,Defender,Man City,43,Belgium,2015-16,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17740,Jesús Navas,Defender,Man City,43,Spain,2015-16,0.0,0.0,1.0,137.0,14.0,4.9679,,11.0,8.0,2.8028,29.0,20.0,7.0,175.0,34.0,7.0,,24.0,210.0,117.0,1268.0,,4.0,4.0,10.0,53.0,42.0,8.0,1.0,33.0,7.0,2279.0,7.0,33.0,110.0,4.0,74.0,101.0,1018.0,17.0,1.0,2.0,17.2813,47.0,1.0,11.0,22.0,7.0,104.0,99.0,24.0,247.0,38.0,292.0,130.0,34.0,,1.0,5.0,,22.0,847.0,18.0,143.0,,7.0,205.0,9.0,1254.0,12.0,44.0,471.0,24.0,48.0,,,460.0,18.0,21.0,23.0,40.0,417.0,1798.0,12.0,8.0,,4.0,17.0,244.0,10.0,2.8725,35.0,43.0,46.0,2.0,,,,,,,,,,,,,,,,,,,,,
15312,Martín Demichelis,Defender,Man City,43,Argentina,2015-16,0.0,0.0,3.0,46.0,,0.1528,,2.0,,,20.0,3.0,,52.0,20.0,,,10.0,75.0,,551.0,,,,10.0,,48.0,3.0,,,,1015.0,,13.0,68.0,1.0,11.0,33.0,453.0,,,,16.7776,4.0,1.0,76.0,18.0,2.0,33.0,126.0,9.0,114.0,9.0,242.0,47.0,20.0,,,4.0,,2.0,218.0,17.0,,,2.0,66.0,35.0,531.0,3.0,,95.0,16.0,5.0,4.0,,147.0,12.0,35.0,,23.0,36.0,726.0,,1.0,,,16.0,258.0,9.0,0.3196,23.0,29.0,,,,1.0,,,,,,,,,,,,,,,,,,,
