playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,foulWonPenalty,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,unsuccessfulCornersIntoBox,secondGoalAssists,goalAssists,successfulLayoffs,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,oboxTarget,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,expectedGoalsFreekick,throwInsToOppositionPlayer
146941,Aymeric Laporte,Defender,Man City,43,Spain,2021-22,60.0,2.0,1.2517,23.0,1.0,5.0,8.0,2.1906,33.0,30.0,4.0,81.0,33.0,1.0,12.0,33.0,153.0,3.0,2920.0,4.0,2.0,1.0,1.0,84.0,15.0,2.0,4.0,2834.0,4.0,32.0,101.0,1.0,7.0,49.0,2625.0,44.0,1.0,21.9544,9.0,5.0,61.0,23.0,4.0,28.0,1131.0,10.0,0.0,161.0,5.0,3.0,890.0,182.0,33.0,1.0,18.0,1.0,2.0,1219.0,22.0,2.0,3.0,9.0,4.0,77.0,52.0,1.0,2883.0,22.0,6.0,171.0,15.0,6.0,10.0,740.0,14.0,20.0,142.0,159.0,3166.0,13.0,5.0,1.0,1.0,24.0,1550.0,6.0,1.0,4.9019,5.0,72.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102826,Benjamin Mendy,Defender,Man City,43,France,2021-22,10.0,1.0,0.1267,1.0,0.0,,,,2.0,,,4.0,1.0,,,1.0,6.0,8.0,77.0,,,0.0,,3.0,,1.0,,79.0,,3.0,4.0,1.0,3.0,4.0,70.0,1.0,,0.7533,2.0,,,1.0,,7.0,30.0,,0.0,14.0,,0.0,33.0,5.0,1.0,,,,1.0,37.0,,,8.0,1.0,,11.0,,0.0,73.0,,3.0,16.0,2.0,2.0,,3.0,2.0,,1.0,11.0,103.0,8.0,1.0,,,2.0,35.0,,,,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432711,CJ Egan-Riley,Defender,Man City,43,England,2021-22,,,,,0.0,,,,1.0,,,,1.0,,,,,,1.0,,,0.0,,,,,,3.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,0.0,1.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,0.0,1.0,,,,1.0,,,,,,,,2.0,,,,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97299,John Stones,Defender,Man City,43,England,2021-22,16.0,,0.2998,13.0,0.0,3.0,5.0,0.8489,5.0,6.0,,61.0,14.0,,9.0,12.0,83.0,3.0,975.0,1.0,,0.0,1.0,58.0,8.0,,3.0,1118.0,3.0,11.0,66.0,,6.0,19.0,839.0,10.0,,6.4498,4.0,1.0,25.0,6.0,2.0,5.0,201.0,6.0,0.0,82.0,,1.0,284.0,52.0,14.0,,2.0,1.0,1.0,388.0,6.0,,3.0,2.0,2.0,24.0,47.0,0.0,961.0,1.0,3.0,96.0,3.0,8.0,3.0,407.0,3.0,11.0,53.0,83.0,1088.0,19.0,1.0,,1.0,12.0,504.0,2.0,,0.8886,0.0,22.0,34.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,2.0
447880,Josh Wilson-Esbrand,Defender,Man City,43,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121145,João Cancelo,Defender,Man City,43,Portugal,2021-22,203.0,20.0,6.5845,85.0,0.0,31.0,23.0,2.7593,83.0,50.0,21.0,327.0,36.0,,52.0,36.0,435.0,103.0,2951.0,1.0,2.0,1.0,23.0,108.0,19.0,20.0,13.0,3228.0,13.0,51.0,222.0,2.0,81.0,165.0,2377.0,107.0,1.0,24.9531,32.0,5.0,31.0,25.0,8.0,152.0,869.0,26.0,0.0,425.0,22.0,0.0,967.0,217.0,36.0,1.0,29.0,,50.0,1572.0,23.0,,104.0,74.0,8.0,317.0,57.0,0.0,2896.0,27.0,44.0,682.0,54.0,56.0,3.0,649.0,34.0,59.0,139.0,466.0,3908.0,273.0,1.0,2.0,23.0,36.0,964.0,19.0,1.0,3.9555,7.0,108.0,103.0,,1.0,,7.0,4.0,1.0,9.0,9.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0193,9.0
58621,Kyle Walker,Defender,Man City,43,England,2021-22,45.0,6.0,2.1297,30.0,0.0,4.0,2.0,0.4372,15.0,4.0,2.0,95.0,20.0,,12.0,20.0,146.0,29.0,1499.0,,1.0,0.0,3.0,35.0,10.0,6.0,1.0,1755.0,1.0,16.0,53.0,1.0,22.0,34.0,1277.0,23.0,1.0,15.4027,10.0,2.0,15.0,14.0,1.0,29.0,176.0,12.0,0.0,98.0,10.0,0.0,469.0,104.0,20.0,,9.0,,7.0,787.0,13.0,,29.0,13.0,1.0,63.0,19.0,0.0,1483.0,2.0,11.0,219.0,6.0,7.0,4.0,602.0,7.0,14.0,76.0,252.0,1803.0,119.0,1.0,,3.0,20.0,572.0,5.0,,0.2706,1.0,51.0,49.0,,,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.0563,8.0
439510,Luke Mbete,Defender,Man City,43,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Man City,43,Netherlands,2021-22,28.0,,0.4763,17.0,0.0,,2.0,0.4333,16.0,5.0,1.0,60.0,14.0,,9.0,10.0,78.0,1.0,850.0,2.0,,1.0,,51.0,5.0,,,920.0,,14.0,55.0,1.0,7.0,18.0,758.0,10.0,,4.242,2.0,1.0,21.0,3.0,,14.0,274.0,2.0,0.0,83.0,2.0,1.0,311.0,43.0,14.0,,7.0,1.0,2.0,335.0,2.0,1.0,1.0,5.0,,32.0,37.0,0.0,835.0,3.0,1.0,91.0,9.0,,5.0,191.0,9.0,8.0,14.0,74.0,967.0,24.0,2.0,1.0,,10.0,437.0,4.0,,0.6725,0.0,18.0,31.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
206325,Oleksandr Zinchenko,Defender,Man City,43,Ukraine,2021-22,47.0,5.0,2.4962,12.0,0.0,2.0,4.0,0.769,20.0,10.0,2.0,71.0,15.0,,8.0,10.0,90.0,24.0,971.0,,1.0,0.0,2.0,32.0,5.0,5.0,2.0,1044.0,2.0,17.0,44.0,,23.0,29.0,857.0,21.0,,8.4452,12.0,2.0,11.0,9.0,,30.0,433.0,2.0,0.0,91.0,8.0,0.0,287.0,65.0,15.0,,6.0,,5.0,596.0,9.0,,26.0,11.0,,59.0,15.0,0.0,958.0,6.0,10.0,143.0,14.0,7.0,3.0,87.0,11.0,14.0,24.0,164.0,1193.0,67.0,,,2.0,10.0,290.0,4.0,,0.4642,0.0,19.0,25.0,5.0,2.0,1.0,4.0,,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0
