playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,totalRedCards,rightsidePasses,winningGoal,forwardPasses,appearances,timePlayed,touches,gamesPlayed,successfulShortPasses,successfulPassesOppositionHalf,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,goals,offsides,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,duels,recoveries,tacklesLost,leftFootGoals,unsuccessfulDribbles,goalsConcededInsideBox,groundDuels,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,overruns,setPiecesGoals,awayGoals,totalTouchesInOppositionBox,penaltyGoalsConceded,successfulLaunches,homeGoals,redCards2ndYellow,timesTackled,aerialDuelsWon,attemptsFromSetPieces,leftsidePasses,backwardPasses,hitWoodwork,penaltiesTaken,rightFootGoals,headedGoals,penaltyGoals,goalKicks,otherGoals,gkSuccessfulDistribution,lastPlayerTackle,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded
42593,Aleksandar Kolarov,Defender,Man City,43,Serbia,2010-11,0.0,765.0,4.0,395.0,1.0,305.0,0.0,317.0,24.0,1716.0,1443.0,24.0,581.0,373.0,99.0,64.0,790.0,5.0,98.0,7.0,11.0,15.0,40.0,37.0,3.0,133.0,,5.0,1.0,20.0,181.0,1.0,3.0,57.0,34.0,3.0,39.0,,20.0,100.0,1.0,86.0,30.0,37.0,26.0,73.0,21.0,78.0,36.0,198.0,101.0,11.0,1.0,20.0,20.0,164.0,22.0,27.0,29.0,10.0,5.0,17.0,25.0,25.0,28.0,119.0,5.0,34.0,275.0,,48.0,61.0,5.0,1.0,1.0,22.0,2.0,7.0,0.0,1.0,47.0,14.0,10.0,22.0,146.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
80235,Dedryck Boyata,Defender,Man City,43,Belgium,2010-11,1.0,127.0,2.0,48.0,1.0,12.0,0.0,55.0,7.0,347.0,231.0,7.0,100.0,58.0,6.0,6.0,129.0,1.0,11.0,3.0,,,9.0,1.0,,25.0,,,,5.0,27.0,,,,5.0,1.0,3.0,,,21.0,1.0,16.0,,6.0,2.0,14.0,3.0,11.0,2.0,32.0,15.0,4.0,,1.0,2.0,27.0,1.0,1.0,5.0,5.0,1.0,4.0,7.0,,2.0,33.0,2.0,4.0,47.0,,2.0,12.0,2.0,,,2.0,,,,,3.0,5.0,,52.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
7551,Joleon Lescott,Defender,Man City,43,England,2010-11,0.0,800.0,2.0,182.0,0.0,254.0,2.0,380.0,22.0,1882.0,1152.0,22.0,645.0,178.0,9.0,9.0,819.0,1.0,48.0,1.0,3.0,3.0,31.0,6.0,,116.0,1.0,2.0,,20.0,141.0,3.0,2.0,,55.0,9.0,1.0,,17.0,84.0,2.0,46.0,,6.0,1.0,133.0,18.0,31.0,11.0,132.0,67.0,3.0,,3.0,16.0,77.0,3.0,4.0,28.0,4.0,13.0,14.0,29.0,,33.0,36.0,1.0,37.0,501.0,1.0,25.0,56.0,,,1.0,21.0,1.0,15.0,2.0,,13.0,38.0,,121.0,64.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0
40691,Jérôme Boateng,Defender,Man City,43,Germany,2010-11,0.0,537.0,2.0,224.0,0.0,36.0,0.0,229.0,16.0,1239.0,910.0,16.0,412.0,231.0,36.0,35.0,550.0,1.0,63.0,5.0,3.0,4.0,45.0,10.0,9.0,88.0,,2.0,,14.0,117.0,,,,28.0,4.0,5.0,,13.0,77.0,,62.0,,40.0,8.0,51.0,12.0,50.0,11.0,140.0,62.0,8.0,,4.0,12.0,112.0,6.0,5.0,37.0,6.0,4.0,22.0,19.0,,21.0,84.0,2.0,21.0,207.0,1.0,29.0,33.0,3.0,,,11.0,1.0,2.0,,,14.0,15.0,,225.0,60.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12450,Kolo Touré,Defender,Man City,43,Cote d’Ivoire,2010-11,0.0,912.0,1.0,143.0,1.0,168.0,0.0,410.0,22.0,1845.0,1260.0,22.0,762.0,236.0,,,931.0,2.0,57.0,,4.0,2.0,48.0,4.0,,90.0,,,,21.0,122.0,1.0,,,78.0,9.0,,,34.0,107.0,1.0,63.0,,,1.0,154.0,14.0,23.0,9.0,164.0,90.0,16.0,,1.0,13.0,86.0,2.0,1.0,32.0,6.0,11.0,12.0,40.0,,47.0,7.0,2.0,31.0,573.0,,32.0,46.0,1.0,,0.0,11.0,2.0,8.0,1.0,1.0,6.0,44.0,,301.0,52.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
20492,Micah Richards,Defender,Man City,43,England,2010-11,0.0,477.0,2.0,180.0,0.0,32.0,0.0,171.0,18.0,1401.0,885.0,18.0,396.0,207.0,12.0,12.0,483.0,4.0,75.0,1.0,4.0,2.0,28.0,6.0,,69.0,1.0,5.0,,16.0,81.0,1.0,3.0,,60.0,8.0,1.0,,17.0,101.0,1.0,58.0,,38.0,5.0,79.0,15.0,58.0,15.0,176.0,55.0,4.0,,19.0,14.0,116.0,4.0,1.0,24.0,15.0,7.0,16.0,20.0,,6.0,107.0,2.0,13.0,196.0,,12.0,25.0,,,1.0,30.0,1.0,2.0,0.0,,32.0,43.0,,220.0,60.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0
19053,Nedum Onuoha,Defender,Man City,43,England,2010-11,0.0,925.0,,410.0,0.0,96.0,2.0,523.0,31.0,2673.0,1657.0,31.0,651.0,369.0,20.0,20.0,941.0,1.0,94.0,7.0,6.0,6.0,60.0,15.0,2.0,194.0,1.0,4.0,,31.0,250.0,1.0,,,77.0,8.0,7.0,1.0,34.0,147.0,6.0,104.0,,90.0,9.0,143.0,44.0,60.0,23.0,241.0,137.0,16.0,1.0,13.0,38.0,164.0,9.0,4.0,44.0,21.0,18.0,21.0,57.0,,40.0,162.0,6.0,50.0,329.0,,56.0,67.0,1.0,,1.0,33.0,3.0,16.0,0.0,,26.0,43.0,,229.0,93.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,2.0
20658,Pablo Zabaleta,Defender,Man City,43,Argentina,2010-11,1.0,919.0,5.0,307.0,1.0,232.0,4.0,446.0,26.0,1945.0,1597.0,26.0,733.0,411.0,43.0,43.0,951.0,8.0,125.0,9.0,7.0,4.0,80.0,11.0,2.0,166.0,2.0,4.0,,21.0,197.0,2.0,3.0,,80.0,8.0,9.0,,36.0,160.0,,116.0,,24.0,15.0,92.0,13.0,89.0,29.0,285.0,104.0,19.0,,4.0,13.0,205.0,7.0,14.0,61.0,7.0,7.0,40.0,69.0,,21.0,171.0,4.0,21.0,352.0,2.0,31.0,67.0,1.0,,1.0,22.0,1.0,1.0,1.0,,22.0,44.0,,151.0,122.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
94685,Reece Wabara,Defender,Man City,43,England,2010-11,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,3.0,,,,4.0,0.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
56006,Ryan McGivern,Defender,Man City,43,Northern Ireland,2010-11,0.0,14.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,20.0,20.0,1.0,13.0,5.0,,,14.0,0.0,2.0,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,2.0,,,,,,1.0,,,,,,1.0,,,,2.0,,,8.0,,,,,,,,,,,,,,,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
17476,Vincent Kompany,Defender,Man City,43,Belgium,2010-11,0.0,1750.0,,301.0,0.0,463.0,0.0,804.0,37.0,3330.0,2468.0,37.0,1380.0,397.0,5.0,5.0,1780.0,6.0,107.0,1.0,6.0,2.0,100.0,5.0,6.0,185.0,1.0,1.0,,37.0,257.0,,,,104.0,18.0,1.0,1.0,31.0,204.0,2.0,131.0,,,15.0,336.0,32.0,76.0,12.0,311.0,209.0,19.0,,6.0,30.0,207.0,3.0,5.0,81.0,19.0,32.0,45.0,87.0,,143.0,6.0,,60.0,1127.0,,72.0,100.0,1.0,,,31.0,3.0,11.0,,,20.0,73.0,,428.0,85.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0
1940,Wayne Bridge,Defender,Man City,43,England,2010-11,0.0,568.0,2.0,265.0,0.0,194.0,0.0,301.0,18.0,1497.0,1072.0,18.0,405.0,264.0,47.0,38.0,579.0,0.0,74.0,12.0,3.0,,37.0,1.0,2.0,86.0,2.0,,,16.0,133.0,,1.0,10.0,39.0,2.0,17.0,,27.0,65.0,7.0,53.0,3.0,28.0,20.0,88.0,34.0,47.0,7.0,139.0,89.0,9.0,,10.0,27.0,100.0,1.0,12.0,28.0,9.0,7.0,6.0,20.0,6.0,41.0,138.0,1.0,50.0,199.0,,47.0,30.0,1.0,,,6.0,2.0,29.0,,,31.0,12.0,1.0,35.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
