playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,groundDuelsLost,rightsidePasses,winningGoal,duels,forwardPasses,recoveries,appearances,gamesPlayed,successfulPassesOppositionHalf,totalPasses,timesTackled,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,totalFoulsConceded,interceptions,backwardPasses,timePlayed,touches,successfulPassesOwnHalf,successfulShortPasses,yellowCards,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,setPiecesGoals,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,totalFoulsWon,homeGoals,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,penaltyGoalsConceded,rightFootGoals,clearancesOffTheLine,hitWoodwork,handballsConceded,secondGoalAssists,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,headedGoals,ownGoalScored,lastPlayerTackle,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
42593,Aleksandar Kolarov,Defender,Man City,43,Serbia,2012-13,65.0,1.0486,0.0,42.0,185.0,2.0,132.0,157.0,55.0,20.0,20.0,238.0,456.0,12.0,89.0,0.0,451.0,9.0,195.0,19.0,22.0,100.0,1050.0,811.0,141.0,340.0,4.0,14.0,0.734,11.0,4.0,1.0,0.6641,33.0,12.0,78.0,1.0,2.0,1.0,11.0,98.0,42.0,1.0,4.0,0.0,16.0,28.0,43.0,4.0,5.0,21.0,2.0,2.0,23.0,67.0,4.0,47.0,7.0,16.0,11.0,11.3127,13.0,3.0,39.0,14.0,5.0,11.0,1.0,5.0,5.0,1.0,3.0,10.0,67.0,25.0,5.0,20.0,8.0,16.0,28.0,3.0,2.0,12.0,14.0,20.0,18.0,77.0,3.0,16.0,19.0,1.0469,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17336,Gaël Clichy,Defender,Man City,43,France,2012-13,112.0,1.5558,0.0,69.0,574.0,0.0,266.0,520.0,172.0,28.0,28.0,589.0,1311.0,35.0,189.0,0.0,1290.0,2.0,372.0,18.0,68.0,171.0,2333.0,2084.0,524.0,1025.0,3.0,16.0,,1.0,3.0,4.0,0.45,90.0,7.0,177.0,,2.0,1.0,26.0,214.0,71.0,,5.0,,2.0,,77.0,11.0,,16.0,6.0,6.0,43.0,154.0,6.0,120.0,,16.0,31.0,20.1559,17.0,8.0,102.0,25.0,,13.0,,,21.0,,14.0,19.0,71.0,,,34.0,4.0,12.0,69.0,17.0,5.0,,46.0,,72.0,225.0,2.0,2.0,35.0,0.7353,37.0,57.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
7551,Joleon Lescott,Defender,Man City,43,England,2012-13,47.0,0.0922,0.0,21.0,286.0,0.0,118.0,340.0,70.0,26.0,26.0,196.0,823.0,4.0,54.0,0.0,814.0,9.0,94.0,9.0,26.0,55.0,1544.0,1055.0,541.0,708.0,3.0,,,,1.0,,0.6708,22.0,3.0,72.0,,,,17.0,86.0,1.0,1.0,2.0,0.0,,,64.0,7.0,1.0,,,,26.0,71.0,3.0,33.0,,12.0,1.0,18.4526,,7.0,124.0,16.0,,8.0,1.0,1.0,5.0,,1.0,13.0,1.0,,,38.0,2.0,1.0,17.0,3.0,21.0,,142.0,,29.0,3.0,1.0,,24.0,0.2498,14.0,26.0,,,,3.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
103040,Karim Rekik,Defender,Man City,43,Netherlands,2012-13,3.0,0.0213,0.0,2.0,32.0,0.0,13.0,13.0,4.0,1.0,1.0,34.0,60.0,,7.0,0.0,59.0,,9.0,2.0,,13.0,84.0,82.0,19.0,53.0,0.0,,,,,1.0,,1.0,,7.0,,,,1.0,7.0,1.0,,,,,,6.0,,,,,,1.0,10.0,,5.0,,,,0.3955,,,3.0,,,4.0,,,,,,,1.0,,,5.0,,,1.0,,,,2.0,,,8.0,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450,Kolo Touré,Defender,Man City,43,Cote d’Ivoire,2012-13,35.0,0.3032,0.0,17.0,68.0,0.0,72.0,175.0,29.0,15.0,15.0,144.0,430.0,4.0,42.0,0.0,422.0,5.0,72.0,12.0,15.0,36.0,917.0,603.0,234.0,364.0,2.0,,,2.0,,1.0,,19.0,3.0,38.0,,,,10.0,52.0,4.0,,1.0,,4.0,,30.0,5.0,,,,,18.0,37.0,4.0,25.0,,8.0,8.0,5.4987,7.0,1.0,80.0,8.0,1.0,2.0,,,5.0,,1.0,4.0,4.0,,1.0,12.0,3.0,1.0,14.0,4.0,9.0,,151.0,,14.0,7.0,3.0,4.0,20.0,0.2041,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18573,Maicon,Defender,Man City,43,Brazil,2012-13,33.0,1.2858,0.0,28.0,12.0,0.0,61.0,105.0,26.0,9.0,9.0,164.0,309.0,14.0,45.0,0.0,304.0,5.0,93.0,10.0,9.0,43.0,516.0,467.0,101.0,245.0,0.0,6.0,,2.0,2.0,2.0,0.3612,8.0,8.0,42.0,,,,4.0,50.0,24.0,,,,1.0,1.0,16.0,2.0,,6.0,4.0,4.0,5.0,28.0,,17.0,,25.0,1.0,5.0425,10.0,,16.0,2.0,2.0,3.0,,,1.0,,7.0,2.0,25.0,,2.0,11.0,6.0,5.0,7.0,6.0,3.0,,149.0,1.0,14.0,47.0,,1.0,9.0,0.4887,8.0,10.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
84702,Matija Nastasic,Defender,Man City,43,Serbia,2012-13,75.0,0.5404,0.0,40.0,344.0,0.0,187.0,395.0,85.0,21.0,21.0,255.0,968.0,8.0,82.0,0.0,951.0,,144.0,24.0,26.0,50.0,1823.0,1223.0,586.0,758.0,1.0,,,1.0,3.0,,0.1458,31.0,7.0,103.0,,,,21.0,127.0,1.0,,,,,,105.0,11.0,,,7.0,7.0,35.0,112.0,6.0,42.0,,15.0,,12.1432,2.0,11.0,128.0,17.0,1.0,11.0,,,2.0,,,11.0,1.0,,1.0,70.0,4.0,1.0,29.0,,10.0,,179.0,,83.0,2.0,2.0,,23.0,0.4392,24.0,39.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
20492,Micah Richards,Defender,Man City,43,England,2012-13,22.0,0.1847,0.0,15.0,36.0,0.0,66.0,84.0,25.0,7.0,7.0,89.0,237.0,6.0,35.0,0.0,234.0,,42.0,8.0,14.0,30.0,618.0,377.0,125.0,203.0,2.0,2.0,,2.0,4.0,1.0,0.9999,11.0,8.0,23.0,,,,7.0,25.0,1.0,,2.0,,2.0,,31.0,3.0,,2.0,7.0,7.0,7.0,44.0,,20.0,,18.0,3.0,8.779,3.0,,40.0,4.0,3.0,4.0,,,1.0,,3.0,4.0,1.0,,3.0,24.0,4.0,3.0,10.0,5.0,5.0,,87.0,,9.0,23.0,2.0,2.0,2.0,0.632,2.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
20658,Pablo Zabaleta,Defender,Man City,43,Argentina,2012-13,152.0,2.2223,0.0,106.0,136.0,2.0,349.0,487.0,105.0,30.0,30.0,647.0,1307.0,27.0,257.0,0.0,1279.0,1.0,344.0,45.0,56.0,185.0,2652.0,2106.0,477.0,1069.0,7.0,11.0,,5.0,9.0,4.0,3.1023,113.0,16.0,166.0,,2.0,1.0,29.0,194.0,58.0,2.0,4.0,0.0,6.0,,92.0,11.0,1.0,11.0,13.0,13.0,46.0,197.0,9.0,151.0,,72.0,40.0,23.5545,16.0,6.0,111.0,32.0,4.0,34.0,2.0,1.0,29.0,1.0,6.0,23.0,58.0,,4.0,46.0,7.0,26.0,84.0,4.0,7.0,,499.0,,44.0,226.0,2.0,6.0,23.0,2.7878,28.0,52.0,2.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
17476,Vincent Kompany,Defender,Man City,43,Belgium,2012-13,64.0,0.651,1.0,43.0,282.0,0.0,171.0,437.0,164.0,26.0,26.0,287.0,1297.0,4.0,110.0,1.0,1282.0,,149.0,34.0,44.0,66.0,2239.0,1643.0,870.0,1027.0,3.0,,,7.0,2.0,,0.1981,54.0,8.0,92.0,,,,26.0,140.0,,1.0,,0.0,2.0,,61.0,9.0,,,2.0,2.0,21.0,107.0,4.0,67.0,,23.0,,17.1414,4.0,14.0,177.0,21.0,9.0,6.0,1.0,,11.0,,1.0,17.0,,,9.0,40.0,6.0,1.0,43.0,7.0,12.0,,512.0,,130.0,5.0,2.0,2.0,41.0,1.2224,48.0,38.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
