playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,groundDuelsLost,winningGoal,duels,recoveries,appearances,totalShots,unsuccessfulShortPasses,gamesPlayed,unsuccessfulDribbles,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,substituteOn,totalLossesOfPossession,blocks,totalFoulsConceded,interceptions,successfulLongPasses,timePlayed,touches,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,totalTouchesInOppositionBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,starts,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,totalFoulsWon,homeGoals,tacklesLost,leftFootGoals,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,aerialDuelsWon,cornersWon,tacklesWon,successfulDribbles,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLayoffs,handballsConceded,setPiecesGoals,penaltiesTaken,rightFootGoals,headedGoals,penaltyGoals,redCards2ndYellow,throwInsToOppositionPlayer,ownGoalScored,clearancesOffTheLine,penaltiesConceded,lastPlayerTackle,punches,catches,savesMade,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,goalkeeperSmother,forwardPasses,drops,crossesNotClaimed,savesMadeParried,penaltiesSaved,savesFromPenalty
80235,Dedryck Boyata,Defender,Man City,43,Belgium,2009-10,8.0,0.0,6.0,0.0,15.0,7.0,3.0,,9.0,3.0,1.0,7.0,11.0,39.0,3.0,12.0,0.0,39.0,,2.0,18.0,,3.0,2.0,2.0,124.0,64.0,5.0,21.0,26.0,,1.0,2.0,5.0,,,,4.0,,,,,1.0,,,,,,3.0,,,2.0,7.0,2.0,6.0,,,,1.0,10.0,2.0,1.0,,,,,,1.0,,4.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80792,Greg Cunningham,Defender,Man City,43,Ireland,2009-10,,0.0,,0.0,,,2.0,,,2.0,,2.0,,4.0,,,0.0,4.0,,2.0,,,,,,2.0,5.0,,2.0,4.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56385,Javan Vidal,Defender,Man City,43,England,2009-10,,0.0,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17271,Javier Garrido,Defender,Man City,43,Spain,2009-10,16.0,0.0,13.0,0.0,52.0,27.0,9.0,2.0,53.0,9.0,1.0,171.0,68.0,384.0,4.0,45.0,0.0,374.0,1.0,2.0,99.0,,7.0,10.0,22.0,633.0,548.0,15.0,149.0,294.0,2.0,1.0,15.0,23.0,4.0,2.0,1.0,20.0,,,,,7.0,10.0,1.0,2.0,1.0,,7.0,1.0,4.0,3.0,36.0,1.0,32.0,,2.0,1.0,3.0,24.0,5.0,11.0,0.0,3.0,1.0,4.0,13.0,4.0,1.0,17.0,1.0,3.0,,57.0,2.0,,1.0,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
7551,Joleon Lescott,Defender,Man City,43,England,2009-10,57.0,0.0,19.0,0.0,137.0,53.0,19.0,7.0,125.0,19.0,2.0,116.0,184.0,680.0,6.0,60.0,0.0,659.0,5.0,1.0,269.0,16.0,12.0,43.0,38.0,1655.0,976.0,56.0,381.0,458.0,20.0,1.0,59.0,39.0,1.0,1.0,2.0,27.0,1.0,1.0,1.0,,18.0,,1.0,1.0,0.0,,77.0,3.0,1.0,38.0,80.0,5.0,41.0,,3.0,2.0,10.0,149.0,31.0,14.0,1.0,3.0,1.0,26.0,,39.0,,24.0,,,,2.0,,,,2.0,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
12450,Kolo Touré,Defender,Man City,43,Cote d’Ivoire,2009-10,116.0,0.0,47.0,0.0,282.0,108.0,31.0,7.0,166.0,31.0,5.0,309.0,243.0,1160.0,15.0,150.0,0.0,1110.0,3.0,,392.0,24.0,17.0,85.0,98.0,2709.0,1722.0,78.0,608.0,819.0,24.0,1.0,77.0,70.0,,5.0,4.0,69.0,5.0,,2.0,,31.0,5.0,1.0,,0.0,1.0,132.0,8.0,,69.0,166.0,5.0,103.0,,3.0,5.0,22.0,257.0,36.0,17.0,1.0,15.0,1.0,31.0,5.0,63.0,6.0,54.0,17.0,,,8.0,3.0,,,,,,,,,,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,
20492,Micah Richards,Defender,Man City,43,England,2009-10,100.0,0.0,67.0,2.0,237.0,56.0,23.0,14.0,112.0,23.0,8.0,222.0,134.0,570.0,24.0,141.0,0.0,557.0,6.0,4.0,286.0,8.0,31.0,34.0,17.0,1647.0,1028.0,23.0,217.0,419.0,38.0,2.0,22.0,43.0,3.0,4.0,8.0,28.0,2.0,1.0,,,19.0,12.0,3.0,,1.0,,96.0,3.0,3.0,33.0,137.0,4.0,74.0,,3.0,6.0,9.0,93.0,26.0,25.0,2.0,5.0,,22.0,12.0,63.0,9.0,23.0,21.0,,,91.0,6.0,,2.0,,,,2.0,1.0,,,65.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
19053,Nedum Onuoha,Defender,Man City,43,England,2009-10,18.0,0.0,11.0,0.0,44.0,16.0,10.0,3.0,52.0,10.0,4.0,86.0,67.0,238.0,4.0,34.0,0.0,235.0,1.0,5.0,102.0,4.0,5.0,11.0,11.0,571.0,377.0,13.0,85.0,160.0,10.0,0.0,15.0,18.0,,1.0,2.0,15.0,1.0,1.0,1.0,,5.0,5.0,1.0,,0.0,,10.0,,,7.0,26.0,,23.0,,,2.0,3.0,41.0,11.0,6.0,1.0,3.0,1.0,11.0,5.0,3.0,,12.0,2.0,,,26.0,,,,,,,,,,,6.0,,,1.0,2.0,,,,,,,,,,,,,,,,,
20658,Pablo Zabaleta,Defender,Man City,43,Argentina,2009-10,130.0,1.0,95.0,0.0,306.0,118.0,27.0,6.0,193.0,27.0,11.0,431.0,256.0,1054.0,27.0,239.0,0.0,1024.0,6.0,4.0,439.0,6.0,35.0,71.0,66.0,2101.0,1825.0,63.0,384.0,732.0,23.0,8.0,63.0,67.0,17.0,6.0,,104.0,3.0,1.0,6.0,,23.0,52.0,,1.0,,,67.0,7.0,17.0,35.0,176.0,3.0,144.0,,4.0,16.0,18.0,99.0,24.0,33.0,,25.0,,21.0,53.0,32.0,10.0,79.0,7.0,,,219.0,1.0,,,,,,,,,1.0,45.0,,,,,,,,,,,,,,,,,,,,,
1627,Sylvinho,Defender,Man City,43,Brazil,2009-10,17.0,0.0,16.0,0.0,40.0,17.0,10.0,4.0,44.0,10.0,1.0,135.0,54.0,307.0,7.0,36.0,0.0,303.0,3.0,4.0,84.0,3.0,5.0,8.0,7.0,485.0,461.0,13.0,121.0,246.0,2.0,2.0,10.0,11.0,3.0,1.0,1.0,11.0,,,2.0,,6.0,8.0,,,,,4.0,,3.0,1.0,23.0,1.0,20.0,,1.0,3.0,1.0,8.0,11.0,3.0,,4.0,,10.0,8.0,3.0,2.0,7.0,6.0,,,63.0,3.0,,,1.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
