playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,timePlayed,duelsWon,groundDuelsWon,successfulShortPasses,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,leftsidePasses,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,setPiecesGoals,goalAssists,goals,awayGoals,oboxBlocked,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,putthroughBlockedDistribution,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,ownGoalScored,successfulLaunches,totalClearances,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,leftFootGoals,unsuccessfulDribbles,freekickTotal,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,attemptsFromSetPieces,totalFoulsConceded,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,offsides,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulCornersIntoBox,hitWoodwork,secondGoalAssists,foulWonPenalty,unsuccessfulLayoffs,penaltiesConceded,rightFootGoals,headedGoals,penaltiesTaken,penaltyGoals,goalkeeperSmother,crossesNotClaimed
42593,Aleksandar Kolarov,Defender,Man City,43,Serbia,2016-17,102.0,1.9397,0.0,46.0,137.0,29.0,1.0,27.0,289.0,15.0,1860.0,2.0,123.0,2533.0,185.0,103.0,1450.0,21.7532,14.0,27.0,61.0,817.0,38.0,0.0,287.0,635.0,166.0,29.0,13.0,750.0,24.0,15.0,15.0,164.0,82.0,0.0,1807.0,360.0,33.0,205.0,46.0,121.0,203.0,2419.0,,92.0,833.0,6.0,152.0,74.0,9.0,0.4921,7.0,10.0,1.8701,25.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,8.0,8.0,12.0,1.0,1.0,41.0,3.0,26.0,2.0,24.0,17.0,1.0,1.0,23.0,156.0,1.0,9.0,0.0,8.0,1.0,8.0,7.0,1.0,15.0,8.0,22.0,10.0,7.0,34.0,93.0,6.0,17.0,1.0,1.2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37748,Bacary Sagna,Defender,Man City,43,France,2016-17,42.0,0.7514,0.0,23.0,63.0,17.0,6.0,14.0,94.0,23.0,831.0,3.0,68.0,1345.0,73.0,34.0,715.0,10.2982,7.0,14.0,13.0,59.0,8.0,0.0,115.0,258.0,60.0,17.0,9.0,359.0,12.0,23.0,4.0,47.0,39.0,0.0,822.0,137.0,14.0,354.0,20.0,22.0,160.0,1115.0,1.0,26.0,381.0,2.0,31.0,34.0,3.0,,1.0,1.0,,3.0,,,1.0,,,1.0,,6.0,,3.0,1.0,1.0,29.0,2.0,12.0,,11.0,8.0,,,3.0,48.0,,4.0,,,,1.0,,,2.0,6.0,3.0,3.0,,3.0,114.0,1.0,1.0,,0.1088,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
17336,Gaël Clichy,Defender,Man City,43,France,2016-17,85.0,1.4827,0.0,44.0,136.0,25.0,6.0,24.0,215.0,19.0,1454.0,1.0,70.0,2125.0,91.0,61.0,1195.0,18.5736,16.0,24.0,45.0,610.0,8.0,0.0,176.0,530.0,132.0,25.0,12.0,732.0,22.0,19.0,10.0,106.0,30.0,0.0,1437.0,274.0,32.0,84.0,53.0,44.0,230.0,1980.0,3.0,45.0,514.0,2.0,79.0,65.0,7.0,,,1.0,0.6488,2.0,3.0,,,1.0,0.0,,,8.0,,7.0,,,40.0,2.0,39.0,,11.0,18.0,1.0,,10.0,86.0,,16.0,1.0,,,2.0,,,1.0,3.0,9.0,2.0,,12.0,202.0,,6.0,1.0,0.0576,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,
160729,Jason Denayer,Defender,Man City,43,Belgium,2016-17,80.0,0.189,0.0,35.0,71.0,24.0,6.0,22.0,117.0,9.0,586.0,2.0,62.0,1878.0,74.0,47.0,428.0,34.8934,2.0,30.0,45.0,155.0,7.0,0.0,154.0,224.0,97.0,24.0,12.0,207.0,28.0,9.0,13.0,92.0,27.0,0.0,578.0,158.0,23.0,129.0,34.0,41.0,78.0,869.0,5.0,26.0,263.0,2.0,46.0,32.0,1.0,,2.0,2.0,0.4,4.0,,,,,,2.0,,5.0,1.0,1.0,1.0,1.0,35.0,2.0,24.0,,6.0,3.0,2.0,1.0,7.0,80.0,,16.0,,1.0,,4.0,,,2.0,2.0,5.0,19.0,,17.0,11.0,2.0,10.0,1.0,0.4131,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
17740,Jesús Navas,Defender,Man City,43,Spain,2016-17,44.0,2.0361,0.0,19.0,74.0,24.0,4.0,12.0,95.0,73.0,582.0,12.0,25.0,1058.0,54.0,45.0,460.0,13.296,20.0,17.0,28.0,48.0,11.0,0.0,98.0,145.0,60.0,24.0,1.0,370.0,16.0,76.0,11.0,73.0,9.0,0.0,578.0,213.0,18.0,221.0,22.0,27.0,168.0,890.0,6.0,16.0,133.0,2.0,21.0,27.0,12.0,,2.0,2.0,0.3635,6.0,2.0,,,,,1.0,8.0,1.0,1.0,16.0,1.0,1.0,16.0,1.0,30.0,4.0,53.0,7.0,1.0,,3.0,13.0,1.0,15.0,,1.0,,1.0,,1.0,4.0,18.0,15.0,1.0,,6.0,58.0,1.0,3.0,,0.2383,3.0,,,,,,,,,,,,,,,,3.0,1.0,,,1.0,,,,,,,
97299,John Stones,Defender,Man City,43,England,2016-17,46.0,0.3481,0.0,25.0,67.0,27.0,6.0,23.0,121.0,,1465.0,4.0,76.0,2013.0,104.0,55.0,1284.0,21.3893,4.0,29.0,19.0,363.0,9.0,0.0,150.0,443.0,114.0,27.0,5.0,445.0,27.0,,5.0,74.0,49.0,0.0,1437.0,138.0,20.0,547.0,38.0,60.0,112.0,1761.0,3.0,32.0,899.0,1.0,54.0,58.0,,,2.0,2.0,0.0543,11.0,,,,,,,,4.0,,,2.0,2.0,27.0,2.0,22.0,,23.0,3.0,2.0,,8.0,114.0,2.0,14.0,,,,1.0,,2.0,9.0,1.0,21.0,14.0,,8.0,19.0,,5.0,,1.1529,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57410,Nicolás Otamendi,Defender,Man City,43,Argentina,2016-17,118.0,1.2002,0.0,68.0,143.0,30.0,1.0,29.0,229.0,2.0,1946.0,1.0,185.0,2592.0,222.0,104.0,1635.0,22.7509,5.0,28.0,51.0,524.0,26.0,0.0,340.0,753.0,173.0,30.0,17.0,628.0,27.0,2.0,10.0,155.0,118.0,0.0,1902.0,258.0,51.0,547.0,83.0,82.0,122.0,2438.0,1.0,44.0,1090.0,9.0,86.0,71.0,1.0,,4.0,3.0,0.5626,11.0,5.0,,1.0,1.0,0.0,,,9.0,1.0,1.0,1.0,1.0,67.0,1.0,22.0,,37.0,,2.0,,10.0,189.0,4.0,15.0,1.0,1.0,,4.0,,4.0,8.0,6.0,11.0,15.0,,30.0,11.0,,15.0,3.0,1.0581,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,
20658,Pablo Zabaleta,Defender,Man City,43,Argentina,2016-17,51.0,0.5145,0.0,41.0,72.0,20.0,1.0,11.0,98.0,13.0,573.0,9.0,39.0,1059.0,87.0,64.0,459.0,11.7466,10.0,18.0,35.0,57.0,15.0,1.0,138.0,193.0,54.0,20.0,16.0,291.0,16.0,13.0,10.0,99.0,23.0,0.0,562.0,151.0,25.0,216.0,24.0,16.0,107.0,897.0,3.0,15.0,186.0,2.0,26.0,22.0,2.0,,3.0,2.0,0.9669,4.0,,,1.0,1.0,0.0,1.0,,2.0,,2.0,1.0,1.0,16.0,2.0,26.0,,13.0,17.0,1.0,,5.0,41.0,2.0,14.0,1.0,,,5.0,,2.0,2.0,6.0,8.0,,,14.0,106.0,1.0,10.0,,0.6705,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
109646,Tosin Adarabioyo,Defender,Man City,43,England,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17476,Vincent Kompany,Defender,Man City,43,Belgium,2016-17,32.0,0.3826,0.0,14.0,42.0,11.0,,10.0,68.0,,558.0,1.0,28.0,823.0,41.0,22.0,455.0,5.6427,2.0,6.0,23.0,93.0,6.0,2.0,73.0,204.0,51.0,11.0,4.0,171.0,6.0,,2.0,45.0,19.0,0.0,551.0,73.0,10.0,241.0,16.0,35.0,20.0,666.0,3.0,17.0,320.0,5.0,26.0,22.0,1.0,,1.0,3.0,0.9227,8.0,,,,3.0,2.0,,,4.0,,1.0,,,9.0,,7.0,,17.0,,,,2.0,41.0,1.0,1.0,1.0,,,,,1.0,5.0,1.0,2.0,4.0,,19.0,2.0,,10.0,,0.481,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,,,,
