playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goalKicks,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,expectedGoalsOnTarget,throughBalls,setPiecesGoals,goals,offsides,awayGoals,oboxBlocked,shotsBlockedInBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,handballsConceded,expectedGoalsFreekick,overruns,goalAssists,successfulLayoffs,shotsOnTargetOutsideBox,unsuccessfulLayoffs,penaltiesConceded,homeGoals,penaltiesTaken,oboxTarget,iboxBlocked,cornersWon,penaltyGoals,shotsBlockedOutsideBox,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,headedGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,secondGoalAssists,foulWonPenalty
578153,Abdukodir Khusanov,Defender,Man City,43,Uzbekistan,2025-26,36.0,1.0,0.5682,0.0,1.0,27.0,7.0,51.0,21.0,15.0,89.0,2.0,1080.0,3.0,6.0,30.0,5.0,1.0,1.0,1429.0,1.0,15.0,55.0,1.0,22.0,40.0,950.0,8.0,10.0,1.0,18.957,6.0,12.0,56.0,13.0,21.0,241.0,6.0,0.0,91.0,9.0,303.0,75.0,21.0,7.0,2.0,2.0,433.0,12.0,2.0,4.0,61.0,15.0,0.0,3.0,1064.0,6.0,116.0,20.0,7.0,9.0,469.0,14.0,33.0,41.0,67.0,1304.0,25.0,3.0,22.0,559.0,5.0,0.6793,2.0,38.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97299,John Stones,Defender,Man City,43,England,2025-26,6.0,,0.0876,0.0,,1.0,,14.0,9.0,5.0,20.0,4.0,302.0,1.0,4.0,13.0,,,,439.0,,2.0,14.0,1.0,5.0,3.0,275.0,2.0,,1.0,10.0816,1.0,,21.0,10.0,4.0,65.0,,0.0,20.0,3.0,102.0,19.0,9.0,,,,119.0,9.0,4.0,1.0,7.0,11.0,0.0,1.0,297.0,,28.0,1.0,2.0,6.0,110.0,,3.0,7.0,25.0,351.0,,3.0,4.0,163.0,,,0.0,6.0,8.0,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
477424,Josko Gvardiol,Defender,Man City,43,Croatia,2025-26,48.0,1.0,0.7146,0.0,6.0,18.0,13.0,71.0,18.0,16.0,111.0,1.0,1047.0,23.0,2.0,53.0,5.0,1.0,4.0,1374.0,4.0,24.0,56.0,3.0,20.0,27.0,898.0,32.0,1.0,,15.1987,2.0,7.0,61.0,13.0,24.0,417.0,7.0,0.0,104.0,8.0,366.0,50.0,18.0,5.0,1.0,4.0,495.0,10.0,1.0,8.0,51.0,29.0,0.0,23.0,1010.0,7.0,135.0,13.0,2.0,10.0,191.0,16.0,15.0,38.0,73.0,1249.0,14.0,4.0,20.0,442.0,7.0,2.3961,2.0,40.0,41.0,4.0,2.5209,3.0,,2.0,,0.0,3.0,1.0,1.0,,,,1.0,1.0,,2.0,2.0,1.0,,,1.0,2.0,,,1.0,2.0,,3.0,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,
554054,Kaden Braithwaite,Defender,Man City,43,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519909,Kian Noble,Defender,Man City,43,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209036,Marc Guéhi,Defender,Man City,43,England,2025-26,112.0,3.0,0.8681,0.0,9.0,46.0,24.0,128.0,35.0,35.0,239.0,14.0,2309.0,37.0,,158.0,14.0,3.0,4.0,3150.0,4.0,55.0,194.0,7.0,22.0,91.0,1993.0,62.0,,2.0,14.963,15.0,9.0,164.0,35.0,57.0,959.0,38.0,0.0,306.0,13.0,839.0,138.0,35.0,15.0,2.0,4.0,958.0,28.0,14.0,22.0,148.0,103.0,0.0,36.0,2208.0,15.0,300.0,31.0,7.0,23.0,394.0,25.0,50.0,77.0,117.0,2808.0,8.0,,34.0,1115.0,12.0,2.0903,6.0,111.0,78.0,8.0,1.884,3.0,,3.0,,3.0,,3.0,2.0,,,,2.0,,,2.0,3.0,3.0,,1.0,,0.0,,,3.0,3.0,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0
494307,Max Alleyne,Defender,Man City,43,England,2025-26,2.0,,0.0644,0.0,1.0,3.0,2.0,6.0,2.0,2.0,8.0,,128.0,6.0,,3.0,,,1.0,135.0,1.0,,9.0,1.0,1.0,6.0,112.0,3.0,,,1.2181,1.0,3.0,4.0,1.0,2.0,48.0,,0.0,11.0,1.0,32.0,4.0,2.0,,,1.0,57.0,,,2.0,8.0,3.0,0.0,6.0,121.0,1.0,11.0,3.0,3.0,,36.0,,4.0,8.0,12.0,148.0,,1.0,1.0,63.0,,0.259,0.0,2.0,2.0,,0.3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Man City,43,Netherlands,2025-26,18.0,3.0,0.5338,0.0,1.0,8.0,4.0,38.0,18.0,6.0,56.0,1.0,496.0,14.0,12.0,30.0,3.0,3.0,1.0,688.0,1.0,12.0,34.0,1.0,5.0,16.0,433.0,16.0,3.0,,10.744,7.0,,31.0,9.0,6.0,192.0,8.0,0.0,52.0,4.0,171.0,17.0,18.0,3.0,2.0,1.0,226.0,8.0,1.0,1.0,22.0,18.0,0.0,14.0,472.0,3.0,68.0,5.0,,1.0,91.0,3.0,5.0,7.0,42.0,608.0,17.0,2.0,10.0,217.0,2.0,0.7167,1.0,18.0,17.0,2.0,0.3063,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
448514,Rayan Aït-Nouri,Defender,Man City,43,Algeria,2025-26,63.0,3.0,2.0228,0.0,2.0,35.0,8.0,44.0,17.0,12.0,57.0,13.0,590.0,,5.0,23.0,4.0,6.0,1.0,976.0,1.0,9.0,81.0,3.0,28.0,67.0,526.0,27.0,7.0,1.0,12.146,10.0,1.0,18.0,8.0,54.0,288.0,10.0,0.0,144.0,10.0,113.0,49.0,17.0,13.0,,20.0,351.0,5.0,16.0,32.0,121.0,14.0,0.0,,580.0,6.0,130.0,22.0,22.0,1.0,34.0,17.0,13.0,7.0,155.0,875.0,56.0,5.0,11.0,188.0,9.0,0.5946,2.0,13.0,21.0,2.0,0.2062,1.0,,,,,1.0,1.0,,,,,,1.0,,2.0,2.0,5.0,1.0,1.0,,,,1.0,1.0,8.0,,1.0,7.0,3.0,3.0,,,,,,,,,,,,,,,,,,
477064,Rico Lewis,Defender,Man City,43,England,2025-26,20.0,,1.3903,0.0,,5.0,2.0,37.0,11.0,4.0,44.0,2.0,285.0,,7.0,2.0,,,,402.0,,1.0,17.0,,12.0,16.0,232.0,25.0,1.0,,8.5843,6.0,1.0,6.0,7.0,19.0,53.0,9.0,0.0,37.0,3.0,80.0,15.0,11.0,2.0,,2.0,142.0,7.0,2.0,10.0,35.0,1.0,0.0,,280.0,2.0,63.0,3.0,2.0,1.0,99.0,5.0,7.0,9.0,53.0,387.0,33.0,1.0,2.0,99.0,3.0,0.1876,2.0,7.0,5.0,1.0,,4.0,,,,,1.0,,,,,,,,,,1.0,7.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
