season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089875,1,88,Hull_City,Home,9003,9110,Shaun Maloney,shaun-maloney,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089875,1,88,Hull_City,Home,9127,18987,Robert Snodgrass,robert-snodgrass,M,False,2.0,,,10.0,20.0,28.0,5.0,,7.0,,,1.0,,,,3.0,9.0,10.0,,,,,1.0,,,,2.0,,90.0,2.0,,,,,,,16.0,,8.1,,,2.0,,1.0,3.0,7.0,,,,18.0,21.0,32.0,5,3.0,63.0,2.0,5.0,2.0,3.0
2016-17,7089875,1,88,Hull_City,Home,9689,15109,Tom Huddlestone,tom-huddlestone,M,False,,,4.0,13.0,13.0,26.0,2.0,1.0,3.0,,,,1.0,,,,5.0,6.0,,,2.0,,,,,,,,90.0,,,,1.0,,,,8.0,,6.5,,,1.0,,1.0,,,,8.0,,18.0,14.0,32.0,1,4.0,44.0,1.0,1.0,,3.0
2016-17,7089875,1,88,Hull_City,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,5.0,5.0,42.0,47.0,,1.0,3.0,,,,1.0,,,,1.0,3.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,13.0,,6.9,,,,,5.0,,,,17.0,,16.0,44.0,60.0,0,2.0,70.0,,,,2.0
2016-17,7089875,1,88,Hull_City,Home,43442,53371,David Meyler,david-meyler,M,False,,,,17.0,19.0,36.0,1.0,3.0,5.0,,,,,,,,1.0,6.0,,,,,,,,,,,90.0,,,,,,,,9.0,,6.8,,,1.0,,,,,,1.0,,23.0,21.0,44.0,1,1.0,51.0,,2.0,,1.0
2016-17,7089875,1,88,Hull_City,Home,74440,74033,Sam Clucas,sam-clucas,M,False,,,5.0,10.0,37.0,47.0,,1.0,11.0,,,,4.0,,,1.0,6.0,8.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,5.0,,7.1,,,,,4.0,1.0,,,6.0,,11.0,40.0,51.0,0,3.0,71.0,,3.0,1.0,3.0
2016-17,7089875,1,88,Hull_City,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089875,1,88,Hull_City,Home,788980,202174,Greg Luer,greg-luer,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089875,1,88,Hull_City,Home,846028,155509,Greg Olley,greg-olley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090015,2,88,Hull_City,Away,9003,9110,Shaun Maloney,shaun-maloney,M,True,,,,5.0,2.0,7.0,,,,1.0,,1.0,,,,,,3.0,,,,1.0,1.0,,,,1.0,,17.0,1.0,,,,,,,,,8.6,,,,,,,,,,,5.0,2.0,7.0,2,2.0,14.0,,1.0,,1.0
2016-17,7090015,2,88,Hull_City,Away,9127,18987,Robert Snodgrass,robert-snodgrass,M,False,2.0,,3.0,16.0,19.0,33.0,3.0,,4.0,,,1.0,3.0,,,3.0,10.0,2.0,,,1.0,,,,,,6.0,,90.0,,,,,,,,11.0,,7.4,,,,,3.0,,3.0,,3.0,1.0,20.0,22.0,39.0,1,2.0,54.0,,,,2.0
