season,matchId,gameweek,team_id,team,venue,playerId,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2010-11,1379600,1,4,Newcastle_United,Away,794,Shola Ameobi,shola-ameobi,F,True,0.0,0.0,19.0,0.0,,0.0
2010-11,1379600,1,4,Newcastle_United,Away,3093,Xisco,xisco,F,True,0.0,0.0,10.0,0.0,,0.0
2010-11,1379600,1,4,Newcastle_United,Away,18998,Andy Carroll,andy-carroll,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379600,1,1,Manchester_United,Home,34312,Javier Hernández,javier-hernandez,F,True,0.0,0.0,27.0,0.0,,0.0
2010-11,1379600,1,4,Newcastle_United,Away,41541,Nile Ranger,nile-ranger,F,True,,,,,,
2010-11,1379600,1,1,Manchester_United,Home,50130,Federico Macheda,federico-macheda,F,True,,,,,,
2010-11,1379600,1,4,Newcastle_United,Away,69373,Haris Vučkić,haris-vuckic,F,True,,,,,,
2010-11,1379601,1,56,Sunderland,Home,829,Boudewijn Zenden,boudewijn-zenden,F,True,,,,,,
2010-11,1379601,1,41,Birmingham_City,Away,1170,James McFadden,james-mcfadden,F,True,0.0,0.0,44.0,0.0,,0.0
2010-11,1379601,1,41,Birmingham_City,Away,9206,Garry O'Connor,garry-oconnor,F,False,0.0,0.0,57.0,0.0,,0.0
2010-11,1379601,1,56,Sunderland,Home,9663,Darren Bent,darren-bent,F,False,0.0,1.0,83.0,0.0,,0.0
2010-11,1379601,1,41,Birmingham_City,Away,11203,Nikola Žigić,nikola-zigic,F,True,0.0,0.0,33.0,0.0,,0.0
2010-11,1379601,1,41,Birmingham_City,Away,16303,Cameron Jerome,cameron-jerome,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379601,1,56,Sunderland,Home,27771,Fraizer Campbell,fraizer-campbell,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379601,1,56,Sunderland,Home,32052,Martyn Waghorn,martyn-waghorn,F,True,0.0,0.0,1.0,0.0,,0.0
2010-11,1379601,1,56,Sunderland,Home,33902,Danny Welbeck,danny-welbeck,F,True,0.0,0.0,7.0,0.0,,0.0
2010-11,1379602,1,43,Manchester_City,Away,834,Adam Johnson,adam-johnson,F,True,0.0,0.0,23.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,917,Peter Crouch,peter-crouch,F,False,0.0,0.0,68.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,943,Robbie Keane,robbie-keane,F,True,0.0,0.0,22.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,946,Jermain Defoe,jermain-defoe,F,False,0.0,0.0,68.0,0.0,,0.0
2010-11,1379602,1,43,Manchester_City,Away,3094,Emmanuel Adebayor,emmanuel-adebayor,F,True,0.0,0.0,7.0,0.0,,0.0
2010-11,1379602,1,43,Manchester_City,Away,9643,Shaun Wright-Phillips,shaun-wright-phillips,F,False,0.0,0.0,67.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,10936,Roman Pavlyuchenko,roman-pavlyuchenko,F,True,0.0,0.0,22.0,0.0,,0.0
2010-11,1379602,1,43,Manchester_City,Away,11384,Carlos Tévez,carlos-tevez,F,False,0.0,0.0,83.0,0.0,,0.0
2010-11,1379602,1,6,Tottenham_Hotspur,Home,15354,Gareth Bale,gareth-bale,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379602,1,43,Manchester_City,Away,17878,Jô,jo,F,True,,,,,,
2010-11,1379602,1,6,Tottenham_Hotspur,Home,28366,Giovani Dos Santos,giovani-dos-santos,F,True,0.0,0.0,13.0,0.0,,0.0
2010-11,1379603,1,39,Wolverhampton_Wanderers,Home,9216,Steven Fletcher,steven-fletcher,F,False,0.0,1.0,49.0,0.0,,0.0
2010-11,1379603,1,39,Wolverhampton_Wanderers,Home,9684,Sylvan Ebanks-Blake,sylvan-ebanks-blake,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379603,1,110,Stoke_City,Away,10493,Kenwyne Jones,kenwyne-jones,F,False,0.0,0.0,14.0,0.0,,0.0
2010-11,1379603,1,110,Stoke_City,Away,10560,Mamady Sidibe,mamady-sidibe,F,True,0.0,0.0,37.0,0.0,,0.0
2010-11,1379603,1,110,Stoke_City,Away,18169,Ricardo Fuller,ricardo-fuller,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379603,1,39,Wolverhampton_Wanderers,Home,20494,Andy Keogh,andy-keogh,F,True,0.0,0.0,23.0,0.0,,0.0
2010-11,1380091,1,92,Blackpool,Away,1308,Jason Euell,jason-euell,F,True,0.0,0.0,14.0,0.0,,0.0
2010-11,1380091,1,92,Blackpool,Away,9745,Marlon Harewood,marlon-harewood,F,False,1.0,2.0,60.0,0.0,,0.0
2010-11,1380091,1,111,Wigan_Athletic,Home,13500,Jason Scotland,jason-scotland,F,True,,,,,,
2010-11,1380091,1,111,Wigan_Athletic,Home,15668,Hugo Rodallega,hugo-rodallega,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1380091,1,92,Blackpool,Away,20172,Gary Taylor-Fletcher,gary-taylor-fletcher,F,False,0.0,1.0,76.0,0.0,,0.0
2010-11,1380091,1,92,Blackpool,Away,26983,Elliot Grandin,elliot-grandin,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1380091,1,111,Wigan_Athletic,Home,31585,Victor Moses,victor-moses,F,False,0.0,0.0,72.0,0.0,,0.0
2010-11,1380091,1,111,Wigan_Athletic,Home,31973,Mauro Boselli,mauro-boselli,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1380091,1,92,Blackpool,Away,2272730,Brett Ormerod,brett-ormerod,F,False,0.0,0.0,59.0,0.0,,0.0
2010-11,1379604,2,3,Arsenal,Home,1,Robin van Persie,robin-van-persie,F,True,1.0,0.0,28.0,0.0,,0.0
2010-11,1379604,2,3,Arsenal,Home,3233,Marouane Chamakh,marouane-chamakh,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379604,2,92,Blackpool,Away,9745,Marlon Harewood,marlon-harewood,F,False,0.0,0.0,57.0,0.0,,0.0
2010-11,1379604,2,92,Blackpool,Away,20172,Gary Taylor-Fletcher,gary-taylor-fletcher,F,False,0.0,0.0,57.0,0.0,,0.0
2010-11,1379604,2,3,Arsenal,Home,25991,Carlos Vela,carlos-vela,F,True,0.0,0.0,24.0,0.0,,0.0
2010-11,1379604,2,92,Blackpool,Away,26983,Elliot Grandin,elliot-grandin,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379604,2,92,Blackpool,Away,2272730,Brett Ormerod,brett-ormerod,F,True,0.0,0.0,33.0,0.0,,0.0
2010-11,1379605,2,41,Birmingham_City,Home,620,Matt Derbyshire,matt-derbyshire,F,True,0.0,0.0,24.0,0.0,,0.0
2010-11,1379605,2,5,Blackburn_Rovers,Away,743,El-Hadji Diouf,el-hadji-diouf,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379605,2,41,Birmingham_City,Home,1170,James McFadden,james-mcfadden,F,False,1.0,0.0,77.0,0.0,,0.0
2010-11,1379605,2,41,Birmingham_City,Home,9206,Garry O'Connor,garry-oconnor,F,True,,,,,,
2010-11,1379605,2,41,Birmingham_City,Home,11203,Nikola Žigić,nikola-zigic,F,False,0.0,0.0,66.0,0.0,,0.0
2010-11,1379605,2,41,Birmingham_City,Home,16303,Cameron Jerome,cameron-jerome,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379605,2,5,Blackburn_Rovers,Away,22481,Mame Biram Diouf,mame-biram-diouf,F,True,0.0,0.0,17.0,0.0,,0.0
2010-11,1379605,2,5,Blackburn_Rovers,Away,31273,Nikola Kalinić,nikola-kalinic,F,False,0.0,0.0,84.0,0.0,,0.0
2010-11,1379605,2,5,Blackburn_Rovers,Away,33478,Junior Hoilett,junior-hoilett,F,True,0.0,0.0,6.0,0.0,,0.0
2010-11,1379606,2,11,Everton,Home,1158,Tim Cahill,tim-cahill,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379606,2,39,Wolverhampton_Wanderers,Away,9684,Sylvan Ebanks-Blake,sylvan-ebanks-blake,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379606,2,39,Wolverhampton_Wanderers,Away,10481,Kevin Doyle,kevin-doyle,F,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379606,2,11,Everton,Home,15010,Jermaine Beckford,jermaine-beckford,F,False,0.0,0.0,71.0,0.0,,0.0
2010-11,1379606,2,39,Wolverhampton_Wanderers,Away,20494,Andy Keogh,andy-keogh,F,True,,,,,,
2010-11,1379606,2,11,Everton,Home,21764,Marouane Fellaini,marouane-fellaini,F,True,0.0,0.0,8.0,0.0,,0.0
2010-11,1379606,2,11,Everton,Home,51417,Magaye Gueye,magaye-gueye,F,True,,,,,,
2010-11,1379606,2,11,Everton,Home,1422711,Louis Saha,louis-saha,F,True,0.0,0.0,19.0,0.0,,0.0
2010-11,1379607,2,1,Manchester_United,Away,278,Dimitar Berbatov,dimitar-berbatov,F,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379607,2,54,Fulham,Home,9746,Bobby Zamora,bobby-zamora,F,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379607,2,1,Manchester_United,Away,34312,Javier Hernández,javier-hernandez,F,False,0.0,0.0,74.0,0.0,,0.0
2010-11,1379607,2,1,Manchester_United,Away,1421986,Michael Owen,michael-owen,F,True,0.0,0.0,16.0,0.0,,0.0
2010-11,1379608,2,43,Manchester_City,Home,834,Adam Johnson,adam-johnson,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,1876,Ryan Babel,ryan-babel,F,True,0.0,0.0,12.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,2436,Fernando Torres,fernando-torres,F,False,0.0,0.0,78.0,0.0,,0.0
2010-11,1379608,2,43,Manchester_City,Home,3094,Emmanuel Adebayor,emmanuel-adebayor,F,True,,,,,,
2010-11,1379608,2,14,Liverpool,Away,3401,Maxi Rodríguez,maxi-rodriguez,F,True,,,,,,
2010-11,1379608,2,43,Manchester_City,Home,9643,Shaun Wright-Phillips,shaun-wright-phillips,F,True,,,,,,
2010-11,1379608,2,43,Manchester_City,Home,11384,Carlos Tévez,carlos-tevez,F,False,0.0,2.0,84.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,13329,Milan Jovanović,milan-jovanovic,F,False,0.0,0.0,85.0,0.0,,0.0
2010-11,1379608,2,14,Liverpool,Away,16582,David N'Gog,david-ngog,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379608,2,43,Manchester_City,Home,17878,Jô,jo,F,True,0.0,0.0,6.0,0.0,,0.0
2010-11,1379609,2,7,Aston_Villa,Away,579,Emile Heskey,emile-heskey,F,True,0.0,0.0,33.0,0.0,,0.0
2010-11,1379609,2,4,Newcastle_United,Home,636,Wayne Routledge,wayne-routledge,F,False,0.0,0.0,76.0,0.0,,0.0
2010-11,1379609,2,4,Newcastle_United,Home,794,Shola Ameobi,shola-ameobi,F,True,1.0,0.0,14.0,0.0,,0.0
2010-11,1379609,2,4,Newcastle_United,Home,3093,Xisco,xisco,F,True,1.0,0.0,10.0,0.0,,0.0
2010-11,1379609,2,7,Aston_Villa,Away,9415,John Carew,john-carew,F,False,0.0,0.0,65.0,0.0,1.0,0.0
2010-11,1379609,2,4,Newcastle_United,Home,16179,Peter Løvenkrands,peter-lovenkrands,F,True,,,,,,
2010-11,1379609,2,4,Newcastle_United,Home,18998,Andy Carroll,andy-carroll,F,False,1.0,3.0,90.0,0.0,,0.0
2010-11,1379609,2,7,Aston_Villa,Away,39276,Nathan Delfouneso,nathan-delfouneso,F,True,,,,,,
2010-11,1379609,2,4,Newcastle_United,Home,69373,Haris Vučkić,haris-vuckic,F,True,,,,,,
2010-11,1379610,2,6,Tottenham_Hotspur,Away,917,Peter Crouch,peter-crouch,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379610,2,110,Stoke_City,Home,10560,Mamady Sidibe,mamady-sidibe,F,True,0.0,0.0,3.0,0.0,,0.0
2010-11,1379610,2,6,Tottenham_Hotspur,Away,15354,Gareth Bale,gareth-bale,F,False,0.0,2.0,90.0,0.0,,0.0
2010-11,1379610,2,110,Stoke_City,Home,18169,Ricardo Fuller,ricardo-fuller,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379610,2,110,Stoke_City,Home,19524,Jonathan Walters,jonathan-walters,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379611,2,56,Sunderland,Away,829,Boudewijn Zenden,boudewijn-zenden,F,True,0.0,0.0,24.0,0.0,,0.0
2010-11,1379611,2,35,West_Bromwich_Albion,Home,3596,Peter Odemwingie,peter-odemwingie,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379611,2,35,West_Bromwich_Albion,Home,9379,Roman Bednář,roman-bednar,F,True,,,,,,
2010-11,1379611,2,56,Sunderland,Away,9663,Darren Bent,darren-bent,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379611,2,35,West_Bromwich_Albion,Home,10021,Giles Barnes,giles-barnes,F,True,0.0,0.0,44.0,0.0,,0.0
2010-11,1379611,2,35,West_Bromwich_Albion,Home,13158,Simon Cox,simon-cox,F,True,,,,,,
2010-11,1379611,2,56,Sunderland,Away,27771,Fraizer Campbell,fraizer-campbell,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379611,2,56,Sunderland,Away,32052,Martyn Waghorn,martyn-waghorn,F,True,0.0,0.0,6.0,0.0,,0.0
2010-11,1379611,2,56,Sunderland,Away,33902,Danny Welbeck,danny-welbeck,F,True,0.0,0.0,23.0,0.0,,0.0
2010-11,1379612,2,30,Bolton_Wanderers,Away,495,Ivan Klasnić,ivan-klasnic,F,True,,,,,,
2010-11,1379612,2,21,West_Ham_United,Home,671,Luís Boa Morte,luis-boa-morte,F,True,,,,,,
2010-11,1379612,2,30,Bolton_Wanderers,Away,1244,Kevin Davies,kevin-davies,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379612,2,30,Bolton_Wanderers,Away,2841,Martin Petrov,martin-petrov,F,False,0.0,0.0,88.0,0.0,,0.0
2010-11,1379612,2,21,West_Ham_United,Home,3531,Frederic Piquionne,frederic-piquionne,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379612,2,21,West_Ham_United,Home,6265,Benni McCarthy,benni-mccarthy,F,True,0.0,0.0,13.0,0.0,,0.0
2010-11,1379612,2,21,West_Ham_United,Home,9644,Carlton Cole,carlton-cole,F,False,0.0,0.0,86.0,0.0,,0.0
2010-11,1379612,2,21,West_Ham_United,Home,35387,Freddie Sears,freddie-sears,F,True,0.0,0.0,4.0,0.0,,0.0
2010-11,1379612,2,30,Bolton_Wanderers,Away,1422568,Johan Elmander,johan-elmander,F,False,0.0,2.0,86.0,0.0,,0.0
2010-11,1379613,2,8,Chelsea,Away,1222,Didier Drogba,didier-drogba,F,False,3.0,0.0,90.0,0.0,,0.0
2010-11,1379613,2,8,Chelsea,Away,3304,Florent Malouda,florent-malouda,F,False,0.0,1.0,70.0,0.0,,0.0
2010-11,1379613,2,8,Chelsea,Away,5516,Nicolas Anelka,nicolas-anelka,F,False,0.0,2.0,90.0,0.0,,0.0
2010-11,1379613,2,8,Chelsea,Away,9737,Yossi Benayoun,yossi-benayoun,F,True,0.0,1.0,10.0,0.0,,0.0
2010-11,1379613,2,111,Wigan_Athletic,Home,13500,Jason Scotland,jason-scotland,F,True,,,,,,
2010-11,1379613,2,111,Wigan_Athletic,Home,15668,Hugo Rodallega,hugo-rodallega,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379613,2,111,Wigan_Athletic,Home,31585,Victor Moses,victor-moses,F,True,,,,,,
2010-11,1379613,2,111,Wigan_Athletic,Home,31973,Mauro Boselli,mauro-boselli,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379613,2,8,Chelsea,Away,89510,Fabio Borini,fabio-borini,F,True,,,,,,
2010-11,1379614,3,7,Aston_Villa,Home,579,Emile Heskey,emile-heskey,F,True,,,,,,
2010-11,1379614,3,11,Everton,Away,1158,Tim Cahill,tim-cahill,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379614,3,7,Aston_Villa,Home,9415,John Carew,john-carew,F,False,0.0,0.0,68.0,0.0,,0.0
2010-11,1379614,3,7,Aston_Villa,Home,13167,Gabriel Agbonlahor,gabriel-agbonlahor,F,True,0.0,0.0,22.0,0.0,,0.0
2010-11,1379614,3,11,Everton,Away,15010,Jermaine Beckford,jermaine-beckford,F,False,0.0,0.0,56.0,0.0,,0.0
2010-11,1379614,3,11,Everton,Away,21764,Marouane Fellaini,marouane-fellaini,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379614,3,7,Aston_Villa,Home,39276,Nathan Delfouneso,nathan-delfouneso,F,True,,,,,,
2010-11,1379614,3,11,Everton,Away,51417,Magaye Gueye,magaye-gueye,F,True,,,,,,
2010-11,1379614,3,11,Everton,Away,1422711,Louis Saha,louis-saha,F,True,0.0,0.0,34.0,0.0,,0.0
2010-11,1379615,3,3,Arsenal,Away,1,Robin van Persie,robin-van-persie,F,False,0.0,0.0,34.0,0.0,,0.0
2010-11,1379615,3,5,Blackburn_Rovers,Home,743,El-Hadji Diouf,el-hadji-diouf,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379615,3,3,Arsenal,Away,3233,Marouane Chamakh,marouane-chamakh,F,True,0.0,0.0,56.0,0.0,,0.0
2010-11,1379615,3,5,Blackburn_Rovers,Home,22481,Mame Biram Diouf,mame-biram-diouf,F,False,0.0,1.0,81.0,0.0,,0.0
2010-11,1379615,3,3,Arsenal,Away,25991,Carlos Vela,carlos-vela,F,True,,,,,,
2010-11,1379615,3,5,Blackburn_Rovers,Home,31273,Nikola Kalinić,nikola-kalinic,F,False,0.0,0.0,65.0,0.0,,0.0
2010-11,1379615,3,5,Blackburn_Rovers,Home,33478,Junior Hoilett,junior-hoilett,F,True,,,,,,
2010-11,1379616,3,92,Blackpool,Home,1308,Jason Euell,jason-euell,F,True,,,,,,
2010-11,1379616,3,54,Fulham,Away,9746,Bobby Zamora,bobby-zamora,F,False,0.0,1.0,59.0,0.0,,0.0
2010-11,1379616,3,92,Blackpool,Home,9972,Luke Varney,luke-varney,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379616,3,92,Blackpool,Home,20172,Gary Taylor-Fletcher,gary-taylor-fletcher,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379616,3,92,Blackpool,Home,26983,Elliot Grandin,elliot-grandin,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379616,3,92,Blackpool,Home,2272730,Brett Ormerod,brett-ormerod,F,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379617,3,41,Birmingham_City,Away,620,Matt Derbyshire,matt-derbyshire,F,True,0.0,0.0,23.0,0.0,,0.0
2010-11,1379617,3,41,Birmingham_City,Away,1170,James McFadden,james-mcfadden,F,False,0.0,0.0,67.0,0.0,,0.0
2010-11,1379617,3,30,Bolton_Wanderers,Home,1244,Kevin Davies,kevin-davies,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379617,3,30,Bolton_Wanderers,Home,2841,Martin Petrov,martin-petrov,F,False,0.0,0.0,39.0,0.0,,0.0
2010-11,1379617,3,41,Birmingham_City,Away,9206,Garry O'Connor,garry-oconnor,F,True,,,,,,
2010-11,1379617,3,41,Birmingham_City,Away,11203,Nikola Žigić,nikola-zigic,F,True,,,,,,
2010-11,1379617,3,41,Birmingham_City,Away,16303,Cameron Jerome,cameron-jerome,F,False,2.0,0.0,90.0,0.0,,0.0
2010-11,1379617,3,30,Bolton_Wanderers,Home,1422568,Johan Elmander,johan-elmander,F,False,0.0,0.0,67.0,0.0,,0.0
2010-11,1379618,3,8,Chelsea,Home,1222,Didier Drogba,didier-drogba,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379618,3,8,Chelsea,Home,3304,Florent Malouda,florent-malouda,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379618,3,8,Chelsea,Home,5516,Nicolas Anelka,nicolas-anelka,F,False,0.0,0.0,81.0,0.0,,0.0
2010-11,1379618,3,8,Chelsea,Home,9737,Yossi Benayoun,yossi-benayoun,F,True,,,,,,
2010-11,1379618,3,110,Stoke_City,Away,10493,Kenwyne Jones,kenwyne-jones,F,False,0.0,0.0,68.0,0.0,,0.0
2010-11,1379618,3,110,Stoke_City,Away,18169,Ricardo Fuller,ricardo-fuller,F,True,0.0,0.0,22.0,0.0,,0.0
2010-11,1379618,3,110,Stoke_City,Away,19524,Jonathan Walters,jonathan-walters,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379618,3,8,Chelsea,Home,20963,Daniel Sturridge,daniel-sturridge,F,True,0.0,0.0,9.0,0.0,,0.0
2010-11,1379619,3,14,Liverpool,Home,1876,Ryan Babel,ryan-babel,F,True,0.0,0.0,1.0,0.0,,0.0
2010-11,1379619,3,14,Liverpool,Home,2436,Fernando Torres,fernando-torres,F,False,0.0,1.0,89.0,0.0,,0.0
2010-11,1379619,3,14,Liverpool,Home,3401,Maxi Rodríguez,maxi-rodriguez,F,True,0.0,0.0,31.0,0.0,,0.0
2010-11,1379619,3,35,West_Bromwich_Albion,Away,3596,Peter Odemwingie,peter-odemwingie,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379619,3,35,West_Bromwich_Albion,Away,9993,Marc-Antoine Fortune,marc-antoine-fortune,F,False,0.0,0.0,82.0,0.0,,0.0
2010-11,1379619,3,35,West_Bromwich_Albion,Away,10021,Giles Barnes,giles-barnes,F,True,,,,,,
2010-11,1379619,3,35,West_Bromwich_Albion,Away,13158,Simon Cox,simon-cox,F,True,,,,,,
2010-11,1379619,3,14,Liverpool,Home,13329,Milan Jovanović,milan-jovanovic,F,False,0.0,0.0,59.0,0.0,,0.0
2010-11,1379619,3,35,West_Bromwich_Albion,Away,50480,Chris Wood,chris-wood,F,True,0.0,0.0,8.0,0.0,,0.0
