season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352252,1,102,Luton_Town,Away,45959,54738,Thomas Kaminski,thomas-kaminski,G,False,,,12.0,11.0,4.0,15.0,,,11.0,,,,,,,,,,,0.0018888,0.0,0.0,,,,0.871,,,,,,90.0,,,,,1.0,,16.0,1.0,7.8,6.0,8.0,,,2.0,,,,27.0,,24.0,6.0,30.0,0,,48.0,,,,
2023-24,11352252,1,102,Luton_Town,Away,137789,77818,James Shea,james-shea,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11626262,2,102,Luton_Town,Home,18154,20480,Tim Krul,tim-krul,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11626262,2,102,Luton_Town,Home,45959,54738,Thomas Kaminski,thomas-kaminski,G,False,,,11.0,10.0,5.0,15.0,,,8.0,,,,,,,,,,,0.00405665,0.0,0.0,,,,-0.2537,,,,,,90.0,,,,,,,22.0,,6.6,2.0,2.0,,,,,,,33.0,,32.0,5.0,37.0,0,,44.0,,,,
2023-24,11352484,3,102,Luton_Town,Away,18154,20480,Tim Krul,tim-krul,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352484,3,102,Luton_Town,Away,45959,54738,Thomas Kaminski,thomas-kaminski,G,False,,1.0,5.0,5.0,9.0,14.0,,,7.0,,,,,,,,,,,0.00215174,0.0,0.0,,,,-0.2986,,,,,,90.0,,,,,,,16.0,,7.3,5.0,5.0,,,,,,1.0,21.0,,21.0,9.0,30.0,0,,40.0,,,,
2023-24,11352590,4,102,Luton_Town,Home,18154,20480,Tim Krul,tim-krul,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352590,4,102,Luton_Town,Home,45959,54738,Thomas Kaminski,thomas-kaminski,G,False,,,9.0,8.0,7.0,15.0,,,8.0,,,,,,,,,,,0.0034229,0.0,0.0,,,,-0.6812,1.0,,,,,90.0,,,,,,,23.0,,6.3,1.0,1.0,,,,,,,32.0,,30.0,8.0,38.0,0,,41.0,,,,
2023-24,11352608,5,102,Luton_Town,Away,18154,20480,Tim Krul,tim-krul,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352608,5,102,Luton_Town,Away,45959,54738,Thomas Kaminski,thomas-kaminski,G,False,,,5.0,5.0,3.0,8.0,,,9.0,,,,,,,,,1.0,,0.0133227,0.0,0.0,,,,-0.0255,2.0,,,,,90.0,,,,,,,14.0,1.0,6.1,,1.0,,,2.0,,,,18.0,,16.0,6.0,22.0,0,,34.0,,,,
2023-24,11352634,6,102,Luton_Town,Home,18154,20480,Tim Krul,tim-krul,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352634,6,102,Luton_Town,Home,45959,54738,Thomas Kaminski,thomas-kaminski,G,False,,,5.0,2.0,11.0,13.0,,,10.0,,,,,,,,,,,0.00077779,0.0,0.0,,,,-0.051,,,,,,90.0,,,,,,,13.0,,6.5,2.0,2.0,,,,,,,18.0,,14.0,12.0,26.0,0,,33.0,,,,
2023-24,11352639,7,102,Luton_Town,Away,18154,20480,Tim Krul,tim-krul,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352639,7,102,Luton_Town,Away,45959,54738,Thomas Kaminski,thomas-kaminski,G,False,,,13.0,11.0,5.0,16.0,,1.0,14.0,,,,,,,,1.0,,,0.00528823,0.0,0.0,,,,1.4589,2.0,,,,,90.0,,,,,,,21.0,1.0,7.3,3.0,3.0,,,1.0,,,,33.0,,31.0,5.0,36.0,0,,49.0,1.0,,,
2023-24,11352653,8,102,Luton_Town,Home,18154,20480,Tim Krul,tim-krul,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352653,8,102,Luton_Town,Home,45959,54738,Thomas Kaminski,thomas-kaminski,G,False,,,13.0,11.0,6.0,17.0,,,5.0,,,,,,,,,,,0.00483908,0.0,0.0,,,,0.0544,,,,,,90.0,,,,,,,15.0,,7.3,3.0,3.0,,,1.0,,,,26.0,,23.0,8.0,31.0,0,,39.0,,,,
2023-24,11352665,9,102,Luton_Town,Away,18154,20480,Tim Krul,tim-krul,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
