season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896963,1,35,West_Bromwich_Albion,Home,24814,42427,Kieran Gibbs,kieran-gibbs,D,False,,,3.0,9.0,21.0,30.0,2.0,,5.0,,,,,,,,2.0,1.0,,,,,,,,1.0,,90.0,,,,,,,,12.0,,6.1,,,,,1.0,,1.0,,7.0,,16.0,22.0,37.0,0,,49.0,1.0,1.0,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,40671,59940,Kyle Bartley,kyle-bartley,D,False,,,5.0,9.0,25.0,34.0,,3.0,10.0,,,,1.0,,,,2.0,3.0,,,1.0,,,,,2.0,,90.0,,1.0,,1.0,,,,10.0,,6.1,,,,,5.0,,,,10.0,,16.0,28.0,44.0,0,,54.0,,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,159653,77777,Ahmed Hegazy,ahmed-hegazy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,307274,146426,Semi Ajayi,semi-ajayi,D,False,,,3.0,9.0,14.0,23.0,,,5.0,,,,2.0,,,,6.0,,,,2.0,,,,,,,90.0,,,,,,,,12.0,,5.4,,,,,,2.0,,,7.0,,15.0,17.0,32.0,0,,37.0,,,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,786022,176420,Darnell Furlong,darnell-furlong,D,False,,,,6.0,7.0,13.0,,6.0,2.0,,,1.0,,,,1.0,1.0,7.0,,,,,,,,,1.0,69.0,,,,,,,,14.0,,6.5,,,,,2.0,,3.0,,3.0,1.0,15.0,7.0,19.0,1,,39.0,3.0,1.0,,
2020-21,8896963,1,35,West_Bromwich_Albion,Home,856719,216616,Dara O'Shea,dara-oshea,D,False,,,8.0,13.0,20.0,33.0,2.0,1.0,5.0,,,,1.0,,,,4.0,3.0,,,1.0,,,,,1.0,,90.0,,1.0,,1.0,,,,11.0,,6.3,,,,,1.0,,,,9.0,,15.0,23.0,38.0,0,2.0,55.0,,,,1.0
2020-21,8896970,2,35,West_Bromwich_Albion,Away,24814,42427,Kieran Gibbs,kieran-gibbs,D,False,,,,15.0,10.0,25.0,,1.0,4.0,,,,,,,,2.0,1.0,,,2.0,,,,,1.0,1.0,46.0,,,,,,,,8.0,,5.4,,,,,1.0,,,,1.0,,20.0,11.0,31.0,0,,39.0,2.0,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,40671,59940,Kyle Bartley,kyle-bartley,D,False,,,,3.0,18.0,21.0,3.0,1.0,3.0,,,,1.0,,,,4.0,2.0,,,,,,,,1.0,,90.0,,2.0,,,,,,2.0,,6.1,,,,,5.0,,,,1.0,,5.0,18.0,23.0,0,1.0,34.0,,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,307274,146426,Semi Ajayi,semi-ajayi,D,False,,,2.0,5.0,14.0,19.0,,1.0,4.0,,,,1.0,,,,1.0,1.0,,,,,,,,2.0,,90.0,,,,,,,,4.0,,5.8,,,,,3.0,,,,4.0,,8.0,14.0,22.0,0,,31.0,1.0,,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,786022,176420,Darnell Furlong,darnell-furlong,D,False,2.0,,2.0,5.0,11.0,14.0,4.0,4.0,1.0,,,,,,,1.0,8.0,6.0,,,2.0,,,,,1.0,,90.0,,,,,,,,15.0,,5.7,,,,,1.0,1.0,3.0,,5.0,,11.0,15.0,23.0,0,,39.0,2.0,2.0,,
2020-21,8896970,2,35,West_Bromwich_Albion,Away,856719,216616,Dara O'Shea,dara-oshea,D,False,,,5.0,10.0,22.0,32.0,1.0,2.0,6.0,,,,1.0,,,,3.0,9.0,,,1.0,,,,,,,90.0,,,,,,,,11.0,,6.5,,,,,5.0,,,,11.0,,14.0,27.0,41.0,0,6.0,62.0,,1.0,,2.0
2020-21,8896970,2,35,West_Bromwich_Albion,Away,886802,,Cédric Kipré,cedric-kipre,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896983,3,35,West_Bromwich_Albion,Home,40671,59940,Kyle Bartley,kyle-bartley,D,False,,,4.0,1.0,7.0,8.0,2.0,2.0,5.0,,,,,,,,2.0,2.0,,,,,1.0,,,,,90.0,1.0,,,,,,,1.0,,7.2,,,,,11.0,,,,5.0,,2.0,7.0,9.0,1,,25.0,,1.0,,
