season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6767937,1,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767937,1,35,West_Bromwich_Albion,Home,10607,7551,Joleon Lescott,joleon-lescott,D,False,,,1.0,7.0,23.0,30.0,1.0,2.0,5.0,,,,1.0,,,,2.0,3.0,,,,,,,,5.0,,,90.0,,1.0,,,,,,,,6.7,,,,,5.0,,,,4.0,,12.0,23.0,35.0,0,1.0,49.0,,,,
2015-16,6767937,1,35,West_Bromwich_Albion,Home,46347,43252,James Chester,james-chester,D,False,,,,11.0,12.0,23.0,,,3.0,,,,1.0,,,1.0,3.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,,6.2,,,,,3.0,1.0,2.0,,1.0,,15.0,13.0,26.0,0,3.0,46.0,1.0,,1.0,
2015-16,6767937,1,35,West_Bromwich_Albion,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,6.0,9.0,15.0,1.0,,5.0,,,1.0,,,,,1.0,2.0,,,,,,,,5.0,,,90.0,,3.0,,,,,,,,6.9,,,,,4.0,,,,3.0,,8.0,11.0,19.0,1,2.0,35.0,,,,
2015-16,6767948,2,35,West_Bromwich_Albion,Away,7776,39253,Jonas Olsson,jonas-olsson,D,False,,,1.0,3.0,9.0,12.0,2.0,4.0,,,,,,,,,4.0,6.0,,,2.0,,,,,,,,90.0,,2.0,,,,,,,,7.1,,,,,13.0,,,,1.0,,4.0,11.0,15.0,0,1.0,32.0,,1.0,,
2015-16,6767948,2,35,West_Bromwich_Albion,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767948,2,35,West_Bromwich_Albion,Away,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,1.0,5.0,4.0,9.0,,5.0,,1.0,,,,,,,1.0,7.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,,,7.6,,,,,7.0,,,,2.0,,8.0,4.0,12.0,0,2.0,23.0,,,,
2015-16,6767948,2,35,West_Bromwich_Albion,Away,46347,43252,James Chester,james-chester,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767948,2,35,West_Bromwich_Albion,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,8.0,6.0,14.0,1.0,2.0,5.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,5.0,1.0,,90.0,,,,,,,,,,7.3,,,,,6.0,,2.0,,6.0,,14.0,6.0,18.0,0,2.0,46.0,1.0,1.0,,
2015-16,6767964,3,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,False,,,2.0,9.0,15.0,24.0,,,1.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,,,6.1,,,1.0,,1.0,,,,6.0,,17.0,17.0,34.0,1,,40.0,,1.0,,
2015-16,6767964,3,35,West_Bromwich_Albion,Home,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767964,3,35,West_Bromwich_Albion,Home,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,4.0,5.0,20.0,25.0,,2.0,5.0,,,,,,,1.0,2.0,2.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,,,6.3,,,,,3.0,,,,12.0,,14.0,22.0,36.0,0,,45.0,,,,
2015-16,6767964,3,35,West_Bromwich_Albion,Home,46347,43252,James Chester,james-chester,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767964,3,35,West_Bromwich_Albion,Home,50027,60232,Craig Dawson,craig-dawson,D,False,1.0,,2.0,3.0,11.0,13.0,2.0,3.0,3.0,,,1.0,3.0,,,1.0,6.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,,,5.9,,,1.0,,1.0,,4.0,,5.0,,15.0,13.0,24.0,2,1.0,47.0,,,,
