season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089874,1,35,West_Bromwich_Albion,Away,7776,39253,Jonas Olsson,jonas-olsson,D,False,,,3.0,1.0,8.0,9.0,,4.0,1.0,,,,,,,,1.0,5.0,,,1.0,,,,,2.0,,90.0,,,,,,8.0,,7.3,,,2.0,,5.0,,,,7.0,,6.0,11.0,17.0,2,,27.0,,1.0,,
2016-17,7089874,1,35,West_Bromwich_Albion,Away,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,3.0,3.0,11.0,14.0,,4.0,3.0,,,,,,,,1.0,5.0,,,1.0,,,,,,,90.0,,1.0,,,,6.0,,7.3,,,,,8.0,,,,5.0,,8.0,12.0,20.0,0,1.0,34.0,,,,1.0
2016-17,7089874,1,35,West_Bromwich_Albion,Away,30144,37642,Jonny Evans,jonny-evans,D,False,,,4.0,9.0,7.0,16.0,3.0,1.0,6.0,,,,1.0,,,,5.0,7.0,,,1.0,,,,,4.0,,90.0,,1.0,,,,12.0,,7.5,,,,,1.0,1.0,2.0,,10.0,,14.0,11.0,23.0,0,4.0,51.0,2.0,1.0,1.0,2.0
2016-17,7089874,1,35,West_Bromwich_Albion,Away,50027,60232,Craig Dawson,craig-dawson,D,False,2.0,,1.0,9.0,6.0,13.0,1.0,2.0,3.0,,,,,,,,5.0,6.0,,,2.0,,,,,2.0,1.0,90.0,,1.0,,,,18.0,,7.2,,,,,,3.0,3.0,,5.0,,18.0,7.0,22.0,0,1.0,66.0,,3.0,1.0,1.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,False,,,2.0,7.0,13.0,20.0,,2.0,3.0,,,,1.0,,,,2.0,5.0,,,1.0,,,,,4.0,,90.0,,,,,,9.0,,6.6,,,,,2.0,2.0,,,5.0,,11.0,17.0,28.0,0,1.0,39.0,1.0,1.0,2.0,1.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,6.0,6.0,7.0,13.0,1.0,4.0,6.0,,,,1.0,,,2.0,5.0,8.0,,,1.0,,1.0,,,3.0,,90.0,1.0,,,,,7.0,,7.5,,,1.0,,5.0,,,,8.0,,8.0,10.0,18.0,2,3.0,35.0,,1.0,,2.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,3.0,10.0,19.0,29.0,,,10.0,,,,5.0,,,1.0,9.0,5.0,,,2.0,,,,,3.0,,90.0,,,,,,16.0,,6.0,,,,,1.0,3.0,1.0,,7.0,,18.0,21.0,38.0,0,3.0,58.0,3.0,,2.0,1.0
2016-17,7090016,2,35,West_Bromwich_Albion,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,,9.0,6.0,15.0,2.0,1.0,8.0,,,,1.0,,,,4.0,5.0,,,,,,,,,,90.0,1.0,,,,,20.0,,6.5,,,,,5.0,1.0,2.0,,6.0,,21.0,10.0,29.0,1,3.0,50.0,1.0,1.0,,2.0
2016-17,7090020,3,35,West_Bromwich_Albion,Home,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,13357,19272,Gareth McAuley,gareth-mcauley,D,False,,,,1.0,17.0,18.0,1.0,1.0,3.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,1.0,,90.0,,,,,,10.0,,6.9,,,,,3.0,2.0,,,8.0,,10.0,18.0,28.0,0,2.0,37.0,,,2.0,2.0
2016-17,7090020,3,35,West_Bromwich_Albion,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,5.0,18.0,25.0,43.0,1.0,3.0,10.0,,,,1.0,,,,3.0,9.0,,,2.0,,,,,1.0,1.0,90.0,,,,,,10.0,,7.4,,,1.0,,3.0,2.0,,,12.0,,25.0,28.0,53.0,1,2.0,64.0,,2.0,2.0,2.0
2016-17,7090020,3,35,West_Bromwich_Albion,Home,50027,60232,Craig Dawson,craig-dawson,D,False,1.0,,5.0,11.0,12.0,22.0,3.0,5.0,5.0,,,,,,,,3.0,5.0,,,1.0,,,,,2.0,,90.0,,,,,,15.0,,7.1,,,1.0,,,,3.0,,8.0,,22.0,15.0,34.0,1,,50.0,,,,
2016-17,7090020,3,35,West_Bromwich_Albion,Home,198030,108824,Brendan Galloway,brendan-galloway,D,False,1.0,,2.0,14.0,9.0,22.0,4.0,3.0,4.0,,,1.0,,,,1.0,7.0,7.0,,,2.0,,,,,2.0,1.0,90.0,1.0,1.0,,,,14.0,,7.5,,,,,1.0,1.0,2.0,,3.0,,20.0,10.0,28.0,2,2.0,56.0,1.0,1.0,1.0,2.0
2016-17,7090036,4,35,West_Bromwich_Albion,Away,7776,39253,Jonas Olsson,jonas-olsson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
