playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,interceptions,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,yellowCards,successfulLaunches,unsuccessfulLaunches,cleanSheets,penaltiesConceded,throwInsToOppositionPlayer,blocks,clearancesOffTheLine,headedGoals,leftFootGoals,foulWonPenalty,setPiecesGoals,penaltiesTaken,penaltyGoals,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,lastPlayerTackle
168580,Ayoze Pérez,Forward,Leicester,13,Spain,2020-21,153.0,62.0,13.0,13.0,3.8067,32.0,2.0,25.0,23.0,470.0,2.0,7.0,1.0,4.0,10.0,7.0,7.0,34.0,2.0,83.0,1.0,2.0,17.847,22.0,9.0,23.0,0.0,56.0,25.0,2.0,30.0,14.0,54.0,1.0,456.0,5.0,221.0,15.0,1.0,105.0,31.0,3.0,6.0,141.0,798.0,1.0,2.0,122.0,1.0,5.0,16.0,1.0,5.0,2.0088,0.0,0.0499,2.0,18.0,104.0,1.0,15.0,15.0,109.0,11.0,4.0,47.0,4.0,7.0,1332.0,2.0,96.0,42.0,355.0,61.0,7.0,21.0,119.0,96.0,249.0,28.0,1.0,128.0,4.0,17.0,246.0,19.0,9.0,202.0,13.0,0.0,13.0,29.0,10.0,10.0,4.0,18.0,3.349,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228798,Cengiz Ünder,Forward,Leicester,13,Turkey,2020-21,22.0,9.0,7.0,1.0,0.0992,4.0,,9.0,5.0,111.0,,2.0,0.0,6.0,8.0,,,2.0,1.0,22.0,,,4.2095,4.0,1.0,3.0,0.0,13.0,9.0,,8.0,13.0,17.0,,109.0,1.0,67.0,1.0,,43.0,1.0,1.0,2.0,30.0,199.0,2.0,,21.0,,1.0,6.0,,2.0,1.3129,0.0,,3.0,2.0,24.0,2.0,3.0,1.0,25.0,10.0,1.0,2.0,1.0,3.0,274.0,,22.0,9.0,84.0,8.0,,5.0,20.0,10.0,44.0,3.0,0.0,28.0,1.0,3.0,68.0,4.0,1.0,42.0,,0.0,4.0,15.0,2.0,1.0,6.0,,0.2686,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37402,Christian Fuchs,Defender,Leicester,13,Austria,2020-21,37.0,39.0,2.0,,,18.0,,9.0,19.0,524.0,,,0.0,2.0,1.0,,,13.0,2.0,22.0,,1.0,8.9188,1.0,,5.0,0.0,42.0,9.0,,2.0,10.0,3.0,,510.0,2.0,126.0,7.0,,48.0,14.0,,24.0,36.0,697.0,45.0,,233.0,,28.0,36.0,,1.0,0.1325,0.0,,,2.0,66.0,,,8.0,94.0,8.0,,33.0,,1.0,702.0,,42.0,11.0,406.0,2.0,30.0,9.0,24.0,228.0,79.0,2.0,0.0,212.0,,11.0,198.0,7.0,,46.0,20.0,0.0,1.0,,16.0,1.0,2.0,11.0,0.0842,4.0,6.0,10.0,3.0,1.0,16.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
155569,Daniel Amartey,Defender,Leicester,13,Ghana,2020-21,28.0,25.0,1.0,1.0,0.1673,11.0,,12.0,13.0,454.0,1.0,,1.0,,4.0,,,16.0,,13.0,,,9.5047,,1.0,1.0,1.0,60.0,12.0,,2.0,1.0,5.0,,452.0,1.0,89.0,7.0,,196.0,3.0,,17.0,49.0,580.0,22.0,,286.0,,23.0,31.0,,,0.0668,0.0,,,2.0,39.0,,,8.0,62.0,1.0,,35.0,,,719.0,,32.0,12.0,375.0,6.0,24.0,12.0,12.0,51.0,60.0,4.0,0.0,158.0,,4.0,106.0,12.0,1.0,25.0,19.0,0.0,,1.0,12.0,2.0,,,0.3657,3.0,2.0,13.0,,,14.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,
95463,Danny Ward,Goalkeeper,Leicester,13,Wales,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106837,Dennis Praet,Midfielder,Leicester,13,Belgium,2020-21,50.0,35.0,4.0,2.0,0.3403,14.0,1.0,15.0,18.0,294.0,1.0,,0.0,2.0,5.0,1.0,1.0,10.0,1.0,22.0,,1.0,9.0756,6.0,2.0,2.0,0.0,40.0,15.0,1.0,10.0,15.0,19.0,,289.0,2.0,98.0,7.0,,60.0,12.0,,6.0,87.0,422.0,1.0,,77.0,,9.0,11.0,,4.0,0.7464,0.0,,1.0,4.0,42.0,1.0,11.0,10.0,51.0,15.0,,12.0,,4.0,723.0,,24.0,14.0,237.0,23.0,3.0,11.0,40.0,80.0,74.0,10.0,1.0,67.0,,7.0,170.0,10.0,2.0,62.0,2.0,0.0,7.0,6.0,7.0,10.0,2.0,10.0,0.4212,0.0,1.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
197469,Hamza Choudhury,Midfielder,Leicester,13,Bangladesh,2020-21,13.0,15.0,1.0,1.0,0.5374,8.0,,10.0,4.0,235.0,,,0.0,1.0,6.0,1.0,1.0,1.0,1.0,10.0,,,2.952,,,2.0,0.0,24.0,10.0,,1.0,1.0,1.0,,233.0,2.0,54.0,7.0,,61.0,6.0,,6.0,39.0,290.0,2.0,,110.0,1.0,10.0,19.0,,,0.0483,0.0,,,3.0,35.0,,3.0,4.0,45.0,1.0,,7.0,,,314.0,,16.0,5.0,184.0,2.0,7.0,2.0,12.0,83.0,29.0,3.0,0.0,52.0,,1.0,80.0,1.0,,22.0,6.0,0.0,2.0,,4.0,3.0,1.0,4.0,0.4008,1.0,,6.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
201666,Harvey Barnes,Midfielder,Leicester,13,England,2020-21,145.0,84.0,16.0,26.0,6.7514,19.0,2.0,25.0,37.0,605.0,9.0,1.0,3.0,7.0,3.0,13.0,13.0,34.0,4.0,92.0,,1.0,23.3208,22.0,9.0,33.0,1.0,86.0,25.0,5.0,49.0,24.0,80.0,,605.0,14.0,321.0,9.0,,61.0,16.0,,17.0,164.0,1009.0,1.0,,118.0,,12.0,32.0,,3.0,2.4123,0.0,,5.0,40.0,138.0,4.0,13.0,22.0,150.0,24.0,,58.0,4.0,3.0,1949.0,1.0,116.0,38.0,438.0,102.0,9.0,25.0,111.0,224.0,261.0,13.0,6.0,156.0,4.0,10.0,340.0,21.0,9.0,203.0,24.0,0.0,25.0,40.0,8.0,7.0,7.0,9.0,5.8951,0.0,1.0,1.0,4.0,,1.0,3.0,,,4.0,,,,,,,,,,,,,,,,,,,
220627,James Justin,Defender,Leicester,13,England,2020-21,107.0,76.0,3.0,3.0,2.3422,61.0,,23.0,32.0,1054.0,2.0,3.0,1.0,1.0,,1.0,1.0,42.0,4.0,117.0,,1.0,23.6088,19.0,2.0,38.0,1.0,103.0,23.0,2.0,14.0,52.0,28.0,,1047.0,4.0,343.0,37.0,,203.0,16.0,,27.0,218.0,1635.0,149.0,,422.0,,47.0,60.0,1.0,7.0,1.4179,0.0,,3.0,7.0,159.0,1.0,,23.0,206.0,52.0,,68.0,,7.0,2070.0,,143.0,56.0,821.0,36.0,44.0,25.0,65.0,288.0,250.0,26.0,1.0,345.0,,24.0,433.0,21.0,2.0,182.0,26.0,0.0,13.0,18.0,30.0,,1.0,9.0,2.1681,4.0,4.0,23.0,9.0,,19.0,10.0,,,,2.0,,,,,,,,,,,,,,,,,,
172780,James Maddison,Midfielder,Leicester,13,England,2020-21,112.0,96.0,26.0,23.0,3.7227,32.0,6.0,31.0,44.0,1020.0,8.0,5.0,3.0,19.0,7.0,3.0,3.0,11.0,3.0,118.0,15.0,2.0,25.7599,46.0,7.0,57.0,2.0,98.0,31.0,6.0,22.0,82.0,55.0,13.0,949.0,26.0,372.0,16.0,13.0,206.0,19.0,40.0,34.0,239.0,1505.0,,2.0,210.0,,19.0,22.0,1.0,4.0,3.3976,0.0,1.0149,2.0,49.0,151.0,5.0,37.0,24.0,170.0,17.0,78.0,13.0,12.0,24.0,2103.0,5.0,120.0,44.0,816.0,65.0,4.0,28.0,101.0,292.0,232.0,13.0,5.0,283.0,12.0,16.0,664.0,25.0,7.0,219.0,2.0,0.0,20.0,29.0,9.0,13.0,19.0,13.0,3.8123,4.0,,4.0,3.0,,,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
