playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,offsides,cleanSheets,goalsConcededOutsideBox,penaltyGoalsConceded,successfulLaunches,blocks,penaltiesConceded,throwInsToOppositionPlayer,lastPlayerTackle,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesFromPenalty,goals,awayGoals,homeGoals,rightFootGoals,leftFootGoals,handballsConceded,foulWonPenalty,clearancesOffTheLine,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,secondGoalAssists,headedGoals,redCards2ndYellow
45220,Alex Smithies,Goalkeeper,Leicester,13,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168580,Ayoze Pérez,Forward,Leicester,13,Spain,2022-23,0.0,0.0,0.0,46.0,0.5766,13.0,2.0,2.0,1.0,0.4277,11.0,6.0,5.0,36.0,8.0,1.0,4.0,8.0,3.0,37.0,5.0,152.0,1.0,5.0,11.0,6.0,1.0,2.0,1.0,380.0,1.0,1.0,4.0,31.0,17.0,29.0,111.0,2.0,19.0,3.6265,10.0,2.0,5.0,1.0,42.0,26.0,12.0,0.0,77.0,6.0,43.0,35.0,8.0,1.0,3.0,12.0,70.0,5.0,15.0,23.0,1.0,71.0,2.0,151.0,4.0,7.0,89.0,8.0,6.0,37.0,7.0,2.0,9.0,4.0,46.0,271.0,1.0,2.0,1.0,1.0,1.0,47.0,4.0,1.1465,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225902,Boubakary Soumaré,Midfielder,Leicester,13,France,2022-23,0.0,0.0,9.0,93.0,0.4647,52.0,,,1.0,,57.0,1.0,2.0,109.0,26.0,,9.0,34.0,20.0,125.0,1.0,900.0,,6.0,,32.0,,1.0,,1635.0,,,14.0,112.0,30.0,94.0,743.0,,2.0,27.0977,11.0,26.0,30.0,,79.0,285.0,22.0,0.0,205.0,11.0,239.0,119.0,26.0,,23.0,6.0,357.0,23.0,1.0,27.0,,173.0,18.0,893.0,1.0,,180.0,34.0,15.0,216.0,31.0,33.0,,32.0,160.0,1161.0,,11.0,,,2.0,419.0,22.0,0.0307,16.0,45.0,1.0,1.0,1.0,7.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155569,Daniel Amartey,Defender,Leicester,13,Ghana,2022-23,0.0,0.0,1.0,42.0,0.448,15.0,,2.0,1.0,0.1386,18.0,6.0,2.0,72.0,20.0,,,7.0,18.0,96.0,,1107.0,,2.0,,60.0,1.0,,1.0,1610.0,1.0,,26.0,58.0,9.0,24.0,981.0,,9.0,21.964,5.0,70.0,27.0,,16.0,263.0,3.0,0.0,100.0,7.0,417.0,108.0,20.0,1.0,10.0,2.0,300.0,21.0,,6.0,,40.0,34.0,1092.0,4.0,1.0,114.0,8.0,3.0,365.0,7.0,8.0,,30.0,62.0,1289.0,4.0,2.0,,,5.0,711.0,4.0,1.0566,24.0,44.0,,,5.0,6.0,1.0,2.0,17.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207270,Daniel Iversen,Goalkeeper,Leicester,13,Denmark,2022-23,0.0,0.0,0.0,,0.0085,1.0,,,,,,,,1.0,12.0,,,1.0,12.0,162.0,,326.0,,,,3.0,,,,1080.0,,,,3.0,1.0,,118.0,,,19.1272,,9.0,22.0,,,49.0,,0.0,3.0,,218.0,83.0,12.0,,,,34.0,14.0,,,,,3.0,142.0,,,165.0,,,59.0,,,,46.0,,442.0,,,,,34.0,130.0,,,161.0,22.0,,,1.0,8.0,2.0,7.0,,,,,12.0,14.0,114.0,3.0,2.0,3.0,1.0,38.0,1.0,3.0,2.0,104.0,59.0,15.0,24.0,,,,,,,,,,,,,,,,,,,
95463,Danny Ward,Goalkeeper,Leicester,13,Wales,2022-23,0.0,0.0,0.0,2.0,0.017,,,,,,1.0,,,8.0,26.0,,,,26.0,232.0,,786.0,,,,4.0,,,,2340.0,,,,9.0,2.0,5.0,435.0,,,37.6208,,19.0,46.0,,2.0,200.0,5.0,0.0,11.0,,348.0,214.0,26.0,,,,65.0,36.0,,,,7.0,4.0,499.0,,,237.0,1.0,,238.0,,,,119.0,,1074.0,,,,,87.0,489.0,,,224.0,55.0,,,6.0,10.0,2.0,21.0,,,,,17.0,25.0,190.0,3.0,3.0,5.0,,78.0,5.0,3.0,2.0,286.0,58.0,23.0,52.0,1.0,1.0,,,,,,,,,,,,,,,,,
106837,Dennis Praet,Midfielder,Leicester,13,Belgium,2022-23,0.0,0.0,1.0,43.0,0.4126,20.0,2.0,2.0,1.0,1.0886,12.0,3.0,2.0,46.0,22.0,,3.0,11.0,6.0,55.0,13.0,248.0,,16.0,2.0,12.0,,2.0,1.0,639.0,1.0,,11.0,27.0,25.0,26.0,184.0,,14.0,11.2577,3.0,5.0,10.0,2.0,32.0,36.0,8.0,0.0,70.0,10.0,74.0,48.0,22.0,,3.0,7.0,110.0,5.0,13.0,17.0,2.0,58.0,1.0,240.0,1.0,7.0,99.0,9.0,6.0,66.0,9.0,5.0,,9.0,72.0,368.0,5.0,6.0,,,3.0,85.0,7.0,1.0671,9.0,17.0,1.0,1.0,,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,
194190,Harry Souttar,Defender,Leicester,13,Australia,2022-23,0.0,0.0,2.0,22.0,0.1012,15.0,2.0,2.0,,0.1028,15.0,6.0,1.0,61.0,12.0,1.0,,8.0,11.0,102.0,,548.0,,1.0,,44.0,,,2.0,991.0,2.0,,6.0,61.0,7.0,23.0,425.0,,15.0,16.2912,2.0,45.0,19.0,2.0,16.0,115.0,5.0,0.0,83.0,4.0,225.0,45.0,12.0,,6.0,,129.0,16.0,,,2.0,39.0,38.0,531.0,4.0,1.0,110.0,9.0,3.0,184.0,5.0,12.0,,21.0,24.0,674.0,2.0,,2.0,,12.0,317.0,1.0,1.3789,41.0,28.0,,1.0,1.0,3.0,1.0,1.0,12.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201666,Harvey Barnes,Midfielder,Leicester,13,England,2022-23,0.0,0.0,3.0,217.0,2.1819,67.0,18.0,34.0,5.0,7.5935,26.0,54.0,5.0,181.0,34.0,1.0,13.0,24.0,32.0,193.0,37.0,727.0,3.0,2.0,,87.0,7.0,7.0,14.0,2718.0,14.0,2.0,58.0,119.0,62.0,90.0,525.0,,140.0,42.6047,18.0,10.0,51.0,15.0,159.0,281.0,37.0,0.0,336.0,31.0,211.0,101.0,34.0,7.0,12.0,53.0,380.0,39.0,37.0,95.0,15.0,249.0,29.0,725.0,20.0,19.0,412.0,14.0,27.0,37.0,38.0,8.0,,9.0,198.0,1240.0,8.0,11.0,,3.0,5.0,161.0,15.0,8.926,12.0,41.0,7.0,9.0,3.0,12.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,13.0,7.0,6.0,10.0,3.0,2.0,,,,,,,,,,,
220627,James Justin,Defender,Leicester,13,England,2022-23,0.0,0.0,0.0,66.0,0.4717,28.0,2.0,,,,20.0,3.0,,89.0,14.0,,2.0,16.0,14.0,126.0,14.0,682.0,2.0,,,55.0,,7.0,,1254.0,,,32.0,78.0,37.0,55.0,529.0,,9.0,20.8794,7.0,36.0,25.0,,34.0,211.0,29.0,0.0,144.0,18.0,246.0,64.0,14.0,,2.0,11.0,251.0,17.0,14.0,17.0,,89.0,23.0,666.0,3.0,4.0,184.0,18.0,6.0,68.0,8.0,15.0,,27.0,157.0,1023.0,104.0,2.0,,2.0,14.0,312.0,3.0,0.3077,37.0,44.0,7.0,2.0,4.0,8.0,1.0,2.0,6.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
