playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,otherGoals,lastPlayerTackle,clearancesOffTheLine,setPiecesGoals
128389,Aleksandar Mitrovic,Forward,Fulham,54,Serbia,2022-23,225.0,54.0,17.0,35.0,13.6168,14.0,4.0,24.0,23.0,489.0,14.0,14.0,6.0,4.0,1.0,16.0,16.0,107.0,2.0,80.0,2.0,30.749,15.0,1.0,13.0,40.0,2.0,55.0,24.0,7.0,1.0,22.0,3.0,80.0,482.0,41.0,344.0,7.0,108.0,34.0,23.0,104.0,937.0,2.0,1.0,102.0,1.0,15.0,41.0,1.0,1.3256,0.0,2.0,76.0,178.0,1.0,18.0,2.0,23.0,193.0,3.0,207.0,3.0,5.0,1.0,2011.0,7.0,180.0,41.0,273.0,154.0,1.0,20.0,30.0,118.0,149.0,405.0,17.0,8.0,128.0,8.0,5.0,7.0,195.0,28.0,6.0,13.0,198.0,100.0,0.0,20.0,26.0,5.0,3.0,4.0,9.0,4.0,3.0,11.0,14.9765,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96994,Bobby De Cordova-Reid,Forward,Fulham,54,Jamaica,2022-23,155.0,61.0,9.0,10.0,2.2836,41.0,1.0,36.0,34.0,782.0,4.0,11.0,2.0,,7.0,4.0,4.0,41.0,4.0,83.0,3.0,44.4752,18.0,5.0,9.0,22.0,1.0,134.0,36.0,1.0,,26.0,39.0,58.0,776.0,12.0,387.0,24.0,254.0,34.0,21.0,173.0,1270.0,56.0,2.0,216.0,1.0,41.0,56.0,14.0,1.5515,0.0,4.0,22.0,175.0,1.0,9.0,2.0,29.0,216.0,39.0,53.0,2.0,2.0,14.0,2480.0,1.0,95.0,57.0,545.0,83.0,12.0,26.0,40.0,114.0,95.0,250.0,22.0,2.0,260.0,,2.0,17.0,364.0,36.0,3.0,9.0,197.0,12.0,0.0,14.0,20.0,3.0,20.0,,18.0,,19.0,18.0,3.8432,8.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
245824,Carlos Vinícius,Forward,Fulham,54,Brazil,2022-23,115.0,35.0,4.0,12.0,4.4142,5.0,3.0,28.0,14.0,181.0,5.0,6.0,2.0,,17.0,7.0,7.0,64.0,2.0,26.0,4.0,26.773,6.0,,4.0,15.0,2.0,22.0,28.0,2.0,2.0,7.0,6.0,30.0,174.0,5.0,149.0,2.0,53.0,21.0,,54.0,370.0,,,37.0,2.0,3.0,11.0,1.0,0.7946,0.0,1.0,17.0,60.0,2.0,10.0,,11.0,63.0,6.0,91.0,,,1.0,1101.0,3.0,53.0,19.0,118.0,61.0,,9.0,20.0,51.0,22.0,168.0,7.0,3.0,52.0,,,3.0,82.0,18.0,1.0,4.0,77.0,27.0,0.0,9.0,6.0,,,,4.0,,1.0,3.0,3.3387,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153682,Harry Wilson,Forward,Fulham,54,Wales,2022-23,61.0,26.0,6.0,4.0,1.3734,21.0,1.0,29.0,11.0,376.0,2.0,2.0,1.0,2.0,16.0,,,12.0,2.0,65.0,3.0,21.4009,9.0,2.0,4.0,32.0,1.0,54.0,29.0,,2.0,14.0,19.0,29.0,368.0,8.0,150.0,13.0,111.0,11.0,22.0,131.0,603.0,5.0,1.0,92.0,2.0,7.0,22.0,1.0,1.0394,0.0,4.0,12.0,67.0,3.0,6.0,2.0,13.0,74.0,14.0,16.0,,2.0,3.0,1097.0,3.0,69.0,31.0,280.0,41.0,,12.0,15.0,49.0,48.0,130.0,15.0,1.0,86.0,,2.0,8.0,213.0,13.0,,4.0,114.0,4.0,0.0,9.0,12.0,2.0,6.0,,12.0,2.0,4.0,6.0,1.9844,1.0,2.0,1.0,1.0,3.0,,0.0497,10.0,,,,,,,,,,,,,,,,,,,,,,
490146,Jay Stansfield,Forward,Fulham,54,England,2022-23,6.0,,2.0,,,,,3.0,,20.0,,,,,2.0,,,1.0,,1.0,,1.5201,1.0,,2.0,1.0,0.0,7.0,3.0,,,,3.0,2.0,20.0,,20.0,,3.0,1.0,,5.0,40.0,,1.0,4.0,,3.0,3.0,,0.0264,0.0,2.0,,8.0,,2.0,,1.0,11.0,3.0,1.0,,,,86.0,,1.0,6.0,9.0,7.0,,1.0,2.0,5.0,,7.0,3.0,,12.0,,,,5.0,2.0,,2.0,6.0,,0.0,1.0,,1.0,1.0,,1.0,,3.0,1.0,0.2509,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235674,Manor Solomon,Forward,Fulham,54,Israel,2022-23,41.0,14.0,2.0,7.0,2.2148,21.0,1.0,19.0,6.0,199.0,4.0,2.0,2.0,2.0,15.0,,,3.0,1.0,44.0,1.0,12.7719,6.0,,,4.0,1.0,46.0,19.0,2.0,1.0,15.0,3.0,26.0,198.0,2.0,73.0,12.0,13.0,5.0,3.0,68.0,331.0,2.0,,50.0,,2.0,12.0,1.0,0.6834,0.0,2.0,9.0,25.0,,4.0,,4.0,27.0,3.0,6.0,,3.0,1.0,562.0,,47.0,12.0,169.0,11.0,1.0,2.0,11.0,38.0,74.0,88.0,8.0,2.0,44.0,,3.0,9.0,123.0,10.0,1.0,,82.0,3.0,0.0,1.0,19.0,,5.0,,3.0,2.0,2.0,,1.269,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573062,Martial Godo,Forward,Fulham,54,Cote d’Ivoire,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244042,Rodrigo Muniz,Forward,Fulham,54,Brazil,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247664,Terry Ablade,Forward,Fulham,54,Finland,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47431,Willian,Forward,Fulham,54,Brazil,2022-23,100.0,34.0,13.0,18.0,5.0836,13.0,4.0,27.0,15.0,846.0,5.0,4.0,1.0,4.0,2.0,7.0,7.0,24.0,3.0,77.0,3.0,29.3981,46.0,1.0,9.0,24.0,2.0,105.0,27.0,3.0,2.0,21.0,46.0,46.0,826.0,10.0,292.0,8.0,95.0,11.0,53.0,271.0,1196.0,2.0,2.0,202.0,1.0,25.0,28.0,1.0,3.0524,0.0,4.0,28.0,125.0,5.0,12.0,,25.0,150.0,33.0,33.0,2.0,6.0,14.0,2142.0,,86.0,33.0,643.0,79.0,1.0,8.0,22.0,76.0,278.0,186.0,13.0,4.0,202.0,,6.0,5.0,508.0,19.0,,9.0,153.0,9.0,0.0,15.0,41.0,,9.0,,19.0,4.0,8.0,5.0,3.3823,2.0,13.0,3.0,3.0,11.0,,0.1279,32.0,,,,,,,,,,,,,,,,,,,,,,1.0
