season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437771,5,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,3.0,,3.0,24.0,5.0,26.0,,,4.0,,,,2.0,,,6.0,10.0,5.0,,,1.0,,1.0,,,,4.0,,90.0,3.0,,,,,,,27.0,,8.0,,,2.0,,2.0,8.0,,7.0,,38.0,8.0,38.0,5,1.0,69.0,3.0,3.0,1.0,
2017-18,7437771,5,110,Stoke_City,Away,98448,105666,Jack Butland,jack-butland,G,False,,1.0,7.0,5.0,9.0,14.0,,,12.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,19.0,,6.3,1.0,1.0,,1.0,,,1.0,26.0,,19.0,14.0,33.0,0,,43.0,,,,
2017-18,7437771,5,110,Stoke_City,Away,110781,93127,Jesé Rodríguez,jese-rodriguez,F,False,,,1.0,8.0,5.0,13.0,,,1.0,,,,1.0,,,1.0,4.0,2.0,,,1.0,,,,,,,,62.0,,,,,,,,8.0,,6.6,,,,1.0,3.0,1.0,,1.0,,12.0,5.0,16.0,0,,27.0,1.0,,2.0,
2017-18,7437771,5,110,Stoke_City,Away,111962,91972,Saido Berahino,saido-berahino,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437771,5,110,Stoke_City,Away,116947,85352,Bruno Martins Indi,bruno-martins-indi,D,False,1.0,,1.0,6.0,24.0,29.0,2.0,2.0,5.0,,,,,,,,3.0,3.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,4.0,,6.8,,,,8.0,,1.0,,2.0,,8.0,25.0,32.0,0,1.0,47.0,1.0,,,
2017-18,7437771,5,110,Stoke_City,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,7.0,18.0,28.0,46.0,,1.0,8.0,,,,,,,2.0,3.0,6.0,,,1.0,,,,,,,1.0,90.0,,1.0,,,,,,14.0,,7.2,,,1.0,7.0,1.0,1.0,,7.0,,27.0,28.0,54.0,1,3.0,78.0,,1.0,1.0,
2017-18,7437771,5,110,Stoke_City,Away,141203,97485,Kevin Wimmer,kevin-wimmer,D,False,,,8.0,17.0,23.0,40.0,3.0,2.0,5.0,,,,1.0,,,,5.0,2.0,,,1.0,,,,,2.0,,,90.0,,2.0,,,,,,15.0,,6.7,,,,4.0,,,,14.0,,26.0,26.0,52.0,0,,73.0,,,,
2017-18,7437771,5,110,Stoke_City,Away,830238,221267,Josh Tymon,josh-tymon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437771,5,110,Stoke_City,Away,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,5.0,1.0,6.0,2.0,,,,,,,,,1.0,3.0,2.0,,,,,,,,,,,28.0,,,,,,,,7.0,,6.5,,,,,1.0,,,,,8.0,1.0,9.0,0,1.0,15.0,2.0,,1.0,
2017-18,7437738,6,110,Stoke_City,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,5.0,18.0,21.0,39.0,2.0,,4.0,,1.0,1.0,3.0,,,,5.0,2.0,1.0,,,,,,,1.0,1.0,,90.0,,,,,,,,9.0,,5.6,,,,,,,,9.0,,25.0,22.0,47.0,1,2.0,54.0,1.0,,,
2017-18,7437738,6,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,True,,,,5.0,1.0,6.0,,2.0,1.0,,,,,,,,1.0,3.0,,,1.0,,,,,,1.0,,29.0,,,,,,,,2.0,,6.5,,,,,,,,,,6.0,1.0,7.0,0,,9.0,,1.0,,
2017-18,7437738,6,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,False,,,4.0,15.0,18.0,33.0,,,10.0,,,,,,,1.0,1.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,8.0,,6.4,,,,4.0,1.0,,,7.0,,20.0,20.0,40.0,0,1.0,56.0,,2.0,1.0,
2017-18,7437738,6,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,,5.0,6.0,11.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,14.0,,,,,,,,1.0,,6.4,,,,,,,,,,6.0,6.0,12.0,0,,13.0,,,,
2017-18,7437738,6,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437738,6,110,Stoke_City,Home,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437738,6,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,,,3.0,20.0,24.0,44.0,,,7.0,,,,1.0,,,,1.0,4.0,,,,,,,,3.0,,,90.0,,,,,,,,12.0,,6.3,,,,2.0,,,,9.0,,29.0,26.0,55.0,0,3.0,68.0,,1.0,,
2017-18,7437738,6,110,Stoke_City,Home,20602,40555,Joe Allen,joe-allen,M,False,1.0,,1.0,23.0,12.0,34.0,1.0,1.0,7.0,,,1.0,3.0,,,3.0,9.0,5.0,,,2.0,,,,,1.0,2.0,,90.0,,,,,,,,14.0,,6.3,,,2.0,,,1.0,,1.0,,29.0,13.0,41.0,3,2.0,59.0,4.0,2.0,,
2017-18,7437738,6,110,Stoke_City,Home,21626,42564,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,F,False,,,1.0,16.0,1.0,17.0,2.0,2.0,1.0,,,,1.0,,,4.0,8.0,4.0,,,,,,,,,,,90.0,1.0,,,,,,,14.0,,6.7,,,2.0,,2.0,4.0,,1.0,,24.0,1.0,21.0,3,,39.0,,1.0,1.0,
2017-18,7437738,6,110,Stoke_City,Home,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,1.0,15.0,5.0,20.0,3.0,2.0,2.0,,,,1.0,,,,7.0,5.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,18.0,,6.3,,,3.0,,2.0,7.0,,2.0,,27.0,7.0,27.0,3,2.0,55.0,1.0,1.0,,
2017-18,7437738,6,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,3.0,,3.0,29.0,9.0,35.0,1.0,,4.0,1.0,,2.0,,,,3.0,6.0,2.0,,,1.0,,,,,1.0,2.0,,90.0,1.0,,,,,,,23.0,,7.2,,,,,2.0,14.0,,5.0,,45.0,9.0,40.0,3,1.0,69.0,1.0,,1.0,
2017-18,7437738,6,110,Stoke_City,Home,98448,105666,Jack Butland,jack-butland,G,False,,,6.0,5.0,10.0,15.0,,,12.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,19.0,,5.6,,,,,,,,25.0,,20.0,14.0,34.0,0,,41.0,,,,
2017-18,7437738,6,110,Stoke_City,Home,110781,93127,Jesé Rodríguez,jese-rodriguez,F,False,,,,8.0,,8.0,1.0,,2.0,,,,,,,4.0,6.0,2.0,,,,,,,,,,,61.0,,,,,,,,12.0,,6.3,,,,,1.0,,,,,14.0,,14.0,0,2.0,22.0,1.0,,,
2017-18,7437738,6,110,Stoke_City,Home,111962,91972,Saido Berahino,saido-berahino,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437738,6,110,Stoke_City,Home,116947,85352,Bruno Martins Indi,bruno-martins-indi,D,False,,,1.0,6.0,15.0,21.0,1.0,,6.0,,,,2.0,,,,3.0,5.0,,,,,,,,1.0,1.0,,76.0,,,,,,,,9.0,,6.5,,,,2.0,,,,2.0,,13.0,16.0,29.0,0,3.0,39.0,1.0,2.0,,
2017-18,7437738,6,110,Stoke_City,Home,808680,194190,Harry Souttar,harry-souttar,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437738,6,110,Stoke_City,Home,830238,221267,Josh Tymon,josh-tymon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437738,6,110,Stoke_City,Home,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,False,,,2.0,27.0,9.0,36.0,,,5.0,,,,3.0,,,1.0,9.0,5.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,15.0,,5.9,,,,,5.0,1.0,,2.0,,32.0,9.0,40.0,0,2.0,69.0,1.0,3.0,,
2017-18,7437734,7,110,Stoke_City,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,,,5.0,8.0,8.0,16.0,,1.0,3.0,,,2.0,4.0,,,,4.0,5.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,9.0,,6.7,,,,3.0,1.0,,,7.0,,13.0,12.0,25.0,2,2.0,35.0,,1.0,1.0,
2017-18,7437734,7,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,True,,,,1.0,2.0,3.0,4.0,1.0,,,,,1.0,,,1.0,7.0,1.0,,,1.0,,1.0,,,,,,20.0,1.0,,,,,,,8.0,,7.0,,,,,,,,,1.0,2.0,4.0,6.0,1,,13.0,4.0,,,
2017-18,7437734,7,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437734,7,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,6.4,,,,,,,,1.0,,1.0,1.0,2.0,0,,2.0,,,,
2017-18,7437734,7,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437734,7,110,Stoke_City,Home,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437734,7,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,2.0,13.0,4.0,16.0,1.0,4.0,3.0,,,,1.0,,,1.0,4.0,7.0,,,1.0,,,,,1.0,1.0,,90.0,,2.0,,,,,,13.0,,7.1,,,,3.0,,3.0,,4.0,,20.0,8.0,25.0,0,2.0,47.0,1.0,1.0,,
2017-18,7437734,7,110,Stoke_City,Home,20602,40555,Joe Allen,joe-allen,M,False,,,2.0,15.0,11.0,26.0,,1.0,8.0,,,1.0,2.0,,,2.0,7.0,10.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,11.0,,7.2,,,1.0,,2.0,,,2.0,,20.0,12.0,32.0,2,5.0,59.0,2.0,3.0,1.0,
2017-18,7437734,7,110,Stoke_City,Home,21626,42564,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,F,False,,,,7.0,9.0,16.0,2.0,4.0,8.0,1.0,,3.0,,,,4.0,10.0,5.0,,1.0,2.0,1.0,,,,2.0,1.0,,90.0,2.0,,,,,,,19.0,,6.6,,,,3.0,2.0,,,2.0,,12.0,10.0,22.0,5,,48.0,7.0,1.0,,
2017-18,7437734,7,110,Stoke_City,Home,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,,10.0,2.0,12.0,3.0,5.0,5.0,,,2.0,2.0,,,1.0,6.0,10.0,,,,,1.0,,,1.0,,,89.0,1.0,,,,,,,13.0,,7.5,,,,4.0,,,,,,16.0,4.0,20.0,3,5.0,44.0,3.0,,,
2017-18,7437734,7,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,2.0,9.0,10.0,19.0,3.0,9.0,4.0,,,1.0,,,,,3.0,12.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,12.0,,7.2,,,,7.0,2.0,,,7.0,,16.0,12.0,28.0,1,,48.0,1.0,1.0,2.0,
2017-18,7437734,7,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,2.0,,1.0,17.0,7.0,22.0,,1.0,4.0,1.0,,,3.0,,,,4.0,2.0,,,,1.0,,,,,5.0,,87.0,1.0,,,,,,,15.0,,7.4,,,,,1.0,7.0,,2.0,,29.0,7.0,29.0,1,,42.0,2.0,1.0,,
2017-18,7437734,7,110,Stoke_City,Home,98448,105666,Jack Butland,jack-butland,G,False,,2.0,8.0,8.0,2.0,10.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,22.0,,6.8,2.0,2.0,,2.0,,,2.0,28.0,,25.0,6.0,31.0,0,,38.0,,,,
2017-18,7437734,7,110,Stoke_City,Home,111962,91972,Saido Berahino,saido-berahino,F,False,,,,8.0,,8.0,4.0,,3.0,,1.0,,,,,1.0,8.0,1.0,,,3.0,,,,,,,,70.0,1.0,,,,,1.0,1.0,6.0,,6.4,,,,,,,,,,11.0,1.0,12.0,1,,18.0,1.0,1.0,,
2017-18,7437734,7,110,Stoke_City,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,1.0,3.0,7.0,10.0,1.0,3.0,2.0,,,1.0,,,,,1.0,4.0,,,,,,,,3.0,,,90.0,,2.0,,,,,,7.0,,7.5,,,,15.0,,,,1.0,,5.0,8.0,13.0,1,,40.0,,1.0,,
2017-18,7437734,7,110,Stoke_City,Home,141203,97485,Kevin Wimmer,kevin-wimmer,D,False,,,2.0,4.0,9.0,13.0,3.0,,4.0,,,,1.0,,,,6.0,,,,2.0,,,,,,,,90.0,,2.0,,,,,,4.0,,6.5,,,,5.0,,,,3.0,,6.0,11.0,17.0,0,,26.0,,,,
2017-18,7437734,7,110,Stoke_City,Home,830238,221267,Josh Tymon,josh-tymon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437734,7,110,Stoke_City,Home,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437744,8,110,Stoke_City,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,1.0,2.0,16.0,18.0,,,2.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,90.0,,,,,,,,9.0,,5.8,,,,,,,,3.0,,8.0,17.0,25.0,0,1.0,29.0,2.0,,,
2017-18,7437744,8,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437744,8,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,1.0,9.0,4.0,13.0,,,2.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,,45.0,,,,,,,,3.0,,6.0,,,,,,,,1.0,,11.0,4.0,15.0,0,,16.0,,,,
2017-18,7437744,8,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437744,8,110,Stoke_City,Away,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437744,8,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,1.0,3.0,11.0,14.0,3.0,,3.0,,,,,,,,6.0,2.0,,,3.0,,,,,2.0,,,90.0,,,,,,,,10.0,,5.4,,,,2.0,,,,4.0,,8.0,14.0,22.0,0,1.0,35.0,,1.0,,
2017-18,7437744,8,110,Stoke_City,Away,21626,42564,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,F,False,,,,6.0,12.0,18.0,1.0,,7.0,,,,,,,,2.0,2.0,,,,,,,,,1.0,,90.0,,,,,,,,4.0,,6.0,,,,,1.0,,,,,6.0,13.0,19.0,0,1.0,25.0,,1.0,,
2017-18,7437744,8,110,Stoke_City,Away,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,,3.0,3.0,6.0,3.0,2.0,,,1.0,1.0,1.0,,,1.0,7.0,5.0,,,2.0,,1.0,,,,,,90.0,1.0,,,,,,,11.0,,6.2,,,1.0,,,,,,1.0,6.0,5.0,11.0,3,3.0,25.0,4.0,,,
2017-18,7437744,8,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,2.0,8.0,7.0,15.0,6.0,2.0,7.0,,,,1.0,,,,9.0,7.0,,,,,,,,4.0,,,90.0,,,,,,,,12.0,,6.3,,,1.0,1.0,5.0,1.0,,5.0,,13.0,9.0,21.0,1,2.0,42.0,1.0,,3.0,
2017-18,7437744,8,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,,10.0,5.0,15.0,,,1.0,,,,,,,1.0,3.0,2.0,,,,,,,,,1.0,,90.0,,,,,,,,6.0,,6.2,,,,,2.0,,,1.0,,12.0,5.0,17.0,0,,25.0,1.0,2.0,,
2017-18,7437744,8,110,Stoke_City,Away,98448,105666,Jack Butland,jack-butland,G,False,,,6.0,6.0,1.0,7.0,,,10.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,28.0,,5.2,,4.0,,1.0,,,,33.0,,29.0,6.0,35.0,0,,46.0,,,,
2017-18,7437744,8,110,Stoke_City,Away,110781,93127,Jesé Rodríguez,jese-rodriguez,F,False,,,,1.0,5.0,6.0,3.0,,2.0,,,,,,,3.0,8.0,,,,1.0,1.0,,,,,1.0,,45.0,,,,,,,,7.0,,6.3,,,,,1.0,,,,,2.0,5.0,7.0,0,,14.0,1.0,,,
2017-18,7437744,8,110,Stoke_City,Away,111962,91972,Saido Berahino,saido-berahino,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437744,8,110,Stoke_City,Away,116947,85352,Bruno Martins Indi,bruno-martins-indi,D,True,,,2.0,3.0,8.0,11.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,45.0,,,,,,,,2.0,,5.6,,,,1.0,,,,2.0,,4.0,9.0,13.0,0,1.0,16.0,,,,
2017-18,7437744,8,110,Stoke_City,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,2.0,4.0,9.0,13.0,,2.0,2.0,,,,1.0,,,,1.0,7.0,,,,,,,,5.0,,,90.0,,,,,,,,4.0,,6.4,,,1.0,7.0,2.0,,,3.0,,6.0,10.0,16.0,1,2.0,41.0,1.0,1.0,2.0,
2017-18,7437744,8,110,Stoke_City,Away,141203,97485,Kevin Wimmer,kevin-wimmer,D,False,,,1.0,1.0,5.0,6.0,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,45.0,,,,,,,,6.0,,6.0,,,,2.0,,,,4.0,,6.0,6.0,12.0,0,,16.0,,,,
2017-18,7437744,8,110,Stoke_City,Away,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,1.0,5.0,6.0,,,3.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,37.0,,,,,,,,6.0,,6.1,,,,,1.0,,,,,6.0,6.0,12.0,0,,13.0,,,1.0,
2017-18,7437744,8,110,Stoke_City,Away,869936,209212,Tom Edwards,tom-edwards,D,False,1.0,,,2.0,3.0,4.0,,,3.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,53.0,,,,,,,,3.0,,6.5,,,,2.0,,1.0,,2.0,,4.0,3.0,6.0,0,1.0,18.0,,,,
2017-18,7437826,9,110,Stoke_City,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,4.0,,7.0,30.0,12.0,38.0,,1.0,5.0,,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,,90.0,,,,,,,,16.0,,7.1,,,,2.0,1.0,10.0,,13.0,,44.0,13.0,47.0,0,,63.0,,,1.0,
2017-18,7437826,9,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,True,,,,3.0,,3.0,1.0,2.0,,,,,,,,,2.0,2.0,,,1.0,,,,,,1.0,,31.0,,,,,,,,5.0,,6.6,,,,,,,,,,8.0,,8.0,0,,10.0,,,,
2017-18,7437826,9,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,False,1.0,,2.0,16.0,6.0,21.0,,2.0,,,,,,,,2.0,3.0,2.0,,,,,,,,,1.0,,59.0,,,,,,,,9.0,,6.4,,,,,1.0,4.0,,2.0,,22.0,6.0,24.0,0,,38.0,,,,
2017-18,7437826,9,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437826,9,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437826,9,110,Stoke_City,Home,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437826,9,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,2.0,,2.0,19.0,14.0,31.0,1.0,,14.0,1.0,,,2.0,,,1.0,7.0,2.0,,,3.0,,,,,1.0,1.0,,90.0,,,,,,,,23.0,,6.6,,,,,,4.0,,9.0,,33.0,19.0,48.0,0,2.0,66.0,1.0,,,
2017-18,7437826,9,110,Stoke_City,Home,20602,40555,Joe Allen,joe-allen,M,False,1.0,,2.0,28.0,13.0,40.0,1.0,1.0,5.0,,,,1.0,,,2.0,8.0,9.0,,,4.0,,,,,1.0,2.0,,90.0,,,,,,,,13.0,,7.0,,,1.0,,2.0,2.0,,4.0,,34.0,15.0,47.0,1,2.0,66.0,3.0,4.0,2.0,
2017-18,7437826,9,110,Stoke_City,Home,21626,42564,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,F,False,,,,16.0,6.0,22.0,5.0,3.0,6.0,1.0,1.0,1.0,1.0,,,3.0,12.0,5.0,,,2.0,1.0,,,,,1.0,,90.0,,,,,,,,22.0,,6.6,,,2.0,,1.0,3.0,,1.0,,26.0,9.0,32.0,3,1.0,53.0,4.0,1.0,,
2017-18,7437826,9,110,Stoke_City,Home,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,1.0,11.0,2.0,13.0,4.0,2.0,2.0,,,,,,,1.0,7.0,6.0,,,1.0,,1.0,,,1.0,1.0,,90.0,2.0,,,,,,,13.0,,7.4,,,,1.0,2.0,2.0,,2.0,4.0,20.0,3.0,21.0,2,1.0,34.0,1.0,2.0,1.0,
2017-18,7437826,9,110,Stoke_City,Home,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,2.0,12.0,15.0,27.0,4.0,4.0,6.0,,,,,,,,7.0,6.0,,,3.0,,,,,1.0,,,90.0,,,,1.0,,,,10.0,,6.2,,,1.0,3.0,,,,4.0,,21.0,16.0,37.0,1,2.0,47.0,,,,
2017-18,7437826,9,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,False,,,3.0,14.0,13.0,27.0,1.0,5.0,14.0,,,,1.0,,,1.0,3.0,9.0,,,,,,,,2.0,,,90.0,,,,,,,,31.0,,6.6,,,1.0,2.0,2.0,2.0,,12.0,,33.0,16.0,47.0,1,1.0,82.0,1.0,1.0,2.0,
2017-18,7437826,9,110,Stoke_City,Home,98448,105666,Jack Butland,jack-butland,G,False,,2.0,8.0,6.0,9.0,15.0,,,10.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,,16.0,,6.4,1.0,1.0,,1.0,,,2.0,24.0,,21.0,10.0,31.0,0,,35.0,,,,
2017-18,7437826,9,110,Stoke_City,Home,110781,93127,Jesé Rodríguez,jese-rodriguez,F,False,1.0,,,15.0,5.0,19.0,1.0,,4.0,,,1.0,1.0,,,2.0,4.0,4.0,,,1.0,,,,,,2.0,,80.0,1.0,,,,,,,10.0,,7.0,,,,,2.0,5.0,,1.0,,23.0,5.0,23.0,2,1.0,38.0,,1.0,2.0,
2017-18,7437826,9,110,Stoke_City,Home,111962,91972,Saido Berahino,saido-berahino,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,2.0,,6.6,,,1.0,,,1.0,,,,3.0,,2.0,1,,5.0,,,,
2017-18,7437826,9,110,Stoke_City,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,,8.0,22.0,30.0,2.0,3.0,6.0,,,,,,,,5.0,6.0,,,2.0,,,,,3.0,,,90.0,,1.0,,,,,,14.0,,6.5,,,,,3.0,,,6.0,,14.0,26.0,40.0,0,1.0,57.0,,,2.0,
2017-18,7437826,9,110,Stoke_City,Home,141203,97485,Kevin Wimmer,kevin-wimmer,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437826,9,110,Stoke_City,Home,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437791,10,110,Stoke_City,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,,,,7.0,13.0,20.0,1.0,1.0,8.0,,,,1.0,,,,2.0,1.0,,,,,1.0,,,2.0,,,90.0,1.0,,,,,,,12.0,,7.1,,,,6.0,,,,5.0,,12.0,17.0,29.0,1,,44.0,3.0,,,
2017-18,7437791,10,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437791,10,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,6.5,,,1.0,2.0,1.0,,,,,,,,1,,5.0,1.0,,1.0,
2017-18,7437791,10,110,Stoke_City,Away,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
