season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6767933,1,45,Norwich_City,Home,20292,19569,Bradley Johnson,bradley-johnson,M,False,1.0,,1.0,18.0,4.0,21.0,,1.0,3.0,,,1.0,1.0,,,3.0,8.0,8.0,,1.0,3.0,,,,,,,,90.0,1.0,,,,,,,6.5,,,2.0,2.0,1.0,1.0,,3.0,,27.0,5.0,31.0,4,4.0,52.0,1.0,3.0,,
2015-16,6767933,1,45,Norwich_City,Home,20378,19341,Russell Martin,russell-martin,D,False,,,7.0,22.0,24.0,46.0,,2.0,5.0,,,,,,,,,5.0,,,,,,,,1.0,,,90.0,,,,,,,,6.8,,,,5.0,,,,13.0,,31.0,25.0,56.0,0,2.0,67.0,,1.0,,
2015-16,6767933,1,45,Norwich_City,Home,22100,41727,Ryan Bennett,ryan-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767933,1,45,Norwich_City,Home,29691,5716,Gary O'Neil,gary-oneil,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767933,1,45,Norwich_City,Home,36791,50264,Declan Rudd,declan-rudd,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767933,1,45,Norwich_City,Home,111961,89088,Andre Wisdom,andre-wisdom,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767933,1,45,Norwich_City,Home,115346,83283,Nathan Redmond,nathan-redmond,M,True,1.0,,,6.0,4.0,9.0,,,1.0,,,,1.0,,,,3.0,,,,2.0,,1.0,,,,1.0,,36.0,1.0,,,,,,,7.0,,,,,,1.0,,1.0,,8.0,5.0,12.0,1,,15.0,,,,
2015-16,6767933,1,45,Norwich_City,Home,267621,90517,Robbie Brady,robbie-brady,M,False,2.0,,4.0,17.0,10.0,25.0,1.0,1.0,4.0,,,1.0,3.0,,,,5.0,6.0,,,1.0,,,,,,2.0,,90.0,1.0,,,,,,,6.7,,,1.0,3.0,,7.0,,8.0,,30.0,12.0,35.0,3,3.0,61.0,,2.0,,
2015-16,6767952,2,45,Norwich_City,Away,512,18665,Alexander Tettey,alexander-tettey,M,False,,,4.0,17.0,30.0,47.0,1.0,1.0,10.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,6.9,,,,2.0,1.0,,,7.0,,26.0,33.0,59.0,0,2.0,68.0,,1.0,1.0,
2015-16,6767952,2,45,Norwich_City,Away,1131,19236,John Ruddy,john-ruddy,G,False,,,6.0,6.0,3.0,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,6.4,,1.0,,,,,,13.0,,12.0,4.0,16.0,0,,24.0,,,,
2015-16,6767952,2,45,Norwich_City,Away,8969,42744,Sebastien Bassong,sebastien-bassong,D,False,,,2.0,9.0,17.0,26.0,1.0,7.0,7.0,,,,,,,,3.0,9.0,,,2.0,,,,,4.0,,,90.0,,,,,,,,7.5,,,,17.0,,,,4.0,,10.0,19.0,29.0,0,2.0,53.0,1.0,,,
2015-16,6767952,2,45,Norwich_City,Away,9148,20141,Graham Dorrans,graham-dorrans,M,False,,,4.0,31.0,9.0,40.0,1.0,,4.0,,,,1.0,,,2.0,7.0,3.0,,,2.0,,,,,,,,90.0,,,,,,,,6.5,,,1.0,2.0,4.0,1.0,,4.0,,37.0,10.0,46.0,1,,64.0,3.0,,3.0,
2015-16,6767952,2,45,Norwich_City,Away,9198,13164,Steven Whittaker,steven-whittaker,D,False,1.0,,1.0,24.0,17.0,40.0,1.0,,4.0,,,,1.0,,,1.0,4.0,4.0,,,1.0,,1.0,,,2.0,,,90.0,1.0,,,,,,,7.2,,,,,3.0,1.0,,8.0,,34.0,20.0,53.0,1,1.0,83.0,1.0,1.0,2.0,
2015-16,6767952,2,45,Norwich_City,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,1.0,,,9.0,1.0,9.0,,,2.0,,,1.0,1.0,,,2.0,4.0,1.0,,,,,,,,,2.0,,22.0,,,,,,,,6.6,,,,,2.0,3.0,,,,13.0,1.0,11.0,1,,19.0,,,1.0,
2015-16,6767952,2,45,Norwich_City,Away,14336,28499,Wesley Hoolahan,wesley-hoolahan,M,False,,,,24.0,10.0,34.0,,,6.0,,,,,,,3.0,5.0,1.0,,,,2.0,,,,2.0,3.0,,62.0,,,,,,,,7.2,,,,,2.0,2.0,,1.0,,30.0,11.0,39.0,0,,54.0,2.0,1.0,,
2015-16,6767952,2,45,Norwich_City,Away,16303,18804,Cameron Jerome,cameron-jerome,F,False,1.0,,,11.0,1.0,11.0,,5.0,1.0,,,,,,,4.0,5.0,10.0,,,,,,,,,,,68.0,,,,,,,,6.9,,,2.0,,2.0,1.0,,,1.0,18.0,2.0,19.0,2,2.0,38.0,4.0,2.0,1.0,
2015-16,6767952,2,45,Norwich_City,Away,16589,38297,Jonathan Howson,jonathan-howson,D,False,,,4.0,39.0,9.0,48.0,3.0,1.0,3.0,,,,1.0,,,1.0,6.0,4.0,,,1.0,,,,,,1.0,,90.0,2.0,,,,,,,7.1,,,,1.0,,,,6.0,,48.0,9.0,57.0,2,3.0,66.0,,,,
2015-16,6767952,2,45,Norwich_City,Away,17944,28221,Gary Hooper,gary-hooper,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767952,2,45,Norwich_City,Away,20292,19569,Bradley Johnson,bradley-johnson,M,True,,,2.0,10.0,6.0,16.0,,2.0,1.0,,,4.0,,,,2.0,3.0,3.0,,,,,,,,,,,28.0,,,,,,,,6.8,,,,1.0,1.0,,,2.0,,16.0,7.0,23.0,4,,36.0,,1.0,,
2015-16,6767952,2,45,Norwich_City,Away,20378,19341,Russell Martin,russell-martin,D,False,,,6.0,7.0,14.0,21.0,,1.0,5.0,,,,,,,,,2.0,,,,,1.0,,,1.0,,,90.0,1.0,,,,,,,7.7,,,,10.0,,,,10.0,,12.0,15.0,27.0,1,1.0,42.0,,,,
2015-16,6767952,2,45,Norwich_City,Away,22100,41727,Ryan Bennett,ryan-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767952,2,45,Norwich_City,Away,29691,5716,Gary O'Neil,gary-oneil,M,True,,,,8.0,4.0,12.0,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,8.0,5.0,13.0,0,,13.0,,,,
2015-16,6767952,2,45,Norwich_City,Away,36791,50264,Declan Rudd,declan-rudd,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767952,2,45,Norwich_City,Away,111961,89088,Andre Wisdom,andre-wisdom,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767952,2,45,Norwich_City,Away,115346,83283,Nathan Redmond,nathan-redmond,M,False,,,,34.0,7.0,41.0,1.0,1.0,6.0,,,2.0,,,,1.0,6.0,7.0,,,,,1.0,,,,3.0,,83.0,1.0,,,,,,,7.6,,,,,8.0,2.0,,,,41.0,9.0,48.0,3,1.0,72.0,6.0,1.0,4.0,
2015-16,6767952,2,45,Norwich_City,Away,267621,90517,Robbie Brady,robbie-brady,M,False,3.0,,4.0,31.0,6.0,34.0,1.0,,3.0,,,1.0,1.0,,,3.0,6.0,6.0,,,,,,,,2.0,3.0,,90.0,1.0,,,,,,,7.2,,,1.0,1.0,4.0,9.0,,11.0,,49.0,10.0,50.0,3,3.0,94.0,2.0,,3.0,
2015-16,6767963,3,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,False,,,1.0,20.0,9.0,29.0,,1.0,4.0,,,,,,,2.0,4.0,5.0,,,2.0,,,,,4.0,,,90.0,,,,,,,,7.0,,,1.0,2.0,,,,2.0,,26.0,10.0,36.0,1,4.0,50.0,,,,
2015-16,6767963,3,45,Norwich_City,Home,1131,19236,John Ruddy,john-ruddy,G,False,,,5.0,2.0,10.0,12.0,,,6.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,1.0,6.4,,,,1.0,,,,14.0,,10.0,11.0,21.0,0,,29.0,,,,
2015-16,6767963,3,45,Norwich_City,Home,8969,42744,Sebastien Bassong,sebastien-bassong,D,False,,,,5.0,10.0,15.0,,5.0,1.0,,,,,,,1.0,3.0,6.0,,,2.0,,,,,,,,90.0,,,,,,,,6.5,,,,8.0,1.0,,,,,8.0,11.0,19.0,0,,29.0,,,1.0,
2015-16,6767963,3,45,Norwich_City,Home,9148,20141,Graham Dorrans,graham-dorrans,M,False,,,5.0,22.0,21.0,43.0,1.0,,5.0,,,1.0,1.0,,,1.0,5.0,2.0,,,2.0,,,,,,2.0,,90.0,2.0,,,,,,,7.2,,,,,,1.0,,6.0,,28.0,22.0,49.0,3,2.0,56.0,,,,
2015-16,6767963,3,45,Norwich_City,Home,9198,13164,Steven Whittaker,steven-whittaker,D,False,,,2.0,8.0,7.0,15.0,,,6.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,6.5,,,,4.0,,2.0,,7.0,,18.0,8.0,24.0,1,1.0,48.0,,,,
2015-16,6767963,3,45,Norwich_City,Home,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767963,3,45,Norwich_City,Home,14336,28499,Wesley Hoolahan,wesley-hoolahan,M,False,,,,24.0,7.0,31.0,1.0,,3.0,,1.0,,,,,2.0,4.0,6.0,,,,,,,,,1.0,,77.0,,,,,,,,6.6,,,1.0,,2.0,1.0,,,,31.0,7.0,37.0,1,2.0,53.0,2.0,3.0,1.0,
2015-16,6767963,3,45,Norwich_City,Home,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,,7.0,1.0,8.0,3.0,2.0,,,2.0,1.0,,,,,4.0,5.0,,,,,,,,,,,90.0,1.0,,,,,,,6.3,,,1.0,,2.0,2.0,,,1.0,10.0,3.0,11.0,3,1.0,22.0,2.0,1.0,1.0,
2015-16,6767963,3,45,Norwich_City,Home,16589,38297,Jonathan Howson,jonathan-howson,D,False,,,,13.0,3.0,16.0,1.0,,5.0,1.0,,1.0,2.0,,,4.0,7.0,2.0,,,,,,,,2.0,2.0,,86.0,,,,,,,,6.7,,,,,1.0,,,2.0,,18.0,4.0,22.0,1,1.0,33.0,1.0,,1.0,
2015-16,6767963,3,45,Norwich_City,Home,17944,28221,Gary Hooper,gary-hooper,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767963,3,45,Norwich_City,Home,20292,19569,Bradley Johnson,bradley-johnson,M,True,1.0,,,3.0,1.0,3.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,13.0,,,,,,,,6.6,,,1.0,,,2.0,,1.0,1.0,5.0,1.0,4.0,1,1.0,9.0,,,,
2015-16,6767963,3,45,Norwich_City,Home,20378,19341,Russell Martin,russell-martin,D,False,,,5.0,12.0,18.0,30.0,2.0,2.0,3.0,,1.0,,,,,,3.0,3.0,,,2.0,,1.0,,,2.0,,,90.0,2.0,1.0,,,,,,7.5,,,,6.0,,,,10.0,,17.0,21.0,38.0,2,1.0,51.0,,,,
2015-16,6767963,3,45,Norwich_City,Home,22100,41727,Ryan Bennett,ryan-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767963,3,45,Norwich_City,Home,29691,5716,Gary O'Neil,gary-oneil,M,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,1.0,0,1.0,2.0,,,,
2015-16,6767963,3,45,Norwich_City,Home,36791,50264,Declan Rudd,declan-rudd,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767963,3,45,Norwich_City,Home,111961,89088,Andre Wisdom,andre-wisdom,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767963,3,45,Norwich_City,Home,115346,83283,Nathan Redmond,nathan-redmond,M,False,,,1.0,25.0,6.0,31.0,1.0,1.0,6.0,1.0,1.0,1.0,,,,2.0,6.0,4.0,,,3.0,1.0,,,,,4.0,,90.0,1.0,,,,,,,7.5,,,2.0,,1.0,1.0,,2.0,,32.0,6.0,37.0,4,2.0,54.0,2.0,,1.0,
2015-16,6767963,3,45,Norwich_City,Home,267621,90517,Robbie Brady,robbie-brady,M,False,4.0,,3.0,24.0,2.0,22.0,,,6.0,2.0,,1.0,1.0,,,,5.0,8.0,,,4.0,,,,,2.0,4.0,,90.0,,,,,,,,8.0,,,2.0,1.0,2.0,15.0,,5.0,,40.0,2.0,27.0,3,6.0,67.0,,1.0,1.0,
2015-16,6768036,4,45,Norwich_City,Away,512,18665,Alexander Tettey,alexander-tettey,M,False,,,1.0,12.0,18.0,30.0,1.0,1.0,9.0,,,,2.0,,,,3.0,4.0,,,,,,,,4.0,,,90.0,,,,,,,,6.8,,,1.0,1.0,,,,4.0,,16.0,21.0,37.0,1,3.0,47.0,1.0,,,
2015-16,6768036,4,45,Norwich_City,Away,1131,19236,John Ruddy,john-ruddy,G,False,,,12.0,9.0,12.0,21.0,,1.0,15.0,,,,,,,,,1.0,,1.0,,,,6.0,,,,,90.0,,,,,,,,6.7,4.0,5.0,,,,,,30.0,,25.0,15.0,40.0,0,,55.0,,,,
2015-16,6768036,4,45,Norwich_City,Away,8969,42744,Sebastien Bassong,sebastien-bassong,D,False,,,,2.0,24.0,26.0,4.0,3.0,6.0,,,1.0,,,,,4.0,3.0,,,1.0,,,,,4.0,,,90.0,,1.0,,,,,,6.7,,,,9.0,,,,3.0,,5.0,26.0,31.0,1,,46.0,,,,
2015-16,6768036,4,45,Norwich_City,Away,9148,20141,Graham Dorrans,graham-dorrans,M,False,1.0,,2.0,17.0,22.0,38.0,2.0,,3.0,1.0,,,1.0,,,1.0,4.0,1.0,,,1.0,,,,,,1.0,,70.0,,,,,,,,6.5,,,,,,3.0,,3.0,,25.0,23.0,45.0,0,1.0,51.0,,,,
2015-16,6768036,4,45,Norwich_City,Away,9198,13164,Steven Whittaker,steven-whittaker,D,False,,,,4.0,3.0,7.0,2.0,,,,,,1.0,,,,5.0,1.0,,,2.0,,,,,,,,31.0,,,,,,,,5.5,,,,1.0,,,,,,6.0,3.0,9.0,0,,15.0,1.0,1.0,,
2015-16,6768036,4,45,Norwich_City,Away,14336,28499,Wesley Hoolahan,wesley-hoolahan,M,False,1.0,,,4.0,2.0,5.0,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,32.0,,,,,,,,6.7,,,,,,2.0,,,,6.0,2.0,6.0,0,1.0,12.0,2.0,,,
2015-16,6768036,4,45,Norwich_City,Away,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,,12.0,2.0,14.0,7.0,2.0,1.0,,1.0,,,,,2.0,13.0,4.0,,,2.0,,,,,,,,89.0,,,,,,,,6.0,,,1.0,,4.0,,,,,16.0,2.0,18.0,1,1.0,27.0,,,1.0,
2015-16,6768036,4,45,Norwich_City,Away,16589,38297,Jonathan Howson,jonathan-howson,D,False,,,3.0,9.0,10.0,19.0,2.0,2.0,4.0,,,,5.0,,,,10.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,5.7,,,,3.0,2.0,,,6.0,,18.0,11.0,29.0,0,1.0,38.0,1.0,,,
2015-16,6768036,4,45,Norwich_City,Away,17944,28221,Gary Hooper,gary-hooper,F,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1,,2.0,,1.0,,
2015-16,6768036,4,45,Norwich_City,Away,20292,19569,Bradley Johnson,bradley-johnson,M,True,,,,4.0,3.0,7.0,1.0,2.0,1.0,,,,,,,1.0,3.0,2.0,,,1.0,,,,,,1.0,,20.0,1.0,,,,,,,6.6,,,,,,,,,,6.0,3.0,9.0,1,,12.0,,,,
2015-16,6768036,4,45,Norwich_City,Away,20378,19341,Russell Martin,russell-martin,D,False,,,3.0,9.0,15.0,24.0,1.0,2.0,5.0,,,,,,,,1.0,4.0,,,,,,,,,,,90.0,,,,,,,,6.5,,,,7.0,,,,9.0,,18.0,17.0,35.0,0,2.0,44.0,,,,
2015-16,6768036,4,45,Norwich_City,Away,22100,41727,Ryan Bennett,ryan-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768036,4,45,Norwich_City,Away,29691,5716,Gary O'Neil,gary-oneil,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768036,4,45,Norwich_City,Away,35193,50165,Ricky van Wolfswinkel,ricky-van-wolfswinkel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768036,4,45,Norwich_City,Away,36791,50264,Declan Rudd,declan-rudd,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768036,4,45,Norwich_City,Away,111961,89088,Andre Wisdom,andre-wisdom,D,True,,,1.0,10.0,10.0,20.0,,2.0,4.0,,,,,,,1.0,1.0,6.0,,,,,,,,,,,58.0,,,,,,,,6.3,,,,2.0,2.0,1.0,,5.0,,15.0,13.0,27.0,0,1.0,50.0,1.0,1.0,2.0,
2015-16,6768036,4,45,Norwich_City,Away,115346,83283,Nathan Redmond,nathan-redmond,M,False,,,1.0,18.0,6.0,24.0,1.0,,4.0,,,1.0,,,,2.0,8.0,2.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,6.1,,,,,4.0,1.0,,3.0,,26.0,7.0,32.0,1,1.0,47.0,2.0,,1.0,
2015-16,6768036,4,45,Norwich_City,Away,267621,90517,Robbie Brady,robbie-brady,M,False,1.0,,2.0,10.0,11.0,20.0,1.0,,6.0,,,,1.0,,,,5.0,4.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,,6.3,,,,5.0,1.0,7.0,,9.0,,25.0,12.0,30.0,0,3.0,57.0,,1.0,,
2015-16,6768046,5,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,False,,,2.0,12.0,22.0,34.0,1.0,3.0,5.0,,,,1.0,,,,5.0,8.0,,,3.0,,,,,5.0,,,90.0,,1.0,,,,,,7.2,,,1.0,3.0,1.0,,,5.0,,16.0,25.0,41.0,1,3.0,58.0,,2.0,1.0,
2015-16,6768046,5,45,Norwich_City,Home,1131,19236,John Ruddy,john-ruddy,G,False,,2.0,12.0,7.0,11.0,18.0,,,11.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,6.6,1.0,1.0,,,,,2.0,27.0,,20.0,13.0,33.0,0,,42.0,,,,
2015-16,6768046,5,45,Norwich_City,Home,8969,42744,Sebastien Bassong,sebastien-bassong,D,False,,,2.0,8.0,25.0,33.0,,5.0,8.0,,,,2.0,,,,2.0,9.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,7.0,,,1.0,8.0,1.0,,,7.0,,14.0,26.0,40.0,1,,58.0,,3.0,1.0,
2015-16,6768046,5,45,Norwich_City,Home,9148,20141,Graham Dorrans,graham-dorrans,M,True,,,,,4.0,4.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,17.0,,,,,,,,6.5,,,,,,,,1.0,,1.0,4.0,5.0,0,1.0,8.0,1.0,,,
2015-16,6768046,5,45,Norwich_City,Home,14336,28499,Wesley Hoolahan,wesley-hoolahan,M,False,,,,28.0,14.0,42.0,,,12.0,1.0,,,,,,4.0,7.0,4.0,,,3.0,1.0,1.0,,,2.0,3.0,,73.0,1.0,,,,,,,8.2,,,,,3.0,,,1.0,,33.0,15.0,48.0,1,2.0,61.0,,,2.0,
2015-16,6768046,5,45,Norwich_City,Home,14901,20490,Kyle Lafferty,kyle-lafferty,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768046,5,45,Norwich_City,Home,16303,18804,Cameron Jerome,cameron-jerome,F,False,,,,12.0,1.0,13.0,5.0,2.0,2.0,,,,,,,,7.0,3.0,,,1.0,,1.0,,,,,,82.0,1.0,,,,,,,7.2,,,2.0,,1.0,1.0,,,,22.0,1.0,22.0,3,1.0,33.0,1.0,,,
2015-16,6768046,5,45,Norwich_City,Home,16589,38297,Jonathan Howson,jonathan-howson,D,False,,,3.0,24.0,13.0,37.0,,,4.0,1.0,,,1.0,,,,1.0,3.0,,,,1.0,,,,1.0,1.0,,90.0,,,,,,,,7.4,,,1.0,,,,,5.0,,28.0,14.0,42.0,1,3.0,51.0,2.0,,,
2015-16,6768046,5,45,Norwich_City,Home,17801,39472,Dieumerci Mbokani,dieumerci-mbokani,F,True,,,,3.0,1.0,4.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,8.0,,,,,,,,6.6,,,1.0,,,,,,,3.0,1.0,4.0,1,,8.0,1.0,1.0,,
2015-16,6768046,5,45,Norwich_City,Home,20095,18818,Matt Jarvis,matt-jarvis,M,False,1.0,,,15.0,4.0,18.0,,1.0,2.0,,,,1.0,,,,2.0,5.0,,,,,1.0,,,1.0,,,73.0,1.0,,,,,,,7.1,,,,,2.0,6.0,,1.0,,23.0,5.0,22.0,1,1.0,39.0,1.0,2.0,1.0,
2015-16,6768046,5,45,Norwich_City,Home,20378,19341,Russell Martin,russell-martin,D,False,,,4.0,9.0,18.0,27.0,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,6.6,,,,3.0,,,,10.0,,19.0,19.0,38.0,0,,43.0,,,,
2015-16,6768046,5,45,Norwich_City,Home,22100,41727,Ryan Bennett,ryan-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
